Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Matthew Stafford,LAR,QB,1.0,16.0,378.13,23.64,575.21,35.95,0.66,4396.62,274.79,7.65,28.03,1.75,10.31,0.64,44.13,2.76,32.59,2.03,132.21,8.26,3.97,10.95,0.68,0.62,0.04,5.21,0.33,607.79,37.98,10.95,0.68,1.0,276.94,17.31,16.18,5.74,18.36,3.46,4.18,3.26,2.74,2.36,0.47,0.17,18.4,276.94,17.31,16.18,5.74,18.36,3.46,4.18,3.26,2.74,2.36,0.47,0.17,18.74,276.94,17.31,16.18,5.74,18.36,3.46,4.18,3.26,2.74,2.36,0.47,0.17,18.4,3,19.18,326.03,6.0
Blake Bortles,FA,QB,0.0,16.0,332.69,20.8,557.67,34.86,0.6,3818.9,238.68,6.87,22.95,1.43,14.28,0.89,29.33,1.83,56.74,3.54,330.26,20.64,5.82,19.77,1.24,2.26,0.14,3.97,0.25,614.41,38.4,19.77,1.24,1.0,261.74,16.36,16.53,7.36,16.27,5.54,1.87,2.54,2.85,3.21,0.63,0.25,17.98,261.74,16.36,16.53,7.36,16.27,5.79,1.62,2.54,2.85,3.21,0.63,0.25,18.6,261.74,16.36,16.53,7.36,16.27,5.54,1.87,2.54,2.85,3.21,0.63,0.25,17.98,3,14.23,241.92,18.0
Matt Ryan,FA,QB,0.0,16.0,356.62,22.29,539.0,33.69,0.66,4363.56,272.72,8.1,24.72,1.55,11.13,0.7,27.95,1.75,33.18,2.07,128.13,8.01,3.9,11.21,0.7,0.0,0.0,2.95,0.18,572.18,35.76,11.21,0.7,1.0,259.31,16.21,16.6,4.58,18.1,3.44,4.28,4.62,2.13,1.54,0.62,0.15,18.14,259.31,16.21,16.6,4.58,18.1,3.44,4.38,4.51,2.13,1.54,0.62,0.15,18.49,259.31,16.21,16.6,4.58,18.1,3.44,4.38,4.51,2.13,1.54,0.62,0.15,18.14,3,19.33,328.59,5.0
Tyrod Taylor,NYJ,QB,1.0,14.9,262.38,17.61,420.0,28.19,0.63,2880.64,193.52,6.87,15.38,1.03,4.72,0.32,43.95,2.95,88.87,5.97,480.69,32.33,5.38,27.49,1.84,4.51,0.31,1.9,0.12,508.87,34.16,27.49,1.84,1.0,239.91,16.13,16.19,6.61,16.46,4.92,1.72,3.54,1.9,2.82,0.48,0.25,17.35,239.91,16.13,16.19,6.61,16.46,4.92,1.72,3.54,1.9,2.82,0.48,0.25,18.27,239.91,16.13,16.19,6.61,16.46,4.92,1.72,3.54,1.9,2.82,0.48,0.25,17.35,3,19.93,338.8,4.0
Dak Prescott,DAL,QB,1.0,16.0,308.86,19.3,481.14,30.07,0.64,3422.0,213.88,7.13,22.29,1.4,10.43,0.65,30.0,1.87,57.0,3.56,335.57,20.97,5.89,26.71,1.67,6.0,0.38,3.29,0.21,538.14,33.64,26.71,1.67,1.0,268.24,16.76,16.33,8.85,15.99,4.71,2.14,3.14,2.0,4.0,0.6,0.33,17.39,268.24,16.76,16.33,8.85,15.99,4.71,2.14,3.14,2.0,4.0,0.6,0.33,18.22,268.24,16.76,16.33,8.85,15.99,4.71,2.14,3.14,2.0,4.0,0.6,0.33,17.39,2,21.36,363.11,2.0
Philip Rivers,FA,QB,0.0,16.0,365.08,22.82,584.59,36.54,0.63,4510.33,281.9,7.72,29.38,1.84,13.13,0.82,24.87,1.55,16.87,1.05,10.56,0.66,0.74,1.36,0.08,0.0,0.0,2.13,0.13,601.46,37.59,1.36,0.08,1.0,268.91,16.81,16.78,6.2,17.47,3.36,3.62,4.23,2.85,1.95,0.45,0.14,18.18,268.91,16.81,16.78,6.2,17.47,3.36,3.62,4.23,2.85,1.95,0.45,0.14,18.22,268.91,16.81,16.78,6.2,17.47,3.36,3.62,4.23,2.85,1.95,0.45,0.14,18.18,3,17.61,299.43,10.0
Jameis Winston,CLE,QB,1.0,14.08,301.23,21.43,483.59,34.31,0.63,3709.44,264.24,7.71,21.62,1.53,13.21,0.93,32.9,2.36,40.28,2.82,150.69,10.66,3.82,8.9,0.62,1.51,0.11,6.23,0.46,523.87,37.13,8.9,0.62,1.0,223.27,15.82,15.88,7.33,15.89,4.26,3.1,1.64,1.9,3.18,0.65,0.33,17.52,223.27,15.82,15.88,7.33,15.89,4.26,3.1,1.64,1.9,3.18,0.65,0.33,17.83,223.27,15.82,15.88,7.33,15.89,4.26,3.1,1.64,1.9,3.18,0.65,0.33,17.52,3,14.69,249.69,16.0
Marcus Mariota,WAS,QB,1.0,14.69,274.49,18.69,443.97,30.23,0.62,3239.28,220.77,7.3,16.95,1.16,12.95,0.88,27.1,1.87,57.33,3.88,315.33,21.45,5.59,20.0,1.35,3.92,0.26,2.54,0.18,501.31,34.11,20.0,1.35,1.0,223.06,15.23,15.59,6.3,15.91,4.9,2.67,3.0,2.79,1.33,0.44,0.13,16.67,223.06,15.23,15.59,6.3,15.91,4.26,3.31,3.64,2.15,1.33,0.37,0.13,17.27,223.06,15.23,15.59,6.3,15.91,4.9,2.67,3.0,2.79,1.33,0.44,0.13,16.67,3,15.13,257.15,15.0
Derek Carr,NO,QB,1.0,15.1,334.49,22.15,532.49,35.25,0.63,3659.44,242.26,6.87,24.56,1.63,11.21,0.74,20.1,1.33,28.13,1.86,74.41,4.9,2.73,5.21,0.34,0.0,0.0,3.0,0.2,560.62,37.12,5.21,0.34,1.0,228.97,15.15,15.65,7.06,15.19,6.74,2.03,1.74,3.13,1.46,0.51,0.11,16.75,228.97,15.15,15.65,7.06,15.19,6.74,2.03,1.74,3.13,1.46,0.51,0.11,16.93,228.97,15.15,15.65,7.06,15.19,6.74,2.03,1.74,3.13,1.46,0.51,0.11,16.75,3,12.71,216.12,22.0
Andy Dalton,CAR,QB,1.0,15.69,309.87,19.74,501.9,31.94,0.62,3540.0,226.06,7.07,23.21,1.48,10.46,0.66,37.56,2.38,42.0,2.71,125.21,8.04,2.95,11.46,0.73,1.33,0.09,3.54,0.22,543.9,34.65,11.46,0.73,1.0,226.93,14.55,15.28,7.07,14.84,6.08,2.05,1.46,5.26,0.85,0.66,0.06,16.32,226.93,14.55,15.28,7.07,14.84,6.08,2.05,1.46,5.26,0.85,0.66,0.06,16.69,226.93,14.55,15.28,7.07,14.84,6.08,2.05,1.46,5.26,0.85,0.66,0.06,16.32,3,13.85,235.49,19.0
Carson Palmer,FA,QB,0.0,9.97,233.54,23.44,379.31,38.1,0.61,2832.41,283.44,7.46,16.03,1.5,9.21,0.95,26.92,2.86,15.13,1.68,19.9,1.9,1.34,4.38,0.53,0.1,0.01,1.23,0.08,394.44,39.78,4.38,0.53,0.9,159.62,15.5,16.05,6.25,16.11,2.67,1.08,2.95,2.46,0.82,0.46,0.06,15.71,159.62,15.5,16.05,6.25,16.11,2.67,1.62,2.41,2.46,0.82,0.46,0.06,15.98,159.62,15.5,16.05,6.25,16.11,2.67,1.08,2.95,2.46,0.82,0.46,0.06,15.71,3,10.28,174.83,26.0
Case Keenum,HOU,QB,1.0,12.79,266.38,20.22,403.72,30.95,0.65,2923.0,222.17,7.16,16.82,1.24,7.41,0.6,20.41,1.6,32.0,2.43,116.15,8.23,3.26,10.23,0.75,0.9,0.07,1.1,0.1,435.72,33.37,10.23,0.75,0.97,185.56,13.76,13.92,7.26,13.75,5.9,1.15,2.28,1.28,2.18,0.35,0.19,14.78,185.56,13.76,13.92,7.26,13.75,5.9,1.15,2.28,1.28,2.18,0.35,0.19,15.15,185.56,13.76,13.92,7.26,13.75,5.9,1.15,2.28,1.28,2.18,0.35,0.19,14.78,3,13.79,234.41,20.0
Jared Goff,DET,QB,1.0,12.71,243.43,18.66,399.29,31.08,0.6,3028.29,225.59,7.21,21.43,1.54,7.0,0.62,25.29,2.25,22.29,1.66,41.0,3.08,1.87,2.43,0.18,1.0,0.09,2.71,0.23,421.57,32.74,2.43,0.18,0.95,197.56,14.33,13.51,6.01,14.85,5.29,1.43,1.71,1.43,2.86,0.48,0.26,15.05,197.56,14.33,13.51,6.01,14.85,5.29,1.43,1.71,1.43,2.86,0.48,0.26,15.14,197.56,14.33,13.51,6.01,14.85,5.29,1.43,1.71,1.43,2.86,0.48,0.26,15.05,2,16.61,282.43,11.0
Josh McCown,FA,QB,0.0,10.44,213.31,20.17,326.74,31.78,0.64,2374.0,227.73,7.18,14.31,1.35,7.72,0.8,31.97,3.14,27.56,2.44,94.92,8.45,3.42,10.31,0.9,3.31,0.26,4.21,0.48,354.31,34.22,10.31,0.9,0.92,158.7,14.51,15.01,8.89,13.76,3.74,1.54,2.13,1.0,2.03,0.38,0.21,14.54,158.7,14.51,15.01,8.89,13.76,3.74,1.54,1.49,1.64,2.03,0.5,0.21,15.1,158.7,14.51,15.01,8.89,13.76,3.74,1.54,2.13,1.0,2.03,0.38,0.21,14.54,3,12.09,205.46,23.0
DeShone Kizer,FA,QB,0.0,15.0,255.0,17.0,476.0,31.73,0.54,2894.0,192.93,6.08,11.0,0.73,22.0,1.47,38.0,2.53,77.0,5.13,419.0,27.93,5.44,28.0,1.87,5.0,0.33,6.0,0.4,553.0,36.87,28.0,1.87,1.0,175.9,11.73,13.2,8.92,11.11,7.0,2.0,1.0,4.0,1.0,0.5,0.07,14.09,175.9,11.73,13.2,8.92,11.11,7.0,2.0,1.0,4.0,1.0,0.5,0.07,15.03,175.9,11.73,13.2,8.92,11.11,7.0,2.0,1.0,4.0,1.0,0.5,0.07,14.09,1,8.71,148.1,30.0
Joe Flacco,IND,QB,1.0,15.38,364.72,23.82,566.59,37.0,0.64,3406.64,223.65,6.01,18.1,1.18,13.41,0.88,27.41,1.78,22.74,1.47,51.85,3.33,2.27,4.08,0.28,1.46,0.1,0.97,0.07,589.33,38.47,4.08,0.28,1.0,197.33,12.96,12.31,6.09,13.51,7.87,3.31,1.64,2.21,0.36,0.25,0.03,14.45,197.33,12.96,12.31,6.09,13.51,7.87,3.31,1.64,2.21,0.36,0.25,0.03,14.58,197.33,12.96,12.31,6.09,13.51,7.87,3.31,1.64,2.21,0.36,0.25,0.03,14.45,3,9.94,169.04,27.0
Eli Manning,FA,QB,0.0,15.36,362.0,23.57,582.74,37.95,0.62,3710.21,241.15,6.35,22.44,1.45,13.87,0.9,28.03,1.84,15.13,0.98,20.62,1.36,1.59,2.21,0.14,0.64,0.04,4.64,0.3,597.87,38.93,2.21,0.14,1.0,207.01,13.44,11.07,7.35,13.41,8.97,1.36,1.72,1.36,1.95,0.28,0.15,14.24,207.01,13.44,11.07,7.35,13.41,9.62,0.72,1.72,1.46,1.85,0.28,0.14,14.3,207.01,13.44,11.07,7.35,13.41,8.97,1.36,1.72,1.36,1.95,0.28,0.15,14.24,3,10.59,180.09,25.0
C.J. Beathard,JAC,QB,1.0,7.0,123.0,17.57,224.0,32.0,0.55,1430.0,204.29,6.38,4.0,0.57,6.0,0.86,19.0,2.71,26.0,3.71,136.0,19.43,5.23,9.0,1.29,3.0,0.43,2.0,0.29,250.0,35.71,9.0,1.29,0.84,88.8,12.69,13.2,7.78,12.44,3.0,2.0,1.0,0.0,1.0,0.17,0.17,11.94,88.8,12.69,13.2,7.78,12.44,3.0,2.0,1.0,0.0,1.0,0.17,0.17,12.58,88.8,12.69,13.2,7.78,12.44,3.0,2.0,1.0,0.0,1.0,0.17,0.17,11.94,1,6.92,117.72,35.0
Mitchell Trubisky,BUF,QB,1.0,12.0,196.0,16.33,330.0,27.5,0.59,2193.0,182.75,6.65,7.0,0.58,7.0,0.58,31.0,2.58,41.0,3.42,248.0,20.67,6.05,12.0,1.0,2.0,0.17,3.0,0.25,371.0,30.92,12.0,1.0,1.0,134.6,11.22,9.95,5.36,12.07,8.0,1.0,2.0,1.0,0.0,0.09,0.0,12.02,134.6,11.22,9.95,5.36,12.07,8.0,1.0,2.0,1.0,0.0,0.09,0.0,12.52,134.6,11.22,9.95,5.36,12.07,8.0,1.0,2.0,1.0,0.0,0.09,0.0,12.02,1,12.91,219.5,21.0
Trevor Siemian,FA,QB,0.0,10.74,206.15,17.3,348.33,29.24,0.53,2336.79,195.45,5.99,12.31,1.03,11.54,1.0,29.1,2.49,27.15,2.42,95.92,8.34,3.05,6.67,0.58,0.64,0.06,1.79,0.15,375.49,31.66,6.67,0.58,0.93,130.02,10.85,10.39,6.53,10.82,5.74,2.31,0.9,1.28,0.51,0.18,0.04,11.94,130.02,10.85,10.39,6.53,10.82,5.74,2.31,0.9,1.28,0.51,0.18,0.04,12.23,130.02,10.85,10.39,6.53,10.82,5.74,2.31,0.9,1.28,0.51,0.18,0.04,11.94,3,7.47,126.98,32.0
Jay Cutler,FA,QB,0.0,11.79,223.18,18.46,359.67,29.97,0.61,2355.79,201.4,6.74,15.36,1.22,11.38,0.97,20.15,1.99,17.36,1.39,47.28,4.07,2.85,3.82,0.3,0.1,0.01,1.03,0.14,377.03,31.36,3.82,0.3,0.93,136.3,11.17,12.04,6.32,11.59,6.87,2.92,0.62,0.64,0.74,0.12,0.06,11.98,136.3,11.17,12.04,6.32,11.59,6.87,2.92,0.62,0.64,0.74,0.12,0.06,12.13,136.3,11.17,12.04,6.32,11.59,6.87,2.92,0.62,0.64,0.74,0.12,0.06,11.98,3,7.98,135.68,31.0
Jacoby Brissett,NE,QB,1.0,12.29,206.86,15.56,350.71,26.17,0.6,2327.14,176.39,6.8,9.29,0.58,5.0,0.31,38.86,2.89,49.57,4.34,209.43,19.51,4.43,11.43,1.11,3.14,0.27,2.43,0.23,400.29,30.51,11.43,1.11,0.87,155.23,11.89,11.18,5.68,12.58,6.29,3.14,1.43,0.71,0.71,0.1,0.05,11.51,155.23,11.89,11.18,5.68,12.58,6.29,2.43,2.14,0.71,0.71,0.1,0.05,12.06,155.23,11.89,11.18,5.68,12.58,6.29,3.14,1.43,0.71,0.71,0.1,0.05,11.51,2,16.36,278.13,13.0
Ryan Fitzpatrick,FA,QB,0.0,9.08,154.36,16.58,265.46,28.4,0.59,1802.44,192.5,6.78,10.74,1.17,7.82,0.73,11.31,1.22,24.23,2.59,111.03,12.45,4.81,7.15,0.79,0.21,0.01,0.46,0.03,289.69,30.99,7.15,0.79,0.86,110.82,12.17,11.72,7.51,12.05,4.28,2.03,0.62,1.74,0.41,0.4,0.03,11.29,110.82,12.17,11.72,7.51,12.05,4.28,2.03,0.62,1.74,0.41,0.4,0.03,11.69,110.82,12.17,11.72,7.51,12.05,4.28,2.03,0.62,1.74,0.41,0.4,0.03,11.29,3,7.38,125.39,33.0
Blaine Gabbert,FA,QB,0.0,5.56,102.49,18.35,179.56,32.38,0.57,1141.64,204.8,6.29,6.15,1.11,6.1,1.12,20.13,3.74,27.64,4.94,115.9,20.28,4.09,9.15,1.64,0.62,0.1,1.38,0.27,207.21,37.32,9.15,1.64,0.75,71.44,12.67,11.37,6.11,13.3,2.9,0.56,0.85,1.15,0.1,0.3,0.01,10.61,71.44,12.67,11.37,6.11,13.3,2.9,0.56,0.85,1.15,0.1,0.3,0.01,11.43,71.44,12.67,11.37,6.11,13.3,2.9,0.56,0.85,1.15,0.1,0.3,0.01,10.61,3,4.12,70.05,38.0
Brock Osweiler,FA,QB,0.0,8.51,156.15,17.58,269.23,30.62,0.57,1657.38,192.0,6.28,8.08,0.92,7.92,0.88,15.69,1.83,18.82,2.28,80.87,9.86,4.35,5.77,0.61,1.26,0.15,1.0,0.14,288.05,32.9,5.77,0.61,0.85,98.55,11.62,10.58,7.56,11.51,5.38,1.26,0.87,0.26,0.74,0.16,0.14,10.71,98.55,11.62,10.58,7.56,11.51,5.38,1.26,0.87,0.26,0.74,0.16,0.14,11.01,98.55,11.62,10.58,7.56,11.51,5.38,1.26,0.87,0.26,0.74,0.16,0.14,10.71,3,6.94,117.96,34.0
Sam Bradford,FA,QB,0.0,6.56,157.28,19.54,223.67,27.12,0.73,1621.03,216.0,8.21,9.0,1.44,2.72,0.19,15.56,2.44,9.08,1.17,15.67,0.23,-0.13,0.97,0.07,0.0,0.0,1.59,0.11,232.74,28.29,0.97,0.07,0.64,93.86,13.83,13.87,12.9,12.51,3.0,0.87,1.44,0.36,0.9,0.69,0.66,9.75,93.86,13.83,13.87,12.9,12.51,2.74,1.13,1.44,0.26,1.0,0.69,0.67,9.8,93.86,13.83,13.87,12.9,12.51,2.74,1.13,1.44,0.36,0.9,0.69,0.66,9.75,3,9.18,155.99,28.0
Brett Hundley,FA,QB,0.0,9.0,137.71,12.61,228.57,21.24,0.49,1316.29,120.44,4.64,6.43,0.59,8.86,0.85,20.71,1.89,26.57,2.55,192.29,17.39,5.17,15.0,1.36,1.43,0.13,1.43,0.13,255.14,23.79,15.0,1.36,0.9,87.86,7.92,6.69,6.04,7.6,6.14,0.71,0.71,0.71,0.71,0.16,0.07,8.4,87.86,7.92,6.69,6.04,7.6,6.14,0.71,0.71,0.71,0.71,0.16,0.07,9.08,87.86,7.92,6.69,6.04,7.6,6.14,0.71,0.71,0.71,0.71,0.16,0.07,8.4,2,4.59,78.07,37.0
Jimmy Garoppolo,LAR,QB,2.0,5.9,88.05,14.68,130.67,21.79,0.63,1129.33,188.24,7.81,5.51,0.92,3.21,0.53,5.9,0.98,12.69,2.13,8.08,1.33,0.52,2.28,0.38,0.64,0.11,0.26,0.04,143.36,23.93,2.28,0.38,0.77,64.65,10.77,9.83,6.28,11.1,2.82,0.9,0.64,1.54,0.0,0.37,0.0,8.77,64.65,10.77,9.83,6.28,11.1,2.82,0.9,0.64,1.54,0.0,0.37,0.0,8.97,64.65,10.77,9.83,6.28,11.1,2.82,0.9,0.64,1.54,0.0,0.37,0.0,8.77,3,0.0,0.0,57.5
Brian Hoyer,FA,QB,0.0,9.72,136.18,14.98,224.38,24.28,0.61,1462.79,161.05,6.49,6.05,0.66,3.28,0.3,13.85,1.33,9.1,0.97,6.56,0.56,0.51,2.15,0.22,0.64,0.06,1.1,0.12,233.49,25.25,2.15,0.22,0.94,78.55,8.69,6.71,9.07,8.26,7.05,0.0,0.46,1.56,0.64,0.33,0.06,8.15,78.55,8.69,6.71,9.07,8.26,7.05,0.0,0.46,1.56,0.64,0.33,0.06,8.26,78.55,8.69,6.71,9.07,8.26,7.05,0.0,0.46,1.56,0.64,0.33,0.06,8.15,3,9.03,153.51,29.0
Matt Moore,FA,QB,0.0,3.69,64.21,16.13,103.82,26.03,0.66,738.23,185.63,7.91,4.62,1.15,3.97,0.99,7.95,1.99,2.49,0.85,5.31,1.17,1.6,0.64,0.16,0.0,0.0,0.0,0.0,106.31,26.88,0.64,0.16,0.61,40.54,10.16,11.18,5.77,10.42,1.64,1.79,0.0,0.26,0.0,0.08,0.0,7.37,40.54,10.16,11.18,5.77,10.42,1.64,1.79,0.0,0.26,0.0,0.08,0.0,7.45,40.54,10.16,11.18,5.77,10.42,1.64,1.79,0.0,0.26,0.0,0.08,0.0,7.37,3,0.0,0.0,57.5
Drew Stanton,FA,QB,0.0,5.21,56.64,11.26,116.79,23.21,0.47,632.97,125.99,5.05,4.36,0.87,4.18,0.82,4.95,0.98,7.87,1.5,2.38,0.55,0.14,1.38,0.27,0.0,0.0,0.0,0.0,124.67,24.71,1.38,0.27,0.73,34.61,6.93,8.11,5.35,7.28,3.92,1.28,0.0,0.0,0.0,0.0,0.0,6.22,34.61,6.93,8.11,5.35,7.28,3.92,1.28,0.0,0.0,0.0,0.0,0.0,6.35,34.61,6.93,8.11,5.35,7.28,3.92,1.28,0.0,0.0,0.0,0.0,0.0,6.22,3,0.0,0.0,57.5
