Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Jared Goff,DET,QB,1.0,16.69,392.9,23.54,589.0,35.29,0.66,4403.46,263.22,7.46,28.62,1.71,10.31,0.62,28.72,1.73,29.69,1.77,41.1,2.53,1.59,4.9,0.29,1.28,0.08,3.56,0.22,618.69,37.06,4.9,0.29,1.0,289.36,17.29,16.26,6.7,17.64,4.67,4.44,2.1,3.08,2.41,0.5,0.17,18.06,289.36,17.29,16.26,6.7,17.64,4.67,4.44,2.1,3.08,2.41,0.5,0.17,18.21,289.36,17.29,16.26,6.7,17.64,4.67,4.44,2.1,3.08,2.41,0.5,0.17,18.06,3,19.29,327.9,4.0
Matthew Stafford,LAR,QB,1.0,13.67,303.23,22.24,473.31,34.52,0.65,3577.92,258.38,7.48,22.15,1.56,10.85,0.8,29.74,2.29,20.08,1.46,48.38,3.29,2.3,4.15,0.31,0.26,0.03,0.97,0.1,493.38,35.98,4.15,0.31,0.98,228.45,16.28,15.24,4.36,18.43,4.31,3.23,2.49,2.69,0.95,0.35,0.07,17.31,228.45,16.28,15.24,4.36,18.43,4.31,3.23,2.49,2.69,0.95,0.35,0.07,17.47,228.45,16.28,15.24,4.36,18.43,4.31,3.23,2.49,2.69,0.95,0.35,0.07,17.31,3,13.87,235.82,18.0
Jake Browning,CIN,QB,2.0,9.0,171.0,19.0,243.0,27.0,0.7,1936.0,215.11,7.97,12.0,1.33,7.0,0.78,24.0,2.67,27.0,3.0,127.0,14.11,4.7,12.0,1.33,3.0,0.33,0.0,0.0,270.0,30.0,12.0,1.33,0.93,150.5,16.72,19.0,8.0,16.27,3.0,1.0,2.0,1.0,2.0,0.5,0.29,16.73,150.5,16.72,19.0,8.0,16.27,3.0,1.0,2.0,1.0,2.0,0.5,0.29,17.4,150.5,16.72,19.0,8.0,16.27,3.0,1.0,2.0,1.0,2.0,0.5,0.29,16.73,1,10.19,173.29,28.0
Tua Tagovailoa,MIA,QB,1.0,15.56,342.1,21.81,501.33,32.07,0.68,4145.95,265.27,8.27,26.64,1.71,12.05,0.76,26.03,1.67,32.9,2.13,78.51,5.18,2.41,5.56,0.37,0.31,0.02,3.56,0.21,534.23,34.19,5.56,0.37,1.0,263.17,16.94,15.62,7.0,17.12,5.87,2.97,2.92,1.64,2.15,0.33,0.17,17.15,263.17,16.94,15.62,7.0,17.12,5.87,2.97,2.92,1.64,2.15,0.33,0.17,17.33,263.17,16.94,15.62,7.0,17.12,5.87,2.97,2.92,1.64,2.15,0.33,0.17,17.15,3,17.27,293.59,10.0
Joshua Dobbs,SF,QB,1.0,9.86,198.57,20.11,317.29,32.63,0.62,1877.43,194.1,5.95,9.86,1.0,7.71,0.84,23.14,2.51,57.29,5.37,313.29,29.41,5.48,23.29,2.27,4.29,0.33,5.57,0.67,374.57,38.0,23.29,2.27,0.84,156.9,14.84,15.49,6.03,21.51,4.14,0.71,1.43,0.71,2.86,0.44,0.31,15.82,156.9,14.84,15.49,6.03,21.51,4.14,0.71,1.43,0.71,2.86,0.44,0.31,16.96,156.9,14.84,15.49,6.03,21.51,4.14,0.71,1.43,0.71,2.86,0.44,0.31,15.82,2,10.07,171.19,29.0
Baker Mayfield,TB,QB,1.0,15.41,310.82,19.87,491.59,31.56,0.63,3455.64,220.76,6.97,22.26,1.39,9.79,0.65,39.28,2.59,51.49,3.27,141.05,9.03,2.79,13.28,0.84,1.0,0.07,2.74,0.18,543.08,34.83,13.28,0.84,1.0,235.11,14.9,15.53,5.44,15.93,6.18,2.1,4.46,2.03,0.64,0.21,0.04,16.38,235.11,14.9,15.53,5.44,15.93,6.18,2.1,4.46,2.03,0.64,0.21,0.04,16.8,235.11,14.9,15.53,5.44,15.93,6.18,2.1,4.46,2.03,0.64,0.21,0.04,16.38,3,15.4,261.72,14.0
Derek Carr,NO,QB,1.0,16.49,362.49,21.94,544.21,33.03,0.66,3881.69,235.42,7.13,24.54,1.49,10.15,0.62,30.9,1.87,30.77,1.86,62.87,3.9,2.17,6.05,0.38,0.0,0.0,2.44,0.15,574.97,34.88,6.05,0.38,1.0,247.18,15.01,16.16,6.36,15.49,6.33,3.03,3.77,2.08,1.28,0.26,0.08,16.6,247.18,15.01,16.16,6.36,15.49,6.33,3.03,3.77,2.08,1.28,0.26,0.08,16.79,247.18,15.01,16.16,6.36,15.49,6.33,3.03,3.77,2.08,1.28,0.26,0.08,16.6,3,16.27,276.58,12.0
Geno Smith,SEA,QB,1.0,13.42,292.67,21.0,440.81,31.59,0.67,3233.4,231.69,7.34,19.53,1.42,7.98,0.55,31.14,2.44,39.0,2.78,183.05,12.97,4.56,11.86,0.83,1.0,0.1,2.86,0.22,479.81,34.37,11.86,0.83,0.93,220.38,16.0,15.77,6.51,16.45,4.74,2.44,1.63,3.79,0.81,0.53,0.05,16.12,220.38,16.0,15.77,6.51,16.45,4.74,2.44,1.63,3.79,0.81,0.53,0.05,16.54,220.38,16.0,15.77,6.51,16.45,4.74,2.44,1.63,3.79,0.81,0.53,0.05,16.12,3,13.94,237.05,17.0
Jordan Love,GB,QB,1.0,12.54,245.74,15.54,382.9,24.24,0.64,2758.18,176.35,7.66,20.97,1.3,7.36,0.47,19.54,1.18,33.54,2.15,160.85,9.71,3.14,10.36,0.62,2.56,0.15,2.03,0.13,416.44,26.39,10.36,0.62,0.89,217.08,13.61,13.06,5.17,14.55,2.92,1.92,2.56,3.21,1.92,0.57,0.13,14.15,217.08,13.61,13.06,5.17,14.55,2.92,1.92,2.56,3.21,1.92,0.57,0.13,14.46,217.08,13.61,13.06,5.17,14.55,2.92,1.92,2.56,3.21,1.92,0.57,0.13,14.15,3,14.42,245.06,15.0
Joe Flacco,IND,QB,1.0,4.69,109.82,22.79,184.05,38.1,0.6,1340.05,278.41,7.31,9.92,2.08,5.9,1.18,7.9,1.64,6.74,1.41,3.13,0.72,0.81,2.28,0.49,0.0,0.0,1.77,0.38,190.79,39.51,2.28,0.49,0.69,85.43,17.82,16.34,6.08,20.05,0.87,0.36,1.28,1.28,0.9,1.03,0.22,13.89,85.43,17.82,16.34,6.08,20.05,0.87,0.36,1.28,1.28,0.9,1.03,0.22,14.13,85.43,17.82,16.34,6.08,20.05,0.87,0.36,1.28,1.28,0.9,1.03,0.22,13.89,3,4.75,80.73,44.0
Sam Howell,SEA,QB,2.0,12.43,280.29,19.44,442.57,31.14,0.62,2866.86,214.09,7.15,15.29,1.17,15.29,1.17,47.29,3.59,35.71,3.44,197.86,21.05,5.91,14.71,1.94,3.86,0.49,1.43,0.09,478.29,34.59,14.71,1.94,0.79,203.8,17.18,18.59,5.91,11.26,4.29,0.71,2.86,2.43,2.14,0.68,0.15,13.16,203.8,17.18,18.59,5.91,11.26,4.29,0.71,2.86,2.43,2.14,0.68,0.15,14.12,203.8,17.18,18.59,5.91,11.26,4.29,0.71,2.86,2.43,2.14,0.68,0.15,13.16,2,10.0,170.02,30.0
Deshaun Watson,CLE,QB,1.0,6.0,103.29,17.21,170.71,28.45,0.6,1111.29,185.21,6.51,7.0,1.17,4.29,0.72,17.86,2.97,28.86,4.81,151.43,25.24,5.29,10.0,1.67,1.0,0.17,1.43,0.24,199.57,33.26,10.0,1.67,0.78,90.79,15.13,17.23,7.67,14.95,2.29,0.0,1.71,2.0,0.0,0.5,0.0,13.14,90.79,15.13,17.23,7.67,14.95,2.29,0.0,1.71,2.0,0.0,0.5,0.0,13.97,90.79,15.13,17.23,7.67,14.95,2.29,0.0,1.71,2.0,0.0,0.5,0.0,13.14,2,4.17,70.95,46.0
Mac Jones,JAC,QB,2.0,11.84,242.0,20.41,371.16,31.35,0.65,2362.09,197.99,6.31,11.38,0.95,11.91,1.02,24.25,2.05,30.41,2.53,99.0,8.43,3.4,10.28,0.86,0.16,0.01,1.91,0.16,401.56,33.89,10.28,0.86,1.0,135.59,11.3,12.33,7.31,11.3,8.06,1.28,1.22,0.5,0.78,0.12,0.08,13.11,135.59,11.3,12.33,7.31,11.3,8.06,1.28,0.44,1.28,0.78,0.21,0.08,13.65,135.59,11.3,12.33,7.31,11.3,8.06,1.28,1.22,0.5,0.78,0.12,0.08,13.11,3,5.63,95.64,41.0
Aidan O'Connell,LV,QB,1.0,11.0,213.0,19.36,343.0,31.18,0.62,2218.0,201.64,6.47,12.0,1.09,7.0,0.64,24.0,2.18,17.0,1.55,11.0,1.0,0.65,7.0,0.64,1.0,0.09,2.0,0.18,360.0,32.73,7.0,0.64,1.0,132.8,12.07,10.8,7.01,12.15,7.0,1.0,1.0,1.0,1.0,0.22,0.1,12.88,132.8,12.07,10.8,7.01,12.15,7.0,1.0,1.0,1.0,1.0,0.22,0.1,13.2,132.8,12.07,10.8,7.01,12.15,7.0,1.0,1.0,1.0,1.0,0.22,0.1,12.88,1,10.42,177.09,27.0
Daniel Jones,MIN,QB,1.0,9.08,174.31,18.78,260.62,28.03,0.67,1653.51,171.12,6.07,6.15,0.55,5.85,0.79,32.77,4.12,62.77,6.78,344.15,36.13,5.31,25.87,2.66,2.64,0.24,1.72,0.19,323.38,34.8,25.87,2.66,0.86,133.55,13.06,10.46,9.61,12.34,4.74,1.08,0.77,0.87,1.62,0.32,0.21,11.82,133.55,13.06,10.46,9.61,12.34,4.74,1.08,0.77,0.87,1.62,0.32,0.21,13.15,133.55,13.06,10.46,9.61,12.34,4.74,1.08,0.77,0.87,1.62,0.32,0.21,11.82,3,8.99,152.91,34.0
Anthony Richardson,IND,QB,2.0,4.0,50.0,12.5,84.0,21.0,0.6,577.0,144.25,6.87,3.0,0.75,1.0,0.25,7.0,1.75,25.0,6.25,136.0,34.0,5.44,8.0,2.0,4.0,1.0,1.0,0.25,109.0,27.25,8.0,2.0,0.65,73.6,18.4,19.8,10.55,16.71,1.0,0.0,1.0,1.0,1.0,1.0,0.33,12.14,73.6,18.4,19.8,10.55,16.71,1.0,0.0,1.0,1.0,1.0,1.0,0.33,13.14,73.6,18.4,19.8,10.55,16.71,1.0,0.0,1.0,1.0,1.0,1.0,0.33,12.14,1,0.0,0.0,71.0
Kenny Pickett,PHI,QB,2.0,12.29,213.57,17.35,342.57,27.83,0.62,2165.43,176.05,6.33,6.29,0.51,5.43,0.43,24.14,1.97,45.71,3.71,106.29,8.42,2.15,15.14,1.22,1.57,0.12,0.29,0.02,388.29,31.54,15.14,1.22,1.0,127.0,10.29,11.51,4.71,11.46,9.43,1.86,0.71,0.29,0.0,0.02,0.0,12.38,127.0,10.29,11.51,4.71,11.46,9.43,1.86,0.71,0.29,0.0,0.02,0.0,12.99,127.0,10.29,11.51,4.71,11.46,9.43,1.86,1.0,0.0,0.0,0.0,0.0,12.35,2,12.79,217.4,22.0
Easton Stick,LAC,QB,2.0,5.0,111.0,22.2,174.0,34.8,0.64,1129.0,225.8,6.49,3.0,0.6,1.0,0.2,14.0,2.8,27.0,5.4,144.0,28.8,5.33,11.0,2.2,1.0,0.2,4.0,0.8,201.0,40.2,11.0,2.2,0.72,68.1,13.62,16.0,5.27,14.71,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.76,68.1,13.62,16.0,5.27,14.71,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.86,68.1,13.62,16.0,5.27,14.71,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.76,1,5.14,87.34,43.0
Taylor Heinicke,LAC,QB,3.0,7.15,121.64,16.13,204.26,27.98,0.57,1397.85,188.98,6.74,8.33,1.11,5.64,0.78,13.9,1.81,22.95,3.11,136.21,20.64,6.72,6.79,0.94,1.0,0.16,1.49,0.16,227.21,31.09,6.79,0.94,0.8,100.41,13.96,13.85,4.04,16.31,3.49,2.0,1.1,0.46,0.1,0.05,0.01,12.2,100.41,13.96,13.85,4.04,16.31,3.49,2.0,1.1,0.46,0.1,0.05,0.01,12.67,100.41,13.96,13.85,4.04,16.31,3.49,2.0,1.1,0.46,0.1,0.05,0.01,12.2,3,7.46,126.8,39.0
Ryan Tannehill,FA,QB,0.0,10.59,186.49,17.3,285.23,26.53,0.65,2069.13,191.82,7.23,8.05,0.69,7.46,0.71,33.79,3.27,25.26,2.27,100.26,8.99,4.03,9.03,0.74,1.87,0.16,0.92,0.07,310.49,28.8,9.03,0.74,0.96,127.59,11.47,11.33,5.78,12.15,7.59,0.46,0.56,1.87,0.1,0.23,0.01,12.06,127.59,11.47,11.33,5.78,12.15,7.59,0.46,0.56,1.87,0.1,0.23,0.01,12.42,127.59,11.47,11.33,5.78,12.15,7.59,0.46,0.56,1.87,0.1,0.23,0.01,12.06,3,9.18,156.02,32.0
Jimmy Garoppolo,LAR,QB,2.0,8.85,154.46,16.95,232.54,25.67,0.66,1788.08,193.21,7.48,10.64,1.15,8.03,1.0,16.56,1.9,22.62,2.63,38.69,4.69,1.75,8.21,0.91,0.82,0.07,0.82,0.07,255.15,28.3,8.21,0.91,0.9,114.68,12.26,12.21,6.36,12.73,4.59,1.56,1.69,0.64,0.36,0.14,0.03,11.87,114.68,12.26,12.21,6.36,12.73,4.59,1.56,1.69,0.64,0.36,0.14,0.03,12.33,114.68,12.26,12.21,6.36,12.73,4.59,1.56,1.69,0.64,0.36,0.14,0.03,11.87,3,7.93,134.74,36.0
Zach Wilson,DEN,QB,1.0,11.33,197.36,17.25,337.23,29.58,0.58,2127.97,187.82,6.37,7.59,0.67,7.41,0.66,39.9,3.46,33.23,2.95,180.38,15.63,5.34,7.31,0.65,0.67,0.06,4.85,0.41,370.46,32.53,7.31,0.65,0.98,124.91,11.05,10.46,6.08,11.53,7.97,0.9,1.49,0.97,0.0,0.15,0.0,11.99,124.91,11.05,10.46,6.08,11.53,7.97,0.9,1.49,0.97,0.0,0.15,0.0,12.31,124.91,11.05,10.46,6.08,11.53,7.97,0.9,1.49,0.97,0.0,0.15,0.0,11.99,3,9.19,156.23,31.0
Bryce Young,CAR,QB,1.0,16.0,315.0,19.69,527.0,32.94,0.6,2877.0,179.81,5.46,11.0,0.69,10.0,0.62,62.0,3.88,39.0,2.44,253.0,15.81,6.49,18.0,1.12,0.0,0.0,6.0,0.38,566.0,35.38,18.0,1.12,1.0,166.5,10.41,8.65,5.24,11.26,13.0,1.0,0.0,2.0,0.0,0.14,0.0,11.69,166.5,10.41,8.65,5.24,11.26,13.0,1.0,0.0,2.0,0.0,0.14,0.0,12.26,166.5,10.41,8.65,5.24,11.26,13.0,1.0,0.0,2.0,0.0,0.14,0.0,11.69,1,12.78,217.33,24.0
Will Levis,TEN,QB,1.0,9.0,149.0,16.56,255.0,28.33,0.58,1808.0,200.89,7.09,8.0,0.89,4.0,0.44,28.0,3.11,25.0,2.78,57.0,6.33,2.28,7.0,0.78,1.0,0.11,4.0,0.44,280.0,31.11,7.0,0.78,0.93,106.1,11.79,11.5,7.83,11.54,6.0,1.0,1.0,0.0,1.0,0.12,0.12,11.74,106.1,11.79,11.5,7.83,11.54,6.0,1.0,1.0,0.0,1.0,0.12,0.12,12.12,106.1,11.79,11.5,7.83,11.54,6.0,1.0,1.0,0.0,1.0,0.12,0.12,11.74,1,10.6,180.27,25.0
Desmond Ridder,LV,QB,2.0,11.86,198.71,17.07,310.0,26.69,0.64,2228.0,185.62,6.98,9.14,0.71,8.57,0.57,24.71,2.12,42.43,3.66,156.14,13.76,3.74,14.0,1.14,3.57,0.24,5.57,0.48,352.43,30.36,14.0,1.14,0.9,145.44,11.73,8.81,7.01,11.84,7.29,1.71,0.71,0.71,1.43,0.18,0.11,10.55,145.44,11.73,8.81,7.01,11.84,7.29,1.71,0.71,0.71,1.43,0.18,0.11,11.13,145.44,11.73,8.81,7.01,11.84,7.29,1.71,0.71,0.71,1.43,0.18,0.11,10.55,2,13.06,221.94,20.0
Tyson Bagent,CHI,QB,1.0,5.0,94.0,18.8,143.0,28.6,0.66,859.0,171.8,6.01,3.0,0.6,6.0,1.2,5.0,1.0,23.0,4.6,109.0,21.8,4.74,11.0,2.2,2.0,0.4,2.0,0.4,166.0,33.2,11.0,2.2,0.72,59.3,11.86,12.9,4.87,13.07,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.88,59.3,11.86,12.9,4.87,13.07,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.98,59.3,11.86,12.9,4.87,13.07,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.88,1,0.54,9.26,47.0
Gardner Minshew II,LV,QB,3.0,11.85,211.0,15.88,339.74,25.58,0.62,2333.62,181.42,7.31,10.79,0.89,6.64,0.55,23.85,1.84,24.51,2.03,67.03,4.88,2.23,4.95,0.4,2.18,0.17,3.46,0.25,364.26,27.61,4.95,0.4,0.88,145.29,11.44,10.02,8.01,11.35,7.28,2.28,0.74,0.64,0.9,0.15,0.11,10.69,145.29,11.44,10.02,8.01,11.35,7.28,2.28,0.74,0.64,0.9,0.15,0.11,10.89,145.29,11.44,10.02,8.01,11.35,7.28,2.28,0.74,0.64,0.9,0.15,0.11,10.69,3,13.12,223.01,19.0
