Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Ben Roethlisberger,FA,QB,0.0,15.69,386.82,24.6,585.54,37.26,0.66,4601.79,292.44,7.84,30.36,1.94,10.18,0.65,35.0,2.23,30.74,1.96,52.13,3.4,1.83,5.0,0.32,0.26,0.02,5.05,0.32,616.28,39.22,5.0,0.32,1.0,285.63,18.18,16.25,8.86,17.29,5.05,2.0,3.64,1.56,3.44,0.47,0.28,18.25,285.63,18.18,16.25,8.86,17.29,5.31,1.74,3.64,1.56,3.44,0.47,0.28,18.41,285.63,18.18,16.25,8.86,17.29,5.31,1.74,3.64,1.56,3.44,0.47,0.28,18.25,3,19.64,333.9,4.0
Jay Cutler,FA,QB,0.0,13.97,320.77,22.78,495.15,35.22,0.65,3426.72,244.74,6.97,24.77,1.77,16.05,1.14,33.13,2.32,35.1,2.48,176.59,12.5,5.04,12.31,0.86,1.28,0.08,5.03,0.35,530.26,37.7,12.31,0.86,1.0,226.03,16.12,16.63,6.39,16.59,4.15,1.9,2.9,3.1,1.92,0.56,0.16,17.9,226.03,16.12,16.63,6.39,16.59,4.15,1.9,2.9,2.85,2.18,0.56,0.19,18.37,226.03,16.12,16.63,6.39,16.59,4.15,1.9,2.9,2.85,2.18,0.56,0.19,17.93,3,9.04,153.63,26.0
Philip Rivers,FA,QB,0.0,16.0,374.54,23.41,558.92,34.93,0.67,4265.49,266.6,7.63,30.74,1.92,15.9,0.99,35.79,2.24,33.67,2.1,87.95,5.5,2.58,7.26,0.45,0.0,0.0,2.51,0.15,592.59,37.04,7.26,0.45,1.0,265.24,16.57,16.43,7.71,16.34,5.23,2.92,0.87,2.74,4.23,0.82,0.37,18.11,265.24,16.57,16.43,7.71,16.34,5.23,2.92,0.87,2.74,4.23,0.82,0.37,18.34,265.24,16.57,16.43,7.71,16.34,5.23,2.67,1.13,2.74,4.23,0.82,0.37,18.11,3,13.46,228.74,17.0
Ryan Tannehill,FA,QB,0.0,16.0,371.23,23.2,578.62,36.17,0.64,3934.13,245.88,6.8,24.69,1.54,13.38,0.84,47.95,3.0,51.18,3.2,282.03,17.63,5.53,16.26,1.01,1.1,0.07,2.97,0.18,629.79,39.37,16.26,1.01,1.0,258.35,16.15,14.84,6.24,16.73,5.05,3.92,2.85,1.1,3.08,0.36,0.25,17.32,258.35,16.15,14.84,6.24,16.73,5.05,3.92,2.85,1.1,3.08,0.36,0.25,17.83,258.35,16.15,14.84,6.24,16.73,5.05,3.92,2.85,1.1,3.08,0.36,0.25,17.32,3,15.06,256.06,14.0
Colin Kaepernick,FA,QB,0.0,15.69,261.51,16.54,435.44,27.54,0.6,3165.41,200.52,7.34,18.59,1.18,8.77,0.55,44.97,2.84,96.72,6.14,586.54,37.27,6.07,27.18,1.73,2.18,0.14,4.44,0.28,532.15,33.68,27.18,1.73,1.0,246.22,15.65,14.7,7.34,15.57,5.64,3.28,1.26,3.36,2.15,0.55,0.16,16.32,246.22,15.65,14.7,7.34,15.57,5.64,3.28,1.26,3.36,2.15,0.55,0.16,17.18,246.22,15.65,14.7,7.34,15.57,5.64,3.28,1.26,3.36,2.15,0.55,0.16,16.32,3,16.91,287.4,6.0
Alex Smith,FA,QB,0.0,14.49,288.9,19.78,450.05,30.75,0.64,3120.59,213.98,7.0,18.77,1.29,6.15,0.43,41.31,2.84,54.08,3.71,286.87,19.57,5.21,14.21,0.97,0.9,0.06,1.51,0.11,504.13,34.46,14.21,0.97,1.0,218.46,14.98,15.46,6.0,15.81,4.85,3.08,2.64,3.31,0.62,0.41,0.05,16.45,218.46,14.98,15.46,6.0,15.81,4.85,2.44,3.28,3.31,0.62,0.41,0.05,16.93,218.46,14.98,15.46,6.0,15.81,4.85,3.08,2.64,3.31,0.62,0.41,0.05,16.45,3,15.57,264.67,12.0
Joe Flacco,IND,QB,1.0,16.0,345.85,21.61,567.03,35.44,0.61,3949.69,246.85,6.98,24.44,1.53,14.36,0.9,28.08,1.76,35.21,2.2,80.72,5.05,2.46,14.85,0.93,1.85,0.11,0.92,0.06,602.23,37.64,14.85,0.93,1.0,245.55,15.35,14.15,6.73,15.62,6.23,3.54,1.74,1.62,2.87,0.39,0.24,16.44,245.55,15.35,14.15,6.73,15.62,6.23,3.54,1.74,1.62,2.87,0.39,0.24,16.91,245.55,15.35,14.15,6.73,15.62,5.97,3.79,1.74,1.62,2.87,0.39,0.24,16.44,3,15.13,257.25,13.0
Andy Dalton,CAR,QB,1.0,16.0,324.9,20.3,512.74,32.04,0.63,3655.28,228.46,7.12,23.41,1.46,17.67,1.1,25.62,1.6,58.92,3.68,167.56,10.47,2.84,18.74,1.17,3.49,0.22,2.46,0.15,571.67,35.73,18.74,1.17,1.0,243.47,15.22,14.92,7.58,15.0,5.1,4.18,1.64,2.85,2.23,0.49,0.18,16.33,243.47,15.22,14.92,7.58,15.0,5.74,3.54,1.9,2.59,2.23,0.45,0.18,16.88,243.47,15.22,14.92,7.58,15.0,5.1,4.18,1.64,2.85,2.23,0.49,0.18,16.33,3,12.55,213.27,20.0
Eli Manning,FA,QB,0.0,16.0,357.15,22.32,581.51,36.34,0.61,4210.82,263.17,7.24,26.51,1.66,17.44,1.09,29.9,1.87,14.36,0.9,32.18,2.01,2.32,2.9,0.18,0.64,0.04,3.18,0.2,595.87,37.24,2.9,0.18,1.0,240.37,15.02,14.77,7.64,14.76,7.64,2.15,0.95,2.87,2.38,0.56,0.18,16.39,240.37,15.02,14.77,7.64,14.76,7.64,1.51,1.59,2.87,2.38,0.56,0.18,16.48,240.37,15.02,14.77,7.64,14.76,7.64,2.15,0.95,2.87,2.38,0.56,0.18,16.39,3,11.76,199.96,22.0
Teddy Bridgewater,FA,QB,0.0,13.0,259.0,19.92,402.0,30.92,0.64,2919.0,224.54,7.26,14.0,1.08,12.0,0.92,39.0,3.0,47.0,3.62,209.0,16.08,4.45,13.0,1.0,1.0,0.08,0.0,0.0,449.0,34.54,13.0,1.0,1.0,179.7,13.82,14.7,5.84,14.55,5.0,3.0,2.0,2.0,1.0,0.3,0.08,15.65,179.7,13.82,14.7,5.84,14.55,5.0,3.0,2.0,2.0,1.0,0.3,0.08,16.15,179.7,13.82,14.7,5.84,14.55,5.0,3.0,2.0,2.0,1.0,0.3,0.08,15.65,1,12.72,216.2,19.0
Nick Foles,FA,QB,0.0,9.18,187.79,21.27,307.82,35.06,0.61,2302.08,255.23,7.45,15.87,1.66,7.44,0.91,15.0,1.56,26.0,2.57,104.56,10.42,4.11,8.46,0.87,0.87,0.07,2.74,0.33,333.82,37.63,8.46,0.87,0.91,151.91,15.94,15.29,8.72,15.21,2.46,2.13,1.41,1.41,1.77,0.53,0.22,15.39,151.91,15.94,15.29,8.72,15.21,2.46,2.13,1.41,1.41,1.77,0.53,0.22,15.82,151.91,15.94,15.29,8.72,15.21,2.46,2.13,1.41,1.41,1.77,0.53,0.22,15.39,3,10.57,179.61,23.0
Carson Palmer,FA,QB,0.0,9.49,218.59,23.22,348.21,36.96,0.63,2550.31,269.68,7.3,15.46,1.71,9.0,0.77,18.95,1.8,13.9,1.41,20.49,2.97,2.23,1.62,0.17,0.1,0.01,1.92,0.19,362.1,38.38,1.62,0.17,0.86,145.13,16.09,17.22,5.59,17.21,2.59,1.33,2.36,2.85,0.36,0.75,0.03,15.66,145.13,16.09,17.22,5.59,17.21,2.59,1.33,2.36,2.85,0.36,0.75,0.03,15.74,145.13,16.09,17.22,5.59,17.21,2.59,1.33,2.36,2.85,0.36,0.75,0.03,15.66,3,8.77,149.07,27.0
Ryan Fitzpatrick,FA,QB,0.0,12.15,213.31,17.55,341.54,28.06,0.63,2569.62,211.64,7.59,16.95,1.39,9.85,0.81,21.92,1.8,48.0,3.98,195.85,16.33,4.12,13.1,1.1,2.15,0.18,1.77,0.14,389.54,32.05,13.1,1.1,1.0,179.89,14.86,13.84,8.65,14.2,5.31,2.38,2.38,0.67,1.41,0.24,0.16,14.91,179.89,14.86,13.84,8.65,14.2,4.67,3.03,2.38,0.56,1.51,0.24,0.16,15.47,179.89,14.86,13.84,8.65,14.2,5.31,2.64,2.13,0.56,1.51,0.24,0.16,14.92,3,12.98,220.61,18.0
Mark Sanchez,FA,QB,0.0,9.83,204.62,21.23,328.86,33.76,0.63,2482.14,258.12,7.63,13.86,1.46,11.97,1.22,24.52,2.52,32.34,3.46,78.86,8.59,2.38,4.72,0.51,0.86,0.09,3.69,0.36,361.21,37.22,4.72,0.51,0.94,136.52,14.45,13.21,5.73,15.32,5.1,1.14,0.0,3.59,0.0,0.7,0.0,14.82,136.52,14.45,13.21,5.73,15.32,5.1,1.14,0.0,3.59,0.0,0.7,0.0,15.07,136.52,14.45,13.21,5.73,15.32,5.1,1.14,0.0,3.59,0.0,0.7,0.0,14.82,3,5.96,101.27,35.0
Blake Bortles,FA,QB,0.0,14.0,280.0,20.0,475.0,33.93,0.59,2908.0,207.71,6.12,11.0,0.79,17.0,1.21,55.0,3.93,56.0,4.0,419.0,29.93,7.48,27.0,1.93,0.0,0.0,1.0,0.07,531.0,37.93,27.0,1.93,1.0,168.2,12.01,11.75,4.53,13.48,9.0,1.0,3.0,1.0,0.0,0.08,0.0,13.99,168.2,12.01,11.75,4.53,13.48,9.0,1.0,3.0,1.0,0.0,0.08,0.0,14.96,168.2,12.01,11.75,4.53,13.48,9.0,1.0,3.0,1.0,0.0,0.08,0.0,13.99,1,7.86,133.63,31.0
Josh McCown,FA,QB,0.0,10.14,174.0,17.27,297.57,29.24,0.59,2098.29,208.57,7.16,11.57,1.18,10.29,0.94,28.86,2.73,21.57,2.08,110.43,10.71,5.15,8.57,0.83,2.43,0.23,3.14,0.29,319.14,31.32,8.57,0.83,0.97,129.53,13.1,14.0,8.04,12.72,5.86,0.71,1.29,2.0,0.29,0.33,0.04,13.72,129.53,13.1,14.0,8.04,12.72,5.86,1.0,1.0,2.0,0.29,0.33,0.04,14.14,129.53,13.1,14.0,8.04,12.72,5.86,0.71,1.29,2.0,0.29,0.33,0.04,13.72,2,8.08,137.32,30.0
Derek Carr,NO,QB,1.0,16.0,348.0,21.75,599.0,37.44,0.58,3270.0,204.38,5.46,21.0,1.31,12.0,0.75,24.0,1.5,29.0,1.81,92.0,5.75,3.17,10.0,0.62,0.0,0.0,4.0,0.25,628.0,39.25,10.0,0.62,1.0,192.1,12.01,11.45,6.26,12.42,10.0,2.0,2.0,1.0,1.0,0.14,0.07,13.76,192.1,12.01,11.45,6.26,12.42,10.0,2.0,2.0,1.0,1.0,0.14,0.07,14.07,192.1,12.01,11.45,6.26,12.42,10.0,2.0,2.0,1.0,1.0,0.14,0.07,13.76,1,13.82,234.89,16.0
Mike Glennon,FA,QB,0.0,8.0,154.14,19.36,263.86,33.31,0.58,1757.29,226.01,6.78,12.57,1.61,6.86,0.91,22.86,2.79,14.86,1.79,45.57,6.65,3.89,3.29,0.45,0.0,0.0,1.14,0.09,278.71,35.09,3.29,0.45,0.84,109.14,14.14,15.69,4.21,16.31,2.86,0.86,4.29,0.0,0.0,0.0,0.0,13.67,109.14,14.14,15.69,4.21,16.31,2.86,0.86,4.29,0.0,0.0,0.0,0.0,13.9,109.14,14.14,15.69,4.21,16.31,2.86,0.86,4.29,0.0,0.0,0.0,0.0,13.67,2,7.46,126.81,32.0
Robert Griffin III,FA,QB,0.0,10.64,190.95,17.64,294.41,26.93,0.66,2235.38,205.71,7.71,8.72,0.73,7.44,0.7,33.97,3.31,58.72,5.22,321.79,27.76,5.12,16.03,1.39,1.36,0.12,3.79,0.37,353.13,32.15,16.03,1.39,0.96,143.07,12.58,11.63,6.83,12.65,5.33,1.36,0.95,1.62,1.38,0.41,0.15,13.05,143.07,12.58,11.63,6.83,12.65,5.33,1.36,0.95,1.87,1.13,0.41,0.11,13.71,143.07,12.58,11.63,6.83,12.65,5.33,1.36,0.95,1.62,1.38,0.41,0.15,13.05,3,10.54,179.24,24.0
Geno Smith,SEA,QB,1.0,14.57,227.0,15.58,388.71,26.63,0.59,2673.86,183.22,6.88,12.71,0.88,15.29,1.04,32.29,2.2,62.71,4.29,274.57,18.68,4.33,19.43,1.33,2.43,0.16,3.29,0.22,451.43,30.93,19.43,1.33,1.0,163.11,11.16,12.71,8.71,10.63,8.0,2.71,1.71,0.86,1.29,0.19,0.1,12.79,163.11,11.16,12.71,8.71,10.63,8.0,2.71,1.71,0.86,1.29,0.19,0.1,13.46,163.11,11.16,12.71,8.71,10.63,8.0,2.71,1.71,0.86,1.29,0.19,0.1,12.79,2,11.78,200.22,21.0
E.J. Manuel,FA,QB,0.0,6.43,105.71,16.0,181.0,27.46,0.58,1162.0,176.06,6.41,6.71,1.03,4.71,0.69,12.29,1.66,26.57,3.8,90.29,12.74,3.32,5.43,0.69,1.29,0.2,0.86,0.09,207.57,31.26,5.43,0.69,0.79,80.07,12.2,13.99,6.81,12.36,2.57,1.0,2.29,0.57,0.0,0.07,0.0,11.0,80.07,12.2,13.99,6.81,12.36,2.57,1.0,2.29,0.57,0.0,0.07,0.0,11.35,80.07,12.2,13.99,6.81,12.36,2.57,1.0,2.29,0.57,0.0,0.07,0.0,11.0,2,5.73,97.46,36.0
Brian Hoyer,FA,QB,0.0,9.95,172.82,17.49,310.82,30.98,0.56,2323.59,221.78,7.15,9.08,1.03,9.31,0.96,17.33,1.81,17.03,1.66,29.72,3.46,2.34,3.56,0.37,0.0,0.0,0.64,0.04,327.85,32.64,3.56,0.37,0.83,112.36,11.33,13.46,6.8,11.54,6.23,1.92,0.9,0.9,0.0,0.18,0.0,11.15,112.36,11.33,13.46,6.8,11.54,6.23,1.92,0.9,0.9,0.0,0.18,0.0,11.33,112.36,11.33,13.46,6.8,11.54,6.23,1.92,0.9,0.9,0.0,0.18,0.0,11.15,3,9.67,164.46,25.0
Kyle Orton,FA,QB,0.0,8.56,193.36,19.08,300.64,29.26,0.67,2045.79,204.36,7.24,12.15,1.24,6.92,0.7,21.15,1.76,9.87,0.89,11.03,1.43,2.65,1.54,0.19,0.64,0.05,1.92,0.16,310.51,30.15,1.54,0.19,0.81,119.18,12.16,10.98,6.94,11.22,3.18,1.92,1.54,1.28,0.64,0.21,0.06,11.19,119.18,12.16,10.98,6.94,11.22,3.18,1.92,1.54,1.28,0.64,0.21,0.06,11.29,119.18,12.16,10.98,6.94,11.22,3.18,1.92,1.54,1.28,0.64,0.21,0.06,11.19,3,8.6,146.26,28.0
Austin Davis,FA,QB,0.0,10.0,180.0,18.0,284.0,28.4,0.63,2001.0,200.1,7.05,12.0,1.2,9.0,0.9,29.0,2.9,16.0,1.6,36.0,3.6,2.25,1.0,0.1,0.0,0.0,3.0,0.3,300.0,30.0,1.0,0.1,0.96,107.6,10.76,8.95,7.79,10.54,7.0,1.0,0.0,1.0,1.0,0.25,0.11,10.88,107.6,10.76,8.95,7.79,10.54,7.0,1.0,0.0,1.0,1.0,0.25,0.11,10.93,107.6,10.76,8.95,7.79,10.54,7.0,1.0,0.0,1.0,1.0,0.25,0.11,10.88,1,6.98,118.58,33.0
Jake Locker,FA,QB,0.0,7.41,101.74,13.6,172.72,23.0,0.59,1181.77,157.23,6.83,6.28,0.84,6.64,0.89,15.64,2.1,24.46,3.27,160.62,21.4,6.52,10.05,1.37,1.26,0.17,1.31,0.16,197.18,26.28,10.05,1.37,0.86,80.12,10.74,10.34,7.79,10.5,4.69,0.26,0.95,1.15,0.36,0.31,0.05,9.76,80.12,10.74,10.34,7.79,10.5,4.69,0.26,0.95,1.15,0.36,0.31,0.05,10.44,80.12,10.74,10.34,7.79,10.5,4.69,0.26,0.95,1.15,0.36,0.31,0.05,9.76,3,5.51,93.67,37.0
Kirk Cousins,ATL,QB,1.0,5.44,104.92,18.74,175.44,31.38,0.6,1362.92,242.42,7.78,7.85,1.41,7.87,1.42,6.72,1.21,5.82,1.06,18.67,3.6,3.48,2.54,0.46,0.0,0.0,1.79,0.31,181.26,32.44,2.54,0.46,0.74,68.71,12.3,12.26,9.5,11.46,2.51,0.0,1.28,1.0,0.64,0.44,0.13,10.19,68.71,12.3,12.26,9.5,11.46,2.51,0.0,1.28,1.0,0.64,0.44,0.13,10.42,68.71,12.3,12.26,9.5,11.46,2.51,0.0,1.28,1.0,0.64,0.44,0.13,10.19,3,0.0,0.0,57.5
Drew Stanton,FA,QB,0.0,9.0,132.0,14.67,240.0,26.67,0.55,1711.0,190.11,7.13,7.0,0.78,5.0,0.56,11.0,1.22,25.0,2.78,63.0,7.0,2.52,5.0,0.56,0.0,0.0,0.0,0.0,265.0,29.44,5.0,0.56,0.93,94.9,10.54,7.7,5.77,11.14,6.0,0.0,2.0,1.0,0.0,0.12,0.0,9.87,94.9,10.54,7.7,5.77,11.14,6.0,0.0,2.0,1.0,0.0,0.12,0.0,10.15,94.9,10.54,7.7,5.77,11.14,6.0,0.0,2.0,1.0,0.0,0.12,0.0,9.87,1,8.48,144.19,29.0
Zach Mettenberger,FA,QB,0.0,7.0,107.0,15.29,179.0,25.57,0.6,1412.0,201.71,7.89,8.0,1.14,7.0,1.0,18.0,2.57,5.0,0.71,4.0,0.57,0.8,1.0,0.14,0.0,0.0,2.0,0.29,184.0,26.29,1.0,0.14,0.84,71.0,10.14,10.2,7.96,9.88,4.0,0.0,2.0,1.0,0.0,0.17,0.0,9.11,71.0,10.14,10.2,7.96,9.88,4.0,0.0,2.0,1.0,0.0,0.17,0.0,9.18,71.0,10.14,10.2,7.96,9.88,4.0,0.0,2.0,1.0,0.0,0.17,0.0,9.11,1,4.02,68.3,38.0
Case Keenum,HOU,QB,1.0,3.71,71.29,20.96,127.29,36.53,0.57,813.57,218.21,6.02,4.0,1.03,3.14,0.93,7.57,1.75,11.14,4.07,45.57,15.07,3.97,6.0,2.36,0.29,0.03,1.29,0.43,138.43,40.61,6.0,2.36,0.57,45.96,11.88,11.54,6.57,12.17,1.86,1.29,0.0,0.29,0.29,0.09,0.04,7.79,45.96,11.88,11.54,6.57,12.17,1.86,1.0,0.29,0.29,0.29,0.09,0.04,8.97,45.96,11.88,11.54,6.57,12.17,1.86,1.29,0.0,0.29,0.29,0.09,0.04,7.79,2,0.0,0.0,57.5
Charlie Whitehurst,FA,QB,0.0,5.57,75.0,10.71,132.14,18.88,0.41,947.14,135.31,5.12,5.0,0.71,1.43,0.21,12.86,1.84,16.0,2.9,62.86,8.47,2.98,4.57,0.76,0.0,0.0,0.0,0.0,148.14,21.78,4.57,0.76,0.73,62.07,8.81,9.29,2.25,10.72,2.71,1.43,1.43,0.0,0.0,0.0,0.0,8.53,62.07,8.81,9.29,2.25,10.72,2.71,2.14,0.71,0.0,0.0,0.0,0.0,8.91,62.07,8.81,9.29,2.25,10.72,2.71,1.43,1.43,0.0,0.0,0.0,0.0,8.53,2,0.0,0.0,57.5
Chad Henne,FA,QB,0.0,6.79,122.15,15.89,210.56,28.42,0.56,1360.15,181.91,6.39,6.38,0.98,5.36,0.56,22.87,4.35,11.44,1.51,42.33,7.31,5.08,3.59,0.6,0.1,0.01,0.85,0.23,222.0,29.93,3.59,0.6,0.71,72.24,10.34,11.41,7.36,10.39,3.85,1.33,1.51,0.0,0.1,0.01,0.01,8.53,72.24,10.34,11.41,7.36,10.39,3.85,1.33,1.51,0.0,0.1,0.01,0.01,8.83,72.24,10.34,11.41,7.36,10.39,3.85,1.33,1.51,0.0,0.1,0.01,0.01,8.53,3,6.9,117.25,34.0
