Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Lamar Jackson,BAL,QB,1.0,15.29,217.57,14.39,335.0,22.13,0.64,2576.71,170.35,7.59,27.43,1.82,5.14,0.34,21.0,1.38,167.71,11.0,1060.0,69.84,6.24,64.29,4.23,6.43,0.42,2.57,0.16,502.71,33.14,64.29,4.23,1.0,346.24,22.89,23.5,7.1,23.28,2.57,1.86,0.57,2.86,7.43,10.02,1.45,26.0,346.24,22.89,23.5,7.1,23.28,2.57,1.86,0.57,2.86,7.43,10.02,1.45,28.12,346.24,22.89,23.5,7.1,23.28,2.57,1.86,0.57,2.86,7.43,10.02,1.45,26.0,2,23.43,398.33,1.0
Deshaun Watson,CLE,QB,2.0,14.44,314.85,21.61,467.72,32.23,0.67,3711.44,256.25,7.96,25.28,1.8,10.82,0.77,46.05,3.15,81.64,5.62,433.62,30.42,5.43,28.49,1.97,5.97,0.41,2.79,0.19,549.36,37.86,28.49,1.97,0.98,315.24,21.98,20.66,9.72,20.38,3.69,0.26,3.18,1.13,6.18,1.15,0.82,21.71,315.24,21.98,20.66,9.72,20.38,3.69,0.26,3.18,1.38,5.92,1.15,0.79,22.66,315.24,21.98,20.66,9.72,20.38,3.69,0.26,3.18,1.13,6.18,1.15,0.82,21.71,3,19.88,338.0,8.0
Dak Prescott,DAL,QB,1.0,16.0,371.59,23.22,567.18,35.45,0.66,4479.38,279.96,7.86,27.13,1.7,10.44,0.65,32.38,2.03,58.41,3.65,292.38,18.27,5.1,21.56,1.35,4.08,0.26,3.13,0.19,625.59,39.1,21.56,1.35,1.0,323.67,20.23,20.36,8.0,19.73,3.46,1.59,2.64,3.28,5.03,1.25,0.48,21.61,323.67,20.23,20.36,8.0,19.73,3.46,1.59,2.64,3.28,5.03,1.25,0.48,22.29,323.67,20.23,20.36,8.0,19.73,3.46,1.59,2.64,3.28,5.03,1.25,0.48,21.61,3,21.69,368.67,5.0
Patrick Mahomes II,KC,QB,2.0,13.18,304.95,23.0,462.56,35.04,0.66,3920.03,295.38,8.43,29.49,1.99,6.38,0.53,17.77,1.4,43.67,3.65,210.51,15.37,4.56,14.33,1.08,1.79,0.12,1.79,0.12,506.23,38.69,14.33,1.08,0.93,295.11,21.11,20.43,6.27,20.19,1.38,1.54,3.33,1.15,5.77,1.25,0.79,21.07,295.11,21.11,20.43,6.27,20.19,1.38,1.54,3.33,1.15,5.77,1.25,0.79,21.6,295.11,21.11,20.43,6.27,20.19,1.38,1.54,3.33,1.15,5.77,1.25,0.79,21.07,3,21.93,372.86,3.0
Drew Brees,FA,QB,0.0,12.54,313.05,25.08,422.67,33.82,0.74,3377.72,269.62,7.97,27.87,2.26,4.67,0.37,14.1,1.12,17.1,1.27,4.31,0.22,-0.06,4.82,0.35,1.87,0.14,0.26,0.02,439.77,35.09,4.82,0.35,1.0,251.48,20.21,20.29,9.74,18.87,3.26,1.28,0.72,3.82,3.46,1.94,0.42,21.12,251.48,20.21,20.29,9.74,18.87,3.51,1.03,0.72,3.82,3.46,1.94,0.42,21.29,251.48,20.21,20.29,9.74,18.87,3.26,1.28,0.72,3.82,3.46,1.94,0.42,21.12,3,16.41,278.89,14.0
Carson Wentz,KC,QB,1.0,14.41,347.44,24.14,537.05,37.14,0.65,3715.36,259.48,7.0,26.08,1.83,7.0,0.5,34.54,2.42,55.03,3.78,210.28,14.26,3.69,18.44,1.26,0.64,0.04,6.33,0.45,592.08,40.92,18.44,1.26,1.0,259.57,18.04,19.61,5.57,19.28,3.33,2.13,3.54,4.15,1.26,0.73,0.13,20.54,259.57,18.04,19.61,5.57,19.28,3.33,2.13,3.54,4.15,1.26,0.73,0.13,21.17,259.57,18.04,19.61,5.57,19.28,3.33,2.13,3.54,4.15,1.26,0.73,0.13,20.54,3,15.76,267.96,16.0
Jameis Winston,CLE,QB,1.0,14.41,335.08,23.14,543.54,37.37,0.62,4401.56,302.07,8.07,27.97,1.91,23.95,1.62,40.44,2.77,53.77,3.77,246.15,17.63,4.61,17.13,1.22,1.0,0.07,4.69,0.32,597.31,41.14,17.13,1.22,1.0,285.77,19.59,19.01,8.26,18.94,3.1,2.74,3.08,1.36,4.13,0.62,0.39,20.46,285.77,19.59,19.01,8.26,18.94,3.1,2.74,3.08,1.36,4.13,0.62,0.39,21.07,285.77,19.59,19.01,8.26,18.94,3.1,2.74,3.08,1.36,4.13,0.62,0.39,20.46,3,10.28,174.68,30.0
Russell Wilson,PIT,QB,1.0,16.0,325.15,20.32,496.97,31.06,0.65,3927.23,245.46,7.92,32.33,2.02,6.13,0.38,48.26,3.02,75.0,4.69,375.74,23.49,4.99,20.49,1.28,2.23,0.14,2.1,0.13,571.97,35.75,20.49,1.28,1.0,325.97,20.37,18.76,8.46,19.61,3.64,2.64,3.85,1.97,3.9,0.67,0.35,20.03,325.97,20.37,18.76,8.46,19.61,3.64,2.64,3.85,1.97,3.9,0.67,0.35,20.67,325.97,20.37,18.76,8.46,19.61,3.64,2.64,3.85,1.97,3.9,0.67,0.35,20.03,3,23.0,391.02,2.0
Matt Ryan,FA,QB,0.0,15.36,404.82,26.39,605.03,39.46,0.67,4545.38,296.01,7.52,27.69,1.8,12.0,0.79,44.0,2.88,33.54,2.19,140.95,9.2,4.2,11.38,0.74,1.41,0.09,4.79,0.31,638.56,41.64,11.38,0.74,1.0,294.55,19.16,18.76,7.33,19.08,2.46,3.33,4.21,2.54,2.82,0.58,0.25,20.24,294.55,19.16,18.76,7.33,19.08,2.46,3.33,4.21,2.54,2.82,0.58,0.25,20.61,294.55,19.16,18.76,7.33,19.08,2.46,3.33,4.21,2.54,2.82,0.58,0.25,20.24,3,18.0,306.03,13.0
Kyler Murray,ARI,QB,1.0,16.0,349.0,21.81,542.0,33.88,0.64,3722.0,232.62,6.87,20.0,1.25,12.0,0.75,48.0,3.0,93.0,5.81,544.0,34.0,5.85,27.0,1.69,4.0,0.25,2.0,0.12,635.0,39.69,27.0,1.69,1.0,297.3,18.58,17.35,6.58,18.99,5.0,4.0,1.0,2.0,4.0,0.6,0.33,19.6,297.3,18.58,17.35,6.58,18.99,5.0,4.0,1.0,2.0,4.0,0.6,0.33,20.44,297.3,18.58,17.35,6.58,18.99,5.0,4.0,1.0,2.0,4.0,0.6,0.33,19.6,1,21.03,357.54,6.0
Josh Allen,BUF,QB,2.0,14.86,241.86,16.12,420.71,28.2,0.57,2799.0,187.28,6.64,17.14,1.13,9.86,0.69,35.14,2.37,103.29,6.98,544.57,37.79,5.37,41.71,2.85,8.71,0.59,3.43,0.23,524.0,35.18,41.71,2.85,1.0,271.96,18.23,17.97,8.49,17.65,3.86,1.43,4.14,2.86,2.57,0.57,0.24,18.72,271.96,18.23,17.97,8.49,17.65,3.86,1.43,4.14,2.86,2.57,0.57,0.24,20.15,271.96,18.23,17.97,8.49,17.65,3.86,1.43,4.14,2.86,2.57,0.57,0.24,18.72,2,20.3,345.06,7.0
Matthew Stafford,LAR,QB,1.0,10.87,252.03,23.25,386.79,35.84,0.65,3026.38,289.27,8.06,20.54,2.05,7.05,0.64,26.62,2.38,22.21,2.19,70.56,7.05,3.19,6.18,0.58,0.0,0.0,3.67,0.35,409.0,38.03,6.18,0.58,0.92,192.4,18.9,20.61,6.59,19.27,3.64,1.92,1.08,2.1,2.13,1.15,0.4,19.43,192.4,18.9,20.61,6.59,19.27,3.64,1.92,1.08,2.1,2.13,1.15,0.4,19.72,192.4,18.9,20.61,6.59,19.27,3.64,1.92,1.08,2.1,2.13,1.15,0.4,19.43,3,13.17,223.92,21.0
Gardner Minshew II,LV,QB,1.0,14.0,285.0,20.36,470.0,33.57,0.61,3271.0,233.64,6.96,21.0,1.5,6.0,0.43,33.0,2.36,67.0,4.79,344.0,24.57,5.13,20.0,1.43,0.0,0.0,7.0,0.5,537.0,38.36,20.0,1.43,1.0,235.3,16.81,17.35,5.46,18.0,4.0,3.0,3.0,3.0,1.0,0.4,0.08,18.57,235.3,16.81,17.35,5.46,18.0,4.0,3.0,3.0,3.0,1.0,0.4,0.08,19.28,235.3,16.81,17.35,5.46,18.0,4.0,3.0,3.0,3.0,1.0,0.4,0.08,18.57,1,18.59,316.01,10.0
Jared Goff,DET,QB,1.0,15.9,376.26,23.64,594.05,37.33,0.63,4565.28,286.96,7.71,25.18,1.59,14.05,0.88,25.13,1.58,35.05,2.2,58.56,3.68,1.61,5.82,0.36,1.9,0.11,4.79,0.3,629.1,39.54,5.82,0.36,1.0,274.66,17.28,18.27,8.47,16.6,4.74,1.87,3.03,4.56,1.69,0.65,0.15,18.8,274.66,17.28,18.27,8.47,16.6,4.74,1.62,3.28,4.56,1.69,0.65,0.15,18.99,274.66,17.28,18.27,8.47,16.6,4.74,1.87,3.03,4.56,1.69,0.65,0.15,18.8,3,16.3,277.09,15.0
Tom Brady,FA,QB,0.0,16.0,374.74,23.42,598.69,37.42,0.63,4186.74,261.67,7.01,26.1,1.63,8.77,0.55,26.28,1.64,25.13,1.57,33.64,2.1,1.34,8.41,0.52,2.44,0.15,1.46,0.09,623.82,38.99,8.41,0.52,1.0,276.35,17.27,16.84,6.64,17.61,5.54,2.69,2.31,3.1,2.36,0.52,0.17,18.52,276.35,17.27,16.84,6.64,17.61,5.54,2.69,2.31,3.1,2.36,0.52,0.17,18.78,276.35,17.27,16.84,6.64,17.61,6.18,2.05,2.31,3.1,2.36,0.52,0.17,18.52,3,19.12,325.01,9.0
Andy Dalton,CAR,QB,1.0,12.79,289.69,22.65,482.92,37.73,0.6,3238.21,253.38,6.73,18.21,1.44,13.03,1.03,33.1,2.57,28.51,2.19,82.33,6.55,3.32,9.64,0.74,2.56,0.2,2.97,0.22,511.44,39.92,9.64,0.74,1.0,205.14,16.09,16.94,7.28,16.05,4.31,2.26,3.18,2.05,1.0,0.31,0.08,17.69,205.14,16.09,16.94,7.28,16.05,4.31,2.26,3.18,2.05,1.0,0.31,0.08,18.06,205.14,16.09,16.94,7.28,16.05,4.31,2.0,3.44,2.05,1.0,0.31,0.08,17.69,3,11.28,191.71,27.0
Aaron Rodgers,NYJ,QB,1.0,15.08,337.46,22.36,542.23,35.85,0.62,3871.03,255.74,7.13,24.72,1.67,3.69,0.28,37.9,2.55,42.97,2.89,199.21,13.49,4.69,11.92,0.83,1.15,0.07,3.44,0.22,585.21,38.74,11.92,0.83,0.98,274.18,18.2,15.81,9.3,17.07,6.0,2.31,2.41,0.82,3.54,0.58,0.31,17.64,274.18,18.2,15.81,9.3,17.07,6.64,1.67,2.41,0.82,3.54,0.58,0.31,18.06,274.18,18.2,15.81,9.3,17.07,6.0,2.31,2.41,0.82,3.54,0.58,0.31,17.64,3,21.82,370.93,4.0
Philip Rivers,FA,QB,0.0,16.0,375.9,23.5,568.08,35.51,0.66,4526.03,282.88,7.99,25.82,1.62,16.92,1.06,31.85,1.99,14.15,0.88,20.18,1.26,1.64,1.64,0.1,0.0,0.0,2.28,0.14,582.23,36.39,1.64,0.1,1.0,264.58,16.54,17.21,5.72,17.51,5.56,2.62,3.85,3.51,0.46,0.35,0.03,18.0,264.58,16.54,17.21,5.72,17.51,5.56,2.62,3.85,3.51,0.46,0.35,0.03,18.05,264.58,16.54,17.21,5.72,17.51,5.56,2.62,3.85,3.51,0.46,0.35,0.03,18.0,3,13.5,229.47,20.0
Ryan Tannehill,FA,QB,0.0,11.71,193.86,16.54,282.57,24.14,0.68,2524.0,214.62,8.91,20.57,1.75,6.86,0.59,32.14,2.75,39.86,3.39,173.57,14.78,4.37,12.57,1.07,2.86,0.24,3.29,0.28,322.43,27.53,12.57,1.07,1.0,205.0,17.39,18.03,8.95,16.43,3.86,0.57,3.14,2.43,1.71,0.57,0.17,17.4,205.0,17.39,18.03,8.95,16.43,3.86,0.57,3.14,2.43,1.71,0.57,0.17,17.93,205.0,17.39,18.03,8.95,16.43,3.86,0.57,3.14,2.43,1.71,0.57,0.17,17.4,2,15.38,261.5,17.0
Baker Mayfield,TB,QB,1.0,15.43,315.0,20.48,520.29,33.76,0.6,3797.86,246.87,7.31,23.43,1.54,19.0,1.22,35.71,2.3,31.14,2.05,138.14,8.97,4.56,13.0,0.83,2.14,0.14,2.29,0.15,551.43,35.8,13.0,0.83,1.0,247.36,16.07,16.29,5.91,16.91,6.0,3.14,2.0,4.0,0.29,0.4,0.02,17.37,247.36,16.07,16.29,5.91,16.91,5.71,3.43,2.0,4.0,0.29,0.4,0.02,17.78,247.36,16.07,16.29,5.91,16.91,6.0,3.14,2.0,4.0,0.29,0.4,0.02,17.37,2,11.98,203.6,25.0
Daniel Jones,MIN,QB,1.0,13.0,284.0,21.85,459.0,35.31,0.62,3027.0,232.85,6.59,24.0,1.85,12.0,0.92,38.0,2.92,45.0,3.46,279.0,21.46,6.2,21.0,1.62,2.0,0.15,11.0,0.85,504.0,38.77,21.0,1.62,1.0,226.9,17.45,14.3,11.0,15.69,7.0,2.0,0.0,0.0,4.0,0.44,0.44,16.93,226.9,17.45,14.3,11.0,15.69,7.0,2.0,0.0,0.0,4.0,0.44,0.44,17.74,226.9,17.45,14.3,11.0,15.69,7.0,2.0,0.0,0.0,4.0,0.44,0.44,16.93,1,13.52,229.81,19.0
Kirk Cousins,ATL,QB,1.0,15.36,341.36,22.16,495.38,32.15,0.69,3831.46,249.09,7.79,27.13,1.76,7.74,0.5,32.41,2.1,36.18,2.35,90.28,5.81,2.39,9.95,0.64,1.31,0.09,4.23,0.27,531.56,34.49,9.95,0.64,1.0,261.32,17.0,15.11,7.2,16.99,7.13,1.03,2.64,2.0,2.56,0.43,0.2,17.07,261.32,17.0,15.11,7.2,16.99,7.13,1.03,2.64,2.0,2.56,0.43,0.2,17.39,261.32,17.0,15.11,7.2,16.99,7.13,1.03,2.64,2.0,2.56,0.43,0.2,17.07,3,18.17,308.87,11.0
Ryan Fitzpatrick,FA,QB,0.0,12.28,251.26,20.19,401.59,32.13,0.63,2981.97,245.5,7.67,17.9,1.52,11.72,0.99,29.95,2.28,45.38,3.72,202.74,16.59,4.5,13.08,1.06,3.08,0.24,1.54,0.11,446.97,35.84,13.08,1.06,0.95,213.36,17.46,16.61,9.92,16.09,5.56,0.74,0.9,3.03,2.05,0.74,0.25,16.84,213.36,17.46,16.61,9.92,16.09,5.56,0.74,0.9,3.03,2.05,0.74,0.25,17.37,213.36,17.46,16.61,9.92,16.09,5.56,0.74,0.9,3.03,2.05,0.74,0.25,16.84,3,11.46,194.78,26.0
Derek Carr,NO,QB,1.0,15.9,362.23,22.77,523.46,32.93,0.69,3995.49,251.21,7.64,20.59,1.3,9.03,0.57,33.72,2.11,25.82,1.62,71.38,4.49,2.75,6.28,0.4,1.54,0.09,4.03,0.26,549.28,34.56,6.28,0.4,1.0,238.35,14.98,15.01,6.14,15.77,7.13,3.38,2.38,2.38,0.62,0.23,0.04,16.13,238.35,14.98,15.01,6.14,15.77,7.13,3.38,2.38,2.38,0.62,0.23,0.04,16.33,238.35,14.98,15.01,6.14,15.77,7.13,3.38,2.38,2.38,0.62,0.23,0.04,16.13,3,18.07,307.15,12.0
Sam Darnold,MIN,QB,2.0,13.0,263.29,20.25,433.29,33.33,0.61,2978.57,229.12,6.88,18.43,1.42,13.57,1.04,32.14,2.47,36.14,2.78,83.71,6.44,2.24,8.86,0.68,1.71,0.13,2.71,0.21,469.43,36.11,8.86,0.68,1.0,192.47,14.81,14.66,7.74,14.52,6.86,1.43,1.29,1.71,1.71,0.37,0.15,15.93,192.47,14.81,14.66,7.74,14.52,6.86,1.43,1.29,1.71,1.71,0.37,0.15,16.27,192.47,14.81,14.66,7.74,14.52,6.86,1.43,1.29,1.71,1.71,0.37,0.15,15.93,2,10.52,178.76,29.0
Mitchell Trubisky,BUF,QB,1.0,14.44,303.18,20.9,475.9,32.82,0.64,3062.87,211.87,6.48,17.77,1.22,10.21,0.71,33.69,2.32,52.41,3.65,257.1,18.08,4.78,16.36,1.15,2.26,0.15,2.36,0.16,528.31,36.47,16.36,1.15,1.0,217.63,15.06,11.83,9.33,14.09,7.23,0.87,3.03,1.64,1.67,0.31,0.15,14.59,217.63,15.06,11.83,9.33,14.09,7.23,0.87,3.03,1.64,1.67,0.31,0.15,15.16,217.63,15.06,11.83,9.33,14.09,7.23,0.87,3.03,1.64,1.67,0.31,0.15,14.59,3,12.64,214.9,22.0
Jimmy Garoppolo,LAR,QB,2.0,11.64,236.79,19.76,346.21,29.72,0.66,2894.1,247.41,8.33,19.31,1.63,9.62,0.86,27.23,2.69,33.08,2.79,49.33,5.5,2.0,9.15,0.74,0.74,0.06,3.21,0.2,379.28,32.5,9.15,0.74,0.86,187.99,16.0,14.07,7.29,15.95,6.87,1.0,0.74,1.1,1.92,0.39,0.15,13.65,187.99,16.0,14.07,7.29,15.95,6.87,1.0,0.74,1.1,1.92,0.39,0.15,14.02,187.99,16.0,14.07,7.29,15.95,6.87,1.0,0.74,1.1,1.92,0.39,0.15,13.65,3,12.48,212.18,23.0
Case Keenum,HOU,QB,1.0,12.05,229.49,18.33,357.92,28.51,0.65,2455.46,196.01,6.89,13.92,1.14,7.77,0.61,20.59,1.66,16.54,1.27,47.95,3.35,2.18,5.44,0.39,1.26,0.1,2.54,0.23,374.46,29.78,5.44,0.39,0.97,149.04,12.02,13.58,7.57,12.11,5.87,3.95,0.82,0.46,0.95,0.14,0.1,13.29,149.04,12.02,13.58,7.57,12.11,5.87,3.95,0.82,0.46,0.95,0.14,0.1,13.49,149.04,12.02,13.58,7.57,12.11,5.87,3.95,0.82,0.46,0.95,0.14,0.1,13.29,3,12.34,209.85,24.0
Eli Manning,FA,QB,0.0,8.21,191.87,23.08,300.49,36.69,0.63,2125.95,259.59,7.08,11.18,1.43,7.36,1.07,18.44,1.77,7.64,0.96,12.28,1.62,1.69,2.13,0.25,0.36,0.02,2.18,0.26,308.13,37.66,2.13,0.25,0.78,118.76,14.63,14.88,3.33,18.74,3.46,2.54,1.9,0.1,0.21,0.03,0.02,13.15,118.76,14.63,14.88,3.33,18.74,3.31,2.69,1.9,0.1,0.21,0.03,0.02,13.28,118.76,14.63,14.88,3.33,18.74,3.46,2.54,1.9,0.1,0.21,0.03,0.02,13.15,3,9.32,158.37,32.0
Kyle Allen,PIT,QB,2.0,10.57,222.14,18.31,358.14,29.38,0.63,2448.86,207.49,7.3,12.71,1.15,11.43,0.81,32.86,2.35,24.29,2.35,81.14,8.12,3.45,7.0,0.74,1.71,0.24,5.0,0.36,382.43,31.72,7.0,0.74,0.84,145.71,13.65,14.18,10.36,12.71,4.57,2.86,0.71,2.43,0.0,0.48,0.0,12.49,145.71,13.65,14.18,10.36,12.71,4.57,2.86,0.71,2.14,0.29,0.48,0.29,12.98,145.71,13.65,14.18,10.36,12.71,4.57,2.86,0.71,2.43,0.0,0.48,0.0,12.49,2,8.75,148.7,34.0
Mason Rudolph,TEN,QB,1.0,10.0,176.0,17.6,283.0,28.3,0.62,1765.0,176.5,6.24,13.0,1.3,9.0,0.9,15.0,1.5,21.0,2.1,42.0,4.2,2.0,6.0,0.6,0.0,0.0,0.0,0.0,304.0,30.4,6.0,0.6,0.96,117.8,11.78,11.65,4.31,13.38,7.0,3.0,0.0,0.0,0.0,0.0,0.0,12.6,117.8,11.78,11.65,4.31,13.38,7.0,3.0,0.0,0.0,0.0,0.0,0.0,12.9,117.8,11.78,11.65,4.31,13.38,7.0,3.0,0.0,0.0,0.0,0.0,0.0,12.6,1,6.45,109.66,39.0
Joe Flacco,IND,QB,1.0,9.08,205.21,22.57,321.44,35.31,0.64,2122.15,236.36,6.71,8.77,0.94,6.08,0.65,23.54,2.71,15.13,1.66,29.9,3.23,1.9,5.44,0.62,0.1,0.01,2.18,0.27,336.56,36.97,5.44,0.62,0.91,111.72,12.29,10.43,6.01,12.89,5.15,1.85,0.72,1.36,0.0,0.18,0.0,12.07,111.72,12.29,10.43,6.01,12.89,5.15,1.85,0.72,1.36,0.0,0.18,0.0,12.38,111.72,12.29,10.43,6.01,12.89,5.15,1.85,0.72,1.36,0.0,0.18,0.0,12.07,3,8.33,141.58,35.0
Marcus Mariota,WAS,QB,1.0,9.62,148.18,14.8,233.9,23.81,0.62,1750.85,178.57,7.51,8.64,0.93,4.87,0.43,29.56,3.24,37.95,3.78,206.23,20.49,5.41,12.13,1.08,1.03,0.07,0.62,0.04,271.85,27.59,12.13,1.08,0.9,122.28,12.62,12.19,9.04,12.02,5.13,1.31,0.31,2.62,0.26,0.43,0.02,11.61,122.28,12.62,12.19,9.04,12.02,5.03,1.41,0.41,2.51,0.26,0.42,0.02,12.14,122.28,12.62,12.19,9.04,12.02,5.13,1.31,0.31,2.62,0.26,0.43,0.02,11.61,3,9.67,164.4,31.0
Jacoby Brissett,NE,QB,1.0,12.28,203.18,13.52,335.67,22.37,0.58,2204.15,145.71,5.02,12.87,0.85,4.56,0.3,22.64,1.49,44.15,3.24,171.03,10.96,2.78,14.51,1.01,2.97,0.2,3.51,0.23,379.82,25.61,14.51,1.01,0.91,163.73,10.8,10.63,5.22,10.86,5.69,3.62,0.21,2.03,0.74,0.25,0.05,11.53,163.73,10.8,10.63,5.22,10.86,5.69,3.51,0.31,2.03,0.74,0.25,0.05,12.03,163.73,10.8,10.63,5.22,10.86,5.69,3.62,0.21,2.03,0.74,0.25,0.05,11.53,3,14.59,248.11,18.0
Cam Newton,FA,QB,0.0,6.51,143.95,23.75,228.28,40.31,0.59,1575.85,266.68,6.66,8.41,0.58,5.62,0.66,14.87,2.68,43.36,4.34,201.18,13.13,1.54,14.59,1.27,1.64,0.11,1.38,0.65,271.64,44.65,14.59,1.27,0.64,114.53,12.77,12.97,4.96,13.81,2.31,0.97,0.46,1.33,1.44,0.42,0.14,11.28,114.53,12.77,12.97,4.96,13.81,2.31,0.97,0.46,1.33,1.44,0.42,0.14,11.92,114.53,12.77,12.97,4.96,13.81,2.31,0.97,0.46,1.33,1.44,0.42,0.14,11.28,3,7.54,128.23,36.0
Jeff Driskel,WAS,QB,2.0,5.43,74.29,14.41,125.29,24.34,0.59,775.86,154.16,6.29,4.57,0.91,3.43,0.78,12.43,2.47,22.86,4.72,145.0,31.09,6.39,9.14,2.01,1.29,0.24,0.29,0.03,148.14,29.06,9.14,2.01,0.73,68.03,13.63,15.01,9.88,12.55,2.71,1.0,1.0,0.0,0.71,0.24,0.24,10.23,68.03,13.63,15.01,9.88,12.55,2.71,1.0,1.0,0.0,0.71,0.24,0.24,11.23,68.03,13.63,15.01,9.88,12.55,2.71,1.0,1.0,0.0,0.71,0.24,0.24,10.23,2,4.58,77.81,42.0
Drew Lock,NYG,QB,1.0,5.0,100.0,20.0,156.0,31.2,0.64,1020.0,204.0,6.54,7.0,1.4,3.0,0.6,5.0,1.0,18.0,3.6,72.0,14.4,4.0,5.0,1.0,0.0,0.0,1.0,0.2,174.0,34.8,5.0,1.0,0.72,71.1,14.22,12.7,6.43,14.62,4.0,0.0,0.0,1.0,0.0,0.25,0.0,10.62,71.1,14.22,12.7,6.43,14.62,4.0,0.0,0.0,1.0,0.0,0.25,0.0,11.12,71.1,14.22,12.7,6.43,14.62,4.0,0.0,0.0,1.0,0.0,0.25,0.0,10.62,1,1.64,27.89,46.0
Ben Roethlisberger,FA,QB,0.0,6.92,175.26,20.92,270.36,34.53,0.6,1976.13,223.76,6.35,11.59,0.74,6.18,0.67,9.59,1.17,11.46,1.01,34.44,4.13,5.47,3.95,0.25,0.77,0.05,0.62,0.04,281.82,35.53,3.95,0.25,0.64,122.95,11.64,11.37,6.31,11.78,2.46,0.62,1.74,0.77,1.33,0.23,0.11,10.04,122.95,11.64,11.37,6.31,11.78,2.46,0.87,1.49,0.77,1.33,0.23,0.11,10.17,122.95,11.64,11.37,6.31,11.78,2.46,0.87,1.49,0.77,1.33,0.23,0.11,10.04,3,8.88,151.03,33.0
David Blough,FA,QB,0.0,5.0,94.0,18.8,174.0,34.8,0.54,984.0,196.8,5.66,4.0,0.8,6.0,1.2,14.0,2.8,8.0,1.6,31.0,6.2,3.88,1.0,0.2,0.0,0.0,0.0,0.0,182.0,36.4,1.0,0.2,0.72,60.4,12.08,10.3,3.79,14.17,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.68,60.4,12.08,10.3,3.79,14.17,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.78,60.4,12.08,10.3,3.79,14.17,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.68,1,0.17,2.81,47.0
Josh Johnson,BAL,QB,2.0,4.0,52.0,13.0,91.0,22.75,0.57,590.0,147.5,6.48,3.0,0.75,4.0,1.0,9.0,2.25,23.0,5.75,120.0,30.0,5.22,7.0,1.75,1.0,0.25,0.0,0.0,114.0,28.5,7.0,1.75,0.65,49.5,12.38,11.6,9.54,11.53,2.0,1.0,0.0,1.0,0.0,0.33,0.0,8.11,49.5,12.38,11.6,9.54,11.53,2.0,1.0,0.0,1.0,0.0,0.33,0.0,8.98,49.5,12.38,11.6,9.54,11.53,2.0,1.0,0.0,1.0,0.0,0.33,0.0,8.11,2,0.0,0.0,71.0
Dwayne Haskins,FA,QB,0.0,9.0,119.0,13.22,203.0,22.56,0.59,1365.0,151.67,6.72,7.0,0.78,7.0,0.78,29.0,3.22,20.0,2.22,101.0,11.22,5.05,7.0,0.78,0.0,0.0,2.0,0.22,223.0,24.78,7.0,0.78,0.93,83.7,9.3,7.2,6.37,9.58,7.0,0.0,2.0,0.0,0.0,0.0,0.0,8.52,83.7,9.3,7.2,6.37,9.58,7.0,0.0,2.0,0.0,0.0,0.0,0.0,8.91,83.7,9.3,7.2,6.37,9.58,7.0,0.0,2.0,0.0,0.0,0.0,0.0,8.52,1,5.9,100.23,40.0
Teddy Bridgewater,DET,QB,2.0,10.0,133.0,13.3,196.0,19.6,0.68,1384.0,138.4,7.06,9.0,0.9,2.0,0.2,12.0,1.2,28.0,2.8,31.0,3.1,1.11,4.0,0.4,0.0,0.0,0.0,0.0,224.0,22.4,4.0,0.4,0.96,92.5,9.25,7.3,9.99,8.52,7.0,1.0,1.0,0.0,1.0,0.11,0.11,8.56,92.5,9.25,7.3,9.99,8.52,7.0,1.0,1.0,0.0,1.0,0.11,0.11,8.76,92.5,9.25,7.3,9.99,8.52,7.0,1.0,1.0,0.0,1.0,0.11,0.11,8.56,1,10.95,186.07,28.0
