Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Ryan Tannehill,FA,QB,0.0,14.46,271.51,18.56,409.77,27.93,0.66,3354.13,230.05,8.29,28.54,1.95,6.95,0.49,26.92,1.95,41.87,2.94,232.82,15.96,5.54,18.62,1.27,5.51,0.37,1.82,0.14,451.64,30.88,18.62,1.27,1.0,298.14,20.27,18.81,7.94,19.84,3.31,2.77,2.41,2.15,3.82,0.7,0.35,19.73,298.14,20.27,18.81,7.94,19.84,3.31,2.77,2.41,2.15,3.82,0.7,0.35,20.37,298.14,20.27,18.81,7.94,19.84,3.31,2.77,2.41,2.15,3.82,0.7,0.35,19.73,3,21.81,370.84,7.0
Drew Brees,FA,QB,0.0,12.05,285.67,23.73,397.08,32.99,0.72,3059.18,253.9,7.69,25.59,2.13,5.38,0.45,13.15,1.09,17.03,1.38,-0.05,-0.05,-0.11,4.21,0.33,1.95,0.16,1.38,0.12,414.1,34.37,4.21,0.33,1.0,227.9,18.92,20.14,7.21,19.1,3.74,0.95,2.77,3.21,1.38,0.96,0.17,20.15,227.9,18.92,20.14,7.21,19.1,3.85,0.85,2.77,3.21,1.38,0.96,0.17,20.32,227.9,18.92,20.14,7.21,19.1,3.74,0.95,2.77,3.21,1.38,0.96,0.17,20.15,3,14.68,249.49,22.0
Matt Ryan,FA,QB,0.0,15.74,408.79,25.99,621.59,39.51,0.66,4586.69,291.44,7.38,26.92,1.71,11.36,0.73,42.9,2.73,30.69,1.95,109.49,7.0,3.53,9.23,0.59,1.85,0.11,3.72,0.24,652.28,41.46,9.23,0.59,1.0,296.47,18.83,18.55,7.65,18.53,5.31,2.41,2.08,2.9,3.05,0.62,0.25,19.98,296.47,18.83,18.55,7.65,18.53,5.31,2.41,2.08,2.9,3.05,0.62,0.25,20.27,296.47,18.83,18.55,7.65,18.53,5.31,2.41,2.08,2.9,3.05,0.62,0.25,19.98,3,18.03,306.45,13.0
Carson Wentz,KC,QB,2.0,12.92,289.0,22.23,476.9,36.81,0.6,3030.41,233.34,6.34,19.33,1.48,12.13,0.98,44.72,3.55,52.72,4.09,248.77,19.51,4.69,22.33,1.75,3.46,0.28,4.97,0.38,529.62,40.9,22.33,1.75,1.0,229.07,17.72,18.44,6.88,17.99,4.54,1.41,3.26,2.18,1.54,0.41,0.15,19.35,229.07,17.72,18.44,6.88,17.99,4.54,1.41,3.26,2.18,1.54,0.41,0.15,20.23,229.07,17.72,18.44,6.88,17.99,4.54,1.41,3.26,2.18,1.54,0.41,0.15,19.35,3,11.19,190.29,30.0
Kirk Cousins,ATL,QB,1.0,15.74,346.03,21.95,506.77,32.15,0.68,4098.64,260.01,8.11,32.18,2.04,10.9,0.69,36.28,2.3,32.97,2.09,128.77,8.12,3.94,13.54,0.85,1.0,0.06,4.69,0.3,539.74,34.24,13.54,0.85,1.0,297.75,18.88,18.92,7.31,18.79,5.13,1.69,3.54,3.92,1.46,0.52,0.11,19.26,297.75,18.88,18.92,7.31,18.79,5.13,1.69,3.54,3.92,1.46,0.52,0.11,19.68,297.75,18.88,18.92,7.31,18.79,5.13,1.69,3.54,3.92,1.46,0.52,0.11,19.26,3,16.87,286.76,16.0
Gardner Minshew II,LV,QB,1.0,10.43,235.71,22.96,367.86,35.54,0.65,2548.14,246.04,6.92,17.43,1.7,5.29,0.52,28.71,2.82,39.86,3.67,207.57,19.16,5.24,12.86,1.2,0.71,0.08,4.86,0.46,407.71,39.22,12.86,1.2,0.95,184.73,17.86,18.53,4.85,19.73,3.29,1.57,3.71,1.57,0.29,0.2,0.02,18.47,184.73,17.86,18.53,4.85,19.73,3.29,1.57,3.71,1.57,0.29,0.2,0.02,19.07,184.73,17.86,18.53,4.85,19.73,3.29,1.57,3.71,1.57,0.29,0.2,0.02,18.47,2,12.46,211.88,26.0
Joe Burrow,CIN,QB,1.0,10.0,264.0,26.4,404.0,40.4,0.65,2688.0,268.8,6.65,13.0,1.3,5.0,0.5,32.0,3.2,37.0,3.7,142.0,14.2,3.84,14.0,1.4,3.0,0.3,4.0,0.4,441.0,44.1,14.0,1.4,0.96,178.6,17.86,17.5,7.92,17.43,3.0,4.0,1.0,1.0,1.0,0.25,0.11,18.19,178.6,17.86,17.5,7.92,17.43,3.0,4.0,1.0,1.0,1.0,0.25,0.11,18.89,178.6,17.86,17.5,7.92,17.43,3.0,4.0,1.0,1.0,1.0,0.25,0.11,18.19,1,14.13,240.13,24.0
Matthew Stafford,LAR,QB,1.0,13.95,302.9,21.93,470.0,34.04,0.64,3646.1,267.93,7.86,23.69,1.78,8.82,0.63,33.08,2.36,26.28,1.96,96.0,7.06,3.61,9.79,0.69,0.0,0.0,1.82,0.16,496.28,36.0,9.79,0.69,0.97,239.13,17.7,18.62,6.76,17.95,5.18,3.77,0.31,3.28,1.41,0.73,0.2,18.47,239.13,17.7,18.62,6.76,17.95,5.18,3.77,0.31,3.28,1.41,0.73,0.2,18.82,239.13,17.7,18.62,6.76,17.95,5.18,3.77,0.31,3.28,1.41,0.73,0.2,18.47,3,15.49,263.32,19.0
Jared Goff,DET,QB,1.0,15.36,375.54,24.46,571.9,37.22,0.66,4203.38,273.27,7.35,21.74,1.41,13.67,0.89,23.77,1.55,45.56,2.98,84.79,5.56,1.81,9.9,0.65,3.28,0.22,4.36,0.28,617.46,40.2,9.9,0.65,1.0,261.57,17.03,16.83,7.55,16.84,6.82,1.95,1.13,4.31,1.15,0.55,0.09,18.24,261.57,17.03,16.83,7.55,16.84,6.82,1.85,1.23,4.31,1.15,0.55,0.09,18.56,261.57,17.03,16.83,7.55,16.84,6.82,1.95,1.13,4.31,1.15,0.55,0.09,18.24,3,14.46,245.84,23.0
Derek Carr,NO,QB,1.0,16.0,354.72,22.17,519.67,32.48,0.68,4084.9,255.31,7.87,24.64,1.54,8.85,0.55,29.33,1.83,34.38,2.15,115.59,7.22,3.28,12.56,0.79,2.54,0.16,6.62,0.41,554.05,34.63,12.56,0.79,1.0,267.01,16.69,18.5,7.75,16.47,7.05,1.23,2.79,4.08,0.85,0.47,0.06,18.07,267.01,16.69,18.5,7.75,16.47,7.05,1.23,2.79,4.08,0.85,0.47,0.06,18.47,267.01,16.69,18.5,7.75,16.47,7.05,1.23,2.79,4.08,0.85,0.47,0.06,18.07,3,18.51,314.66,12.0
Ryan Fitzpatrick,FA,QB,0.0,11.08,213.87,19.15,325.1,28.85,0.67,2487.92,224.7,7.81,15.21,1.39,9.69,0.89,20.67,1.76,36.77,3.31,174.69,15.78,4.81,12.72,1.16,2.51,0.22,0.62,0.05,361.87,32.16,12.72,1.16,0.96,185.33,16.78,18.11,9.74,15.55,4.67,0.9,1.0,3.05,1.46,0.7,0.17,17.02,185.33,16.78,18.11,9.74,15.55,4.67,0.9,1.0,3.05,1.46,0.7,0.17,17.61,185.33,16.78,18.11,9.74,15.55,4.67,0.9,1.0,3.05,1.46,0.7,0.17,17.02,3,10.12,171.99,31.0
Philip Rivers,FA,QB,0.0,16.0,372.13,23.26,551.72,34.48,0.67,4297.62,268.6,7.8,24.56,1.54,13.41,0.84,24.18,1.51,16.46,1.03,3.03,0.19,0.38,2.54,0.16,0.0,0.0,1.51,0.09,568.18,35.51,2.54,0.16,1.0,255.63,15.98,16.78,5.4,17.15,6.59,4.13,3.26,1.92,0.1,0.17,0.01,17.34,255.63,15.98,16.78,5.4,17.15,6.59,4.13,3.26,1.92,0.1,0.17,0.01,17.42,255.63,15.98,16.78,5.4,17.15,6.59,4.13,3.26,1.92,0.1,0.17,0.01,17.34,3,15.79,268.45,18.0
Baker Mayfield,TB,QB,1.0,15.79,308.59,19.57,498.31,31.59,0.62,3647.31,231.37,7.32,25.08,1.59,11.95,0.76,29.49,1.86,45.79,2.9,155.36,9.83,3.6,16.21,1.02,1.41,0.09,3.38,0.21,544.1,34.49,16.21,1.02,1.0,252.77,16.02,15.91,7.51,15.92,7.28,3.69,1.36,1.44,2.03,0.29,0.16,16.75,252.77,16.02,15.91,7.51,15.92,7.18,3.79,1.36,1.44,2.03,0.29,0.16,17.25,252.77,16.02,15.91,7.51,15.92,7.28,3.69,1.36,1.44,2.03,0.29,0.16,16.75,3,16.07,273.27,17.0
Cam Newton,FA,QB,0.0,11.56,200.77,19.09,307.03,30.58,0.64,2198.08,211.75,7.02,7.59,0.52,8.0,0.65,24.38,2.31,99.46,7.23,429.03,28.62,3.16,39.21,2.74,8.1,0.54,1.15,0.3,406.49,37.83,39.21,2.74,0.86,206.15,15.85,16.31,8.25,15.3,4.56,1.59,1.38,2.33,1.69,0.46,0.14,15.32,206.15,15.85,16.31,8.25,15.3,4.56,1.59,1.38,2.33,1.69,0.46,0.14,16.69,206.15,15.85,16.31,8.25,15.3,4.56,1.59,1.38,2.33,1.69,0.46,0.14,15.32,3,14.77,251.01,21.0
Ben Roethlisberger,FA,QB,0.0,11.77,311.1,24.44,474.87,38.26,0.64,3053.87,240.4,6.24,24.64,1.63,8.31,0.66,11.31,0.97,19.46,1.4,18.9,1.99,2.4,3.26,0.21,0.31,0.02,0.85,0.06,494.33,39.65,3.26,0.21,0.86,216.18,15.79,16.16,5.88,16.55,4.67,0.85,3.62,1.59,1.05,0.24,0.08,16.19,216.18,15.79,16.16,5.88,16.55,4.67,0.95,3.51,1.59,1.05,0.24,0.08,16.29,216.18,15.79,16.16,5.88,16.55,4.67,0.95,3.51,1.59,1.05,0.24,0.08,16.19,3,11.33,192.53,29.0
Daniel Jones,MIN,QB,1.0,13.71,281.14,20.53,451.14,32.95,0.62,2967.0,216.68,6.58,14.71,1.09,10.57,0.77,43.0,3.13,59.29,4.3,381.86,27.71,6.42,18.14,1.33,1.29,0.09,7.43,0.55,510.43,37.25,18.14,1.33,1.0,200.69,14.69,13.84,7.12,14.83,9.14,1.29,2.14,0.0,1.14,0.13,0.13,15.49,200.69,14.69,13.84,7.12,14.83,9.14,1.29,2.14,0.0,1.14,0.13,0.13,16.15,200.69,14.69,13.84,7.12,14.83,9.14,1.29,2.14,0.0,1.14,0.13,0.13,15.49,2,13.02,221.38,25.0
Andy Dalton,CAR,QB,1.0,11.51,242.15,20.89,386.28,33.22,0.63,2550.1,219.3,6.6,15.23,1.33,9.85,0.85,27.03,2.32,27.79,2.41,101.95,9.01,3.83,10.54,0.91,1.03,0.08,1.67,0.14,414.08,35.64,10.54,0.91,1.0,165.65,14.28,14.92,7.86,14.0,5.92,2.1,1.87,0.62,1.0,0.16,0.09,15.48,165.65,14.28,14.92,7.86,14.0,5.92,2.1,1.87,0.62,1.0,0.16,0.09,15.93,165.65,14.28,14.92,7.86,14.0,5.92,2.0,1.97,0.62,1.0,0.16,0.09,15.48,3,9.61,163.38,32.0
Mitchell Trubisky,BUF,QB,2.0,11.69,240.79,20.45,367.21,31.04,0.66,2452.49,208.98,6.76,17.08,1.49,8.92,0.77,23.74,1.98,40.44,3.43,217.67,18.88,5.45,13.74,1.19,1.46,0.12,2.1,0.18,407.64,34.47,13.74,1.19,0.97,185.25,15.94,13.84,8.46,15.33,6.41,0.31,1.77,2.54,0.67,0.4,0.06,15.31,185.25,15.94,13.84,8.46,15.33,6.41,0.31,1.77,2.54,0.67,0.4,0.06,15.9,185.25,15.94,13.84,8.46,15.33,6.41,0.31,1.77,2.54,0.67,0.4,0.06,15.31,3,8.87,150.87,33.0
Teddy Bridgewater,DET,QB,2.0,13.57,280.86,19.99,407.43,29.03,0.69,3061.86,217.31,7.44,13.29,0.97,8.43,0.58,25.57,1.82,45.86,3.32,208.14,14.17,4.07,14.0,0.97,3.57,0.24,2.14,0.14,453.29,32.35,14.0,0.97,0.99,206.5,14.65,14.16,7.35,14.83,7.0,1.0,3.86,0.0,1.71,0.14,0.14,15.12,206.5,14.65,14.16,7.35,14.83,7.0,1.0,3.86,0.0,1.71,0.14,0.14,15.61,206.5,14.65,14.16,7.35,14.83,7.0,1.0,3.86,0.0,1.71,0.14,0.14,15.12,2,17.61,299.29,14.0
Tua Tagovailoa,MIA,QB,1.0,10.0,186.0,18.6,290.0,29.0,0.64,1814.0,181.4,6.26,11.0,1.1,5.0,0.5,20.0,2.0,36.0,3.6,109.0,10.9,3.03,13.0,1.3,3.0,0.3,1.0,0.1,326.0,32.6,13.0,1.3,0.96,140.4,14.04,15.4,8.37,13.51,5.0,2.0,2.0,0.0,1.0,0.11,0.11,14.6,140.4,14.04,15.4,8.37,13.51,5.0,2.0,2.0,0.0,1.0,0.11,0.11,15.25,140.4,14.04,15.4,8.37,13.51,5.0,2.0,2.0,0.0,1.0,0.11,0.11,14.6,1,11.75,199.67,28.0
Sam Darnold,MIN,QB,2.0,12.36,233.62,18.86,388.87,31.41,0.6,2484.62,200.2,6.36,12.38,0.99,11.92,0.96,33.97,2.76,36.69,2.97,169.15,13.9,4.56,11.51,0.94,1.9,0.16,2.26,0.18,425.56,34.39,11.51,0.94,1.0,162.04,13.06,12.99,6.76,13.24,8.23,1.15,1.1,1.26,0.62,0.19,0.05,14.25,162.04,13.06,12.99,6.76,13.24,8.23,1.15,1.1,1.26,0.62,0.19,0.05,14.71,162.04,13.06,12.99,6.76,13.24,8.23,1.15,1.1,1.26,0.62,0.19,0.05,14.25,3,8.18,139.05,34.0
Drew Lock,NYG,QB,1.0,10.71,210.0,19.67,361.0,33.26,0.59,2386.43,219.44,6.6,13.43,1.28,11.57,0.99,15.0,1.33,36.57,3.44,134.86,12.91,3.74,10.71,1.0,2.14,0.16,2.43,0.22,397.57,36.7,10.71,1.0,0.92,160.6,14.86,12.99,7.9,14.53,6.86,0.71,0.71,1.71,0.71,0.29,0.06,13.94,160.6,14.86,12.99,7.9,14.53,6.86,0.71,0.71,1.71,0.71,0.29,0.06,14.44,160.6,14.86,12.99,7.9,14.53,6.86,0.71,0.71,1.71,0.71,0.29,0.06,13.94,2,8.02,136.34,35.0
Nick Foles,FA,QB,0.0,7.31,163.69,22.21,250.0,33.72,0.66,1520.82,208.07,6.16,7.9,1.05,6.05,0.78,14.51,1.98,12.21,1.58,8.28,1.89,1.71,2.41,0.39,0.64,0.07,0.72,0.17,262.21,35.3,2.41,0.39,0.84,89.75,12.08,12.64,7.98,11.79,3.92,2.38,0.9,0.0,0.1,0.03,0.03,11.24,89.75,12.08,12.64,7.98,11.79,3.92,2.38,0.9,0.0,0.1,0.03,0.03,11.43,89.75,12.08,12.64,7.98,11.79,3.92,2.38,0.9,0.0,0.1,0.03,0.03,11.24,3,6.4,108.73,39.0
Jimmy Garoppolo,LAR,QB,2.0,8.26,150.05,17.13,220.92,25.63,0.67,1796.21,205.39,7.99,11.92,1.35,6.85,0.84,17.62,2.19,19.03,2.08,35.31,4.8,2.37,5.46,0.6,0.26,0.02,1.28,0.08,239.95,27.71,5.46,0.6,0.81,116.12,13.22,12.27,8.37,12.79,5.23,0.36,0.9,1.0,0.77,0.26,0.06,10.81,116.12,13.22,12.27,8.37,12.79,5.23,0.36,0.9,1.0,0.77,0.26,0.06,11.11,116.12,13.22,12.27,8.37,12.79,5.23,0.36,0.9,1.0,0.77,0.26,0.06,10.81,3,7.86,133.56,36.0
Dwayne Haskins,FA,QB,0.0,7.57,139.71,18.88,230.14,31.04,0.6,1417.86,190.17,6.18,5.57,0.73,7.0,0.94,22.57,2.96,20.0,2.68,61.71,7.9,3.09,6.29,0.84,0.71,0.1,2.71,0.37,250.14,33.72,6.29,0.84,0.87,77.63,10.33,10.77,6.7,10.51,5.57,1.43,0.57,0.0,0.0,0.0,0.0,10.18,77.63,10.33,10.77,6.7,10.51,5.57,1.43,0.57,0.0,0.0,0.0,0.0,10.6,77.63,10.33,10.77,6.7,10.51,5.57,1.43,0.57,0.0,0.0,0.0,0.0,10.18,2,4.94,84.06,43.0
Joe Flacco,IND,QB,1.0,6.18,115.08,17.61,191.95,29.9,0.58,1273.85,197.26,6.58,6.62,1.1,3.82,0.61,12.79,1.91,8.87,1.37,23.85,3.97,3.02,3.97,0.63,0.0,0.0,0.87,0.11,200.82,31.27,3.97,0.63,0.78,74.09,11.84,12.58,7.37,11.83,4.26,0.62,0.85,0.46,0.0,0.07,0.0,10.21,74.09,11.84,12.58,7.37,11.83,4.26,0.62,0.85,0.46,0.0,0.07,0.0,10.52,74.09,11.84,12.58,7.37,11.83,4.26,0.62,0.85,0.46,0.0,0.07,0.0,10.21,3,6.3,107.17,40.0
Nick Mullens,MIN,QB,3.0,7.74,153.31,15.78,237.08,24.41,0.48,1795.72,185.41,5.65,9.03,0.94,8.72,0.9,13.92,1.44,8.38,1.19,2.72,-0.08,0.22,0.74,0.08,0.0,0.0,2.56,0.26,245.46,25.6,0.74,0.08,0.82,94.77,9.76,9.99,4.41,10.22,5.31,1.38,0.21,0.85,0.0,0.1,0.0,10.27,94.77,9.76,9.99,4.41,10.22,5.31,1.38,0.21,0.85,0.0,0.1,0.0,10.31,94.77,9.76,9.99,4.41,10.22,5.31,1.38,0.21,0.85,0.0,0.1,0.0,10.27,3,5.85,99.38,42.0
Kyle Allen,PIT,QB,2.0,6.36,118.21,16.19,184.33,24.49,0.67,1270.1,172.24,7.11,7.13,1.05,4.74,0.45,16.28,1.97,13.21,1.97,45.79,7.08,3.62,4.44,0.75,1.26,0.25,2.44,0.29,197.54,26.45,4.44,0.75,0.72,81.86,12.28,13.62,8.16,12.02,2.92,2.31,0.26,0.87,0.0,0.17,0.0,9.6,81.86,12.28,13.62,8.16,12.02,2.92,2.31,0.26,0.77,0.1,0.17,0.1,10.02,81.86,12.28,13.62,8.16,12.02,2.92,2.31,0.26,0.87,0.0,0.17,0.0,9.6,3,7.0,118.96,37.0
Alex Smith,FA,QB,0.0,6.41,128.72,15.56,195.18,23.56,0.49,1237.69,149.12,4.71,4.87,0.58,5.64,0.69,16.36,1.99,10.62,1.22,19.15,1.97,0.61,2.82,0.31,0.1,0.01,0.1,0.01,205.79,24.78,2.82,0.31,0.73,65.17,7.79,8.36,4.16,8.35,5.36,0.95,0.1,0.0,0.0,0.0,0.0,8.23,65.17,7.79,8.36,4.16,8.35,5.36,0.95,0.1,0.0,0.0,0.0,0.0,8.39,65.17,7.79,8.36,4.16,8.35,5.36,0.95,0.1,0.0,0.0,0.0,0.0,8.23,3,4.88,82.9,44.0
Jeff Driskel,WAS,QB,2.0,3.87,49.1,12.65,86.0,22.41,0.57,555.44,147.65,6.58,3.56,0.97,2.51,0.71,11.51,3.24,12.05,2.98,70.0,17.14,5.29,5.21,1.36,0.46,0.09,0.1,0.01,98.05,25.39,5.21,1.36,0.62,44.93,11.73,12.69,9.59,10.9,2.26,0.36,1.0,0.0,0.26,0.08,0.08,7.56,44.93,11.73,12.69,9.59,10.9,2.26,0.36,1.0,0.0,0.26,0.08,0.08,8.24,44.93,11.73,12.69,9.59,10.9,2.26,0.36,1.0,0.0,0.26,0.08,0.08,7.56,3,0.0,0.0,66.5
Jameis Winston,CLE,QB,2.0,7.79,126.95,9.49,206.33,15.32,0.63,1664.95,121.79,7.28,10.41,0.71,9.13,0.61,16.1,1.33,25.28,2.68,89.08,5.66,1.19,7.21,0.62,0.36,0.02,1.59,0.11,231.62,18.0,7.21,0.62,0.78,107.57,7.58,7.03,3.69,7.57,3.64,0.97,1.23,0.46,1.49,0.21,0.14,7.85,107.57,7.58,7.03,3.69,7.57,3.64,0.97,1.23,0.46,1.49,0.21,0.14,8.16,107.57,7.58,7.03,3.69,7.57,3.64,0.97,1.23,0.46,1.49,0.21,0.14,7.85,3,6.92,117.68,38.0
