Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Jared Goff,DET,QB,1.0,17.0,393.54,23.15,560.85,32.99,0.7,4595.56,270.33,8.22,34.38,2.02,11.49,0.68,29.92,1.76,33.62,1.98,48.77,2.87,1.45,7.56,0.44,0.51,0.03,1.18,0.07,594.46,34.97,7.56,0.44,1.0,322.5,18.97,16.81,8.2,18.4,5.38,3.62,1.36,1.87,4.77,0.65,0.42,18.78,322.5,18.97,16.81,8.2,18.4,5.38,3.62,1.36,2.51,4.13,0.65,0.33,18.92,322.5,18.97,16.81,8.2,18.4,5.38,3.62,1.36,1.87,4.77,0.65,0.42,18.78,8,8.67,147.46,33.0
Justin Herbert,LAC,QB,1.0,15.97,337.9,21.26,511.69,32.22,0.66,3770.41,236.34,7.38,22.44,1.41,4.74,0.31,37.62,2.35,63.1,3.95,269.69,16.92,4.24,20.59,1.28,2.05,0.14,1.85,0.12,574.8,36.17,20.59,1.28,1.0,276.26,17.37,16.7,6.79,17.66,6.03,1.74,2.59,3.74,1.87,0.63,0.16,18.24,276.26,17.37,16.7,6.79,17.66,6.03,1.74,2.59,3.74,1.87,0.63,0.16,18.89,276.26,17.37,16.7,6.79,17.66,6.03,1.74,2.59,3.74,1.87,0.63,0.16,18.24,5,16.54,281.11,9.0
Geno Smith,SEA,QB,1.0,16.49,384.64,23.27,557.13,33.78,0.69,4137.63,250.68,7.42,21.67,1.32,13.05,0.78,44.72,2.69,50.44,3.04,251.64,15.11,4.91,15.92,0.96,1.64,0.1,1.18,0.08,607.56,36.82,15.92,0.96,1.0,272.85,16.53,16.74,6.29,17.11,6.33,2.36,2.64,3.51,1.64,0.48,0.11,17.92,272.85,16.53,16.74,6.29,17.11,6.33,2.36,2.64,3.51,1.64,0.48,0.11,18.4,272.85,16.53,16.74,6.29,17.11,6.33,2.36,2.64,4.15,1.0,0.48,0.06,17.86,8,4.78,81.19,48.0
Tua Tagovailoa,MIA,QB,1.0,12.74,312.59,24.85,440.38,34.85,0.71,3387.36,264.81,7.64,22.18,1.74,8.9,0.68,23.05,1.83,22.33,1.71,57.56,4.52,2.69,4.9,0.39,0.0,0.0,2.67,0.2,462.72,36.56,4.9,0.39,1.0,218.27,17.16,16.82,7.26,17.14,4.67,1.67,2.41,1.9,2.1,0.49,0.21,18.08,218.27,17.16,16.82,7.26,17.14,4.67,1.67,2.41,1.9,2.1,0.49,0.21,18.28,218.27,17.16,16.82,7.26,17.14,4.67,1.67,2.41,1.9,2.1,0.49,0.21,18.08,5,11.24,191.03,18.0
Russell Wilson,PIT,QB,1.0,12.44,243.28,19.54,379.54,30.53,0.64,2739.64,221.22,7.25,18.56,1.48,6.38,0.5,38.33,3.07,53.72,4.25,215.21,16.75,3.92,22.15,1.72,2.36,0.19,4.05,0.33,433.26,34.77,22.15,1.72,1.0,206.1,16.5,16.16,5.83,17.49,4.18,2.87,2.92,1.26,1.21,0.24,0.11,17.4,206.1,16.5,16.16,5.83,17.49,4.18,2.87,2.92,1.26,1.21,0.24,0.11,18.26,206.1,16.5,16.16,5.83,17.49,4.18,2.87,2.92,1.26,1.21,0.24,0.11,17.4,8,11.3,192.14,17.0
Dak Prescott,DAL,QB,1.0,10.72,250.49,23.24,375.03,35.18,0.66,2719.23,251.05,7.14,18.64,1.63,8.97,0.91,25.51,2.44,27.05,2.25,115.33,9.53,4.2,10.54,0.88,1.26,0.12,1.26,0.12,402.08,37.44,10.54,0.88,0.92,191.97,17.11,16.58,7.6,16.85,3.0,2.9,1.62,0.56,2.64,0.39,0.29,16.68,191.97,17.11,16.58,7.6,16.85,3.0,2.9,1.62,0.56,2.64,0.39,0.29,17.12,191.97,17.11,16.58,7.6,16.85,3.0,2.9,1.62,0.56,2.64,0.39,0.29,16.68,8,10.39,176.64,24.0
Trevor Lawrence,JAC,QB,1.0,12.26,244.82,19.29,386.56,30.77,0.63,2762.49,220.26,7.16,15.0,1.19,8.9,0.72,23.28,1.88,40.97,3.16,193.05,14.82,4.66,17.0,1.37,3.46,0.29,3.36,0.23,427.54,33.93,17.0,1.37,0.97,199.64,16.02,15.56,6.88,16.2,3.85,3.03,1.82,2.28,1.28,0.42,0.1,16.37,199.64,16.02,15.56,6.88,16.2,3.85,3.03,1.82,2.28,1.28,0.42,0.1,17.05,199.64,16.02,15.56,6.88,16.2,3.85,3.03,1.82,2.28,1.28,0.42,0.1,16.37,4,12.98,220.58,15.0
Jordan Love,GB,QB,1.0,14.38,268.62,17.42,423.05,27.43,0.64,3258.84,212.56,7.9,24.33,1.58,9.87,0.63,16.67,1.05,28.95,1.85,116.44,7.24,3.29,9.87,0.63,1.67,0.11,0.77,0.05,452.0,29.28,9.87,0.63,0.96,242.83,15.75,16.07,6.36,16.16,4.13,2.69,3.59,1.92,2.05,0.39,0.15,16.38,242.83,15.75,16.07,6.36,16.16,4.13,2.69,3.59,1.92,2.05,0.39,0.15,16.69,242.83,15.75,16.07,6.36,16.16,4.13,2.69,3.59,1.92,2.05,0.39,0.15,16.38,4,14.93,253.79,11.0
C.J. Stroud,HOU,QB,1.0,16.43,331.14,20.19,522.57,31.86,0.63,3835.86,234.85,7.36,20.86,1.28,10.0,0.6,48.0,2.91,48.29,2.93,214.14,12.97,4.42,14.86,0.91,0.86,0.06,4.0,0.25,570.86,34.78,14.86,0.91,1.0,246.03,15.1,14.09,6.11,15.76,7.57,3.0,3.43,1.86,0.57,0.23,0.04,15.75,246.03,15.1,14.09,6.11,15.76,7.57,3.0,3.43,1.86,0.57,0.23,0.04,16.2,246.03,15.1,14.09,6.11,15.76,7.57,3.0,3.43,1.86,0.57,0.23,0.04,15.75,2,19.6,333.17,5.0
Caleb Williams,CHI,QB,1.0,17.0,351.0,20.65,562.0,33.06,0.62,3541.0,208.29,6.3,20.0,1.18,6.0,0.35,68.0,4.0,81.0,4.76,489.0,28.76,6.04,27.0,1.59,0.0,0.0,5.0,0.29,643.0,37.82,27.0,1.59,1.0,260.5,15.32,11.5,7.78,15.02,10.0,1.0,1.0,2.0,3.0,0.42,0.21,15.17,260.5,15.32,11.5,7.78,15.02,10.0,1.0,1.0,2.0,3.0,0.42,0.21,15.97,260.5,15.32,11.5,7.78,15.02,10.0,1.0,1.0,2.0,3.0,0.42,0.21,15.17,1,21.15,359.5,4.0
Anthony Richardson,IND,QB,2.0,9.0,104.29,11.75,212.57,23.14,0.51,1460.57,159.01,6.87,6.57,0.74,8.86,0.85,12.0,1.41,68.57,7.37,395.29,42.11,5.7,26.57,2.78,5.43,0.68,2.43,0.26,281.14,30.51,26.57,2.78,0.9,145.67,16.59,14.94,8.67,15.83,4.57,0.71,0.29,1.71,1.71,0.69,0.25,14.55,145.67,16.59,14.94,8.67,15.83,4.57,0.71,0.29,1.71,1.71,0.69,0.25,15.94,145.67,16.59,14.94,8.67,15.83,4.57,0.71,0.29,1.71,1.71,0.69,0.25,14.55,2,8.99,152.82,30.0
Derek Carr,NO,QB,1.0,12.31,248.59,19.86,370.85,29.58,0.67,2730.59,220.07,7.46,18.49,1.5,6.69,0.54,15.85,1.16,21.56,1.74,66.23,5.85,3.44,4.62,0.39,0.64,0.06,0.77,0.05,392.41,31.32,4.62,0.39,0.97,187.77,15.35,14.87,5.49,16.47,5.41,1.77,2.67,1.95,0.51,0.25,0.03,15.69,187.77,15.35,14.87,5.49,16.47,5.41,1.77,2.67,1.95,0.51,0.25,0.03,15.88,187.77,15.35,14.87,5.49,16.47,5.41,1.77,2.67,1.95,0.51,0.25,0.03,15.69,8,8.98,152.74,31.0
Matthew Stafford,LAR,QB,1.0,15.03,322.67,21.54,496.08,33.07,0.65,3642.26,242.28,7.32,20.0,1.33,8.77,0.6,28.62,1.96,25.95,1.71,43.87,2.85,1.74,7.74,0.5,0.1,0.01,1.59,0.11,522.03,34.78,7.74,0.5,0.99,219.85,14.59,13.66,6.06,15.43,7.41,2.41,2.15,1.51,1.54,0.25,0.11,15.48,219.85,14.59,13.66,6.06,15.43,7.41,2.41,2.15,1.51,1.54,0.25,0.11,15.73,219.85,14.59,13.66,6.06,15.43,7.41,2.41,2.15,1.51,1.54,0.25,0.11,15.48,8,7.93,134.85,39.0
Kirk Cousins,ATL,QB,1.0,12.77,293.1,23.35,436.08,34.59,0.67,3312.77,262.77,7.61,19.13,1.58,12.97,0.97,27.03,2.1,21.51,1.69,16.36,1.39,0.78,3.95,0.35,0.21,0.01,2.62,0.24,457.59,36.28,3.95,0.35,0.97,194.33,15.62,14.27,8.04,15.27,7.44,0.21,2.36,0.67,2.1,0.33,0.22,15.49,194.33,15.62,14.27,8.04,15.27,7.44,0.21,2.46,0.56,2.1,0.32,0.22,15.65,194.33,15.62,14.27,8.04,15.27,7.44,0.21,2.36,0.67,2.1,0.33,0.22,15.49,8,5.89,100.11,45.0
Drake Maye,NE,QB,1.0,14.0,225.0,16.07,338.0,24.14,0.67,2276.0,162.57,6.73,15.0,1.07,10.0,0.71,34.0,2.43,54.0,3.86,421.0,30.07,7.8,22.0,1.57,2.0,0.14,6.0,0.43,392.0,28.0,22.0,1.57,1.0,187.1,13.36,16.1,7.72,13.13,6.0,1.0,5.0,2.0,0.0,0.17,0.0,14.71,187.1,13.36,16.1,7.72,13.13,6.0,1.0,5.0,2.0,0.0,0.17,0.0,15.5,187.1,13.36,16.1,7.72,13.13,6.0,1.0,5.0,2.0,0.0,0.17,0.0,14.71,1,13.45,228.7,14.0
Sam Darnold,MIN,QB,2.0,14.08,247.0,15.74,375.51,24.12,0.64,2961.97,190.01,7.57,23.67,1.49,8.26,0.53,33.33,2.13,51.0,3.51,150.62,10.19,2.63,16.54,1.11,1.1,0.1,3.03,0.21,426.51,27.63,16.54,1.11,0.97,220.39,14.21,14.92,6.85,14.22,5.18,0.64,2.28,4.69,1.28,0.77,0.08,14.93,220.39,14.21,14.92,6.85,14.22,5.18,0.64,2.28,4.69,1.28,0.77,0.08,15.49,220.39,14.21,14.92,6.85,14.22,5.18,0.64,2.28,4.69,1.28,0.77,0.08,14.93,7,8.32,141.42,35.0
Justin Fields,PIT,QB,2.0,11.28,145.85,12.58,230.69,19.79,0.64,1595.85,136.76,6.9,9.05,0.75,4.08,0.32,27.18,2.27,87.95,7.51,470.95,39.3,5.08,29.87,2.51,5.05,0.45,1.87,0.16,318.64,27.31,29.87,2.51,0.97,169.78,14.51,13.74,10.22,13.37,5.54,1.26,0.85,1.31,2.33,0.5,0.27,14.18,169.78,14.51,13.74,10.22,13.37,5.54,1.26,0.85,1.31,2.33,0.5,0.27,15.44,169.78,14.51,13.74,10.22,13.37,5.54,1.26,0.85,1.31,2.33,0.5,0.27,14.18,4,13.75,233.76,13.0
Daniel Jones,MIN,QB,1.0,9.59,198.67,20.49,308.03,31.72,0.65,1888.72,192.08,6.04,7.18,0.69,6.54,0.74,30.79,3.42,65.51,6.77,295.31,30.33,4.46,26.36,2.67,2.26,0.22,1.85,0.19,373.54,38.49,26.36,2.67,0.92,137.52,13.7,12.16,7.72,13.64,4.9,0.95,1.59,1.59,0.56,0.27,0.07,13.68,137.52,13.7,12.16,7.72,13.64,4.9,0.95,1.59,1.59,0.56,0.27,0.07,15.01,137.52,13.7,12.16,7.72,13.64,4.9,0.95,1.59,1.59,0.56,0.27,0.07,13.68,6,8.59,146.03,34.0
Bryce Young,CAR,QB,1.0,14.57,257.14,17.56,424.86,29.0,0.61,2538.43,173.97,6.03,13.86,0.96,9.29,0.63,38.43,2.59,41.86,2.89,250.14,17.22,5.99,15.86,1.08,4.29,0.31,3.14,0.21,466.71,31.89,15.86,1.08,1.0,193.14,13.37,12.29,8.48,12.85,9.43,2.43,0.0,1.29,1.43,0.23,0.12,13.7,193.14,13.37,12.29,8.48,12.85,9.43,2.43,0.0,1.29,1.43,0.23,0.12,14.25,193.14,13.37,12.29,8.48,12.85,9.43,2.43,0.0,1.29,1.43,0.23,0.12,13.7,2,14.64,248.9,12.0
Joe Flacco,IND,QB,1.0,6.92,146.67,21.54,230.87,34.25,0.63,1651.0,245.53,7.15,11.54,1.73,6.85,1.04,14.62,2.06,8.38,1.24,17.79,2.31,2.11,2.15,0.33,0.0,0.0,3.23,0.45,239.26,35.49,2.15,0.33,0.82,101.27,15.15,15.44,7.29,15.8,2.23,2.03,1.15,0.51,1.0,0.5,0.18,13.63,101.27,15.15,15.44,7.29,15.8,2.23,2.03,1.15,0.51,1.0,0.5,0.18,13.79,101.27,15.15,15.44,7.29,15.8,2.23,2.03,1.15,0.51,1.0,0.5,0.18,13.63,8,11.05,187.82,19.0
Easton Stick,LAC,QB,2.0,5.0,111.0,22.2,174.0,34.8,0.64,1129.0,225.8,6.49,3.0,0.6,1.0,0.2,14.0,2.8,27.0,5.4,144.0,28.8,5.33,11.0,2.2,1.0,0.2,4.0,0.8,201.0,40.2,11.0,2.2,0.72,68.1,13.62,16.0,5.27,14.71,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.76,68.1,13.62,16.0,5.27,14.71,2.0,2.0,1.0,0.0,0.0,0.0,0.0,12.86,68.1,13.62,16.0,5.27,14.71,2.0,2.0,1.0,0.0,0.0,0.0,0.0,11.76,5,10.9,185.27,23.0
Will Levis,TEN,QB,1.0,11.14,178.29,16.04,287.86,26.01,0.62,2010.14,181.86,6.99,11.57,1.03,9.71,0.84,37.29,3.33,39.29,3.47,147.0,12.7,3.56,16.29,1.42,0.29,0.03,5.43,0.48,327.14,29.48,16.29,1.42,0.98,124.6,11.23,11.96,6.94,11.33,6.71,3.14,1.0,0.0,0.29,0.03,0.03,12.1,124.6,11.23,11.96,6.94,11.33,6.71,3.14,1.0,0.0,0.29,0.03,0.03,12.8,124.6,11.23,11.96,6.94,11.33,6.71,3.14,1.0,0.0,0.29,0.03,0.03,12.1,2,9.02,153.41,29.0
Deshaun Watson,CLE,QB,1.0,6.64,124.9,18.72,199.74,30.0,0.62,1134.82,171.61,5.74,5.72,0.88,3.46,0.53,27.56,4.09,30.23,4.57,149.23,22.61,4.96,8.72,1.33,1.0,0.15,2.44,0.36,229.97,34.56,8.72,1.33,0.82,83.62,12.72,14.33,5.42,13.73,4.03,1.28,0.62,0.72,0.0,0.18,0.0,12.13,83.62,12.72,14.33,5.42,13.73,4.03,1.28,0.62,0.72,0.0,0.18,0.0,12.8,83.62,12.72,14.33,5.42,13.73,4.03,1.28,0.62,0.72,0.0,0.18,0.0,12.13,8,10.91,185.45,22.0
Mac Jones,JAC,QB,2.0,10.73,202.18,18.71,310.57,28.74,0.65,1963.02,181.45,6.31,9.31,0.86,9.88,0.92,18.9,1.73,28.73,2.67,94.45,8.85,3.36,10.78,1.02,0.59,0.06,1.92,0.18,339.31,31.41,10.78,1.02,0.98,116.18,10.76,11.3,7.61,10.63,7.49,0.57,1.59,0.67,0.41,0.11,0.04,11.92,116.18,10.76,11.3,7.61,10.63,7.49,0.57,1.18,1.08,0.41,0.16,0.04,12.49,116.18,10.76,11.3,7.61,10.63,7.49,0.57,1.59,0.67,0.41,0.11,0.04,11.92,4,5.48,93.15,46.0
Aaron Rodgers,NYJ,QB,1.0,12.9,271.79,15.99,430.21,25.55,0.47,2877.05,169.24,4.98,20.62,1.21,8.28,0.49,29.18,1.96,17.59,1.03,78.23,4.6,3.4,5.41,0.32,0.1,0.01,1.69,0.1,447.8,26.58,5.41,0.32,0.82,197.31,11.61,11.34,4.77,12.01,3.97,3.72,3.18,0.74,1.28,0.14,0.08,12.27,197.31,11.61,11.34,4.77,12.01,3.97,3.72,3.08,0.85,1.28,0.15,0.08,12.45,197.31,11.61,11.34,4.77,12.01,3.97,3.72,3.18,0.74,1.28,0.14,0.08,12.27,8,9.24,157.0,28.0
Zach Wilson,DEN,QB,2.0,11.14,195.57,17.35,332.0,29.59,0.59,2104.43,188.77,6.4,7.43,0.67,7.0,0.64,39.43,3.47,33.71,3.03,179.86,15.79,5.23,7.0,0.64,0.29,0.03,5.29,0.45,365.71,32.62,7.0,0.64,0.98,120.57,10.88,10.35,6.01,11.38,7.86,1.0,1.43,0.86,0.0,0.14,0.0,11.86,120.57,10.88,10.35,6.01,11.38,7.86,1.0,1.43,0.86,0.0,0.14,0.0,12.18,120.57,10.88,10.35,6.01,11.38,7.86,1.0,1.43,0.86,0.0,0.14,0.0,11.86,4,8.68,147.63,32.0
Aidan O'Connell,LV,QB,2.0,9.57,170.86,17.75,271.57,28.19,0.63,1785.14,185.55,6.58,9.14,0.95,4.86,0.5,14.0,1.42,19.86,2.11,24.57,2.66,1.21,9.14,0.98,1.0,0.1,2.0,0.21,291.43,30.3,9.14,0.98,0.95,107.73,11.21,11.3,6.55,11.46,6.29,1.0,1.71,0.29,0.29,0.06,0.03,11.63,107.73,11.21,11.3,6.55,11.46,6.29,1.0,1.71,0.29,0.29,0.06,0.03,12.11,107.73,11.21,11.3,6.55,11.46,6.29,1.0,1.71,0.29,0.29,0.06,0.03,11.63,2,9.66,164.17,26.0
Gardner Minshew II,LV,QB,1.0,11.03,212.85,18.8,329.59,29.03,0.64,2205.82,195.6,6.84,9.92,0.88,9.03,0.85,27.92,2.53,21.62,1.91,63.13,5.38,2.75,5.1,0.45,0.87,0.07,3.95,0.36,351.2,30.93,5.1,0.45,0.95,124.97,10.93,11.23,6.51,11.31,7.36,2.15,0.9,0.26,0.36,0.06,0.04,11.81,124.97,10.93,11.23,6.51,11.31,7.36,2.15,0.9,0.26,0.36,0.06,0.04,12.03,124.97,10.93,11.23,6.51,11.31,7.36,2.15,0.9,0.26,0.36,0.06,0.04,11.81,6,7.69,130.81,40.0
Mason Rudolph,TEN,QB,2.0,6.86,120.0,16.96,184.0,25.64,0.67,1298.28,187.96,7.57,7.29,1.01,6.43,0.8,9.57,1.41,20.71,2.94,78.0,10.04,3.26,10.43,1.44,0.71,0.09,1.0,0.16,204.71,28.59,10.43,1.44,0.81,86.17,12.19,13.43,7.24,12.2,3.71,0.71,1.43,1.0,0.0,0.19,0.0,11.13,86.17,12.19,13.43,7.24,12.2,3.71,0.71,1.71,0.71,0.0,0.1,0.0,11.77,86.17,12.19,13.43,7.24,12.2,3.71,0.71,1.43,1.0,0.0,0.19,0.0,11.13,6,8.21,139.63,36.0
Spencer Rattler,NO,QB,2.0,7.0,130.0,18.57,228.0,32.57,0.57,1317.0,188.14,5.78,4.0,0.57,5.0,0.71,22.0,3.14,18.0,2.57,146.0,20.86,8.11,7.0,1.0,0.0,0.0,3.0,0.43,246.0,35.14,7.0,1.0,0.84,72.2,10.31,9.4,4.36,11.68,4.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,72.2,10.31,9.4,4.36,11.68,4.0,3.0,0.0,0.0,0.0,0.0,0.0,10.5,72.2,10.31,9.4,4.36,11.68,4.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,1,4.72,80.26,49.0
Joshua Dobbs,SF,QB,2.0,5.46,91.79,14.06,144.03,21.76,0.66,905.36,146.81,7.06,4.82,0.79,4.05,0.73,9.59,1.33,26.33,3.85,127.85,15.69,3.68,9.64,1.24,2.82,0.55,2.64,0.45,170.36,25.61,9.64,1.24,0.66,77.35,12.33,10.75,10.23,13.81,2.77,0.26,0.51,0.9,1.03,0.48,0.11,9.08,77.35,12.33,10.75,10.23,13.81,2.77,0.26,0.51,0.9,1.03,0.48,0.11,9.7,77.35,12.33,10.75,10.23,13.81,2.77,0.26,0.51,0.9,1.03,0.48,0.11,9.08,7,11.0,187.05,21.0
