Player,TEAM,POS,DPCHT,G,pass_CMP,pass_CMP_mean,pass_ATT,pass_ATT_mean,pass_PCT,pass_YDS,pass_YDS_mean,pass_Y/A,pass_TD,pass_TD_mean,pass_INT,pass_INT_mean,pass_SACKS,pass_SACKS_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,FL,FL_mean,OPP,OPP_mean,FD,FD_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Russell Wilson,PIT,QB,1.0,14.72,299.46,20.2,452.41,30.57,0.66,3497.05,236.39,7.74,29.46,1.99,7.69,0.52,38.13,2.57,56.54,3.78,283.92,18.79,4.78,19.05,1.28,2.1,0.14,1.87,0.12,508.95,34.34,19.05,1.28,1.0,289.17,19.49,19.51,7.75,19.12,3.74,2.74,2.46,2.79,2.97,0.66,0.26,19.94,289.17,19.49,19.51,7.75,19.12,3.74,2.74,2.46,2.79,2.97,0.66,0.26,20.58,289.17,19.49,19.51,7.75,19.12,3.74,2.74,2.46,2.79,2.97,0.66,0.26,19.94,3,18.3,311.05,12.0
Kirk Cousins,ATL,QB,1.0,15.9,359.44,22.6,537.46,33.78,0.67,4168.9,262.09,7.77,32.79,2.06,8.44,0.53,30.82,1.94,29.97,1.89,120.18,7.54,4.0,10.05,0.63,1.0,0.06,2.87,0.18,567.44,35.67,10.05,0.63,1.0,304.52,19.14,18.96,6.0,20.08,4.41,3.08,1.97,5.33,1.1,0.69,0.08,20.04,304.52,19.14,18.96,6.0,20.08,4.41,3.08,1.97,4.69,1.74,0.69,0.12,20.42,304.52,19.14,18.96,6.0,20.08,4.41,3.08,1.97,5.33,1.1,0.69,0.08,20.04,3,18.49,314.36,11.0
Joe Burrow,CIN,QB,1.0,14.29,336.86,23.89,486.86,34.76,0.69,4061.57,282.65,8.24,28.0,1.89,11.43,0.77,45.57,3.19,39.14,2.84,124.86,9.33,3.2,14.0,1.03,2.29,0.17,2.57,0.2,526.0,37.6,14.0,1.03,0.99,285.39,19.75,18.89,8.01,19.22,3.71,1.86,3.14,3.14,2.43,0.63,0.2,19.75,285.39,19.75,18.89,8.01,19.22,3.71,1.86,3.14,3.14,2.43,0.63,0.2,20.27,285.39,19.75,18.89,8.01,19.22,3.71,1.86,3.14,3.14,2.43,0.63,0.2,19.75,2,18.49,314.41,10.0
Jalen Hurts,PHI,QB,1.0,15.0,211.29,14.09,350.86,23.39,0.58,2548.86,169.92,7.25,13.14,0.88,7.57,0.51,22.29,1.48,117.29,7.82,661.14,44.08,5.63,47.14,3.14,8.0,0.54,2.0,0.13,468.14,31.21,47.14,3.14,1.0,261.49,17.43,16.27,8.03,17.47,5.29,1.71,1.29,2.86,3.86,1.09,0.38,18.04,261.49,17.43,16.27,8.03,17.47,5.29,1.71,1.29,2.86,3.86,1.09,0.38,19.61,261.49,17.43,16.27,8.03,17.47,5.29,1.71,1.29,2.86,3.86,1.09,0.38,18.04,2,21.32,362.39,3.0
Ryan Tannehill,FA,QB,0.0,16.23,330.23,20.23,493.05,30.18,0.67,3654.05,225.44,7.53,24.18,1.51,11.38,0.69,39.46,2.42,50.69,3.13,260.26,16.02,5.18,28.23,1.72,6.69,0.41,3.13,0.19,543.74,33.31,28.23,1.72,1.0,294.39,18.23,16.58,5.91,19.21,6.85,2.31,2.85,2.1,2.13,0.41,0.17,18.34,294.39,18.23,16.58,5.91,19.21,6.85,2.31,2.85,2.1,2.13,0.41,0.17,19.2,294.39,18.23,16.58,5.91,19.21,6.85,2.31,2.85,2.1,2.13,0.41,0.17,18.34,3,19.46,330.79,8.0
Carson Wentz,KC,QB,2.0,15.62,310.56,19.99,505.08,32.68,0.61,3370.03,216.23,6.65,24.18,1.53,9.05,0.63,37.13,2.51,56.23,3.66,233.51,15.56,4.18,22.03,1.46,2.03,0.15,4.95,0.32,561.31,36.35,22.03,1.46,1.0,253.54,16.36,17.72,6.17,17.02,6.18,2.49,3.74,2.59,0.62,0.27,0.06,17.95,253.54,16.36,17.72,6.17,17.02,6.18,2.49,3.74,2.59,0.62,0.27,0.06,18.68,253.54,16.36,17.72,6.17,17.02,6.18,2.49,3.74,2.59,0.62,0.27,0.06,17.95,3,15.88,270.0,17.0
Derek Carr,NO,QB,1.0,16.64,400.62,24.03,586.46,35.18,0.68,4547.33,272.89,7.76,23.82,1.43,12.1,0.72,35.28,2.11,38.41,2.31,113.54,6.84,2.96,10.59,0.64,0.97,0.06,5.56,0.33,624.87,37.49,10.59,0.64,1.0,271.41,16.33,16.7,6.33,16.92,7.54,1.69,3.0,4.15,0.26,0.38,0.02,17.68,271.41,16.33,16.7,6.33,16.92,7.54,1.69,3.0,4.15,0.26,0.38,0.02,18.0,271.41,16.33,16.7,6.33,16.92,7.54,1.69,3.0,4.15,0.26,0.38,0.02,17.68,3,16.5,280.42,15.0
Daniel Jones,MIN,QB,1.0,11.97,249.64,20.89,393.36,32.87,0.63,2621.49,219.28,6.67,11.69,0.98,8.28,0.69,29.54,2.4,61.03,5.16,328.1,27.31,5.39,16.77,1.41,1.74,0.15,4.59,0.37,454.38,38.02,16.77,1.41,1.0,183.32,15.39,15.54,7.76,15.13,6.49,2.38,0.77,0.64,1.69,0.29,0.19,16.66,183.32,15.39,15.54,7.76,15.13,6.49,2.38,0.77,0.64,1.69,0.29,0.19,17.36,183.32,15.39,15.54,7.76,15.13,6.49,2.38,0.77,0.64,1.69,0.29,0.19,16.66,3,11.77,200.17,29.0
Matt Ryan,FA,QB,0.0,16.54,386.59,23.45,582.67,35.36,0.66,4176.26,253.57,7.17,22.15,1.35,11.95,0.73,41.08,2.49,36.56,2.2,91.23,5.57,2.57,8.85,0.54,1.26,0.08,3.85,0.24,619.23,37.56,8.85,0.54,1.0,254.58,15.48,14.33,7.58,15.27,9.05,1.56,1.95,1.72,2.26,0.34,0.16,16.23,254.58,15.48,14.33,7.58,15.27,9.05,1.56,1.95,1.72,2.26,0.34,0.16,16.49,254.58,15.48,14.33,7.58,15.27,9.05,1.56,1.95,1.72,2.26,0.34,0.16,16.23,3,15.98,271.65,16.0
Jared Goff,DET,QB,1.0,14.46,348.1,24.05,522.41,36.07,0.67,3569.15,245.87,6.81,19.56,1.35,10.1,0.69,30.59,2.14,27.36,1.86,85.26,5.93,3.9,6.15,0.42,1.23,0.08,5.38,0.38,549.77,37.93,6.15,0.42,1.0,221.64,15.28,14.27,6.96,15.4,7.69,1.9,2.33,1.64,0.9,0.24,0.07,16.04,221.64,15.28,14.27,6.96,15.4,7.69,1.9,2.33,1.64,0.9,0.24,0.07,16.25,221.64,15.28,14.27,6.96,15.4,7.69,1.9,2.33,1.64,0.9,0.24,0.07,16.04,3,13.45,228.62,24.0
Teddy Bridgewater,DET,QB,2.0,13.85,283.51,20.23,419.33,29.93,0.68,3055.54,217.75,7.26,16.31,1.18,7.51,0.53,29.05,2.07,35.69,2.56,142.67,9.94,3.73,15.28,1.08,2.56,0.17,1.41,0.1,455.03,32.49,15.28,1.08,1.0,208.62,14.87,14.7,6.2,15.57,7.0,1.64,3.31,1.28,0.62,0.16,0.05,15.6,208.62,14.87,14.7,6.2,15.57,7.0,1.64,3.31,1.28,0.62,0.16,0.05,16.14,208.62,14.87,14.7,6.2,15.57,7.0,1.64,3.31,1.28,0.62,0.16,0.05,15.6,3,15.66,266.28,19.0
Baker Mayfield,TB,QB,1.0,14.72,272.9,18.5,447.33,30.35,0.61,3235.59,219.45,7.23,19.82,1.33,12.54,0.86,38.33,2.64,40.44,2.74,142.67,9.68,3.62,13.85,0.93,1.21,0.08,3.15,0.21,487.77,33.09,13.85,0.93,1.0,215.49,14.58,14.55,5.61,15.65,8.44,3.36,1.1,1.05,0.77,0.14,0.06,15.65,215.49,14.58,14.55,5.61,15.65,8.44,3.36,1.1,1.05,0.77,0.14,0.06,16.12,215.49,14.58,14.55,5.61,15.65,8.44,3.36,1.1,1.05,0.77,0.14,0.06,15.65,3,13.11,222.84,25.0
Tua Tagovailoa,MIA,QB,1.0,12.14,241.0,19.76,360.0,29.61,0.67,2413.29,197.6,6.67,14.57,1.19,8.57,0.69,20.0,1.67,40.29,3.34,122.57,10.15,3.04,13.0,1.09,3.0,0.25,1.0,0.09,400.29,32.94,13.0,1.09,0.99,176.47,14.5,15.61,7.45,14.39,5.71,3.43,1.29,0.71,1.0,0.16,0.09,15.49,176.47,14.5,15.61,7.45,14.39,5.71,3.43,1.29,0.71,1.0,0.16,0.09,16.03,176.47,14.5,15.61,7.45,14.39,5.71,3.43,1.29,0.71,1.0,0.16,0.09,15.49,2,12.88,218.9,26.0
Mac Jones,JAC,QB,2.0,17.0,352.0,20.71,521.0,30.65,0.68,3801.0,223.59,7.3,22.0,1.29,13.0,0.76,28.0,1.65,44.0,2.59,129.0,7.59,2.93,22.0,1.29,0.0,0.0,3.0,0.18,565.0,33.24,22.0,1.29,1.0,238.0,14.0,14.6,6.21,14.52,9.0,3.0,2.0,3.0,0.0,0.21,0.0,15.25,238.0,14.0,14.6,6.21,14.52,9.0,3.0,2.0,3.0,0.0,0.21,0.0,15.9,238.0,14.0,14.6,6.21,14.52,9.0,3.0,2.0,3.0,0.0,0.21,0.0,15.25,1,17.76,301.95,13.0
Ben Roethlisberger,FA,QB,0.0,14.31,355.9,24.24,550.08,37.81,0.64,3408.56,232.85,6.14,22.56,1.45,9.08,0.62,27.9,1.85,19.33,1.28,6.74,0.74,0.99,2.69,0.17,0.64,0.04,3.46,0.22,569.41,39.09,2.69,0.17,0.94,218.64,14.58,14.28,5.27,15.74,8.15,2.18,1.92,1.15,0.9,0.15,0.06,15.7,218.64,14.58,14.28,5.27,15.74,8.15,2.18,1.92,1.15,0.9,0.15,0.06,15.78,218.64,14.58,14.28,5.27,15.74,8.15,2.18,1.92,1.15,0.9,0.15,0.06,15.7,3,12.75,216.74,27.0
Sam Darnold,MIN,QB,2.0,12.1,239.41,19.77,398.82,32.94,0.6,2496.18,206.03,6.25,10.03,0.82,12.49,1.03,34.79,2.88,43.64,3.61,204.31,16.98,4.66,17.41,1.45,3.92,0.33,3.38,0.28,442.46,36.56,17.41,1.45,1.0,167.2,13.8,13.5,8.37,13.3,6.77,1.74,1.64,0.46,1.49,0.2,0.15,14.83,167.2,13.8,13.5,8.37,13.3,6.77,1.74,1.64,1.1,0.85,0.2,0.08,15.46,167.2,13.8,13.5,8.37,13.3,6.77,1.74,1.64,0.46,1.49,0.2,0.15,14.83,3,9.29,157.86,34.0
Jimmy Garoppolo,LAR,QB,2.0,12.79,250.79,18.99,367.41,27.88,0.68,3131.33,235.16,8.4,17.38,1.33,10.31,0.81,25.1,1.94,31.64,2.35,45.46,3.65,1.64,11.72,0.85,2.03,0.13,2.44,0.16,399.05,30.22,11.72,0.85,0.94,198.01,14.87,14.1,6.15,15.77,5.9,2.67,2.92,0.36,0.95,0.13,0.07,14.59,198.01,14.87,14.1,6.15,15.77,5.9,2.67,2.92,0.36,0.95,0.13,0.07,15.02,198.01,14.87,14.1,6.15,15.77,5.9,2.67,2.92,0.36,0.95,0.13,0.07,14.59,3,15.41,261.99,20.0
Trevor Lawrence,JAC,QB,1.0,17.0,359.0,21.12,602.0,35.41,0.6,3641.0,214.18,6.05,12.0,0.71,17.0,1.0,32.0,1.88,73.0,4.29,334.0,19.65,4.58,22.0,1.29,2.0,0.12,5.0,0.29,675.0,39.71,22.0,1.29,1.0,216.0,12.71,10.5,5.6,13.52,11.0,2.0,2.0,2.0,0.0,0.13,0.0,13.76,216.0,12.71,10.5,5.6,13.52,11.0,2.0,2.0,2.0,0.0,0.13,0.0,14.41,216.0,12.71,10.5,5.6,13.52,11.0,2.0,2.0,2.0,0.0,0.13,0.0,13.76,1,14.19,241.25,23.0
Zach Wilson,DEN,QB,1.0,13.0,213.0,16.38,383.0,29.46,0.56,2334.0,179.54,6.09,9.0,0.69,11.0,0.85,44.0,3.38,29.0,2.23,185.0,14.23,6.38,10.0,0.77,4.0,0.31,1.0,0.08,412.0,31.69,10.0,0.77,1.0,162.9,12.53,11.4,6.61,12.79,9.0,0.0,2.0,2.0,0.0,0.18,0.0,13.09,162.9,12.53,11.4,6.61,12.79,9.0,0.0,2.0,2.0,0.0,0.18,0.0,13.47,162.9,12.53,11.4,6.61,12.79,9.0,0.0,2.0,2.0,0.0,0.18,0.0,13.09,1,11.84,201.22,28.0
Andy Dalton,CAR,QB,1.0,9.28,183.1,19.45,290.82,30.84,0.63,1885.92,199.55,6.47,10.36,1.09,9.26,1.02,21.49,2.29,20.72,2.19,85.44,9.32,4.32,5.33,0.51,0.41,0.03,1.31,0.13,311.54,33.03,5.33,0.51,0.92,118.78,12.52,13.98,6.8,12.69,4.77,3.28,0.67,0.21,0.36,0.06,0.03,13.1,118.78,12.52,13.98,6.8,12.69,4.77,3.28,0.67,0.21,0.36,0.06,0.03,13.35,118.78,12.52,13.98,6.8,12.69,4.77,3.28,0.67,0.21,0.36,0.06,0.03,13.1,3,6.84,116.29,39.0
Davis Mills,HOU,QB,1.0,13.0,263.0,20.23,394.0,30.31,0.67,2664.0,204.92,6.76,16.0,1.23,10.0,0.77,31.0,2.38,18.0,1.38,44.0,3.38,2.44,5.0,0.38,0.0,0.0,1.0,0.08,412.0,31.69,5.0,0.38,1.0,167.0,12.85,10.7,8.7,12.25,7.0,1.0,2.0,2.0,1.0,0.3,0.08,12.84,167.0,12.85,10.7,8.7,12.25,7.0,1.0,2.0,2.0,1.0,0.3,0.08,13.03,167.0,12.85,10.7,8.7,12.25,7.0,1.0,2.0,2.0,1.0,0.3,0.08,12.84,1,11.01,187.12,30.0
Cam Newton,FA,QB,0.0,9.18,111.41,12.23,184.26,20.95,0.58,1178.41,129.56,5.99,4.62,0.46,5.87,0.62,14.97,1.64,65.77,6.37,299.03,28.45,4.2,27.03,2.59,6.28,0.6,1.1,0.2,250.03,27.31,27.03,2.59,0.87,129.39,12.82,12.0,9.37,12.04,5.59,0.51,0.51,1.41,1.15,0.34,0.13,11.41,129.39,12.82,12.0,9.37,12.04,5.59,0.51,0.51,1.41,1.15,0.34,0.13,12.71,129.39,12.82,12.0,9.37,12.04,5.59,0.51,0.51,1.41,1.15,0.34,0.13,11.41,3,10.05,170.92,33.0
Justin Fields,PIT,QB,2.0,12.0,159.0,13.25,270.0,22.5,0.59,1870.0,155.83,6.93,7.0,0.58,10.0,0.83,36.0,3.0,72.0,6.0,420.0,35.0,5.83,22.0,1.83,2.0,0.17,5.0,0.42,342.0,28.5,22.0,1.83,1.0,136.9,11.41,8.55,7.73,11.2,8.0,1.0,2.0,0.0,1.0,0.09,0.09,11.0,136.9,11.41,8.55,7.73,11.2,8.0,1.0,2.0,0.0,1.0,0.09,0.09,11.92,136.9,11.41,8.55,7.73,11.2,8.0,1.0,2.0,0.0,1.0,0.09,0.09,11.0,1,10.98,186.7,31.0
Jameis Winston,CLE,QB,2.0,7.15,101.67,11.58,170.23,19.46,0.6,1293.23,144.7,7.25,12.36,1.49,5.0,0.47,12.38,1.44,28.62,3.82,130.51,16.42,3.57,13.0,1.74,0.74,0.1,1.15,0.12,198.85,23.28,13.0,1.74,0.81,112.11,13.32,10.68,6.17,13.09,3.9,0.95,0.41,0.1,1.79,0.32,0.3,10.85,112.11,13.32,10.68,6.17,13.09,3.9,0.95,0.41,0.1,1.79,0.32,0.3,11.71,112.11,13.32,10.68,6.17,13.09,3.9,0.95,0.41,0.1,1.79,0.32,0.3,10.85,3,7.97,135.55,36.0
Gardner Minshew II,LV,QB,2.0,5.67,110.9,17.0,170.51,25.58,0.67,1196.13,182.12,7.18,8.82,1.46,2.54,0.4,13.51,2.08,20.08,3.24,87.97,11.37,3.37,5.9,0.86,0.26,0.03,1.74,0.16,190.59,28.82,5.9,0.86,0.7,88.49,13.8,16.52,8.02,13.92,1.82,1.21,1.97,0.56,0.1,0.07,0.01,11.18,88.49,13.8,16.52,8.02,13.92,1.82,1.21,1.97,0.56,0.1,0.07,0.01,11.61,88.49,13.8,16.52,8.02,13.92,1.82,1.21,1.97,0.56,0.1,0.07,0.01,11.18,3,7.42,126.15,37.0
Trevor Siemian,TEN,QB,1.0,5.31,93.52,15.93,162.9,27.84,0.56,995.24,166.22,5.36,9.48,1.58,2.59,0.43,8.03,1.57,7.76,1.29,17.24,2.87,1.91,1.72,0.28,0.86,0.15,0.86,0.15,170.66,29.13,1.72,0.28,0.71,80.36,13.4,11.52,5.64,13.71,2.72,0.86,0.86,0.0,0.86,0.17,0.17,10.47,80.36,13.4,11.52,5.64,13.71,2.72,0.86,0.86,0.0,0.86,0.17,0.17,10.61,80.36,13.4,11.52,5.64,13.71,2.72,0.86,0.86,0.0,0.86,0.17,0.17,10.47,3,6.69,113.71,40.0
Taylor Heinicke,LAC,QB,2.0,10.62,208.85,15.94,321.54,24.67,0.58,2226.79,172.11,6.28,13.08,1.06,9.62,0.6,24.62,1.78,39.23,3.17,206.28,18.18,5.23,13.33,1.31,0.64,0.04,1.28,0.08,360.77,27.83,13.33,1.31,0.74,154.73,12.48,11.33,4.22,9.69,6.13,1.28,1.28,1.28,0.64,0.15,0.04,9.68,154.73,12.48,11.33,4.22,9.69,6.13,1.28,1.28,1.28,0.64,0.15,0.04,10.34,154.73,12.48,11.33,4.22,9.69,6.13,1.28,1.28,1.28,0.64,0.15,0.04,9.68,3,8.87,150.81,35.0
Tyrod Taylor,NYJ,QB,2.0,5.5,73.84,13.13,122.25,21.92,0.6,789.25,142.29,6.46,3.97,0.66,3.91,0.65,10.47,1.85,16.41,3.02,119.5,20.27,6.44,4.12,0.74,2.34,0.39,0.0,0.0,138.66,24.95,4.12,0.74,0.73,69.52,12.04,13.52,7.09,11.91,2.38,1.56,0.78,0.78,0.0,0.16,0.0,9.79,69.52,12.04,13.52,7.09,11.91,2.38,1.56,0.78,0.78,0.0,0.16,0.0,10.16,69.52,12.04,13.52,7.09,11.91,2.38,1.56,0.78,0.78,0.0,0.16,0.0,9.79,3,5.93,100.82,42.0
Taysom Hill,NO,QB,2.0,13.44,72.87,5.6,117.54,9.14,0.61,870.51,67.47,7.59,3.59,0.28,3.72,0.3,9.46,0.71,69.95,5.31,372.92,28.3,5.36,26.41,2.0,5.36,0.4,1.28,0.08,187.49,14.44,26.41,2.0,1.0,125.84,9.5,8.37,8.56,9.07,9.74,1.64,0.26,1.15,0.64,0.16,0.06,8.72,125.84,9.5,8.37,8.56,9.07,9.74,1.64,0.26,1.15,0.64,0.16,0.06,9.72,125.84,9.5,8.37,8.56,9.07,9.74,1.64,0.26,1.15,0.64,0.16,0.06,8.72,3,14.44,245.54,21.0
Drew Lock,NYG,QB,1.0,7.69,118.33,14.22,200.74,23.8,0.6,1361.15,162.86,6.91,6.1,0.67,5.44,0.57,11.15,1.44,19.54,2.31,82.38,10.29,4.74,7.05,0.89,2.05,0.27,1.51,0.19,220.28,26.1,7.05,0.89,0.83,91.5,10.97,8.64,8.06,10.68,5.67,0.26,0.26,1.26,0.26,0.23,0.02,9.11,91.5,10.97,8.64,8.06,10.68,5.67,0.26,0.26,1.26,0.26,0.23,0.02,9.55,91.5,10.97,8.64,8.06,10.68,5.67,0.26,0.26,1.26,0.26,0.23,0.02,9.11,3,7.23,122.99,38.0
Tyler Huntley,MIA,QB,2.0,5.57,88.0,12.88,135.71,19.9,0.64,776.43,112.45,4.96,2.14,0.31,2.86,0.41,12.86,1.84,36.43,6.22,216.57,33.29,5.13,16.0,2.39,1.43,0.21,2.14,0.31,172.14,26.12,16.0,2.39,0.73,62.76,9.26,8.84,8.61,8.52,4.14,0.71,0.0,0.0,0.71,0.12,0.12,8.01,62.76,9.26,8.84,8.61,8.52,4.14,0.71,0.0,0.0,0.71,0.12,0.12,9.2,62.76,9.26,8.84,8.61,8.52,4.14,0.71,0.0,0.0,0.71,0.12,0.12,8.01,2,4.29,72.92,44.0
