Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Eddy Pineiro,CAR,K,1.0,17,22,1.29,26,1.53,0.85,53,30.71,0,0.0,7,0.41,8,0.47,6,0.35,1,0.06,33,1.94,35,2.06,0.94,113,6.65,1.0,107.0,6.29,6.0,3.98,5.57,10,2,2,2,1,0.21,0.06,5.66,107.0,6.29,6.0,3.98,5.57,10,2,2,2,1,0.21,0.06,5.66,107.0,6.29,6.0,3.98,5.57,10,1,3,2,1,0.21,0.06,5.66
Cade York,CIN,K,1.0,6,9,1.5,13,2.17,0.69,59,31.17,0,0.0,5,0.83,2,0.33,1,0.17,1,0.17,16,2.67,17,2.83,0.94,56,9.33,0.78,46.0,7.67,7.5,3.93,6.8,2,2,1,0,1,0.2,0.2,5.62,46.0,7.67,7.5,3.93,6.8,2,2,1,0,1,0.2,0.2,5.62,46.0,7.67,7.5,3.93,6.8,2,2,1,0,1,0.2,0.2,5.62
Cairo Santos,CHI,K,1.0,17,21,1.24,25,1.47,0.84,54,34.12,0,0.0,4,0.24,4,0.24,5,0.29,8,0.47,25,1.47,26,1.53,0.96,101,5.94,1.0,109.0,6.41,6.0,3.74,5.76,10,2,2,1,2,0.21,0.13,5.76,109.0,6.41,6.0,3.74,5.76,10,2,2,3,0,0.21,0.0,5.58,109.0,6.41,6.0,3.74,5.76,10,2,2,2,1,0.21,0.06,5.66
Matt Prater,ARI,K,2.0,4,6,1.5,6,1.5,1.0,57,33.25,0,0.0,1,0.25,1,0.25,3,0.75,1,0.25,10,2.5,10,2.5,1.0,28,7.0,0.65,33.0,8.25,8.5,4.92,6.92,1,0,2,0,1,0.33,0.33,4.99,33.0,8.25,8.5,4.92,6.92,1,1,1,0,1,0.33,0.33,4.99,33.0,8.25,8.5,4.92,6.92,1,1,1,0,1,0.33,0.33,4.99
Zane Gonzalez,WAS,K,2.0,6,5,0.83,7,1.17,0.71,48,28.5,0,0.0,0,0.0,1,0.17,4,0.67,0,0.0,19,3.17,19,3.17,1.0,40,6.67,0.78,38.0,6.33,6.0,2.42,6.34,5,0,0,1,0,0.2,0.0,4.59,38.0,6.33,6.0,2.42,6.34,5,0,0,1,0,0.2,0.0,4.59,38.0,6.33,6.0,2.42,6.34,5,0,0,1,0,0.2,0.0,4.59
Dustin Hopkins,CLE,K,1.0,16,18,1.12,27,1.69,0.67,56,29.56,0,0.0,3,0.19,6,0.38,5,0.31,4,0.25,17,1.06,20,1.25,0.85,101,6.31,1.0,84.0,5.25,4.0,4.42,4.52,10,2,1,3,0,0.23,0.0,4.34,84.0,5.25,4.0,4.42,4.52,10,2,1,2,1,0.23,0.07,4.43,84.0,5.25,4.0,4.42,4.52,10,2,1,3,0,0.23,0.0,4.34
Greg Zuerlein,NYJ,K,2.0,8,9,1.12,15,1.88,0.6,40,24.5,0,0.0,4,0.5,4,0.5,1,0.12,0,0.0,13,1.62,14,1.75,0.93,59,7.38,0.88,41.0,5.12,5.5,3.14,4.81,6,1,1,0,0,0.0,0.0,4.3,41.0,5.12,5.5,3.14,4.81,6,1,1,0,0,0.0,0.0,4.3,41.0,5.12,5.5,3.14,4.81,6,1,1,0,0,0.0,0.0,4.3
Riley Patterson,ATL,K,2.0,5,4,0.8,7,1.4,0.57,52,24.4,0,0.0,0,0.0,3,0.6,0,0.0,1,0.2,16,3.2,16,3.2,1.0,37,7.4,0.72,30.0,6.0,6.0,4.3,5.2,3,1,0,1,0,0.25,0.0,4.0,30.0,6.0,6.0,4.3,5.2,3,1,0,1,0,0.25,0.0,4.0,30.0,6.0,6.0,4.3,5.2,3,0,1,1,0,0.25,0.0,4.0
Graham Gano,NYG,K,1.0,11,9,0.82,11,1.0,0.82,53,24.55,0,0.0,2,0.18,1,0.09,4,0.36,2,0.18,15,1.36,15,1.36,1.0,48,4.36,1.0,50.0,4.55,4.0,3.96,4.02,7,0,4,0,0,0.0,0.0,3.65,50.0,4.55,4.0,3.96,4.02,7,1,3,0,0,0.0,0.0,3.65,50.0,4.55,4.0,3.96,4.02,7,1,3,0,0,0.0,0.0,3.65
Spencer Shrader,KC,K,2.0,4,5,1.25,5,1.25,1.0,45,21.5,0,0.0,2,0.5,1,0.25,2,0.5,0,0.0,9,2.25,9,2.25,1.0,24,6.0,0.65,26.0,6.5,5.0,4.73,5.51,2,1,0,0,1,0.33,0.33,3.65,26.0,6.5,5.0,4.73,5.51,2,1,0,1,0,0.33,0.0,3.38,26.0,6.5,5.0,4.73,5.51,2,1,0,0,1,0.33,0.33,3.65
Jack Browning,TB,K,2.0,5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.0
Michael Palardy,ARI,K,3.0,4,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0.0,0.0,0.0
Jude McAtamney,NYG,K,2.0,1,1,1.0,1,1.0,1.0,31,31.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,1.0,4,4.0,0.28,4.0,4.0,4.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
