Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Daniel Carlson,LV,K,1.0,15.16,25.21,1.65,29.21,1.92,0.85,51.26,36.46,0.0,0.0,11.47,0.72,6.0,0.39,5.21,0.37,2.53,0.17,37.11,2.42,38.68,2.52,0.96,126.32,8.27,1.0,123.0,8.08,7.95,2.8,7.82,3.74,4.89,2.05,2.63,1.84,0.5,0.15,7.88,123.0,8.08,7.95,2.8,7.82,4.0,4.63,2.05,2.63,1.84,0.5,0.15,7.88,123.0,8.08,7.95,2.8,7.82,3.89,4.74,2.05,2.63,1.84,0.5,0.15,7.88,3,7.33,124.63,9.0
Brandon McManus,GB,K,1.0,15.4,28.4,1.85,34.0,2.21,0.83,56.0,40.59,0.0,0.0,6.0,0.39,5.6,0.36,9.2,0.59,7.6,0.5,24.4,1.58,26.6,1.73,0.92,128.6,8.36,1.0,134.0,8.72,8.0,5.26,7.2,4.6,3.0,2.4,2.0,3.4,0.54,0.28,7.9,134.0,8.72,8.0,5.26,7.2,5.0,2.6,2.8,1.6,3.4,0.48,0.28,7.85,134.0,8.72,8.0,5.26,7.2,5.2,2.4,2.4,2.0,3.4,0.54,0.28,7.9,2,7.34,124.71,7.0
Jason Myers,SEA,K,1.0,16.0,25.58,1.6,27.79,1.74,0.93,57.74,35.77,0.0,0.0,3.68,0.23,9.53,0.6,9.53,0.59,2.84,0.17,42.16,2.63,45.95,2.87,0.91,129.32,8.08,1.0,134.11,8.38,8.42,3.75,7.58,4.53,1.84,4.47,3.89,1.26,0.48,0.09,7.9,134.11,8.38,8.42,3.75,7.58,4.84,1.53,4.47,4.42,0.74,0.48,0.05,7.85,134.11,8.38,8.42,3.75,7.58,5.37,1.21,4.26,3.89,1.26,0.48,0.09,7.9,3,6.31,107.22,21.0
Robbie Gould,FA,K,0.0,14.58,23.21,1.59,27.84,1.92,0.83,50.63,33.22,0.0,0.0,6.16,0.43,7.63,0.52,8.05,0.55,1.37,0.09,35.68,2.49,37.37,2.6,0.96,120.89,8.38,1.0,116.11,8.0,8.05,3.72,7.26,4.42,2.26,3.16,2.63,2.11,0.49,0.17,7.76,116.11,8.0,8.05,3.72,7.26,4.84,1.84,3.16,2.0,2.74,0.49,0.24,7.84,116.11,8.0,8.05,3.72,7.26,4.11,2.58,3.16,2.63,2.11,0.49,0.17,7.76,3,4.91,83.4,34.0
Zane Gonzalez,WAS,K,1.0,13.6,22.0,1.57,27.2,1.97,0.79,55.2,34.8,0.0,0.0,7.2,0.5,6.0,0.4,6.8,0.53,2.0,0.15,36.4,2.75,37.4,2.83,0.97,119.0,8.75,1.0,113.2,8.3,7.8,4.13,7.29,4.0,3.4,2.0,1.6,2.6,0.44,0.25,7.76,113.2,8.3,7.8,4.13,7.29,4.0,3.4,1.6,2.0,2.6,0.51,0.25,7.82,113.2,8.3,7.8,4.13,7.29,4.4,2.4,2.6,1.6,2.6,0.44,0.25,7.76,2,7.31,124.22,10.0
Brett Maher,FA,K,0.0,14.2,23.6,1.65,32.4,2.29,0.73,62.6,33.65,0.0,0.0,9.4,0.66,6.0,0.43,3.4,0.22,4.8,0.34,34.4,2.46,34.8,2.49,0.99,132.0,9.34,1.0,118.2,8.3,7.6,4.86,6.99,4.0,3.6,1.8,1.0,3.8,0.5,0.36,7.8,118.2,8.3,7.6,4.86,6.99,5.0,2.6,1.8,1.4,3.4,0.5,0.31,7.75,118.2,8.3,7.6,4.86,6.99,4.4,2.8,2.2,1.0,3.8,0.5,0.36,7.8,3,5.67,96.35,27.0
Joey Slye,NE,K,1.0,16.0,27.4,1.71,34.4,2.15,0.8,55.6,36.53,0.0,0.0,7.8,0.49,8.0,0.5,6.6,0.42,3.8,0.24,32.2,2.01,35.6,2.23,0.91,138.8,8.68,1.0,125.0,7.81,7.9,3.79,7.0,5.2,2.8,2.4,3.8,1.8,0.54,0.13,7.63,125.0,7.81,7.9,3.79,7.0,5.4,2.6,2.4,4.2,1.4,0.54,0.1,7.58,125.0,7.81,7.9,3.79,7.0,6.2,1.8,2.4,4.2,1.4,0.54,0.1,7.58,2,5.96,101.39,25.0
Dustin Hopkins,CLE,K,1.0,16.0,26.16,1.63,31.68,1.98,0.83,52.68,35.08,0.0,0.0,5.63,0.35,7.32,0.46,10.79,0.67,2.42,0.15,26.11,1.63,27.58,1.72,0.95,122.63,7.67,1.0,120.21,7.51,7.63,4.05,6.64,6.95,1.16,2.37,3.53,2.0,0.53,0.14,7.28,120.21,7.51,7.63,4.05,6.64,6.74,1.58,2.16,3.32,2.21,0.53,0.16,7.3,120.21,7.51,7.63,4.05,6.64,6.74,1.58,2.16,3.53,2.0,0.53,0.14,7.28,3,6.75,114.75,18.0
Randy Bullock,FA,K,0.0,14.11,22.47,1.61,26.95,1.94,0.83,54.79,37.81,0.0,0.0,5.42,0.37,7.16,0.53,7.74,0.55,2.16,0.16,27.16,1.93,28.37,2.02,0.96,109.21,7.84,1.0,106.63,7.65,7.61,4.08,6.73,6.58,0.89,2.26,3.11,1.26,0.5,0.12,7.25,106.63,7.65,7.61,4.08,6.73,6.37,1.32,2.05,3.11,1.26,0.5,0.12,7.25,106.63,7.65,7.61,4.08,6.73,6.05,1.42,2.26,2.58,1.79,0.5,0.15,7.3,3,5.03,85.54,33.0
Matt Prater,ARI,K,1.0,16.0,24.05,1.5,29.79,1.86,0.81,57.0,31.85,0.0,0.0,7.05,0.44,6.47,0.4,4.84,0.3,5.68,0.36,35.37,2.21,37.11,2.32,0.96,126.47,7.9,1.0,124.64,7.79,7.45,4.94,6.54,6.42,2.21,1.95,2.74,2.68,0.52,0.2,7.25,124.64,7.79,7.45,4.94,6.54,6.42,2.53,1.63,2.74,2.68,0.52,0.2,7.25,124.64,7.79,7.45,4.94,6.54,6.37,2.26,2.16,2.53,2.68,0.48,0.2,7.22,3,7.33,124.64,8.0
Mason Crosby,FA,K,0.0,16.0,20.84,1.31,22.95,1.43,0.93,55.21,32.72,0.79,0.05,1.95,0.12,7.95,0.5,6.89,0.43,3.26,0.2,47.74,2.98,50.37,3.15,0.95,119.21,7.45,1.0,123.68,7.73,7.16,3.97,6.85,6.21,2.95,1.89,2.58,2.37,0.46,0.2,7.14,123.68,7.73,7.16,3.97,6.85,6.26,2.89,1.89,3.42,1.53,0.46,0.13,7.05,123.68,7.73,7.16,3.97,6.85,6.16,3.0,1.89,2.58,2.37,0.46,0.2,7.14,3,5.14,87.33,30.0
Chris Boswell,PIT,K,1.0,14.37,20.89,1.45,23.47,1.62,0.88,54.58,32.36,0.32,0.02,6.47,0.44,5.89,0.41,7.21,0.5,1.0,0.07,34.0,2.4,36.95,2.61,0.93,107.37,7.47,1.0,106.76,7.44,7.74,3.39,6.85,5.26,2.58,3.26,2.26,1.0,0.31,0.07,7.06,106.76,7.44,7.74,3.39,6.85,5.47,2.58,3.05,2.47,0.79,0.31,0.06,7.04,106.76,7.44,7.74,3.39,6.85,5.32,1.84,3.95,2.16,1.11,0.31,0.08,7.07,3,6.11,103.84,24.0
Nick Folk,TEN,K,1.0,12.4,21.2,1.77,23.6,2.02,0.89,51.0,34.99,0.4,0.06,5.6,0.51,5.4,0.44,8.2,0.64,1.6,0.13,22.8,1.81,24.6,1.92,0.95,95.4,7.99,0.94,97.8,8.04,8.1,3.49,7.38,5.0,1.8,3.0,1.0,1.6,0.3,0.15,7.02,97.8,8.04,8.1,3.49,7.38,4.6,2.2,3.0,1.0,1.6,0.3,0.15,7.02,97.8,8.04,8.1,3.49,7.38,4.4,2.4,3.0,1.4,1.2,0.3,0.08,6.94,2,6.26,106.49,22.0
Michael Badgley,DET,K,1.0,12.53,18.63,1.48,24.05,1.87,0.8,53.0,30.73,0.0,0.0,6.21,0.5,4.53,0.35,6.74,0.55,1.16,0.08,28.74,2.3,30.37,2.41,0.95,102.53,8.03,0.97,93.68,7.46,7.95,4.43,6.43,5.74,0.21,3.32,1.79,1.47,0.37,0.13,6.98,93.68,7.46,7.95,4.43,6.43,5.42,0.32,3.53,1.58,1.68,0.37,0.16,7.01,93.68,7.46,7.95,4.43,6.43,5.42,0.32,3.53,1.79,1.47,0.37,0.13,6.98,3,5.73,97.48,26.0
Adam Vinatieri,FA,K,0.0,13.6,19.4,1.43,25.8,1.92,0.75,54.6,30.8,0.0,0.0,6.8,0.5,6.0,0.45,3.8,0.27,2.8,0.2,30.8,2.2,35.6,2.57,0.85,113.0,8.35,1.0,98.4,7.15,6.9,3.82,6.39,6.2,1.6,0.8,3.0,2.0,0.6,0.18,7.04,98.4,7.15,6.9,3.82,6.39,6.2,1.2,1.6,2.6,2.0,0.51,0.18,6.97,98.4,7.15,6.9,3.82,6.39,6.2,1.6,0.8,3.0,2.0,0.6,0.18,7.04,3,4.56,77.45,39.0
Cairo Santos,CHI,K,1.0,11.05,18.42,1.47,21.79,1.94,0.75,52.26,33.97,0.21,0.02,5.11,0.36,6.32,0.5,5.53,0.46,1.26,0.12,25.47,2.34,26.16,2.39,0.98,91.53,8.2,0.9,88.79,7.45,7.82,4.1,6.6,3.95,1.95,2.53,0.89,1.74,0.3,0.19,6.59,88.79,7.45,7.82,4.1,6.6,4.11,1.79,2.53,0.89,1.74,0.3,0.19,6.59,88.79,7.45,7.82,4.1,6.6,4.21,1.68,2.74,0.68,1.74,0.26,0.19,6.55,3,7.3,124.12,11.0
Ryan Succop,FA,K,0.0,13.16,19.05,1.21,22.89,1.59,0.66,44.84,25.43,0.47,0.03,5.79,0.36,7.32,0.48,4.37,0.27,1.11,0.07,38.11,2.99,41.42,3.22,0.92,110.11,7.97,0.95,101.84,7.05,6.55,3.43,6.4,5.21,2.21,3.21,0.42,2.11,0.2,0.17,6.29,101.84,7.05,6.55,3.43,6.4,5.21,2.21,3.42,0.21,2.11,0.19,0.17,6.26,101.84,7.05,6.55,3.43,6.4,5.26,2.16,3.21,0.42,2.11,0.2,0.17,6.29,3,6.33,107.65,20.0
Dan Bailey,FA,K,0.0,15.58,20.05,1.29,25.47,1.65,0.77,51.84,27.07,0.0,0.0,7.05,0.45,6.58,0.43,4.32,0.28,2.11,0.13,36.47,2.33,40.79,2.61,0.9,117.21,7.54,1.0,105.16,6.76,6.24,4.07,5.93,7.68,2.68,1.32,2.21,1.68,0.37,0.14,6.24,105.16,6.76,6.24,4.07,5.93,6.95,2.95,1.79,2.0,1.89,0.37,0.16,6.26,105.16,6.76,6.24,4.07,5.93,7.16,3.05,1.47,2.21,1.68,0.37,0.14,6.24,3,4.71,80.06,37.0
Eddy Pineiro,CAR,K,1.0,16.0,23.0,1.44,28.0,1.75,0.82,53.0,27.5,1.0,0.06,8.0,0.5,9.0,0.56,3.0,0.19,2.0,0.12,27.0,1.69,29.0,1.81,0.93,113.0,7.06,1.0,103.0,6.44,6.5,4.02,5.68,7.0,5.0,0.0,2.0,2.0,0.33,0.14,6.19,103.0,6.44,6.5,4.02,5.68,7.0,5.0,0.0,2.0,2.0,0.33,0.14,6.19,103.0,6.44,6.5,4.02,5.68,8.0,4.0,0.0,2.0,2.0,0.33,0.14,6.19,2,6.16,104.65,23.0
Stephen Gostkowski,FA,K,0.0,11.74,16.42,1.48,21.58,1.87,0.78,49.95,31.9,0.0,0.0,3.89,0.36,4.95,0.5,3.53,0.29,3.74,0.25,35.58,2.97,38.0,3.36,0.89,102.74,8.98,0.89,94.89,7.94,7.05,5.59,6.48,4.53,1.95,2.63,1.42,1.21,0.3,0.17,6.16,94.89,7.94,7.05,5.59,6.48,4.32,2.79,2.0,1.42,1.21,0.3,0.17,6.16,94.89,7.94,7.05,5.59,6.48,3.79,2.89,2.42,1.42,1.21,0.3,0.17,6.16,3,4.84,82.22,35.0
Matt Bryant,FA,K,0.0,10.0,13.4,1.29,16.8,1.7,0.76,54.0,38.34,0.0,0.0,2.2,0.2,3.8,0.38,4.6,0.44,2.8,0.27,21.6,2.07,23.0,2.2,0.93,73.4,7.29,0.93,72.0,6.92,6.8,3.52,6.3,4.4,2.0,1.0,1.4,1.2,0.33,0.12,6.13,72.0,6.92,6.8,3.52,6.3,3.8,2.2,1.4,1.4,1.2,0.33,0.12,6.13,72.0,6.92,6.8,3.52,6.3,3.2,3.2,1.6,0.8,1.2,0.25,0.12,6.03,3,5.17,87.97,29.0
Josh Lambo,FA,K,0.0,9.68,16.79,1.55,17.53,1.6,0.97,57.63,35.05,0.0,0.0,4.63,0.3,5.47,0.54,3.63,0.32,3.05,0.38,13.79,1.63,15.26,1.9,0.88,67.84,6.71,0.83,73.89,7.37,7.71,4.6,6.3,3.47,1.37,1.95,1.0,1.89,0.39,0.17,5.89,73.89,7.37,7.71,4.6,6.3,3.47,1.37,1.95,1.53,1.37,0.39,0.11,5.83,73.89,7.37,7.71,4.6,6.3,3.0,2.05,1.74,1.21,1.68,0.39,0.14,5.87,3,2.89,49.18,42.0
Jake Elliott,PHI,K,1.0,16.0,19.05,1.19,23.74,1.48,0.8,54.11,31.31,0.0,0.0,4.16,0.26,7.47,0.47,5.42,0.34,2.0,0.12,29.37,1.84,31.37,1.96,0.93,102.58,6.41,1.0,95.63,5.98,5.61,3.21,5.58,9.74,3.05,0.53,1.68,1.0,0.23,0.07,5.49,95.63,5.98,5.61,3.21,5.58,10.0,2.58,0.42,2.0,1.0,0.26,0.07,5.52,95.63,5.98,5.61,3.21,5.58,9.63,2.95,0.42,2.0,1.0,0.26,0.07,5.52,3,6.81,115.74,16.0
Sam Sloman,FA,K,0.0,8.0,10.0,1.25,13.0,1.62,0.77,47.0,33.25,0.0,0.0,2.0,0.25,6.0,0.75,2.0,0.25,0.0,0.0,23.0,2.88,26.0,3.25,0.88,65.0,8.12,0.88,55.0,6.88,6.0,2.3,6.98,4.0,3.0,0.0,1.0,0.0,0.14,0.0,5.48,55.0,6.88,6.0,2.3,6.98,4.0,3.0,0.0,1.0,0.0,0.14,0.0,5.48,55.0,6.88,6.0,2.3,6.98,4.0,3.0,0.0,1.0,0.0,0.14,0.0,5.48,1,4.16,70.76,40.0
Cody Parkey,FA,K,0.0,11.74,14.79,1.14,17.68,1.33,0.89,48.42,28.66,0.0,0.0,3.63,0.24,3.37,0.22,7.26,0.59,0.53,0.09,30.79,2.31,33.63,2.55,0.89,86.68,6.53,0.89,83.47,6.5,5.63,4.38,5.7,5.05,2.05,0.89,3.05,0.68,0.44,0.05,5.39,83.47,6.5,5.63,4.38,5.7,5.42,1.89,0.68,2.74,1.0,0.44,0.15,5.48,83.47,6.5,5.63,4.38,5.7,5.21,1.89,0.89,2.84,0.89,0.44,0.06,5.41,3,4.14,70.31,41.0
Aldrick Rosas,FA,K,0.0,11.26,14.32,1.29,17.53,1.64,0.77,51.79,28.11,0.0,0.0,5.21,0.47,5.26,0.42,1.58,0.1,2.26,0.29,21.84,1.81,23.32,1.9,0.96,75.89,6.81,0.9,70.89,6.35,6.13,3.98,5.63,6.11,1.47,1.42,1.37,0.89,0.28,0.12,5.3,70.89,6.35,6.13,3.98,5.63,6.74,0.84,1.21,1.05,1.42,0.33,0.17,5.39,70.89,6.35,6.13,3.98,5.63,6.16,1.42,1.21,1.58,0.89,0.33,0.12,5.34,3,4.77,81.15,36.0
Chase McLaughlin,TB,K,1.0,6.8,9.6,1.26,12.2,1.59,0.79,51.2,32.74,0.4,0.04,2.6,0.33,2.2,0.29,2.6,0.33,1.8,0.26,13.4,1.69,14.0,1.84,0.9,50.6,6.61,0.79,48.4,6.31,5.6,3.55,5.73,3.0,0.8,0.4,2.2,0.4,0.53,0.04,4.92,48.4,6.31,5.6,3.55,5.73,3.0,0.4,0.8,1.8,0.8,0.53,0.09,4.98,48.4,6.31,5.6,3.55,5.73,3.0,0.4,0.8,2.2,0.4,0.53,0.04,4.92,2,5.13,87.27,31.0
Sam Ficken,FA,K,0.0,9.42,12.37,1.19,16.26,1.68,0.7,49.79,24.07,0.0,0.0,3.0,0.31,5.26,0.57,2.68,0.2,1.42,0.12,15.05,2.17,17.42,2.39,0.87,66.21,7.41,0.85,57.68,6.17,5.63,4.67,5.36,5.58,0.32,1.0,1.42,1.11,0.3,0.1,4.73,57.68,6.17,5.63,4.67,5.36,5.26,1.32,0.32,0.79,1.74,0.3,0.17,4.81,57.68,6.17,5.63,4.67,5.36,5.26,1.11,0.53,1.42,1.11,0.3,0.1,4.73,3,4.58,77.91,38.0
Graham Gano,NYG,K,1.0,10.42,17.63,1.17,18.53,1.23,0.64,39.32,23.31,0.0,0.0,2.53,0.17,7.0,0.45,5.11,0.33,3.0,0.2,16.26,1.15,17.84,1.26,0.62,73.42,4.95,0.77,80.26,5.37,4.71,3.5,4.47,4.63,1.63,1.84,0.0,2.32,0.2,0.2,4.67,80.26,5.37,4.71,3.5,4.47,4.63,1.42,2.05,0.0,2.32,0.2,0.2,4.67,80.26,5.37,4.71,3.5,4.47,4.16,2.11,1.84,0.0,2.32,0.2,0.2,4.67,3,7.49,127.35,6.0
Austin Seibert,WAS,K,2.0,9.4,13.6,1.34,17.0,1.8,0.75,50.0,28.12,0.0,0.0,2.4,0.15,6.6,0.82,4.2,0.34,0.4,0.02,16.8,1.71,19.4,1.96,0.88,70.4,7.37,0.83,62.6,6.14,4.6,5.14,5.16,3.8,1.6,1.4,1.2,1.4,0.33,0.21,4.6,62.6,6.14,4.6,5.14,5.16,3.8,1.6,1.4,0.8,1.8,0.33,0.24,4.64,62.6,6.14,4.6,5.14,5.16,4.2,1.2,1.4,1.2,1.4,0.33,0.21,4.6,2,7.71,131.08,5.0
Mike Nugent,FA,K,0.0,4.11,6.16,1.57,7.58,1.87,0.82,43.0,30.77,0.0,0.0,2.05,0.52,2.53,0.6,1.37,0.38,0.21,0.07,8.89,2.06,9.42,2.19,0.94,32.16,7.81,0.65,29.16,7.27,7.45,3.94,6.82,1.11,0.79,1.74,0.0,0.47,0.16,0.16,4.44,29.16,7.27,7.45,3.94,6.82,1.11,0.79,1.53,0.21,0.47,0.26,0.16,4.51,29.16,7.27,7.45,3.94,6.82,1.11,1.21,1.32,0.0,0.47,0.16,0.16,4.44,3,0.0,0.0,50.0
Sergio Castillo,FA,K,0.0,6.0,8.0,1.33,13.0,2.17,0.62,55.0,36.17,0.0,0.0,1.0,0.17,3.0,0.5,2.0,0.33,2.0,0.33,6.0,1.0,7.0,1.17,0.86,46.0,7.67,0.78,36.0,6.0,4.0,4.34,5.19,4.0,0.0,0.0,2.0,0.0,0.5,0.0,3.94,36.0,6.0,4.0,4.34,5.19,4.0,0.0,0.0,2.0,0.0,0.5,0.0,3.94,36.0,6.0,4.0,4.34,5.19,4.0,0.0,0.0,2.0,0.0,0.5,0.0,3.94,1,0.0,0.0,50.0
Kai Forbath,LAR,K,1.0,3.16,5.26,1.45,5.95,1.76,0.8,35.32,28.09,0.0,0.0,2.0,0.74,0.53,0.13,2.42,0.51,0.32,0.06,6.0,1.85,6.79,2.15,0.88,24.63,7.42,0.55,24.84,6.84,6.89,3.26,5.92,2.0,0.0,0.21,0.32,0.63,0.47,0.21,3.92,24.84,6.84,6.89,3.26,5.92,2.0,0.21,0.0,0.32,0.63,0.47,0.21,3.92,24.84,6.84,6.89,3.26,5.92,2.0,0.0,0.21,0.32,0.63,0.47,0.21,3.92,3,0.0,0.0,50.0
Stephen Hauschka,FA,K,0.0,8.89,11.58,0.73,15.68,1.87,0.42,27.47,16.93,0.0,0.0,2.21,0.14,3.89,0.24,4.0,0.25,1.16,0.07,15.68,1.87,16.53,1.92,0.97,63.58,7.53,0.66,55.79,4.37,4.21,2.12,3.02,5.0,0.53,1.58,0.95,0.84,0.14,0.06,3.15,55.79,4.37,4.21,2.12,3.02,4.47,1.05,1.58,0.95,0.84,0.14,0.06,3.15,55.79,4.37,4.21,2.12,3.02,4.16,1.37,1.58,0.95,0.84,0.14,0.06,3.15,3,6.68,113.59,19.0
