Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Greg Zuerlein,NYJ,K,1.0,13.0,28.79,2.27,31.95,2.53,0.89,55.58,39.04,0.32,0.02,7.84,0.63,10.11,0.8,6.32,0.48,4.21,0.33,35.32,2.8,36.42,2.89,0.97,132.26,10.47,1.0,136.42,10.76,11.21,4.38,9.42,3.47,1.42,1.26,1.58,5.26,1.85,0.9,11.55,136.42,10.76,11.21,4.38,9.42,3.47,0.47,2.21,2.53,4.32,1.85,0.6,11.32,136.42,10.76,11.21,4.38,9.42,3.26,0.68,2.21,1.58,5.26,1.85,0.9,11.55,3,7.71,131.03,3.0
Justin Tucker,BAL,K,1.0,16.0,35.32,2.21,38.37,2.4,0.92,56.53,41.39,0.0,0.0,8.74,0.55,9.84,0.61,10.68,0.67,6.05,0.38,35.05,2.19,35.53,2.22,0.99,150.63,9.41,1.0,163.79,10.24,10.5,4.26,8.9,2.68,1.47,2.53,4.21,5.11,1.41,0.48,10.52,163.79,10.24,10.5,4.26,8.9,3.0,1.16,2.05,4.58,5.21,1.59,0.48,10.64,163.79,10.24,10.5,4.26,8.9,3.47,1.16,2.37,3.63,5.37,1.29,0.51,10.49,3,8.41,143.0,1.0
Harrison Butker,KC,K,1.0,14.8,29.6,2.07,33.0,2.31,0.89,53.6,36.29,0.0,0.0,8.6,0.58,10.6,0.76,7.6,0.54,2.8,0.2,50.2,3.3,52.6,3.45,0.96,151.6,10.37,1.0,152.2,10.44,10.2,4.39,9.01,2.6,2.0,4.4,1.0,4.8,0.74,0.54,10.1,152.2,10.44,10.2,4.39,9.01,3.2,1.4,5.0,1.0,4.2,0.67,0.48,9.95,152.2,10.44,10.2,4.39,9.01,2.6,2.6,3.8,1.6,4.2,0.74,0.48,10.03,2,6.88,116.89,9.0
Matt Bryant,FA,K,0.0,14.58,27.37,1.85,30.05,2.02,0.92,57.42,40.84,0.32,0.02,6.32,0.42,7.0,0.47,8.05,0.55,5.68,0.38,38.47,2.63,39.63,2.72,0.97,129.79,8.78,1.0,140.0,9.49,9.32,4.23,8.29,3.42,1.89,1.95,3.37,3.95,1.05,0.37,9.38,140.0,9.49,9.32,4.23,8.29,3.42,1.32,2.74,3.37,3.74,0.97,0.34,9.31,140.0,9.49,9.32,4.23,8.29,3.42,1.89,2.16,3.37,3.74,0.97,0.34,9.31,3,6.02,102.34,15.0
Wil Lutz,DEN,K,1.0,16.0,28.95,1.81,32.74,2.05,0.88,54.32,39.33,0.68,0.04,7.0,0.44,7.42,0.46,11.0,0.69,2.84,0.18,49.79,3.11,51.42,3.21,0.97,149.63,9.35,1.0,153.44,9.59,8.74,3.87,8.59,2.37,4.05,3.05,3.05,3.47,0.69,0.28,8.98,153.44,9.59,8.74,3.87,8.59,1.89,3.79,3.47,2.37,4.47,0.76,0.39,9.15,153.44,9.59,8.74,3.87,8.59,2.37,4.53,2.26,3.26,3.58,0.76,0.29,9.05,3,7.89,134.19,2.0
Stephen Gostkowski,FA,K,0.0,16.0,30.16,1.89,34.53,2.16,0.87,55.37,34.69,0.0,0.0,12.16,0.76,9.05,0.56,6.32,0.39,2.63,0.16,47.11,2.94,48.84,3.05,0.97,152.42,9.52,1.0,149.16,9.32,9.26,4.34,8.07,4.16,1.42,5.37,1.37,3.68,0.6,0.33,8.89,149.16,9.32,9.26,4.34,8.07,3.68,3.32,3.53,2.32,3.16,0.68,0.26,8.89,149.16,9.32,9.26,4.34,8.07,3.74,2.32,4.47,2.32,3.16,0.68,0.26,8.89,3,5.31,90.29,22.0
Ka'imi Fairbairn,HOU,K,1.0,16.0,30.2,1.89,35.2,2.2,0.85,54.4,32.85,0.6,0.04,6.6,0.41,9.8,0.61,9.6,0.6,3.6,0.23,36.2,2.26,38.6,2.41,0.93,144.2,9.02,1.0,143.6,8.97,8.3,5.31,7.39,5.6,1.4,3.0,1.6,4.4,0.69,0.42,8.38,143.6,8.97,8.3,5.31,7.39,4.6,3.0,2.0,2.0,4.4,0.73,0.42,8.42,143.6,8.97,8.3,5.31,7.39,4.6,1.8,3.6,1.6,4.4,0.69,0.42,8.38,2,7.27,123.52,8.0
Adam Vinatieri,FA,K,0.0,15.68,25.74,1.65,30.05,1.93,0.85,54.0,35.33,0.0,0.0,7.89,0.51,6.53,0.42,6.37,0.4,4.95,0.32,37.05,2.35,39.11,2.48,0.95,129.26,8.24,1.0,130.53,8.32,8.68,4.25,7.24,4.79,1.74,1.79,5.47,1.89,0.9,0.14,8.3,130.53,8.32,8.68,4.25,7.24,4.47,1.58,2.74,5.0,1.89,0.79,0.14,8.22,130.53,8.32,8.68,4.25,7.24,4.79,1.74,2.32,4.53,2.32,0.8,0.18,8.26,3,5.21,88.54,26.0
Jake Elliott,PHI,K,1.0,15.6,26.0,1.66,31.0,1.99,0.84,58.0,35.48,0.0,0.0,6.2,0.4,7.6,0.48,9.0,0.58,3.2,0.2,35.4,2.28,37.8,2.43,0.94,130.8,8.4,1.0,128.8,8.28,8.5,4.08,7.28,4.2,2.8,1.8,5.4,1.4,0.82,0.1,8.14,128.8,8.28,8.5,4.08,7.28,5.4,1.0,2.4,5.0,1.8,0.82,0.14,8.19,128.8,8.28,8.5,4.08,7.28,4.8,1.6,2.4,5.4,1.4,0.82,0.1,8.14,2,6.69,113.75,10.0
Matt Prater,ARI,K,1.0,16.0,29.26,1.83,33.79,2.11,0.87,56.11,38.93,0.63,0.04,7.16,0.45,9.68,0.6,6.68,0.42,5.11,0.32,33.37,2.09,34.11,2.13,0.98,135.47,8.47,1.0,140.09,8.76,8.32,4.17,7.66,3.21,3.95,2.89,3.16,2.79,0.61,0.21,8.19,140.09,8.76,8.32,4.17,7.66,3.74,3.63,2.68,3.26,2.68,0.61,0.2,8.18,140.09,8.76,8.32,4.17,7.66,4.47,2.47,3.58,2.47,3.0,0.52,0.23,8.15,3,7.63,129.63,5.0
