Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Stephen Gostkowski,FA,K,0.0,16.0,33.05,2.07,37.42,2.34,0.88,52.84,38.31,0.68,0.04,8.84,0.55,10.37,0.64,9.95,0.62,3.21,0.2,54.11,3.38,54.11,3.38,1.0,166.37,10.4,1.0,169.63,10.6,10.68,2.84,10.21,1.11,1.79,4.05,4.16,4.89,1.35,0.49,11.17,169.63,10.6,10.68,2.84,10.21,0.79,2.53,3.95,4.53,4.21,1.23,0.39,11.01,169.63,10.6,10.68,2.84,10.21,0.63,2.26,3.74,4.95,4.42,1.52,0.41,11.18,3,6.63,112.74,5.0
Adam Vinatieri,FA,K,0.0,15.53,29.63,1.92,35.05,2.27,0.85,52.53,35.85,0.32,0.02,6.84,0.44,7.26,0.48,11.63,0.76,3.58,0.23,32.84,2.12,32.84,2.12,1.0,138.0,8.93,1.0,140.53,9.1,9.47,4.37,7.85,4.58,1.89,2.11,3.05,3.89,1.14,0.39,9.26,140.53,9.1,9.47,4.37,7.85,4.58,2.21,2.26,2.11,4.37,0.9,0.49,9.21,140.53,9.1,9.47,4.37,7.85,5.05,1.42,2.58,2.11,4.37,0.9,0.49,9.21,3,5.91,100.44,15.0
Blair Walsh,FA,K,0.0,16.0,29.6,1.85,33.2,2.08,0.89,54.8,34.9,0.0,0.0,8.2,0.51,10.4,0.65,5.8,0.36,5.2,0.32,40.2,2.51,40.8,2.55,0.99,140.4,8.78,1.0,145.2,9.07,9.4,4.96,7.59,4.6,1.6,3.0,3.8,3.0,0.76,0.28,8.81,145.2,9.07,9.4,4.96,7.59,5.2,1.0,2.6,4.2,3.0,0.88,0.28,8.88,145.2,9.07,9.4,4.96,7.59,4.6,1.6,3.4,3.4,3.0,0.67,0.28,8.74,2,5.42,92.19,22.0
Matt Prater,ARI,K,1.0,16.0,24.05,1.5,27.68,1.73,0.87,59.47,33.83,1.26,0.08,5.16,0.32,7.21,0.45,6.0,0.37,4.42,0.28,59.21,3.7,59.21,3.7,1.0,142.26,8.89,1.0,146.21,9.14,9.03,4.02,8.03,4.95,1.63,2.79,3.32,3.32,0.77,0.29,8.86,146.21,9.14,9.03,4.02,8.03,4.89,1.68,2.79,3.32,3.32,0.77,0.29,8.86,146.21,9.14,9.03,4.02,8.03,4.95,1.95,2.16,3.95,3.0,0.84,0.26,8.88,3,7.85,133.53,2.0
Justin Tucker,BAL,K,1.0,16.0,34.8,2.18,37.8,2.36,0.92,59.0,37.85,0.0,0.0,9.2,0.57,10.4,0.65,10.0,0.62,5.2,0.33,32.4,2.02,32.4,2.02,1.0,145.8,9.11,1.0,157.2,9.82,8.6,5.38,8.1,4.6,2.2,3.2,1.4,4.6,0.6,0.4,8.76,157.2,9.82,8.6,5.38,8.1,4.6,2.2,2.6,2.0,4.6,0.71,0.4,8.85,157.2,9.82,8.6,5.38,8.1,4.6,2.2,3.2,1.4,4.6,0.6,0.4,8.76,2,8.14,138.43,1.0
Connor Barth,FA,K,0.0,15.4,27.2,1.77,31.0,2.02,0.88,56.2,36.22,0.0,0.0,6.6,0.43,3.8,0.24,12.4,0.8,4.4,0.29,32.6,2.14,32.6,2.14,1.0,125.6,8.2,1.0,135.4,8.83,9.0,4.4,7.65,4.2,2.4,2.4,2.6,3.8,0.82,0.36,8.73,135.4,8.83,9.0,4.4,7.65,4.8,1.8,2.4,2.2,4.2,0.82,0.39,8.77,135.4,8.83,9.0,4.4,7.65,4.6,2.4,2.0,2.8,3.6,0.82,0.31,8.7,3,6.06,103.05,13.0
Phil Dawson,FA,K,0.0,16.0,29.37,1.83,32.95,2.06,0.89,54.63,35.1,0.0,0.0,9.68,0.61,6.0,0.38,7.89,0.49,5.79,0.36,34.21,2.14,34.21,2.14,1.0,133.05,8.31,1.0,141.79,8.86,9.11,4.36,7.65,4.74,1.21,3.58,4.21,2.26,0.69,0.17,8.51,141.79,8.86,9.11,4.36,7.65,4.53,1.32,3.21,4.21,2.74,0.79,0.22,8.64,141.79,8.86,9.11,4.36,7.65,4.53,1.42,3.11,4.21,2.74,0.79,0.22,8.64,3,5.74,97.62,17.0
David Akers,FA,K,0.0,16.0,27.42,1.71,35.58,2.22,0.77,56.58,35.36,1.21,0.07,8.26,0.52,9.05,0.57,5.37,0.34,3.53,0.22,40.95,2.56,40.95,2.56,1.0,147.68,9.23,1.0,136.6,8.54,8.55,3.62,7.81,4.11,3.05,3.68,2.47,2.68,0.72,0.33,8.45,136.6,8.54,8.55,3.62,7.81,4.42,2.74,3.47,2.47,2.89,0.89,0.41,8.57,136.6,8.54,8.55,3.62,7.81,4.11,3.05,4.32,1.63,2.89,0.63,0.41,8.41,3,5.36,91.13,26.0
Nick Novak,FA,K,0.0,14.84,27.47,1.82,31.0,2.06,0.89,50.95,34.98,0.79,0.05,8.16,0.54,8.89,0.59,7.21,0.47,2.42,0.16,38.95,2.62,38.95,2.62,1.0,131.95,8.79,1.0,133.42,8.89,8.37,4.16,7.77,5.26,1.26,2.16,3.32,2.84,0.78,0.23,8.42,133.42,8.89,8.37,4.16,7.77,5.58,1.26,1.84,2.84,3.32,0.78,0.29,8.49,133.42,8.89,8.37,4.16,7.77,5.05,1.47,2.58,2.42,3.32,0.65,0.29,8.4,3,5.94,100.94,14.0
Dan Bailey,FA,K,0.0,16.0,29.16,1.82,31.79,1.99,0.92,51.95,35.62,1.47,0.09,4.21,0.26,10.21,0.64,9.05,0.56,4.21,0.27,42.16,2.64,42.16,2.64,1.0,137.53,8.59,1.0,147.11,9.19,7.84,4.89,7.75,5.68,1.53,1.79,3.58,3.42,0.86,0.28,8.31,147.11,9.19,7.84,4.89,7.75,5.68,1.32,1.89,3.74,3.37,0.83,0.27,8.3,147.11,9.19,7.84,4.89,7.75,4.74,2.47,1.68,3.0,4.11,0.83,0.36,8.39,3,6.59,112.09,6.0
