Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Matt Prater,ARI,K,1.0,16.0,28.63,1.79,33.0,2.06,0.87,58.21,40.51,0.95,0.06,5.68,0.35,7.68,0.48,7.74,0.48,6.58,0.41,36.32,2.27,37.84,2.36,0.96,136.84,8.55,1.0,143.11,8.95,8.16,4.2,7.82,2.95,4.21,3.84,2.11,2.89,0.45,0.22,8.08,143.11,8.95,8.16,4.2,7.82,3.53,3.74,3.74,2.26,2.74,0.45,0.21,8.06,143.11,8.95,8.16,4.2,7.82,3.42,3.42,4.37,1.58,3.21,0.42,0.25,8.09,3,7.58,128.94,4.0
Adam Vinatieri,FA,K,0.0,15.53,27.53,1.78,31.58,2.04,0.87,54.21,37.34,0.0,0.0,7.63,0.5,6.79,0.44,7.68,0.49,5.42,0.35,31.05,1.99,32.42,2.07,0.95,127.16,8.2,1.0,132.16,8.5,7.89,4.81,7.19,5.32,2.11,1.26,4.79,2.05,0.8,0.15,7.9,132.16,8.5,7.89,4.81,7.19,4.84,2.58,1.47,4.58,2.05,0.76,0.15,7.87,132.16,8.5,7.89,4.81,7.19,5.32,2.11,2.05,3.37,2.68,0.65,0.22,7.84,3,5.91,100.54,16.0
Dustin Hopkins,CLE,K,1.0,12.0,22.63,1.85,27.21,2.23,0.83,51.32,36.94,0.47,0.06,8.58,0.75,6.63,0.48,5.58,0.47,1.37,0.09,28.11,2.32,29.74,2.46,0.95,111.37,9.14,0.94,104.32,8.52,9.11,3.13,8.15,3.37,1.26,3.0,3.21,1.16,0.58,0.09,8.08,104.32,8.52,9.11,3.13,8.15,3.37,0.84,4.74,1.89,1.16,0.32,0.09,7.86,104.32,8.52,9.11,3.13,8.15,3.37,1.26,3.68,2.53,1.16,0.48,0.09,7.97,3,6.12,104.0,14.0
Robbie Gould,FA,K,0.0,14.11,28.58,1.91,30.79,2.04,0.94,51.05,36.43,0.21,0.01,5.95,0.41,8.26,0.55,10.79,0.72,3.37,0.21,25.47,1.83,27.37,1.99,0.93,119.74,8.11,0.99,128.74,8.68,7.79,4.72,7.3,5.26,1.84,1.47,1.58,3.95,0.68,0.37,7.94,128.74,8.68,7.79,4.72,7.3,4.79,3.11,1.16,1.53,3.53,0.59,0.32,7.81,128.74,8.68,7.79,4.72,7.3,4.79,2.32,1.95,1.58,3.47,0.59,0.32,7.8,3,5.79,98.4,17.0
Kai Forbath,LAR,K,1.0,12.11,22.0,1.81,25.89,2.09,0.85,53.21,33.69,0.0,0.0,5.79,0.5,7.89,0.64,4.74,0.42,3.58,0.26,26.74,2.15,30.26,2.46,0.87,107.95,8.72,0.95,104.63,8.54,8.53,4.49,7.37,3.95,1.79,2.32,2.79,1.26,0.47,0.12,7.52,104.63,8.54,8.53,4.49,7.37,4.11,2.26,1.37,3.11,1.26,0.54,0.12,7.59,104.63,8.54,8.53,4.49,7.37,3.63,1.89,1.74,3.58,1.26,0.65,0.12,7.67,3,6.49,110.25,11.0
Sebastian Janikowski,FA,K,0.0,16.0,25.8,1.61,31.4,1.96,0.82,56.0,29.85,0.6,0.04,8.2,0.51,5.6,0.35,8.0,0.5,3.4,0.21,37.4,2.34,39.0,2.44,0.96,133.2,8.32,1.0,129.6,8.1,7.6,4.95,6.78,6.8,2.2,2.8,1.4,2.8,0.36,0.23,7.32,129.6,8.1,7.6,4.95,6.78,6.4,1.6,3.4,0.4,4.2,0.4,0.36,7.52,129.6,8.1,7.6,4.95,6.78,6.8,1.8,3.2,1.0,3.2,0.36,0.25,7.36,3,5.09,86.48,24.0
Josh Lambo,FA,K,0.0,13.16,22.68,1.75,26.32,2.0,0.88,52.74,37.96,0.0,0.0,4.0,0.29,10.79,0.87,6.11,0.45,1.79,0.15,29.58,2.24,32.42,2.45,0.91,111.37,8.45,0.98,107.32,8.25,7.84,3.5,7.58,3.68,2.89,3.0,1.95,1.63,0.36,0.14,7.51,107.32,8.25,7.84,3.5,7.58,3.89,2.79,2.89,1.95,1.63,0.36,0.14,7.51,107.32,8.25,7.84,3.5,7.58,3.68,2.89,3.0,1.95,1.63,0.36,0.14,7.51,3,4.6,78.24,32.0
Ryan Succop,FA,K,0.0,16.0,26.47,1.66,30.84,1.93,0.87,52.11,35.58,0.32,0.02,6.63,0.41,5.84,0.37,11.58,0.72,2.11,0.13,33.11,2.07,34.89,2.18,0.95,127.42,7.97,1.0,128.32,8.02,7.47,4.21,6.99,6.53,2.16,2.53,2.11,2.68,0.49,0.24,7.41,128.32,8.02,7.47,4.21,6.99,5.84,3.05,2.32,2.11,2.68,0.49,0.24,7.41,128.32,8.02,7.47,4.21,6.99,6.21,2.47,2.84,1.79,2.68,0.46,0.24,7.38,3,5.32,90.52,20.0
Josh Brown,FA,K,0.0,9.4,18.6,2.07,20.0,2.24,0.93,50.0,36.72,1.0,0.14,4.2,0.51,6.6,0.66,5.6,0.68,1.2,0.08,23.0,2.18,23.4,2.2,0.99,83.4,8.92,0.83,86.8,9.22,8.8,3.66,8.46,2.6,0.8,2.0,1.6,2.4,0.71,0.24,7.37,86.8,9.22,8.8,3.66,8.46,2.6,0.8,2.0,2.0,2.0,0.71,0.18,7.31,86.8,9.22,8.8,3.66,8.46,2.6,1.2,1.6,1.6,2.4,0.71,0.24,7.37,3,4.8,81.54,29.0
Jason Myers,SEA,K,1.0,11.26,19.21,1.74,24.16,2.25,0.78,52.16,37.65,0.0,0.0,6.0,0.57,3.58,0.32,6.79,0.67,2.84,0.18,23.0,2.18,26.37,2.49,0.88,98.84,9.24,0.9,93.11,8.43,8.03,4.37,7.31,4.11,1.63,1.11,1.84,2.58,0.61,0.27,7.26,93.11,8.43,8.03,4.37,7.31,3.95,1.79,1.11,1.84,2.58,0.61,0.27,7.26,93.11,8.43,8.03,4.37,7.31,4.11,1.63,1.42,1.53,2.58,0.55,0.27,7.21,3,6.95,118.23,7.0
Brandon McManus,FA,K,0.0,16.0,26.84,1.68,33.26,2.08,0.8,54.47,33.65,0.0,0.0,8.21,0.51,10.05,0.63,5.16,0.32,3.42,0.22,30.26,1.89,30.79,1.92,0.98,130.58,8.16,1.0,122.98,7.69,7.47,4.05,6.78,6.16,2.74,2.63,2.26,2.21,0.42,0.16,7.22,122.98,7.69,7.47,4.05,6.78,7.58,1.21,2.74,2.26,2.21,0.42,0.16,7.22,122.98,7.69,7.47,4.05,6.78,6.63,2.26,2.16,2.95,2.0,0.46,0.14,7.25,3,5.04,85.69,25.0
Chandler Catanzaro,FA,K,0.0,16.0,24.37,1.52,29.58,1.85,0.82,55.84,32.65,1.0,0.06,6.95,0.44,5.68,0.36,8.84,0.56,1.89,0.12,38.47,2.4,40.79,2.55,0.95,129.53,8.1,1.0,124.21,7.77,7.79,3.7,6.98,4.68,3.32,3.58,3.68,0.74,0.39,0.05,7.26,124.21,7.77,7.79,3.7,6.98,4.37,3.63,4.26,3.0,0.74,0.31,0.05,7.18,124.21,7.77,7.79,3.7,6.98,4.68,3.84,3.53,2.74,1.21,0.34,0.08,7.25,3,4.67,79.46,30.0
Dan Bailey,FA,K,0.0,14.11,21.95,1.52,26.32,1.84,0.82,55.58,30.29,0.47,0.04,6.16,0.41,6.53,0.44,5.37,0.38,3.42,0.24,32.11,2.27,33.05,2.34,0.97,112.0,7.87,1.0,110.16,7.68,7.29,4.58,6.59,4.47,3.26,3.0,0.74,2.63,0.31,0.23,7.02,110.16,7.68,7.29,4.58,6.59,4.11,3.95,2.68,0.74,2.63,0.31,0.23,7.02,110.16,7.68,7.29,4.58,6.59,4.58,3.16,3.0,0.42,2.95,0.31,0.27,7.06,3,5.28,89.77,21.0
Phil Dawson,FA,K,0.0,16.0,25.89,1.62,31.26,1.95,0.84,55.11,31.02,0.47,0.03,6.47,0.41,7.89,0.49,8.21,0.51,2.84,0.18,25.53,1.6,27.26,1.7,0.93,121.05,7.56,1.0,117.11,7.32,6.16,4.83,6.16,9.16,1.0,1.42,1.32,3.11,0.41,0.26,6.49,117.11,7.32,6.16,4.83,6.16,8.68,1.68,1.21,1.79,2.63,0.41,0.21,6.43,117.11,7.32,6.16,4.83,6.16,9.16,1.21,1.21,1.79,2.63,0.41,0.21,6.43,3,5.22,88.69,22.0
Blair Walsh,FA,K,0.0,13.79,20.89,1.49,27.0,1.93,0.76,50.37,32.14,0.32,0.03,5.05,0.33,7.63,0.56,6.32,0.46,1.58,0.11,29.21,2.06,31.79,2.28,0.9,112.79,8.07,0.98,101.37,7.21,6.66,4.24,6.27,5.05,3.47,1.58,2.95,0.74,0.36,0.07,6.36,101.37,7.21,6.66,4.24,6.27,6.0,2.53,1.79,2.53,0.95,0.32,0.09,6.35,101.37,7.21,6.66,4.24,6.27,4.89,3.63,1.58,2.95,0.74,0.36,0.07,6.36,3,4.92,83.59,27.0
Dan Carpenter,FA,K,0.0,16.0,20.6,1.29,25.8,1.61,0.8,53.2,30.31,0.6,0.04,6.8,0.42,6.2,0.39,5.2,0.33,1.8,0.11,37.6,2.35,43.0,2.69,0.87,120.4,7.52,1.0,108.2,6.76,6.4,3.54,6.15,8.0,1.8,2.4,3.4,0.4,0.32,0.03,6.21,108.2,6.76,6.4,3.54,6.15,8.2,2.0,1.4,3.8,0.6,0.38,0.04,6.3,108.2,6.76,6.4,3.54,6.15,7.6,2.2,2.4,3.4,0.4,0.32,0.03,6.21,3,4.56,77.5,34.0
Cairo Santos,CHI,K,1.0,10.79,18.0,1.39,21.21,1.65,0.83,46.68,27.96,0.0,0.0,4.0,0.25,8.74,0.81,3.79,0.24,1.47,0.09,26.21,2.55,27.58,2.64,0.96,91.21,7.59,0.87,86.97,7.13,7.26,4.12,6.24,5.16,0.32,2.16,0.95,2.21,0.32,0.19,6.09,86.97,7.13,7.26,4.12,6.24,4.95,0.84,1.74,1.05,2.21,0.34,0.19,6.11,86.97,7.13,7.26,4.12,6.24,4.53,0.95,1.84,1.26,2.21,0.37,0.19,6.14,3,6.39,108.71,12.0
Travis Coons,FA,K,0.0,7.0,13.46,2.15,15.38,2.46,0.88,42.15,27.06,0.0,0.0,6.15,1.13,4.46,0.65,2.85,0.36,0.0,0.0,10.23,1.58,11.54,1.85,0.86,57.69,9.23,0.7,53.46,8.4,10.31,6.05,6.71,2.85,1.23,0.62,1.0,1.31,1.46,0.39,6.1,53.46,8.4,10.31,6.05,6.71,3.15,0.62,0.92,1.0,1.31,1.46,0.39,6.1,53.46,8.4,10.31,6.05,6.71,3.15,0.92,0.62,1.0,1.31,1.46,0.39,6.1,3,1.29,22.0,42.0
Mike Nugent,FA,K,0.0,11.26,17.32,1.52,21.21,1.84,0.82,51.84,29.67,0.0,0.0,5.53,0.48,5.32,0.46,5.58,0.49,0.89,0.08,24.47,2.08,27.32,2.34,0.88,90.95,7.87,0.94,83.79,7.28,6.08,4.64,6.26,4.21,2.89,1.42,1.42,1.32,0.32,0.14,5.99,83.79,7.28,6.08,4.64,6.26,4.79,2.32,1.11,1.53,1.53,0.36,0.15,6.06,83.79,7.28,6.08,4.64,6.26,4.42,2.47,1.53,1.53,1.32,0.34,0.14,6.02,3,4.62,78.5,31.0
Nick Novak,FA,K,0.0,11.11,19.11,1.59,23.53,2.03,0.78,51.16,29.01,0.32,0.02,6.95,0.6,6.63,0.58,3.37,0.22,1.84,0.16,21.11,2.06,22.95,2.21,0.92,93.53,8.3,0.92,85.47,7.37,6.37,5.1,6.15,4.21,2.68,1.42,1.16,1.63,0.31,0.17,6.01,85.47,7.37,6.37,5.1,6.15,4.21,1.74,2.16,1.37,1.63,0.33,0.17,6.04,85.47,7.37,6.37,5.1,6.15,4.21,2.68,1.42,0.84,1.95,0.31,0.2,6.05,3,4.93,83.89,26.0
Ka'imi Fairbairn,HOU,K,1.0,16.0,20.0,1.25,25.0,1.56,0.8,55.0,26.44,0.0,0.0,3.0,0.19,8.0,0.5,6.0,0.38,3.0,0.19,32.0,2.0,35.0,2.19,0.91,110.0,6.88,1.0,104.0,6.5,6.5,5.34,5.34,8.0,2.0,3.0,1.0,2.0,0.23,0.14,5.92,104.0,6.5,6.5,5.34,5.34,7.0,3.0,2.0,2.0,2.0,0.33,0.14,6.03,104.0,6.5,6.5,5.34,5.34,7.0,3.0,3.0,1.0,2.0,0.23,0.14,5.92,1,5.77,98.1,18.0
Mason Crosby,FA,K,0.0,16.0,20.37,1.27,24.37,1.53,0.83,52.21,28.63,0.53,0.03,7.16,0.45,5.89,0.37,5.16,0.32,1.63,0.1,37.11,2.32,39.0,2.44,0.95,112.11,7.01,1.0,106.63,6.66,6.42,3.62,6.08,8.42,2.63,2.58,1.16,1.21,0.19,0.08,6.05,106.63,6.66,6.42,3.62,6.08,9.11,1.63,2.89,1.47,0.89,0.19,0.06,6.02,106.63,6.66,6.42,3.62,6.08,7.26,3.79,2.58,1.47,0.89,0.19,0.06,6.02,3,4.6,78.18,33.0
Randy Bullock,FA,K,0.0,11.0,15.05,1.44,17.16,1.64,0.88,48.37,28.29,0.21,0.02,4.95,0.52,5.21,0.46,4.21,0.41,0.47,0.03,22.16,1.97,24.05,2.15,0.91,75.53,7.07,0.91,72.47,6.75,7.32,3.93,6.07,4.58,1.79,2.95,1.0,0.68,0.2,0.05,5.79,72.47,6.75,7.32,3.93,6.07,4.11,2.37,2.84,1.0,0.68,0.2,0.05,5.79,72.47,6.75,7.32,3.93,6.07,4.32,1.84,3.16,0.53,1.16,0.2,0.09,5.85,3,3.15,53.62,40.0
Nick Folk,TEN,K,1.0,8.63,14.11,1.59,18.37,2.34,0.71,51.37,33.95,0.0,0.0,5.16,0.53,4.89,0.47,2.53,0.38,1.53,0.21,14.89,1.8,16.47,2.08,0.87,71.58,9.09,0.81,62.79,7.35,7.18,4.38,6.37,2.89,2.0,1.26,1.47,1.0,0.37,0.21,5.7,62.79,7.35,7.18,4.38,6.37,2.58,2.95,0.42,1.89,0.79,0.42,0.18,5.72,62.79,7.35,7.18,4.38,6.37,3.05,2.16,0.95,1.47,1.0,0.37,0.21,5.7,3,6.33,107.67,13.0
Connor Barth,FA,K,0.0,12.32,15.74,1.28,20.74,1.7,0.75,53.79,28.75,0.47,0.05,6.0,0.49,3.89,0.28,3.95,0.35,1.42,0.12,23.11,1.86,23.63,1.89,0.98,85.84,7.0,0.98,77.11,6.28,5.76,3.63,5.68,7.37,1.79,0.53,2.0,0.63,0.31,0.07,5.66,77.11,6.28,5.76,3.63,5.68,6.68,2.16,1.32,1.32,0.84,0.25,0.11,5.62,77.11,6.28,5.76,3.63,5.68,7.58,1.58,1.0,1.32,0.84,0.25,0.11,5.62,3,5.21,88.62,23.0
Nick Rose,FA,K,0.0,10.0,11.0,1.1,14.0,1.4,0.79,55.0,24.8,0.0,0.0,6.0,0.6,3.0,0.3,1.0,0.1,1.0,0.1,23.0,2.3,26.0,2.6,0.88,68.0,6.8,0.96,59.0,5.9,6.0,3.81,5.27,5.0,2.0,2.0,0.0,1.0,0.11,0.11,5.3,59.0,5.9,6.0,3.81,5.27,5.0,2.0,2.0,0.0,1.0,0.11,0.11,5.3,59.0,5.9,6.0,3.81,5.27,6.0,1.0,2.0,0.0,1.0,0.11,0.11,5.3,1,3.15,53.48,41.0
Cody Parkey,FA,K,0.0,12.63,16.89,1.28,19.63,1.53,0.84,51.37,32.02,0.0,0.0,4.95,0.39,5.89,0.44,5.26,0.41,0.79,0.05,20.11,1.71,21.84,1.82,0.94,80.74,6.4,0.91,77.63,6.07,6.16,3.22,6.05,6.42,2.42,1.74,1.58,0.47,0.16,0.03,5.19,77.63,6.07,6.16,3.22,6.05,6.63,2.53,1.42,1.26,0.79,0.16,0.06,5.23,77.63,6.07,6.16,3.22,6.05,6.63,2.21,1.74,1.58,0.47,0.16,0.03,5.19,3,4.43,75.29,36.0
Andrew Franks,FA,K,0.0,16.0,14.8,0.92,19.0,1.19,0.78,54.2,22.07,0.4,0.02,6.0,0.38,5.2,0.33,2.2,0.14,1.0,0.06,37.8,2.36,39.6,2.47,0.96,96.6,6.04,1.0,86.4,5.4,5.8,3.49,4.93,9.8,3.2,1.4,1.6,0.0,0.11,0.0,5.05,86.4,5.4,5.8,3.49,4.93,8.8,2.8,2.4,2.0,0.0,0.14,0.0,5.09,86.4,5.4,5.8,3.49,4.93,9.8,2.2,2.0,1.4,0.6,0.14,0.04,5.14,3,4.1,69.78,38.0
Giorgio Tavecchio,FA,K,0.0,16.0,16.0,1.0,21.0,1.31,0.76,53.0,27.44,0.0,0.0,5.0,0.31,5.0,0.31,3.0,0.19,3.0,0.19,33.0,2.06,34.0,2.12,0.97,97.0,6.06,1.0,90.0,5.62,5.0,4.5,4.82,12.0,1.0,1.0,1.0,1.0,0.14,0.07,4.82,90.0,5.62,5.0,4.5,4.82,11.0,2.0,1.0,1.0,1.0,0.14,0.07,4.82,90.0,5.62,5.0,4.5,4.82,11.0,2.0,1.0,1.0,1.0,0.14,0.07,4.82,1,4.83,82.09,28.0
Aldrick Rosas,FA,K,0.0,16.0,18.0,1.12,25.0,1.56,0.72,52.0,29.56,0.0,0.0,8.0,0.5,3.0,0.19,4.0,0.25,3.0,0.19,20.0,1.25,23.0,1.44,0.87,98.0,6.12,1.0,84.0,5.25,5.0,3.34,4.85,9.0,5.0,1.0,0.0,1.0,0.07,0.07,4.74,84.0,5.25,5.0,3.34,4.85,10.0,4.0,1.0,0.0,1.0,0.07,0.07,4.74,84.0,5.25,5.0,3.34,4.85,10.0,4.0,1.0,0.0,1.0,0.07,0.07,4.74,1,4.01,68.25,39.0
Patrick Murray,FA,K,0.0,8.0,11.8,1.15,14.6,1.55,0.7,44.0,26.0,0.0,0.0,3.0,0.25,5.2,0.6,2.4,0.2,1.2,0.1,13.8,1.65,14.8,1.9,0.87,58.6,6.55,0.78,54.0,5.5,5.4,2.99,5.16,3.8,1.2,1.2,1.2,0.6,0.2,0.05,4.52,54.0,5.5,5.4,2.99,5.16,3.8,1.2,1.2,1.2,0.6,0.2,0.05,4.52,54.0,5.5,5.4,2.99,5.16,4.4,0.6,0.6,1.8,0.6,0.3,0.05,4.62,2,4.22,71.66,37.0
Caleb Sturgis,FA,K,0.0,8.26,16.26,2.4,19.0,2.59,0.91,52.21,41.82,0.0,0.0,4.63,0.3,5.95,0.84,3.53,0.68,2.16,0.58,17.32,1.63,18.53,2.16,0.74,75.53,9.92,0.66,73.95,10.69,10.58,2.1,4.01,2.32,0.95,0.84,1.68,2.47,0.97,0.65,4.55,73.95,10.69,10.58,2.1,4.01,2.11,0.84,1.16,2.0,2.16,0.97,0.62,4.51,73.95,10.69,10.58,2.1,4.01,2.32,0.95,1.16,1.89,1.95,0.88,0.59,4.43,3,0.24,4.06,43.0
Zane Gonzalez,FA,K,0.0,16.0,15.0,0.94,20.0,1.25,0.75,54.0,26.31,0.0,0.0,5.0,0.31,4.0,0.25,4.0,0.25,2.0,0.12,25.0,1.56,26.0,1.62,0.96,86.0,5.38,1.0,78.0,4.88,4.0,3.01,4.62,12.0,2.0,1.0,1.0,0.0,0.07,0.0,4.08,78.0,4.88,4.0,3.01,4.62,12.0,1.0,2.0,1.0,0.0,0.07,0.0,4.08,78.0,4.88,4.0,3.01,4.62,12.0,2.0,0.0,2.0,0.0,0.14,0.0,4.18,1,4.48,76.13,35.0
Younghoe Koo,ATL,K,1.0,4.0,3.0,0.75,6.0,1.5,0.5,41.0,24.5,0.0,0.0,2.0,0.5,0.0,0.0,1.0,0.25,0.0,0.0,9.0,2.25,9.0,2.25,1.0,27.0,6.75,0.65,19.0,4.75,5.0,1.5,5.36,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.12,19.0,4.75,5.0,1.5,5.36,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.12,19.0,4.75,5.0,1.5,5.36,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,1,0.0,0.0,47.0
