Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Harrison Butker,KC,K,1.0,13.0,38.0,2.92,42.0,3.23,0.9,53.0,44.23,0.0,0.0,8.0,0.62,16.0,1.23,10.0,0.77,4.0,0.31,28.0,2.15,28.0,2.15,1.0,154.0,11.85,1.0,160.0,12.31,12.0,5.68,9.96,2.0,2.0,2.0,1.0,6.0,1.17,0.86,11.98,160.0,12.31,12.0,5.68,9.96,2.0,2.0,2.0,1.0,6.0,1.17,0.86,11.98,160.0,12.31,12.0,5.68,9.96,2.0,2.0,2.0,1.0,6.0,1.17,0.86,11.98,1,8.23,139.95,2.0
Justin Tucker,BAL,K,1.0,16.0,35.05,2.19,38.26,2.39,0.91,55.95,42.05,0.0,0.0,6.68,0.42,10.26,0.64,11.74,0.74,6.37,0.4,33.11,2.07,33.11,2.07,1.0,147.89,9.25,1.0,162.74,10.17,10.18,4.33,8.82,2.95,1.42,2.58,4.11,4.95,1.36,0.47,10.29,162.74,10.17,10.18,4.33,8.82,3.63,0.53,2.79,3.95,5.11,1.36,0.47,10.3,162.74,10.17,10.18,4.33,8.82,3.42,0.95,3.05,3.95,4.63,1.18,0.42,10.14,3,8.48,144.24,1.0
Stephen Gostkowski,FA,K,0.0,16.0,33.0,2.06,36.63,2.29,0.89,58.11,35.03,0.0,0.0,11.68,0.73,8.79,0.55,9.16,0.57,3.37,0.21,46.79,2.92,48.68,3.04,0.96,158.58,9.91,1.0,161.68,10.11,10.53,4.46,8.68,3.32,1.63,3.0,2.89,5.16,1.07,0.48,10.27,161.68,10.11,10.53,4.46,8.68,3.32,1.84,2.16,4.32,4.37,1.2,0.38,10.27,161.68,10.11,10.53,4.46,8.68,4.11,0.84,2.37,4.32,4.37,1.2,0.38,10.27,3,6.01,102.13,15.0
Wil Lutz,DEN,K,1.0,16.0,29.8,1.86,35.2,2.2,0.84,54.6,39.85,0.4,0.02,8.8,0.55,6.0,0.37,11.0,0.69,3.6,0.23,47.8,2.99,50.0,3.12,0.96,155.6,9.73,1.0,155.64,9.73,9.4,3.25,9.06,1.8,3.2,4.0,4.0,3.0,0.78,0.23,9.48,155.64,9.73,9.4,3.25,9.06,1.8,3.6,3.0,3.6,4.0,0.91,0.33,9.71,155.64,9.73,9.4,3.25,9.06,1.8,3.2,3.4,4.4,3.2,0.91,0.25,9.62,2,7.86,133.6,3.0
Matt Bryant,FA,K,0.0,14.74,29.79,1.97,33.95,2.26,0.87,55.53,39.08,0.68,0.05,7.47,0.5,7.58,0.5,8.37,0.57,5.68,0.36,39.74,2.69,40.05,2.71,0.99,141.89,9.5,0.99,148.84,9.89,9.76,4.04,8.72,2.42,1.84,2.63,3.84,4.0,1.19,0.37,9.82,148.84,9.89,9.76,4.04,8.72,2.42,2.11,2.68,3.84,3.68,1.07,0.32,9.71,148.84,9.89,9.76,4.04,8.72,2.42,1.84,2.95,3.84,3.68,1.07,0.32,9.71,3,6.65,113.12,10.0
Jake Elliott,PHI,K,1.0,15.0,26.0,1.73,31.0,2.07,0.84,61.0,38.27,0.0,0.0,5.0,0.33,4.0,0.27,12.0,0.8,5.0,0.33,39.0,2.6,42.0,2.8,0.93,135.0,9.0,1.0,139.0,9.27,10.0,4.85,7.8,3.0,1.0,3.0,6.0,2.0,1.14,0.15,9.33,139.0,9.27,10.0,4.85,7.8,3.0,1.0,3.0,5.0,3.0,1.14,0.25,9.44,139.0,9.27,10.0,4.85,7.8,3.0,1.0,3.0,6.0,2.0,1.14,0.15,9.33,1,6.83,116.13,9.0
Greg Zuerlein,NYJ,K,1.0,14.63,28.21,1.96,32.21,2.24,0.86,56.42,35.45,0.68,0.05,5.79,0.4,9.95,0.69,7.68,0.54,4.11,0.29,33.58,2.33,34.74,2.42,0.97,131.37,9.13,1.0,134.11,9.33,9.55,5.24,7.6,6.68,0.84,1.89,1.37,3.84,0.93,0.51,9.11,134.11,9.33,9.55,5.24,7.6,6.89,0.63,1.89,1.37,3.84,0.93,0.51,9.11,134.11,9.33,9.55,5.24,7.6,5.95,1.58,1.89,1.37,3.84,0.93,0.51,9.11,3,7.39,125.62,5.0
Graham Gano,NYG,K,1.0,16.0,29.53,1.85,33.79,2.12,0.88,50.74,37.54,0.21,0.01,7.16,0.45,8.89,0.56,11.89,0.74,1.37,0.09,37.68,2.35,40.47,2.53,0.93,141.84,8.87,1.0,140.89,8.81,8.47,3.93,7.89,4.21,2.05,4.21,2.89,2.63,0.53,0.24,8.33,140.89,8.81,8.47,3.93,7.89,4.21,2.11,3.0,4.05,2.63,0.72,0.24,8.5,140.89,8.81,8.47,3.93,7.89,4.42,1.84,2.84,4.26,2.63,0.77,0.24,8.53,3,6.9,117.37,8.0
Stephen Hauschka,FA,K,0.0,16.0,30.26,1.89,33.84,2.11,0.9,54.63,37.58,0.0,0.0,8.21,0.52,9.84,0.61,7.32,0.46,4.89,0.31,31.32,1.96,33.63,2.1,0.94,135.16,8.45,1.0,139.21,8.7,8.58,4.56,7.46,5.74,2.37,0.95,3.42,3.53,0.79,0.28,8.45,139.21,8.7,8.58,4.56,7.46,5.47,2.32,1.05,3.63,3.53,0.83,0.28,8.48,139.21,8.7,8.58,4.56,7.46,5.74,2.58,1.21,2.95,3.53,0.69,0.28,8.37,3,5.71,97.12,19.0
Chris Boswell,PIT,K,1.0,14.84,29.32,1.99,32.63,2.22,0.89,51.32,35.15,0.21,0.02,7.26,0.49,9.89,0.66,9.63,0.65,2.32,0.15,34.37,2.31,35.53,2.39,0.97,133.42,9.02,1.0,136.58,9.23,8.45,5.23,7.64,4.21,2.32,3.05,2.42,2.84,0.66,0.25,8.34,136.58,9.23,8.45,5.23,7.64,4.53,2.32,3.05,2.11,2.84,0.63,0.25,8.3,136.58,9.23,8.45,5.23,7.64,4.21,2.84,2.53,2.42,2.84,0.66,0.25,8.34,3,7.28,123.81,6.0
