Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Brandon Aubrey,DAL,K,1.0,17.0,36.0,2.12,38.0,2.24,0.95,60.0,42.88,0.0,0.0,9.0,0.53,13.0,0.76,4.0,0.24,10.0,0.59,49.0,2.88,52.0,3.06,0.94,166.0,9.76,1.0,181.0,10.65,10.0,4.46,9.15,2.0,2.0,4.0,5.0,4.0,1.12,0.31,10.11,181.0,10.65,10.0,4.46,9.15,1.0,3.0,4.0,5.0,4.0,1.12,0.31,10.11,181.0,10.65,10.0,4.46,9.15,2.0,3.0,3.0,5.0,4.0,1.12,0.31,10.11,1,7.89,134.06,5.0
Brett Maher,FA,K,0.0,10.84,20.58,1.97,24.79,2.43,0.83,53.37,33.94,0.0,0.0,5.11,0.45,5.16,0.54,6.05,0.63,4.26,0.35,24.05,1.96,26.37,2.19,0.88,100.74,9.48,0.92,100.37,9.18,10.53,5.82,7.38,4.47,0.32,0.21,2.79,3.05,1.27,0.57,9.07,100.37,9.18,10.53,5.82,7.38,4.16,0.63,0.53,2.47,3.05,1.2,0.57,9.01,100.37,9.18,10.53,5.82,7.38,4.16,0.63,0.53,2.47,3.05,1.2,0.57,9.01,3,4.81,81.74,35.0
Justin Tucker,BAL,K,1.0,17.0,34.21,2.01,38.89,2.29,0.88,55.89,40.04,0.0,0.0,10.32,0.61,10.11,0.6,9.21,0.54,4.58,0.27,40.68,2.39,41.47,2.44,0.98,158.16,9.3,1.0,161.68,9.51,8.74,3.98,8.44,3.58,2.53,3.47,4.0,3.42,0.79,0.25,8.96,161.68,9.51,8.74,3.98,8.44,3.58,2.53,3.68,4.0,3.21,0.74,0.23,8.9,161.68,9.51,8.74,3.98,8.44,3.89,2.68,3.21,3.79,3.42,0.74,0.25,8.92,3,7.8,132.63,6.0
Matt Gay,IND,K,1.0,17.0,31.21,1.84,36.05,2.12,0.87,56.89,38.73,0.0,0.0,8.37,0.49,9.95,0.58,6.05,0.36,6.84,0.4,36.47,2.14,37.47,2.2,0.97,145.63,8.57,1.0,149.84,8.81,8.84,4.66,7.54,4.21,3.37,3.11,3.84,2.47,0.64,0.17,8.33,149.84,8.81,8.84,4.66,7.54,4.68,2.84,3.16,3.84,2.47,0.64,0.17,8.33,149.84,8.81,8.84,4.66,7.54,4.53,2.58,3.37,4.05,2.47,0.67,0.17,8.36,3,7.27,123.65,19.0
Daniel Carlson,LV,K,1.0,17.0,31.47,1.85,34.95,2.05,0.9,55.37,36.47,0.0,0.0,9.68,0.57,8.84,0.52,7.74,0.46,5.21,0.31,32.53,1.91,33.47,1.97,0.97,138.32,8.14,1.0,145.11,8.54,8.32,4.48,7.32,6.26,1.0,3.11,3.11,3.53,0.74,0.26,8.16,145.11,8.54,8.32,4.48,7.32,5.79,1.79,2.58,2.79,4.05,0.8,0.32,8.26,145.11,8.54,8.32,4.48,7.32,6.26,0.79,3.32,2.89,3.74,0.74,0.29,8.19,3,7.37,125.21,16.0
Chris Boswell,PIT,K,1.0,15.42,27.63,1.78,31.95,2.09,0.86,57.42,39.66,0.0,0.0,7.42,0.47,6.26,0.4,7.21,0.46,6.74,0.45,24.16,1.56,25.05,1.62,0.97,120.89,7.9,1.0,127.74,8.26,8.79,4.25,7.2,5.63,2.16,1.47,3.84,2.32,0.67,0.18,8.13,127.74,8.26,8.79,4.25,7.2,5.63,1.68,1.63,3.68,2.79,0.73,0.22,8.24,127.74,8.26,8.79,4.25,7.2,6.11,1.68,1.16,3.68,2.79,0.73,0.22,8.24,3,7.48,127.1,13.0
Greg Zuerlein,NYJ,K,1.0,16.32,32.16,1.97,37.05,2.28,0.87,56.79,38.14,0.0,0.0,6.42,0.39,10.58,0.65,10.47,0.64,4.68,0.28,24.79,1.52,26.84,1.65,0.94,138.0,8.46,1.0,141.11,8.66,8.89,5.07,7.23,5.26,2.68,3.32,1.42,3.63,0.48,0.3,8.23,141.11,8.66,8.89,5.07,7.23,5.42,2.0,4.05,0.89,3.95,0.45,0.33,8.23,141.11,8.66,8.89,5.07,7.23,4.95,2.79,3.53,1.63,3.42,0.48,0.28,8.2,3,6.56,111.57,28.0
Blake Grupe,NO,K,1.0,17.0,30.0,1.76,37.0,2.18,0.81,55.0,34.94,0.0,0.0,10.0,0.59,6.0,0.35,8.0,0.47,6.0,0.35,40.0,2.35,40.0,2.35,1.0,151.0,8.88,1.0,150.0,8.82,8.0,4.33,7.64,5.0,2.0,3.0,5.0,2.0,0.7,0.13,8.09,150.0,8.82,8.0,4.33,7.64,5.0,4.0,1.0,4.0,3.0,0.7,0.21,8.19,150.0,8.82,8.0,4.33,7.64,5.0,2.0,3.0,5.0,2.0,0.7,0.13,8.09,1,8.03,136.51,3.0
Evan McPherson,CIN,K,1.0,16.79,25.79,1.54,30.79,1.84,0.84,57.37,38.75,0.32,0.02,5.0,0.29,5.79,0.35,7.89,0.47,6.79,0.4,41.58,2.48,43.26,2.58,0.96,135.63,8.09,1.0,140.42,8.38,8.63,4.22,7.3,6.05,2.21,3.0,3.11,2.42,0.57,0.17,8.02,140.42,8.38,8.63,4.22,7.3,6.37,1.74,2.84,3.63,2.21,0.6,0.15,8.03,140.42,8.38,8.63,4.22,7.3,5.58,2.21,2.68,3.89,2.42,0.66,0.17,8.12,3,7.47,126.92,14.0
Cameron Dicker,LAC,K,1.0,14.6,27.0,1.86,28.6,1.96,0.94,52.2,36.84,0.0,0.0,7.0,0.5,7.6,0.54,8.2,0.57,4.2,0.25,30.6,2.11,30.6,2.11,1.0,116.4,8.0,1.0,128.2,8.75,8.0,3.98,7.97,4.4,1.6,3.8,2.4,2.4,0.48,0.19,7.98,128.2,8.75,8.0,3.98,7.97,4.0,2.8,3.0,2.4,2.4,0.48,0.19,7.98,128.2,8.75,8.0,3.98,7.97,4.0,2.0,3.8,2.4,2.4,0.48,0.19,7.98,2,7.5,127.58,12.0
