Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
David Akers,FA,K,0.0,16,44,2.75,52,3.25,0.85,55,44.44,2,0.12,16,1.0,13,0.81,6,0.38,7,0.44,34,2.12,34,2.12,1.0,190,11.88,1.0,190.6,11.91,12.5,3.4,10.95,0,1,4,2,9,2.2,1.29,13.44,190.6,11.91,12.5,3.4,10.95,0,1,3,2,10,3.0,1.67,13.98,190.6,11.91,12.5,3.4,10.95,0,1,4,1,10,2.2,1.67,13.66
Stephen Gostkowski,FA,K,0.0,16,28,1.75,33,2.06,0.85,50,37.81,1,0.06,12,0.75,5,0.31,9,0.56,1,0.06,59,3.69,59,3.69,1.0,158,9.88,1.0,154.0,9.62,9.5,2.39,9.67,0,1,5,7,3,1.67,0.23,10.37,154.0,9.62,9.5,2.39,9.67,0,3,3,8,2,1.67,0.14,10.26,154.0,9.62,9.5,2.39,9.67,0,1,5,7,3,1.67,0.23,10.37
Mike Nugent,FA,K,0.0,16,33,2.06,38,2.38,0.87,49,38.69,0,0.0,14,0.88,5,0.31,14,0.88,0,0.0,33,2.06,34,2.12,0.97,148,9.25,1.0,146.0,9.12,10.0,3.52,8.32,1,4,1,5,5,1.67,0.45,10.21,146.0,9.12,10.0,3.52,8.32,1,4,1,6,4,1.67,0.33,10.08,146.0,9.12,10.0,3.52,8.32,1,5,1,5,4,1.29,0.33,9.86
Dan Bailey,FA,K,0.0,16,32,2.0,37,2.31,0.86,51,34.38,1,0.06,8,0.5,11,0.69,10,0.62,2,0.12,39,2.44,39,2.44,1.0,150,9.38,1.0,149.0,9.31,9.5,5.28,7.67,3,2,1,5,5,1.67,0.45,9.76,149.0,9.31,9.5,5.28,7.67,3,1,3,5,4,1.29,0.33,9.42,149.0,9.31,9.5,5.28,7.67,3,2,2,3,6,1.29,0.6,9.68
Sebastian Janikowski,FA,K,0.0,15,31,2.07,35,2.33,0.89,63,35.6,1,0.07,8,0.53,5,0.33,10,0.67,7,0.47,36,2.4,36,2.4,1.0,141,9.4,1.0,153.0,10.2,9.0,6.19,8.08,2,2,3,2,6,1.14,0.67,9.61,153.0,10.2,9.0,6.19,8.08,3,3,2,1,6,0.88,0.67,9.41,153.0,10.2,9.0,6.19,8.08,3,1,4,1,6,0.88,0.67,9.41
Nick Novak,FA,K,0.0,15,27,1.8,34,2.27,0.79,53,36.73,0,0.0,11,0.73,4,0.27,8,0.53,4,0.27,41,2.73,41,2.73,1.0,143,9.53,1.0,138.0,9.2,9.0,4.57,7.86,4,0,2,6,3,1.5,0.25,9.34,138.0,9.2,9.0,4.57,7.86,4,0,2,6,3,1.5,0.25,9.34,138.0,9.2,9.0,4.57,7.86,3,1,4,4,3,0.88,0.25,8.93
Mason Crosby,FA,K,0.0,16,24,1.5,28,1.75,0.86,58,26.81,1,0.06,4,0.25,14,0.88,3,0.19,2,0.12,68,4.25,68,4.25,1.0,152,9.5,1.0,147.0,9.19,9.0,4.43,7.91,1,4,4,3,4,0.78,0.33,8.96,147.0,9.19,9.0,4.43,7.91,2,4,3,3,4,0.78,0.33,8.96,147.0,9.19,9.0,4.43,7.91,2,3,2,6,3,1.29,0.23,9.21
Graham Gano,NYG,K,1.0,16,31,1.94,41,2.56,0.76,59,36.62,0,0.0,14,0.88,5,0.31,8,0.5,4,0.25,25,1.56,25,1.56,1.0,148,9.25,1.0,134.0,8.38,9.0,4.5,7.18,5,1,2,5,3,1.0,0.23,8.7,134.0,8.38,9.0,4.5,7.18,5,2,1,4,4,1.0,0.33,8.81,134.0,8.38,9.0,4.5,7.18,6,0,4,2,4,0.6,0.33,8.49
Rob Bironas,FA,K,0.0,16,29,1.81,32,2.0,0.91,53,39.75,0,0.0,5,0.31,9,0.56,9,0.56,6,0.38,34,2.12,34,2.12,1.0,130,8.12,1.0,142.0,8.88,8.0,4.57,7.58,3,5,0,1,7,1.0,0.78,8.87,142.0,8.88,8.0,4.57,7.58,2,5,2,0,7,0.78,0.78,8.7,142.0,8.88,8.0,4.57,7.58,2,6,0,2,6,1.0,0.6,8.72
Dan Carpenter,FA,K,0.0,14,29,2.07,34,2.43,0.85,58,37.93,0,0.0,10,0.71,6,0.43,11,0.79,2,0.14,26,1.86,26,1.86,1.0,128,9.14,1.0,128.0,9.14,8.0,3.66,8.26,1,3,4,3,3,0.75,0.27,8.57,128.0,9.14,8.0,3.66,8.26,1,3,4,3,3,0.75,0.27,8.57,128.0,9.14,8.0,3.66,8.26,1,3,4,4,2,0.75,0.17,8.45
Billy Cundiff,FA,K,0.0,15,28,1.87,37,2.47,0.76,51,32.53,1,0.07,9,0.6,10,0.67,7,0.47,1,0.07,38,2.53,38,2.53,1.0,149,9.93,1.0,131.0,8.73,8.0,4.89,7.33,3,3,2,3,4,0.88,0.36,8.48,131.0,8.73,8.0,4.89,7.33,3,3,3,2,4,0.67,0.36,8.31,131.0,8.73,8.0,4.89,7.33,3,3,2,3,4,0.88,0.36,8.48
Robbie Gould,FA,K,0.0,16,28,1.75,32,2.0,0.88,57,37.75,0,0.0,10,0.62,6,0.38,7,0.44,5,0.31,37,2.31,37,2.31,1.0,133,8.31,1.0,138.0,8.62,8.0,4.24,7.51,4,3,3,2,4,0.6,0.33,8.13,138.0,8.62,8.0,4.24,7.51,4,2,4,2,4,0.6,0.33,8.13,138.0,8.62,8.0,4.24,7.51,3,4,3,2,4,0.6,0.33,8.13
Matt Bryant,FA,K,0.0,16,27,1.69,29,1.81,0.93,51,30.06,2,0.12,9,0.56,9,0.56,5,0.31,2,0.12,45,2.81,45,2.81,1.0,132,8.25,1.0,135.0,8.44,7.0,3.65,7.62,2,5,3,4,2,0.6,0.14,7.55,135.0,8.44,7.0,3.65,7.62,3,2,4,4,3,0.78,0.23,7.8,135.0,8.44,7.0,3.65,7.62,3,4,2,4,3,0.78,0.23,7.8
Alex Henery,FA,K,0.0,16,24,1.5,27,1.69,0.89,51,33.06,1,0.06,9,0.56,9,0.56,4,0.25,1,0.06,46,2.88,46,2.88,1.0,127,7.94,1.0,124.0,7.75,7.5,2.49,7.71,1,3,6,6,0,0.6,0.0,7.55,124.0,7.75,7.5,2.49,7.71,2,5,2,7,0,0.78,0.0,7.71,124.0,7.75,7.5,2.49,7.71,1,3,5,7,0,0.78,0.0,7.71
