Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Brandon Aubrey,DAL,K,1.0,17,36,2.12,38,2.24,0.95,60,42.88,0,0.0,9,0.53,13,0.76,4,0.24,10,0.59,49,2.88,52,3.06,0.94,166,9.76,1.0,181.0,10.65,10.0,4.46,9.15,2,2,4,5,4,1.12,0.31,10.11,181.0,10.65,10.0,4.46,9.15,1,3,4,5,4,1.12,0.31,10.11,181.0,10.65,10.0,4.46,9.15,2,3,3,5,4,1.12,0.31,10.11
Brett Maher,FA,K,0.0,8,17,2.12,23,2.88,0.74,54,35.25,0,0.0,3,0.38,4,0.5,7,0.88,3,0.38,13,1.62,15,1.88,0.87,84,10.5,0.88,77.0,9.62,12.0,6.28,7.59,3,0,0,1,4,1.67,1.0,9.99,77.0,9.62,12.0,6.28,7.59,3,0,0,1,4,1.67,1.0,9.99,77.0,9.62,12.0,6.28,7.59,3,0,0,1,4,1.67,1.0,9.99
Matt Gay,IND,K,1.0,17,33,1.94,41,2.41,0.8,57,37.41,0,0.0,9,0.53,9,0.53,7,0.41,8,0.47,35,2.06,36,2.12,0.97,159,9.35,1.0,157.0,9.24,10.0,5.65,7.48,4,2,3,5,3,0.89,0.21,9.13,157.0,9.24,10.0,5.65,7.48,5,2,2,5,3,0.89,0.21,9.13,157.0,9.24,10.0,5.65,7.48,4,1,4,5,3,0.89,0.21,9.13
Cairo Santos,CHI,K,1.0,17,35,2.06,38,2.24,0.92,55,40.65,0,0.0,9,0.53,11,0.65,8,0.47,7,0.41,31,1.82,33,1.94,0.94,147,8.65,1.0,158.0,9.29,9.0,4.7,7.88,5,3,1,3,5,0.89,0.42,9.04,158.0,9.29,9.0,4.7,7.88,5,2,2,4,4,0.89,0.31,8.92,158.0,9.29,9.0,4.7,7.88,5,2,2,4,4,0.89,0.31,8.92
Dustin Hopkins,CLE,K,1.0,15,33,2.2,36,2.4,0.92,58,41.47,0,0.0,8,0.53,7,0.47,10,0.67,8,0.53,24,1.6,26,1.73,0.92,134,8.93,1.0,149.0,9.93,9.0,4.96,8.31,3,2,4,3,3,0.67,0.25,8.88,149.0,9.93,9.0,4.96,8.31,2,3,4,3,3,0.67,0.25,8.88,149.0,9.93,9.0,4.96,8.31,3,2,4,3,3,0.67,0.25,8.88
Ka'imi Fairbairn,HOU,K,1.0,12,27,2.25,28,2.33,0.96,54,34.92,0,0.0,10,0.83,10,0.83,2,0.17,5,0.42,21,1.75,22,1.83,0.95,106,8.83,1.0,114.0,9.5,8.5,5.21,7.85,3,1,3,1,4,0.71,0.5,8.79,114.0,9.5,8.5,5.21,7.85,3,2,2,1,4,0.71,0.5,8.79,114.0,9.5,8.5,5.21,7.85,3,1,3,1,4,0.71,0.5,8.79
Jake Elliott,PHI,K,1.0,17,30,1.76,32,1.88,0.94,61,36.35,0,0.0,9,0.53,7,0.41,7,0.41,7,0.41,45,2.65,46,2.71,0.98,142,8.35,1.0,156.0,9.18,9.0,5.03,7.65,5,2,2,5,3,0.89,0.21,8.69,156.0,9.18,9.0,5.03,7.65,5,2,3,4,3,0.7,0.21,8.54,156.0,9.18,9.0,5.03,7.65,5,3,3,3,3,0.55,0.21,8.41
Greg Zuerlein,NYJ,K,1.0,16,35,2.19,38,2.38,0.92,55,37.12,0,0.0,8,0.5,9,0.56,13,0.81,5,0.31,15,0.94,16,1.0,0.94,130,8.12,1.0,143.0,8.94,9.0,5.88,7.17,4,3,3,1,5,0.6,0.45,8.5,143.0,8.94,9.0,5.88,7.17,5,2,3,1,5,0.6,0.45,8.5,143.0,8.94,9.0,5.88,7.17,4,3,3,1,5,0.6,0.45,8.5
Justin Tucker,BAL,K,1.0,17,32,1.88,37,2.18,0.86,50,36.53,0,0.0,10,0.59,10,0.59,11,0.65,1,0.06,51,3.0,52,3.06,0.98,163,9.59,1.0,160.0,9.41,8.0,4.33,8.15,4,2,4,4,3,0.7,0.21,8.46,160.0,9.41,8.0,4.33,8.15,4,2,4,4,3,0.7,0.21,8.46,160.0,9.41,8.0,4.33,8.15,4,3,3,4,3,0.7,0.21,8.46
Blake Grupe,NO,K,1.0,17,30,1.76,37,2.18,0.81,55,34.94,0,0.0,10,0.59,6,0.35,8,0.47,6,0.35,40,2.35,40,2.35,1.0,151,8.88,1.0,150.0,8.82,8.0,4.33,7.64,5,2,3,5,2,0.7,0.13,8.09,150.0,8.82,8.0,4.33,7.64,5,4,1,4,3,0.7,0.21,8.19,150.0,8.82,8.0,4.33,7.64,5,2,3,5,2,0.7,0.13,8.09
