Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Dan Bailey,FA,K,0.0,14.53,22.58,1.54,26.79,1.84,0.84,51.89,29.78,0.21,0.02,6.95,0.46,8.58,0.58,4.47,0.31,2.37,0.16,33.89,2.32,36.53,2.49,0.93,116.89,8.02,1.0,110.84,7.56,6.82,4.9,6.34,6.89,1.32,1.47,1.89,2.95,0.5,0.25,6.97,110.84,7.56,6.82,4.9,6.34,5.58,2.63,1.47,1.58,3.26,0.5,0.28,7.01,110.84,7.56,6.82,4.9,6.34,6.11,2.58,1.0,1.89,2.95,0.5,0.25,6.97,3,5.04,85.66,33.0
Matt Bryant,FA,K,0.0,11.26,17.74,1.46,21.47,1.85,0.79,54.63,39.85,0.21,0.01,3.0,0.23,5.11,0.43,5.53,0.47,3.89,0.32,24.42,2.09,25.53,2.2,0.95,89.95,7.75,0.94,90.95,7.6,7.58,3.67,6.83,3.89,2.21,1.21,2.16,1.79,0.53,0.16,7.01,90.95,7.6,7.58,3.67,6.83,3.42,2.16,1.74,2.16,1.79,0.53,0.16,7.01,90.95,7.6,7.58,3.67,6.83,2.95,3.16,1.68,1.68,1.79,0.47,0.16,6.93,3,5.68,96.57,25.0
Joey Slye,NE,K,1.0,16.0,25.0,1.56,32.0,2.0,0.78,55.0,39.12,0.0,0.0,3.0,0.19,5.0,0.31,6.0,0.38,8.0,0.5,31.0,1.94,35.0,2.19,0.89,131.0,8.19,1.0,119.0,7.44,7.0,3.92,6.6,7.0,1.0,3.0,2.0,3.0,0.45,0.23,7.1,119.0,7.44,7.0,3.92,6.6,6.0,2.0,3.0,3.0,2.0,0.45,0.14,6.99,119.0,7.44,7.0,3.92,6.6,8.0,0.0,3.0,3.0,2.0,0.45,0.14,6.99,1,5.85,99.4,22.0
Austin Seibert,WAS,K,2.0,16.0,25.0,1.56,29.0,1.81,0.86,53.0,34.31,0.0,0.0,6.0,0.38,9.0,0.56,9.0,0.56,1.0,0.06,30.0,1.88,35.0,2.19,0.86,122.0,7.62,1.0,116.0,7.25,7.0,3.94,6.43,5.0,4.0,2.0,3.0,2.0,0.45,0.14,6.87,116.0,7.25,7.0,3.94,6.43,5.0,4.0,2.0,2.0,3.0,0.45,0.23,6.97,116.0,7.25,7.0,3.94,6.43,6.0,3.0,2.0,3.0,2.0,0.45,0.14,6.87,1,7.35,124.99,5.0
Mason Crosby,FA,K,0.0,16.0,23.05,1.45,27.05,1.69,0.86,52.84,32.29,0.47,0.03,3.89,0.24,8.79,0.55,7.63,0.48,2.26,0.14,36.63,2.29,38.16,2.38,0.96,119.32,7.46,1.0,117.95,7.37,6.82,4.03,6.49,7.58,2.0,1.63,1.74,3.05,0.47,0.27,6.93,117.95,7.37,6.82,4.03,6.49,7.16,2.42,1.63,3.0,1.79,0.47,0.16,6.8,117.95,7.37,6.82,4.03,6.49,6.37,3.21,1.63,1.74,3.05,0.47,0.27,6.93,3,5.27,89.59,32.0
Stephen Gostkowski,FA,K,0.0,10.32,19.63,1.85,22.32,2.11,0.88,48.89,33.92,0.0,0.0,7.79,0.67,6.47,0.67,3.42,0.3,1.47,0.09,30.16,2.86,32.79,3.38,0.86,99.74,9.7,0.83,94.0,8.54,7.92,5.23,7.13,3.16,1.0,3.16,0.63,2.37,0.47,0.33,6.77,94.0,8.54,7.92,5.23,7.13,2.84,2.26,2.21,0.84,2.16,0.47,0.3,6.74,94.0,8.54,7.92,5.23,7.13,2.26,2.21,2.84,0.84,2.16,0.47,0.3,6.74,3,4.15,70.56,43.0
Dustin Hopkins,CLE,K,1.0,14.32,23.0,1.62,26.95,1.91,0.85,53.11,32.41,0.21,0.03,6.37,0.49,6.42,0.43,7.79,0.54,2.21,0.14,21.63,1.59,22.63,1.67,0.95,103.47,7.39,0.97,102.84,7.27,6.95,3.95,6.57,6.58,0.32,2.47,3.37,1.58,0.5,0.11,6.68,102.84,7.27,6.95,3.95,6.57,6.26,0.95,2.37,2.84,1.89,0.47,0.14,6.68,102.84,7.27,6.95,3.95,6.57,6.26,0.95,2.37,3.16,1.58,0.47,0.11,6.64,3,6.67,113.37,15.0
Stephen Hauschka,FA,K,0.0,16.0,23.47,1.47,29.05,1.82,0.81,53.0,33.38,0.0,0.0,4.58,0.29,7.74,0.48,7.47,0.47,3.21,0.2,28.21,1.76,29.47,1.84,0.96,116.63,7.29,1.0,111.11,6.94,6.79,4.27,6.03,8.26,1.0,2.37,2.47,1.89,0.42,0.14,6.52,111.11,6.94,6.79,4.27,6.03,7.26,2.0,2.37,2.47,1.89,0.42,0.14,6.52,111.11,6.94,6.79,4.27,6.03,7.0,2.26,2.58,2.26,1.89,0.38,0.14,6.49,3,4.78,81.29,35.0
Daniel Carlson,LV,K,1.0,14.4,18.2,1.28,24.0,1.67,0.76,48.8,34.23,0.0,0.0,5.6,0.37,4.2,0.29,7.2,0.53,1.2,0.1,30.0,2.07,31.2,2.15,0.96,103.2,7.17,1.0,94.2,6.64,7.0,2.86,6.38,6.2,4.8,1.2,1.4,0.8,0.24,0.08,6.47,94.2,6.64,7.0,2.86,6.38,5.8,5.2,1.2,1.4,0.8,0.24,0.08,6.47,94.2,6.64,7.0,2.86,6.38,5.6,5.4,1.2,1.4,0.8,0.24,0.08,6.47,2,6.67,113.33,16.0
Michael Badgley,DET,K,1.0,9.4,13.8,1.46,16.0,1.71,0.86,53.0,30.88,0.0,0.0,4.6,0.5,3.2,0.33,5.6,0.6,0.4,0.04,22.2,2.35,22.6,2.39,0.98,70.6,7.5,0.94,70.0,7.43,7.0,4.58,6.34,4.6,0.4,1.8,1.6,1.0,0.4,0.12,6.35,70.0,7.43,7.0,4.58,6.34,4.0,0.6,2.2,1.2,1.4,0.4,0.17,6.41,70.0,7.43,7.0,4.58,6.34,4.0,0.6,2.2,1.6,1.0,0.4,0.12,6.35,2,5.78,98.22,24.0
Chandler Catanzaro,FA,K,0.0,14.2,19.6,1.36,24.0,1.68,0.81,58.2,32.21,0.4,0.02,4.8,0.34,7.0,0.51,4.8,0.3,2.6,0.19,29.6,2.11,32.6,2.34,0.92,104.6,7.36,1.0,98.4,6.88,6.8,3.59,6.24,6.2,2.4,2.2,3.4,0.0,0.31,0.0,6.34,98.4,6.88,6.8,3.59,6.24,5.6,1.8,3.8,2.4,0.6,0.27,0.05,6.37,98.4,6.88,6.8,3.59,6.24,6.2,1.2,3.8,2.6,0.4,0.27,0.03,6.34,3,4.22,71.67,42.0
Randy Bullock,FA,K,0.0,15.79,22.58,1.43,26.16,1.65,0.86,53.84,33.08,0.0,0.0,7.26,0.46,6.53,0.42,7.47,0.47,1.32,0.08,30.21,1.92,31.74,2.01,0.95,110.21,6.97,1.0,108.05,6.83,6.84,3.73,6.17,7.79,1.05,3.53,2.74,0.68,0.28,0.05,6.32,108.05,6.83,6.84,3.73,6.17,7.26,1.89,3.21,2.74,0.68,0.28,0.05,6.32,108.05,6.83,6.84,3.73,6.17,6.79,2.05,3.53,1.74,1.68,0.28,0.12,6.43,3,4.35,74.02,41.0
Nick Folk,TEN,K,1.0,6.08,11.54,1.85,15.15,2.53,0.74,50.69,34.86,0.69,0.1,4.08,0.65,2.38,0.37,3.38,0.55,1.0,0.17,10.46,1.72,11.08,1.88,0.93,56.54,9.46,0.78,50.46,8.16,8.23,3.57,7.53,1.69,0.62,2.08,0.69,1.0,0.38,0.22,6.29,50.46,8.16,8.23,3.57,7.53,1.0,1.31,2.08,0.69,1.0,0.38,0.22,6.29,50.46,8.16,8.23,3.57,7.53,2.0,0.31,2.08,1.38,0.31,0.38,0.1,6.16,3,5.63,95.7,26.0
Kai Forbath,LAR,K,1.0,6.68,13.21,1.88,14.79,2.07,0.9,47.79,33.24,0.0,0.0,3.26,0.51,3.32,0.36,4.89,0.85,1.74,0.17,13.32,1.8,14.84,1.97,0.93,59.21,8.17,0.73,61.32,8.65,8.89,6.12,6.89,2.63,0.42,0.74,1.53,1.37,0.87,0.35,6.28,61.32,8.65,8.89,6.12,6.89,2.84,0.53,0.42,1.53,1.37,0.87,0.35,6.28,61.32,8.65,8.89,6.12,6.89,2.63,0.42,0.53,1.74,1.37,0.92,0.35,6.32,3,4.55,77.4,40.0
Eddy Pineiro,CAR,K,1.0,16.0,23.0,1.44,28.0,1.75,0.82,53.0,27.5,1.0,0.06,8.0,0.5,9.0,0.56,3.0,0.19,2.0,0.12,27.0,1.69,29.0,1.81,0.93,113.0,7.06,1.0,103.0,6.44,6.5,4.02,5.68,7.0,5.0,0.0,2.0,2.0,0.33,0.14,6.19,103.0,6.44,6.5,4.02,5.68,7.0,5.0,0.0,2.0,2.0,0.33,0.14,6.19,103.0,6.44,6.5,4.02,5.68,8.0,4.0,0.0,2.0,2.0,0.33,0.14,6.19,1,5.98,101.61,21.0
Brandon McManus,FA,K,0.0,16.0,21.6,1.35,27.8,1.74,0.78,53.0,30.84,0.0,0.0,5.4,0.34,8.0,0.5,5.8,0.36,2.4,0.15,31.8,1.99,31.8,1.99,1.0,115.2,7.2,1.0,107.2,6.7,6.0,3.96,5.93,8.2,2.2,2.0,1.6,2.0,0.29,0.14,6.06,107.2,6.7,6.0,3.96,5.93,9.4,2.2,0.8,1.0,2.6,0.29,0.19,6.12,107.2,6.7,6.0,3.96,5.93,8.6,2.4,1.0,2.0,2.0,0.33,0.14,6.1,3,5.57,94.61,28.0
Aldrick Rosas,FA,K,0.0,16.0,19.58,1.22,23.74,1.48,0.79,50.26,26.72,0.0,0.0,7.37,0.46,7.11,0.44,3.21,0.2,1.89,0.12,30.58,1.91,33.42,2.09,0.92,104.63,6.54,1.0,96.32,6.02,6.34,3.17,5.6,8.21,3.26,1.63,2.05,0.84,0.29,0.06,5.84,96.32,6.02,6.34,3.17,5.6,9.37,2.11,1.32,1.58,1.63,0.36,0.12,5.97,96.32,6.02,6.34,3.17,5.6,9.21,2.26,1.32,2.37,0.84,0.36,0.06,5.89,3,4.56,77.48,39.0
Jason Sanders,MIA,K,1.0,16.0,21.0,1.31,26.0,1.63,0.82,52.4,26.75,0.0,0.0,7.0,0.44,6.0,0.38,5.8,0.36,2.2,0.14,31.4,1.96,32.4,2.03,0.97,110.4,6.9,1.0,108.26,6.76,5.6,5.23,5.59,8.8,2.0,2.2,0.0,3.0,0.23,0.23,5.76,108.26,6.76,5.6,5.23,5.59,9.4,1.0,2.6,0.0,3.0,0.23,0.23,5.76,108.26,6.76,5.6,5.23,5.59,8.2,2.2,2.6,0.0,3.0,0.23,0.23,5.76,2,6.59,111.96,18.0
Greg Joseph,GB,K,2.0,14.0,17.0,1.21,20.0,1.43,0.85,51.0,28.57,0.0,0.0,4.0,0.29,7.0,0.5,5.0,0.36,1.0,0.07,25.0,1.79,29.0,2.07,0.86,89.0,6.36,1.0,83.0,5.93,6.0,2.3,6.01,6.0,4.0,4.0,0.0,0.0,0.0,0.0,5.44,83.0,5.93,6.0,2.3,6.01,9.0,2.0,2.0,1.0,0.0,0.08,0.0,5.55,83.0,5.93,6.0,2.3,6.01,6.0,5.0,2.0,1.0,0.0,0.08,0.0,5.55,2,7.15,121.57,9.0
Ryan Succop,FA,K,0.0,11.74,16.05,1.04,21.16,1.55,0.53,42.68,20.99,0.0,0.0,3.68,0.23,6.05,0.41,4.95,0.31,1.37,0.09,26.74,2.59,28.58,2.74,0.94,92.05,7.39,0.92,82.58,6.19,5.68,3.49,5.57,5.11,2.53,1.68,1.05,1.37,0.24,0.12,5.4,82.58,6.19,5.68,3.49,5.57,4.89,2.74,2.0,0.74,1.37,0.21,0.12,5.37,82.58,6.19,5.68,3.49,5.57,5.89,1.74,1.68,1.05,1.37,0.24,0.12,5.4,3,7.35,124.97,6.0
Cairo Santos,CHI,K,1.0,6.26,7.16,1.04,11.0,1.69,0.62,47.53,28.14,0.32,0.03,1.26,0.14,3.21,0.47,1.89,0.29,0.47,0.09,15.58,2.5,15.89,2.53,0.99,48.89,7.62,0.79,39.89,6.1,6.95,3.85,5.53,3.21,0.79,1.16,0.63,0.47,0.21,0.12,4.95,39.89,6.1,6.95,3.85,5.53,2.74,1.26,1.16,0.63,0.47,0.21,0.12,4.95,39.89,6.1,6.95,3.85,5.53,2.47,1.53,1.47,0.32,0.47,0.16,0.12,4.89,3,0.0,0.0,50.5
Phil Dawson,FA,K,0.0,12.4,15.8,1.1,20.8,1.48,0.69,48.6,22.33,0.4,0.02,4.0,0.3,5.2,0.37,4.6,0.31,1.6,0.1,18.2,1.48,19.4,1.55,0.95,81.8,5.99,0.98,73.4,5.28,5.2,3.54,4.71,9.2,0.4,0.4,0.4,2.0,0.24,0.18,4.98,73.4,5.28,5.2,3.54,4.71,8.8,0.8,0.4,0.8,1.6,0.24,0.13,4.93,73.4,5.28,5.2,3.54,4.71,9.2,0.4,0.4,0.8,1.6,0.24,0.13,4.93,3,5.57,94.76,27.0
Mike Nugent,FA,K,0.0,5.0,6.58,1.4,8.42,1.73,0.79,45.53,30.79,0.0,0.0,3.0,0.68,1.58,0.27,1.47,0.32,0.53,0.13,11.53,2.24,12.74,2.49,0.88,38.0,7.69,0.7,33.79,7.0,7.0,3.19,7.04,1.79,0.68,2.11,0.21,0.21,0.07,0.03,4.47,33.79,7.0,7.0,3.19,7.04,2.0,0.47,1.79,0.53,0.21,0.23,0.03,4.58,33.79,7.0,7.0,3.19,7.04,1.79,1.32,1.47,0.21,0.21,0.07,0.03,4.47,3,0.0,0.0,50.5
Cody Parkey,FA,K,0.0,10.32,13.11,1.09,15.74,1.25,0.91,51.32,27.78,0.0,0.0,3.16,0.2,3.89,0.24,5.05,0.49,1.0,0.15,21.11,1.76,23.16,1.98,0.88,70.37,5.73,0.83,67.47,5.81,4.74,4.79,4.99,5.0,1.79,0.84,2.16,0.53,0.35,0.04,4.37,67.47,5.81,4.74,4.79,4.99,4.84,2.26,0.53,1.68,1.0,0.35,0.19,4.5,67.47,5.81,4.74,4.79,4.99,4.53,2.26,0.84,1.84,0.84,0.35,0.06,4.4,3,3.18,54.09,44.0
Sam Ficken,FA,K,0.0,8.16,9.74,0.97,14.37,1.64,0.58,41.16,20.77,0.0,0.0,1.37,0.27,3.63,0.38,3.32,0.22,1.42,0.09,14.89,2.72,16.53,2.92,0.9,59.63,7.85,0.71,50.26,6.04,5.95,3.59,5.6,4.32,0.68,0.79,1.42,0.95,0.24,0.07,4.14,50.26,6.04,5.95,3.59,5.6,3.84,1.47,0.47,0.47,1.89,0.24,0.17,4.25,50.26,6.04,5.95,3.59,5.6,3.84,1.16,0.79,1.42,0.95,0.24,0.07,4.14,3,5.02,85.38,34.0
Zane Gonzalez,FA,K,0.0,10.6,11.4,1.15,16.4,1.7,0.68,54.6,27.32,0.0,0.0,2.6,0.21,4.0,0.44,2.8,0.27,2.0,0.22,14.8,1.31,17.0,1.59,0.82,66.2,6.69,0.9,55.8,5.47,3.4,3.92,4.86,7.2,1.4,0.4,1.0,0.6,0.27,0.1,3.98,55.8,5.47,3.4,3.92,4.86,7.8,0.4,1.4,0.4,0.6,0.13,0.1,3.85,55.8,5.47,3.4,3.92,4.86,7.2,1.4,0.0,1.4,0.6,0.3,0.1,4.02,3,4.7,79.86,37.0
