Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Stephen Gostkowski,FA,K,0.0,16,35,2.19,37,2.31,0.95,53,34.0,1,0.06,11,0.69,10,0.62,12,0.75,1,0.06,51,3.19,51,3.19,1.0,162,10.12,1.0,170.0,10.62,10.5,5.08,8.84,4,0,1,6,5,2.2,0.45,10.97,170.0,10.62,10.5,5.08,8.84,4,0,1,6,5,2.2,0.45,10.97,170.0,10.62,10.5,5.08,8.84,3,1,1,6,5,2.2,0.45,10.97
Connor Barth,FA,K,0.0,5,15,3.0,16,3.2,0.94,50,37.0,2,0.4,4,0.8,5,1.0,3,0.6,1,0.2,15,3.0,15,3.0,1.0,63,12.6,0.72,65.0,13.0,17.0,6.56,10.15,1,0,1,0,3,1.5,1.5,10.64,65.0,13.0,17.0,6.56,10.15,1,0,1,0,3,1.5,1.5,10.64,65.0,13.0,17.0,6.56,10.15,1,0,1,0,3,1.5,1.5,10.64
Cody Parkey,FA,K,0.0,16,32,2.0,36,2.25,0.89,54,35.62,0,0.0,10,0.62,14,0.88,4,0.25,4,0.25,54,3.38,54,3.38,1.0,162,10.12,1.0,162.0,10.12,10.0,4.6,8.63,2,2,5,4,3,0.78,0.23,9.6,162.0,10.12,10.0,4.6,8.63,3,0,4,6,3,1.29,0.23,9.96,162.0,10.12,10.0,4.6,8.63,3,1,2,7,3,1.67,0.23,10.18
Matt Prater,ARI,K,1.0,11,21,1.91,26,2.36,0.81,52,39.45,0,0.0,8,0.73,4,0.36,6,0.55,3,0.27,21,1.91,21,1.91,1.0,99,9.0,1.0,96.0,8.73,10.0,2.94,8.33,1,3,2,5,0,0.83,0.0,9.11,96.0,8.73,10.0,2.94,8.33,2,1,2,6,0,1.2,0.0,9.37,96.0,8.73,10.0,2.94,8.33,2,2,1,6,0,1.2,0.0,9.37
Adam Vinatieri,FA,K,0.0,16,30,1.88,31,1.94,0.97,53,34.75,0,0.0,10,0.62,10,0.62,7,0.44,3,0.19,50,3.12,50,3.12,1.0,143,8.94,1.0,153.0,9.56,9.5,4.15,8.37,3,2,4,5,2,0.78,0.14,9.06,153.0,9.56,9.5,4.15,8.37,3,2,3,6,2,1.0,0.14,9.23,153.0,9.56,9.5,4.15,8.37,3,2,4,5,2,0.78,0.14,9.06
Mason Crosby,FA,K,0.0,16,27,1.69,33,2.06,0.82,55,35.31,0,0.0,7,0.44,11,0.69,5,0.31,4,0.25,53,3.31,53,3.31,1.0,152,9.5,1.0,147.0,9.19,9.5,4.13,8.05,4,1,4,4,3,0.78,0.23,9.1,147.0,9.19,9.5,4.13,8.05,3,3,3,3,4,0.78,0.33,9.21,147.0,9.19,9.5,4.13,8.05,4,1,4,3,4,0.78,0.33,9.21
Dan Carpenter,FA,K,0.0,16,34,2.12,38,2.38,0.89,58,42.31,0,0.0,9,0.56,12,0.75,7,0.44,6,0.38,31,1.94,32,2.0,0.97,146,9.12,1.0,152.0,9.5,9.0,4.68,8.07,4,4,0,3,5,1.0,0.45,9.28,152.0,9.5,9.0,4.68,8.07,6,2,0,4,4,1.0,0.33,9.16,152.0,9.5,9.0,4.68,8.07,6,2,1,3,4,0.78,0.33,8.99
Stephen Hauschka,FA,K,0.0,16,31,1.94,37,2.31,0.84,58,35.44,0,0.0,10,0.62,10,0.62,9,0.56,2,0.12,41,2.56,41,2.56,1.0,152,9.5,1.0,147.0,9.19,8.5,3.47,8.41,3,4,2,4,3,0.78,0.23,8.84,147.0,9.19,8.5,3.47,8.41,3,3,3,4,3,0.78,0.23,8.84,147.0,9.19,8.5,3.47,8.41,3,3,3,4,3,0.78,0.23,8.84
Shaun Suisham,FA,K,0.0,16,29,1.81,32,2.0,0.91,53,32.94,0,0.0,12,0.75,6,0.38,10,0.62,1,0.06,45,2.81,45,2.81,1.0,141,8.81,1.0,144.0,9.0,9.0,3.33,8.32,3,4,3,4,2,0.6,0.14,8.68,144.0,9.0,9.0,3.33,8.32,4,3,3,3,3,0.6,0.23,8.79,144.0,9.0,9.0,3.33,8.32,3,4,3,4,2,0.6,0.14,8.68
Dan Bailey,FA,K,0.0,16,25,1.56,29,1.81,0.86,56,39.88,0,0.0,6,0.38,6,0.38,8,0.5,5,0.31,56,3.5,56,3.5,1.0,143,8.94,1.0,149.0,9.31,9.0,4.03,8.21,3,3,4,3,3,0.6,0.23,8.76,149.0,9.31,9.0,4.03,8.21,4,2,4,3,3,0.6,0.23,8.76,149.0,9.31,9.0,4.03,8.21,4,2,4,3,3,0.6,0.23,8.76
