Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Randy Bullock,FA,K,0.0,16,30,1.88,35,2.19,0.86,55,34.12,0,0.0,6,0.38,13,0.81,7,0.44,4,0.25,40,2.5,40,2.5,1.0,145,9.06,1.0,145.0,9.06,8.0,4.93,7.6,7,1,1,3,4,0.78,0.33,8.39,145.0,9.06,8.0,4.93,7.6,6,2,1,2,5,0.78,0.45,8.52,145.0,9.06,8.0,4.93,7.6,7,1,1,2,5,0.78,0.45,8.52
Justin Tucker,BAL,K,1.0,16,29,1.81,34,2.12,0.85,55,32.69,0,0.0,10,0.62,11,0.69,4,0.25,4,0.25,42,2.62,42,2.62,1.0,144,9.0,1.0,141.0,8.81,8.5,4.45,7.58,5,1,4,2,4,0.6,0.33,8.43,141.0,8.81,8.5,4.45,7.58,5,2,3,2,4,0.6,0.33,8.43,141.0,8.81,8.5,4.45,7.58,4,2,4,2,4,0.6,0.33,8.43
Caleb Sturgis,FA,K,0.0,16,29,1.81,37,2.31,0.78,53,36.38,1,0.06,12,0.75,7,0.44,6,0.38,3,0.19,41,2.56,41,2.56,1.0,152,9.5,1.0,140.0,8.75,9.0,3.17,8.19,3,3,5,3,2,0.45,0.14,8.56,140.0,8.75,9.0,3.17,8.19,3,2,7,3,1,0.33,0.07,8.33,140.0,8.75,9.0,3.17,8.19,4,2,5,3,2,0.45,0.14,8.56
Matt Bryant,FA,K,0.0,16,29,1.81,32,2.0,0.91,54,31.69,0,0.0,10,0.62,4,0.25,8,0.5,7,0.44,40,2.5,40,2.5,1.0,136,8.5,1.0,149.0,9.31,8.0,5.5,7.6,5,3,2,1,5,0.6,0.45,8.31,149.0,9.31,8.0,5.5,7.6,5,3,2,1,5,0.6,0.45,8.31,149.0,9.31,8.0,5.5,7.6,5,3,2,1,5,0.6,0.45,8.31
Graham Gano,NYG,K,1.0,16,29,1.81,35,2.19,0.83,53,36.25,0,0.0,7,0.44,12,0.75,9,0.56,1,0.06,34,2.12,34,2.12,1.0,139,8.69,1.0,132.0,8.25,8.0,3.79,7.39,6,3,2,3,2,0.45,0.14,7.76,132.0,8.25,8.0,3.79,7.39,6,3,1,4,2,0.6,0.14,7.89,132.0,8.25,8.0,3.79,7.39,6,3,1,4,2,0.6,0.14,7.89
Nick Folk,TEN,K,1.0,16,32,2.0,39,2.44,0.82,55,38.19,0,0.0,13,0.81,7,0.44,9,0.56,3,0.19,23,1.44,23,1.44,1.0,140,8.75,1.0,134.0,8.38,8.0,4.73,7.09,6,3,2,1,4,0.45,0.33,7.87,134.0,8.38,8.0,4.73,7.09,5,4,2,1,4,0.45,0.33,7.87,134.0,8.38,8.0,4.73,7.09,6,3,2,1,4,0.45,0.33,7.87
Billy Cundiff,FA,K,0.0,13,22,1.69,29,2.23,0.76,52,32.62,0,0.0,6,0.46,10,0.77,5,0.38,1,0.08,28,2.15,28,2.15,1.0,115,8.85,1.0,101.0,7.77,8.0,3.88,6.92,4,4,1,3,1,0.44,0.08,7.5,101.0,7.77,8.0,3.88,6.92,4,3,2,3,1,0.44,0.08,7.5,101.0,7.77,8.0,3.88,6.92,5,3,2,1,2,0.3,0.18,7.47
Mike Nugent,FA,K,0.0,16,26,1.62,33,2.06,0.79,49,31.62,0,0.0,6,0.38,10,0.62,10,0.62,0,0.0,39,2.44,39,2.44,1.0,138,8.62,1.0,127.0,7.94,7.0,4.99,6.63,7,2,2,1,4,0.45,0.33,7.27,127.0,7.94,7.0,4.99,6.63,6,3,2,1,4,0.45,0.33,7.27,127.0,7.94,7.0,4.99,6.63,7,2,2,1,4,0.45,0.33,7.27
Chandler Catanzaro,FA,K,0.0,16,29,1.81,33,2.06,0.88,51,36.44,0,0.0,5,0.31,12,0.75,10,0.62,2,0.12,27,1.69,27,1.69,1.0,126,7.88,1.0,128.0,8.0,7.0,4.16,7.0,6,3,2,1,4,0.45,0.33,7.34,128.0,8.0,7.0,4.16,7.0,7,3,2,0,4,0.33,0.33,7.22,128.0,8.0,7.0,4.16,7.0,6,4,1,3,2,0.45,0.14,7.12
Blair Walsh,FA,K,0.0,16,26,1.62,35,2.19,0.74,55,34.44,2,0.12,4,0.25,8,0.5,7,0.44,5,0.31,29,1.81,29,1.81,1.0,134,8.38,1.0,124.0,7.75,8.0,4.49,6.65,6,2,5,0,3,0.23,0.23,7.3,124.0,7.75,8.0,4.49,6.65,6,2,5,2,1,0.23,0.07,7.09,124.0,7.75,8.0,4.49,6.65,5,2,6,0,3,0.23,0.23,7.3
Nick Novak,FA,K,0.0,16,22,1.38,26,1.62,0.85,52,30.88,1,0.06,6,0.38,8,0.5,4,0.25,3,0.19,40,2.5,40,2.5,1.0,118,7.38,1.0,116.0,7.25,7.5,4.57,6.19,6,3,3,2,2,0.33,0.14,6.82,116.0,7.25,7.5,4.57,6.19,6,3,3,2,2,0.33,0.14,6.82,116.0,7.25,7.5,4.57,6.19,6,3,4,1,2,0.23,0.14,6.71
Kai Forbath,LAR,K,1.0,16,24,1.5,27,1.69,0.89,49,27.25,0,0.0,11,0.69,6,0.38,7,0.44,0,0.0,31,1.94,31,1.94,1.0,112,7.0,1.0,110.0,6.88,8.0,4.29,5.97,6,2,4,3,1,0.33,0.07,6.8,110.0,6.88,8.0,4.29,5.97,6,2,4,3,1,0.33,0.07,6.8,110.0,6.88,8.0,4.29,5.97,6,2,5,2,1,0.23,0.07,6.68
Cairo Santos,CHI,K,1.0,16,25,1.56,30,1.88,0.83,53,32.69,1,0.06,10,0.62,6,0.38,7,0.44,1,0.06,38,2.38,38,2.38,1.0,128,8.0,1.0,122.0,7.62,6.0,3.81,6.82,9,1,1,3,2,0.45,0.14,6.66,122.0,7.62,6.0,3.81,6.82,6,4,1,2,3,0.45,0.23,6.77,122.0,7.62,6.0,3.81,6.82,8,2,1,3,2,0.45,0.14,6.66
Josh Brown,FA,K,0.0,16,24,1.5,26,1.62,0.92,53,28.88,1,0.06,6,0.38,9,0.56,4,0.25,4,0.25,44,2.75,44,2.75,1.0,122,7.62,1.0,128.0,8.0,6.0,6.06,6.37,10,0,1,1,4,0.45,0.33,6.67,128.0,8.0,6.0,6.06,6.37,9,1,1,1,4,0.45,0.33,6.67,128.0,8.0,6.0,6.06,6.37,7,3,1,1,4,0.45,0.33,6.67
Phil Dawson,FA,K,0.0,16,25,1.56,31,1.94,0.81,55,32.38,0,0.0,6,0.38,8,0.5,5,0.31,6,0.38,33,2.06,33,2.06,1.0,126,7.88,1.0,125.0,7.81,7.0,5.15,6.48,8,1,3,2,2,0.33,0.14,6.79,125.0,7.81,7.0,5.15,6.48,8,1,4,1,2,0.23,0.14,6.67,125.0,7.81,7.0,5.15,6.48,8,1,3,2,2,0.33,0.14,6.79
Greg Zuerlein,NYJ,K,1.0,16,24,1.5,30,1.88,0.8,56,30.19,1,0.06,6,0.38,10,0.62,2,0.12,5,0.31,34,2.12,35,2.19,0.97,125,7.81,1.0,118.0,7.38,6.5,4.76,6.24,7,3,3,1,2,0.23,0.14,6.37,118.0,7.38,6.5,4.76,6.24,7,4,2,1,2,0.23,0.14,6.37,118.0,7.38,6.5,4.76,6.24,8,2,2,2,2,0.33,0.14,6.48
Patrick Murray,FA,K,0.0,16,20,1.25,24,1.5,0.83,55,39.75,0,0.0,2,0.12,7,0.44,6,0.38,5,0.31,31,1.94,31,1.94,1.0,103,6.44,1.0,107.0,6.69,7.0,2.57,6.59,6,4,4,2,0,0.14,0.0,6.27,107.0,6.69,7.0,2.57,6.59,7,4,3,2,0,0.14,0.0,6.27,107.0,6.69,7.0,2.57,6.59,6,5,3,2,0,0.14,0.0,6.27
Sebastian Janikowski,FA,K,0.0,16,19,1.19,22,1.38,0.86,57,29.88,0,0.0,2,0.12,5,0.31,9,0.56,3,0.19,28,1.75,28,1.75,1.0,94,5.88,1.0,100.0,6.25,7.0,4.14,5.47,7,3,4,1,1,0.14,0.07,5.86,100.0,6.25,7.0,4.14,5.47,7,3,4,1,1,0.14,0.07,5.86,100.0,6.25,7.0,4.14,5.47,6,5,3,1,1,0.14,0.07,5.86
Shayne Graham,FA,K,0.0,16,19,1.19,22,1.38,0.86,50,25.19,0,0.0,6,0.38,9,0.56,3,0.19,1,0.06,46,2.88,46,2.88,1.0,112,7.0,1.0,108.0,6.75,5.5,3.91,6.0,9,2,1,3,1,0.33,0.07,5.81,108.0,6.75,5.5,3.91,6.0,8,3,1,3,1,0.33,0.07,5.81,108.0,6.75,5.5,3.91,6.0,9,2,1,3,1,0.33,0.07,5.81
Josh Scobee,FA,K,0.0,16,20,1.25,26,1.62,0.77,53,29.88,0,0.0,3,0.19,7,0.44,7,0.44,3,0.19,23,1.44,23,1.44,1.0,101,6.31,1.0,96.0,6.0,6.0,4.08,5.27,9,5,0,1,1,0.14,0.07,5.43,96.0,6.0,6.0,4.08,5.27,9,5,1,0,1,0.07,0.07,5.33,96.0,6.0,6.0,4.08,5.27,9,3,3,0,1,0.07,0.07,5.33
Ryan Succop,FA,K,0.0,16,19,1.19,22,1.38,0.86,51,25.94,0,0.0,5,0.31,7,0.44,5,0.31,2,0.12,27,1.69,27,1.69,1.0,93,5.81,1.0,93.0,5.81,5.0,4.23,5.06,11,1,1,2,1,0.23,0.07,5.0,93.0,5.81,5.0,4.23,5.06,12,0,1,2,1,0.23,0.07,5.0,93.0,5.81,5.0,4.23,5.06,10,2,1,2,1,0.23,0.07,5.0
Brandon McManus,FA,K,0.0,15,9,0.6,13,0.87,0.69,44,14.13,0,0.0,5,0.33,2,0.13,2,0.13,0,0.0,41,2.73,41,2.73,1.0,80,5.33,1.0,70.0,4.67,5.0,4.08,4.1,9,4,0,1,1,0.15,0.07,4.48,70.0,4.67,5.0,4.08,4.1,9,4,0,1,1,0.15,0.07,4.48,70.0,4.67,5.0,4.08,4.1,10,3,0,1,1,0.15,0.07,4.48
Robbie Gould,FA,K,0.0,12,9,0.75,12,1.0,0.75,45,18.08,0,0.0,4,0.33,2,0.17,3,0.25,0,0.0,28,2.33,28,2.33,1.0,64,5.33,1.0,58.0,4.83,4.5,2.89,4.63,8,2,1,1,0,0.09,0.0,4.31,58.0,4.83,4.5,2.89,4.63,8,2,1,1,0,0.09,0.0,4.31,58.0,4.83,4.5,2.89,4.63,8,2,1,1,0,0.09,0.0,4.31
Nate Freese,FA,K,0.0,3,3,1.0,7,2.33,0.43,30,19.33,0,0.0,2,0.67,1,0.33,0,0.0,0,0.0,6,2.0,6,2.0,1.0,27,9.0,0.56,15.0,5.0,5.0,4.0,4.42,2,0,1,0,0,0.0,0.0,2.6,15.0,5.0,5.0,4.0,4.42,2,0,1,0,0,0.0,0.0,2.6,15.0,5.0,5.0,4.0,4.42,2,0,1,0,0,0.0,0.0,2.6
Garrett Hartley,FA,K,0.0,2,3,1.5,3,1.5,1.0,43,40.5,0,0.0,0,0.0,2,1.0,1,0.5,0,0.0,2,1.0,2,1.0,1.0,11,5.5,0.44,12.0,6.0,6.0,2.83,5.78,1,1,0,0,0,0.0,0.0,2.33,12.0,6.0,6.0,2.83,5.78,1,1,0,0,0,0.0,0.0,2.33,12.0,6.0,6.0,2.83,5.78,1,1,0,0,0,0.0,0.0,2.33
Alex Henery,FA,K,0.0,2,1,0.5,5,2.5,0.2,51,25.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,5,2.5,5,2.5,1.0,20,10.0,0.44,10.0,5.0,5.0,4.24,4.35,1,0,1,0,0,0.0,0.0,2.1,10.0,5.0,5.0,4.24,4.35,1,0,1,0,0,0.0,0.0,2.1,10.0,5.0,5.0,4.24,4.35,1,1,0,0,0,0.0,0.0,2.1
Jay Feely,FA,K,0.0,4,3,0.75,4,1.0,0.75,48,12.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0,5,1.25,5,1.25,1.0,17,4.25,0.65,15.0,3.75,2.0,4.19,3.27,3,0,0,1,0,0.33,0.0,1.91,15.0,3.75,2.0,4.19,3.27,3,0,1,0,0,0.0,0.0,1.64,15.0,3.75,2.0,4.19,3.27,3,0,1,0,0,0.0,0.0,1.64
Jonathan Brown,FA,K,0.0,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0
Jordan Gay,FA,K,0.0,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0
