Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Brandon McManus,GB,K,1.0,16,29,1.81,34,2.12,0.85,53,38.38,0,0.0,6,0.38,8,0.5,11,0.69,4,0.25,25,1.56,26,1.62,0.96,128,8.0,1.0,131.0,8.19,8.0,4.25,7.12,4,3,3,2,4,0.6,0.33,7.94,131.0,8.19,8.0,4.25,7.12,5,2,4,1,4,0.45,0.33,7.81,131.0,8.19,8.0,4.25,7.12,4,3,3,2,4,0.6,0.33,7.94
Chris Boswell,PIT,K,1.0,16,29,1.81,31,1.94,0.94,51,36.81,1,0.06,11,0.69,7,0.44,9,0.56,1,0.06,28,1.75,28,1.75,1.0,121,7.56,1.0,126.0,7.88,8.5,3.95,6.98,6,1,3,5,1,0.6,0.07,7.72,126.0,7.88,8.5,3.95,6.98,6,1,3,5,1,0.6,0.07,7.72,126.0,7.88,8.5,3.95,6.98,7,0,3,4,2,0.6,0.14,7.82
Matt Prater,ARI,K,1.0,16,26,1.62,31,1.94,0.84,56,35.62,0,0.0,11,0.69,2,0.12,6,0.38,7,0.44,35,2.19,36,2.25,0.97,129,8.06,1.0,133.0,8.31,8.5,5.08,6.91,5,2,4,3,2,0.45,0.14,7.71,133.0,8.31,8.5,5.08,6.91,5,3,3,3,2,0.45,0.14,7.71,133.0,8.31,8.5,5.08,6.91,5,2,4,3,2,0.45,0.14,7.71
Dan Bailey,FA,K,0.0,16,27,1.69,29,1.81,0.93,50,29.81,0,0.0,10,0.62,9,0.56,5,0.31,3,0.19,40,2.5,44,2.75,0.91,131,8.19,1.0,132.0,8.25,7.5,5.08,6.86,7,1,2,2,4,0.6,0.33,7.66,132.0,8.25,7.5,5.08,6.86,6,2,2,2,4,0.6,0.33,7.66,132.0,8.25,7.5,5.08,6.86,6,3,1,2,4,0.6,0.33,7.66
Kai Forbath,LAR,K,1.0,5,11,2.2,11,2.2,1.0,50,34.0,0,0.0,2,0.4,1,0.2,7,1.4,1,0.2,11,2.2,12,2.4,0.92,45,9.0,0.72,53.0,10.6,11.0,8.65,7.72,2,0,0,1,2,1.5,0.67,7.53,53.0,10.6,11.0,8.65,7.72,2,0,0,1,2,1.5,0.67,7.53,53.0,10.6,11.0,8.65,7.72,2,0,0,1,2,1.5,0.67,7.53
Brett Maher,FA,K,0.0,13,20,1.54,30,2.31,0.67,63,32.92,0,0.0,9,0.69,6,0.46,1,0.08,4,0.31,36,2.77,36,2.77,1.0,126,9.69,1.0,105.0,8.08,7.0,4.35,6.99,4,4,1,1,3,0.44,0.3,7.47,105.0,8.08,7.0,4.35,6.99,5,3,1,1,3,0.44,0.3,7.47,105.0,8.08,7.0,4.35,6.99,4,4,1,1,3,0.44,0.3,7.47
Nick Folk,TEN,K,1.0,7,14,2.0,17,2.43,0.82,51,36.57,1,0.14,5,0.71,3,0.43,4,0.57,1,0.14,12,1.71,12,1.71,1.0,63,9.0,0.84,60.0,8.57,9.0,2.94,8.18,2,0,3,1,1,0.4,0.17,7.1,60.0,8.57,9.0,2.94,8.18,1,1,3,1,1,0.4,0.17,7.1,60.0,8.57,9.0,2.94,8.18,2,0,3,2,0,0.4,0.0,6.91
Jason Myers,SEA,K,1.0,16,23,1.44,28,1.75,0.82,54,29.06,0,0.0,6,0.38,11,0.69,4,0.25,2,0.12,40,2.5,44,2.75,0.91,128,8.0,1.0,117.0,7.31,7.5,3.24,6.81,5,3,4,2,2,0.33,0.14,7.13,117.0,7.31,7.5,3.24,6.81,6,2,4,3,1,0.33,0.07,7.03,117.0,7.31,7.5,3.24,6.81,7,1,4,2,2,0.33,0.14,7.13
Joey Slye,NE,K,1.0,16,25,1.56,32,2.0,0.78,55,39.12,0,0.0,3,0.19,5,0.31,6,0.38,8,0.5,31,1.94,35,2.19,0.89,131,8.19,1.0,119.0,7.44,7.0,3.92,6.6,7,1,3,2,3,0.45,0.23,7.1,119.0,7.44,7.0,3.92,6.6,6,2,3,3,2,0.45,0.14,6.99,119.0,7.44,7.0,3.92,6.6,8,0,3,3,2,0.45,0.14,6.99
Austin Seibert,WAS,K,2.0,16,25,1.56,29,1.81,0.86,53,34.31,0,0.0,6,0.38,9,0.56,9,0.56,1,0.06,30,1.88,35,2.19,0.86,122,7.62,1.0,116.0,7.25,7.0,3.94,6.43,5,4,2,3,2,0.45,0.14,6.87,116.0,7.25,7.0,3.94,6.43,5,4,2,2,3,0.45,0.23,6.97,116.0,7.25,7.0,3.94,6.43,6,3,2,3,2,0.45,0.14,6.87
Mason Crosby,FA,K,0.0,16,22,1.38,24,1.5,0.92,54,31.0,1,0.06,2,0.12,11,0.69,7,0.44,1,0.06,40,2.5,41,2.56,0.98,113,7.06,1.0,115.0,7.19,7.5,3.51,6.56,6,2,3,3,2,0.45,0.14,7.06,115.0,7.19,7.5,3.51,6.56,6,2,3,5,0,0.45,0.0,6.87,115.0,7.19,7.5,3.51,6.56,5,3,3,3,2,0.45,0.14,7.06
Randy Bullock,FA,K,0.0,16,27,1.69,31,1.94,0.87,57,39.81,0,0.0,10,0.62,6,0.38,10,0.62,1,0.06,24,1.5,25,1.56,0.96,118,7.38,1.0,117.0,7.31,7.0,3.32,6.77,8,0,5,2,1,0.23,0.07,6.64,117.0,7.31,7.0,3.32,6.77,8,0,5,2,1,0.23,0.07,6.64,117.0,7.31,7.0,3.32,6.77,7,1,5,1,2,0.23,0.14,6.74
Ka'imi Fairbairn,HOU,K,1.0,16,20,1.25,25,1.56,0.8,54,29.06,0,0.0,5,0.31,8,0.5,4,0.25,3,0.19,40,2.5,45,2.81,0.89,120,7.5,1.0,110.0,6.88,6.5,3.74,6.17,7,2,2,3,2,0.45,0.14,6.55,110.0,6.88,6.5,3.74,6.17,6,3,2,4,1,0.45,0.07,6.45,110.0,6.88,6.5,3.74,6.17,7,2,2,3,2,0.45,0.14,6.55
Sam Ficken,FA,K,0.0,15,19,1.27,27,1.8,0.7,54,27.4,0,0.0,2,0.13,7,0.47,7,0.47,3,0.2,23,1.53,26,1.73,0.88,107,7.13,1.0,93.0,6.2,6.0,4.9,5.2,8,1,1,3,2,0.5,0.15,5.99,93.0,6.2,6.0,4.9,5.2,7,2,1,1,4,0.5,0.36,6.23,93.0,6.2,6.0,4.9,5.2,7,2,1,3,2,0.5,0.15,5.99
Jake Elliott,PHI,K,1.0,16,22,1.38,26,1.62,0.85,53,34.06,0,0.0,7,0.44,8,0.5,5,0.31,2,0.12,35,2.19,37,2.31,0.95,115,7.19,1.0,109.0,6.81,6.0,2.95,6.49,8,4,1,2,1,0.23,0.07,6.11,109.0,6.81,6.0,2.95,6.49,9,3,0,3,1,0.33,0.07,6.22,109.0,6.81,6.0,2.95,6.49,7,5,0,3,1,0.33,0.07,6.22
Eddy Pineiro,CAR,K,1.0,16,23,1.44,28,1.75,0.82,53,27.5,1,0.06,8,0.5,9,0.56,3,0.19,2,0.12,27,1.69,29,1.81,0.93,113,7.06,1.0,103.0,6.44,6.5,4.02,5.68,7,5,0,2,2,0.33,0.14,6.19,103.0,6.44,6.5,4.02,5.68,7,5,0,2,2,0.33,0.14,6.19,103.0,6.44,6.5,4.02,5.68,8,4,0,2,2,0.33,0.14,6.19
Adam Vinatieri,FA,K,0.0,12,17,1.42,25,2.08,0.68,55,30.67,0,0.0,6,0.5,6,0.5,3,0.25,2,0.17,22,1.83,28,2.33,0.79,103,8.58,1.0,80.0,6.67,5.5,3.82,5.96,7,2,0,1,2,0.33,0.2,6.12,80.0,6.67,5.5,3.82,5.96,7,2,0,1,2,0.33,0.2,6.12,80.0,6.67,5.5,3.82,5.96,7,2,0,1,2,0.33,0.2,6.12
Jason Sanders,MIA,K,1.0,16,23,1.44,30,1.88,0.77,54,30.38,0,0.0,7,0.44,8,0.5,5,0.31,3,0.19,29,1.81,30,1.88,0.97,120,7.5,1.0,115.1,7.19,6.0,5.82,5.79,8,2,3,0,3,0.23,0.23,6.06,115.1,7.19,6.0,5.82,5.79,9,1,3,0,3,0.23,0.23,6.06,115.1,7.19,6.0,5.82,5.79,7,3,3,0,3,0.23,0.23,6.06
Daniel Carlson,LV,K,1.0,16,19,1.19,26,1.62,0.73,48,31.44,0,0.0,8,0.5,5,0.31,6,0.38,0,0.0,34,2.12,36,2.25,0.94,114,7.12,1.0,97.0,6.06,7.0,2.35,6.11,7,6,2,1,0,0.07,0.0,6.05,97.0,6.06,7.0,2.35,6.11,7,6,2,1,0,0.07,0.0,6.05,97.0,6.06,7.0,2.35,6.11,6,7,2,1,0,0.07,0.0,6.05
Dustin Hopkins,CLE,K,1.0,16,25,1.56,30,1.88,0.83,53,30.12,0,0.0,7,0.44,8,0.5,8,0.5,2,0.12,21,1.31,22,1.38,0.95,112,7.0,1.0,108.0,6.75,5.0,4.45,5.8,9,0,1,4,2,0.6,0.14,5.89,108.0,6.75,5.0,4.45,5.8,9,0,1,4,2,0.6,0.14,5.89,108.0,6.75,5.0,4.45,5.8,9,0,1,4,2,0.6,0.14,5.89
Stephen Hauschka,FA,K,0.0,16,22,1.38,28,1.75,0.79,51,31.25,0,0.0,5,0.31,7,0.44,8,0.5,1,0.06,30,1.88,32,2.0,0.94,116,7.25,1.0,103.0,6.44,6.0,4.15,5.63,9,1,3,1,2,0.23,0.14,5.87,103.0,6.44,6.0,4.15,5.63,8,2,3,1,2,0.23,0.14,5.87,103.0,6.44,6.0,4.15,5.63,7,3,3,1,2,0.23,0.14,5.87
Michael Badgley,DET,K,1.0,9,13,1.44,16,1.78,0.81,49,30.33,0,0.0,5,0.56,2,0.22,6,0.67,0,0.0,19,2.11,19,2.11,1.0,67,7.44,0.93,64.0,7.11,6.0,4.7,6.03,5,0,1,2,1,0.5,0.12,5.85,64.0,7.11,6.0,4.7,6.03,4,1,1,2,1,0.5,0.12,5.85,64.0,7.11,6.0,4.7,6.03,4,1,1,2,1,0.5,0.12,5.85
Matt Bryant,FA,K,0.0,8,9,1.12,14,1.75,0.64,52,38.0,0,0.0,1,0.12,3,0.38,3,0.38,2,0.25,14,1.75,15,1.88,0.93,57,7.12,0.88,48.0,6.0,6.0,2.88,5.75,4,2,1,1,0,0.14,0.0,4.96,48.0,6.0,6.0,2.88,5.75,3,3,1,1,0,0.14,0.0,4.96,48.0,6.0,6.0,2.88,5.75,2,4,2,0,0,0.0,0.0,4.79
Stephen Gostkowski,FA,K,0.0,4,7,1.75,8,2.0,0.88,41,32.25,0,0.0,2,0.5,3,0.75,1,0.25,0,0.0,11,2.75,15,3.75,0.73,39,9.75,0.65,30.0,7.5,6.5,6.24,5.93,2,1,0,0,1,0.33,0.33,4.39,30.0,7.5,6.5,6.24,5.93,2,1,0,0,1,0.33,0.33,4.39,30.0,7.5,6.5,6.24,5.93,1,2,0,0,1,0.33,0.33,4.39
Aldrick Rosas,FA,K,0.0,16,12,0.75,17,1.06,0.71,45,16.94,0,0.0,6,0.38,5,0.31,1,0.06,0,0.0,35,2.19,39,2.44,0.9,90,5.62,1.0,72.0,4.5,4.5,2.76,4.36,12,2,1,1,0,0.07,0.0,4.2,72.0,4.5,4.5,2.76,4.36,14,0,1,0,1,0.07,0.07,4.29,72.0,4.5,4.5,2.76,4.36,13,1,1,1,0,0.07,0.0,4.2
Mike Nugent,FA,K,0.0,5,5,1.0,8,1.6,0.62,37,20.0,0,0.0,3,0.6,2,0.4,0,0.0,0,0.0,15,3.0,16,3.2,0.94,40,8.0,0.72,30.0,6.0,7.0,3.74,5.39,2,1,2,0,0,0.0,0.0,4.15,30.0,6.0,7.0,3.74,5.39,2,1,2,0,0,0.0,0.0,4.15,30.0,6.0,7.0,3.74,5.39,2,1,2,0,0,0.0,0.0,4.15
Cairo Santos,CHI,K,1.0,5,4,0.8,9,1.8,0.44,53,29.4,0,0.0,0,0.0,1,0.2,2,0.4,1,0.2,12,2.4,12,2.4,1.0,39,7.8,0.72,28.0,5.6,6.0,4.98,4.68,3,1,0,0,1,0.25,0.25,4.11,28.0,5.6,6.0,4.98,4.68,2,2,0,0,1,0.25,0.25,4.11,28.0,5.6,6.0,4.98,4.68,3,1,0,0,1,0.25,0.25,4.11
Ryan Succop,FA,K,0.0,7,1,0.14,6,0.86,0.17,31,4.43,0,0.0,0,0.0,1,0.14,0,0.0,0,0.0,24,3.43,25,3.57,0.96,43,6.14,0.84,27.0,3.86,3.0,2.54,3.81,5,2,0,0,0,0.0,0.0,2.8,27.0,3.86,3.0,2.54,3.81,5,2,0,0,0,0.0,0.0,2.8,27.0,3.86,3.0,2.54,3.81,6,1,0,0,0,0.0,0.0,2.8
Cody Parkey,FA,K,0.0,4,3,0.75,3,0.75,1.0,51,24.0,0,0.0,0,0.0,0,0.0,2,0.5,1,0.25,5,1.25,6,1.5,0.83,15,3.75,0.65,18.0,4.5,3.0,5.74,3.63,3,0,0,1,0,0.33,0.0,2.23,18.0,4.5,3.0,5.74,3.63,2,1,0,0,1,0.33,0.33,2.5,18.0,4.5,3.0,5.74,3.63,2,1,0,1,0,0.33,0.0,2.23
Greg Joseph,NYJ,K,2.0,3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,3.0,9,3.0,1.0,9,3.0,0.56,9.0,3.0,4.0,2.65,2.94,3,0,0,0,0,0.0,0.0,1.72,9.0,3.0,4.0,2.65,2.94,3,0,0,0,0,0.0,0.0,1.72,9.0,3.0,4.0,2.65,2.94,3,0,0,0,0,0.0,0.0,1.72
Ty Long,FA,K,0.0,16,7,0.44,9,0.56,0.78,51,10.81,0,0.0,0,0.0,2,0.12,4,0.25,1,0.06,9,0.56,9,0.56,1.0,36,2.25,1.0,36.0,2.25,0.0,4.63,1.92,13,1,1,0,1,0.07,0.07,1.18,36.0,2.25,0.0,4.63,1.92,13,1,1,0,1,0.07,0.07,1.18,36.0,2.25,0.0,4.63,1.92,13,1,1,0,1,0.07,0.07,1.18
Caleb Sturgis,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Giorgio Tavecchio,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Graham Gano,NYG,K,1.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Kaare Vedvik,FA,K,0.0,1,0,0.0,1,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0.0,4,4.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Kasey Redfern,FA,K,0.0,3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
Matt McCrane,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Michael Palardy,ARI,K,2.0,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0
Ryan Santoso,FA,K,0.0,3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
Sebastian Janikowski,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
