Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Dan Bailey,FA,K,0.0,16.0,26.79,1.67,29.74,1.86,0.9,54.0,37.81,0.84,0.05,4.53,0.28,8.11,0.51,8.42,0.53,4.89,0.31,49.16,3.07,49.16,3.07,1.0,138.37,8.65,1.0,147.74,9.23,8.16,4.43,7.98,4.79,2.16,2.95,3.11,3.0,0.63,0.23,8.32,147.74,9.23,8.16,4.43,7.98,5.26,1.68,2.74,3.21,3.11,0.66,0.24,8.36,147.74,9.23,8.16,4.43,7.98,4.63,2.32,2.74,3.0,3.32,0.66,0.26,8.38,3,6.57,111.74,9.0
Shaun Suisham,FA,K,0.0,16.0,29.11,1.82,31.79,1.99,0.92,51.21,33.4,0.0,0.0,10.0,0.62,8.63,0.54,9.79,0.61,0.68,0.04,40.79,2.55,40.79,2.55,1.0,136.16,8.51,1.0,138.86,8.68,8.42,3.71,7.84,3.84,3.89,2.68,2.74,2.84,0.54,0.22,8.26,138.86,8.68,8.42,3.71,7.84,4.53,3.21,2.47,3.0,2.79,0.57,0.21,8.28,138.86,8.68,8.42,3.71,7.84,4.16,3.58,2.47,2.95,2.84,0.57,0.22,8.29,3,5.6,95.12,17.0
Blair Walsh,FA,K,0.0,16.0,27.89,1.74,34.05,2.13,0.82,54.89,34.68,0.95,0.06,6.21,0.39,9.26,0.58,6.37,0.4,5.11,0.32,34.89,2.18,35.21,2.2,0.99,137.37,8.59,1.0,135.16,8.45,8.74,4.74,7.15,5.26,1.79,3.95,2.0,3.0,0.51,0.26,8.09,135.16,8.45,8.74,4.74,7.15,5.58,1.47,3.74,3.16,2.05,0.57,0.18,8.03,135.16,8.45,8.74,4.74,7.15,4.79,1.79,4.63,1.79,3.0,0.46,0.26,8.06,3,5.13,87.23,30.0
Phil Dawson,FA,K,0.0,16.0,28.05,1.75,32.58,2.04,0.86,54.89,33.84,0.0,0.0,8.32,0.52,7.37,0.46,6.79,0.42,5.58,0.35,35.63,2.23,35.63,2.23,1.0,133.37,8.34,1.0,137.74,8.61,8.47,4.85,7.26,6.11,1.0,3.53,3.05,2.32,0.53,0.17,7.96,137.74,8.61,8.47,4.85,7.26,6.11,0.79,3.89,2.58,2.63,0.55,0.2,7.99,137.74,8.61,8.47,4.85,7.26,6.11,1.0,3.21,3.05,2.63,0.6,0.2,8.05,3,5.45,92.72,20.0
Caleb Sturgis,FA,K,0.0,16.0,27.8,1.73,35.8,2.23,0.77,53.4,35.83,1.0,0.06,8.8,0.55,8.2,0.51,6.8,0.43,3.0,0.19,37.8,2.36,37.8,2.36,1.0,145.2,9.08,1.0,134.0,8.37,8.6,3.5,7.68,3.8,3.4,3.8,3.8,1.2,0.45,0.08,8.08,134.0,8.37,8.6,3.5,7.68,4.2,2.4,5.0,3.4,1.0,0.38,0.07,7.97,134.0,8.37,8.6,3.5,7.68,4.4,2.8,3.8,3.4,1.6,0.45,0.11,8.11,2,4.64,78.84,37.0
Randy Bullock,FA,K,0.0,16.0,28.4,1.78,35.0,2.19,0.81,53.4,36.35,0.4,0.02,6.4,0.4,9.8,0.61,9.0,0.56,2.8,0.17,34.4,2.15,34.4,2.15,1.0,139.4,8.71,1.0,134.2,8.39,7.8,4.13,7.38,6.6,3.0,1.4,2.2,2.8,0.52,0.23,7.8,134.2,8.39,7.8,4.13,7.38,6.0,3.6,1.4,2.0,3.0,0.52,0.27,7.84,134.2,8.39,7.8,4.13,7.38,6.6,3.0,1.4,1.6,3.4,0.52,0.3,7.88,2,5.8,98.59,15.0
Nick Folk,TEN,K,1.0,16.0,30.0,1.87,35.53,2.22,0.84,54.47,36.13,0.0,0.0,10.16,0.63,7.74,0.48,9.11,0.57,3.0,0.19,25.74,1.61,25.74,1.61,1.0,132.32,8.27,1.0,130.84,8.18,7.84,4.75,6.92,6.84,1.95,1.58,2.05,3.58,0.55,0.29,7.73,130.84,8.18,7.84,4.75,6.92,6.58,2.21,2.11,1.21,3.89,0.47,0.33,7.7,130.84,8.18,7.84,4.75,6.92,7.05,1.74,1.79,2.16,3.26,0.53,0.26,7.67,3,7.19,122.28,5.0
Nick Novak,FA,K,0.0,15.37,24.95,1.61,28.21,1.82,0.88,51.16,32.79,1.0,0.06,6.74,0.44,9.16,0.59,5.58,0.36,2.47,0.16,39.16,2.55,39.16,2.55,1.0,123.79,8.02,1.0,124.53,8.07,7.87,4.3,7.01,5.79,2.26,2.58,2.32,2.42,0.47,0.19,7.54,124.53,8.07,7.87,4.3,7.01,6.0,2.26,2.37,2.0,2.74,0.47,0.23,7.58,124.53,8.07,7.87,4.3,7.01,5.79,2.26,3.05,1.53,2.74,0.42,0.23,7.52,3,5.33,90.55,26.0
Graham Gano,NYG,K,1.0,13.89,23.21,1.65,27.42,1.96,0.85,53.21,35.15,0.0,0.0,6.79,0.49,7.58,0.54,6.26,0.43,2.58,0.18,33.58,2.53,33.79,2.57,0.99,116.05,8.44,0.95,114.63,8.28,7.79,3.88,7.38,4.95,3.0,1.58,2.37,2.0,0.46,0.22,7.38,114.63,8.28,7.79,3.88,7.38,5.16,2.79,1.11,2.84,2.0,0.53,0.22,7.44,114.63,8.28,7.79,3.88,7.38,4.63,3.32,0.79,3.16,2.0,0.58,0.22,7.49,3,7.6,129.26,2.0
Chandler Catanzaro,FA,K,0.0,16.0,29.0,1.81,33.0,2.06,0.88,51.0,36.44,0.0,0.0,5.0,0.31,12.0,0.75,10.0,0.62,2.0,0.12,27.0,1.69,27.0,1.69,1.0,126.0,7.88,1.0,128.0,8.0,7.0,4.16,7.0,6.0,3.0,2.0,1.0,4.0,0.45,0.33,7.34,128.0,8.0,7.0,4.16,7.0,7.0,3.0,2.0,0.0,4.0,0.33,0.33,7.22,128.0,8.0,7.0,4.16,7.0,6.0,4.0,1.0,3.0,2.0,0.45,0.14,7.12,1,5.38,91.46,23.0
Mike Nugent,FA,K,0.0,15.16,22.0,1.45,27.42,1.82,0.81,51.84,31.59,0.42,0.04,4.53,0.31,7.68,0.5,8.21,0.54,1.16,0.08,42.26,2.8,42.26,2.8,1.0,124.53,8.24,1.0,118.79,7.86,7.21,3.88,7.09,6.26,2.11,3.05,1.63,2.11,0.33,0.18,7.17,118.79,7.86,7.21,3.88,7.09,5.79,2.58,3.05,1.63,2.11,0.33,0.18,7.17,118.79,7.86,7.21,3.88,7.09,5.95,2.21,2.95,1.95,2.11,0.36,0.18,7.21,3,5.45,92.67,22.0
Rob Bironas,FA,K,0.0,16.0,25.0,1.56,29.8,1.86,0.84,54.2,29.81,0.0,0.0,8.4,0.52,10.0,0.62,5.0,0.31,1.6,0.1,38.6,2.41,38.6,2.41,1.0,128.0,8.0,1.0,121.8,7.61,7.2,4.03,6.79,6.8,2.6,1.6,3.4,1.6,0.45,0.13,7.11,121.8,7.61,7.2,4.03,6.79,7.4,2.0,1.6,2.8,2.2,0.45,0.17,7.16,121.8,7.61,7.2,4.03,6.79,6.2,3.2,1.6,2.8,2.2,0.45,0.17,7.16,3,5.35,90.89,24.0
David Akers,FA,K,0.0,16.0,23.0,1.44,31.2,1.95,0.75,57.0,32.94,1.0,0.06,6.2,0.39,8.0,0.5,5.2,0.33,2.6,0.16,42.8,2.67,42.8,2.67,1.0,136.4,8.52,1.0,122.2,7.64,7.5,3.68,6.97,5.2,3.6,3.6,2.6,1.0,0.32,0.07,7.12,122.2,7.64,7.5,3.68,6.97,5.6,3.2,3.6,2.6,1.0,0.32,0.07,7.12,122.2,7.64,7.5,3.68,6.97,5.2,3.6,4.4,1.8,1.0,0.22,0.07,7.01,3,4.95,84.09,34.0
Kai Forbath,LAR,K,1.0,14.0,20.63,1.47,23.53,1.68,0.88,49.53,31.17,0.0,0.0,6.79,0.46,6.42,0.46,6.89,0.52,0.53,0.04,29.84,2.18,29.84,2.18,1.0,100.42,7.22,1.0,99.68,7.21,7.89,3.69,6.54,5.47,1.79,3.89,1.95,0.89,0.26,0.08,6.93,99.68,7.21,7.89,3.69,6.54,5.47,2.0,3.16,2.68,0.68,0.33,0.05,6.98,99.68,7.21,7.89,3.69,6.54,5.79,1.47,4.37,1.68,0.68,0.21,0.05,6.84,3,6.03,102.51,14.0
Cairo Santos,CHI,K,1.0,16.0,25.0,1.56,30.0,1.88,0.83,53.0,32.69,1.0,0.06,10.0,0.62,6.0,0.38,7.0,0.44,1.0,0.06,38.0,2.38,38.0,2.38,1.0,128.0,8.0,1.0,122.0,7.62,6.0,3.81,6.82,9.0,1.0,1.0,3.0,2.0,0.45,0.14,6.66,122.0,7.62,6.0,3.81,6.82,6.0,4.0,1.0,2.0,3.0,0.45,0.23,6.77,122.0,7.62,6.0,3.81,6.82,8.0,2.0,1.0,3.0,2.0,0.45,0.14,6.66,1,7.38,125.49,4.0
Greg Zuerlein,NYJ,K,1.0,16.0,24.42,1.53,29.58,1.85,0.83,56.21,31.78,0.68,0.04,5.89,0.37,8.74,0.54,4.95,0.31,4.16,0.26,32.32,2.01,32.79,2.05,0.99,121.53,7.6,1.0,118.84,7.43,7.08,4.47,6.4,6.47,3.21,2.79,1.74,1.79,0.28,0.13,6.68,118.84,7.43,7.08,4.47,6.4,6.47,3.68,2.63,1.21,2.0,0.25,0.14,6.67,118.84,7.43,7.08,4.47,6.4,6.95,2.74,2.63,1.68,2.0,0.3,0.14,6.72,3,6.84,116.2,7.0
Josh Brown,FA,K,0.0,13.47,20.95,1.74,23.05,1.91,0.91,52.47,29.91,0.47,0.03,6.0,0.5,7.32,0.61,4.74,0.42,2.42,0.19,32.32,2.34,32.32,2.34,1.0,101.47,8.08,0.93,104.74,8.36,7.21,5.11,7.16,7.58,0.63,1.0,1.53,2.74,0.95,0.27,6.79,104.74,8.36,7.21,5.11,7.16,6.79,1.42,1.21,1.32,2.74,0.53,0.27,6.65,104.74,8.36,7.21,5.11,7.16,6.16,2.05,1.21,1.32,2.74,0.53,0.27,6.65,3,5.54,94.18,19.0
Billy Cundiff,FA,K,0.0,12.26,18.53,1.51,24.47,2.07,0.74,50.21,32.55,0.0,0.0,5.26,0.4,6.95,0.59,5.21,0.45,1.11,0.08,26.95,2.37,26.95,2.37,1.0,100.37,8.6,0.94,89.95,7.5,7.32,3.93,6.69,5.47,3.26,1.11,1.42,1.0,0.28,0.11,6.54,89.95,7.5,7.32,3.93,6.69,4.84,3.42,1.58,1.42,1.0,0.28,0.11,6.54,89.95,7.5,7.32,3.93,6.69,5.95,2.79,1.58,0.47,1.47,0.22,0.16,6.53,3,5.45,92.7,21.0
Sebastian Janikowski,FA,K,0.0,16.0,22.16,1.39,27.05,1.69,0.82,55.74,30.57,0.21,0.01,4.74,0.29,5.74,0.36,7.84,0.49,3.63,0.23,30.21,1.89,30.21,1.89,1.0,111.37,6.96,1.0,111.79,6.99,7.0,4.44,6.0,7.11,3.0,2.84,1.32,1.74,0.24,0.13,6.38,111.79,6.99,7.0,4.44,6.0,6.79,3.53,2.11,1.84,1.74,0.3,0.13,6.44,111.79,6.99,7.0,4.44,6.0,6.11,4.47,2.37,1.32,1.74,0.24,0.13,6.38,3,5.3,90.08,28.0
Rian Lindell,FA,K,0.0,16.0,22.2,1.39,27.0,1.69,0.83,52.4,33.74,0.4,0.02,3.0,0.19,11.2,0.7,4.8,0.3,2.8,0.17,34.2,2.14,34.2,2.14,1.0,115.2,7.2,1.0,111.2,6.95,6.6,3.14,6.52,9.0,2.6,1.4,2.6,0.4,0.23,0.03,6.31,111.2,6.95,6.6,3.14,6.52,7.8,4.2,1.0,2.6,0.4,0.23,0.03,6.31,111.2,6.95,6.6,3.14,6.52,8.4,3.2,1.4,2.6,0.4,0.23,0.03,6.31,3,5.58,94.88,18.0
Patrick Murray,FA,K,0.0,16.0,20.0,1.25,24.0,1.5,0.83,55.0,39.75,0.0,0.0,2.0,0.12,7.0,0.44,6.0,0.38,5.0,0.31,31.0,1.94,31.0,1.94,1.0,103.0,6.44,1.0,107.0,6.69,7.0,2.57,6.59,6.0,4.0,4.0,2.0,0.0,0.14,0.0,6.27,107.0,6.69,7.0,2.57,6.59,7.0,4.0,3.0,2.0,0.0,0.14,0.0,6.27,107.0,6.69,7.0,2.57,6.59,6.0,5.0,3.0,2.0,0.0,0.14,0.0,6.27,1,5.05,85.93,32.0
Robbie Gould,FA,K,0.0,13.47,16.89,1.21,20.11,1.45,0.82,51.0,26.86,0.0,0.0,6.84,0.49,4.11,0.3,4.58,0.34,1.37,0.09,34.42,2.53,34.42,2.53,1.0,94.74,6.88,1.0,92.42,6.67,6.5,3.31,6.16,6.11,2.63,1.63,2.05,1.05,0.32,0.08,6.24,92.42,6.67,6.5,3.31,6.16,6.21,2.32,1.84,2.37,0.74,0.32,0.06,6.21,92.42,6.67,6.5,3.31,6.16,6.42,2.32,1.32,2.68,0.74,0.36,0.06,6.25,3,5.33,90.67,25.0
Ryan Succop,FA,K,0.0,16.0,21.84,1.37,26.42,1.65,0.83,51.21,28.03,0.0,0.0,5.11,0.32,8.68,0.54,6.37,0.4,1.68,0.1,32.79,2.05,32.79,2.05,1.0,112.05,7.0,1.0,108.05,6.75,6.0,4.36,5.85,9.32,1.42,1.95,1.47,1.84,0.26,0.14,5.95,108.05,6.75,6.0,4.36,5.85,9.89,0.84,1.74,1.68,1.84,0.28,0.14,5.98,108.05,6.75,6.0,4.36,5.85,8.84,2.11,1.53,2.0,1.53,0.28,0.11,5.95,3,5.2,88.39,29.0
Shayne Graham,FA,K,0.0,11.58,16.16,1.29,19.05,1.47,0.9,47.05,26.2,0.21,0.01,5.05,0.46,6.37,0.4,3.21,0.34,1.32,0.08,33.47,3.06,33.47,3.06,1.0,90.63,7.46,0.82,87.79,7.42,6.61,3.13,7.16,5.0,1.89,1.32,2.47,0.89,0.32,0.06,5.54,87.79,7.42,6.61,3.13,7.16,4.53,2.16,1.53,2.26,1.11,0.32,0.08,5.56,87.79,7.42,6.61,3.13,7.16,5.0,1.89,1.32,2.26,1.11,0.32,0.08,5.56,3,4.72,80.28,36.0
Josh Scobee,FA,K,0.0,16.0,22.0,1.38,26.11,1.63,0.84,53.0,32.39,0.21,0.01,3.21,0.2,8.79,0.55,6.89,0.43,2.89,0.18,21.63,1.35,21.63,1.35,1.0,99.95,6.25,1.0,100.32,6.27,5.53,4.11,5.51,9.0,2.58,2.0,1.21,1.21,0.18,0.08,5.39,100.32,6.27,5.53,4.11,5.51,9.0,2.58,2.47,1.05,0.89,0.15,0.06,5.32,100.32,6.27,5.53,4.11,5.51,9.0,1.63,3.21,0.95,1.21,0.17,0.08,5.37,3,4.98,84.65,33.0
Garrett Hartley,FA,K,0.0,8.74,12.16,1.44,15.53,1.68,0.88,48.89,35.12,0.63,0.04,3.47,0.23,3.37,0.64,3.74,0.46,0.95,0.06,25.89,2.15,25.89,2.15,1.0,72.47,7.18,0.73,68.0,7.07,6.89,3.15,6.62,2.79,2.37,1.37,1.89,0.32,0.23,0.03,5.03,68.0,7.07,6.89,3.15,6.62,3.11,2.05,1.58,1.68,0.32,0.21,0.03,5.01,68.0,7.07,6.89,3.15,6.62,3.11,2.05,1.37,1.89,0.32,0.23,0.03,5.03,3,3.42,58.21,39.0
Jay Feely,FA,K,0.0,10.32,16.16,1.28,19.16,1.55,0.8,52.0,23.53,0.0,0.0,4.58,0.38,4.58,0.38,5.63,0.44,1.37,0.09,19.32,1.65,19.32,1.65,1.0,76.79,6.31,0.83,76.16,6.09,5.26,4.41,5.23,4.26,1.16,1.89,1.32,1.68,0.39,0.13,4.98,76.16,6.09,5.26,4.41,5.23,4.26,0.95,2.89,0.53,1.68,0.19,0.13,4.81,76.16,6.09,5.26,4.41,5.23,4.26,1.16,2.47,1.05,1.37,0.21,0.1,4.8,3,4.82,81.97,35.0
Alex Henery,FA,K,0.0,9.37,13.42,1.05,17.74,2.15,0.54,50.58,28.92,0.0,0.0,4.21,0.26,3.89,0.24,4.53,0.28,0.79,0.26,21.84,2.4,22.05,2.41,0.99,75.26,8.85,0.73,68.21,6.34,6.05,4.3,5.5,4.05,2.21,1.0,1.26,0.84,0.17,0.06,4.55,68.21,6.34,6.05,4.3,5.5,3.95,2.11,1.21,1.26,0.84,0.17,0.06,4.55,68.21,6.34,6.05,4.3,5.5,4.26,2.47,0.53,1.26,0.84,0.17,0.06,4.55,3,6.87,116.82,6.0
Brandon McManus,FA,K,0.0,15.0,9.0,0.6,13.0,0.87,0.69,44.0,14.13,0.0,0.0,5.0,0.33,2.0,0.13,2.0,0.13,0.0,0.0,41.0,2.73,41.0,2.73,1.0,80.0,5.33,1.0,70.0,4.67,5.0,4.08,4.1,9.0,4.0,0.0,1.0,1.0,0.15,0.07,4.48,70.0,4.67,5.0,4.08,4.1,9.0,4.0,0.0,1.0,1.0,0.15,0.07,4.48,70.0,4.67,5.0,4.08,4.1,10.0,3.0,0.0,1.0,1.0,0.15,0.07,4.48,1,5.07,86.25,31.0
Nate Freese,FA,K,0.0,3.0,3.0,1.0,7.0,2.33,0.43,30.0,19.33,0.0,0.0,2.0,0.67,1.0,0.33,0.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,1.0,27.0,9.0,0.56,15.0,5.0,5.0,4.0,4.42,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6,15.0,5.0,5.0,4.0,4.42,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6,15.0,5.0,5.0,4.0,4.42,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6,1,0.0,0.0,41.5
John Potter,FA,K,0.0,4.2,1.8,0.6,2.4,0.8,0.45,25.8,13.6,0.0,0.0,1.2,0.4,0.0,0.0,0.6,0.2,0.0,0.0,4.2,1.4,4.2,1.4,0.6,11.4,3.8,0.65,10.2,3.4,3.6,2.11,3.1,3.6,0.0,0.6,0.0,0.0,0.0,0.0,1.71,10.2,3.4,3.6,2.11,3.1,3.6,0.0,0.6,0.0,0.0,0.0,0.0,1.71,10.2,3.4,3.6,2.11,3.1,3.6,0.0,0.6,0.0,0.0,0.0,0.0,1.71,3,0.0,0.0,41.5
Jonathan Brown,FA,K,0.0,13.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,13.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,41.5
Jordan Gay,FA,K,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,41.5
