Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Stephen Gostkowski,FA,K,0.0,16.0,34.68,2.17,37.37,2.33,0.93,55.11,38.07,0.53,0.03,8.0,0.5,11.11,0.69,11.79,0.74,3.26,0.2,50.0,3.13,50.0,3.13,1.0,162.11,10.13,1.0,172.37,10.77,10.84,4.42,9.36,2.89,0.89,2.79,4.0,5.42,1.52,0.52,11.0,172.37,10.77,10.84,4.42,9.36,2.89,1.37,2.32,4.21,5.21,1.52,0.48,10.97,172.37,10.77,10.84,4.42,9.36,2.37,1.42,2.79,4.21,5.21,1.52,0.48,10.97,3,6.78,115.24,9.0
Chris Boswell,PIT,K,1.0,12.0,29.0,2.42,32.0,2.67,0.91,51.0,41.17,1.0,0.08,9.0,0.75,8.0,0.67,9.0,0.75,2.0,0.17,26.0,2.17,27.0,2.25,0.96,123.0,10.25,1.0,126.0,10.5,10.5,4.62,8.94,2.0,2.0,1.0,4.0,3.0,1.4,0.33,10.48,126.0,10.5,10.5,4.62,8.94,2.0,2.0,1.0,4.0,3.0,1.4,0.33,10.48,126.0,10.5,10.5,4.62,8.94,2.0,3.0,0.0,4.0,3.0,1.4,0.33,10.48,1,7.24,123.12,5.0
Connor Barth,FA,K,0.0,9.2,19.8,2.35,23.2,2.68,0.87,51.8,37.55,0.8,0.16,7.0,0.77,6.8,0.8,3.0,0.39,2.2,0.23,21.0,2.45,21.6,2.5,0.98,91.2,10.54,0.89,87.8,10.35,11.3,5.15,8.55,3.4,0.6,1.0,1.2,3.0,1.03,0.8,9.12,87.8,10.35,11.3,5.15,8.55,2.8,1.2,1.0,0.6,3.6,1.03,0.9,9.22,87.8,10.35,11.3,5.15,8.55,4.0,0.0,1.0,0.6,3.6,1.03,0.9,9.22,2,4.24,72.05,37.0
Stephen Hauschka,FA,K,0.0,16.0,30.47,1.9,33.74,2.11,0.91,55.05,35.62,0.0,0.0,9.53,0.59,8.37,0.52,8.47,0.53,4.11,0.26,41.16,2.57,42.11,2.63,0.98,143.32,8.96,1.0,149.26,9.33,8.61,3.98,8.26,3.47,3.11,3.11,2.42,3.89,0.66,0.32,8.77,149.26,9.33,8.61,3.98,8.26,3.95,2.32,2.95,2.89,3.89,0.74,0.32,8.84,149.26,9.33,8.61,3.98,8.26,3.68,3.05,2.95,2.42,3.89,0.66,0.32,8.77,3,6.05,102.86,14.0
Justin Tucker,BAL,K,1.0,16.0,32.79,2.05,38.32,2.39,0.85,54.84,35.01,0.0,0.0,10.0,0.62,10.26,0.64,8.11,0.5,4.42,0.28,32.47,2.03,32.47,2.03,1.0,147.42,9.21,1.0,147.79,9.23,8.84,5.06,7.7,5.0,1.95,2.58,2.26,4.21,0.69,0.36,8.73,147.79,9.23,8.84,5.06,7.7,5.47,1.32,2.53,2.47,4.21,0.72,0.36,8.76,147.79,9.23,8.84,5.06,7.7,4.68,2.26,2.58,2.26,4.21,0.69,0.36,8.73,3,7.59,129.05,1.0
Graham Gano,NYG,K,1.0,16.0,28.42,1.78,33.79,2.11,0.84,52.95,36.99,0.47,0.03,8.84,0.55,6.53,0.41,10.05,0.63,2.53,0.16,46.11,2.88,47.05,2.94,0.99,148.42,9.28,1.0,146.47,9.16,8.71,3.92,8.12,4.11,3.0,3.42,2.05,3.42,0.52,0.29,8.62,146.47,9.16,8.71,3.92,8.12,4.11,2.05,3.58,2.84,3.42,0.65,0.29,8.74,146.47,9.16,8.71,3.92,8.12,4.37,2.74,1.95,3.53,3.42,0.79,0.29,8.84,3,7.46,126.82,2.0
Shaun Suisham,FA,K,0.0,16.0,29.4,1.84,32.0,2.0,0.92,51.0,32.49,0.0,0.0,10.8,0.67,8.8,0.55,9.2,0.57,0.6,0.04,42.6,2.66,42.6,2.66,1.0,138.6,8.66,1.0,140.72,8.8,8.8,3.78,7.91,3.8,3.6,2.6,3.2,2.8,0.6,0.22,8.51,140.72,8.8,8.8,3.78,7.91,4.4,3.0,2.6,3.0,3.0,0.6,0.23,8.53,140.72,8.8,8.8,3.78,7.91,4.2,3.2,2.6,3.2,2.8,0.6,0.22,8.51,3,5.44,92.49,24.0
Adam Vinatieri,FA,K,0.0,15.79,28.68,1.82,31.0,1.98,0.93,53.74,33.3,0.0,0.0,7.74,0.49,8.11,0.52,9.16,0.59,3.68,0.24,38.11,2.41,39.05,2.47,0.97,132.05,8.39,1.0,140.68,8.94,8.37,4.93,7.52,5.37,1.53,1.26,4.32,3.32,1.04,0.29,8.54,140.68,8.94,8.37,4.93,7.52,5.37,1.53,1.63,3.74,3.53,0.92,0.34,8.5,140.68,8.94,8.37,4.93,7.52,5.58,1.32,1.47,3.89,3.53,0.93,0.34,8.52,3,5.93,100.8,16.0
Matt Prater,ARI,K,1.0,14.42,22.32,1.59,25.05,1.8,0.89,57.84,35.47,0.42,0.03,4.79,0.37,6.11,0.42,6.42,0.46,4.58,0.31,39.47,2.66,40.42,2.72,0.98,115.58,8.11,1.0,122.0,8.49,8.45,3.95,7.57,4.95,2.11,1.74,2.68,2.95,0.69,0.25,8.27,122.0,8.49,8.45,3.95,7.57,4.58,1.68,2.21,3.0,2.95,0.8,0.25,8.35,122.0,8.49,8.45,3.95,7.57,5.26,1.79,1.89,2.53,2.95,0.75,0.25,8.29,3,7.38,125.39,3.0
Dan Bailey,FA,K,0.0,16.0,28.0,1.75,30.63,1.91,0.91,54.42,36.69,0.42,0.03,6.58,0.41,8.32,0.52,7.47,0.47,5.21,0.32,39.42,2.46,39.42,2.46,1.0,131.32,8.21,1.0,141.32,8.83,8.11,4.22,7.71,4.53,2.11,4.11,2.74,2.53,0.51,0.19,7.98,141.32,8.83,8.11,4.22,7.71,4.37,3.68,2.68,2.53,2.74,0.51,0.21,8.01,141.32,8.83,8.11,4.22,7.71,3.95,2.68,4.11,2.53,2.74,0.51,0.21,8.01,3,6.21,105.55,12.0
