Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Chris Boswell,PIT,K,1.0,16,35,2.19,38,2.38,0.92,53,37.06,0,0.0,10,0.62,12,0.75,9,0.56,4,0.25,37,2.31,39,2.44,0.95,153,9.56,1.0,159.0,9.94,8.5,5.43,8.13,4,2,4,2,4,0.6,0.33,8.7,159.0,9.94,8.5,5.43,8.13,4,2,4,2,4,0.6,0.33,8.7,159.0,9.94,8.5,5.43,8.13,4,2,4,2,4,0.6,0.33,8.7
Stephen Hauschka,FA,K,0.0,16,29,1.81,33,2.06,0.88,56,37.88,0,0.0,6,0.38,9,0.56,7,0.44,7,0.44,29,1.81,29,1.81,1.0,128,8.0,1.0,137.0,8.56,9.0,5.21,7.08,7,1,0,5,3,1.0,0.23,8.53,137.0,8.56,9.0,5.21,7.08,6,2,0,5,3,1.0,0.23,8.53,137.0,8.56,9.0,5.21,7.08,7,1,1,4,3,0.78,0.23,8.36
Matt Prater,ARI,K,1.0,16,30,1.88,35,2.19,0.86,58,41.81,2,0.12,4,0.25,10,0.62,7,0.44,7,0.44,40,2.5,41,2.56,0.98,146,9.12,1.0,151.0,9.44,9.0,4.52,8.09,2,4,5,2,3,0.45,0.23,8.59,151.0,9.44,9.0,4.52,8.09,3,3,5,3,2,0.45,0.14,8.48,151.0,9.44,9.0,4.52,8.09,3,3,5,2,3,0.45,0.23,8.59
Graham Gano,NYG,K,1.0,16,29,1.81,30,1.88,0.97,48,37.44,0,0.0,8,0.5,11,0.69,10,0.62,0,0.0,34,2.12,37,2.31,0.92,127,7.94,1.0,131.0,8.19,9.0,2.83,7.88,4,1,6,5,0,0.45,0.0,8.09,131.0,8.19,9.0,2.83,7.88,4,2,3,7,0,0.78,0.0,8.38,131.0,8.19,9.0,2.83,7.88,4,1,4,7,0,0.78,0.0,8.38
Adam Vinatieri,FA,K,0.0,15,29,1.93,34,2.27,0.85,54,39.53,0,0.0,11,0.73,7,0.47,6,0.4,5,0.33,22,1.47,24,1.6,0.92,126,8.4,1.0,125.0,8.33,8.0,4.25,7.25,5,2,2,5,1,0.67,0.07,7.78,125.0,8.33,8.0,4.25,7.25,4,3,2,5,1,0.67,0.07,7.78,125.0,8.33,8.0,4.25,7.25,5,2,3,4,1,0.5,0.07,7.62
Phil Dawson,FA,K,0.0,16,32,2.0,40,2.5,0.8,57,32.88,1,0.06,7,0.44,10,0.62,10,0.62,4,0.25,23,1.44,26,1.62,0.88,146,9.12,1.0,137.0,8.56,7.0,5.9,6.86,8,1,1,1,5,0.6,0.45,7.68,137.0,8.56,7.0,5.9,6.86,7,2,1,2,4,0.6,0.33,7.55,137.0,8.56,7.0,5.9,6.86,8,1,1,2,4,0.6,0.33,7.55
Josh Lambo,FA,K,0.0,10,19,1.9,20,2.0,0.95,56,42.8,0,0.0,2,0.2,11,1.1,4,0.4,2,0.2,22,2.2,24,2.4,0.92,84,8.4,0.96,87.0,8.7,8.0,3.06,8.22,2,3,3,1,1,0.25,0.11,7.53,87.0,8.7,8.0,3.06,8.22,2,3,3,1,1,0.25,0.11,7.53,87.0,8.7,8.0,3.06,8.22,2,3,3,1,1,0.25,0.11,7.53
Dustin Hopkins,CLE,K,1.0,8,14,1.75,17,2.12,0.82,49,37.5,1,0.12,7,0.88,2,0.25,4,0.5,0,0.0,18,2.25,19,2.38,0.95,70,8.75,0.88,64.0,8.0,9.0,1.93,8.48,2,0,5,1,0,0.14,0.0,7.13,64.0,8.0,9.0,1.93,8.48,2,0,6,0,0,0.0,0.0,6.96,64.0,8.0,9.0,1.93,8.48,2,0,6,0,0,0.0,0.0,6.96
Chandler Catanzaro,FA,K,0.0,16,25,1.56,30,1.88,0.83,57,35.06,1,0.06,6,0.38,4,0.25,12,0.75,2,0.12,29,1.81,29,1.81,1.0,119,7.44,1.0,120.0,7.5,8.0,3.79,6.71,5,3,4,4,0,0.33,0.0,7.04,120.0,7.5,8.0,3.79,6.71,5,3,5,3,0,0.23,0.0,6.93,120.0,7.5,8.0,3.79,6.71,5,3,5,2,1,0.23,0.07,7.02
Patrick Murray,FA,K,0.0,12,19,1.58,23,1.92,0.83,50,31.67,0,0.0,5,0.42,8,0.67,4,0.33,2,0.17,21,1.75,22,1.83,0.95,91,7.58,1.0,86.0,7.17,7.0,4.04,6.31,5,2,2,2,1,0.33,0.09,6.62,86.0,7.17,7.0,4.04,6.31,5,2,2,2,1,0.33,0.09,6.62,86.0,7.17,7.0,4.04,6.31,6,1,1,3,1,0.5,0.09,6.79
Jason Myers,SEA,K,1.0,6,11,1.83,15,2.5,0.73,47,41.33,0,0.0,4,0.67,2,0.33,5,0.83,0,0.0,15,2.5,17,2.83,0.88,62,10.33,0.78,53.0,8.83,7.5,3.87,7.87,2,1,1,1,1,0.5,0.2,6.29,53.0,8.83,7.5,3.87,7.87,1,2,1,1,1,0.5,0.2,6.29,53.0,8.83,7.5,3.87,7.87,2,1,1,1,1,0.5,0.2,6.29
Blair Walsh,FA,K,0.0,16,21,1.31,29,1.81,0.72,49,29.19,0,0.0,6,0.38,7,0.44,8,0.5,0,0.0,37,2.31,38,2.38,0.97,125,7.81,1.0,108.0,6.75,6.5,3.68,6.09,6,4,2,4,0,0.33,0.0,6.23,108.0,6.75,6.5,3.68,6.09,8,2,2,4,0,0.33,0.0,6.23,108.0,6.75,6.5,3.68,6.09,5,5,2,4,0,0.33,0.0,6.23
Dan Bailey,FA,K,0.0,12,15,1.25,20,1.67,0.75,56,26.83,1,0.08,3,0.25,4,0.33,4,0.33,3,0.25,26,2.17,28,2.33,0.93,88,7.33,1.0,81.0,6.75,6.5,5.08,5.61,5,4,1,0,2,0.2,0.2,6.11,81.0,6.75,6.5,5.08,5.61,4,5,1,0,2,0.2,0.2,6.11,81.0,6.75,6.5,5.08,5.61,5,4,1,0,2,0.2,0.2,6.11
Brandon McManus,FA,K,0.0,16,24,1.5,32,2.0,0.75,53,30.88,0,0.0,6,0.38,11,0.69,4,0.25,3,0.19,27,1.69,27,1.69,1.0,123,7.69,1.0,109.0,6.81,6.0,4.21,5.94,7,4,2,1,2,0.23,0.14,6.04,109.0,6.81,6.0,4.21,5.94,10,1,2,1,2,0.23,0.14,6.04,109.0,6.81,6.0,4.21,5.94,8,3,1,2,2,0.33,0.14,6.15
Ka'imi Fairbairn,HOU,K,1.0,16,20,1.25,25,1.56,0.8,55,26.44,0,0.0,3,0.19,8,0.5,6,0.38,3,0.19,32,2.0,35,2.19,0.91,110,6.88,1.0,104.0,6.5,6.5,5.34,5.34,8,2,3,1,2,0.23,0.14,5.92,104.0,6.5,6.5,5.34,5.34,7,3,2,2,2,0.33,0.14,6.03,104.0,6.5,6.5,5.34,5.34,7,3,3,1,2,0.23,0.14,5.92
Travis Coons,FA,K,0.0,3,7,2.33,8,2.67,0.88,40,25.33,0,0.0,4,1.33,2,0.67,1,0.33,0,0.0,5,1.67,6,2.0,0.83,30,10.0,0.56,27.0,9.0,12.0,7.0,6.91,1,0,0,1,1,2.0,0.5,5.99,27.0,9.0,12.0,7.0,6.91,1,0,0,1,1,2.0,0.5,5.99,27.0,9.0,12.0,7.0,6.91,1,0,0,1,1,2.0,0.5,5.99
Randy Bullock,FA,K,0.0,15,18,1.2,20,1.33,0.9,51,23.87,0,0.0,6,0.4,7,0.47,4,0.27,1,0.07,31,2.07,33,2.2,0.94,93,6.2,1.0,91.0,6.07,7.0,4.71,5.14,7,2,4,1,1,0.15,0.07,5.78,91.0,6.07,7.0,4.71,5.14,6,3,4,1,1,0.15,0.07,5.78,91.0,6.07,7.0,4.71,5.14,6,3,4,0,2,0.15,0.15,5.89
Cody Parkey,FA,K,0.0,16,21,1.31,23,1.44,0.91,54,30.81,0,0.0,6,0.38,8,0.5,6,0.38,1,0.06,26,1.62,29,1.81,0.9,98,6.12,1.0,97.0,6.06,6.0,4.2,5.29,8,4,1,2,1,0.23,0.07,5.52,97.0,6.06,6.0,4.2,5.29,8,4,1,2,1,0.23,0.07,5.52,97.0,6.06,6.0,4.2,5.29,8,4,1,2,1,0.23,0.07,5.52
Nick Rose,FA,K,0.0,10,11,1.1,14,1.4,0.79,55,24.8,0,0.0,6,0.6,3,0.3,1,0.1,1,0.1,23,2.3,26,2.6,0.88,68,6.8,0.96,59.0,5.9,6.0,3.81,5.27,5,2,2,0,1,0.11,0.11,5.3,59.0,5.9,6.0,3.81,5.27,5,2,2,0,1,0.11,0.11,5.3,59.0,5.9,6.0,3.81,5.27,6,1,2,0,1,0.11,0.11,5.3
Mike Nugent,FA,K,0.0,8,11,1.38,13,1.62,0.85,55,28.25,0,0.0,3,0.38,3,0.38,4,0.5,1,0.12,15,1.88,17,2.12,0.88,56,7.0,0.88,54.0,6.75,5.5,5.01,5.64,4,1,1,1,1,0.33,0.14,5.09,54.0,6.75,5.5,5.01,5.64,5,0,1,1,1,0.33,0.14,5.09,54.0,6.75,5.5,5.01,5.64,4,1,1,1,1,0.33,0.14,5.09
Connor Barth,FA,K,0.0,10,11,1.1,16,1.6,0.69,54,25.3,1,0.1,4,0.4,0,0.0,5,0.5,1,0.1,17,1.7,17,1.7,1.0,65,6.5,0.96,57.0,5.7,5.5,3.86,5.08,6,2,0,2,0,0.25,0.0,5.02,57.0,5.7,5.5,3.86,5.08,5,3,1,1,0,0.11,0.0,4.86,57.0,5.7,5.5,3.86,5.08,6,2,1,1,0,0.11,0.0,4.86
Giorgio Tavecchio,FA,K,0.0,16,16,1.0,21,1.31,0.76,53,27.44,0,0.0,5,0.31,5,0.31,3,0.19,3,0.19,33,2.06,34,2.12,0.97,97,6.06,1.0,90.0,5.62,5.0,4.5,4.82,12,1,1,1,1,0.14,0.07,4.82,90.0,5.62,5.0,4.5,4.82,11,2,1,1,1,0.14,0.07,4.82,90.0,5.62,5.0,4.5,4.82,11,2,1,1,1,0.14,0.07,4.82
Aldrick Rosas,FA,K,0.0,16,18,1.12,25,1.56,0.72,52,29.56,0,0.0,8,0.5,3,0.19,4,0.25,3,0.19,20,1.25,23,1.44,0.87,98,6.12,1.0,84.0,5.25,5.0,3.34,4.85,9,5,1,0,1,0.07,0.07,4.74,84.0,5.25,5.0,3.34,4.85,10,4,1,0,1,0.07,0.07,4.74,84.0,5.25,5.0,3.34,4.85,10,4,1,0,1,0.07,0.07,4.74
Mason Crosby,FA,K,0.0,16,15,0.94,19,1.19,0.79,50,23.81,0,0.0,8,0.5,2,0.12,4,0.25,1,0.06,33,2.06,35,2.19,0.94,92,5.75,1.0,84.0,5.25,5.0,3.32,4.86,12,2,1,0,1,0.07,0.07,4.7,84.0,5.25,5.0,3.32,4.86,13,1,1,0,1,0.07,0.07,4.7,84.0,5.25,5.0,3.32,4.86,10,4,1,0,1,0.07,0.07,4.7
Nick Novak,FA,K,0.0,7,9,1.29,13,1.86,0.69,50,24.86,0,0.0,4,0.57,4,0.57,0,0.0,1,0.14,17,2.43,18,2.57,0.94,57,8.14,0.84,46.0,6.57,5.0,5.71,5.31,4,1,1,0,1,0.17,0.17,4.5,46.0,6.57,5.0,5.71,5.31,4,1,1,0,1,0.17,0.17,4.5,46.0,6.57,5.0,5.71,5.31,4,1,1,0,1,0.17,0.17,4.5
Nick Folk,TEN,K,1.0,4,6,1.5,11,2.75,0.55,50,31.0,0,0.0,2,0.5,1,0.25,2,0.5,1,0.25,7,1.75,9,2.25,0.78,42,10.5,0.65,29.0,7.25,6.5,4.99,6.06,1,2,0,0,1,0.33,0.33,4.47,29.0,7.25,6.5,4.99,6.06,1,2,0,0,1,0.33,0.33,4.47,29.0,7.25,6.5,4.99,6.06,2,1,0,0,1,0.33,0.33,4.47
Zane Gonzalez,FA,K,0.0,16,15,0.94,20,1.25,0.75,54,26.31,0,0.0,5,0.31,4,0.25,4,0.25,2,0.12,25,1.56,26,1.62,0.96,86,5.38,1.0,78.0,4.88,4.0,3.01,4.62,12,2,1,1,0,0.07,0.0,4.08,78.0,4.88,4.0,3.01,4.62,12,1,2,1,0,0.07,0.0,4.08,78.0,4.88,4.0,3.01,4.62,12,2,0,2,0,0.14,0.0,4.18
Cairo Santos,CHI,K,1.0,5,4,0.8,5,1.0,0.8,39,22.2,0,0.0,0,0.0,4,0.8,0,0.0,0,0.0,14,2.8,14,2.8,1.0,29,5.8,0.72,26.0,5.2,6.0,2.77,5.03,4,0,1,0,0,0.0,0.0,3.6,26.0,5.2,6.0,2.77,5.03,4,0,1,0,0,0.0,0.0,3.6,26.0,5.2,6.0,2.77,5.03,2,2,1,0,0,0.0,0.0,3.6
Younghoe Koo,ATL,K,1.0,4,3,0.75,6,1.5,0.5,41,24.5,0,0.0,2,0.5,0,0.0,1,0.25,0,0.0,9,2.25,9,2.25,1.0,27,6.75,0.65,19.0,4.75,5.0,1.5,5.36,3,1,0,0,0,0.0,0.0,3.12,19.0,4.75,5.0,1.5,5.36,3,1,0,0,0,0.0,0.0,3.12,19.0,4.75,5.0,1.5,5.36,4,0,0,0,0,0.0,0.0,3.12
Sam Ficken,FA,K,0.0,2,2,1.0,3,1.5,0.67,23,11.5,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,4,2.0,5,2.5,0.8,14,7.0,0.44,10.0,5.0,5.0,2.83,4.82,1,1,0,0,0,0.0,0.0,2.05,10.0,5.0,5.0,2.83,4.82,1,1,0,0,0,0.0,0.0,2.05,10.0,5.0,5.0,2.83,4.82,1,1,0,0,0,0.0,0.0,2.05
Caleb Sturgis,FA,K,0.0,1,3,3.0,3,3.0,1.0,50,50.0,0,0.0,0,0.0,1,1.0,1,1.0,1,1.0,1,1.0,2,2.0,0.5,11,11.0,0.28,13.0,13.0,13.0,0.0,0.0,0,0,0,0,1,1.0,1.0,0.0,13.0,13.0,13.0,0.0,0.0,0,0,0,0,1,1.0,1.0,0.0,13.0,13.0,13.0,0.0,0.0,0,0,0,0,1,1.0,1.0,0.0
Michael Palardy,FA,K,0.0,16,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.0
Kasey Redfern,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
Marshall Koehn,FA,K,0.0,1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,1.0,1.0,1,1.0,0.28,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0
