Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
John Parker Romo,NE,K,1.0,4.0,11.0,2.75,12.0,3.0,0.92,55.0,45.0,0.0,0.0,3.0,0.75,3.0,0.75,4.0,1.0,1.0,0.25,7.0,1.75,8.0,2.0,0.88,44.0,11.0,0.65,46.0,11.5,13.0,3.7,10.36,1.0,0.0,0.0,1.0,2.0,3.0,1.0,8.71,46.0,11.5,13.0,3.7,10.36,1.0,0.0,0.0,2.0,1.0,3.0,0.33,8.33,46.0,11.5,13.0,3.7,10.36,1.0,0.0,0.0,1.0,2.0,3.0,1.0,8.71,1,0.0,0.0,46.0
Chase McLaughlin,TB,K,1.0,16.79,29.68,1.77,32.53,1.94,0.92,55.89,38.4,0.0,0.0,9.21,0.55,8.16,0.48,4.42,0.27,7.89,0.47,40.42,2.39,41.37,2.45,0.98,138.95,8.27,1.0,149.68,8.91,8.68,4.63,7.59,4.74,3.05,3.05,3.0,2.95,0.56,0.22,8.25,149.68,8.91,8.68,4.63,7.59,5.05,2.74,2.74,3.32,2.95,0.6,0.22,8.29,149.68,8.91,8.68,4.63,7.59,4.74,2.74,3.37,3.0,2.95,0.56,0.22,8.25,6,8.2,139.44,14.0
Brayden Narveson,FA,K,0.0,7.0,12.0,1.71,18.0,2.57,0.67,47.0,30.14,0.0,0.0,4.0,0.57,3.0,0.43,5.0,0.71,0.0,0.0,18.0,2.57,18.0,2.57,1.0,72.0,10.29,0.84,59.0,8.43,11.0,4.47,7.24,2.0,1.0,0.0,4.0,0.0,1.33,0.0,7.99,59.0,8.43,11.0,4.47,7.24,2.0,1.0,0.0,3.0,1.0,1.33,0.17,8.18,59.0,8.43,11.0,4.47,7.24,2.0,1.0,0.0,4.0,0.0,1.33,0.0,7.99,1,3.89,66.2,41.0
Jason Myers,SEA,K,1.0,17.0,30.53,1.8,35.26,2.07,0.87,57.11,40.24,0.0,0.0,6.32,0.37,9.47,0.56,7.95,0.47,6.79,0.4,36.58,2.15,38.21,2.25,0.96,144.0,8.47,1.0,149.68,8.81,8.42,3.86,7.86,4.16,3.89,3.84,3.0,2.11,0.44,0.16,8.09,149.68,8.81,8.42,3.86,7.86,4.79,2.58,4.32,3.21,2.11,0.48,0.16,8.12,149.68,8.81,8.42,3.86,7.86,4.37,3.37,3.74,3.42,2.11,0.53,0.16,8.15,8,8.24,140.05,13.0
Matt Gay,IND,K,1.0,16.53,31.0,1.88,36.79,2.23,0.85,56.74,37.33,0.0,0.0,9.0,0.54,10.21,0.62,6.37,0.39,5.42,0.32,33.21,2.01,33.74,2.04,0.98,144.11,8.73,1.0,143.42,8.68,8.66,4.26,7.59,4.42,3.58,3.74,2.47,2.32,0.46,0.16,8.11,143.42,8.68,8.66,4.26,7.59,4.74,2.89,4.11,2.47,2.32,0.46,0.16,8.11,143.42,8.68,8.66,4.26,7.59,4.63,3.05,4.05,2.47,2.32,0.46,0.16,8.11,6,7.44,126.48,28.0
Harrison Butker,KC,K,1.0,14.26,24.16,1.67,27.95,1.95,0.85,57.11,33.23,0.47,0.04,7.32,0.52,8.26,0.56,4.95,0.34,3.16,0.21,33.74,2.38,35.32,2.5,0.96,119.16,8.35,1.0,117.47,8.16,8.26,4.41,7.04,5.0,2.16,3.11,2.47,1.53,0.4,0.12,7.58,117.47,8.16,8.26,4.41,7.04,4.89,2.16,3.21,2.0,2.0,0.4,0.16,7.65,117.47,8.16,8.26,4.41,7.04,4.79,2.37,3.42,2.16,1.53,0.35,0.12,7.54,8,7.47,127.02,27.0
Chad Ryland,ARI,K,1.0,14.6,23.2,1.67,29.2,2.06,0.78,57.2,36.06,0.0,0.0,5.2,0.37,8.6,0.63,6.2,0.44,3.2,0.23,25.2,1.76,26.2,1.84,0.96,113.8,8.03,1.0,107.4,7.68,8.0,4.1,6.69,7.6,1.6,0.6,2.4,2.4,0.6,0.26,7.64,107.4,7.68,8.0,4.1,6.69,7.2,2.0,0.6,2.4,2.4,0.6,0.26,7.64,107.4,7.68,8.0,4.1,6.69,7.6,1.0,1.2,2.4,2.4,0.6,0.26,7.64,2,6.88,116.97,34.0
Jake Elliott,PHI,K,1.0,16.79,26.95,1.6,32.0,1.9,0.85,54.74,31.62,0.0,0.0,8.37,0.5,8.63,0.51,6.21,0.36,3.74,0.22,47.21,2.82,48.42,2.89,0.98,144.42,8.59,1.0,141.74,8.43,7.89,4.8,7.11,6.32,2.26,2.95,3.16,2.11,0.5,0.14,7.61,141.74,8.43,7.89,4.8,7.11,6.11,2.68,2.84,3.05,2.11,0.46,0.14,7.59,141.74,8.43,7.89,4.8,7.11,6.32,2.11,3.53,2.74,2.11,0.42,0.14,7.55,8,8.01,136.09,18.0
Tyler Bass,BUF,K,1.0,17.0,24.84,1.46,29.63,1.75,0.84,57.74,34.6,0.0,0.0,5.16,0.3,9.42,0.56,6.68,0.39,3.58,0.21,53.53,3.15,56.63,3.33,0.95,145.53,8.56,1.0,141.89,8.35,7.68,4.06,7.4,6.11,3.68,2.89,1.21,3.11,0.34,0.22,7.6,141.89,8.35,7.68,4.06,7.4,6.63,3.47,2.37,1.89,2.63,0.37,0.19,7.58,141.89,8.35,7.68,4.06,7.4,5.79,4.79,1.89,1.42,3.11,0.37,0.22,7.63,5,7.74,131.52,22.0
Younghoe Koo,ATL,K,1.0,15.58,28.68,1.84,35.58,2.3,0.8,55.89,36.19,0.0,0.0,8.37,0.53,7.0,0.44,8.05,0.52,5.26,0.35,27.79,1.79,28.53,1.84,0.97,135.26,8.72,1.0,132.42,8.51,7.66,5.14,7.06,5.89,3.05,2.16,1.42,3.05,0.41,0.24,7.55,132.42,8.51,7.66,5.14,7.06,5.58,3.68,1.84,1.42,3.05,0.41,0.24,7.55,132.42,8.51,7.66,5.14,7.06,5.89,3.05,2.16,1.21,3.26,0.41,0.27,7.57,8,8.5,144.57,10.0
Daniel Carlson,LV,K,1.0,17.0,31.47,1.85,36.21,2.13,0.87,54.63,37.16,0.0,0.0,9.79,0.58,9.42,0.56,6.32,0.37,5.95,0.35,28.37,1.67,29.53,1.74,0.96,138.16,8.13,1.0,141.0,8.3,7.32,4.52,7.11,6.32,2.42,3.21,1.37,3.68,0.48,0.28,7.47,141.0,8.3,7.32,4.52,7.11,6.0,2.95,3.0,1.16,3.89,0.48,0.3,7.49,141.0,8.3,7.32,4.52,7.11,6.32,2.42,3.21,1.37,3.68,0.48,0.28,7.47,7,7.94,135.03,20.0
Blake Grupe,NO,K,1.0,17.0,28.2,1.66,33.4,1.96,0.85,56.2,33.78,0.0,0.0,6.4,0.38,8.4,0.49,7.4,0.43,6.0,0.35,34.6,2.03,35.8,2.1,0.96,136.0,8.0,1.0,138.6,8.15,8.0,4.92,6.86,6.2,2.6,3.6,2.6,2.0,0.41,0.13,7.4,138.6,8.15,8.0,4.92,6.86,6.2,4.0,2.2,2.2,2.4,0.41,0.16,7.44,138.6,8.15,8.0,4.92,6.86,6.2,3.2,3.0,2.6,2.0,0.41,0.13,7.4,2,7.12,121.12,31.0
Wil Lutz,DEN,K,1.0,17.0,29.0,1.7,33.37,1.96,0.86,55.11,34.22,0.0,0.0,5.68,0.34,11.84,0.7,7.32,0.43,4.16,0.24,37.89,2.23,38.53,2.27,0.98,138.63,8.16,1.0,140.53,8.27,7.47,4.96,6.91,7.53,2.0,1.84,2.58,3.05,0.52,0.23,7.45,140.53,8.27,7.47,4.96,6.91,7.21,2.32,2.05,2.84,2.58,0.49,0.18,7.37,140.53,8.27,7.47,4.96,6.91,7.21,2.32,1.84,3.05,2.58,0.52,0.18,7.4,8,8.39,142.61,11.0
Evan McPherson,CIN,K,2.0,14.63,20.84,1.41,26.32,1.8,0.79,56.63,34.43,0.21,0.01,5.47,0.39,4.63,0.32,5.84,0.38,4.68,0.31,38.79,2.71,40.11,2.8,0.97,119.05,8.21,1.0,116.53,7.94,7.53,4.11,6.97,6.32,1.53,2.95,2.32,1.53,0.35,0.11,7.21,116.53,7.94,7.53,4.11,6.97,6.53,1.21,2.84,2.05,2.0,0.38,0.16,7.3,116.53,7.94,7.53,4.11,6.97,6.0,1.53,2.74,2.84,1.53,0.42,0.11,7.28,4,9.25,157.2,4.0
Joshua Karty,LAR,K,1.0,17.0,29.0,1.71,34.0,2.0,0.85,58.0,28.12,0.0,0.0,10.0,0.59,9.0,0.53,4.0,0.24,6.0,0.35,32.0,1.88,36.0,2.12,0.89,138.0,8.12,1.0,135.0,7.94,8.0,5.44,6.5,7.0,3.0,3.0,1.0,3.0,0.31,0.21,7.28,135.0,7.94,8.0,5.44,6.5,7.0,1.0,5.0,1.0,3.0,0.31,0.21,7.28,135.0,7.94,8.0,5.44,6.5,7.0,3.0,3.0,0.0,4.0,0.31,0.31,7.38,1,5.27,89.65,38.0
Jake Moody,SF,K,1.0,15.2,22.8,1.52,30.4,2.05,0.76,54.6,32.17,0.0,0.0,8.2,0.55,6.2,0.4,5.2,0.35,3.2,0.22,43.2,2.79,44.2,2.85,0.97,135.4,8.98,1.0,123.2,8.14,7.0,4.85,6.9,7.0,3.0,1.4,2.4,1.4,0.33,0.1,7.0,123.2,8.14,7.0,4.85,6.9,7.4,2.6,1.4,2.4,1.4,0.33,0.1,7.0,123.2,8.14,7.0,4.85,6.9,7.0,3.0,1.4,1.8,2.0,0.33,0.15,7.07,2,7.27,123.56,29.0
Anders Carlson,FA,K,0.0,11.0,18.6,1.75,22.2,2.06,0.85,56.0,38.4,0.0,0.0,4.2,0.4,6.8,0.5,4.6,0.52,3.0,0.33,20.8,1.83,24.6,2.2,0.83,91.2,8.39,0.9,87.2,8.26,7.6,4.49,7.21,3.6,3.2,0.8,2.2,1.2,0.57,0.24,6.89,87.2,8.26,7.6,4.49,7.21,4.0,2.4,1.2,2.2,1.2,0.57,0.24,6.89,87.2,8.26,7.6,4.49,7.21,3.2,3.2,1.2,2.2,1.2,0.57,0.24,6.89,2,4.19,71.19,40.0
Greg Joseph,NYJ,K,1.0,12.74,20.63,1.71,25.89,2.15,0.8,54.53,30.87,0.32,0.02,6.68,0.55,6.26,0.52,4.79,0.44,2.58,0.18,25.0,1.82,26.89,1.93,0.96,104.58,8.38,0.94,96.84,7.76,7.13,4.84,6.6,5.79,1.37,1.84,2.16,1.58,0.47,0.2,6.72,96.84,7.76,7.13,4.84,6.6,6.74,0.21,2.05,1.95,1.79,0.47,0.22,6.74,96.84,7.76,7.13,4.84,6.6,6.42,0.74,1.84,2.16,1.58,0.47,0.2,6.72,6,7.23,122.9,30.0
Cam Little,JAC,K,1.0,17.0,27.0,1.59,29.0,1.71,0.93,59.0,33.94,0.0,0.0,8.0,0.47,6.0,0.35,8.0,0.47,5.0,0.29,27.0,1.59,27.0,1.59,1.0,114.0,6.71,1.0,126.0,7.41,7.0,4.54,6.34,8.0,3.0,2.0,1.0,3.0,0.31,0.21,6.67,126.0,7.41,7.0,4.54,6.34,8.0,3.0,2.0,1.0,3.0,0.31,0.21,6.67,126.0,7.41,7.0,4.54,6.34,8.0,3.0,2.0,1.0,3.0,0.31,0.21,6.67,1,6.92,117.59,32.0
Cairo Santos,CHI,K,1.0,16.79,25.42,1.51,28.68,1.71,0.88,53.68,35.04,0.0,0.0,5.58,0.33,6.84,0.41,6.16,0.37,6.84,0.4,27.32,1.63,29.47,1.76,0.93,115.53,6.87,1.0,123.42,7.34,6.84,4.33,6.35,8.21,2.53,1.47,1.42,3.16,0.43,0.24,6.76,123.42,7.34,6.84,4.33,6.35,8.42,2.0,1.79,2.68,1.89,0.43,0.15,6.64,123.42,7.34,6.84,4.33,6.35,8.21,2.21,1.79,2.21,2.37,0.43,0.17,6.67,8,8.11,137.94,15.0
Eddy Pineiro,CAR,K,1.0,16.37,25.26,1.55,28.84,1.77,0.87,54.16,35.59,0.0,0.0,5.63,0.35,9.37,0.57,7.79,0.47,2.47,0.16,27.32,1.65,29.63,1.79,0.91,116.16,7.1,1.0,115.84,7.08,6.95,3.63,6.45,7.89,2.63,2.0,2.42,1.42,0.33,0.09,6.59,115.84,7.08,6.95,3.63,6.45,7.58,2.95,2.32,1.89,1.63,0.29,0.12,6.58,115.84,7.08,6.95,3.63,6.45,8.42,1.63,2.68,2.0,1.63,0.29,0.12,6.59,6,6.91,117.5,33.0
Nick Folk,TEN,K,2.0,15.58,25.84,1.65,27.68,1.76,0.94,54.63,33.6,0.21,0.01,7.11,0.45,5.47,0.33,7.79,0.5,5.26,0.35,27.42,1.76,28.68,1.84,0.96,111.74,7.12,1.0,123.26,7.9,6.32,5.51,6.47,8.0,2.47,1.63,1.16,2.32,0.29,0.19,6.42,123.26,7.9,6.32,5.51,6.47,7.68,2.32,2.11,1.16,2.32,0.29,0.19,6.42,123.26,7.9,6.32,5.51,6.47,7.79,2.68,1.32,1.16,2.63,0.33,0.21,6.49,8,10.01,170.24,1.0
Matthew Wright,TEN,K,1.0,3.95,10.26,1.95,11.68,2.46,0.62,36.11,29.65,0.0,0.0,1.63,0.32,5.05,0.97,2.68,0.49,0.89,0.16,6.0,1.09,6.0,1.09,0.68,41.05,8.48,0.59,41.26,7.76,8.79,2.76,6.87,0.79,0.89,0.0,0.21,2.05,1.13,0.92,6.52,41.26,7.76,8.79,2.76,6.87,0.79,0.68,0.21,0.68,1.58,1.13,0.53,6.33,41.26,7.76,8.79,2.76,6.87,0.79,0.89,0.0,0.21,2.05,1.13,0.92,6.52,5,0.0,0.0,46.0
Greg Zuerlein,NYJ,K,2.0,12.42,21.63,1.59,26.89,2.1,0.75,48.95,32.27,0.0,0.0,5.47,0.46,6.84,0.54,6.47,0.42,2.84,0.17,16.79,1.41,17.79,1.5,0.94,98.47,7.79,0.94,93.84,6.97,7.13,4.32,6.01,5.79,1.84,2.26,0.53,2.0,0.23,0.17,6.25,93.84,6.97,7.13,4.32,6.01,5.89,1.53,2.47,0.32,2.21,0.23,0.19,6.27,93.84,6.97,7.13,4.32,6.01,5.58,2.05,2.26,0.53,2.0,0.23,0.17,6.25,8,9.6,163.18,3.0
Matt Prater,ARI,K,2.0,10.0,16.32,1.59,18.53,1.73,0.93,58.58,35.29,0.0,0.0,2.58,0.25,4.79,0.41,4.58,0.56,4.37,0.37,15.26,1.87,15.79,1.9,0.97,71.37,7.09,0.83,77.53,7.93,8.03,5.01,6.62,3.74,0.95,2.42,0.63,2.26,0.38,0.32,6.15,77.53,7.93,8.03,5.01,6.62,3.74,1.53,1.84,0.63,2.26,0.38,0.32,6.15,77.53,7.93,8.03,5.01,6.62,3.74,2.05,1.32,0.63,2.26,0.38,0.32,6.15,8,8.08,137.36,16.0
Austin Seibert,WAS,K,1.0,5.21,13.74,1.95,15.58,2.24,0.87,46.89,37.7,0.0,0.0,4.74,0.53,3.84,0.75,4.21,0.56,0.95,0.1,13.26,2.31,14.21,2.42,0.96,60.95,9.16,0.65,60.58,8.93,7.95,2.77,6.72,0.53,0.21,1.89,1.16,1.42,0.7,0.24,6.03,60.58,8.93,7.95,2.77,6.72,0.53,0.21,1.89,0.68,1.89,0.7,0.38,6.14,60.58,8.93,7.95,2.77,6.72,0.53,0.21,1.89,1.16,1.42,0.7,0.24,6.03,6,5.25,89.25,39.0
Dustin Hopkins,CLE,K,1.0,13.37,20.84,1.6,26.26,1.98,0.8,53.89,34.47,0.0,0.0,4.37,0.34,6.32,0.58,5.74,0.4,4.42,0.29,18.16,1.51,20.21,1.64,0.9,99.0,7.58,0.94,95.26,7.31,6.21,4.41,6.3,5.89,2.0,1.74,2.58,1.16,0.46,0.13,6.02,95.26,7.31,6.21,4.41,6.3,5.58,2.32,1.74,2.11,1.63,0.46,0.16,6.06,95.26,7.31,6.21,4.41,6.3,6.11,1.79,1.95,2.37,1.16,0.37,0.13,5.95,8,7.74,131.62,21.0
Joey Slye,NE,K,2.0,17.0,23.58,1.39,29.53,1.73,0.8,61.32,32.85,0.21,0.01,4.68,0.27,7.79,0.46,6.26,0.37,4.63,0.27,27.0,1.59,29.26,1.72,0.92,117.84,6.93,1.0,113.26,6.66,6.47,3.96,5.91,8.32,2.79,2.26,2.47,1.16,0.28,0.07,6.11,113.26,6.66,6.47,3.96,5.91,8.53,2.68,2.16,2.95,0.68,0.28,0.04,6.06,113.26,6.66,6.47,3.96,5.91,8.53,2.26,2.58,2.26,1.37,0.28,0.09,6.13,6,8.77,149.16,7.0
Cade York,CIN,K,1.0,9.38,13.62,1.47,18.85,2.08,0.71,58.69,32.6,0.0,0.0,5.0,0.66,4.15,0.39,2.54,0.23,1.92,0.19,21.85,2.48,23.15,2.63,0.94,79.69,8.87,0.85,69.08,7.5,7.04,3.8,6.7,3.85,2.62,1.31,0.62,1.0,0.2,0.16,5.78,69.08,7.5,7.04,3.8,6.7,3.85,2.31,1.62,0.62,1.0,0.2,0.16,5.78,69.08,7.5,7.04,3.8,6.7,3.54,2.92,1.31,0.62,1.0,0.2,0.16,5.78,3,6.63,112.68,35.0
Michael Badgley,DET,K,2.0,7.6,12.0,1.34,13.6,1.46,0.94,45.8,32.23,0.0,0.0,2.4,0.18,4.6,0.67,4.2,0.43,0.8,0.06,21.0,2.97,22.2,3.27,0.92,63.0,7.65,0.79,62.8,7.53,6.8,2.35,8.01,2.0,2.6,1.4,0.4,1.2,0.18,0.12,5.71,62.8,7.53,6.8,2.35,8.01,2.6,2.0,1.4,0.4,1.2,0.18,0.12,5.71,62.8,7.53,6.8,2.35,8.01,2.0,3.2,0.8,0.8,0.8,0.18,0.07,5.66,7,7.53,128.04,25.0
Riley Patterson,ATL,K,2.0,10.68,13.26,1.09,16.37,1.48,0.73,52.21,25.53,0.0,0.0,2.32,0.14,7.0,0.64,2.74,0.17,1.21,0.14,28.11,2.82,29.26,2.9,0.97,78.37,7.33,0.87,73.05,6.53,6.74,4.33,5.68,4.68,1.84,1.79,1.11,1.26,0.28,0.09,5.44,73.05,6.53,6.74,4.33,5.68,4.37,2.79,0.84,1.95,0.74,0.31,0.05,5.42,73.05,6.53,6.74,4.33,5.68,4.68,1.37,2.26,1.63,0.74,0.28,0.05,5.39,4,8.78,149.26,6.0
Graham Gano,NYG,K,1.0,11.32,13.84,1.18,17.32,1.54,0.79,55.11,30.14,0.0,0.0,2.0,0.19,3.32,0.27,4.95,0.41,3.58,0.3,16.37,1.36,16.79,1.38,0.99,68.74,6.01,0.96,70.0,5.92,5.68,4.26,5.12,5.63,0.95,2.95,0.63,1.16,0.19,0.11,5.08,70.0,5.92,5.68,4.26,5.12,5.63,1.21,2.37,1.16,0.95,0.25,0.09,5.12,70.0,5.92,5.68,4.26,5.12,5.63,1.42,1.95,1.16,1.16,0.29,0.11,5.18,8,7.49,127.31,26.0
Mason Crosby,FA,K,0.0,8.6,13.0,1.59,15.8,2.08,0.77,53.6,34.19,0.0,0.0,5.2,0.64,4.4,0.59,2.4,0.14,1.0,0.22,18.4,2.07,19.8,2.31,0.9,67.2,8.56,0.74,61.8,7.43,7.0,2.35,8.02,3.2,1.6,2.2,0.8,0.8,0.12,0.05,5.12,61.8,7.43,7.0,2.35,8.02,3.2,2.0,2.2,0.4,0.8,0.08,0.05,5.07,61.8,7.43,7.0,2.35,8.02,3.2,1.6,2.6,0.4,0.8,0.08,0.05,5.07,8,5.3,90.18,37.0
Zane Gonzalez,WAS,K,2.0,6.0,5.0,0.83,7.0,1.17,0.71,48.0,28.5,0.0,0.0,0.0,0.0,1.0,0.17,4.0,0.67,0.0,0.0,19.0,3.17,19.0,3.17,1.0,40.0,6.67,0.78,38.0,6.33,6.0,2.42,6.34,5.0,0.0,0.0,1.0,0.0,0.2,0.0,4.59,38.0,6.33,6.0,2.42,6.34,5.0,0.0,0.0,1.0,0.0,0.2,0.0,4.59,38.0,6.33,6.0,2.42,6.34,5.0,0.0,0.0,1.0,0.0,0.2,0.0,4.59,6,0.0,0.0,46.0
