Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Matthew Wright,TEN,K,1.0,6,15,2.5,18,3.0,0.83,59,46.33,0,0.0,1,0.17,6,1.0,6,1.0,2,0.33,15,2.5,15,2.5,1.0,69,11.5,0.78,70.0,11.67,12.5,3.14,10.95,0,2,0,1,3,2.0,1.0,10.27,70.0,11.67,12.5,3.14,10.95,0,1,1,1,3,2.0,1.0,10.27,70.0,11.67,12.5,3.14,10.95,0,2,0,1,3,2.0,1.0,10.27
Daniel Carlson,LV,K,1.0,17,34,2.0,37,2.18,0.92,57,42.65,0,0.0,9,0.53,11,0.65,3,0.18,11,0.65,35,2.06,36,2.12,0.97,147,8.65,1.0,162.0,9.53,10.0,4.23,8.3,3,1,4,5,4,1.12,0.31,9.66,162.0,9.53,10.0,4.23,8.3,3,2,3,4,5,1.12,0.42,9.77,162.0,9.53,10.0,4.23,8.3,3,1,4,5,4,1.12,0.31,9.66
Jason Myers,SEA,K,1.0,17,34,2.0,37,2.18,0.92,56,40.0,0,0.0,9,0.53,15,0.88,4,0.24,6,0.35,41,2.41,42,2.47,0.98,153,9.0,1.0,159.0,9.35,10.0,3.84,8.35,4,2,4,3,4,0.7,0.31,9.39,159.0,9.35,10.0,3.84,8.35,4,1,4,4,4,0.89,0.31,9.54,159.0,9.35,10.0,3.84,8.35,5,1,2,5,4,1.12,0.31,9.71
Justin Tucker,BAL,K,1.0,17,37,2.18,43,2.53,0.86,58,43.65,0,0.0,13,0.76,11,0.65,4,0.24,9,0.53,31,1.82,32,1.88,0.97,161,9.47,1.0,164.0,9.65,9.0,3.24,8.98,2,3,5,4,3,0.7,0.21,9.19,164.0,9.65,9.0,3.24,8.98,2,3,5,4,3,0.7,0.21,9.19,164.0,9.65,9.0,3.24,8.98,3,2,5,4,3,0.7,0.21,9.19
Brett Maher,FA,K,0.0,17,29,1.71,32,1.88,0.91,60,32.53,0,0.0,9,0.53,5,0.29,6,0.35,9,0.53,50,2.94,53,3.12,0.94,149,8.76,1.0,161.0,9.47,10.0,5.68,7.66,7,1,0,6,3,1.12,0.21,9.31,161.0,9.47,10.0,5.68,7.66,6,2,1,5,3,0.89,0.21,9.14,161.0,9.47,10.0,5.68,7.66,6,2,1,5,3,0.89,0.21,9.14
Younghoe Koo,ATL,K,1.0,17,32,1.88,37,2.18,0.86,54,36.47,0,0.0,9,0.53,7,0.41,9,0.53,7,0.41,33,1.94,35,2.06,0.94,146,8.59,1.0,152.0,8.94,9.0,5.03,7.46,7,1,2,3,4,0.7,0.31,8.59,152.0,8.94,9.0,5.03,7.46,7,1,2,3,4,0.7,0.31,8.59,152.0,8.94,9.0,5.03,7.46,7,1,2,2,5,0.7,0.42,8.71
Eddy Pineiro,CAR,K,1.0,17,33,1.94,35,2.06,0.94,54,38.47,0,0.0,2,0.12,16,0.94,13,0.76,2,0.12,30,1.76,32,1.88,0.94,137,8.06,1.0,146.0,8.59,9.0,4.17,7.51,6,2,2,4,3,0.7,0.21,8.45,146.0,8.59,9.0,4.17,7.51,6,2,2,3,4,0.7,0.31,8.56,146.0,8.59,9.0,4.17,7.51,7,1,3,2,4,0.55,0.31,8.42
Graham Gano,NYG,K,1.0,17,29,1.71,32,1.88,0.91,57,37.12,0,0.0,2,0.12,9,0.53,10,0.59,8,0.47,32,1.88,34,2.0,0.94,130,7.65,1.0,145.0,8.53,9.0,4.84,7.18,5,3,2,3,4,0.7,0.31,8.39,145.0,8.53,9.0,4.84,7.18,5,2,3,4,3,0.7,0.21,8.28,145.0,8.53,9.0,4.84,7.18,5,3,1,4,4,0.89,0.31,8.54
Michael Badgley,DET,K,1.0,13,24,1.85,28,2.15,0.86,53,36.69,0,0.0,6,0.46,7,0.54,9,0.69,2,0.15,33,2.54,33,2.54,1.0,117,9.0,1.0,118.0,9.08,8.0,4.37,7.84,2,5,2,1,3,0.44,0.3,8.15,118.0,9.08,8.0,4.37,7.84,2,5,2,1,3,0.44,0.3,8.15,118.0,9.08,8.0,4.37,7.84,2,5,2,2,2,0.44,0.18,8.01
Cameron Dicker,LAC,K,1.0,11,21,1.91,22,2.0,0.95,48,38.45,0,0.0,7,0.64,7,0.64,7,0.64,0,0.0,24,2.18,24,2.18,1.0,90,8.18,1.0,94.0,8.55,8.0,2.02,8.95,2,1,5,3,0,0.38,0.0,8.06,94.0,8.55,8.0,2.02,8.95,1,4,3,3,0,0.38,0.0,8.06,94.0,8.55,8.0,2.02,8.95,1,2,5,3,0,0.38,0.0,8.06
