Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Stephen Gostkowski,FA,K,0.0,16,29,1.81,35,2.19,0.83,53,31.69,0,0.0,8,0.5,10,0.62,9,0.56,2,0.12,66,4.12,66,4.12,1.0,171,10.69,1.0,166.0,10.38,11.0,3.3,9.61,2,2,2,7,3,1.67,0.23,11.03,166.0,10.38,11.0,3.3,9.61,1,3,3,6,3,1.29,0.23,10.81,166.0,10.38,11.0,3.3,9.61,2,2,1,8,3,2.2,0.23,11.29
Matt Bryant,FA,K,0.0,16,33,2.06,38,2.38,0.87,55,36.31,1,0.06,8,0.5,10,0.62,10,0.62,4,0.25,44,2.75,44,2.75,1.0,158,9.88,1.0,161.0,10.06,10.0,4.58,8.59,4,1,2,2,7,1.29,0.78,10.45,161.0,10.06,10.0,4.58,8.59,4,2,1,2,7,1.29,0.78,10.45,161.0,10.06,10.0,4.58,8.59,3,2,4,0,7,0.78,0.78,10.08
Connor Barth,FA,K,0.0,15,28,1.87,33,2.2,0.85,57,36.0,0,0.0,7,0.47,3,0.2,12,0.8,6,0.4,39,2.6,39,2.6,1.0,138,9.2,1.0,147.0,9.8,11.0,4.06,8.62,3,2,2,3,5,1.14,0.5,10.45,147.0,9.8,11.0,4.06,8.62,4,1,2,3,5,1.14,0.5,10.45,147.0,9.8,11.0,4.06,8.62,3,2,2,4,4,1.14,0.36,10.32
Blair Walsh,FA,K,0.0,16,35,2.19,38,2.38,0.92,56,40.19,0,0.0,10,0.62,8,0.5,7,0.44,10,0.62,36,2.25,36,2.25,1.0,150,9.38,1.0,168.0,10.5,10.0,6.06,8.36,4,1,3,2,6,1.0,0.6,9.96,168.0,10.5,10.0,6.06,8.36,4,1,2,3,6,1.29,0.6,10.15,168.0,10.5,10.0,6.06,8.36,4,1,4,1,6,0.78,0.6,9.79
Matt Prater,ARI,K,1.0,16,26,1.62,32,2.0,0.81,53,32.5,1,0.06,7,0.44,10,0.62,5,0.31,3,0.19,55,3.44,55,3.44,1.0,151,9.44,1.0,144.0,9.0,9.5,4.08,7.91,5,1,3,4,3,0.78,0.23,9.04,144.0,9.0,9.5,4.08,7.91,5,1,3,4,3,0.78,0.23,9.04,144.0,9.0,9.5,4.08,7.91,5,2,1,6,2,1.0,0.14,9.1
Lawrence Tynes,FA,K,0.0,16,33,2.06,39,2.44,0.85,50,30.75,0,0.0,11,0.69,14,0.88,7,0.44,1,0.06,46,2.88,46,2.88,1.0,163,10.19,1.0,154.0,9.62,9.5,5.57,7.82,5,1,3,3,4,0.78,0.33,9.19,154.0,9.62,9.5,5.57,7.82,5,1,4,2,4,0.6,0.33,9.04,154.0,9.62,9.5,5.57,7.82,5,1,3,3,4,0.78,0.33,9.19
Shayne Graham,FA,K,0.0,16,31,1.94,38,2.38,0.82,51,37.75,1,0.06,9,0.56,10,0.62,7,0.44,4,0.25,45,2.81,45,2.81,1.0,159,9.94,1.0,153.0,9.56,8.5,3.95,8.47,2,3,4,5,2,0.78,0.14,8.81,153.0,9.56,8.5,3.95,8.47,2,2,5,4,3,0.78,0.23,8.91,153.0,9.56,8.5,3.95,8.47,2,3,4,4,3,0.78,0.23,8.91
David Akers,FA,K,0.0,16,29,1.81,42,2.62,0.69,63,38.38,1,0.06,8,0.5,11,0.69,7,0.44,2,0.12,44,2.75,44,2.75,1.0,170,10.62,1.0,142.0,8.88,9.0,2.85,8.53,1,6,3,5,1,0.6,0.07,8.85,142.0,8.88,9.0,2.85,8.53,2,5,3,5,1,0.6,0.07,8.85,142.0,8.88,9.0,2.85,8.53,1,6,5,3,1,0.33,0.07,8.58
Kai Forbath,LAR,K,1.0,11,17,1.55,18,1.64,0.94,50,39.45,0,0.0,3,0.27,2,0.18,11,1.0,1,0.09,33,3.0,33,3.0,1.0,87,7.91,1.0,97.0,8.82,9.0,2.89,8.45,2,1,5,1,2,0.38,0.22,8.52,97.0,8.82,9.0,2.89,8.45,2,2,3,3,1,0.57,0.1,8.56,97.0,8.82,9.0,2.89,8.45,2,1,5,2,1,0.38,0.1,8.37
Justin Tucker,BAL,K,1.0,16,30,1.88,33,2.06,0.91,56,40.44,0,0.0,8,0.5,8,0.5,10,0.62,4,0.25,42,2.62,42,2.62,1.0,141,8.81,1.0,150.0,9.38,8.0,3.98,8.29,4,4,2,2,4,0.6,0.33,8.49,150.0,9.38,8.0,3.98,8.29,4,4,2,2,4,0.6,0.33,8.49,150.0,9.38,8.0,3.98,8.29,4,4,2,2,4,0.6,0.33,8.49
