Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Austin Seibert,WAS,K,2.0,4.37,5.84,1.25,8.05,1.8,0.69,49.26,30.84,0.0,0.0,0.0,0.0,2.79,0.58,2.74,0.62,0.32,0.05,8.95,2.49,9.16,2.54,0.98,33.32,7.94,0.66,29.84,6.98,5.84,4.47,6.14,2.37,0.47,0.21,0.79,0.53,0.45,0.12,4.08,29.84,6.98,5.84,4.47,6.14,2.37,0.47,0.21,0.79,0.53,0.45,0.12,4.08,29.84,6.98,5.84,4.47,6.14,2.37,0.47,0.21,0.79,0.53,0.45,0.12,4.08,3,0.0,0.0,44.0
Matt Ammendola,FA,K,0.0,6.8,8.2,1.22,11.8,1.74,0.7,38.2,25.47,0.6,0.15,3.8,0.63,3.0,0.37,0.8,0.07,0.0,0.0,8.6,1.26,10.2,1.59,0.8,45.6,6.82,0.79,34.0,5.0,4.8,2.97,4.76,4.6,1.2,1.0,0.0,0.0,0.0,0.0,3.61,34.0,5.0,4.8,2.97,4.76,4.6,1.2,1.0,0.0,0.0,0.0,0.0,3.61,34.0,5.0,4.8,2.97,4.76,4.6,1.2,1.0,0.0,0.0,0.0,0.0,3.61,2,0.0,0.0,44.0
Aldrick Rosas,FA,K,0.0,5.4,4.4,0.77,7.4,1.33,0.53,48.0,22.64,0.0,0.0,1.2,0.2,0.8,0.13,1.2,0.24,1.2,0.2,12.0,2.28,12.0,2.28,1.0,34.2,6.28,0.74,28.8,5.24,4.6,3.75,4.69,4.0,0.0,1.0,0.0,0.4,0.08,0.08,3.42,28.8,5.24,4.6,3.75,4.69,4.0,0.0,1.0,0.0,0.4,0.08,0.08,3.42,28.8,5.24,4.6,3.75,4.69,3.6,0.4,1.0,0.0,0.4,0.08,0.08,3.42,3,0.0,0.0,44.0
Cody Parkey,FA,K,0.0,6.6,7.6,0.51,8.8,0.59,0.34,18.4,12.21,0.0,0.0,2.0,0.13,1.6,0.11,4.0,0.27,0.0,0.0,19.0,2.95,21.8,4.25,0.72,48.2,6.01,0.57,45.8,4.73,4.6,1.5,2.63,3.0,1.2,0.4,1.6,0.4,0.2,0.03,2.75,45.8,4.73,4.6,1.5,2.63,3.4,0.8,0.4,1.6,0.4,0.2,0.03,2.75,45.8,4.73,4.6,1.5,2.63,3.4,0.8,0.4,1.6,0.4,0.2,0.03,2.75,3,0.0,0.0,44.0
Taylor Bertolet,FA,K,0.0,3.0,3.0,1.0,3.0,1.0,1.0,28.0,9.33,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,1.0,15.0,5.0,0.56,15.0,5.0,3.0,6.24,3.95,2.0,0.0,0.0,0.0,1.0,0.5,0.5,2.48,15.0,5.0,3.0,6.24,3.95,2.0,0.0,0.0,1.0,0.0,0.5,0.0,2.16,15.0,5.0,3.0,6.24,3.95,2.0,0.0,0.0,1.0,0.0,0.5,0.0,2.16,1,0.0,0.0,44.0
Elliott Fry,FA,K,0.0,2.2,2.8,1.2,3.4,1.4,0.88,35.6,25.2,0.0,0.0,0.4,0.4,1.8,0.6,0.6,0.2,0.0,0.0,2.8,1.2,3.8,1.8,0.68,14.0,6.0,0.45,11.8,5.0,4.0,4.0,2.65,1.6,0.0,0.0,0.0,0.6,0.3,0.3,1.74,11.8,5.0,4.0,4.0,2.65,1.6,0.0,0.0,0.0,0.6,0.3,0.3,1.74,11.8,5.0,4.0,4.0,2.65,1.6,0.0,0.0,0.0,0.6,0.3,0.3,1.74,3,0.0,0.0,44.0
Tristan Vizcaino,FA,K,0.0,3.53,3.47,1.26,3.79,1.32,0.96,46.21,22.58,0.0,0.0,0.95,0.16,1.53,0.68,1.0,0.42,0.0,0.0,5.0,1.42,6.58,1.68,0.9,17.95,5.63,0.57,16.42,5.63,3.79,3.87,2.66,2.21,0.0,0.63,0.68,0.0,0.45,0.0,1.5,16.42,5.63,3.79,3.87,2.66,2.21,0.32,0.0,1.0,0.0,0.51,0.0,1.56,16.42,5.63,3.79,3.87,2.66,2.21,0.32,0.32,0.68,0.0,0.45,0.0,1.5,3,0.0,0.0,44.0
Josh Lambo,FA,K,0.0,2.26,1.05,0.26,2.0,0.58,0.21,12.42,7.58,0.0,0.0,0.0,0.0,0.42,0.11,0.21,0.05,0.42,0.11,4.68,2.37,6.21,3.16,0.75,12.21,4.89,0.45,8.89,3.42,3.32,1.35,1.89,1.84,0.0,0.21,0.21,0.0,0.07,0.0,1.18,8.89,3.42,3.32,1.35,1.89,1.84,0.0,0.21,0.21,0.0,0.07,0.0,1.18,8.89,3.42,3.32,1.35,1.89,1.63,0.21,0.21,0.21,0.0,0.07,0.0,1.18,3,0.0,0.0,44.0
Dominik Eberle,FA,K,0.0,1.0,1.4,1.4,1.8,1.8,0.87,49.8,49.8,0.0,0.0,0.4,0.4,0.0,0.0,0.6,0.6,0.4,0.4,3.2,3.2,4.4,4.4,0.7,9.8,9.8,0.28,8.8,8.8,8.8,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.4,0.4,0.0,8.8,8.8,8.8,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.4,0.4,0.0,8.8,8.8,8.8,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.4,0.4,0.0,2,0.0,0.0,44.0
Caleb Shudak,FA,K,0.0,1.0,3.0,3.0,4.0,4.0,0.75,38.0,38.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,0.28,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,44.0
Michael Palardy,ARI,K,2.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,44.0
Nick Sciba,FA,K,0.0,1.0,2.0,2.0,2.0,2.0,1.0,38.0,38.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,0.28,7.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,44.0
Ramiz Ahmed,FA,K,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,44.0
Quinn Nordin,FA,K,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,44.0
Ty Long,FA,K,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.12,-0.07,0.0,0.28,-0.1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-1.12,-0.07,0.0,0.28,-0.1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-1.12,-0.07,0.0,0.28,-0.1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,3,0.0,0.0,44.0
