Player,TEAM,POS,DPCHT,G,FG,FG_mean,FGA,FGA_mean,FG_PCT,LG,LG_mean,FG_10_19,FG_10_19_mean,FG_20_29,FG_20_29_mean,FG_30_39,FG_30_39_mean,FG_40_49,FG_40_49_mean,FG_50,FG_50_mean,XP,XP_mean,XPA,XPA_mean,XP_PCT,OPP,OPP_mean,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Stephen Hauschka,FA,K,0.0,16,33,2.06,37,2.31,0.89,53,38.56,0,0.0,11,0.69,13,0.81,8,0.5,1,0.06,29,1.81,35,2.19,0.83,146,9.12,1.0,138.0,8.62,8.0,3.91,7.66,5,4,1,2,4,0.6,0.33,8.27,138.0,8.62,8.0,3.91,7.66,5,3,2,2,4,0.6,0.33,8.27,138.0,8.62,8.0,3.91,7.66,5,4,1,2,4,0.6,0.33,8.27
Brandon McManus,FA,K,0.0,16,29,1.81,34,2.12,0.85,55,36.5,0,0.0,9,0.56,10,0.62,7,0.44,3,0.19,32,2.0,33,2.06,0.97,135,8.44,1.0,132.6,8.29,9.0,3.53,7.55,5,2,4,3,2,0.45,0.14,8.2,132.6,8.29,9.0,3.53,7.55,5,1,5,3,2,0.45,0.14,8.2,132.6,8.29,9.0,3.53,7.55,5,2,4,3,2,0.45,0.14,8.2
Nick Novak,FA,K,0.0,16,35,2.19,41,2.56,0.85,53,35.0,1,0.06,12,0.75,11,0.69,8,0.5,3,0.19,22,1.38,25,1.56,0.88,148,9.25,1.0,141.0,8.81,8.0,4.87,7.41,4,5,1,3,3,0.6,0.23,8.07,141.0,8.81,8.0,4.87,7.41,4,2,4,3,3,0.6,0.23,8.07,141.0,8.81,8.0,4.87,7.41,4,5,1,2,4,0.6,0.33,8.18
Dan Bailey,FA,K,0.0,16,27,1.69,32,2.0,0.84,56,31.75,0,0.0,9,0.56,8,0.5,7,0.44,3,0.19,46,2.88,46,2.88,1.0,142,8.88,1.0,140.0,8.75,8.0,4.4,7.54,4,3,4,1,4,0.45,0.33,8.06,140.0,8.75,8.0,4.4,7.54,5,1,5,1,4,0.45,0.33,8.06,140.0,8.75,8.0,4.4,7.54,5,2,4,0,5,0.45,0.45,8.19
Sebastian Janikowski,FA,K,0.0,16,29,1.81,35,2.19,0.83,56,31.12,1,0.06,9,0.56,6,0.38,10,0.62,3,0.19,37,2.31,39,2.44,0.95,144,9.0,1.0,140.0,8.75,8.0,5.31,7.2,6,3,2,1,4,0.45,0.33,7.94,140.0,8.75,8.0,5.31,7.2,6,2,3,0,5,0.45,0.45,8.06,140.0,8.75,8.0,5.31,7.2,6,3,2,1,4,0.45,0.33,7.94
Graham Gano,NYG,K,1.0,16,30,1.88,38,2.38,0.79,54,37.38,0,0.0,4,0.25,9,0.56,14,0.88,3,0.19,31,1.94,34,2.12,0.91,148,9.25,1.0,141.0,8.81,7.0,5.44,7.21,6,3,1,1,5,0.6,0.45,7.83,141.0,8.81,7.0,5.44,7.21,6,3,1,1,5,0.6,0.45,7.83,141.0,8.81,7.0,5.44,7.21,6,3,1,1,5,0.6,0.45,7.83
Mason Crosby,FA,K,0.0,16,26,1.62,30,1.88,0.87,53,33.81,1,0.06,6,0.38,13,0.81,5,0.31,1,0.06,44,2.75,47,2.94,0.94,137,8.56,1.0,129.0,8.06,8.5,2.89,7.73,4,4,4,3,1,0.33,0.07,7.85,129.0,8.06,8.5,2.89,7.73,4,3,5,4,0,0.33,0.0,7.76,129.0,8.06,8.5,2.89,7.73,4,4,4,4,0,0.33,0.0,7.76
Josh Lambo,FA,K,0.0,16,26,1.62,32,2.0,0.81,47,30.25,0,0.0,7,0.44,13,0.81,6,0.38,0,0.0,42,2.62,46,2.88,0.91,142,8.88,1.0,126.0,7.88,7.5,4.38,6.8,6,2,3,2,3,0.45,0.23,7.45,126.0,7.88,7.5,4.38,6.8,6,3,2,2,3,0.45,0.23,7.45,126.0,7.88,7.5,4.38,6.8,6,2,3,2,3,0.45,0.23,7.45
Chandler Catanzaro,FA,K,0.0,16,21,1.31,28,1.75,0.75,60,31.75,1,0.06,5,0.31,6,0.38,6,0.38,3,0.19,43,2.69,47,2.94,0.91,131,8.19,1.0,118.0,7.38,7.0,3.5,6.73,6,4,2,3,1,0.33,0.07,6.82,118.0,7.38,7.0,3.5,6.73,5,5,2,3,1,0.33,0.07,6.82,118.0,7.38,7.0,3.5,6.73,6,5,1,3,1,0.33,0.07,6.82
Kai Forbath,LAR,K,1.0,7,15,2.14,15,2.14,1.0,51,35.57,0,0.0,5,0.71,5,0.71,4,0.57,1,0.14,11,1.57,14,2.0,0.79,59,8.43,0.84,62.0,8.86,8.0,3.39,8.15,1,2,3,0,1,0.17,0.17,6.48,62.0,8.86,8.0,3.39,8.15,0,5,0,1,1,0.4,0.17,6.7,62.0,8.86,8.0,3.39,8.15,0,3,2,1,1,0.4,0.17,6.7
Nick Folk,TEN,K,1.0,16,27,1.69,31,1.94,0.87,51,34.75,0,0.0,12,0.75,10,0.62,3,0.19,2,0.12,24,1.5,26,1.62,0.92,119,7.44,1.0,112.0,7.0,7.0,3.85,6.24,7,2,2,4,1,0.45,0.07,6.67,112.0,7.0,7.0,3.85,6.24,6,5,0,4,1,0.45,0.07,6.67,112.0,7.0,7.0,3.85,6.24,6,4,1,4,1,0.45,0.07,6.67
Ryan Succop,FA,K,0.0,16,22,1.38,24,1.5,0.92,53,36.81,1,0.06,4,0.25,6,0.38,8,0.5,3,0.19,39,2.44,41,2.56,0.95,113,7.06,1.0,119.0,7.44,6.5,2.9,7.12,8,1,3,3,1,0.33,0.07,6.66,119.0,7.44,6.5,2.9,7.12,8,1,3,3,1,0.33,0.07,6.66,119.0,7.44,6.5,2.9,7.12,7,2,4,2,1,0.23,0.07,6.55
Mike Nugent,FA,K,0.0,13,23,1.77,29,2.23,0.79,47,29.08,0,0.0,9,0.69,9,0.69,5,0.38,0,0.0,23,1.77,29,2.23,0.79,116,8.92,1.0,97.0,7.46,6.0,5.21,6.17,6,3,1,1,2,0.3,0.18,6.38,97.0,7.46,6.0,5.21,6.17,5,4,0,2,2,0.44,0.18,6.53,97.0,7.46,6.0,5.21,6.17,6,3,0,2,2,0.44,0.18,6.53
Josh Brown,FA,K,0.0,5,11,2.2,12,2.4,0.92,48,39.2,1,0.2,3,0.6,3,0.6,4,0.8,0,0.0,9,1.8,9,1.8,1.0,45,9.0,0.72,46.0,9.2,9.0,2.68,8.98,1,0,2,2,0,0.67,0.0,6.37,46.0,9.2,9.0,2.68,8.98,1,0,2,2,0,0.67,0.0,6.37,46.0,9.2,9.0,2.68,8.98,1,0,2,2,0,0.67,0.0,6.37
Chris Boswell,PIT,K,1.0,15,21,1.4,25,1.67,0.84,49,28.27,0,0.0,2,0.13,8,0.53,11,0.73,0,0.0,36,2.4,36,2.4,1.0,111,7.4,1.0,110.0,7.33,7.0,5.33,6.03,6,3,3,2,1,0.25,0.07,6.37,110.0,7.33,7.0,5.33,6.03,7,3,3,1,1,0.15,0.07,6.26,110.0,7.33,7.0,5.33,6.03,6,4,2,2,1,0.25,0.07,6.37
Roberto Aguayo,FA,K,0.0,16,22,1.38,31,1.94,0.71,43,25.56,0,0.0,5,0.31,13,0.81,4,0.25,0,0.0,32,2.0,34,2.12,0.94,127,7.94,1.0,102.0,6.38,7.0,4.0,5.63,7,3,2,3,1,0.33,0.07,6.35,102.0,6.38,7.0,4.0,5.63,7,3,4,1,1,0.14,0.07,6.13,102.0,6.38,7.0,4.0,5.63,7,2,3,3,1,0.33,0.07,6.35
Dan Carpenter,FA,K,0.0,16,19,1.19,25,1.56,0.76,54,28.19,1,0.06,8,0.5,5,0.31,4,0.25,1,0.06,40,2.5,45,2.81,0.89,120,7.5,1.0,103.0,6.44,6.0,3.42,5.91,8,3,2,3,0,0.23,0.0,5.81,103.0,6.44,6.0,3.42,5.91,9,2,1,3,1,0.33,0.07,6.02,103.0,6.44,6.0,3.42,5.91,8,3,2,3,0,0.23,0.0,5.81
Cody Parkey,FA,K,0.0,14,20,1.43,25,1.79,0.8,51,31.86,0,0.0,6,0.43,6,0.43,7,0.5,1,0.07,20,1.43,21,1.5,0.95,96,6.86,1.0,89.0,6.36,6.5,3.5,5.81,7,1,4,2,0,0.17,0.0,5.83,89.0,6.36,6.5,3.5,5.81,7,2,3,1,1,0.17,0.08,5.94,89.0,6.36,6.5,3.5,5.81,7,1,4,2,0,0.17,0.0,5.83
Andrew Franks,FA,K,0.0,16,16,1.0,21,1.31,0.76,55,22.19,0,0.0,8,0.5,6,0.38,1,0.06,1,0.06,41,2.56,42,2.62,0.98,105,6.56,1.0,92.0,5.75,6.0,3.51,5.25,9,4,1,2,0,0.14,0.0,5.35,92.0,5.75,6.0,3.51,5.25,8,4,2,2,0,0.14,0.0,5.35,92.0,5.75,6.0,3.51,5.25,9,3,2,1,1,0.14,0.07,5.44
Blair Walsh,FA,K,0.0,9,12,1.33,16,1.78,0.75,50,33.44,1,0.11,1,0.11,5,0.56,4,0.44,1,0.11,15,1.67,19,2.11,0.79,67,7.44,0.93,57.0,6.33,6.0,3.97,5.6,5,3,0,0,1,0.12,0.12,5.31,57.0,6.33,6.0,3.97,5.6,5,3,0,0,1,0.12,0.12,5.31,57.0,6.33,6.0,3.97,5.6,6,2,0,0,1,0.12,0.12,5.31
Phil Dawson,FA,K,0.0,16,18,1.12,21,1.31,0.86,53,26.38,0,0.0,4,0.25,6,0.38,7,0.44,1,0.06,33,2.06,34,2.12,0.97,97,6.06,1.0,96.0,6.0,5.0,3.69,5.41,11,1,1,2,1,0.23,0.07,5.16,96.0,6.0,5.0,3.69,5.41,11,1,1,2,1,0.23,0.07,5.16,96.0,6.0,5.0,3.69,5.41,11,1,1,2,1,0.23,0.07,5.16
Connor Barth,FA,K,0.0,16,18,1.12,23,1.44,0.78,54,27.81,0,0.0,7,0.44,7,0.44,3,0.19,1,0.06,31,1.94,32,2.0,0.97,101,6.31,1.0,90.0,5.62,5.0,2.9,5.39,11,2,1,2,0,0.14,0.0,4.98,90.0,5.62,5.0,2.9,5.39,11,1,2,2,0,0.14,0.0,4.98,90.0,5.62,5.0,2.9,5.39,11,2,1,2,0,0.14,0.0,4.98
Randy Bullock,FA,K,0.0,5,8,1.6,9,1.8,0.89,44,26.8,0,0.0,4,0.8,2,0.4,2,0.4,0,0.0,9,1.8,10,2.0,0.9,37,7.4,0.72,35.0,7.0,8.0,3.54,6.38,2,0,2,1,0,0.25,0.0,4.91,35.0,7.0,8.0,3.54,6.38,2,1,1,1,0,0.25,0.0,4.91,35.0,7.0,8.0,3.54,6.38,2,0,2,1,0,0.25,0.0,4.91
Greg Zuerlein,NYJ,K,1.0,16,19,1.19,22,1.38,0.86,54,27.81,0,0.0,5,0.31,9,0.56,3,0.19,2,0.12,23,1.44,23,1.44,1.0,89,5.56,1.0,87.0,5.44,4.5,3.69,4.9,12,0,3,0,1,0.07,0.07,4.5,87.0,5.44,4.5,3.69,4.9,12,0,3,0,1,0.07,0.07,4.5,87.0,5.44,4.5,3.69,4.9,11,1,3,0,1,0.07,0.07,4.5
Robbie Gould,FA,K,0.0,10,10,1.0,10,1.0,1.0,47,24.2,0,0.0,3,0.3,3,0.3,4,0.4,0,0.0,20,2.0,23,2.3,0.87,53,5.3,0.96,54.0,5.4,4.5,3.47,4.94,8,0,1,0,1,0.11,0.11,4.45,54.0,5.4,4.5,3.47,4.94,8,1,0,0,1,0.11,0.11,4.45,54.0,5.4,4.5,3.47,4.94,8,0,1,0,1,0.11,0.11,4.45
Patrick Murray,FA,K,0.0,2,1,0.5,2,1.0,0.5,35,17.5,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,3,1.5,4,2.0,0.75,10,5.0,0.44,6.0,3.0,3.0,1.41,3.44,2,0,0,0,0,0.0,0.0,1.36,6.0,3.0,3.0,1.41,3.44,2,0,0,0,0,0.0,0.0,1.36,6.0,3.0,3.0,1.41,3.44,2,0,0,0,0,0.0,0.0,1.36
Jordan Gay,FA,K,0.0,3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.0,0.0,0.0
Jonathan Brown,FA,K,0.0,5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0.0,0.0,0.0
Michael Palardy,FA,K,0.0,7,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0.0,0.0,0.0
