Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Dion Lewis,FA,RB,0.0,7.0,49.0,7.0,234.0,33.43,4.78,15.0,2.14,13.0,11.0,0.0,0.0,2.0,0.29,36.0,5.14,50.0,7.14,388.0,55.43,10.78,16.0,2.29,2.0,0.29,85.0,12.14,99.0,14.14,31.0,4.43,1.0,0.14,0.01,0.84,84.2,12.03,12.7,5.52,12.68,1.0,1.0,0.0,2.0,3.0,2.5,0.75,11.87,102.2,14.6,15.2,6.2,15.15,1.0,1.0,0.0,2.0,3.0,2.5,0.75,15.74,120.2,17.17,17.7,6.92,17.84,1.0,1.0,0.0,2.0,3.0,2.5,0.75,15.27,1,9.19,156.18,29.0
Eddie Lacy,FA,RB,0.0,15.29,217.71,14.22,926.86,60.43,4.23,47.57,3.1,37.71,16.61,4.0,0.26,5.86,0.38,28.43,1.84,38.0,2.47,266.14,17.23,9.33,10.57,0.69,2.29,0.15,246.14,16.07,255.71,16.69,58.14,3.79,1.86,0.12,0.01,1.0,164.44,10.69,11.23,7.12,10.55,5.14,0.29,1.43,3.57,4.86,1.63,0.52,12.23,178.66,11.61,12.29,7.47,11.47,5.14,0.29,2.86,2.14,4.86,1.28,0.52,14.66,192.87,12.53,13.0,7.87,12.57,4.86,0.57,2.86,3.0,4.0,1.28,0.4,13.38,3,11.77,200.09,15.0
Adrian Peterson,FA,RB,0.0,11.43,232.71,20.53,1050.86,87.38,4.26,49.86,4.0,61.71,25.22,2.71,0.17,7.71,0.5,21.86,1.94,27.14,2.55,156.43,14.82,7.64,6.43,0.68,0.14,0.01,254.57,22.46,259.86,23.08,56.29,4.68,2.14,0.14,0.01,0.79,163.59,12.98,12.04,5.96,9.81,0.86,2.0,1.14,2.57,4.86,1.45,0.55,11.02,174.51,13.95,12.94,5.94,10.61,1.43,1.43,1.14,2.43,5.0,1.45,0.59,13.95,185.44,14.91,13.82,5.95,11.59,2.14,0.86,1.57,1.86,5.0,1.14,0.59,12.1,3,18.78,319.3,1.0
T.J. Yeldon,FA,RB,0.0,12.0,182.0,15.17,740.0,61.67,4.07,25.0,2.08,45.0,19.0,2.0,0.17,2.0,0.17,36.0,3.0,46.0,3.83,279.0,23.25,7.75,14.0,1.17,1.0,0.08,218.0,18.17,228.0,19.0,39.0,3.25,0.0,0.0,0.0,1.0,119.9,9.99,8.25,4.74,10.94,1.0,3.0,4.0,2.0,2.0,0.5,0.2,10.42,137.9,11.49,10.0,4.8,12.71,1.0,2.0,5.0,2.0,2.0,0.5,0.2,13.46,155.9,12.99,11.95,4.95,14.67,1.0,2.0,6.0,1.0,2.0,0.33,0.2,13.23,1,10.15,172.55,26.0
Lamar Miller,FA,RB,0.0,16.0,197.86,12.36,913.57,57.1,4.59,42.86,2.68,83.29,19.28,4.71,0.29,7.14,0.45,41.43,2.59,52.43,3.28,329.71,20.61,7.83,11.71,0.73,1.43,0.09,239.29,14.96,250.29,15.64,54.57,3.41,1.57,0.1,0.0,1.0,172.61,10.79,8.96,7.7,10.5,3.71,2.86,2.86,2.86,3.71,0.76,0.32,10.53,193.33,12.08,9.88,7.96,11.81,3.0,4.29,1.57,3.43,3.71,0.86,0.32,13.22,214.04,13.37,10.92,8.31,13.32,3.29,4.14,1.14,3.71,3.71,0.97,0.32,12.59,3,12.58,213.78,12.0
Giovani Bernard,FA,RB,0.0,15.14,160.29,10.71,710.71,47.22,4.45,33.14,2.2,46.43,14.48,1.71,0.11,3.29,0.22,48.29,3.19,64.57,4.28,442.86,29.12,9.13,17.0,1.11,1.0,0.07,208.57,13.91,224.86,14.99,50.14,3.32,0.14,0.01,0.0,1.0,140.79,9.4,8.84,4.84,10.25,3.86,2.43,3.43,4.0,1.43,0.73,0.13,10.03,164.93,10.99,10.28,5.27,11.9,3.0,3.29,2.29,4.14,2.43,0.89,0.23,13.2,189.07,12.59,11.6,5.87,13.65,3.0,3.71,2.57,3.0,2.86,0.7,0.3,12.69,3,9.79,166.43,28.0
Jonathan Stewart,FA,RB,0.0,12.0,195.14,15.63,822.0,65.54,4.19,37.0,2.94,47.14,17.96,1.71,0.13,4.29,0.33,17.29,1.42,21.86,1.77,114.57,9.38,6.5,5.29,0.44,0.86,0.07,212.43,17.05,217.0,17.4,42.29,3.38,1.43,0.11,0.01,0.97,121.66,9.64,9.54,4.82,10.45,2.43,2.71,1.43,2.57,2.86,0.85,0.3,10.8,130.3,10.36,9.97,4.87,11.34,2.71,2.43,1.43,3.14,2.29,0.85,0.22,12.92,138.94,11.06,10.3,5.0,12.39,3.29,1.86,2.0,2.57,2.29,0.67,0.22,11.65,3,8.95,152.13,31.0
Jeremy Hill,FA,RB,0.0,16.0,222.67,13.92,904.0,56.5,4.06,50.33,3.14,53.67,16.19,1.33,0.08,10.33,0.65,19.0,1.19,23.33,1.46,124.33,7.77,6.17,5.67,0.35,0.67,0.04,241.67,15.11,246.0,15.37,56.0,3.5,2.67,0.17,0.01,1.0,164.83,10.3,8.83,7.62,10.01,4.67,3.0,1.33,1.67,5.33,0.78,0.5,10.49,174.33,10.9,9.5,7.42,10.8,5.0,2.33,1.33,3.0,4.33,0.85,0.37,12.75,183.83,11.49,10.18,7.27,11.78,5.0,2.0,2.33,3.67,3.0,0.73,0.23,11.41,2,10.71,182.14,19.0
Doug Martin,FA,RB,0.0,13.14,221.0,16.79,1007.43,73.76,4.35,43.71,3.16,70.0,23.38,4.86,0.33,4.14,0.29,24.29,1.8,34.29,2.66,182.57,12.91,6.88,6.71,0.46,0.57,0.03,245.29,18.59,255.29,19.45,50.43,3.62,3.0,0.2,0.01,0.97,141.29,10.22,8.51,6.29,10.4,2.86,0.86,4.43,2.71,2.29,0.58,0.19,10.05,153.43,11.12,9.58,6.43,11.45,3.57,1.29,3.0,3.0,2.29,0.66,0.19,12.71,165.57,12.02,10.63,6.65,12.66,3.57,1.86,2.43,3.0,2.29,0.66,0.19,11.77,3,13.3,226.14,10.0
Frank Gore,FA,RB,0.0,16.0,260.86,16.3,1029.71,64.36,3.95,48.14,3.01,43.29,16.64,4.29,0.27,5.86,0.37,24.86,1.55,42.29,2.64,204.43,12.78,8.63,7.0,0.43,0.86,0.05,285.71,17.86,303.14,18.95,55.14,3.45,2.71,0.17,0.01,1.0,158.27,9.89,8.0,6.3,10.09,3.57,3.29,3.57,1.57,4.0,0.54,0.34,10.18,170.7,10.66,9.29,6.28,11.06,3.57,3.43,3.86,1.86,3.29,0.47,0.26,12.65,183.13,11.45,10.51,6.33,12.19,5.57,1.14,4.14,2.57,2.57,0.47,0.19,11.79,3,9.01,153.19,30.0
David Johnson,FA,RB,0.0,16.0,125.0,7.81,581.0,36.31,4.65,34.0,2.12,47.0,11.75,2.0,0.12,8.0,0.5,36.0,2.25,57.0,3.56,457.0,28.56,12.69,21.0,1.31,4.0,0.25,161.0,10.06,182.0,11.38,55.0,3.44,1.0,0.06,0.01,1.0,173.8,10.86,9.7,9.64,9.96,5.0,1.0,2.0,5.0,3.0,1.0,0.23,10.3,191.8,11.99,10.45,9.93,11.05,5.0,1.0,3.0,4.0,3.0,0.78,0.23,12.59,209.8,13.11,11.2,10.26,12.35,5.0,1.0,5.0,2.0,3.0,0.45,0.23,11.4,1,14.0,238.06,8.0
Chris Ivory,FA,RB,0.0,15.29,223.71,14.68,965.0,63.35,4.31,45.43,2.98,63.29,20.89,2.71,0.18,6.14,0.41,22.57,1.48,29.86,1.96,160.57,10.56,6.8,6.43,0.42,0.86,0.06,246.29,16.16,253.57,16.63,51.86,3.4,1.43,0.09,0.01,1.0,151.7,9.95,8.97,6.57,10.02,5.29,1.86,1.86,2.29,4.0,0.8,0.37,10.52,162.99,10.69,9.33,6.57,10.9,5.14,2.57,2.0,2.29,3.29,0.63,0.32,12.51,174.27,11.43,9.77,6.63,11.97,5.29,1.86,2.57,2.86,2.71,0.63,0.24,11.34,3,10.01,170.23,27.0
Justin Forsett,FA,RB,0.0,11.57,154.29,12.92,732.43,59.73,4.71,39.57,3.36,35.14,17.77,5.14,0.41,3.43,0.26,32.43,2.8,42.57,3.65,174.29,14.74,5.31,5.86,0.49,0.0,0.0,186.71,15.72,196.86,16.57,45.43,3.84,0.0,0.0,0.0,0.97,111.81,9.03,7.87,5.61,9.26,3.0,1.43,2.29,2.57,2.29,0.87,0.24,9.38,128.03,10.42,9.31,5.76,10.82,3.0,1.71,1.71,3.14,2.0,0.86,0.19,12.46,144.24,11.82,11.13,6.08,12.5,2.71,1.71,2.0,3.14,2.0,0.86,0.19,11.89,3,10.37,176.29,25.0
Karlos Williams,FA,RB,0.0,11.0,93.0,8.45,517.0,47.0,5.56,25.0,2.27,41.0,17.45,3.0,0.27,7.0,0.64,11.0,1.0,14.0,1.27,96.0,8.73,8.73,3.0,0.27,2.0,0.18,104.0,9.45,107.0,9.73,28.0,2.55,1.0,0.09,0.01,1.0,113.3,10.3,11.0,6.7,10.34,3.0,0.0,2.0,4.0,2.0,1.2,0.22,10.94,118.8,10.8,11.5,6.8,10.95,3.0,0.0,4.0,2.0,2.0,0.57,0.22,12.17,124.3,11.3,11.7,6.96,11.72,3.0,0.0,4.0,3.0,1.0,0.57,0.1,11.13,1,6.21,105.6,50.0
DeAngelo Williams,FA,RB,0.0,13.0,160.71,12.01,701.29,50.85,4.2,35.86,2.44,42.43,14.86,2.43,0.16,6.71,0.42,28.0,1.91,33.71,2.31,269.86,18.37,9.59,10.57,0.73,0.14,0.01,188.71,13.92,194.43,14.32,46.43,3.16,1.71,0.14,0.01,0.94,135.97,9.3,8.7,7.61,9.07,5.14,1.14,0.86,2.86,3.0,0.81,0.27,9.33,149.97,10.26,10.21,8.01,10.05,5.14,1.57,0.57,2.14,3.57,0.79,0.35,11.93,163.97,11.22,11.37,8.51,11.13,5.29,1.43,0.71,2.0,3.57,0.77,0.35,11.18,3,14.53,247.04,5.0
Darren McFadden,FA,RB,0.0,15.14,197.14,12.93,829.0,53.84,4.07,37.71,2.44,40.0,15.03,3.0,0.2,3.0,0.21,35.57,2.31,49.86,3.25,263.43,17.04,7.28,9.57,0.61,0.0,0.0,232.71,15.25,247.0,16.18,47.29,3.06,2.14,0.14,0.01,0.99,124.76,8.23,8.06,4.61,9.06,4.57,1.71,3.71,4.43,0.71,0.58,0.06,9.13,142.54,9.39,9.04,4.95,10.3,4.86,1.29,4.0,4.29,0.71,0.55,0.06,11.51,160.33,10.55,9.92,5.47,11.62,4.0,2.71,4.0,3.71,0.71,0.44,0.06,10.77,3,8.31,141.24,35.0
Rashad Jennings,FA,RB,0.0,14.43,182.43,12.86,780.43,54.4,4.27,38.57,2.74,38.29,14.39,2.71,0.17,3.71,0.27,30.29,2.16,41.29,2.94,275.43,19.22,9.14,8.57,0.61,0.57,0.03,212.71,15.01,223.71,15.8,47.14,3.35,1.43,0.09,0.01,1.0,128.44,8.99,6.8,6.73,9.02,5.29,2.43,1.86,2.29,2.57,0.52,0.24,8.82,143.59,10.07,8.44,6.94,10.17,5.29,1.71,3.14,2.43,1.86,0.45,0.18,11.46,158.73,11.15,10.17,7.22,11.49,5.29,1.71,2.86,2.29,2.29,0.52,0.25,11.14,3,10.45,177.65,24.0
Ryan Mathews,FA,RB,0.0,11.43,122.43,10.72,581.57,50.61,4.81,30.86,2.7,52.43,17.47,3.29,0.3,5.14,0.46,17.71,1.54,23.57,2.0,130.14,11.39,7.4,5.29,0.49,0.71,0.05,140.14,12.27,146.0,12.73,36.14,3.19,1.86,0.14,0.01,0.94,102.6,9.0,8.73,5.71,9.45,4.0,0.57,2.43,1.86,2.57,0.72,0.28,9.0,111.46,9.77,9.55,6.01,10.27,4.29,0.57,2.29,1.86,2.43,0.63,0.26,11.14,120.31,10.54,10.51,6.34,11.26,4.29,1.14,2.29,1.29,2.43,0.55,0.26,10.2,3,7.8,132.54,39.0
Ronnie Hillman,FA,RB,0.0,12.86,156.43,11.97,648.29,49.44,4.12,32.14,2.44,54.43,16.17,2.57,0.18,5.0,0.37,21.43,1.78,31.71,2.67,120.14,10.63,5.95,4.43,0.42,0.29,0.03,177.86,13.75,188.14,14.63,36.57,2.86,0.71,0.05,0.0,0.96,107.13,8.35,7.27,6.03,8.56,4.43,2.57,0.57,3.0,2.29,0.75,0.23,8.49,117.84,9.24,8.7,6.46,9.44,5.0,1.43,1.71,2.43,2.29,0.64,0.23,10.73,128.56,10.13,10.13,6.98,10.45,5.57,0.86,2.86,1.86,1.71,0.49,0.17,10.04,3,6.88,116.95,44.0
Joique Bell,FA,RB,0.0,14.0,138.86,9.69,516.29,35.85,3.64,28.71,1.99,39.71,13.49,1.0,0.07,5.43,0.38,29.86,2.09,40.43,2.81,333.57,23.59,11.61,12.86,0.9,0.29,0.02,168.71,11.78,179.29,12.5,41.57,2.89,0.71,0.05,0.0,1.0,118.13,8.27,7.06,5.37,8.72,5.14,2.71,2.0,2.0,2.14,0.47,0.18,8.31,133.06,9.31,7.89,5.61,9.85,5.86,2.43,1.43,2.0,2.29,0.51,0.2,10.6,147.99,10.35,8.96,5.91,11.15,5.86,2.43,1.43,3.0,1.29,0.51,0.11,9.98,3,7.32,124.43,40.0
Latavius Murray,FA,RB,0.0,15.67,204.67,12.9,852.0,53.84,4.4,38.67,2.44,66.0,17.75,5.0,0.32,4.67,0.3,33.0,2.08,43.0,2.72,202.33,12.84,6.58,7.0,0.44,0.0,0.0,237.67,14.99,247.67,15.63,45.67,2.88,0.67,0.04,0.0,1.0,132.1,8.35,5.77,5.57,8.88,3.67,2.33,5.0,2.33,2.33,0.45,0.18,8.18,148.6,9.4,6.87,5.76,10.05,3.67,3.67,3.33,2.67,2.33,0.48,0.18,10.56,165.1,10.44,8.13,6.1,11.33,3.67,5.0,2.0,2.67,2.33,0.48,0.18,10.14,2,8.08,137.38,37.0
Danny Woodhead,FA,RB,0.0,12.29,75.43,5.87,264.14,19.45,3.26,16.29,1.17,21.14,8.12,0.57,0.03,2.0,0.13,58.0,4.01,74.71,5.13,527.57,35.6,8.47,27.71,2.04,4.29,0.27,133.43,9.89,150.14,11.01,44.0,3.21,0.29,0.02,0.0,0.87,116.31,7.82,5.59,6.34,7.79,4.57,2.0,1.0,2.14,2.57,0.51,0.21,6.98,145.31,9.83,7.77,7.11,9.67,4.0,1.0,2.29,2.29,2.71,0.56,0.22,10.2,174.31,11.84,10.26,7.97,11.68,3.43,0.71,2.14,2.43,3.57,0.81,0.32,10.61,3,10.49,178.39,22.0
Chris Johnson,FA,RB,0.0,13.14,196.14,15.44,808.43,63.74,4.15,31.43,2.47,53.14,17.88,2.57,0.21,2.86,0.23,16.29,1.12,24.57,1.74,125.57,8.79,8.5,4.57,0.3,0.86,0.05,212.43,16.55,220.71,17.19,36.0,2.77,1.71,0.14,0.01,1.0,112.26,8.66,6.6,6.42,8.75,4.14,3.57,2.43,0.86,2.14,0.3,0.21,8.49,120.4,9.21,6.84,6.61,9.38,5.0,2.71,2.71,0.57,2.14,0.28,0.21,10.2,128.54,9.78,7.16,6.85,10.15,6.29,1.29,2.86,1.14,1.57,0.28,0.14,9.17,3,8.06,137.05,38.0
Alfred Morris,FA,RB,0.0,16.0,230.57,14.41,918.14,57.38,3.94,40.14,2.51,42.43,16.35,4.14,0.26,3.86,0.24,11.86,0.74,16.57,1.03,86.86,5.43,6.99,3.71,0.23,0.0,0.0,242.43,15.15,247.14,15.45,43.86,2.74,0.57,0.04,0.0,1.0,122.5,7.65,7.23,4.8,8.3,5.57,2.57,3.57,3.29,1.0,0.45,0.08,8.35,128.43,8.02,7.86,4.91,8.78,6.29,3.29,2.14,3.0,1.29,0.45,0.1,10.19,134.36,8.4,8.41,5.08,9.38,6.43,3.71,2.14,2.57,1.14,0.41,0.09,9.21,3,5.42,92.07,56.0
Andre Ellington,FA,RB,0.0,11.29,100.0,8.48,446.86,38.44,5.4,17.86,1.53,53.71,17.21,2.14,0.16,3.0,0.27,27.29,2.32,40.14,3.44,250.43,21.4,9.45,13.0,1.11,0.71,0.06,127.29,10.8,140.14,11.92,30.86,2.64,1.14,0.11,0.01,0.98,89.73,7.75,6.51,5.8,8.01,4.43,2.0,1.29,2.43,1.14,0.46,0.12,7.58,103.37,8.91,8.01,6.01,9.25,3.71,1.86,1.57,2.86,1.29,0.6,0.13,10.11,117.01,10.07,9.39,6.28,10.63,3.0,2.57,2.71,1.71,1.29,0.42,0.13,9.68,3,6.03,102.55,51.0
Tim Hightower,FA,RB,0.0,8.0,96.0,12.0,375.0,46.88,3.91,25.0,3.12,26.0,9.62,1.0,0.12,4.0,0.5,12.0,1.5,13.0,1.62,129.0,16.12,10.75,7.0,0.88,0.0,0.0,108.0,13.5,109.0,13.62,32.0,4.0,0.0,0.0,0.0,0.88,74.4,9.3,6.55,10.39,8.37,4.0,0.0,1.0,0.0,3.0,0.6,0.6,7.68,80.4,10.05,7.3,11.1,9.01,4.0,0.0,1.0,1.0,2.0,0.6,0.33,9.94,86.4,10.8,8.05,11.84,9.81,4.0,0.0,1.0,1.0,2.0,0.6,0.33,8.49,1,11.65,197.98,16.0
Charles Sims,FA,RB,0.0,13.33,93.33,7.21,414.33,29.75,4.23,16.67,1.25,46.0,14.29,1.67,0.12,0.33,0.04,40.33,2.92,55.67,4.05,437.33,31.29,10.67,16.67,1.17,2.67,0.17,133.67,10.13,149.0,11.25,33.33,2.41,1.67,0.12,0.01,0.96,99.83,7.1,6.15,4.11,8.04,5.0,2.33,2.33,3.0,0.67,0.35,0.05,7.08,120.0,8.57,7.52,4.28,9.72,5.0,1.67,2.33,3.67,0.67,0.45,0.05,9.56,140.17,10.02,8.85,4.59,11.5,4.67,2.67,1.0,4.33,0.67,0.57,0.05,9.65,2,8.68,147.49,33.0
Shane Vereen,FA,RB,0.0,14.86,68.57,4.68,290.0,19.98,4.27,13.29,0.93,30.71,9.48,0.29,0.04,0.71,0.05,55.29,3.88,78.14,5.5,471.0,33.25,8.54,23.57,1.7,3.57,0.25,123.86,8.55,146.71,10.18,36.86,2.63,0.0,0.0,0.0,0.98,101.81,7.14,5.69,5.38,7.55,7.0,2.0,2.57,2.14,1.14,0.31,0.11,6.66,129.46,9.09,7.34,6.51,9.28,7.0,1.57,1.71,2.86,1.71,0.49,0.15,9.52,157.1,11.02,8.88,7.72,11.12,6.43,1.57,1.14,3.14,2.57,0.9,0.22,9.85,3,6.68,113.54,45.0
C.J. Anderson,FA,RB,0.0,13.57,139.0,9.4,659.43,44.69,4.84,32.71,2.24,36.71,13.85,3.71,0.25,5.14,0.34,24.0,1.6,33.29,2.24,197.14,13.14,6.91,7.14,0.48,0.57,0.04,163.0,11.0,172.29,11.64,39.86,2.71,1.14,0.07,0.01,0.96,117.66,7.91,5.83,7.29,7.57,6.71,2.29,0.29,1.43,2.86,0.46,0.28,7.34,129.66,8.72,6.91,7.63,8.34,6.43,2.0,0.86,1.43,2.86,0.46,0.28,9.44,141.66,9.52,7.89,8.03,9.26,6.43,2.0,1.43,1.14,2.57,0.39,0.29,8.75,3,10.66,181.28,20.0
