Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Knowshon Moreno,FA,RB,0.0,12.43,182.43,14.29,768.71,59.48,4.24,40.14,3.14,26.86,13.58,2.57,0.18,6.86,0.5,41.86,3.12,51.86,3.87,375.29,27.6,8.8,20.14,1.49,1.86,0.13,224.29,17.41,234.29,18.17,60.29,4.63,0.43,0.05,0.01,0.94,165.83,12.36,11.59,6.85,12.22,1.43,1.43,1.86,3.71,4.0,1.73,0.44,12.68,186.76,13.92,13.11,7.2,13.78,1.57,2.14,1.0,3.71,4.0,1.73,0.44,16.18,207.69,15.48,15.14,7.68,15.53,1.57,1.57,1.86,2.29,5.14,1.54,0.67,15.4,3,13.66,232.18,10.0
Ray Rice,FA,RB,0.0,15.43,237.29,15.34,898.57,57.73,3.7,38.0,2.44,50.0,16.27,0.29,0.02,6.57,0.42,61.43,3.98,80.29,5.19,420.57,27.05,6.72,18.0,1.16,0.71,0.04,298.71,19.32,317.57,20.53,56.0,3.59,1.43,0.09,0.01,1.0,174.49,11.19,10.39,6.41,11.28,3.57,3.71,0.71,2.86,4.57,1.83,0.55,12.44,205.2,13.18,12.29,6.79,13.32,2.86,2.71,2.14,2.14,5.57,2.06,0.74,16.06,235.91,15.17,14.58,7.34,15.52,2.57,2.14,2.43,2.29,6.0,2.14,1.43,16.32,3,12.19,207.27,17.0
Alfred Morris,FA,RB,0.0,16.0,295.67,18.48,1387.67,86.73,4.68,65.67,4.1,43.0,22.37,5.33,0.33,9.0,0.56,9.67,0.6,13.33,0.83,77.67,4.86,8.11,2.33,0.14,0.0,0.0,305.33,19.08,309.0,19.31,68.0,4.25,3.67,0.23,0.01,1.0,193.2,12.07,11.48,5.47,12.78,0.67,3.0,3.33,6.0,3.0,1.4,0.31,13.2,198.03,12.38,12.2,5.5,13.27,1.33,2.67,3.0,6.0,3.0,1.4,0.31,15.81,202.87,12.68,12.62,5.58,13.95,2.33,3.33,2.0,7.0,1.33,1.1,0.11,13.76,2,13.06,221.96,14.0
Fred Jackson,FA,RB,0.0,13.43,174.86,13.07,766.86,57.61,4.34,43.71,3.22,49.43,15.75,0.0,0.0,6.86,0.49,42.14,3.21,56.86,4.27,346.29,26.34,8.14,13.86,1.04,0.86,0.06,217.0,16.28,231.71,17.34,57.57,4.26,1.43,0.14,0.01,0.98,154.74,11.45,10.2,6.25,11.75,3.14,1.0,1.43,4.14,3.71,1.48,0.47,12.12,175.81,13.06,12.06,6.54,13.45,2.29,1.71,1.57,4.14,3.71,1.48,0.47,15.66,196.89,14.66,14.0,6.92,15.36,1.71,2.86,1.0,4.14,3.71,1.48,0.47,15.04,3,12.28,208.7,16.0
Ryan Mathews,FA,RB,0.0,14.57,247.14,16.82,1075.0,72.79,4.31,48.0,3.27,43.57,18.06,1.71,0.11,4.57,0.3,33.14,2.36,43.57,3.14,245.0,17.39,7.3,10.29,0.72,0.57,0.03,280.29,19.19,290.71,19.96,58.29,3.99,1.43,0.1,0.0,1.0,160.0,10.82,10.96,5.33,11.47,1.57,2.71,3.57,3.57,3.14,1.02,0.27,12.24,176.57,12.0,11.86,5.67,12.71,2.71,1.0,3.43,4.57,2.86,1.34,0.26,15.24,193.14,13.19,13.31,6.09,14.13,3.0,0.71,3.14,4.86,2.86,1.37,0.26,14.44,3,12.05,204.88,19.0
Frank Gore,FA,RB,0.0,16.0,271.71,16.98,1164.43,72.78,4.3,58.14,3.64,47.57,18.79,4.86,0.31,8.57,0.53,19.57,1.22,29.57,1.85,163.71,10.23,8.38,6.43,0.4,0.29,0.02,291.29,18.21,301.29,18.83,64.57,4.03,2.29,0.14,0.01,1.0,181.39,11.34,11.61,5.84,11.8,2.57,1.57,3.43,3.86,4.57,1.26,0.41,12.87,191.17,11.95,12.43,5.98,12.53,2.86,2.14,3.57,3.43,4.0,0.96,0.35,15.24,200.96,12.56,13.04,6.17,13.45,2.86,1.86,4.14,3.71,3.43,0.91,0.3,13.73,3,10.68,181.54,24.0
Chris Johnson,FA,RB,0.0,16.0,275.71,17.23,1120.14,70.01,4.06,50.43,3.15,50.86,18.94,3.43,0.21,5.71,0.36,42.43,2.65,55.0,3.44,323.14,20.19,7.58,9.57,0.6,2.29,0.14,318.14,19.88,330.71,20.67,60.0,3.75,2.43,0.15,0.01,1.0,187.47,11.72,9.99,7.27,11.55,2.14,3.14,3.14,2.86,4.71,0.93,0.42,12.12,208.69,13.04,10.98,7.3,13.01,2.0,3.14,3.43,2.71,4.71,0.87,0.42,14.94,229.9,14.37,12.0,7.43,14.68,2.57,1.43,4.71,2.86,4.43,0.84,0.38,14.09,3,12.06,204.96,18.0
Zac Stacy,FA,RB,0.0,14.0,250.0,17.86,973.0,69.5,3.89,47.0,3.36,40.0,16.79,2.0,0.14,7.0,0.5,26.0,1.86,35.0,2.5,141.0,10.07,5.42,7.0,0.5,1.0,0.07,276.0,19.71,285.0,20.36,54.0,3.86,1.0,0.07,0.0,1.0,157.4,11.24,10.9,7.94,10.82,3.0,1.0,3.0,4.0,3.0,1.0,0.27,12.07,170.4,12.17,11.7,8.46,11.68,3.0,2.0,2.0,5.0,2.0,1.0,0.17,14.54,183.4,13.1,12.55,9.03,12.73,2.0,3.0,2.0,5.0,2.0,1.0,0.17,13.37,1,11.42,194.07,21.0
Maurice Jones-Drew,FA,RB,0.0,12.57,207.29,16.07,806.57,64.64,4.0,41.29,3.31,52.29,19.75,1.71,0.17,4.29,0.31,34.71,2.69,48.43,3.71,257.43,19.39,7.17,10.86,0.8,0.71,0.08,242.0,18.76,255.71,19.78,52.14,4.1,0.71,0.05,0.0,0.94,137.43,10.78,10.24,6.16,11.1,2.0,2.0,2.29,4.14,2.14,1.07,0.28,11.16,154.79,12.12,12.04,6.67,12.38,2.0,0.86,3.43,4.29,2.0,1.07,0.24,14.34,172.14,13.47,13.79,7.26,13.85,2.0,0.86,2.57,5.29,1.86,1.37,0.21,13.67,3,9.06,153.94,33.0
Steven Jackson,FA,RB,0.0,13.57,200.57,14.56,772.43,55.42,3.76,36.86,2.64,48.43,16.4,2.29,0.17,5.29,0.4,35.71,2.65,51.43,3.83,248.43,18.0,6.86,11.86,0.87,0.71,0.06,236.29,17.21,252.0,18.39,48.71,3.51,0.14,0.01,0.0,1.0,138.37,10.13,9.6,5.32,10.81,2.0,1.86,3.43,4.57,1.71,0.91,0.16,11.11,156.23,11.45,11.37,5.53,12.26,2.29,2.43,3.29,3.43,2.14,0.72,0.19,14.06,174.09,12.78,12.51,5.88,13.84,2.0,2.71,2.43,4.29,2.14,0.91,0.19,13.55,3,7.65,130.11,39.0
Doug Martin,FA,RB,0.0,9.33,191.0,20.76,788.67,80.96,3.91,30.0,2.99,42.0,19.44,3.0,0.32,4.33,0.34,24.33,2.35,39.33,4.13,201.33,17.17,6.88,6.67,0.49,0.33,0.02,215.33,23.11,230.33,24.88,36.67,3.47,1.0,0.13,0.01,0.85,125.0,11.72,10.78,6.13,12.24,0.67,1.33,2.67,2.67,2.0,1.13,0.2,11.15,137.17,12.89,12.42,6.03,13.81,1.33,0.67,2.67,2.67,2.0,1.13,0.2,13.99,149.33,14.07,14.05,6.05,15.56,1.33,0.67,3.0,1.67,2.67,0.87,0.33,13.43,2,13.24,225.12,12.0
Giovani Bernard,FA,RB,0.0,16.0,170.0,10.62,695.0,43.44,4.09,32.0,2.0,35.0,13.0,2.0,0.12,5.0,0.31,56.0,3.5,70.0,4.38,514.0,32.12,9.18,21.0,1.31,3.0,0.19,226.0,14.12,240.0,15.0,53.0,3.31,1.0,0.06,0.0,1.0,166.9,10.43,8.05,5.95,10.79,3.0,5.0,2.0,2.0,4.0,0.6,0.33,10.13,194.9,12.18,10.55,6.41,12.53,3.0,3.0,4.0,1.0,5.0,0.6,0.45,13.61,222.9,13.93,12.6,7.02,14.42,3.0,2.0,4.0,1.0,6.0,0.78,0.6,13.82,1,11.86,201.57,20.0
Trent Richardson,FA,RB,0.0,15.67,214.33,13.77,692.0,44.57,3.18,30.67,1.97,25.33,10.9,1.0,0.06,5.67,0.37,40.33,2.59,58.0,3.72,333.0,21.32,8.42,16.0,1.03,1.0,0.06,254.67,16.36,272.33,17.49,46.67,2.99,0.67,0.04,0.0,1.0,141.17,9.11,8.87,4.83,9.81,3.33,4.0,3.33,2.0,3.0,1.01,0.34,10.35,161.33,10.4,10.7,5.17,11.18,5.33,1.67,3.67,1.33,3.67,1.01,0.55,13.26,181.5,11.7,12.27,5.64,12.67,4.67,3.0,2.33,1.67,4.0,1.07,0.71,13.15,2,6.38,108.41,45.0
Ahmad Bradshaw,FA,RB,0.0,7.43,111.0,14.36,490.43,63.99,4.46,28.29,3.74,31.29,16.41,1.14,0.23,4.14,0.61,15.43,2.2,19.71,2.68,132.14,16.18,7.59,4.57,0.64,0.29,0.02,126.43,16.56,130.71,17.03,32.86,4.38,1.0,0.07,0.0,0.75,87.11,11.7,12.55,7.49,11.42,2.0,0.57,0.86,1.43,2.57,1.57,0.52,9.66,94.83,12.8,13.97,7.93,12.49,2.29,0.29,0.86,1.71,2.29,1.57,0.47,12.54,102.54,13.91,15.5,8.4,13.77,2.29,0.29,0.71,1.86,2.29,1.63,0.47,11.23,3,9.58,162.85,28.0
Darren Sproles,FA,RB,0.0,14.57,56.43,3.85,281.57,19.13,4.81,12.71,0.86,40.29,10.84,0.0,0.0,1.71,0.11,74.29,5.12,96.57,6.67,637.14,44.01,8.58,27.0,1.86,4.14,0.29,130.71,8.97,153.0,10.53,39.71,2.72,1.14,0.07,0.01,1.0,125.3,8.66,8.26,5.87,9.1,4.71,3.57,1.0,3.43,1.86,0.78,0.14,8.94,162.44,11.22,10.56,6.44,11.68,3.57,2.57,2.71,2.86,2.86,1.02,0.26,12.51,199.59,13.78,12.69,7.16,14.36,3.29,2.0,2.14,3.86,3.29,2.16,0.33,13.56,3,10.02,170.34,26.0
C.J. Spiller,FA,RB,0.0,15.43,189.86,12.35,968.71,62.77,5.11,33.43,2.15,67.14,23.64,3.71,0.24,3.43,0.22,36.71,2.37,46.71,3.02,275.29,17.64,7.24,10.71,0.68,0.86,0.05,226.57,14.72,236.57,15.36,44.14,2.84,1.43,0.09,0.0,1.0,147.26,9.49,8.29,6.69,9.54,5.14,1.86,1.57,4.0,2.86,0.91,0.26,9.86,165.61,10.68,9.51,6.9,10.8,5.29,2.14,0.57,4.57,2.86,1.29,0.26,12.44,183.97,11.87,10.64,7.2,12.24,4.71,2.86,1.0,4.0,2.86,1.19,0.26,11.96,3,13.6,231.23,11.0
Darren McFadden,FA,RB,0.0,10.14,143.0,13.96,506.29,51.02,3.61,21.86,2.17,45.43,15.79,2.29,0.22,4.0,0.42,24.43,2.36,35.29,3.38,157.43,15.46,6.54,5.86,0.58,0.43,0.04,167.43,16.32,178.29,17.34,27.71,2.75,1.29,0.13,0.01,0.95,93.0,9.42,9.57,6.44,9.52,3.57,0.43,1.43,3.57,1.14,1.03,0.15,9.98,105.21,10.6,10.73,6.91,10.68,3.29,1.29,1.43,2.71,1.43,0.89,0.18,12.17,117.43,11.78,11.8,7.51,11.95,3.29,1.29,1.43,2.71,1.43,0.89,0.18,11.7,3,5.81,98.76,48.0
Joique Bell,FA,RB,0.0,16.0,138.0,8.63,571.33,35.71,4.3,34.0,2.13,35.67,11.73,1.33,0.08,6.33,0.4,52.67,3.29,69.0,4.31,526.33,32.9,9.99,24.0,1.5,0.0,0.0,190.67,11.92,207.0,12.94,58.0,3.62,2.67,0.17,0.01,1.0,143.77,8.98,6.4,6.31,9.13,6.0,3.0,1.67,1.67,3.67,0.57,0.32,8.52,170.1,10.63,8.53,6.92,10.72,5.0,2.67,3.33,0.67,4.33,0.48,0.42,11.84,196.43,12.27,10.68,7.7,12.42,5.33,2.0,3.0,2.0,3.67,0.55,0.32,11.56,2,12.28,208.76,15.0
Andre Brown,FA,RB,0.0,8.67,117.0,14.02,456.33,53.83,4.12,29.0,3.42,25.67,13.78,1.33,0.15,4.67,0.52,17.33,2.07,25.0,2.98,97.33,11.45,5.82,2.67,0.32,0.0,0.0,134.33,16.09,142.0,17.0,31.67,3.73,2.0,0.25,0.01,0.91,81.37,9.36,8.55,7.56,9.12,3.0,0.0,2.33,0.33,3.0,0.62,0.54,9.18,90.03,10.4,9.63,7.9,10.16,3.0,0.67,1.67,0.33,3.0,0.62,0.54,11.8,98.7,11.43,10.72,8.28,11.37,3.0,0.67,2.0,0.0,3.0,0.54,0.54,10.68,2,9.32,158.39,30.0
Danny Woodhead,FA,RB,0.0,15.86,93.29,5.87,381.29,24.04,4.1,22.86,1.44,15.14,8.15,0.0,0.0,2.43,0.15,57.43,3.6,69.86,4.39,495.57,31.07,8.98,24.57,1.54,4.29,0.27,150.71,9.48,163.14,10.26,47.43,2.98,1.14,0.07,0.01,1.0,126.26,7.92,6.76,5.2,8.44,5.86,3.43,3.0,1.86,1.71,0.31,0.12,7.65,154.97,9.73,9.06,5.66,10.27,5.57,1.57,3.86,2.57,2.29,0.51,0.17,11.03,183.69,11.52,11.49,6.27,12.2,5.43,1.71,2.14,3.14,3.43,1.02,0.3,11.76,3,8.35,142.01,35.0
Andre Ellington,FA,RB,0.0,15.0,118.0,7.87,652.0,43.47,5.53,27.0,1.8,80.0,19.87,7.0,0.47,3.0,0.2,39.0,2.6,57.0,3.8,371.0,24.73,9.51,21.0,1.4,1.0,0.07,157.0,10.47,175.0,11.67,48.0,3.2,0.0,0.0,0.0,1.0,126.3,8.42,7.2,6.06,8.67,5.0,4.0,1.0,3.0,2.0,0.5,0.15,8.31,145.8,9.72,8.2,6.26,10.06,4.0,5.0,1.0,2.0,3.0,0.5,0.25,10.98,165.3,11.02,9.2,6.5,11.63,3.0,6.0,1.0,2.0,3.0,0.5,0.25,10.4,1,10.27,174.52,25.0
BenJarvus Green-Ellis,FA,RB,0.0,15.71,231.0,14.77,839.86,53.79,3.62,48.71,3.11,30.57,13.1,1.43,0.09,7.29,0.46,9.86,0.64,14.71,0.95,65.0,4.19,7.02,2.71,0.17,0.0,0.0,240.86,15.41,245.71,15.72,51.43,3.28,1.71,0.11,0.01,1.0,130.77,8.36,8.14,5.23,8.93,4.14,3.57,3.86,2.0,2.14,0.39,0.18,9.08,135.7,8.67,8.57,5.31,9.35,4.71,4.43,2.14,3.57,0.86,0.45,0.06,10.98,140.63,9.0,9.04,5.43,9.93,5.86,3.43,2.29,3.57,0.57,0.47,0.04,9.72,3,4.89,83.14,59.0
Pierre Thomas,FA,RB,0.0,15.71,129.71,8.23,529.14,33.63,4.15,26.29,1.66,28.71,10.12,0.29,0.02,2.14,0.13,62.29,3.94,71.57,4.54,455.0,28.86,7.61,20.29,1.29,2.14,0.14,192.0,12.17,201.29,12.77,46.57,2.95,0.71,0.04,0.0,1.0,122.7,7.78,7.22,5.41,8.24,5.14,3.43,4.14,1.71,1.29,0.24,0.09,7.89,153.84,9.75,8.91,6.0,10.19,4.57,2.86,4.71,2.0,1.57,0.3,0.11,10.92,184.99,11.72,10.63,6.69,12.25,3.86,3.86,2.86,3.14,2.0,0.5,0.14,11.21,3,9.01,153.2,34.0
DeAngelo Williams,FA,RB,0.0,15.43,186.43,12.13,811.71,52.74,4.38,33.43,2.17,53.71,17.83,3.43,0.22,4.14,0.27,20.86,1.36,29.86,1.95,263.0,17.23,12.63,8.0,0.53,1.14,0.07,207.29,13.49,216.29,14.08,41.43,2.7,1.71,0.11,0.01,1.0,135.76,8.81,7.36,6.2,9.16,4.57,2.71,3.14,3.14,1.86,0.48,0.14,8.77,146.19,9.5,8.29,6.33,9.96,4.57,3.43,3.29,2.29,1.86,0.36,0.14,10.69,156.61,10.18,9.27,6.52,10.91,4.71,3.57,4.0,1.57,1.57,0.26,0.12,9.96,3,9.07,154.15,31.0
Stevan Ridley,FA,RB,0.0,14.86,197.0,13.22,865.57,58.04,4.45,48.29,3.22,33.0,14.23,2.86,0.19,7.57,0.51,7.86,0.54,11.57,0.79,51.86,3.56,6.59,1.86,0.12,0.0,0.0,204.86,13.76,208.57,14.0,50.14,3.34,2.86,0.2,0.01,1.0,131.46,8.81,7.59,6.65,8.8,5.86,1.86,2.14,1.71,3.29,0.61,0.33,8.97,135.39,9.09,7.63,6.84,9.14,6.57,1.29,2.0,2.43,2.57,0.61,0.23,10.69,139.31,9.36,7.64,7.05,9.63,7.14,1.86,1.43,1.86,2.57,0.53,0.23,9.14,3,9.65,164.08,27.0
Edwin Baker,FA,RB,0.0,3.0,43.0,14.33,171.0,57.0,3.98,11.0,3.67,20.0,14.67,1.0,0.33,2.0,0.67,8.0,2.67,9.0,3.0,57.0,19.0,7.12,3.0,1.0,0.0,0.0,51.0,17.0,52.0,17.33,14.0,4.67,0.0,0.0,0.0,0.56,34.8,11.6,13.6,4.18,13.11,0.0,1.0,0.0,2.0,0.0,2.0,0.0,7.81,38.8,12.93,14.6,4.54,14.51,0.0,1.0,0.0,2.0,0.0,2.0,0.0,10.68,42.8,14.27,15.6,4.94,16.13,0.0,1.0,0.0,2.0,0.0,2.0,0.0,8.93,1,0.0,0.0,135.5
Rashad Jennings,FA,RB,0.0,13.33,142.33,10.61,583.0,42.01,3.93,28.0,2.05,60.33,13.41,2.33,0.17,4.67,0.33,30.33,2.23,40.0,2.95,238.0,17.31,7.69,9.67,0.7,0.0,0.0,172.67,12.85,182.33,13.57,37.67,2.75,0.33,0.03,0.0,0.99,110.1,7.93,5.92,7.32,7.75,6.67,1.0,1.33,1.33,3.0,0.48,0.28,7.65,125.27,9.05,7.0,8.17,8.72,6.67,0.0,2.0,2.33,2.33,0.53,0.2,9.82,140.43,10.16,8.08,9.11,9.82,6.67,0.0,2.0,1.67,3.0,0.53,0.28,9.39,2,11.31,192.27,22.0
Shane Vereen,FA,RB,0.0,9.0,45.0,4.93,198.71,22.0,4.4,10.86,1.17,19.29,8.03,1.14,0.14,1.57,0.16,29.14,3.54,43.14,5.21,286.57,33.78,10.51,16.0,1.91,2.0,0.24,74.14,8.47,88.14,10.15,26.86,3.09,0.29,0.02,0.0,0.89,69.39,7.95,6.69,5.82,8.19,3.43,1.71,1.57,0.86,1.43,0.39,0.21,6.92,83.96,9.72,8.26,6.65,9.73,3.43,1.14,1.86,1.14,1.43,0.59,0.21,9.69,98.53,11.48,10.31,7.56,11.37,3.71,0.86,0.71,2.29,1.43,1.74,0.21,9.97,3,4.31,73.32,64.0
Rashard Mendenhall,FA,RB,0.0,12.43,171.14,12.87,577.14,43.68,3.41,33.29,2.45,31.43,12.03,0.86,0.09,5.86,0.39,15.43,1.29,19.14,1.59,116.29,9.52,7.44,5.0,0.47,0.29,0.05,186.57,14.15,190.29,14.46,38.29,2.92,2.14,0.17,0.01,0.94,103.06,7.68,6.96,5.52,8.12,4.29,1.29,3.43,2.0,1.43,0.36,0.15,7.81,110.77,8.33,7.31,5.61,8.91,4.43,3.0,1.71,1.86,1.43,0.33,0.15,9.67,118.49,8.97,7.67,5.75,9.84,4.43,3.14,2.14,1.43,1.29,0.27,0.13,8.6,3,6.53,111.07,44.0
