Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Devonta Freeman,FA,RB,0.0,14,196,14.0,865,61.79,4.41,49.0,3.5,44,16.79,3,0.21,7,0.5,36,2.57,47,3.36,317,22.64,8.81,18.0,1.29,1,0.07,232,16.57,243,17.36,67.0,4.79,1,0.07,0.0,1.0,164.2,11.73,9.45,7.31,11.52,2,2,4,1,5,0.75,0.56,11.57,182.2,13.01,10.7,7.88,12.71,2,2,4,2,4,0.75,0.4,14.79,200.2,14.3,11.95,8.58,14.08,3,1,4,2,4,0.75,0.4,13.44
Jordan Howard,FA,RB,0.0,16,276,17.25,1122,70.12,4.07,61.0,3.81,53,20.44,2,0.12,9,0.56,23,1.44,32,2.0,125,7.81,5.43,4.0,0.25,0,0.0,299,18.69,308,19.25,65.0,4.06,1,0.06,0.0,1.0,176.7,11.04,9.85,8.47,10.46,4,3,1,3,5,1.0,0.45,11.59,188.2,11.76,10.8,8.72,11.2,5,3,0,3,5,1.0,0.45,14.3,199.7,12.48,12.3,9.04,12.13,6,1,1,4,4,1.0,0.33,13.11
Duke Johnson Jr.,FA,RB,0.0,16,82,5.12,348,21.75,4.24,26.0,1.62,19,10.12,0,0.0,4,0.25,74,4.62,93,5.81,693,43.31,9.36,31.0,1.94,3,0.19,156,9.75,175,10.94,57.0,3.56,2,0.12,0.01,1.0,142.1,8.88,9.45,4.47,9.87,4,2,4,5,1,0.6,0.07,9.59,179.1,11.19,12.3,5.06,12.22,4,0,3,6,3,1.29,0.23,14.17,216.1,13.51,14.85,5.75,14.69,3,1,2,7,3,1.67,0.23,14.63
Chris Thompson,FA,RB,0.0,10,64,6.4,294,29.4,4.59,11.0,1.1,61,16.8,0,0.0,2,0.2,39,3.9,54,5.4,510,51.0,13.08,22.0,2.2,4,0.4,103,10.3,118,11.8,33.0,3.3,2,0.2,0.02,0.96,112.4,11.24,10.45,7.73,10.89,2,2,1,3,2,1.0,0.25,10.65,131.9,13.19,12.5,8.1,12.8,2,1,2,3,2,1.0,0.25,13.83,151.4,15.14,15.5,8.6,14.9,2,1,1,4,2,1.5,0.25,14.46
Christian McCaffrey,SF,RB,1.0,16,117,7.31,435,27.19,3.72,21.0,1.31,40,10.31,0,0.0,2,0.12,80,5.0,113,7.06,651,40.69,8.14,36.0,2.25,5,0.31,197,12.31,230,14.38,57.0,3.56,1,0.06,0.01,1.0,148.6,9.29,8.1,4.86,10.1,4,4,2,3,3,0.6,0.23,9.7,188.6,11.79,9.85,5.23,12.76,0,7,2,3,4,0.78,0.33,13.51,228.6,14.29,11.65,5.79,15.52,0,4,5,2,5,0.78,0.45,13.68
Rex Burkhead,FA,RB,0.0,10,64,6.4,264,26.4,4.12,14.0,1.4,31,10.6,1,0.1,5,0.5,30,3.0,36,3.6,254,25.4,8.47,13.0,1.3,3,0.3,94,9.4,100,10.0,27.0,2.7,0,0.0,0.0,0.96,99.8,9.98,9.35,6.26,10.19,3,0,3,2,2,0.67,0.25,9.53,114.8,11.48,11.85,6.45,11.79,3,1,0,4,2,1.5,0.25,13.03,129.8,12.98,14.35,6.78,13.55,2,2,0,4,2,1.5,0.25,13.32
Frank Gore,FA,RB,0.0,16,261,16.31,961,60.06,3.68,49.0,3.06,21,13.5,1,0.06,3,0.19,29,1.81,38,2.38,245,15.31,8.45,9.0,0.56,1,0.06,290,18.12,299,18.69,58.0,3.62,0,0.0,0.0,1.0,144.6,9.04,8.3,3.38,10.76,1,5,4,5,1,0.6,0.07,10.27,159.1,9.94,9.8,3.56,11.85,3,3,4,6,0,0.6,0.0,13.02,173.6,10.85,10.85,3.83,13.07,4,2,5,5,0,0.45,0.0,11.98
Lamar Miller,FA,RB,0.0,16,238,14.88,888,55.5,3.73,43.0,2.69,21,14.0,1,0.06,3,0.19,36,2.25,45,2.81,327,20.44,9.08,17.0,1.06,3,0.19,274,17.12,283,17.69,60.0,3.75,0,0.0,0.0,1.0,157.5,9.84,8.8,5.64,10.32,2,4,6,2,2,0.33,0.14,10.02,175.5,10.97,10.05,6.04,11.46,2,4,6,1,3,0.33,0.23,12.96,193.5,12.09,11.35,6.47,12.78,4,2,6,1,3,0.33,0.23,12.13
Marshawn Lynch,FA,RB,0.0,15,207,13.8,891,59.4,4.3,44.0,2.93,51,16.8,4,0.27,7,0.47,20,1.33,31,2.07,151,10.07,7.55,6.0,0.4,0,0.0,227,15.13,238,15.87,50.0,3.33,1,0.07,0.0,1.0,144.2,9.61,9.2,5.58,10.1,3,2,3,4,3,0.88,0.25,10.54,154.2,10.28,10.7,5.92,10.79,4,2,3,3,3,0.67,0.25,12.91,164.2,10.95,11.9,6.28,11.65,4,2,4,2,3,0.5,0.25,11.91
Dalvin Cook,FA,RB,0.0,4,74,18.5,354,88.5,4.78,15.0,3.75,33,23.5,2,0.5,2,0.5,11,2.75,16,4.0,90,22.5,8.18,3.0,0.75,0,0.0,85,21.25,90,22.5,18.0,4.5,1,0.25,0.01,0.65,54.4,13.6,12.55,6.91,13.55,0,1,0,2,1,3.0,0.33,9.78,59.9,14.98,13.55,7.65,14.74,0,1,0,2,1,3.0,0.33,12.6,65.4,16.35,14.55,8.41,16.18,0,1,1,1,1,1.0,0.33,10.33
Alex Collins,FA,RB,0.0,15,212,14.13,973,64.87,4.59,51.0,3.4,50,19.2,4,0.27,6,0.4,23,1.53,36,2.4,187,12.47,8.13,8.0,0.53,0,0.0,235,15.67,248,16.53,59.0,3.93,2,0.13,0.01,1.0,148.0,9.87,7.4,6.43,10.01,4,4,1,3,3,0.67,0.25,9.68,159.5,10.63,8.1,6.74,10.8,5,4,0,3,3,0.67,0.25,12.24,171.0,11.4,9.6,7.12,11.76,6,2,1,4,2,0.67,0.15,11.14
Dion Lewis,FA,RB,0.0,16,180,11.25,896,56.0,4.98,48.0,3.0,44,16.25,5,0.31,6,0.38,32,2.0,35,2.19,214,13.38,6.69,11.0,0.69,3,0.19,212,13.25,215,13.44,59.0,3.69,0,0.0,0.0,1.0,165.0,10.31,8.95,7.46,10.08,3,3,3,4,3,0.78,0.23,10.08,181.0,11.31,9.2,8.06,10.99,3,2,6,2,3,0.45,0.23,12.1,197.0,12.31,10.45,8.73,12.07,4,4,4,1,3,0.33,0.23,11.07
Tevin Coleman,FA,RB,0.0,15,156,10.4,628,41.87,4.03,27.0,1.8,52,16.6,4,0.27,5,0.33,27,1.8,39,2.6,299,19.93,11.07,13.0,0.87,3,0.2,183,12.2,195,13.0,40.0,2.67,0,0.0,0.0,1.0,140.7,9.38,9.6,5.22,10.02,4,1,4,4,2,0.67,0.15,10.09,154.2,10.28,10.4,5.24,11.12,3,2,5,4,1,0.5,0.07,11.93,167.7,11.18,11.4,5.37,12.37,3,3,5,3,1,0.36,0.07,11.36
Jay Ajayi,FA,RB,0.0,14,208,14.86,873,62.36,4.2,39.0,2.79,71,22.64,3,0.21,1,0.07,24,1.71,34,2.43,158,11.29,6.58,8.0,0.57,1,0.07,232,16.57,242,17.29,47.0,3.36,2,0.14,0.01,1.0,111.1,7.94,7.85,3.77,9.2,4,2,4,4,0,0.4,0.0,9.03,123.1,8.79,8.85,3.52,10.51,5,2,3,4,0,0.4,0.0,11.64,135.1,9.65,9.85,3.35,12.02,3,4,4,3,0,0.27,0.0,10.82
C.J. Anderson,FA,RB,0.0,16,245,15.31,1007,62.94,4.11,47.0,2.94,40,15.69,5,0.31,3,0.19,28,1.75,40,2.5,224,14.0,8.0,7.0,0.44,1,0.06,273,17.06,285,17.81,54.0,3.38,1,0.06,0.0,1.0,147.1,9.19,7.9,7.18,9.07,4,4,3,2,3,0.45,0.23,9.41,161.1,10.07,8.65,7.83,9.85,6,2,3,3,2,0.45,0.14,11.6,175.1,10.94,9.4,8.55,10.78,7,3,1,3,2,0.45,0.14,10.59
DeMarco Murray,FA,RB,0.0,15,184,12.27,659,43.93,3.58,29.0,1.93,75,15.47,2,0.13,6,0.4,39,2.6,47,3.13,266,17.73,6.82,10.0,0.67,1,0.07,223,14.87,231,15.4,39.0,2.6,1,0.07,0.0,1.0,132.5,8.83,6.3,6.28,9.01,6,2,3,1,3,0.36,0.25,8.43,152.0,10.13,7.2,6.46,10.41,4,4,3,1,3,0.36,0.25,10.65,171.5,11.43,9.7,6.69,11.98,5,4,1,2,3,0.5,0.25,11.12
Javorius Allen,FA,RB,0.0,16,153,9.56,591,36.94,3.86,38.0,2.38,37,11.56,0,0.0,4,0.25,46,2.88,60,3.75,250,15.62,5.43,16.0,1.0,2,0.12,199,12.44,213,13.31,54.0,3.38,0,0.0,0.0,1.0,120.1,7.51,6.15,5.0,8.11,7,4,1,1,3,0.33,0.23,7.75,143.1,8.94,7.65,5.45,9.58,6,5,1,1,3,0.33,0.23,10.63,166.1,10.38,8.55,6.15,11.11,6,4,2,0,4,0.33,0.33,10.02
Joe Mixon,HOU,RB,1.0,14,178,12.71,626,44.71,3.52,35.0,2.5,25,12.29,2,0.14,4,0.29,30,2.14,34,2.43,287,20.5,9.57,9.0,0.64,0,0.0,208,14.86,212,15.14,44.0,3.14,2,0.14,0.01,1.0,111.3,7.95,7.25,5.12,8.53,6,1,4,2,1,0.27,0.08,8.28,126.3,9.02,8.25,5.21,9.78,5,3,4,1,1,0.17,0.08,10.63,141.3,10.09,9.3,5.35,11.18,5,3,3,2,1,0.27,0.08,10.16
Latavius Murray,FA,RB,0.0,16,216,13.5,842,52.62,3.9,42.0,2.62,46,16.44,3,0.19,8,0.5,15,0.94,17,1.06,103,6.44,6.87,3.0,0.19,0,0.0,231,14.44,233,14.56,45.0,2.81,0,0.0,0.0,1.0,142.5,8.91,6.1,7.76,8.62,8,1,1,1,5,0.6,0.45,8.56,150.0,9.38,6.65,7.74,9.2,8,1,1,2,4,0.6,0.33,10.3,157.5,9.84,7.4,7.74,9.94,8,1,2,3,2,0.45,0.14,9.13
Isaiah Crowell,FA,RB,0.0,16,206,12.88,853,53.31,4.14,38.0,2.38,59,18.12,3,0.19,2,0.12,28,1.75,42,2.62,182,11.38,6.5,9.0,0.56,0,0.0,234,14.62,248,15.5,47.0,2.94,1,0.06,0.0,1.0,115.5,7.22,6.6,4.46,8.02,6,5,1,2,2,0.33,0.14,8.01,129.5,8.09,8.0,4.86,8.92,6,4,3,2,1,0.23,0.07,10.18,143.5,8.97,9.0,5.32,9.95,7,2,4,2,1,0.23,0.07,9.52
Orleans Darkwa,FA,RB,0.0,15,171,11.4,751,50.07,4.39,33.0,2.2,75,18.93,4,0.27,5,0.33,19,1.27,28,1.87,116,7.73,6.11,7.0,0.47,0,0.0,190,12.67,199,13.27,40.0,2.67,0,0.0,0.0,1.0,118.7,7.91,7.6,5.87,8.21,7,0,3,3,2,0.5,0.15,8.44,128.2,8.55,8.1,5.84,9.0,7,1,2,4,1,0.5,0.07,10.18,137.7,9.18,8.6,5.84,9.95,6,2,3,3,1,0.36,0.07,9.29
Jerick McKinnon,FA,RB,0.0,16,150,9.38,570,35.62,3.8,23.0,1.44,58,13.81,1,0.06,3,0.19,51,3.19,68,4.25,421,26.31,8.25,20.0,1.25,2,0.12,201,12.56,218,13.62,43.0,2.69,2,0.12,0.01,1.0,127.1,7.94,5.45,7.09,7.86,7,4,0,2,3,0.45,0.23,7.53,152.6,9.54,6.2,8.01,9.28,8,3,0,1,4,0.45,0.33,9.85,178.1,11.13,7.1,8.97,10.84,8,2,1,1,4,0.45,0.33,9.49
Bilal Powell,FA,RB,0.0,15,178,11.87,772,51.47,4.34,30.0,2.0,75,23.0,4,0.27,5,0.33,23,1.53,33,2.2,170,11.33,7.39,8.0,0.53,0,0.0,201,13.4,211,14.07,38.0,2.53,1,0.07,0.0,1.0,122.2,8.15,6.1,6.7,8.18,6,3,2,2,2,0.36,0.15,7.77,133.7,8.91,7.4,6.83,9.03,7,2,3,1,2,0.25,0.15,9.77,145.2,9.68,8.9,7.06,10.0,7,3,3,0,2,0.15,0.15,9.38
Ameer Abdullah,LV,RB,1.0,14,165,11.79,552,39.43,3.35,24.0,1.71,34,14.79,3,0.21,4,0.29,25,1.79,35,2.5,162,11.57,6.48,13.0,0.93,1,0.07,190,13.57,200,14.29,37.0,2.64,1,0.07,0.01,1.0,99.4,7.1,7.0,4.16,8.03,6,1,5,1,1,0.17,0.08,7.77,111.9,7.99,7.2,4.18,9.15,7,0,5,1,1,0.17,0.08,9.62,124.4,8.89,7.95,4.27,10.41,7,1,5,0,1,0.08,0.08,8.99
Ty Montgomery II,FA,RB,0.0,8,71,8.88,273,34.12,3.85,13.0,1.62,37,11.5,0,0.0,3,0.38,23,2.88,31,3.88,173,21.62,7.52,8.0,1.0,1,0.12,94,11.75,102,12.75,21.0,2.62,0,0.0,0.0,0.88,68.6,8.57,5.05,7.65,8.33,5,0,0,1,2,0.6,0.33,6.83,80.1,10.01,7.3,8.46,9.61,4,0,1,1,2,0.6,0.33,9.39,91.6,11.45,9.55,9.42,11.01,4,0,0,2,2,1.0,0.33,9.65
Matt Forte,FA,RB,0.0,12,103,8.58,381,31.75,3.7,12.0,1.0,20,10.58,1,0.08,2,0.17,37,3.08,45,3.75,293,24.42,7.92,13.0,1.08,1,0.08,140,11.67,148,12.33,25.0,2.08,1,0.08,0.01,1.0,83.4,6.95,4.4,6.08,7.15,6,1,3,0,2,0.2,0.2,6.38,101.9,8.49,6.65,6.65,8.66,6,1,2,1,2,0.33,0.2,9.08,120.4,10.03,8.9,7.37,10.26,6,0,2,3,1,0.5,0.09,9.61
Giovani Bernard,FA,RB,0.0,16,105,6.56,458,28.62,4.36,20.0,1.25,25,11.19,5,0.31,2,0.12,43,2.69,60,3.75,389,24.31,9.05,16.0,1.0,2,0.12,148,9.25,165,10.31,36.0,2.25,0,0.0,0.0,1.0,108.7,6.79,5.9,6.32,6.92,8,1,4,2,1,0.23,0.07,6.55,130.2,8.14,7.85,7.13,8.15,7,2,3,3,1,0.33,0.07,9.07,151.7,9.48,9.35,8.0,9.5,7,2,3,2,2,0.33,0.14,9.18
James White,FA,RB,0.0,14,43,3.07,171,12.21,3.98,6.0,0.43,10,5.36,0,0.0,0,0.0,56,4.0,72,5.14,429,30.64,7.66,25.0,1.79,3,0.21,99,7.07,115,8.21,31.0,2.21,0,0.0,0.0,1.0,78.0,5.57,5.7,3.14,6.76,6,4,3,1,0,0.08,0.0,5.91,106.0,7.57,8.45,4.12,8.7,4,3,5,2,0,0.17,0.0,9.01,134.0,9.57,9.95,5.3,10.63,4,3,2,5,0,0.56,0.0,9.69
Derrick Henry,BAL,RB,1.0,16,176,11.0,744,46.5,4.23,39.0,2.44,75,20.44,3,0.19,5,0.31,11,0.69,17,1.06,136,8.5,12.36,4.0,0.25,1,0.06,187,11.69,193,12.06,43.0,2.69,0,0.0,0.0,1.0,124.0,7.75,5.8,6.5,7.84,7,2,3,0,4,0.33,0.33,7.49,129.5,8.09,6.05,6.52,8.29,8,2,2,1,3,0.33,0.23,9.0,135.0,8.44,6.3,6.56,8.88,9,1,2,2,2,0.33,0.14,7.89
Kapri Bibbs,FA,RB,0.0,3,21,7.0,79,26.33,3.76,4.0,1.33,16,11.67,0,0.0,0,0.0,14,4.67,17,5.67,128,42.67,9.14,4.0,1.33,1,0.33,35,11.67,38,12.67,8.0,2.67,0,0.0,0.0,0.56,26.7,8.9,10.0,3.1,10.83,0,1,1,1,0,0.5,0.0,5.68,33.7,11.23,13.3,4.2,12.85,0,1,0,2,0,2.0,0.0,8.76,40.7,13.57,15.3,5.51,14.92,1,0,0,2,0,2.0,0.0,8.33
Jonathan Stewart,FA,RB,0.0,15,198,13.2,680,45.33,3.43,41.0,2.73,60,13.6,0,0.0,6,0.4,8,0.53,15,1.0,52,3.47,6.5,2.0,0.13,1,0.07,206,13.73,213,14.2,43.0,2.87,3,0.2,0.01,1.0,109.2,7.28,4.8,7.27,7.16,8,1,2,3,1,0.36,0.07,6.75,113.2,7.55,5.9,7.26,7.53,8,1,4,1,1,0.15,0.07,8.53,117.2,7.81,7.1,7.28,8.02,9,2,2,1,1,0.15,0.07,7.77
Chris Carson,FA,RB,0.0,4,49,12.25,208,52.0,4.24,11.0,2.75,30,16.0,0,0.0,0,0.0,7,1.75,8,2.0,59,14.75,8.43,3.0,0.75,1,0.25,56,14.0,57,14.25,14.0,3.5,0,0.0,0.0,0.65,32.7,8.18,8.3,2.93,10.09,1,1,1,1,0,0.33,0.0,5.96,36.2,9.05,9.3,2.96,11.3,1,1,1,1,0,0.33,0.0,8.28,39.7,9.93,10.3,3.07,12.64,1,1,1,1,0,0.33,0.0,7.13
Tarik Cohen,FA,RB,0.0,16,87,5.44,370,23.12,4.25,17.0,1.06,46,11.81,2,0.12,2,0.12,53,3.31,71,4.44,353,22.06,6.66,9.0,0.56,1,0.06,140,8.75,158,9.88,26.0,1.62,2,0.12,0.01,1.0,91.1,5.69,4.8,4.69,6.25,9,3,2,1,1,0.14,0.07,5.69,117.6,7.35,7.05,5.28,7.94,6,5,2,2,1,0.23,0.07,8.19,144.1,9.01,8.4,6.05,9.68,5,6,2,2,1,0.23,0.07,8.61
Jamaal Williams,NO,RB,2.0,16,153,9.56,556,34.75,3.63,32.0,2.0,25,7.38,1,0.06,4,0.25,25,1.56,34,2.12,262,16.38,10.48,12.0,0.75,2,0.12,178,11.12,187,11.69,44.0,2.75,0,0.0,0.0,1.0,117.8,7.36,4.4,8.52,6.96,8,2,2,1,3,0.33,0.23,6.43,130.3,8.14,4.4,9.4,7.61,9,1,2,1,3,0.33,0.23,8.06,142.8,8.93,4.4,10.3,8.39,9,1,1,2,3,0.45,0.23,7.13
Theo Riddick,FA,RB,0.0,16,84,5.25,286,17.88,3.4,11.0,0.69,21,8.5,1,0.06,3,0.19,53,3.31,71,4.44,444,27.75,8.38,20.0,1.25,2,0.12,137,8.56,155,9.69,31.0,1.94,1,0.06,0.01,1.0,101.0,6.31,4.3,4.99,6.82,9,3,1,2,1,0.23,0.07,5.81,127.5,7.97,5.7,5.6,8.48,9,2,2,2,1,0.23,0.07,8.0,154.0,9.62,7.45,6.26,10.25,8,2,2,3,1,0.33,0.07,8.56
Mike Davis,FA,RB,0.0,6,68,11.33,240,40.0,3.53,11.0,1.83,33,18.0,2,0.33,0,0.0,15,2.5,18,3.0,131,21.83,8.73,6.0,1.0,0,0.0,83,13.83,86,14.33,17.0,2.83,0,0.0,0.0,0.78,37.1,6.18,6.15,2.21,8.19,2,3,1,0,0,0.0,0.0,5.62,44.6,7.43,6.95,2.45,9.73,2,3,0,1,0,0.2,0.0,7.97,52.1,8.68,8.1,2.8,11.31,1,4,0,1,0,0.2,0.0,7.41
Doug Martin,FA,RB,0.0,11,138,12.55,406,36.91,2.94,21.0,1.91,27,10.82,1,0.09,3,0.27,9,0.82,18,1.64,84,7.64,9.33,6.0,0.55,0,0.0,147,13.36,156,14.18,27.0,2.45,1,0.09,0.01,1.0,67.0,6.09,5.1,5.09,6.55,6,1,2,1,1,0.22,0.1,6.5,71.5,6.5,5.4,5.34,7.0,6,1,2,2,0,0.22,0.0,7.89,76.0,6.91,6.4,5.62,7.56,6,1,2,2,0,0.22,0.0,7.29
Samaje Perine,DEN,RB,1.0,16,175,10.94,603,37.69,3.45,22.0,1.38,30,9.0,0,0.0,1,0.06,22,1.38,24,1.5,182,11.38,8.27,9.0,0.56,1,0.06,197,12.31,199,12.44,31.0,1.94,2,0.12,0.01,1.0,86.5,5.41,5.3,5.23,5.77,7,6,0,2,1,0.23,0.07,6.07,97.5,6.09,6.7,5.63,6.48,7,6,0,2,1,0.23,0.07,7.88,108.5,6.78,7.35,6.09,7.27,8,5,0,2,1,0.23,0.07,7.49
Adrian Peterson,FA,RB,0.0,10,156,15.6,529,52.9,3.39,20.0,2.0,27,11.4,2,0.2,2,0.2,11,1.1,19,1.9,70,7.0,6.36,3.0,0.3,0,0.0,167,16.7,175,17.5,23.0,2.3,2,0.2,0.01,0.96,67.9,6.79,3.5,7.84,6.55,7,0,1,0,2,0.25,0.25,6.19,73.4,7.34,4.1,7.94,7.16,7,0,0,2,1,0.43,0.11,7.83,78.9,7.89,4.6,8.1,7.88,7,0,0,2,1,0.43,0.11,7.15
