Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Christian McCaffrey,SF,RB,1.0,15.0,239.29,15.83,1222.29,80.27,5.03,67.14,4.37,57.71,23.36,7.71,0.47,10.43,0.66,67.86,4.58,84.14,5.62,583.0,39.6,8.63,31.0,2.14,5.57,0.35,307.14,20.41,323.43,21.45,98.14,6.5,1.14,0.07,0.01,0.98,275.79,17.99,17.24,8.06,17.21,0.57,0.29,1.0,3.57,9.57,10.1,2.08,20.26,309.71,20.28,19.44,8.7,19.31,0.29,0.57,0.71,3.71,9.71,10.9,2.16,25.38,343.64,22.57,21.47,9.44,21.7,0.29,0.57,0.14,4.29,9.71,11.48,2.16,23.89,3,20.56,349.45,1.0
Derrick Henry,BAL,RB,1.0,15.43,291.0,19.55,1240.14,83.42,4.25,61.57,4.15,66.29,22.46,6.14,0.4,12.0,0.82,28.0,1.85,35.14,2.3,258.0,17.05,9.03,8.14,0.56,0.0,0.0,319.0,21.41,326.14,21.86,69.71,4.71,0.86,0.05,0.0,0.98,227.1,15.3,16.59,8.75,14.33,3.14,1.14,0.57,2.14,8.43,2.33,1.25,17.07,241.1,16.23,17.99,8.81,15.38,3.29,1.57,0.0,2.29,8.29,2.33,1.15,20.33,255.1,17.15,19.15,8.92,16.68,3.29,0.86,0.71,2.86,7.71,2.33,1.02,18.85,3,13.06,222.01,8.0
Kyren Williams,LAR,RB,1.0,10.67,163.67,14.13,809.0,69.35,4.67,43.33,3.7,43.0,16.01,4.67,0.39,8.0,0.67,24.33,2.15,36.0,3.17,162.67,14.61,7.11,7.67,0.71,2.0,0.17,188.0,16.28,199.67,17.29,51.0,4.41,1.33,0.11,0.01,0.96,155.83,13.28,13.13,6.03,13.09,2.33,1.67,0.0,0.67,6.0,3.33,2.0,15.16,168.0,14.36,14.5,6.52,14.13,2.33,1.67,0.0,1.33,5.33,3.33,1.33,18.03,180.17,15.44,15.17,7.09,15.37,2.33,1.67,0.0,2.0,4.67,3.33,0.93,16.36,2,10.75,182.82,19.0
James Conner,ARI,RB,1.0,13.29,200.0,15.09,925.14,70.06,4.61,53.86,4.06,36.71,18.58,7.57,0.58,8.14,0.61,33.86,2.55,41.0,3.1,233.57,17.42,6.8,12.57,0.94,1.86,0.14,233.86,17.64,241.0,18.19,66.43,5.0,0.29,0.02,0.0,1.0,175.3,13.16,13.8,7.44,12.9,0.86,3.14,1.57,2.29,5.43,1.41,0.71,14.53,192.23,14.44,14.97,7.73,14.21,1.43,2.86,1.43,2.71,4.86,1.34,0.58,17.87,209.16,15.71,15.69,8.13,15.72,0.86,3.43,1.57,2.71,4.71,1.29,0.55,16.21,3,11.22,190.74,15.0
Alvin Kamara,NO,RB,1.0,13.57,200.86,14.8,781.14,57.46,3.89,41.43,3.07,21.71,13.59,1.29,0.09,4.0,0.3,65.86,4.9,80.71,5.98,469.0,34.64,7.34,20.86,1.55,1.86,0.14,266.71,19.7,281.57,20.78,62.29,4.62,1.14,0.08,0.0,1.0,161.3,11.95,11.11,6.77,12.01,2.0,1.29,2.29,4.14,3.86,1.9,0.41,13.27,194.23,14.4,13.51,7.3,14.42,1.29,2.29,1.57,4.43,4.0,2.37,0.45,17.7,227.16,16.85,15.97,8.09,16.92,0.71,2.86,1.57,3.29,5.14,2.37,0.69,17.59,3,12.86,218.65,11.0
Saquon Barkley,PHI,RB,1.0,14.57,248.57,17.0,1009.29,68.74,4.02,50.71,3.46,45.86,20.29,7.0,0.48,6.57,0.44,45.57,3.11,64.14,4.39,294.14,20.15,6.51,13.86,0.96,2.57,0.19,294.14,20.11,312.71,21.39,64.57,4.43,1.29,0.09,0.01,1.0,184.34,12.59,11.9,6.97,12.52,2.29,2.86,1.0,2.57,5.86,1.66,0.73,13.99,207.13,14.14,13.64,7.41,14.04,1.86,3.14,0.57,3.29,5.71,1.92,0.68,17.63,229.91,15.7,15.18,7.9,15.79,2.29,2.14,1.14,3.0,6.0,1.92,0.74,16.78,3,10.38,176.39,21.0
Jonathan Taylor,IND,RB,1.0,11.57,198.86,17.02,928.14,78.06,4.56,50.43,4.23,58.71,21.3,5.71,0.47,7.71,0.65,24.57,2.09,31.86,2.69,179.71,15.17,7.35,5.71,0.48,0.86,0.07,223.43,19.11,230.71,19.71,56.14,4.71,1.14,0.09,0.0,0.98,159.93,13.47,12.54,7.62,13.08,1.57,1.29,1.71,2.43,4.57,1.94,0.68,14.1,172.21,14.51,14.3,7.73,14.26,1.86,0.43,2.57,2.29,4.43,1.52,0.64,17.41,184.5,15.56,15.66,7.95,15.65,1.86,0.43,2.29,3.0,4.0,1.61,0.54,16.1,3,13.05,221.81,9.0
Josh Jacobs,GB,RB,1.0,14.43,261.29,18.02,1056.86,71.47,3.93,52.43,3.49,64.57,18.05,4.0,0.27,8.14,0.55,44.0,3.03,58.29,4.06,333.14,23.05,7.65,15.14,1.06,0.0,0.0,305.29,21.06,319.57,22.08,67.57,4.55,1.14,0.08,0.0,1.0,185.57,12.6,11.56,7.36,12.37,1.57,2.43,3.0,2.86,4.57,1.06,0.51,13.37,207.57,14.12,12.93,7.71,13.92,1.29,2.71,2.71,2.43,5.29,1.18,0.61,16.98,229.57,15.63,14.06,8.19,15.67,1.43,2.57,3.0,2.29,5.14,1.06,0.59,15.78,3,13.78,234.33,6.0
Austin Ekeler,WAS,RB,1.0,15.14,190.0,12.58,750.43,49.15,3.92,40.14,2.64,56.0,15.09,3.29,0.22,8.29,0.53,69.71,4.5,92.0,6.0,547.86,35.71,8.13,26.14,1.7,3.14,0.19,259.71,17.08,282.0,18.57,66.29,4.33,3.57,0.24,0.02,1.0,191.83,12.4,9.45,7.56,12.02,2.71,3.14,1.29,1.86,6.14,1.84,0.69,12.41,226.69,14.65,12.88,7.81,14.29,1.71,2.14,3.14,1.43,6.71,1.62,0.82,16.95,261.54,16.9,16.06,8.22,16.76,1.71,1.57,2.86,2.0,7.0,3.08,0.91,17.48,3,13.85,235.38,5.0
Joe Mixon,HOU,RB,1.0,16.29,249.14,15.28,999.0,61.25,4.0,54.57,3.34,41.14,15.15,3.71,0.23,9.0,0.55,52.86,3.27,64.86,4.01,385.71,23.84,7.3,14.43,0.89,2.71,0.17,302.0,18.55,314.0,19.29,69.0,4.23,0.14,0.01,0.0,1.0,209.61,12.87,11.7,7.65,12.71,0.57,2.43,4.29,4.86,4.14,1.25,0.37,13.29,236.04,14.5,12.84,7.93,14.35,0.71,2.0,3.57,5.57,4.43,1.77,0.39,16.8,262.47,16.13,13.78,8.29,16.22,0.71,2.43,3.71,4.43,5.0,1.44,0.47,15.72,3,11.21,190.5,16.0
Breece Hall,NYJ,RB,1.0,13.67,175.33,12.56,817.0,61.03,4.9,33.33,2.52,76.0,24.75,5.67,0.42,4.67,0.38,57.0,3.88,73.67,5.2,466.67,33.55,9.01,21.33,1.48,3.0,0.21,232.33,16.44,249.0,17.76,54.67,4.0,0.33,0.05,0.0,0.95,175.03,12.99,13.27,8.47,12.35,2.33,2.0,1.67,2.33,5.33,1.58,0.6,13.23,203.53,14.93,14.53,8.89,14.28,2.0,1.0,2.67,2.67,5.33,2.75,0.6,16.74,232.03,16.87,15.53,9.47,16.41,2.0,0.0,4.0,1.67,6.0,1.58,0.73,15.73,2,10.41,177.04,20.0
Travis Etienne Jr.,JAC,RB,1.0,17.0,251.33,14.79,1047.0,61.59,4.22,52.67,3.1,62.0,19.53,6.67,0.39,9.0,0.53,50.33,2.96,63.67,3.74,422.67,24.86,8.48,20.67,1.21,0.67,0.04,301.67,17.75,315.0,18.53,73.33,4.31,1.0,0.06,0.0,1.0,206.3,12.14,11.3,8.0,11.64,3.67,2.33,2.67,3.0,5.33,0.98,0.47,12.56,231.47,13.62,13.13,8.11,13.19,3.33,1.67,3.33,3.33,5.33,1.14,0.47,16.15,256.63,15.09,14.97,8.26,14.99,3.33,1.67,2.67,4.0,5.33,1.4,0.47,15.59,2,12.45,211.61,13.0
Bijan Robinson,ATL,RB,1.0,17.0,214.0,12.59,976.0,57.41,4.56,50.0,2.94,38.0,16.24,7.0,0.41,4.0,0.24,58.0,3.41,86.0,5.06,487.0,28.65,8.4,24.0,1.41,4.0,0.24,272.0,16.0,300.0,17.65,74.0,4.35,3.0,0.18,0.01,1.0,188.3,11.08,12.2,6.6,11.16,3.0,1.0,4.0,5.0,4.0,1.12,0.31,12.58,217.3,12.78,12.2,7.17,12.79,3.0,0.0,5.0,3.0,6.0,1.12,0.55,15.65,246.3,14.49,13.0,7.85,14.59,3.0,0.0,5.0,2.0,7.0,1.12,0.7,14.65,1,15.64,265.91,2.0
De'Von Achane,MIA,RB,2.0,11.0,103.0,9.36,800.0,72.73,7.77,30.0,2.73,76.0,29.36,8.0,0.73,8.0,0.73,27.0,2.45,37.0,3.36,197.0,17.91,7.3,10.0,0.91,3.0,0.27,130.0,11.82,140.0,12.73,40.0,3.64,1.0,0.09,0.01,1.0,163.7,14.88,12.1,13.89,12.45,3.0,1.0,1.0,1.0,5.0,1.2,0.83,13.1,177.2,16.11,12.6,14.25,13.57,3.0,1.0,1.0,1.0,5.0,1.2,0.83,15.57,190.7,17.34,13.1,14.64,14.93,3.0,0.0,2.0,1.0,5.0,1.2,0.83,14.5,1,13.5,229.56,7.0
David Montgomery,DET,RB,1.0,14.57,214.71,14.82,930.14,64.39,4.32,53.29,3.7,56.71,17.1,3.57,0.25,9.86,0.69,24.86,1.69,32.43,2.21,200.14,13.49,7.86,9.43,0.65,0.29,0.02,239.57,16.52,247.14,17.04,62.71,4.35,1.29,0.08,0.0,1.0,172.31,11.94,10.45,6.47,12.07,2.29,1.71,1.57,5.43,3.57,2.4,0.35,12.73,184.74,12.79,11.13,6.67,13.01,2.29,1.57,2.29,4.86,3.57,1.73,0.35,15.32,197.17,13.63,11.76,6.94,14.15,2.43,1.14,4.57,4.14,2.29,0.82,0.19,13.17,3,10.02,170.34,24.0
Kenneth Walker III,SEA,RB,1.0,15.0,222.0,14.8,953.33,63.55,4.29,47.67,3.18,54.67,22.53,8.0,0.54,8.33,0.55,28.33,1.89,36.33,2.42,227.67,15.18,7.99,8.0,0.53,0.67,0.05,250.33,16.69,258.33,17.22,55.67,3.71,0.0,0.0,0.0,1.0,172.1,11.47,11.13,7.44,11.22,2.67,1.67,2.67,4.0,4.0,1.14,0.36,12.21,186.27,12.42,11.97,7.47,12.29,2.67,2.0,2.67,4.0,3.67,1.05,0.32,14.73,200.43,13.36,13.13,7.58,13.57,2.67,2.0,2.33,4.33,3.67,1.14,0.32,13.91,2,10.17,172.97,23.0
Jahmyr Gibbs,DET,RB,2.0,15.0,182.0,12.13,945.0,63.0,5.19,42.0,2.8,36.0,21.67,10.0,0.67,10.0,0.67,52.0,3.47,71.0,4.73,316.0,21.07,6.08,20.0,1.33,1.0,0.07,234.0,15.6,253.0,16.87,62.0,4.13,1.0,0.07,0.0,1.0,190.1,12.67,9.0,7.56,12.35,1.0,4.0,3.0,1.0,6.0,0.88,0.67,11.87,216.1,14.41,9.3,8.03,14.01,1.0,3.0,4.0,1.0,6.0,0.88,0.67,14.72,242.1,16.14,12.6,8.67,15.85,2.0,3.0,2.0,2.0,6.0,1.14,0.67,14.9,1,14.25,242.17,4.0
Rachaad White,TB,RB,1.0,17.0,224.33,13.2,820.33,48.26,3.67,39.67,2.34,37.0,13.27,2.67,0.16,4.33,0.25,59.33,3.49,66.0,3.88,462.67,27.21,7.65,19.67,1.15,2.67,0.16,283.67,16.68,290.33,17.08,59.33,3.49,2.33,0.14,0.01,1.0,165.63,9.74,8.77,5.32,10.25,5.0,1.67,2.0,4.33,4.0,1.29,0.37,10.83,195.3,11.49,11.5,5.64,12.12,4.0,2.67,1.0,4.67,4.67,1.7,0.47,14.72,224.97,13.23,14.27,6.08,14.17,2.67,3.33,1.67,5.0,4.33,1.7,0.39,14.84,2,9.18,156.12,27.0
Tony Pollard,TEN,RB,1.0,16.43,217.71,13.15,964.71,58.61,4.56,50.14,3.04,42.29,18.32,6.57,0.4,6.29,0.38,48.14,2.92,60.57,3.67,331.86,20.29,7.18,14.14,0.87,0.86,0.05,265.86,16.07,278.29,16.82,64.29,3.9,0.57,0.03,0.0,1.0,173.37,10.56,9.51,6.24,10.84,2.57,4.71,1.86,4.29,3.0,0.83,0.26,10.99,197.44,12.02,12.1,6.67,12.3,2.71,4.57,1.0,5.14,3.0,1.04,0.26,14.71,221.51,13.47,14.0,7.22,13.91,3.29,3.43,1.43,4.71,3.57,1.06,0.3,14.24,3,9.63,163.74,25.0
Isiah Pacheco,KC,RB,1.0,15.0,193.33,13.09,900.0,60.8,4.67,47.67,3.25,42.33,16.93,5.0,0.35,6.33,0.43,33.67,2.35,37.33,2.61,206.0,14.17,7.03,10.33,0.71,1.33,0.09,227.0,15.45,230.67,15.7,58.0,3.96,1.33,0.09,0.0,1.0,153.93,10.49,9.83,5.96,10.79,2.67,2.67,3.0,4.0,2.67,0.85,0.27,11.02,170.77,11.66,11.3,6.33,11.96,2.67,3.0,2.33,4.33,2.67,1.03,0.27,14.16,187.6,12.83,12.63,6.79,13.3,2.67,2.33,4.0,3.33,2.67,0.93,0.27,13.14,2,10.84,184.25,18.0
Najee Harris,PIT,RB,1.0,17.0,267.29,15.72,1058.29,62.25,3.96,50.86,2.99,29.86,15.48,5.71,0.34,7.57,0.44,38.86,2.29,50.29,2.96,229.29,13.49,5.85,12.86,0.76,1.29,0.08,306.14,18.01,317.57,18.68,63.71,3.75,1.14,0.07,0.0,1.0,179.67,10.57,9.2,6.03,10.94,3.71,2.0,3.43,4.29,3.57,0.93,0.27,11.18,199.1,11.71,10.41,6.13,12.23,3.57,1.57,4.0,4.57,3.29,1.06,0.26,14.08,218.53,12.86,12.16,6.38,13.67,3.57,1.57,4.0,4.57,3.29,1.06,0.26,13.47,3,8.35,141.97,31.0
D'Andre Swift,CHI,RB,1.0,15.0,180.71,11.86,842.43,55.3,4.76,38.57,2.52,47.0,17.06,4.71,0.31,5.0,0.33,44.86,3.06,59.14,4.03,298.0,20.55,6.49,12.0,0.83,1.71,0.12,225.57,14.91,239.86,15.9,50.57,3.35,0.71,0.05,0.0,1.0,153.47,10.26,9.31,6.33,10.45,3.43,1.29,4.14,3.43,2.71,0.73,0.25,10.58,175.9,11.79,11.5,6.64,12.02,2.71,1.86,3.43,4.29,2.71,0.9,0.25,13.89,198.33,13.32,13.0,7.08,13.74,2.57,1.71,3.43,4.57,2.71,0.95,0.25,13.56,3,10.24,174.09,22.0
Raheem Mostert,MIA,RB,1.0,13.29,171.43,11.48,835.71,57.32,5.6,46.43,3.17,48.71,18.69,5.71,0.38,11.14,0.74,23.14,1.51,30.29,1.97,157.71,10.27,5.86,6.57,0.43,2.29,0.15,194.57,12.99,201.71,13.45,53.0,3.6,0.86,0.06,0.0,0.9,178.2,11.98,10.26,7.17,11.02,2.43,1.14,1.43,4.0,4.29,2.41,0.45,11.71,189.77,12.73,10.83,7.63,11.73,2.43,1.14,2.0,3.43,4.29,1.7,0.45,13.77,201.34,13.49,10.96,8.15,12.6,3.0,0.86,2.86,2.57,4.0,0.99,0.38,11.99,3,12.85,218.41,12.0
Aaron Jones Sr.,MIN,RB,1.0,13.29,166.43,12.59,809.29,60.53,4.81,40.14,3.03,40.71,16.09,4.14,0.3,2.29,0.18,41.43,3.05,54.43,4.06,301.86,22.47,7.43,16.0,1.2,2.86,0.19,207.86,15.63,220.86,16.65,56.14,4.23,1.57,0.11,0.01,1.0,139.4,10.32,7.74,7.35,10.12,3.43,1.86,2.0,3.14,2.86,0.82,0.27,10.0,160.11,11.84,10.07,7.54,11.7,2.86,2.29,2.0,3.29,2.86,0.85,0.27,13.7,180.83,13.36,12.16,7.81,13.47,2.43,1.86,2.43,3.14,3.43,0.96,0.33,13.29,3,11.32,192.52,14.0
Rhamondre Stevenson,NE,RB,1.0,13.43,168.14,12.54,737.43,54.17,4.33,39.29,2.93,53.57,15.82,2.71,0.17,4.43,0.33,43.43,3.14,56.86,4.12,273.86,19.87,6.58,8.71,0.64,0.29,0.02,211.57,15.68,225.0,16.66,48.0,3.57,1.0,0.07,0.01,1.0,127.41,9.36,8.38,6.12,9.63,3.43,2.0,2.43,2.71,2.86,0.71,0.26,9.96,149.13,10.92,10.71,6.69,11.14,3.71,1.71,1.29,3.57,3.14,1.1,0.3,13.6,170.84,12.49,12.89,7.35,12.8,3.86,1.57,0.43,4.14,3.43,1.37,0.34,13.56,3,10.97,186.57,17.0
Brian Robinson Jr.,WAS,RB,2.0,14.0,187.0,13.61,754.33,54.72,4.04,47.67,3.45,27.33,14.64,3.33,0.24,4.0,0.28,27.0,1.85,32.67,2.25,265.33,18.02,9.04,11.0,0.75,3.0,0.21,214.0,15.46,219.67,15.85,58.67,4.2,1.33,0.09,0.01,1.0,142.63,10.09,8.42,5.78,10.49,1.67,2.0,4.0,4.67,1.67,0.82,0.13,10.19,156.13,11.01,9.45,6.11,11.45,2.33,2.0,3.67,3.67,2.33,0.75,0.2,13.1,169.63,11.94,10.95,6.53,12.55,2.33,3.0,3.67,2.67,2.33,0.56,0.2,11.87,2,8.97,152.52,29.0
Ezekiel Elliott,LAC,RB,1.0,16.43,205.0,12.57,760.29,46.68,3.68,41.57,2.56,24.14,11.63,1.86,0.12,6.57,0.42,40.71,2.43,53.0,3.17,246.14,14.68,5.93,10.29,0.62,1.43,0.09,245.71,15.01,258.0,15.75,51.86,3.18,0.71,0.04,0.0,1.0,148.1,9.09,9.93,5.05,9.77,4.71,1.57,4.14,3.86,2.14,0.73,0.17,10.4,168.46,10.3,11.19,5.46,11.03,4.14,2.29,3.86,4.43,1.71,0.77,0.12,12.97,188.81,11.52,11.94,6.02,12.41,3.57,2.86,3.86,4.43,1.71,0.77,0.12,12.23,3,5.97,101.46,44.0
Nick Chubb,CLE,RB,1.0,8.0,134.86,15.4,712.71,87.05,5.7,33.0,4.07,33.14,21.16,6.0,0.63,4.57,0.28,12.86,1.8,16.43,2.02,105.14,11.79,6.77,5.29,0.58,0.43,0.03,147.71,17.2,151.29,17.42,38.29,4.65,0.43,0.03,0.0,0.68,111.5,11.72,11.39,5.72,12.21,0.14,2.0,1.14,1.71,3.0,1.24,0.33,9.28,117.93,12.63,12.17,6.57,12.88,0.43,2.14,0.71,1.71,3.0,1.24,0.33,11.99,124.36,13.53,12.96,7.44,13.8,1.0,1.57,1.0,1.71,2.71,1.12,0.28,10.02,3,14.5,246.58,3.0
James Cook,BUF,RB,1.0,17.0,188.33,11.08,923.0,54.29,5.08,43.0,2.53,39.0,15.9,6.0,0.35,2.0,0.12,36.33,2.14,46.67,2.75,356.67,20.98,9.6,12.33,0.72,3.0,0.18,224.67,13.22,235.0,13.83,55.33,3.26,1.67,0.1,0.01,1.0,154.63,9.1,8.0,6.86,8.98,5.0,2.67,3.0,2.67,3.67,0.77,0.3,9.29,172.8,10.16,9.1,7.07,10.1,5.33,3.33,2.33,2.33,3.67,0.64,0.3,11.73,190.97,11.23,9.77,7.38,11.37,5.0,4.33,1.67,2.67,3.33,0.64,0.28,10.84,2,12.89,219.19,10.0
