Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
James Conner,ARI,RB,1.0,13.33,154.0,11.79,694.67,53.18,4.51,38.67,2.97,27.67,15.06,6.33,0.48,8.0,0.61,36.67,2.82,47.67,3.66,331.33,25.49,6.03,13.33,1.03,0.67,0.05,190.67,14.61,201.67,15.45,52.0,4.0,1.33,0.1,0.01,1.0,154.6,11.86,10.05,6.81,11.11,5.33,1.33,1.33,1.33,4.0,1.07,0.57,11.52,172.93,13.28,11.72,6.93,12.51,4.67,1.33,2.0,1.33,4.0,1.07,0.57,14.74,191.27,14.69,13.38,7.09,14.13,4.67,0.67,2.0,2.0,4.0,1.5,0.57,14.28,2,9.98,169.64,19.0
David Johnson,FA,RB,0.0,11.71,192.43,14.97,720.71,51.21,3.28,40.0,3.04,40.29,13.1,1.43,0.09,6.29,0.39,41.71,4.21,63.14,6.36,399.57,42.92,9.86,19.43,2.02,2.29,0.14,234.14,19.19,255.57,21.33,59.43,5.05,1.86,0.38,0.02,0.79,161.17,11.95,11.73,4.76,9.95,0.71,2.0,2.43,3.86,2.71,1.57,0.39,10.78,182.03,14.06,13.57,5.0,11.22,0.71,1.71,2.57,4.0,2.71,2.71,0.39,14.35,202.89,16.16,15.52,5.33,12.64,0.57,1.86,3.14,3.43,2.71,2.59,0.39,12.74,3,8.63,146.71,31.0
Jordan Howard,FA,RB,0.0,15.86,257.71,16.25,1042.43,65.93,4.04,57.71,3.65,49.0,18.24,4.29,0.27,8.57,0.54,22.14,1.4,31.71,2.01,161.14,10.25,7.16,6.86,0.44,0.14,0.01,279.86,17.66,289.43,18.27,64.57,4.08,1.0,0.06,0.0,1.0,170.64,10.78,10.63,6.85,10.79,3.71,2.0,3.14,4.43,2.57,0.84,0.22,11.53,181.71,11.48,11.3,6.98,11.59,4.0,2.71,1.57,5.0,2.57,0.95,0.22,14.25,192.79,12.19,12.04,7.19,12.56,4.29,2.14,2.57,4.57,2.29,0.79,0.19,12.73,3,8.99,152.85,25.0
Kerryon Johnson,FA,RB,0.0,10.0,118.0,11.8,641.0,64.1,5.43,32.0,3.2,71.0,21.9,6.0,0.6,3.0,0.3,32.0,3.2,39.0,3.9,213.0,21.3,6.66,11.0,1.1,1.0,0.1,150.0,15.0,157.0,15.7,43.0,4.3,1.0,0.1,0.01,0.96,107.4,10.74,10.05,5.35,11.4,2.0,1.0,3.0,2.0,2.0,0.67,0.25,10.82,123.4,12.34,12.05,5.42,13.24,2.0,1.0,4.0,1.0,2.0,0.43,0.25,14.23,139.4,13.94,12.8,5.64,15.24,1.0,2.0,3.0,2.0,2.0,0.67,0.25,13.36,1,9.76,165.99,20.0
Chris Carson,FA,RB,0.0,10.67,181.0,15.84,836.67,72.14,4.52,44.33,3.82,50.67,18.86,5.33,0.38,6.0,0.43,15.67,1.54,18.67,1.81,128.33,12.68,8.24,5.67,0.58,0.33,0.08,196.67,17.38,199.67,17.66,50.0,4.41,1.33,0.09,0.01,0.88,131.83,11.37,11.1,5.39,12.06,1.67,1.67,1.0,3.0,3.33,1.31,0.37,11.51,139.67,12.13,11.93,5.61,12.96,2.33,1.0,1.67,2.33,3.33,1.0,0.37,14.12,147.5,12.9,12.8,5.92,14.03,2.33,1.0,2.33,1.67,3.33,0.78,0.37,12.43,2,13.13,223.28,9.0
Lamar Miller,FA,RB,0.0,14.57,226.29,15.56,963.0,66.52,4.28,40.29,2.77,67.86,20.58,4.43,0.31,4.43,0.31,29.0,1.98,38.43,2.63,213.43,14.41,7.19,10.71,0.72,1.57,0.1,255.29,17.54,264.71,18.19,51.0,3.49,0.71,0.05,0.0,1.0,152.21,10.47,10.25,5.97,10.82,2.57,2.57,3.71,3.57,2.14,0.71,0.18,11.23,166.71,11.46,11.4,6.11,11.93,2.57,2.71,4.14,2.71,2.43,0.6,0.2,13.82,181.21,12.45,12.71,6.33,13.23,3.14,2.0,4.86,3.0,1.57,0.51,0.12,12.92,3,8.92,151.65,28.0
Mark Ingram II,FA,RB,0.0,13.71,173.86,12.51,838.71,60.1,4.79,40.71,2.95,53.0,19.96,3.29,0.24,7.71,0.55,35.14,2.45,44.0,3.07,261.57,18.37,7.67,10.86,0.74,1.14,0.08,209.0,14.96,217.86,15.58,51.57,3.69,1.71,0.12,0.01,1.0,160.31,11.46,9.04,7.97,11.01,3.0,2.57,2.57,1.29,4.29,0.68,0.45,10.84,177.89,12.69,10.49,7.99,12.33,2.86,2.57,3.29,0.71,4.29,0.59,0.45,13.7,195.46,13.92,11.59,8.06,13.89,2.86,2.14,3.43,1.0,4.29,0.67,0.45,12.98,3,12.75,216.79,11.0
Dalvin Cook,FA,RB,0.0,8.67,113.33,14.23,528.0,66.77,4.67,19.67,2.58,57.67,21.05,3.33,0.41,2.0,0.29,30.33,3.34,38.0,4.3,233.33,25.99,7.81,11.0,1.16,1.33,0.12,143.67,17.57,151.33,18.53,30.67,3.74,1.67,0.2,0.01,0.88,92.8,11.32,11.25,7.36,11.12,1.33,1.67,2.67,2.0,1.0,1.25,0.18,10.23,107.97,12.99,12.72,7.6,12.81,1.33,1.0,2.0,3.33,1.0,1.55,0.18,13.53,123.13,14.66,14.05,7.96,14.7,1.33,1.0,2.33,3.0,1.0,0.89,0.18,12.62,2,9.01,153.11,24.0
LeSean McCoy,FA,RB,0.0,14.71,207.43,13.93,799.86,53.36,3.73,36.43,2.42,40.43,16.03,5.0,0.33,5.29,0.35,43.43,2.92,56.43,3.8,314.86,21.1,7.19,14.71,0.98,0.71,0.04,250.86,16.84,263.86,17.72,51.14,3.41,0.29,0.02,0.0,1.0,147.19,9.82,8.74,7.06,9.63,4.57,2.29,3.43,0.57,3.86,0.72,0.48,10.22,168.9,11.28,10.34,7.19,11.17,4.86,1.71,3.43,1.0,3.71,0.81,0.43,13.21,190.61,12.74,12.31,7.45,12.88,4.86,0.86,3.43,1.86,3.71,0.97,0.43,13.11,3,9.68,164.51,22.0
Nick Chubb,CLE,RB,1.0,16.0,192.0,12.0,996.0,62.25,5.19,47.0,2.94,92.0,25.44,11.0,0.69,8.0,0.5,20.0,1.25,29.0,1.81,149.0,9.31,7.45,5.0,0.31,2.0,0.12,212.0,13.25,221.0,13.81,52.0,3.25,0.0,0.0,0.0,1.0,174.5,10.91,10.75,9.68,9.99,6.0,1.0,1.0,5.0,3.0,1.0,0.23,10.97,184.5,11.53,11.25,10.07,10.6,6.0,1.0,1.0,5.0,3.0,1.0,0.23,13.04,194.5,12.16,11.75,10.5,11.38,6.0,2.0,2.0,3.0,3.0,0.6,0.23,11.61,1,13.66,232.3,7.0
James White,FA,RB,0.0,15.43,71.57,4.59,315.43,20.15,4.33,15.43,0.98,20.57,9.24,2.86,0.18,2.86,0.18,74.29,4.79,103.14,6.63,630.43,40.5,8.43,32.57,2.1,5.57,0.36,145.86,9.37,174.71,11.21,48.0,3.08,0.0,0.0,0.0,1.0,145.16,9.27,8.78,5.24,9.79,4.71,1.29,3.0,4.57,1.86,1.01,0.14,9.62,182.3,11.66,10.8,6.08,12.06,4.0,1.57,3.71,3.14,3.0,0.82,0.27,12.92,219.44,14.06,12.92,7.06,14.42,2.57,3.0,2.86,4.0,3.0,0.93,0.27,13.29,3,8.93,151.81,27.0
Marshawn Lynch,FA,RB,0.0,9.0,129.0,14.6,547.67,61.58,4.22,28.0,3.2,51.67,17.05,2.0,0.2,4.33,0.49,16.67,2.11,23.67,2.91,106.33,12.69,6.25,6.0,0.8,0.0,0.0,145.67,16.71,152.67,17.51,34.0,4.0,0.33,0.02,0.0,0.85,90.73,10.32,10.97,5.01,11.16,1.67,1.33,1.67,3.33,1.0,0.96,0.08,9.91,99.07,11.37,12.13,5.18,12.38,2.0,1.33,1.67,3.0,1.0,0.89,0.08,12.66,107.4,12.43,13.2,5.37,13.81,2.0,1.33,2.0,2.67,1.0,0.83,0.08,11.45,2,7.49,127.32,37.0
Tevin Coleman,FA,RB,0.0,15.29,156.86,10.23,710.86,46.25,4.52,31.71,2.06,59.86,18.1,6.14,0.4,4.86,0.33,30.43,2.0,42.0,2.75,303.29,20.18,10.03,14.57,0.96,4.14,0.27,187.29,12.23,198.86,12.99,46.29,3.03,0.0,0.0,0.0,1.0,155.41,10.21,9.76,6.37,10.38,3.86,1.71,4.0,3.43,2.29,0.68,0.19,10.32,170.63,11.21,10.84,6.58,11.46,3.57,2.0,4.86,2.86,2.0,0.56,0.16,12.55,185.84,12.21,11.9,6.87,12.72,3.57,1.71,5.43,2.57,2.0,0.52,0.16,11.93,3,7.4,125.73,39.0
Aaron Jones,MIN,RB,1.0,12.0,115.67,9.64,634.67,52.89,5.49,34.33,2.86,60.0,18.44,4.33,0.36,6.67,0.56,20.33,1.7,29.33,2.45,144.67,12.06,6.09,8.67,0.72,0.67,0.05,136.0,11.33,145.0,12.08,43.0,3.59,0.67,0.05,0.01,1.0,120.6,10.05,9.38,7.94,9.63,4.33,1.67,0.33,3.67,2.0,1.04,0.2,10.06,130.77,10.9,10.43,8.39,10.43,4.67,1.67,0.33,3.33,2.0,1.0,0.2,12.54,140.93,11.74,11.52,8.88,11.4,4.67,1.67,0.33,3.33,2.0,1.0,0.2,11.57,2,8.88,150.9,29.0
Marlon Mack,FA,RB,0.0,12.67,161.0,13.05,724.67,58.97,4.39,40.33,3.28,44.33,16.69,6.33,0.51,7.0,0.57,18.33,1.45,28.33,2.23,143.67,11.08,7.61,5.33,0.4,1.0,0.08,179.33,14.49,189.33,15.28,45.67,3.68,1.33,0.11,0.01,1.0,134.83,10.91,8.1,7.55,10.5,3.67,1.67,3.0,2.0,2.33,0.56,0.25,9.92,144.0,11.63,8.85,7.72,11.3,4.0,1.0,3.67,2.0,2.0,0.53,0.22,12.3,153.17,12.35,9.6,7.93,12.29,4.33,2.0,3.0,1.33,2.0,0.39,0.22,11.03,2,7.62,129.62,36.0
Tarik Cohen,FA,RB,0.0,16.0,95.0,5.94,419.33,26.21,4.4,19.0,1.19,36.67,13.35,5.33,0.33,2.67,0.17,65.0,4.06,84.33,5.27,601.0,37.56,9.03,22.33,1.39,3.67,0.23,160.0,10.0,179.33,11.21,41.33,2.58,2.67,0.17,0.02,1.0,138.97,8.68,7.83,6.24,8.82,6.33,1.67,3.33,2.33,2.33,0.45,0.18,8.53,171.47,10.72,9.98,7.28,10.63,5.33,2.33,2.67,2.67,3.0,0.6,0.24,11.62,203.97,12.75,11.93,8.44,12.55,5.0,2.67,2.0,3.33,3.0,0.74,0.24,11.98,2,10.38,176.41,18.0
Sony Michel,FA,RB,0.0,13.0,209.0,16.08,931.0,71.62,4.45,54.0,4.15,34.0,16.92,4.0,0.31,6.0,0.46,7.0,0.54,11.0,0.85,50.0,3.85,7.14,3.0,0.23,0.0,0.0,216.0,16.62,220.0,16.92,57.0,4.38,1.0,0.08,0.0,1.0,132.1,10.16,5.9,7.51,9.91,5.0,3.0,0.0,0.0,5.0,0.62,0.62,9.42,135.6,10.43,5.9,7.54,10.3,7.0,1.0,0.0,3.0,2.0,0.62,0.18,11.31,139.1,10.7,5.9,7.59,10.86,7.0,1.0,0.0,3.0,2.0,0.62,0.18,9.34,1,10.5,178.57,17.0
Carlos Hyde,FA,RB,0.0,14.43,197.86,13.69,735.43,50.91,3.66,34.86,2.42,36.71,14.05,2.14,0.14,6.0,0.41,26.43,1.76,39.0,2.59,142.14,9.39,4.44,7.57,0.5,0.43,0.03,224.29,15.45,236.86,16.28,42.43,2.92,1.29,0.09,0.01,1.0,124.04,8.54,6.64,6.52,8.64,6.29,1.43,2.0,2.71,2.0,0.54,0.17,8.56,137.26,9.42,7.36,6.68,9.61,6.29,1.14,2.0,2.57,2.43,0.61,0.23,10.8,150.47,10.3,8.31,6.92,10.71,6.29,1.14,2.0,2.57,2.43,0.74,0.23,10.21,3,7.44,126.53,38.0
Frank Gore,FA,RB,0.0,14.86,201.29,13.37,833.57,55.78,4.25,35.43,2.34,31.43,15.12,3.29,0.23,1.43,0.09,20.57,1.35,26.71,1.75,180.43,11.91,9.36,9.14,0.61,1.43,0.09,221.86,14.72,228.0,15.13,44.57,2.95,0.14,0.01,0.0,1.0,118.26,7.85,7.49,3.66,9.17,3.29,4.43,2.29,4.43,0.43,0.56,0.03,8.81,128.54,8.53,8.31,3.89,9.94,4.43,3.57,3.29,3.29,0.29,0.4,0.02,10.74,138.83,9.2,8.95,4.17,10.84,6.43,1.71,4.0,2.29,0.43,0.31,0.03,9.8,3,5.17,87.82,58.0
Isaiah Crowell,FA,RB,0.0,14.29,168.86,11.73,771.14,53.84,4.61,32.14,2.22,73.0,20.6,4.86,0.35,5.0,0.36,25.71,1.78,35.57,2.45,184.43,12.78,7.13,8.57,0.59,0.0,0.0,194.57,13.51,204.43,14.18,40.71,2.82,0.57,0.03,0.0,1.0,124.99,8.8,6.72,7.09,8.76,5.71,3.0,1.57,1.29,2.71,0.41,0.24,8.4,137.84,9.69,7.6,7.17,9.73,5.71,2.57,1.71,2.43,1.86,0.46,0.16,10.5,150.7,10.58,8.54,7.31,10.88,6.43,1.57,2.14,2.29,1.86,0.43,0.16,9.9,3,8.76,148.85,30.0
Alex Collins,FA,RB,0.0,11.57,130.14,10.95,530.71,43.64,3.95,28.29,2.33,28.86,13.04,1.29,0.09,5.86,0.53,16.71,1.44,23.86,2.03,125.43,10.65,7.41,6.57,0.57,0.57,0.06,146.86,12.39,154.0,12.98,34.86,2.9,2.43,0.22,0.02,0.98,99.33,8.49,7.14,4.36,9.48,3.0,2.57,3.14,1.43,1.43,0.33,0.13,8.33,107.69,9.21,7.89,4.49,10.4,2.57,4.43,1.71,2.0,0.86,0.33,0.07,10.34,116.04,9.93,8.6,4.69,11.46,3.57,3.14,2.0,2.29,0.57,0.33,0.04,9.55,3,5.18,88.09,57.0
Matt Breida,SF,RB,2.0,14.67,137.0,9.47,697.67,48.45,5.02,31.33,2.17,55.0,16.14,6.67,0.47,2.67,0.18,25.0,1.72,32.67,2.22,234.0,16.18,9.3,11.0,0.76,1.67,0.11,162.0,11.2,169.67,11.7,42.33,2.93,0.67,0.05,0.01,1.0,117.83,8.17,6.65,6.28,8.27,7.0,1.67,0.67,4.0,1.33,0.61,0.11,7.96,130.33,9.03,8.35,6.63,9.15,7.0,1.67,1.67,3.0,1.33,0.45,0.11,10.31,142.83,9.9,9.13,7.03,10.17,7.0,1.33,2.33,2.67,1.33,0.42,0.11,9.53,2,8.96,152.3,26.0
Derrick Henry,BAL,RB,1.0,15.86,188.86,11.87,883.71,55.52,4.64,44.43,2.8,81.14,18.2,3.29,0.21,9.0,0.56,13.57,0.86,17.29,1.09,115.0,7.27,8.81,4.29,0.27,0.29,0.02,202.43,12.73,206.14,12.96,48.71,3.07,0.57,0.03,0.0,1.0,154.73,9.73,6.61,9.47,8.93,6.29,2.43,2.57,1.43,3.14,0.4,0.25,8.32,161.51,10.15,7.07,9.45,9.46,8.43,0.57,2.29,2.29,2.29,0.4,0.17,10.15,168.3,10.58,7.47,9.44,10.14,8.71,0.29,2.43,2.57,1.86,0.39,0.13,9.0,3,12.14,206.33,13.0
T.J. Yeldon,FA,RB,0.0,13.0,92.0,6.88,375.29,28.55,4.26,14.14,1.05,30.29,10.6,0.86,0.07,1.29,0.11,47.14,3.58,66.0,5.0,386.86,29.25,8.08,17.71,1.37,2.43,0.18,139.14,10.46,158.0,11.89,31.86,2.42,1.0,0.08,0.01,0.99,96.5,7.31,6.0,5.62,7.68,5.29,3.0,1.43,1.86,1.43,0.34,0.13,7.19,120.07,9.09,8.09,6.26,9.42,4.57,3.0,2.0,1.71,1.71,0.35,0.17,9.99,143.64,10.88,10.51,7.05,11.26,4.57,1.71,2.14,2.86,1.71,0.55,0.17,10.65,3,6.96,118.32,44.0
Jay Ajayi,FA,RB,0.0,8.43,122.29,13.15,536.29,56.22,4.24,26.0,2.94,40.57,17.91,2.0,0.24,3.14,0.52,13.57,1.46,18.14,1.88,78.14,7.52,4.96,4.0,0.38,0.29,0.02,135.86,14.61,140.43,15.04,30.0,3.32,1.29,0.19,0.01,0.8,80.59,9.55,8.29,6.88,9.59,2.0,0.86,3.14,1.29,1.14,0.37,0.24,7.56,87.37,10.27,9.31,6.63,10.58,2.43,0.86,2.71,1.29,1.14,0.37,0.24,9.89,94.16,11.01,10.31,6.44,11.77,1.86,2.14,2.29,1.0,1.14,0.34,0.24,8.9,3,5.96,101.28,51.0
Austin Ekeler,WAS,RB,1.0,14.67,86.33,6.03,456.0,31.8,5.33,20.67,1.44,39.0,14.46,3.0,0.21,2.67,0.18,35.0,2.42,47.0,3.26,362.33,25.05,10.35,16.0,1.11,3.0,0.2,121.33,8.45,133.33,9.28,36.67,2.55,1.33,0.09,0.02,1.0,113.17,7.84,6.38,5.5,8.33,6.33,2.33,1.0,4.0,1.0,0.58,0.08,7.55,130.67,9.05,8.05,6.17,9.45,5.67,2.33,2.67,2.33,1.67,0.38,0.14,9.84,148.17,10.27,9.32,6.99,10.66,5.67,2.0,3.67,1.67,1.67,0.29,0.14,9.47,2,8.61,146.42,32.0
Gus Edwards,LAC,RB,1.0,11.0,137.0,12.45,718.0,65.27,5.24,37.0,3.36,43.0,16.18,4.0,0.36,2.0,0.18,2.0,0.18,2.0,0.18,20.0,1.82,10.0,1.0,0.09,0.0,0.0,139.0,12.64,139.0,12.64,38.0,3.45,0.0,0.0,0.0,1.0,87.8,7.98,7.6,6.25,8.15,4.0,2.0,2.0,2.0,1.0,0.38,0.1,8.16,88.8,8.07,7.6,6.22,8.37,4.0,3.0,2.0,1.0,1.0,0.22,0.1,9.81,89.8,8.16,7.6,6.2,8.72,5.0,2.0,2.0,2.0,0.0,0.22,0.0,8.08,1,6.59,112.02,48.0
Adrian Peterson,FA,RB,0.0,12.43,193.29,15.18,756.86,55.75,3.62,33.0,2.39,61.0,17.51,3.43,0.23,4.57,0.31,15.0,1.17,21.14,1.75,140.0,9.81,8.14,6.14,0.45,0.57,0.03,208.29,16.36,214.43,16.94,39.14,2.85,1.86,0.17,0.01,0.93,116.83,8.26,6.17,7.02,8.09,5.86,1.14,1.43,1.14,2.86,0.41,0.26,7.91,124.33,8.85,6.7,6.94,8.84,5.29,1.71,1.14,2.29,2.0,0.47,0.16,9.75,131.83,9.43,7.13,6.92,9.73,5.29,2.29,1.14,1.71,2.0,0.38,0.16,8.75,3,11.77,200.09,15.0
Dion Lewis,FA,RB,0.0,14.71,149.14,10.06,591.86,40.24,3.96,28.29,1.93,35.29,12.94,2.57,0.16,2.29,0.14,45.29,3.03,51.71,3.51,303.14,20.03,6.58,11.14,0.74,1.43,0.09,194.43,13.08,200.86,13.57,39.43,2.67,0.57,0.03,0.0,0.98,110.64,7.35,5.7,5.61,7.7,7.0,3.0,1.0,1.71,2.0,0.35,0.15,7.18,133.29,8.86,6.77,6.09,9.25,6.29,2.86,2.43,0.57,2.57,0.26,0.2,9.52,155.93,10.37,8.21,6.69,10.92,6.0,3.29,2.0,0.86,2.57,0.28,0.2,9.43,3,8.03,136.51,33.0
