Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Matt Forte,FA,RB,0.0,15,248,16.53,1094,72.93,4.41,45.0,3.0,46,20.53,1,0.07,5,0.33,44,2.93,60,4.0,340,22.67,7.73,15.0,1.0,1,0.07,292,19.47,308,20.53,60.0,4.0,1,0.07,0.0,1.0,177.4,11.83,12.7,5.67,12.38,3,1,2,3,6,1.5,0.67,14.14,199.4,13.29,14.9,5.81,14.02,3,0,3,4,5,1.5,0.5,17.53,221.4,14.76,16.5,6.03,15.87,3,0,3,2,7,1.5,0.88,17.23
Stevan Ridley,FA,RB,0.0,16,290,18.12,1263,78.94,4.36,82.0,5.12,41,15.62,4,0.25,12,0.75,6,0.38,14,0.88,51,3.19,8.5,2.0,0.12,0,0.0,296,18.5,304,19.0,84.0,5.25,2,0.12,0.01,1.0,199.4,12.46,13.15,6.9,12.42,3,1,3,2,7,1.29,0.78,14.15,202.4,12.65,13.15,6.91,12.77,3,1,3,4,5,1.29,0.45,16.63,205.4,12.84,13.15,6.95,13.32,4,2,1,4,5,1.29,0.45,14.22
DeMarco Murray,FA,RB,0.0,10,161,16.1,663,66.3,4.12,39.0,3.9,48,19.9,4,0.4,4,0.4,35,3.5,42,4.2,251,25.1,7.17,11.0,1.1,0,0.0,196,19.6,203,20.3,50.0,5.0,2,0.2,0.01,0.96,111.4,11.14,10.6,3.39,13.26,0,1,4,4,1,1.0,0.11,12.28,128.9,12.89,12.3,3.39,15.55,0,0,5,3,2,1.0,0.25,16.48,146.4,14.64,14.8,3.59,17.92,0,0,4,4,2,1.5,0.25,16.17
Darren Sproles,FA,RB,0.0,13,48,3.69,244,18.77,5.08,9.0,0.69,47,11.46,0,0.0,1,0.08,75,5.77,104,8.0,667,51.31,8.89,29.0,2.23,7,0.54,123,9.46,152,11.69,38.0,2.92,0,0.0,0.0,1.0,141.1,10.85,11.5,4.64,11.95,2,2,1,7,1,1.6,0.08,12.04,178.6,13.74,14.0,5.19,14.9,0,3,1,5,4,2.25,0.44,16.42,216.1,16.62,16.5,6.06,17.85,1,1,1,5,5,3.33,0.62,17.73
Jamaal Charles,FA,RB,0.0,16,285,17.81,1509,94.31,5.29,62.0,3.88,91,30.75,4,0.25,5,0.31,35,2.19,48,3.0,236,14.75,6.74,11.0,0.69,1,0.06,320,20.0,333,20.81,73.0,4.56,3,0.19,0.01,1.0,204.5,12.78,11.25,9.51,11.75,4,2,1,3,6,1.29,0.6,13.15,222.0,13.88,12.25,9.67,12.88,4,2,2,3,5,1.0,0.45,15.96,239.5,14.97,13.25,9.9,14.22,3,3,2,3,5,1.0,0.45,14.61
Knowshon Moreno,FA,RB,0.0,8,138,17.25,525,65.62,3.8,32.0,4.0,20,14.75,1,0.12,4,0.5,21,2.62,26,3.25,167,20.88,7.95,11.0,1.38,0,0.0,159,19.88,164,20.5,43.0,5.38,1,0.12,0.01,0.88,91.2,11.4,11.25,7.05,11.3,1,0,2,3,2,1.67,0.33,11.41,101.7,12.71,12.5,7.5,12.58,1,1,1,3,2,1.67,0.33,14.99,112.2,14.02,13.75,8.03,14.04,1,1,2,2,2,1.0,0.33,12.89
Chris Johnson,FA,RB,0.0,16,276,17.25,1243,77.69,4.5,45.0,2.81,94,28.12,4,0.25,6,0.38,36,2.25,49,3.06,232,14.5,6.44,7.0,0.44,0,0.0,312,19.5,325,20.31,52.0,3.25,4,0.25,0.01,1.0,175.5,10.97,11.15,8.15,10.49,4,3,0,4,5,1.29,0.45,12.42,193.5,12.09,12.3,7.96,11.79,4,3,1,3,5,1.0,0.45,14.83,211.5,13.22,13.2,7.85,13.31,4,2,2,4,4,1.0,0.33,14.05
Steven Jackson,FA,RB,0.0,16,258,16.12,1045,65.31,4.05,52.0,3.25,46,16.38,4,0.25,4,0.25,38,2.38,53,3.31,321,20.06,8.45,13.0,0.81,0,0.0,296,18.5,311,19.44,65.0,4.06,0,0.0,0.0,1.0,162.6,10.16,9.85,4.09,11.54,2,2,5,6,1,0.78,0.07,11.42,181.6,11.35,11.6,4.47,12.78,3,2,4,5,2,0.78,0.14,14.75,200.6,12.54,12.7,5.12,14.04,2,3,3,6,2,1.0,0.14,13.83
Darren McFadden,FA,RB,0.0,12,216,18.0,707,58.92,3.27,33.0,2.75,64,18.5,2,0.17,2,0.17,42,3.5,62,5.17,258,21.5,6.14,11.0,0.92,1,0.08,258,21.5,278,23.17,44.0,3.67,2,0.17,0.01,1.0,110.5,9.21,9.95,5.08,9.91,4,1,1,5,1,1.0,0.09,11.38,131.5,10.96,11.75,5.72,11.6,3,2,1,4,2,1.0,0.2,14.75,152.5,12.71,13.25,6.67,13.32,3,2,1,4,2,1.0,0.2,14.21
Mikel Leshoure,FA,RB,0.0,14,215,15.36,798,57.0,3.71,46.0,3.29,16,12.71,0,0.0,9,0.64,34,2.43,48,3.43,214,15.29,6.29,11.0,0.79,0,0.0,249,17.79,263,18.79,57.0,4.07,3,0.21,0.01,1.0,149.2,10.66,10.0,6.0,11.0,3,2,2,5,2,1.0,0.17,11.5,166.2,11.87,11.5,5.82,12.51,2,2,3,5,2,1.0,0.17,14.74,183.2,13.09,13.0,5.75,14.24,2,2,3,5,2,1.0,0.17,14.0
Ahmad Bradshaw,FA,RB,0.0,14,221,15.79,1015,72.5,4.59,56.0,4.0,37,15.86,2,0.14,6,0.43,23,1.64,31,2.21,245,17.5,10.65,7.0,0.5,0,0.0,244,17.43,252,18.0,63.0,4.5,3,0.21,0.01,1.0,156.0,11.14,9.65,7.67,10.81,4,2,1,2,5,1.0,0.56,11.62,167.5,11.96,10.9,8.06,11.62,5,1,1,3,4,1.0,0.4,14.55,179.0,12.79,12.15,8.49,12.62,5,1,1,3,4,1.0,0.4,13.19
BenJarvus Green-Ellis,FA,RB,0.0,15,278,18.53,1094,72.93,3.94,54.0,3.6,48,19.2,3,0.2,6,0.4,22,1.47,29,1.93,104,6.93,4.73,4.0,0.27,0,0.0,300,20.0,307,20.47,58.0,3.87,2,0.13,0.01,1.0,151.8,10.12,10.2,5.48,10.68,2,3,4,2,4,0.67,0.36,11.58,162.8,10.85,11.7,5.53,11.58,2,4,2,5,2,0.88,0.15,14.41,173.8,11.59,13.2,5.65,12.66,2,4,1,7,1,1.14,0.07,13.59
Willis McGahee,FA,RB,0.0,10,167,16.7,731,73.1,4.38,43.0,4.3,31,15.9,1,0.1,4,0.4,26,2.6,33,3.3,221,22.1,8.5,10.0,1.0,0,0.0,193,19.3,200,20.0,53.0,5.3,4,0.4,0.02,0.96,113.2,11.32,7.75,7.04,11.22,1,3,3,0,3,0.43,0.43,10.25,126.2,12.62,9.8,7.39,12.53,1,3,3,0,3,0.43,0.43,14.19,139.2,13.92,12.05,7.86,14.01,2,2,1,2,3,1.0,0.43,13.45
Reggie Bush,FA,RB,0.0,16,227,14.19,986,61.62,4.34,43.0,2.69,65,21.0,4,0.25,6,0.38,35,2.19,51,3.19,292,18.25,8.34,14.0,0.88,2,0.12,262,16.38,278,17.38,57.0,3.56,2,0.12,0.01,1.0,171.8,10.74,8.5,8.5,10.16,4,4,2,4,2,0.6,0.14,10.07,189.3,11.83,9.5,8.86,11.23,4,3,2,5,2,0.78,0.14,12.83,206.8,12.92,10.75,9.3,12.47,4,3,2,5,2,0.78,0.14,12.05
Michael Turner,FA,RB,0.0,16,222,13.88,800,50.0,3.6,40.0,2.5,43,17.19,2,0.12,10,0.62,19,1.19,30,1.88,128,8.0,6.74,2.0,0.12,1,0.06,241,15.06,252,15.75,42.0,2.62,1,0.06,0.0,1.0,156.8,9.8,9.6,5.46,10.36,3,2,4,5,2,0.78,0.14,10.58,166.3,10.39,10.55,5.68,11.02,3,4,3,5,1,0.6,0.07,12.29,175.8,10.99,10.9,5.97,11.84,3,3,4,5,1,0.6,0.07,11.44
Ryan Mathews,FA,RB,0.0,12,184,15.33,707,58.92,3.84,34.0,2.83,31,12.42,0,0.0,1,0.08,39,3.25,57,4.75,252,21.0,6.46,9.0,0.75,0,0.0,223,18.58,241,20.08,43.0,3.58,2,0.17,0.01,1.0,97.9,8.16,7.9,4.11,9.25,1,4,6,0,1,0.09,0.09,9.12,117.4,9.78,9.3,4.57,10.95,1,3,7,0,1,0.09,0.09,12.15,136.9,11.41,10.5,5.12,12.78,2,2,6,1,1,0.2,0.09,11.71
Shonn Greene,FA,RB,0.0,16,276,17.25,1063,66.44,3.85,52.0,3.25,36,14.12,1,0.06,8,0.5,19,1.19,31,1.94,151,9.44,7.95,3.0,0.19,0,0.0,295,18.44,307,19.19,55.0,3.44,1,0.06,0.0,1.0,167.4,10.46,7.3,8.0,10.05,4,4,2,3,3,0.6,0.23,9.83,176.9,11.06,8.3,8.07,10.74,3,5,3,2,3,0.45,0.23,12.09,186.4,11.65,9.3,8.21,11.6,4,4,3,2,3,0.45,0.23,11.12
Maurice Jones-Drew,FA,RB,0.0,6,86,14.33,414,69.0,4.81,21.0,3.5,59,21.0,2,0.33,1,0.17,14,2.33,18,3.0,86,14.33,6.14,3.0,0.5,1,0.17,100,16.67,104,17.33,24.0,4.0,0,0.0,0.0,0.78,62.0,10.33,8.75,8.37,9.81,1,1,2,1,1,0.5,0.2,7.84,69.0,11.5,10.75,8.63,10.98,1,1,2,1,1,0.5,0.2,10.83,76.0,12.67,12.75,8.97,12.33,1,1,1,2,1,1.0,0.2,10.2
Andre Brown,FA,RB,0.0,10,73,7.3,385,38.5,5.27,25.0,2.5,31,13.1,2,0.2,8,0.8,12,1.2,17,1.7,86,8.6,7.17,2.0,0.2,0,0.0,85,8.5,90,9.0,27.0,2.7,0,0.0,0.0,0.96,97.1,9.71,8.75,8.05,9.31,3,0,3,1,3,0.67,0.43,9.05,103.1,10.31,9.0,8.63,9.85,3,2,1,1,3,0.67,0.43,10.7,109.1,10.91,9.25,9.25,10.54,3,2,2,0,3,0.43,0.43,9.5
Fred Jackson,FA,RB,0.0,10,115,11.5,437,43.7,3.8,25.0,2.5,15,10.8,0,0.0,3,0.3,34,3.4,42,4.2,217,21.7,6.38,10.0,1.0,1,0.1,149,14.9,157,15.7,35.0,3.5,4,0.4,0.03,0.96,81.4,8.14,4.7,7.33,7.99,5,1,0,2,2,0.67,0.25,7.43,98.4,9.84,6.7,8.04,9.56,4,2,0,2,2,0.67,0.25,10.56,115.4,11.54,8.7,8.87,11.27,4,2,0,2,2,0.67,0.25,10.24
Cedric Benson,FA,RB,0.0,5,71,14.2,248,49.6,3.49,10.0,2.0,11,8.4,0,0.0,1,0.2,14,2.8,15,3.0,97,19.4,6.93,4.0,0.8,0,0.0,85,17.0,86,17.2,14.0,2.8,0,0.0,0.0,0.72,40.5,8.1,10.6,4.81,8.83,2,0,0,3,0,1.5,0.0,7.8,47.5,9.5,12.6,5.68,10.07,2,0,0,3,0,1.5,0.0,10.13,54.5,10.9,14.6,6.56,11.48,2,0,0,3,0,1.5,0.0,9.72
Vick Ballard,FA,RB,0.0,16,211,13.19,814,50.88,3.86,50.0,3.12,26,13.5,4,0.25,2,0.12,17,1.06,27,1.69,152,9.5,8.94,7.0,0.44,1,0.06,228,14.25,238,14.88,57.0,3.56,0,0.0,0.0,1.0,114.6,7.16,7.4,4.63,7.89,6,2,5,3,0,0.23,0.0,7.9,123.1,7.69,7.65,4.92,8.46,6,2,5,3,0,0.23,0.0,10.01,131.6,8.22,8.4,5.24,9.16,6,3,4,3,0,0.23,0.0,8.81
Joique Bell,FA,RB,0.0,16,82,5.12,414,25.88,5.05,16.0,1.0,67,12.06,2,0.12,3,0.19,52,3.25,69,4.31,485,30.31,9.33,28.0,1.75,0,0.0,134,8.38,151,9.44,44.0,2.75,2,0.12,0.01,1.0,103.9,6.49,6.4,4.24,7.31,6,3,5,1,1,0.14,0.07,6.71,129.9,8.12,8.3,4.61,9.07,5,2,6,2,1,0.23,0.07,9.66,155.9,9.74,10.25,5.26,10.84,6,0,5,4,1,0.45,0.07,10.01
Danny Woodhead,FA,RB,0.0,16,76,4.75,301,18.81,3.96,19.0,1.19,19,8.12,0,0.0,4,0.25,40,2.5,55,3.44,446,27.88,11.15,22.0,1.38,3,0.19,116,7.25,131,8.19,41.0,2.56,0,0.0,0.0,1.0,116.7,7.29,6.5,5.64,7.65,7,3,4,0,2,0.14,0.14,6.86,136.7,8.54,8.05,6.21,8.86,6,2,5,1,2,0.23,0.14,9.36,156.7,9.79,9.45,6.87,10.19,6,2,5,1,2,0.23,0.14,9.17
Pierre Thomas,FA,RB,0.0,15,105,7.0,473,31.53,4.5,16.0,1.07,48,10.67,1,0.07,1,0.07,39,2.6,53,3.53,354,23.6,9.08,20.0,1.33,1,0.07,144,9.6,158,10.53,36.0,2.4,0,0.0,0.0,1.0,94.7,6.31,6.6,4.17,7.14,6,4,3,2,0,0.15,0.0,6.75,114.2,7.61,8.0,4.85,8.4,6,3,4,1,1,0.15,0.07,9.12,133.7,8.91,9.0,5.65,9.74,4,6,2,1,2,0.25,0.15,9.08
DeAngelo Williams,FA,RB,0.0,16,173,10.81,737,46.06,4.26,31.0,1.94,65,15.44,2,0.12,5,0.31,13,0.81,20,1.25,187,11.69,14.38,5.0,0.31,2,0.12,186,11.62,193,12.06,36.0,2.25,2,0.12,0.01,1.0,130.4,8.15,5.8,8.99,7.6,8,1,2,2,3,0.45,0.23,7.41,136.9,8.56,6.55,9.16,8.05,8,1,3,1,3,0.33,0.23,8.89,143.4,8.96,7.3,9.35,8.64,7,3,3,0,3,0.23,0.23,8.18
Jonathan Dwyer,FA,RB,0.0,13,156,12.0,623,47.92,3.99,27.0,2.08,34,14.15,1,0.08,2,0.15,18,1.38,25,1.92,106,8.15,5.89,7.0,0.54,0,0.0,174,13.38,181,13.92,34.0,2.62,2,0.15,0.01,1.0,80.9,6.22,6.0,4.19,7.02,4,4,2,3,0,0.3,0.0,6.98,89.9,6.92,6.5,4.23,7.89,4,5,1,3,0,0.3,0.0,8.84,98.9,7.61,7.4,4.34,8.88,4,5,3,1,0,0.08,0.0,8.02
Jacquizz Rodgers,FA,RB,0.0,16,94,5.88,362,22.62,3.85,16.0,1.0,43,10.06,1,0.06,1,0.06,53,3.31,59,3.69,402,25.12,7.58,17.0,1.06,1,0.06,147,9.19,153,9.56,33.0,2.06,0,0.0,0.0,1.0,88.4,5.52,5.2,3.76,6.41,7,5,2,2,0,0.14,0.0,5.79,114.9,7.18,7.45,4.41,8.11,7,3,4,2,0,0.14,0.0,8.4,141.4,8.84,9.55,5.21,9.85,7,1,5,3,0,0.23,0.0,9.02
Jonathan Stewart,FA,RB,0.0,9,93,10.33,336,37.33,3.61,14.0,1.56,21,14.78,2,0.22,1,0.11,17,1.89,23,2.56,157,17.44,9.24,5.0,0.56,1,0.11,110,12.22,116,12.89,19.0,2.11,0,0.0,0.0,0.93,61.3,6.81,5.4,3.8,7.88,4,2,1,2,0,0.29,0.0,6.45,69.8,7.76,6.2,3.69,9.16,3,3,1,2,0,0.29,0.0,8.28,78.3,8.7,7.4,3.64,10.61,4,2,1,2,0,0.29,0.0,8.21
Alex Green,FA,RB,0.0,12,135,11.25,464,38.67,3.44,17.0,1.42,41,11.25,1,0.08,0,0.0,18,1.5,29,2.42,125,10.42,6.94,5.0,0.42,0,0.0,153,12.75,164,13.67,22.0,1.83,0,0.0,0.0,1.0,58.9,4.91,6.35,3.12,5.96,4,5,3,0,0,0.0,0.0,6.29,67.9,5.66,6.8,3.61,6.72,4,5,3,0,0,0.0,0.0,7.69,76.9,6.41,7.8,4.18,7.55,5,4,3,0,0,0.0,0.0,7.51
Bilal Powell,FA,RB,0.0,14,110,7.86,437,31.21,3.97,23.0,1.64,18,10.21,0,0.0,4,0.29,17,1.21,36,2.57,140,10.0,8.24,9.0,0.64,0,0.0,127,9.07,146,10.43,32.0,2.29,0,0.0,0.0,1.0,81.7,5.84,3.85,5.18,6.25,8,3,0,2,1,0.27,0.08,5.54,90.2,6.44,5.35,5.31,6.95,9,2,0,2,1,0.27,0.08,7.56,98.7,7.05,6.05,5.51,7.75,8,3,0,2,1,0.27,0.08,7.02
Donald Brown,FA,RB,0.0,10,108,10.8,417,41.7,3.86,20.0,2.0,19,10.8,0,0.0,1,0.1,9,0.9,13,1.3,93,9.3,10.33,2.0,0.2,0,0.0,117,11.7,121,12.1,22.0,2.2,0,0.0,0.0,0.96,59.0,5.9,4.7,3.84,6.81,6,0,2,2,0,0.25,0.0,5.92,63.5,6.35,4.95,3.78,7.45,6,1,2,1,0,0.11,0.0,7.2,68.0,6.8,5.2,3.78,8.22,6,1,2,1,0,0.11,0.0,6.49
Marcel Reece,FA,RB,0.0,16,59,3.69,271,16.94,4.59,16.0,1.0,17,3.62,0,0.0,0,0.0,52,3.25,73,4.56,496,31.0,9.54,21.0,1.31,1,0.06,111,6.94,132,8.25,37.0,2.31,0,0.0,0.0,1.0,82.7,5.17,2.35,5.85,5.37,9,3,2,0,2,0.14,0.14,4.3,108.7,6.79,4.25,6.77,6.89,9,3,0,2,2,0.33,0.14,7.05,134.7,8.42,6.25,7.76,8.5,8,1,3,2,2,0.33,0.14,7.33
Mark Ingram II,FA,RB,0.0,16,156,9.75,602,37.62,3.86,28.0,1.75,31,11.94,3,0.19,5,0.31,6,0.38,10,0.62,29,1.81,4.83,2.0,0.12,0,0.0,162,10.12,166,10.38,30.0,1.88,0,0.0,0.0,1.0,93.1,5.82,5.3,4.77,6.36,8,4,0,4,0,0.33,0.0,6.12,96.1,6.01,5.3,4.86,6.62,8,4,1,3,0,0.23,0.0,7.04,99.1,6.19,5.3,4.97,6.99,8,4,1,3,0,0.23,0.0,6.25
Daniel Thomas,FA,RB,0.0,12,91,7.58,325,27.08,3.57,15.0,1.25,20,8.83,2,0.17,4,0.33,15,1.25,22,1.83,156,13.0,10.4,5.0,0.42,0,0.0,106,8.83,113,9.42,20.0,1.67,2,0.17,0.02,1.0,68.1,5.68,4.4,4.74,6.21,6,2,2,2,0,0.2,0.0,5.45,75.6,6.3,5.55,4.88,6.94,6,2,2,2,0,0.2,0.0,7.03,83.1,6.92,6.55,5.11,7.76,6,1,4,1,0,0.09,0.0,6.79
Felix Jones,FA,RB,0.0,16,111,6.94,402,25.12,3.62,23.0,1.44,22,7.56,1,0.06,3,0.19,25,1.56,36,2.25,262,16.38,10.48,10.0,0.62,2,0.12,136,8.5,147,9.19,33.0,2.06,2,0.12,0.01,1.0,92.4,5.78,2.65,5.7,6.04,9,1,1,3,2,0.45,0.14,5.13,104.9,6.56,3.9,6.24,6.79,9,1,1,3,2,0.45,0.14,6.96,117.4,7.34,5.3,6.86,7.64,10,0,1,4,1,0.45,0.07,6.73
Michael Bush,FA,RB,0.0,13,114,8.77,411,31.62,3.61,28.0,2.15,20,10.54,2,0.15,5,0.38,9,0.69,11,0.85,83,6.38,9.22,6.0,0.46,0,0.0,123,9.46,125,9.62,34.0,2.62,1,0.08,0.01,1.0,77.4,5.95,3.7,5.89,6.17,8,2,0,1,2,0.3,0.18,5.53,81.9,6.3,3.9,6.0,6.59,9,1,0,2,1,0.3,0.08,6.96,86.4,6.65,4.3,6.13,7.12,9,1,0,2,1,0.3,0.08,6.02
Ronnie Brown,FA,RB,0.0,14,46,3.29,220,15.71,4.78,12.0,0.86,21,8.36,1,0.07,0,0.0,49,3.5,60,4.29,371,26.5,7.57,16.0,1.14,0,0.0,95,6.79,106,7.57,28.0,2.0,0,0.0,0.0,1.0,59.1,4.22,3.5,2.46,5.45,11,0,3,0,0,0.0,0.0,4.34,83.6,5.97,5.25,3.16,7.33,10,1,2,1,0,0.08,0.0,6.9,108.1,7.72,7.05,3.92,9.24,7,4,2,1,0,0.08,0.0,7.38
Isaac Redman,FA,RB,0.0,14,110,7.86,410,29.29,3.73,27.0,1.93,28,10.5,3,0.21,2,0.14,19,1.36,23,1.64,244,17.43,12.84,10.0,0.71,0,0.0,129,9.21,133,9.5,37.0,2.64,3,0.21,0.02,1.0,71.4,5.1,3.9,5.74,5.32,10,1,1,1,1,0.17,0.08,4.97,80.9,5.78,4.15,6.03,6.04,10,1,1,1,1,0.17,0.08,6.68,90.4,6.46,4.5,6.36,6.85,10,1,1,1,1,0.17,0.08,5.82
