Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
David Johnson,FA,RB,0.0,16,258,16.12,940,58.75,3.64,51.0,3.19,53,14.56,2,0.12,7,0.44,50,3.12,76,4.75,446,27.88,8.92,22.0,1.38,3,0.19,308,19.25,334,20.88,73.0,4.56,2,0.12,0.01,1.0,196.6,12.29,11.5,6.25,12.55,1,3,4,6,2,1.0,0.14,12.9,221.6,13.85,12.6,6.63,14.13,1,3,4,6,2,1.0,0.14,16.25,246.6,15.41,14.05,7.14,15.89,1,3,5,5,2,0.78,0.14,15.09
James White,FA,RB,0.0,16,94,5.88,425,26.56,4.52,22.0,1.38,27,11.88,5,0.31,5,0.31,87,5.44,123,7.69,751,46.94,8.63,38.0,2.38,7,0.44,181,11.31,217,13.56,60.0,3.75,0,0.0,0.0,1.0,189.6,11.85,11.5,6.44,12.01,3,0,3,7,3,1.67,0.23,12.48,233.1,14.57,13.1,7.26,14.53,3,1,3,4,5,1.29,0.45,16.02,276.6,17.29,15.5,8.23,17.2,1,3,3,4,5,1.29,0.45,16.17
Phillip Lindsay,FA,RB,0.0,15,192,12.8,1037,69.13,5.4,49.0,3.27,65,24.0,8,0.53,9,0.6,35,2.33,47,3.13,241,16.07,6.89,12.0,0.8,1,0.07,227,15.13,239,15.93,61.0,4.07,0,0.0,0.0,1.0,187.8,12.52,11.1,7.09,12.39,2,2,3,4,4,1.14,0.36,12.54,205.3,13.69,13.1,7.0,13.77,1,2,4,5,3,1.14,0.25,15.8,222.8,14.85,15.1,7.01,15.38,1,3,3,5,3,1.14,0.25,15.21
Aaron Jones,MIN,RB,1.0,12,133,11.08,728,60.67,5.47,41.0,3.42,67,21.5,4,0.33,8,0.67,26,2.17,35,2.92,206,17.17,7.92,12.0,1.0,1,0.08,159,13.25,168,14.0,53.0,4.42,1,0.08,0.01,1.0,145.4,12.12,12.7,8.28,11.53,3,2,0,5,2,1.4,0.2,12.62,158.4,13.2,13.95,8.83,12.53,3,2,0,5,2,1.4,0.2,15.73,171.4,14.28,15.2,9.42,13.74,3,2,0,5,2,1.4,0.2,14.5
Marlon Mack,FA,RB,0.0,12,195,16.25,908,75.67,4.66,50.0,4.17,49,17.75,7,0.58,9,0.75,17,1.42,26,2.17,103,8.58,6.06,3.0,0.25,1,0.08,212,17.67,221,18.42,53.0,4.42,2,0.17,0.01,1.0,161.1,13.42,9.7,9.09,12.49,2,1,4,2,3,0.71,0.33,11.91,169.6,14.13,10.45,9.24,13.27,2,1,4,2,3,0.71,0.33,14.73,178.1,14.84,11.2,9.4,14.28,2,3,3,1,3,0.5,0.33,13.04
Kerryon Johnson,FA,RB,0.0,10,118,11.8,641,64.1,5.43,32.0,3.2,71,21.9,6,0.6,3,0.3,32,3.2,39,3.9,213,21.3,6.66,11.0,1.1,1,0.1,150,15.0,157,15.7,43.0,4.3,1,0.1,0.01,0.96,107.4,10.74,10.05,5.35,11.4,2,1,3,2,2,0.67,0.25,10.82,123.4,12.34,12.05,5.42,13.24,2,1,4,1,2,0.43,0.25,14.23,139.4,13.94,12.8,5.64,15.24,1,2,3,2,2,0.67,0.25,13.36
Dalvin Cook,FA,RB,0.0,11,133,12.09,615,55.91,4.62,22.0,2.0,70,19.82,4,0.36,2,0.18,40,3.64,49,4.45,305,27.73,7.62,15.0,1.36,2,0.18,173,15.73,182,16.55,37.0,3.36,2,0.18,0.01,1.0,112.0,10.18,10.6,7.59,9.91,2,2,4,2,1,0.38,0.1,10.45,132.0,12.0,12.3,7.58,11.84,2,1,3,4,1,0.83,0.1,14.0,152.0,13.82,13.8,7.74,13.96,2,1,3,4,1,0.83,0.1,13.77
Leonard Fournette,FA,RB,0.0,8,133,16.62,439,54.88,3.3,23.0,2.88,25,13.5,2,0.25,5,0.62,22,2.75,26,3.25,185,23.12,8.41,10.0,1.25,1,0.12,155,19.38,159,19.88,33.0,4.12,0,0.0,0.0,0.88,98.4,12.3,9.75,8.53,11.62,2,2,0,1,3,1.0,0.6,10.8,109.4,13.68,11.25,8.88,12.97,2,2,0,1,3,1.0,0.6,13.87,120.4,15.05,12.75,9.24,14.54,2,2,0,1,3,1.0,0.6,12.9
Lamar Miller,FA,RB,0.0,14,210,15.0,973,69.5,4.63,36.0,2.57,97,24.64,6,0.43,5,0.36,25,1.79,35,2.5,163,11.64,6.52,8.0,0.57,1,0.07,235,16.79,245,17.5,44.0,3.14,1,0.07,0.0,1.0,147.6,10.54,10.85,5.83,10.96,3,2,3,4,2,0.75,0.17,11.5,160.1,11.44,11.8,5.84,12.04,3,2,4,3,2,0.56,0.17,13.72,172.6,12.33,13.05,5.96,13.3,3,2,5,3,1,0.4,0.08,12.88
Jordan Howard,FA,RB,0.0,16,250,15.62,935,58.44,3.74,53.0,3.31,42,15.31,5,0.31,9,0.56,20,1.25,27,1.69,145,9.06,7.25,7.0,0.44,0,0.0,270,16.88,277,17.31,60.0,3.75,1,0.06,0.0,1.0,160.0,10.0,10.5,5.82,10.4,4,2,4,5,1,0.6,0.07,10.86,170.0,10.62,11.05,5.88,11.17,4,3,2,6,1,0.78,0.07,13.42,180.0,11.25,11.55,6.02,12.1,4,3,3,5,1,0.6,0.07,11.96
Tarik Cohen,FA,RB,0.0,16,99,6.19,444,27.75,4.48,20.0,1.25,32,14.12,7,0.44,3,0.19,71,4.44,91,5.69,725,45.31,10.21,29.0,1.81,5,0.31,170,10.62,190,11.88,49.0,3.06,3,0.19,0.02,1.0,162.9,10.18,9.35,7.02,10.1,5,1,4,3,3,0.6,0.23,9.95,198.4,12.4,11.45,8.28,11.97,5,1,3,3,4,0.78,0.33,13.33,233.9,14.62,13.7,9.64,13.98,5,1,2,4,4,1.0,0.33,13.67
Nick Chubb,CLE,RB,1.0,16,192,12.0,996,62.25,5.19,47.0,2.94,92,25.44,11,0.69,8,0.5,20,1.25,29,1.81,149,9.31,7.45,5.0,0.31,2,0.12,212,13.25,221,13.81,52.0,3.25,0,0.0,0.0,1.0,174.5,10.91,10.75,9.68,9.99,6,1,1,5,3,1.0,0.23,10.97,184.5,11.53,11.25,10.07,10.6,6,1,1,5,3,1.0,0.23,13.04,194.5,12.16,11.75,10.5,11.38,6,2,2,3,3,0.6,0.23,11.61
Marshawn Lynch,FA,RB,0.0,6,90,15.0,376,62.67,4.18,20.0,3.33,52,17.17,1,0.17,3,0.5,15,2.5,20,3.33,84,14.0,5.6,6.0,1.0,0,0.0,105,17.5,110,18.33,26.0,4.33,0,0.0,0.0,0.78,64.0,10.67,11.85,4.72,11.69,1,1,1,3,0,1.0,0.0,9.59,71.5,11.92,12.85,4.81,13.17,1,1,1,3,0,1.0,0.0,12.54,79.0,13.17,13.85,4.92,14.89,1,1,1,3,0,1.0,0.0,11.22
Adrian Peterson,FA,RB,0.0,16,251,15.69,1042,65.12,4.15,47.0,2.94,90,22.69,5,0.31,7,0.44,20,1.25,26,1.62,208,13.0,10.4,9.0,0.56,1,0.06,271,16.94,277,17.31,56.0,3.5,2,0.12,0.01,1.0,169.0,10.56,8.4,7.99,10.15,6,2,2,2,4,0.6,0.33,10.24,179.0,11.19,8.9,7.8,10.96,5,3,2,3,3,0.6,0.23,12.4,189.0,11.81,9.4,7.64,11.97,5,4,2,2,3,0.45,0.23,11.12
Matt Breida,SF,RB,2.0,14,153,10.93,814,58.14,5.32,36.0,2.57,66,18.43,10,0.71,3,0.21,27,1.93,31,2.21,261,18.64,9.67,12.0,0.86,2,0.14,180,12.86,184,13.14,48.0,3.43,1,0.07,0.01,1.0,135.5,9.68,8.35,7.21,9.54,5,2,1,4,2,0.75,0.17,9.5,149.0,10.64,10.35,7.61,10.49,5,2,2,3,2,0.56,0.17,12.22,162.5,11.61,11.1,8.06,11.61,5,2,2,3,2,0.56,0.17,11.26
Tevin Coleman,FA,RB,0.0,16,167,10.44,800,50.0,4.79,36.0,2.25,65,19.12,8,0.5,4,0.25,32,2.0,44,2.75,276,17.25,8.62,15.0,0.94,5,0.31,199,12.44,211,13.19,51.0,3.19,0,0.0,0.0,1.0,161.6,10.1,9.3,6.62,10.17,4,2,5,3,2,0.45,0.14,9.84,177.6,11.1,10.3,6.91,11.21,4,2,6,2,2,0.33,0.14,12.12,193.6,12.1,11.4,7.25,12.43,4,1,7,2,2,0.33,0.14,11.46
Mark Ingram II,FA,RB,0.0,12,138,11.5,645,53.75,4.67,34.0,2.83,38,16.58,3,0.25,6,0.5,21,1.75,27,2.25,170,14.17,8.1,5.0,0.42,1,0.08,159,13.25,165,13.75,39.0,3.25,1,0.08,0.01,1.0,121.5,10.12,8.3,7.36,9.93,4,2,2,1,3,0.5,0.33,9.67,132.0,11.0,9.55,7.33,10.94,4,2,3,0,3,0.33,0.33,12.03,142.5,11.88,10.35,7.34,12.16,4,2,3,0,3,0.33,0.33,11.21
Kenyan Drake,FA,RB,0.0,16,120,7.5,535,33.44,4.46,23.0,1.44,54,14.19,4,0.25,4,0.25,53,3.31,73,4.56,477,29.81,9.0,23.0,1.44,5,0.31,173,10.81,193,12.06,46.0,2.88,1,0.06,0.01,1.0,153.2,9.57,8.05,6.8,9.58,5,3,2,3,3,0.6,0.23,9.23,179.7,11.23,9.75,7.13,11.25,5,3,2,3,3,0.6,0.23,12.02,206.2,12.89,11.1,7.53,13.11,4,4,1,4,3,0.78,0.23,12.02
Austin Ekeler,WAS,RB,1.0,14,106,7.57,554,39.57,5.23,25.0,1.79,41,17.07,4,0.29,3,0.21,39,2.79,53,3.79,404,28.86,10.36,18.0,1.29,3,0.21,145,10.36,159,11.36,43.0,3.07,1,0.07,0.01,1.0,129.8,9.27,8.35,5.16,9.93,4,3,1,5,1,0.75,0.08,9.36,149.3,10.66,10.3,5.87,11.21,3,3,4,2,2,0.4,0.17,11.98,168.8,12.06,11.8,6.79,12.58,3,3,5,1,2,0.27,0.17,11.46
Derrick Henry,BAL,RB,1.0,16,215,13.44,1052,65.75,4.89,51.0,3.19,99,19.0,4,0.25,12,0.75,15,0.94,18,1.12,99,6.19,6.6,4.0,0.25,0,0.0,230,14.38,233,14.56,55.0,3.44,1,0.06,0.0,1.0,185.6,11.6,7.55,11.91,10.08,5,3,3,2,3,0.45,0.23,9.35,193.1,12.07,8.05,11.82,10.66,8,0,3,3,2,0.45,0.14,11.39,200.6,12.54,8.55,11.73,11.41,8,0,3,3,2,0.45,0.14,10.18
Alex Collins,FA,RB,0.0,10,114,11.4,411,41.1,3.61,22.0,2.2,19,11.9,0,0.0,7,0.7,15,1.5,21,2.1,105,10.5,7.0,6.0,0.6,1,0.1,129,12.9,135,13.5,28.0,2.8,3,0.3,0.02,0.96,93.6,9.36,8.75,3.74,10.87,1,2,5,1,1,0.25,0.11,9.33,101.1,10.11,9.7,3.68,11.95,0,5,3,2,0,0.25,0.0,11.37,108.6,10.86,10.2,3.71,13.19,1,4,3,2,0,0.25,0.0,10.64
T.J. Yeldon,FA,RB,0.0,14,104,7.43,414,29.57,3.98,16.0,1.14,20,9.86,1,0.07,1,0.07,55,3.93,78,5.57,487,34.79,8.85,20.0,1.43,4,0.29,159,11.36,182,13.0,36.0,2.57,1,0.07,0.01,1.0,118.1,8.44,7.05,5.78,8.79,4,4,2,2,2,0.4,0.17,8.34,145.6,10.4,9.4,6.45,10.68,4,3,3,2,2,0.4,0.17,11.33,173.1,12.36,12.4,7.26,12.69,4,2,2,4,2,0.75,0.17,12.37
Sony Michel,FA,RB,0.0,13,209,16.08,931,71.62,4.45,54.0,4.15,34,16.92,4,0.31,6,0.46,7,0.54,11,0.85,50,3.85,7.14,3.0,0.23,0,0.0,216,16.62,220,16.92,57.0,4.38,1,0.08,0.0,1.0,132.1,10.16,5.9,7.51,9.91,5,3,0,0,5,0.62,0.62,9.42,135.6,10.43,5.9,7.54,10.3,7,1,0,3,2,0.62,0.18,11.31,139.1,10.7,5.9,7.59,10.86,7,1,0,3,2,0.62,0.18,9.34
Peyton Barber,FA,RB,0.0,16,234,14.62,871,54.44,3.72,41.0,2.56,28,15.88,4,0.25,5,0.31,20,1.25,29,1.81,92,5.75,4.6,4.0,0.25,1,0.06,254,15.88,263,16.44,45.0,2.81,1,0.06,0.0,1.0,130.3,8.14,6.7,5.17,8.72,6,4,1,4,1,0.45,0.07,8.45,140.3,8.77,7.1,5.45,9.39,6,5,0,4,1,0.45,0.07,10.28,150.3,9.39,7.7,5.79,10.2,7,4,0,4,1,0.45,0.07,9.44
Elijah McGuire,FA,RB,0.0,8,92,11.5,276,34.5,3.0,15.0,1.88,34,14.62,1,0.12,3,0.38,19,2.38,31,3.88,193,24.12,10.16,10.0,1.25,1,0.12,111,13.88,123,15.38,25.0,3.12,2,0.25,0.02,0.88,66.9,8.36,6.2,6.49,8.46,3,2,1,1,1,0.33,0.14,7.08,76.4,9.55,7.7,6.82,9.67,3,2,0,2,1,0.6,0.14,9.84,85.9,10.74,9.2,7.16,11.06,3,2,1,1,1,0.33,0.14,9.06
Gus Edwards,LAC,RB,1.0,11,137,12.45,718,65.27,5.24,37.0,3.36,43,16.18,4,0.36,2,0.18,2,0.18,2,0.18,20,1.82,10.0,1.0,0.09,0,0.0,139,12.64,139,12.64,38.0,3.45,0,0.0,0.0,1.0,87.8,7.98,7.6,6.25,8.15,4,2,2,2,1,0.38,0.1,8.16,88.8,8.07,7.6,6.22,8.37,4,3,2,1,1,0.22,0.1,9.81,89.8,8.16,7.6,6.2,8.72,5,2,2,2,0,0.22,0.0,8.08
Isaiah Crowell,FA,RB,0.0,13,143,11.0,685,52.69,4.79,26.0,2.0,77,21.08,6,0.46,6,0.46,21,1.62,28,2.15,152,11.69,7.24,7.0,0.54,0,0.0,164,12.62,171,13.15,33.0,2.54,0,0.0,0.0,1.0,119.7,9.21,6.0,8.63,8.68,6,2,2,0,3,0.3,0.3,7.94,130.2,10.02,6.5,8.56,9.58,6,2,1,2,2,0.44,0.18,9.79,140.7,10.82,7.2,8.53,10.67,7,1,1,2,2,0.44,0.18,9.23
Jalen Richard,FA,RB,0.0,16,55,3.44,259,16.19,4.71,11.0,0.69,30,7.19,3,0.19,1,0.06,68,4.25,81,5.06,607,37.94,8.93,23.0,1.44,0,0.0,123,7.69,136,8.5,34.0,2.12,2,0.12,0.02,1.0,88.6,5.54,5.65,3.12,6.73,7,5,3,1,0,0.07,0.0,5.9,122.6,7.66,8.5,3.85,8.96,5,6,4,1,0,0.07,0.0,8.99,156.6,9.79,11.3,4.8,11.14,5,1,7,3,0,0.23,0.0,10.13
Nyheim Hines,CLE,RB,2.0,16,85,5.31,314,19.62,3.69,17.0,1.06,18,7.62,0,0.0,2,0.12,63,3.94,81,5.06,425,26.56,6.75,29.0,1.81,2,0.12,148,9.25,166,10.38,46.0,2.88,0,0.0,0.0,1.0,97.9,6.12,5.1,4.28,6.87,9,3,3,0,1,0.07,0.07,6.01,129.4,8.09,6.9,5.14,8.79,7,4,4,0,1,0.07,0.07,8.94,160.9,10.06,8.4,6.18,10.75,7,4,1,3,1,0.33,0.07,9.2
LeSean McCoy,FA,RB,0.0,14,161,11.5,514,36.71,3.19,22.0,1.57,28,11.79,3,0.21,3,0.21,34,2.43,46,3.29,238,17.0,7.0,10.0,0.71,0,0.0,195,13.93,207,14.79,32.0,2.29,0,0.0,0.0,1.0,93.2,6.66,5.85,6.17,6.82,6,3,4,0,1,0.08,0.08,6.76,110.2,7.87,7.1,6.31,8.13,7,2,4,0,1,0.08,0.08,8.93,127.2,9.09,8.65,6.57,9.56,7,1,4,1,1,0.17,0.08,9.09
Dion Lewis,FA,RB,0.0,16,155,9.69,517,32.31,3.34,22.0,1.38,36,11.69,2,0.12,1,0.06,59,3.69,67,4.19,400,25.0,6.78,13.0,0.81,1,0.06,214,13.38,222,13.88,35.0,2.19,1,0.06,0.0,1.0,101.7,6.36,4.2,5.44,6.72,10,3,0,1,2,0.23,0.14,6.25,131.2,8.2,5.7,5.95,8.59,9,3,1,0,3,0.23,0.23,8.8,160.7,10.04,7.2,6.61,10.55,8,3,1,1,3,0.33,0.23,9.2
Doug Martin,FA,RB,0.0,16,172,10.75,723,45.19,4.2,37.0,2.31,29,12.25,2,0.12,4,0.25,18,1.12,24,1.5,116,7.25,6.44,6.0,0.38,0,0.0,190,11.88,196,12.25,43.0,2.69,3,0.19,0.02,1.0,101.9,6.37,6.35,4.88,6.92,7,3,4,1,1,0.14,0.07,6.82,110.9,6.93,6.85,5.13,7.54,7,5,2,2,0,0.14,0.0,8.52,119.9,7.49,7.35,5.41,8.28,8,4,2,2,0,0.14,0.0,7.67
Kenneth Dixon,FA,RB,0.0,6,60,10.0,333,55.5,5.55,20.0,3.33,37,19.33,2,0.33,2,0.33,6,1.0,7,1.17,51,8.5,8.5,2.0,0.33,0,0.0,66,11.0,67,11.17,22.0,3.67,1,0.17,0.02,0.78,48.4,8.07,7.7,4.62,8.89,3,0,1,2,0,0.5,0.0,6.53,51.4,8.57,7.95,4.46,9.65,3,0,2,1,0,0.2,0.0,8.43,54.4,9.07,8.2,4.32,10.59,3,1,1,1,0,0.2,0.0,6.97
Bilal Powell,FA,RB,0.0,7,80,11.43,343,49.0,4.29,16.0,2.29,38,16.14,2,0.29,0,0.0,11,1.57,18,2.57,110,15.71,10.0,6.0,0.86,1,0.14,91,13.0,98,14.0,22.0,3.14,1,0.14,0.01,0.84,49.3,7.04,6.5,3.53,8.3,2,3,1,1,0,0.17,0.0,6.31,54.8,7.83,7.2,4.16,8.98,2,4,0,1,0,0.17,0.0,8.34,60.3,8.61,7.5,4.92,9.75,2,4,0,1,0,0.17,0.0,7.13
Frank Gore,FA,RB,0.0,14,156,11.14,722,51.57,4.63,25.0,1.79,39,16.43,5,0.36,0,0.0,12,0.86,16,1.14,124,8.86,10.33,8.0,0.57,1,0.07,168,12.0,172,12.29,33.0,2.36,0,0.0,0.0,1.0,90.6,6.47,6.0,3.71,7.53,5,5,1,3,0,0.27,0.0,6.99,96.6,6.9,6.3,3.92,8.03,6,4,3,1,0,0.08,0.0,8.24,102.6,7.33,6.55,4.15,8.65,9,1,4,0,0,0.0,0.0,7.31
Bilal Powell,FA,RB,0.0,7,80,11.43,343,49.0,4.29,16.0,2.29,38,16.14,2,0.29,0,0.0,11,1.57,18,2.57,110,15.71,10.0,3.0,0.43,1,0.14,91,13.0,98,14.0,19.0,2.71,1,0.14,0.01,0.84,49.3,7.04,6.5,3.53,8.3,2,3,1,1,0,0.17,0.0,6.31,54.8,7.83,7.2,4.16,8.98,2,4,0,1,0,0.17,0.0,8.13,60.3,8.61,7.5,4.92,9.75,2,4,0,1,0,0.17,0.0,7.13
Royce Freeman,DAL,RB,2.0,14,130,9.29,521,37.21,4.01,30.0,2.14,24,12.07,2,0.14,5,0.36,14,1.0,20,1.43,72,5.14,5.14,2.0,0.14,0,0.0,144,10.29,150,10.71,32.0,2.29,1,0.07,0.01,1.0,87.3,6.24,5.9,4.12,7.07,7,1,4,2,0,0.17,0.0,6.48,94.3,6.74,6.65,4.53,7.56,7,2,3,2,0,0.17,0.0,8.12,101.3,7.24,7.4,5.15,8.09,7,4,2,1,0,0.08,0.0,7.38
Jay Ajayi,FA,RB,0.0,4,45,11.25,184,46.0,4.09,11.0,2.75,20,13.75,1,0.25,3,0.75,5,1.25,6,1.5,20,5.0,4.0,1.0,0.25,0,0.0,50,12.5,51,12.75,12.0,3.0,1,0.25,0.02,0.65,38.4,9.6,8.4,7.8,9.28,1,0,2,0,1,0.33,0.33,5.94,40.9,10.22,9.4,7.53,10.1,1,0,2,0,1,0.33,0.33,7.92,43.4,10.85,10.4,7.31,11.12,1,1,1,0,1,0.33,0.33,6.94
Mike Davis,FA,RB,0.0,15,112,7.47,514,34.27,4.59,25.0,1.67,37,11.4,2,0.13,4,0.27,34,2.27,42,2.8,214,14.27,6.29,10.0,0.67,1,0.07,146,9.73,154,10.27,35.0,2.33,0,0.0,0.0,1.0,102.8,6.85,3.5,6.83,6.85,9,0,2,3,1,0.36,0.07,5.71,119.8,7.99,4.0,7.59,7.88,9,0,1,4,1,0.5,0.07,7.63,136.8,9.12,4.5,8.47,9.01,9,0,1,4,1,0.5,0.07,7.11
