Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Jonathan Taylor,IND,RB,1.0,10,169,16.9,741,74.1,4.38,42.0,4.2,49,19.3,4,0.4,7,0.7,19,1.9,23,2.3,153,15.3,8.05,5.0,0.5,1,0.1,188,18.8,192,19.2,47.0,4.7,0,0.0,0.0,0.96,137.4,13.74,13.2,6.74,13.77,1,1,1,3,4,2.33,0.67,14.65,146.9,14.69,14.7,6.67,14.96,1,0,3,2,4,1.5,0.67,17.64,156.4,15.64,15.95,6.73,16.36,1,0,3,3,3,1.5,0.43,16.1
David Montgomery,DET,RB,1.0,14,219,15.64,1015,72.5,4.63,59.0,4.21,75,19.86,4,0.29,13,0.93,16,1.14,24,1.71,117,8.36,7.31,7.0,0.5,0,0.0,235,16.79,243,17.36,66.0,4.71,1,0.07,0.0,1.0,191.2,13.66,12.7,6.67,13.72,1,0,2,7,4,3.67,0.4,15.01,199.2,14.23,12.95,6.74,14.45,1,0,3,6,4,2.5,0.4,17.35,207.2,14.8,12.95,6.85,15.41,1,0,6,5,2,1.0,0.17,14.3
Breece Hall,NYJ,RB,1.0,17,223,13.12,994,58.47,4.46,40.0,2.35,83,24.12,7,0.41,5,0.29,76,4.47,95,5.59,591,34.76,7.78,28.0,1.65,4,0.24,299,17.59,318,18.71,68.0,4.0,0,0.0,0.0,1.0,214.5,12.62,13.3,9.3,11.67,3,3,2,2,7,1.12,0.7,13.71,252.5,14.85,15.2,10.21,13.6,3,1,4,2,7,1.12,0.7,17.24,290.5,17.09,15.7,11.29,15.71,3,0,5,1,8,1.12,0.89,16.44
Isiah Pacheco,KC,RB,1.0,14,205,14.64,935,66.79,4.56,53.0,3.79,48,19.36,6,0.43,7,0.5,44,3.14,49,3.5,244,17.43,5.55,12.0,0.86,2,0.14,249,17.79,254,18.14,65.0,4.64,1,0.07,0.0,1.0,169.9,12.14,10.9,6.43,12.31,1,3,3,3,4,1.0,0.4,12.58,191.9,13.71,12.85,6.91,13.84,1,3,2,4,4,1.33,0.4,16.52,213.9,15.28,14.6,7.5,15.56,0,3,3,4,4,1.33,0.4,15.58
Bijan Robinson,ATL,RB,1.0,17,214,12.59,976,57.41,4.56,50.0,2.94,38,16.24,7,0.41,4,0.24,58,3.41,86,5.06,487,28.65,8.4,24.0,1.41,4,0.24,272,16.0,300,17.65,74.0,4.35,3,0.18,0.01,1.0,188.3,11.08,12.2,6.6,11.16,3,1,4,5,4,1.12,0.31,12.58,217.3,12.78,12.2,7.17,12.79,3,0,5,3,6,1.12,0.55,15.65,246.3,14.49,13.0,7.85,14.59,3,0,5,2,7,1.12,0.7,14.65
De'Von Achane,MIA,RB,2.0,11,103,9.36,800,72.73,7.77,30.0,2.73,76,29.36,8,0.73,8,0.73,27,2.45,37,3.36,197,17.91,7.3,10.0,0.91,3,0.27,130,11.82,140,12.73,40.0,3.64,1,0.09,0.01,1.0,163.7,14.88,12.1,13.89,12.45,3,1,1,1,5,1.2,0.83,13.1,177.2,16.11,12.6,14.25,13.57,3,1,1,1,5,1.2,0.83,15.57,190.7,17.34,13.1,14.64,14.93,3,0,2,1,5,1.2,0.83,14.5
Tony Pollard,TEN,RB,1.0,17,252,14.82,1005,59.12,3.99,56.0,3.29,31,16.41,6,0.35,6,0.35,55,3.24,67,3.94,311,18.29,5.65,12.0,0.71,0,0.0,307,18.06,319,18.76,68.0,4.0,1,0.06,0.0,1.0,167.6,9.86,9.6,4.95,10.68,2,6,1,6,2,0.89,0.13,11.09,195.1,11.48,13.1,5.45,12.3,2,6,0,7,2,1.12,0.13,15.3,222.6,13.09,15.1,6.1,14.04,3,4,1,6,3,1.12,0.21,14.9
Kenneth Walker III,SEA,RB,1.0,15,219,14.6,905,60.33,4.13,46.0,3.07,45,20.0,7,0.47,8,0.53,29,1.93,37,2.47,259,17.27,8.93,9.0,0.6,1,0.07,248,16.53,256,17.07,55.0,3.67,0,0.0,0.0,1.0,170.4,11.36,11.1,7.17,11.21,2,2,3,4,4,1.14,0.36,12.18,184.9,12.33,12.1,7.3,12.27,2,3,2,4,4,1.14,0.36,14.84,199.4,13.29,13.1,7.49,13.54,2,3,2,4,4,1.14,0.36,13.91
Josh Jacobs,GB,RB,1.0,13,233,17.92,805,61.92,3.45,34.0,2.62,63,17.23,3,0.23,6,0.46,37,2.85,54,4.15,296,22.77,8.0,15.0,1.15,0,0.0,270,20.77,287,22.08,49.0,3.77,1,0.08,0.0,1.0,144.1,11.08,9.3,6.22,11.33,1,3,3,3,3,0.86,0.3,11.73,162.6,12.51,10.3,6.63,12.76,1,3,3,2,4,0.86,0.44,14.74,181.1,13.93,11.3,7.18,14.34,2,2,3,2,4,0.86,0.44,13.89
Jahmyr Gibbs,DET,RB,2.0,15,182,12.13,945,63.0,5.19,42.0,2.8,36,21.67,10,0.67,10,0.67,52,3.47,71,4.73,316,21.07,6.08,20.0,1.33,1,0.07,234,15.6,253,16.87,62.0,4.13,1,0.07,0.0,1.0,190.1,12.67,9.0,7.56,12.35,1,4,3,1,6,0.88,0.67,11.87,216.1,14.41,9.3,8.03,14.01,1,3,4,1,6,0.88,0.67,14.72,242.1,16.14,12.6,8.67,15.85,2,3,2,2,6,1.14,0.67,14.9
James Cook,BUF,RB,1.0,17,237,13.94,1122,66.0,4.73,53.0,3.12,42,17.18,6,0.35,2,0.12,44,2.59,54,3.18,445,26.18,10.11,16.0,0.94,4,0.24,281,16.53,291,17.12,69.0,4.06,2,0.12,0.01,1.0,188.7,11.1,10.0,7.9,10.69,3,3,2,4,5,1.12,0.42,11.58,210.7,12.39,11.0,8.06,12.04,3,4,2,3,5,0.89,0.42,14.38,232.7,13.69,12.0,8.32,13.58,3,4,2,3,5,0.89,0.42,13.36
Rhamondre Stevenson,NE,RB,1.0,12,156,13.0,619,51.58,3.97,36.0,3.0,64,15.42,1,0.08,4,0.33,38,3.17,51,4.25,238,19.83,6.26,8.0,0.67,0,0.0,194,16.17,207,17.25,44.0,3.67,1,0.08,0.01,1.0,107.7,8.98,8.7,5.45,9.49,3,2,2,3,2,0.71,0.2,10.04,126.7,10.56,11.6,6.17,10.97,3,2,0,5,2,1.4,0.2,14.11,145.7,12.14,13.85,6.96,12.6,3,2,0,5,2,1.4,0.2,13.83
D'Andre Swift,CHI,RB,1.0,16,229,14.31,1049,65.56,4.58,50.0,3.12,43,17.12,6,0.38,5,0.31,39,2.44,49,3.06,214,13.38,5.49,8.0,0.5,1,0.06,268,16.75,278,17.38,58.0,3.62,1,0.06,0.0,1.0,160.3,10.02,9.1,5.97,10.35,3,1,5,5,2,0.78,0.14,10.54,179.8,11.24,11.2,6.29,11.62,3,1,4,6,2,1.0,0.14,13.87,199.3,12.46,12.45,6.76,13.02,3,1,4,6,2,1.0,0.14,13.12
Brian Robinson Jr.,WAS,RB,2.0,15,178,11.87,733,48.87,4.12,47.0,3.13,29,15.13,4,0.27,5,0.33,36,2.4,43,2.87,368,24.53,10.22,15.0,1.0,4,0.27,214,14.27,221,14.73,62.0,4.13,2,0.13,0.01,1.0,162.1,10.81,8.3,6.15,11.08,1,2,5,5,2,0.88,0.15,10.34,180.1,12.01,9.6,6.55,12.29,1,3,4,4,3,0.88,0.25,13.52,198.1,13.21,11.6,7.08,13.64,1,4,4,3,3,0.67,0.25,12.63
Austin Ekeler,WAS,RB,1.0,14,179,12.79,628,44.86,3.51,34.0,2.43,55,13.93,3,0.21,5,0.36,51,3.64,74,5.29,436,31.14,8.55,20.0,1.43,1,0.07,230,16.43,253,18.07,54.0,3.86,4,0.29,0.02,1.0,134.4,9.6,5.6,6.98,9.54,4,4,1,0,5,0.56,0.56,9.14,159.9,11.42,8.3,7.3,11.37,3,3,3,0,5,0.56,0.56,12.88,185.4,13.24,10.9,7.73,13.38,3,2,4,0,5,0.56,0.56,12.8
Aaron Jones Sr.,MIN,RB,1.0,11,142,12.91,656,59.64,4.62,34.0,3.09,39,14.91,3,0.27,2,0.18,30,2.73,43,3.91,233,21.18,7.77,13.0,1.18,1,0.09,172,15.64,185,16.82,47.0,4.27,1,0.09,0.01,1.0,104.9,9.54,6.9,6.99,9.47,2,3,1,4,1,0.83,0.1,9.24,119.9,10.9,8.9,7.06,10.95,2,3,1,4,1,0.83,0.1,12.77,134.9,12.26,10.9,7.21,12.61,2,2,2,3,2,0.83,0.22,12.25
Jerome Ford,CLE,RB,2.0,17,204,12.0,813,47.82,3.99,33.0,1.94,69,21.71,5,0.29,4,0.24,44,2.59,63,3.71,319,18.76,7.25,16.0,0.94,5,0.29,248,14.59,267,15.71,49.0,2.88,1,0.06,0.0,1.0,167.2,9.84,8.3,6.38,9.99,5,0,5,3,4,0.7,0.31,10.04,189.2,11.13,10.2,6.38,11.46,4,1,6,3,3,0.55,0.21,12.58,211.2,12.42,11.9,6.48,13.12,3,1,6,4,3,0.7,0.21,12.62
Najee Harris,PIT,RB,1.0,17,255,15.0,1035,60.88,4.06,51.0,3.0,25,16.35,8,0.47,8,0.47,29,1.71,38,2.24,170,10.0,5.86,9.0,0.53,0,0.0,284,16.71,293,17.24,60.0,3.53,1,0.06,0.0,1.0,166.5,9.79,7.7,6.54,9.89,5,3,1,4,4,0.89,0.31,10.06,181.0,10.65,8.7,6.64,10.86,5,2,3,4,3,0.7,0.21,12.36,195.5,11.5,10.5,6.84,11.98,5,2,3,4,3,0.7,0.21,11.76
Zack Moss,CIN,RB,1.0,14,183,13.07,794,56.71,4.34,43.0,3.07,56,17.21,6,0.43,5,0.36,27,1.93,37,2.64,192,13.71,7.11,10.0,0.71,2,0.14,210,15.0,220,15.71,53.0,3.79,0,0.0,0.0,1.0,142.6,10.19,8.0,8.3,9.69,3,3,3,2,3,0.56,0.27,9.63,156.1,11.15,8.5,8.63,10.65,3,3,3,2,3,0.56,0.27,12.11,169.6,12.11,9.3,9.04,11.77,3,4,2,2,3,0.56,0.27,10.99
Chuba Hubbard,CAR,RB,1.0,17,238,14.0,902,53.06,3.79,59.0,3.47,22,13.18,4,0.24,5,0.29,39,2.29,44,2.59,233,13.71,5.97,9.0,0.53,0,0.0,277,16.29,282,16.59,68.0,4.0,0,0.0,0.0,1.0,143.5,8.44,6.9,5.29,8.99,3,4,5,4,1,0.42,0.06,8.6,163.0,9.59,8.7,5.17,10.41,3,4,5,3,2,0.42,0.13,11.99,182.5,10.74,10.7,5.14,12.01,3,4,7,1,2,0.21,0.13,11.21
Gus Edwards,LAC,RB,2.0,17,198,11.65,810,47.65,4.09,49.0,2.88,42,15.88,6,0.35,13,0.76,12,0.71,13,0.76,180,10.59,15.0,5.0,0.29,0,0.0,210,12.35,211,12.41,54.0,3.18,2,0.12,0.01,1.0,175.0,10.29,8.8,7.3,10.11,3,5,1,4,4,0.89,0.31,10.11,181.0,10.65,9.3,7.49,10.53,6,2,2,3,4,0.7,0.31,11.92,187.0,11.0,9.8,7.7,11.13,7,1,3,3,3,0.55,0.21,10.52
Javonte Williams,DEN,RB,1.0,16,217,13.56,774,48.38,3.57,41.0,2.56,21,13.62,2,0.12,3,0.19,47,2.94,58,3.62,228,14.25,4.85,10.0,0.62,2,0.12,264,16.5,275,17.19,51.0,3.19,1,0.06,0.0,1.0,132.2,8.26,7.05,4.74,9.04,2,5,5,2,2,0.33,0.14,8.76,155.7,9.73,8.1,5.09,10.6,2,6,4,1,3,0.33,0.23,11.51,179.2,11.2,9.85,5.51,12.32,2,5,5,1,3,0.33,0.23,11.3
Jaylen Warren,PIT,RB,2.0,17,149,8.76,784,46.12,5.26,36.0,2.12,74,17.0,6,0.35,4,0.24,61,3.59,74,4.35,370,21.76,6.07,19.0,1.12,0,0.0,210,12.35,223,13.12,55.0,3.24,2,0.12,0.01,1.0,135.4,7.96,5.5,5.31,8.47,5,4,4,1,3,0.31,0.21,7.57,165.9,9.76,8.5,5.1,10.63,1,6,6,1,3,0.31,0.21,11.25,196.4,11.55,10.4,4.98,13.03,0,7,6,1,3,0.31,0.21,11.35
Ezekiel Elliott,LAC,RB,1.0,17,184,10.82,642,37.76,3.49,33.0,1.94,17,9.59,0,0.0,3,0.18,51,3.0,65,3.82,313,18.41,6.14,12.0,0.71,2,0.12,235,13.82,249,14.65,45.0,2.65,1,0.06,0.0,1.0,123.5,7.26,8.1,4.74,7.95,6,2,5,3,1,0.31,0.06,8.36,149.0,8.76,9.1,5.38,9.42,5,3,5,3,1,0.31,0.06,10.67,174.5,10.26,9.6,6.23,10.95,4,4,5,2,2,0.31,0.13,10.25
Devin Singletary,NYG,RB,1.0,17,216,12.71,898,52.82,4.16,41.0,2.41,24,13.06,3,0.18,4,0.24,30,1.76,38,2.24,193,11.35,6.43,7.0,0.41,0,0.0,246,14.47,254,14.94,48.0,2.82,0,0.0,0.0,1.0,137.3,8.08,6.3,6.29,8.24,6,3,3,2,3,0.42,0.21,8.09,152.3,8.96,7.8,6.47,9.2,6,3,3,2,3,0.42,0.21,10.49,167.3,9.84,8.8,6.73,10.29,6,3,3,2,3,0.42,0.21,9.91
Keaton Mitchell,BAL,RB,2.0,7,47,6.71,396,56.57,8.43,19.0,2.71,60,28.57,7,1.0,2,0.29,9,1.29,11,1.57,93,13.29,10.33,5.0,0.71,0,0.0,56,8.0,58,8.29,24.0,3.43,0,0.0,0.0,0.84,60.9,8.7,8.8,6.03,8.97,2,1,2,1,1,0.4,0.17,7.23,65.4,9.34,9.8,6.04,9.76,2,1,2,1,1,0.4,0.17,9.55,69.9,9.99,10.8,6.06,10.73,2,1,2,1,1,0.4,0.17,8.49
Kareem Hunt,KC,RB,2.0,15,135,9.0,411,27.4,3.04,38.0,2.53,16,8.27,0,0.0,9,0.6,15,1.0,21,1.4,84,5.6,5.6,5.0,0.33,0,0.0,150,10.0,156,10.4,43.0,2.87,0,0.0,0.0,1.0,103.5,6.9,7.6,4.69,7.57,6,1,4,4,0,0.36,0.0,7.56,111.0,7.4,8.6,4.71,8.22,7,0,5,3,0,0.25,0.0,9.52,118.5,7.9,9.1,4.79,9.0,6,2,4,3,0,0.25,0.0,8.6
D'Onta Foreman,CLE,RB,3.0,9,109,12.11,425,47.22,3.9,24.0,2.67,22,12.0,1,0.11,4,0.44,11,1.22,16,1.78,77,8.56,7.0,6.0,0.67,1,0.11,120,13.33,125,13.89,30.0,3.33,0,0.0,0.0,0.93,80.2,8.91,7.2,9.05,8.3,3,0,4,1,1,0.29,0.12,7.52,85.7,9.52,7.4,9.42,8.9,3,2,2,1,1,0.29,0.12,9.49,91.2,10.13,7.7,9.81,9.65,3,3,1,1,1,0.29,0.12,8.21
AJ Dillon,GB,RB,2.0,15,178,11.87,613,40.87,3.44,32.0,2.13,40,11.67,1,0.07,2,0.13,22,1.47,28,1.87,223,14.87,10.14,10.0,0.67,0,0.0,200,13.33,206,13.73,42.0,2.8,0,0.0,0.0,1.0,95.6,6.37,6.3,3.17,7.72,5,3,6,1,0,0.07,0.0,7.08,106.6,7.11,7.7,3.3,8.63,5,3,6,1,0,0.07,0.0,9.41,117.6,7.84,9.1,3.6,9.59,5,3,6,1,0,0.07,0.0,8.95
Khalil Herbert,CIN,RB,2.0,12,132,11.0,611,50.92,4.63,25.0,2.08,38,14.92,5,0.42,2,0.17,20,1.67,31,2.58,134,11.17,6.7,9.0,0.75,1,0.08,152,12.67,163,13.58,34.0,2.83,1,0.08,0.01,1.0,92.5,7.71,4.95,6.86,7.69,6,1,2,0,3,0.33,0.33,7.25,102.5,8.54,5.7,7.1,8.57,6,2,1,0,3,0.33,0.33,9.31,112.5,9.38,6.45,7.38,9.58,6,2,1,0,3,0.33,0.33,8.6
Alexander Mattison,LV,RB,1.0,16,180,11.25,700,43.75,3.89,28.0,1.75,21,11.38,1,0.06,0,0.0,30,1.88,44,2.75,192,12.0,6.4,5.0,0.31,3,0.19,210,13.12,224,14.0,33.0,2.06,2,0.12,0.01,1.0,103.2,6.45,6.15,4.26,7.25,7,2,3,3,1,0.33,0.07,7.27,118.2,7.39,6.55,4.61,8.25,7,3,2,4,0,0.33,0.0,8.77,133.2,8.33,6.8,5.02,9.37,7,3,2,4,0,0.33,0.0,8.28
Tyjae Spears,TEN,RB,2.0,17,100,5.88,453,26.65,4.53,24.0,1.41,23,13.06,3,0.18,2,0.12,52,3.06,70,4.12,385,22.65,7.4,17.0,1.0,1,0.06,152,8.94,170,10.0,41.0,2.41,0,0.0,0.0,1.0,101.8,5.99,5.5,4.74,6.55,8,4,2,2,1,0.21,0.06,6.19,127.8,7.52,6.5,5.06,8.2,8,3,3,2,1,0.21,0.06,8.45,153.8,9.05,7.3,5.47,9.97,6,5,2,3,1,0.31,0.06,8.38
Tyler Allgeier,ATL,RB,2.0,17,186,10.94,683,40.18,3.67,39.0,2.29,31,11.29,2,0.12,4,0.24,18,1.06,23,1.35,193,11.35,10.72,6.0,0.35,1,0.06,204,12.0,209,12.29,45.0,2.65,0,0.0,0.0,1.0,119.6,7.04,5.1,5.48,7.42,7,5,1,3,1,0.31,0.06,6.71,128.6,7.56,5.1,5.76,7.99,9,3,1,3,1,0.31,0.06,8.26,137.6,8.09,6.0,6.08,8.68,12,0,1,3,1,0.31,0.06,7.58
Darrell Henderson Jr.,FA,RB,0.0,4,46,11.5,112,28.0,2.43,5.0,1.25,16,8.25,0,0.0,2,0.5,10,2.5,14,3.5,103,25.75,10.3,3.0,0.75,0,0.0,56,14.0,60,15.0,8.0,2.0,0,0.0,0.0,0.65,33.5,8.38,8.7,3.74,9.73,1,0,2,1,0,0.33,0.0,6.01,38.5,9.62,10.45,3.66,11.39,1,0,2,1,0,0.33,0.0,7.9,43.5,10.88,12.2,3.69,13.22,1,0,1,2,0,1.0,0.0,8.21
Antonio Gibson,NE,RB,2.0,16,65,4.06,265,16.56,4.08,13.0,0.81,16,8.12,0,0.0,1,0.06,48,3.0,59,3.69,389,24.31,8.1,19.0,1.19,2,0.12,113,7.06,124,7.75,32.0,2.0,2,0.12,0.02,1.0,79.4,4.96,3.95,3.11,6.03,9,2,4,1,0,0.07,0.0,4.86,103.4,6.46,6.35,3.43,7.78,7,3,5,1,0,0.07,0.0,7.52,127.4,7.96,8.4,3.87,9.56,5,5,4,2,0,0.14,0.0,8.15
Nick Chubb,CLE,RB,1.0,2,28,14.0,170,85.0,6.07,8.0,4.0,20,18.5,1,0.5,0,0.0,4,2.0,4,2.0,21,10.5,5.25,1.0,0.5,0,0.0,32,16.0,32,16.0,9.0,4.5,0,0.0,0.0,0.44,19.1,9.55,9.55,4.45,10.62,0,1,0,1,0,1.0,0.0,4.72,21.1,10.55,10.55,5.87,11.1,0,1,0,1,0,1.0,0.0,7.23,23.1,11.55,11.55,7.28,11.85,1,0,0,1,0,1.0,0.0,5.29
Zach Charbonnet,SEA,RB,2.0,16,108,6.75,462,28.88,4.28,32.0,2.0,23,10.62,4,0.25,1,0.06,33,2.06,40,2.5,209,13.06,6.33,7.0,0.44,0,0.0,141,8.81,148,9.25,39.0,2.44,0,0.0,0.0,1.0,73.1,4.57,4.3,3.74,5.31,8,6,1,0,1,0.07,0.07,4.95,89.6,5.6,5.15,4.04,6.46,9,4,2,1,0,0.07,0.0,6.88,106.1,6.63,5.65,4.5,7.67,9,3,2,2,0,0.14,0.0,6.45
Samaje Perine,KC,RB,3.0,17,53,3.12,238,14.0,4.49,14.0,0.82,24,6.53,1,0.06,1,0.06,50,2.94,56,3.29,455,26.76,9.1,23.0,1.35,0,0.0,103,6.06,109,6.41,37.0,2.18,2,0.12,0.02,1.0,71.3,4.19,3.5,3.08,5.11,12,1,3,1,0,0.06,0.0,4.17,96.3,5.66,4.9,3.3,6.88,10,3,3,1,0,0.06,0.0,6.53,121.3,7.14,6.0,3.66,8.69,9,3,3,2,0,0.13,0.0,6.7
Cam Akers,MIN,RB,2.0,7,60,8.57,167,23.86,2.78,12.0,1.71,19,11.0,0,0.0,2,0.29,11,1.57,12,1.71,70,10.0,6.36,2.0,0.29,0,0.0,71,10.14,72,10.29,14.0,2.0,0,0.0,0.0,0.84,35.7,5.1,5.1,2.96,6.28,3,2,2,0,0,0.0,0.0,4.67,41.2,5.89,6.1,2.75,7.48,3,2,2,0,0,0.0,0.0,6.41,46.7,6.67,7.1,2.61,8.84,2,4,1,0,0,0.0,0.0,6.2
