Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Miles Sanders,CAR,RB,1.0,16,179,11.19,818,51.12,4.57,30.0,1.88,65,20.06,5,0.31,3,0.19,50,3.12,63,3.94,509,31.81,10.18,19.0,1.19,3,0.19,229,14.31,242,15.12,49.0,3.06,1,0.06,0.0,1.0,168.7,10.54,7.25,7.73,10.21,5,4,2,1,4,0.45,0.33,9.45,193.7,12.11,8.85,8.24,11.7,4,4,3,1,4,0.45,0.33,12.22,218.7,13.67,10.65,8.78,13.38,5,1,5,1,4,0.45,0.33,12.08
Phillip Lindsay,FA,RB,0.0,16,224,14.0,1011,63.19,4.51,38.0,2.38,40,17.19,7,0.44,7,0.44,35,2.19,48,3.0,196,12.25,5.6,9.0,0.56,0,0.0,259,16.19,272,17.0,47.0,2.94,0,0.0,0.0,1.0,162.7,10.17,7.15,6.49,10.29,2,6,2,3,3,0.6,0.23,9.65,180.2,11.26,8.6,6.81,11.41,3,6,1,3,3,0.6,0.23,12.15,197.7,12.36,10.6,7.2,12.71,4,3,3,3,3,0.6,0.23,12.0
Carlos Hyde,FA,RB,0.0,16,245,15.31,1070,66.88,4.37,55.0,3.44,58,19.5,8,0.5,6,0.38,10,0.62,16,1.0,42,2.62,4.2,2.0,0.12,0,0.0,255,15.94,261,16.31,57.0,3.56,2,0.12,0.01,1.0,143.2,8.95,8.4,4.59,9.87,3,2,6,3,2,0.45,0.14,9.67,148.2,9.26,8.9,4.55,10.38,3,5,3,4,1,0.45,0.07,11.76,153.2,9.57,9.65,4.57,11.04,4,5,4,3,0,0.23,0.0,10.21
Damien Williams,FA,RB,0.0,11,111,10.09,498,45.27,4.49,22.0,2.0,91,21.91,2,0.18,5,0.45,30,2.73,37,3.36,213,19.36,7.1,10.0,0.91,2,0.18,141,12.82,148,13.45,32.0,2.91,1,0.09,0.01,1.0,111.1,10.1,8.9,8.01,9.7,3,1,3,2,2,0.57,0.22,9.73,126.1,11.46,9.0,8.35,11.04,3,2,2,2,2,0.57,0.22,11.76,141.1,12.83,9.0,8.77,12.56,3,3,0,3,2,0.83,0.22,11.13
Kerryon Johnson,FA,RB,0.0,8,113,14.12,403,50.38,3.57,22.0,2.75,20,10.62,1,0.12,3,0.38,10,1.25,15,1.88,127,15.88,12.7,7.0,0.88,1,0.12,123,15.38,128,16.0,29.0,3.62,1,0.12,0.01,0.88,75.0,9.38,10.8,4.57,10.36,2,1,1,4,0,1.0,0.0,9.78,80.0,10.0,11.05,4.81,11.05,2,1,2,3,0,0.6,0.0,11.65,85.0,10.62,11.3,5.08,11.93,2,1,2,3,0,0.6,0.0,10.23
David Montgomery,DET,RB,1.0,16,242,15.12,889,55.56,3.67,50.0,3.12,55,14.44,3,0.19,6,0.38,25,1.56,35,2.19,185,11.56,7.4,7.0,0.44,1,0.06,267,16.69,277,17.31,57.0,3.56,2,0.12,0.01,1.0,145.4,9.09,6.65,6.15,9.32,5,4,2,2,3,0.45,0.23,8.96,157.9,9.87,7.4,6.37,10.17,6,3,2,2,3,0.45,0.23,11.38,170.4,10.65,8.3,6.64,11.18,8,1,2,3,2,0.45,0.14,10.26
James White,FA,RB,0.0,15,67,4.47,263,17.53,3.93,15.0,1.0,32,8.27,1,0.07,1,0.07,72,4.8,95,6.33,645,43.0,8.96,31.0,2.07,5,0.33,139,9.27,162,10.8,46.0,3.07,1,0.07,0.01,1.0,128.2,8.55,7.4,6.79,8.55,3,4,5,2,1,0.25,0.07,7.88,164.2,10.95,9.9,7.16,10.95,2,1,9,2,1,0.25,0.07,11.38,200.2,13.35,12.9,7.69,13.5,2,1,7,4,1,0.5,0.07,12.33
Sony Michel,FA,RB,0.0,16,247,15.44,912,57.0,3.69,55.0,3.44,26,13.75,3,0.19,7,0.44,12,0.75,20,1.25,94,5.88,7.83,7.0,0.44,0,0.0,259,16.19,267,16.69,62.0,3.88,1,0.06,0.0,1.0,140.6,8.79,7.95,5.73,9.17,5,3,3,3,2,0.45,0.14,9.25,146.6,9.16,7.95,5.9,9.62,6,3,2,3,2,0.45,0.14,11.37,152.6,9.54,7.95,6.1,10.22,7,2,5,0,2,0.14,0.14,9.32
Ronald Jones II,FA,RB,0.0,16,172,10.75,724,45.25,4.21,34.0,2.12,49,16.44,6,0.38,6,0.38,31,1.94,40,2.5,309,19.31,9.97,12.0,0.75,0,0.0,203,12.69,212,13.25,46.0,2.88,2,0.12,0.01,1.0,135.3,8.46,8.15,5.25,9.02,5,3,2,5,1,0.6,0.07,8.96,150.8,9.43,8.85,5.79,9.95,5,3,2,4,2,0.6,0.14,11.15,166.3,10.39,10.1,6.44,11.0,6,2,3,3,2,0.45,0.14,10.5
Jordan Howard,FA,RB,0.0,10,119,11.9,525,52.5,4.41,28.0,2.8,20,13.2,1,0.1,6,0.6,10,1.0,14,1.4,69,6.9,6.9,3.0,0.3,1,0.1,129,12.9,133,13.3,31.0,3.1,0,0.0,0.0,0.96,101.4,10.14,7.65,8.66,9.55,3,2,1,2,2,0.67,0.25,8.94,106.4,10.64,8.15,8.94,10.07,3,2,1,2,2,0.67,0.25,10.89,111.4,11.14,8.65,9.25,10.76,3,3,1,2,1,0.43,0.11,9.42
Adrian Peterson,FA,RB,0.0,16,211,13.19,898,56.12,4.26,41.0,2.56,32,15.19,6,0.38,5,0.31,17,1.06,23,1.44,142,8.88,8.35,7.0,0.44,0,0.0,228,14.25,234,14.62,48.0,3.0,2,0.12,0.01,1.0,130.0,8.12,7.65,5.25,8.67,6,2,2,5,1,0.6,0.07,8.76,138.5,8.66,8.25,5.45,9.27,8,0,2,6,0,0.6,0.0,10.65,147.0,9.19,9.0,5.7,10.02,8,0,2,6,0,0.6,0.0,9.75
David Johnson,FA,RB,0.0,13,94,7.23,345,26.54,3.67,20.0,1.54,18,9.0,0,0.0,2,0.15,36,2.77,47,3.62,370,28.46,10.28,17.0,1.31,4,0.31,130,10.0,141,10.85,37.0,2.85,1,0.08,0.01,1.0,105.5,8.12,7.4,8.2,7.74,6,1,0,4,2,0.86,0.18,8.28,123.5,9.5,7.9,9.39,8.88,6,1,0,3,3,0.86,0.3,10.49,141.5,10.88,8.4,10.62,10.16,6,1,1,2,3,0.62,0.3,9.59
Kareem Hunt,KC,RB,1.0,9,43,4.78,179,19.89,4.16,8.0,0.89,16,7.22,0,0.0,2,0.22,37,4.11,44,4.89,285,31.67,7.7,17.0,1.89,1,0.11,80,8.89,87,9.67,25.0,2.78,0,0.0,0.0,0.93,64.4,7.16,7.4,4.29,8.03,3,1,3,2,0,0.29,0.0,6.95,82.9,9.21,10.9,4.75,10.21,3,0,4,2,0,0.29,0.0,10.45,101.4,11.27,12.6,5.49,12.4,2,1,2,4,0,0.8,0.0,10.95
Raheem Mostert,MIA,RB,1.0,16,137,8.56,772,48.25,5.64,31.0,1.94,41,15.19,3,0.19,8,0.5,14,0.88,22,1.38,180,11.25,12.86,6.0,0.38,2,0.12,151,9.44,159,9.94,37.0,2.31,2,0.12,0.01,1.0,151.2,9.45,7.9,8.11,9.04,7,1,1,3,4,0.78,0.33,9.02,158.2,9.89,8.15,8.42,9.5,8,0,2,2,4,0.6,0.33,10.3,165.2,10.32,8.4,8.75,10.12,8,0,3,1,4,0.45,0.33,9.36
Jamaal Williams,NO,RB,2.0,14,107,7.64,456,32.57,4.26,23.0,1.64,45,10.86,1,0.07,1,0.07,39,2.79,45,3.21,253,18.07,6.49,16.0,1.14,5,0.36,146,10.43,152,10.86,39.0,2.79,0,0.0,0.0,1.0,106.9,7.64,7.35,5.38,8.1,5,2,4,2,1,0.27,0.08,7.72,126.4,9.03,8.95,5.99,9.45,6,1,4,2,1,0.27,0.08,10.29,145.9,10.42,10.45,6.7,10.91,6,1,3,3,1,0.4,0.08,10.22
Duke Johnson Jr.,FA,RB,0.0,16,83,5.19,410,25.62,4.94,17.0,1.06,40,13.81,3,0.19,2,0.12,44,2.75,62,3.88,410,25.62,9.32,18.0,1.12,3,0.19,127,7.94,145,9.06,35.0,2.19,1,0.06,0.01,1.0,110.0,6.88,6.15,4.55,7.6,7,2,3,4,0,0.33,0.0,6.82,132.0,8.25,7.35,5.18,8.95,6,4,2,3,1,0.33,0.07,9.03,154.0,9.62,8.75,5.87,10.42,6,3,4,1,2,0.23,0.14,9.07
Tevin Coleman,FA,RB,0.0,14,137,9.79,544,38.86,3.97,26.0,1.86,48,14.57,4,0.29,6,0.43,21,1.5,30,2.14,180,12.86,8.57,9.0,0.64,1,0.07,158,11.29,167,11.93,35.0,2.5,0,0.0,0.0,1.0,114.4,8.17,5.85,9.04,7.61,6,4,0,2,2,0.4,0.17,7.28,124.9,8.92,6.85,9.18,8.39,6,3,2,2,1,0.27,0.08,8.99,135.4,9.67,7.85,9.35,9.32,6,3,2,2,1,0.27,0.08,8.52
Tarik Cohen,FA,RB,0.0,16,64,4.0,213,13.31,3.33,15.0,0.94,19,7.44,0,0.0,0,0.0,79,4.94,104,6.5,456,28.5,5.77,18.0,1.12,3,0.19,143,8.94,168,10.5,33.0,2.06,0,0.0,0.0,1.0,84.9,5.31,4.75,3.18,6.42,10,2,3,1,0,0.07,0.0,5.61,124.4,7.78,7.65,3.62,9.23,7,3,5,1,0,0.07,0.0,8.93,163.9,10.24,10.35,4.4,11.92,4,4,4,4,0,0.33,0.0,10.37
Royce Freeman,LAR,RB,1.0,16,132,8.25,496,31.0,3.76,22.0,1.38,26,10.19,1,0.06,3,0.19,43,2.69,50,3.12,256,16.0,5.95,10.0,0.62,1,0.06,175,10.94,182,11.38,32.0,2.0,0,0.0,0.0,1.0,99.2,6.2,6.4,3.66,7.24,7,3,5,1,0,0.07,0.0,6.69,120.7,7.54,7.35,3.93,8.77,6,3,5,2,0,0.14,0.0,8.78,142.2,8.89,8.85,4.33,10.38,7,2,5,2,0,0.14,0.0,9.02
LeSean McCoy,FA,RB,0.0,13,101,7.77,465,35.77,4.6,24.0,1.85,39,14.85,4,0.31,4,0.31,28,2.15,34,2.62,181,13.92,6.46,5.0,0.38,1,0.08,129,9.92,135,10.38,29.0,2.23,2,0.15,0.02,1.0,90.6,6.97,4.4,5.9,7.22,7,0,3,2,1,0.3,0.08,6.18,104.6,8.05,6.3,6.15,8.36,7,1,2,2,1,0.3,0.08,8.51,118.6,9.12,8.3,6.45,9.65,6,2,2,2,1,0.3,0.08,8.71
Latavius Murray,FA,RB,0.0,16,146,9.12,637,39.81,4.36,38.0,2.38,30,12.62,3,0.19,5,0.31,34,2.12,43,2.69,235,14.69,6.91,9.0,0.56,1,0.06,180,11.25,189,11.81,47.0,2.94,0,0.0,0.0,1.0,123.2,7.7,4.15,8.52,7.28,9,0,4,1,2,0.23,0.14,6.25,140.2,8.76,5.15,9.44,8.18,9,1,3,1,2,0.23,0.14,8.48,157.2,9.82,6.15,10.4,9.22,9,1,4,0,2,0.14,0.14,7.71
Chris Thompson,FA,RB,0.0,11,37,3.36,138,12.55,3.73,9.0,0.82,16,7.18,0,0.0,0,0.0,42,3.82,58,5.27,378,34.36,9.0,16.0,1.45,0,0.0,79,7.18,95,8.64,25.0,2.27,0,0.0,0.0,1.0,51.6,4.69,4.3,2.79,5.86,7,2,2,0,0,0.0,0.0,4.93,72.6,6.6,7.2,3.5,7.9,5,4,1,1,0,0.1,0.0,8.18,93.6,8.51,9.2,4.36,9.92,4,4,1,2,0,0.22,0.0,8.8
Chris Thompson,FA,RB,0.0,11,37,3.36,138,12.55,3.73,7.0,0.64,16,7.18,0,0.0,0,0.0,42,3.82,58,5.27,378,34.36,9.0,16.0,1.45,0,0.0,79,7.18,95,8.64,23.0,2.09,0,0.0,0.0,1.0,51.6,4.69,4.3,2.79,5.86,7,2,2,0,0,0.0,0.0,4.93,72.6,6.6,7.2,3.5,7.9,5,4,1,1,0,0.1,0.0,8.09,93.6,8.51,9.2,4.36,9.92,4,4,1,2,0,0.22,0.0,8.8
Matt Breida,FA,RB,0.0,13,123,9.46,623,47.92,5.07,23.0,1.77,83,20.08,4,0.31,1,0.08,19,1.46,22,1.69,120,9.23,6.32,6.0,0.46,1,0.08,142,10.92,145,11.15,29.0,2.23,1,0.08,0.01,1.0,84.3,6.48,5.0,6.73,6.5,7,2,2,1,1,0.18,0.08,6.07,93.8,7.22,5.5,7.03,7.25,8,1,2,1,1,0.18,0.08,7.69,103.3,7.95,6.0,7.36,8.13,8,0,3,1,1,0.18,0.08,7.12
Bo Scarbrough,FA,RB,0.0,6,89,14.83,377,62.83,4.24,15.0,2.5,30,18.0,2,0.33,1,0.17,1,0.17,4,0.67,5,0.83,5.0,0.0,0.0,0,0.0,90,15.0,93,15.5,15.0,2.5,1,0.17,0.01,0.78,42.2,7.03,7.4,2.95,8.67,2,1,2,1,0,0.2,0.0,6.45,42.7,7.12,7.65,2.95,8.89,2,3,1,0,0,0.0,0.0,7.64,43.2,7.2,7.9,2.97,9.24,2,3,1,0,0,0.0,0.0,6.58
Peyton Barber,FA,RB,0.0,16,154,9.62,470,29.38,3.05,23.0,1.44,17,8.56,0,0.0,6,0.38,16,1.0,24,1.5,115,7.19,7.19,4.0,0.25,1,0.06,170,10.62,178,11.12,27.0,1.69,1,0.06,0.01,1.0,100.5,6.28,4.9,5.0,6.78,8,3,3,1,1,0.14,0.07,6.07,108.5,6.78,5.9,5.0,7.42,9,3,2,1,1,0.14,0.07,7.57,116.5,7.28,6.9,5.04,8.19,9,4,1,2,0,0.14,0.0,7.34
Rex Burkhead,FA,RB,0.0,13,65,5.0,302,23.23,4.65,18.0,1.38,33,9.08,1,0.08,3,0.23,27,2.08,38,2.92,279,21.46,10.33,10.0,0.77,0,0.0,92,7.08,103,7.92,28.0,2.15,1,0.08,0.01,1.0,74.1,5.7,4.8,4.7,6.25,7,2,1,3,0,0.3,0.0,5.59,87.6,6.74,5.8,5.46,7.22,8,1,1,3,0,0.3,0.0,7.45,101.1,7.78,6.4,6.26,8.28,8,1,0,3,1,0.44,0.08,7.31
