Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Jay Ajayi,FA,RB,0.0,13.57,200.14,14.22,889.0,62.83,4.34,40.43,2.85,61.71,21.62,3.29,0.24,3.0,0.21,22.43,1.6,31.0,2.23,146.29,10.76,7.19,7.57,0.56,0.57,0.04,222.57,15.82,231.14,16.45,48.0,3.4,1.43,0.1,0.01,0.99,122.39,8.69,7.49,5.25,9.27,3.86,1.86,4.14,2.57,1.14,0.37,0.1,8.87,133.6,9.49,8.47,5.11,10.37,4.71,1.86,3.29,2.57,1.14,0.37,0.1,11.41,144.81,10.29,9.33,5.06,11.66,3.57,3.14,3.71,2.0,1.14,0.3,0.1,10.49,3,8.51,144.73,28.0
Dion Lewis,FA,RB,0.0,12.14,128.14,10.04,626.29,48.33,4.79,33.57,2.59,31.29,14.08,2.86,0.18,3.71,0.26,28.29,2.57,34.0,3.25,204.57,19.4,6.94,9.71,0.88,2.0,0.15,156.43,12.61,162.14,13.29,43.29,3.48,0.14,0.02,0.0,0.93,117.09,9.15,8.41,5.79,9.53,2.71,2.71,2.0,2.57,2.14,0.8,0.24,8.91,131.23,10.43,9.2,6.26,10.86,2.43,2.43,3.71,1.43,2.14,0.61,0.24,11.23,145.37,11.72,10.73,6.81,12.33,3.0,3.29,2.86,0.86,2.14,0.55,0.24,10.52,3,8.8,149.67,25.0
Chris Thompson,FA,RB,0.0,12.14,61.0,5.26,300.57,25.53,5.0,12.0,1.0,48.0,14.34,0.71,0.05,2.0,0.17,41.29,3.49,55.43,4.72,425.43,38.01,10.49,19.71,1.73,3.14,0.28,102.29,8.74,116.43,9.97,31.71,2.73,1.43,0.13,0.01,0.98,100.6,8.82,7.6,6.14,8.95,5.0,1.86,1.71,2.14,1.43,0.62,0.16,8.25,121.24,10.56,9.74,6.46,10.77,3.86,2.57,2.14,2.29,1.29,0.62,0.15,11.16,141.89,12.3,12.33,6.96,12.71,3.29,2.86,1.86,2.86,1.29,0.91,0.15,11.74,3,5.61,95.35,53.0
Isaiah Crowell,FA,RB,0.0,16.0,200.71,12.55,860.29,53.77,4.29,39.43,2.47,65.71,19.47,3.14,0.2,3.71,0.23,30.14,1.88,42.29,2.64,221.14,13.83,7.36,10.0,0.63,0.14,0.01,230.86,14.43,243.0,15.19,49.43,3.09,1.14,0.07,0.0,1.0,130.14,8.13,7.26,5.36,8.64,5.71,4.14,0.86,3.14,2.14,0.54,0.16,8.69,145.21,9.07,8.51,5.61,9.66,5.86,3.14,2.29,3.14,1.57,0.48,0.12,11.02,160.29,10.02,9.71,5.93,10.82,6.14,2.29,3.14,2.86,1.57,0.42,0.12,10.37,3,8.37,142.25,29.0
Jonathan Stewart,FA,RB,0.0,14.14,210.0,14.99,765.29,54.88,3.62,42.86,3.06,54.0,16.24,1.43,0.11,6.86,0.49,9.14,0.66,17.57,1.27,61.0,4.39,6.74,2.14,0.15,0.71,0.05,219.14,15.65,227.57,16.26,45.0,3.21,2.57,0.18,0.01,1.0,122.91,8.82,7.33,6.98,8.81,5.86,1.57,1.71,3.0,2.0,0.62,0.19,8.99,127.49,9.14,8.13,6.95,9.27,6.29,1.14,2.86,2.0,1.86,0.5,0.17,10.94,132.06,9.47,8.96,6.96,9.88,7.29,1.29,2.14,1.57,1.86,0.39,0.17,9.83,3,6.77,115.03,39.0
Bilal Powell,FA,RB,0.0,14.71,149.14,10.03,692.14,46.37,4.69,32.57,2.18,56.29,18.56,3.57,0.25,3.86,0.26,36.43,2.52,49.0,3.4,263.43,18.44,7.31,13.57,0.95,0.86,0.06,185.57,12.55,198.14,13.43,46.14,3.13,0.86,0.06,0.0,1.0,122.13,8.28,6.06,6.93,8.26,5.57,3.0,2.0,2.0,2.14,0.39,0.17,7.77,140.34,9.54,8.11,7.38,9.49,6.14,2.43,2.57,0.86,2.71,0.33,0.23,10.65,158.56,10.8,10.0,7.95,10.84,6.14,2.57,2.29,1.0,2.71,0.43,0.23,10.45,3,10.11,171.95,16.0
LeGarrette Blount,FA,RB,0.0,15.43,207.86,13.48,869.86,56.46,4.25,41.57,2.71,56.86,18.8,3.14,0.2,7.14,0.46,7.43,0.48,7.86,0.51,45.57,2.97,6.15,2.43,0.16,0.71,0.05,215.29,13.96,215.71,13.99,44.0,2.87,0.86,0.05,0.01,1.0,138.11,8.98,7.59,5.59,9.39,5.0,2.29,2.14,3.57,2.43,0.89,0.22,9.26,141.83,9.22,7.91,5.59,9.78,5.86,2.14,3.14,2.71,1.57,0.52,0.14,10.63,145.54,9.46,8.21,5.62,10.33,6.86,2.0,3.14,2.14,1.29,0.4,0.11,9.38,3,6.47,110.03,43.0
Joe Mixon,HOU,RB,1.0,14.0,178.0,12.71,626.0,44.71,3.52,35.0,2.5,25.0,12.29,2.0,0.14,4.0,0.29,30.0,2.14,34.0,2.43,287.0,20.5,9.57,9.0,0.64,0.0,0.0,208.0,14.86,212.0,15.14,44.0,3.14,2.0,0.14,0.01,1.0,111.3,7.95,7.25,5.12,8.53,6.0,1.0,4.0,2.0,1.0,0.27,0.08,8.28,126.3,9.02,8.25,5.21,9.78,5.0,3.0,4.0,1.0,1.0,0.17,0.08,10.63,141.3,10.09,9.3,5.35,11.18,5.0,3.0,3.0,2.0,1.0,0.27,0.08,10.16,1,8.12,138.01,32.0
Giovani Bernard,FA,RB,0.0,14.29,108.0,7.72,462.29,32.5,4.23,20.57,1.45,23.14,11.16,3.14,0.19,2.0,0.14,42.71,3.09,58.29,4.19,385.71,27.71,9.01,16.29,1.19,1.43,0.1,150.71,10.81,166.29,11.91,36.86,2.64,0.29,0.03,0.0,0.99,104.8,7.44,6.74,5.5,7.93,6.43,1.14,3.57,2.57,0.57,0.3,0.04,7.4,126.16,8.99,8.69,6.13,9.46,5.29,2.0,2.71,3.29,1.0,0.47,0.08,10.32,147.51,10.53,10.34,6.9,11.07,5.29,2.14,2.43,2.86,1.57,0.54,0.12,10.4,3,7.74,131.53,34.0
Doug Martin,FA,RB,0.0,10.86,161.14,14.89,552.57,48.64,3.21,27.29,2.46,32.29,13.43,1.71,0.12,3.43,0.32,13.86,1.26,21.14,1.9,125.0,11.57,9.24,6.0,0.55,0.14,0.01,175.0,16.14,182.29,16.78,33.29,3.0,1.57,0.13,0.01,0.97,87.19,7.81,7.22,5.25,8.33,4.29,1.0,2.57,1.86,1.14,0.41,0.1,8.16,94.11,8.44,8.0,5.55,8.99,4.43,1.14,1.86,2.86,0.57,0.55,0.05,10.23,101.04,9.08,9.04,5.91,9.78,4.43,1.29,1.71,2.86,0.57,0.55,0.05,9.43,3,7.35,124.98,37.0
Theo Riddick,FA,RB,0.0,14.29,80.43,6.01,284.43,21.6,3.49,12.57,0.99,26.29,9.8,0.86,0.06,2.0,0.14,56.86,4.12,73.86,5.34,459.29,32.68,8.03,21.71,1.57,3.0,0.24,137.29,10.13,154.29,11.35,34.29,2.56,0.71,0.04,0.01,0.99,102.94,7.6,5.43,5.3,8.05,6.57,2.86,2.0,1.43,1.43,0.27,0.16,6.97,131.37,9.66,7.14,5.83,10.15,6.0,2.86,2.14,1.86,1.43,0.36,0.16,9.84,159.8,11.72,9.29,6.46,12.36,4.86,2.14,3.0,2.71,1.57,0.47,0.17,10.41,3,6.66,113.2,40.0
Alex Collins,FA,RB,0.0,13.67,151.67,10.36,690.33,47.03,4.4,36.67,2.51,42.0,14.56,3.0,0.21,4.33,0.3,19.0,1.35,27.67,1.93,152.67,10.86,7.97,7.33,0.54,0.0,0.0,170.67,11.72,179.33,12.29,44.0,3.04,1.67,0.12,0.01,1.0,106.97,7.33,5.0,5.19,7.62,5.67,3.33,0.67,2.0,2.0,0.45,0.17,6.99,116.47,8.01,5.47,5.56,8.33,6.0,3.67,0.0,2.0,2.0,0.45,0.17,8.98,125.97,8.69,6.47,6.0,9.16,7.0,2.0,0.67,2.67,1.33,0.45,0.1,8.11,2,8.72,148.24,26.0
T.J. Yeldon,FA,RB,0.0,11.71,91.14,7.44,383.14,32.12,4.55,13.57,1.1,44.14,12.64,0.86,0.08,1.71,0.16,36.57,3.09,49.43,4.18,257.0,22.06,7.16,14.57,1.27,0.43,0.03,127.71,10.54,140.57,11.63,28.14,2.37,0.86,0.08,0.01,0.98,75.16,6.4,5.12,5.3,6.87,6.14,1.86,1.14,1.71,0.86,0.29,0.09,6.33,93.44,7.94,6.86,5.84,8.44,4.71,2.86,1.29,1.43,1.43,0.32,0.17,8.95,111.73,9.49,8.56,6.51,10.1,4.71,1.43,2.86,1.29,1.43,0.29,0.17,9.06,3,6.1,103.66,47.0
Jerick McKinnon,FA,RB,0.0,15.71,138.57,8.85,518.43,33.04,3.88,20.86,1.33,53.14,12.63,0.86,0.05,2.57,0.16,44.43,2.83,58.14,3.7,338.14,21.44,7.59,17.29,1.1,1.86,0.11,183.0,11.68,196.71,12.54,38.14,2.43,1.14,0.07,0.01,1.0,111.66,7.1,5.29,6.61,7.14,8.0,3.14,0.57,1.86,2.14,0.35,0.16,6.87,133.87,8.52,5.93,7.34,8.45,8.43,2.14,1.14,1.14,2.86,0.35,0.23,8.94,156.09,9.93,6.71,8.14,9.88,8.43,1.57,1.14,1.71,2.86,0.42,0.23,8.69,3,8.7,147.97,27.0
Ameer Abdullah,LV,RB,1.0,10.86,119.86,10.59,429.57,42.29,4.11,19.29,2.08,31.43,15.65,2.43,0.29,2.57,0.18,19.29,1.96,26.86,2.48,135.0,16.39,8.01,10.14,1.2,1.0,0.19,139.14,12.54,146.71,13.07,29.43,3.28,0.86,0.06,0.01,0.84,76.17,7.99,7.79,5.84,8.34,5.14,0.86,3.14,0.71,1.0,0.4,0.34,6.73,85.81,8.97,8.37,6.41,9.34,5.57,0.57,3.0,0.71,1.0,0.4,0.34,8.87,95.46,9.95,9.29,7.03,10.49,5.71,0.86,3.14,0.14,1.0,0.35,0.34,7.84,3,2.45,41.68,77.0
