Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Rex Burkhead,FA,RB,0.0,12.57,58.29,5.01,249.71,21.26,3.83,14.71,1.22,22.86,7.93,0.57,0.06,3.43,0.32,23.43,2.11,28.43,2.55,200.0,17.94,8.62,10.29,0.92,1.86,0.18,81.71,7.12,86.71,7.56,25.0,2.14,0.43,0.03,0.01,0.98,75.83,6.88,5.86,5.7,7.06,7.57,0.71,1.71,1.14,1.43,0.4,0.16,6.39,87.54,7.93,7.44,5.94,8.18,7.57,1.0,0.29,2.29,1.43,0.88,0.16,8.83,99.26,8.98,9.01,6.27,9.43,7.0,1.57,0.29,2.29,1.43,0.88,0.16,8.85,3,4.15,70.47,64.0
James White,FA,RB,0.0,14.57,38.86,2.68,153.14,10.51,3.86,6.14,0.42,11.43,5.39,0.0,0.0,0.29,0.02,54.86,3.77,73.43,5.03,461.14,31.53,8.46,24.43,1.68,3.71,0.25,93.71,6.44,112.29,7.7,30.57,2.09,0.0,0.0,0.0,1.0,85.43,5.84,4.87,4.05,6.71,7.14,2.71,2.86,1.29,0.57,0.15,0.04,5.66,112.86,7.72,7.34,4.96,8.54,5.71,2.14,4.14,1.86,0.71,0.22,0.06,8.53,140.29,9.61,9.09,6.01,10.41,5.0,2.86,2.29,3.71,0.71,0.47,0.06,9.18,3,5.36,91.18,56.0
Derrick Henry,BAL,RB,1.0,15.67,154.0,9.78,659.33,41.89,4.3,35.67,2.27,57.33,17.14,2.33,0.15,5.0,0.32,11.67,0.75,16.33,1.04,136.33,8.71,11.75,4.67,0.3,0.67,0.04,165.67,10.53,170.33,10.82,40.33,2.57,0.0,0.0,0.0,1.0,113.57,7.23,5.37,6.21,7.39,8.0,1.67,2.0,0.67,3.33,0.34,0.27,6.95,119.4,7.6,5.77,6.29,7.85,9.0,1.33,1.33,1.33,2.67,0.34,0.2,8.51,125.23,7.98,6.03,6.4,8.44,9.67,0.67,1.67,2.0,1.67,0.3,0.12,7.42,2,7.92,134.72,33.0
Ty Montgomery II,FA,RB,0.0,9.71,63.0,6.61,288.57,28.54,4.56,13.29,1.33,39.86,10.37,0.57,0.04,2.57,0.27,27.86,2.84,36.43,3.74,217.71,22.22,7.85,10.86,1.08,0.86,0.12,90.86,9.45,99.43,10.34,24.14,2.41,0.29,0.02,0.0,0.9,70.63,7.38,4.59,7.18,7.26,5.71,0.57,0.71,1.29,1.43,0.44,0.21,5.93,84.56,8.8,6.58,7.91,8.57,5.14,0.71,0.86,1.29,1.71,0.47,0.23,8.39,98.49,10.22,8.57,8.8,9.98,4.43,1.43,0.29,1.86,1.71,0.7,0.23,8.57,3,7.7,130.97,35.0
Chris Ivory,FA,RB,0.0,13.29,132.71,9.96,496.57,37.19,3.64,22.29,1.67,39.71,13.44,0.57,0.04,2.43,0.18,22.0,1.66,29.29,2.22,184.14,14.04,8.45,8.43,0.65,0.71,0.05,154.71,11.62,162.0,12.18,30.71,2.32,2.29,0.18,0.02,1.0,82.36,6.18,5.44,4.77,6.68,8.14,0.71,1.57,2.14,0.71,0.32,0.07,6.52,93.36,7.01,6.11,5.43,7.47,8.57,0.43,1.29,1.71,1.29,0.33,0.12,8.35,104.36,7.84,6.61,6.18,8.36,7.86,1.57,1.14,1.29,1.43,0.29,0.13,7.71,3,6.6,112.16,42.0
Chris Carson,FA,RB,0.0,4.0,49.0,12.25,208.0,52.0,4.24,11.0,2.75,30.0,16.0,0.0,0.0,0.0,0.0,7.0,1.75,8.0,2.0,59.0,14.75,8.43,3.0,0.75,1.0,0.25,56.0,14.0,57.0,14.25,14.0,3.5,0.0,0.0,0.0,0.65,32.7,8.18,8.3,2.93,10.09,1.0,1.0,1.0,1.0,0.0,0.33,0.0,5.96,36.2,9.05,9.3,2.96,11.3,1.0,1.0,1.0,1.0,0.0,0.33,0.0,8.28,39.7,9.93,10.3,3.07,12.64,1.0,1.0,1.0,1.0,0.0,0.33,0.0,7.13,1,4.31,73.23,63.0
Mike Gillislee,FA,RB,0.0,10.14,95.0,9.87,421.86,42.94,4.55,26.57,2.56,30.29,16.17,1.43,0.09,5.57,0.56,4.0,0.41,4.71,0.47,27.0,2.73,10.85,1.14,0.14,0.29,0.02,99.0,10.28,99.71,10.35,27.71,2.7,0.71,0.09,0.01,0.92,78.6,7.83,6.31,6.18,8.04,4.57,1.14,1.86,1.57,1.0,0.36,0.12,6.73,80.6,8.03,6.53,6.29,8.32,5.14,0.86,1.86,1.57,0.71,0.33,0.1,8.2,82.6,8.23,6.74,6.43,8.73,5.71,0.86,2.14,0.71,0.71,0.21,0.1,6.94,3,4.88,82.98,58.0
Tarik Cohen,FA,RB,0.0,16.0,87.0,5.44,370.0,23.12,4.25,17.0,1.06,46.0,11.81,2.0,0.12,2.0,0.12,53.0,3.31,71.0,4.44,353.0,22.06,6.66,9.0,0.56,1.0,0.06,140.0,8.75,158.0,9.88,26.0,1.62,2.0,0.12,0.01,1.0,91.1,5.69,4.8,4.69,6.25,9.0,3.0,2.0,1.0,1.0,0.14,0.07,5.69,117.6,7.35,7.05,5.28,7.94,6.0,5.0,2.0,2.0,1.0,0.23,0.07,8.19,144.1,9.01,8.4,6.05,9.68,5.0,6.0,2.0,2.0,1.0,0.23,0.07,8.61,1,7.07,120.18,38.0
Jamaal Williams,NO,RB,2.0,16.0,153.0,9.56,556.0,34.75,3.63,32.0,2.0,25.0,7.38,1.0,0.06,4.0,0.25,25.0,1.56,34.0,2.12,262.0,16.38,10.48,12.0,0.75,2.0,0.12,178.0,11.12,187.0,11.69,44.0,2.75,0.0,0.0,0.0,1.0,117.8,7.36,4.4,8.52,6.96,8.0,2.0,2.0,1.0,3.0,0.33,0.23,6.43,130.3,8.14,4.4,9.4,7.61,9.0,1.0,2.0,1.0,3.0,0.33,0.23,8.06,142.8,8.93,4.4,10.3,8.39,9.0,1.0,1.0,2.0,3.0,0.45,0.23,7.13,1,10.19,173.21,15.0
Adrian Peterson,FA,RB,0.0,8.86,146.43,15.36,535.0,50.34,3.14,22.43,2.06,30.57,13.2,1.71,0.15,2.71,0.21,11.43,1.18,17.71,1.98,74.0,6.75,5.45,3.14,0.34,0.0,0.0,157.86,16.54,164.14,17.34,25.57,2.4,1.86,0.24,0.01,0.85,73.47,6.51,4.56,6.08,6.54,5.0,0.43,0.71,0.57,2.14,0.46,0.25,6.31,79.19,7.1,5.11,6.13,7.27,5.14,0.29,0.14,1.71,1.57,0.56,0.17,7.97,84.9,7.69,5.5,6.25,8.1,5.29,0.14,0.29,1.57,1.57,0.48,0.17,7.17,3,10.27,174.6,14.0
Samaje Perine,DEN,RB,1.0,16.0,175.0,10.94,603.0,37.69,3.45,22.0,1.38,30.0,9.0,0.0,0.0,1.0,0.06,22.0,1.38,24.0,1.5,182.0,11.38,8.27,9.0,0.56,1.0,0.06,197.0,12.31,199.0,12.44,31.0,1.94,2.0,0.12,0.01,1.0,86.5,5.41,5.3,5.23,5.77,7.0,6.0,0.0,2.0,1.0,0.23,0.07,6.07,97.5,6.09,6.7,5.63,6.48,7.0,6.0,0.0,2.0,1.0,0.23,0.07,7.88,108.5,6.78,7.35,6.09,7.27,8.0,5.0,0.0,2.0,1.0,0.23,0.07,7.49,1,6.11,103.82,45.0
Wayne Gallman Jr.,FA,RB,0.0,13.0,111.0,8.54,476.0,36.62,4.29,19.0,1.46,24.0,11.69,2.0,0.15,0.0,0.0,34.0,2.62,48.0,3.69,193.0,14.85,5.68,8.0,0.62,1.0,0.08,145.0,11.15,159.0,12.23,27.0,2.08,1.0,0.08,0.01,1.0,70.9,5.45,4.3,3.35,6.51,7.0,1.0,4.0,1.0,0.0,0.08,0.0,5.66,87.9,6.76,5.3,4.18,7.74,7.0,0.0,4.0,2.0,0.0,0.18,0.0,7.72,104.9,8.07,6.3,5.18,9.01,7.0,1.0,2.0,3.0,0.0,0.3,0.0,7.73,1,6.15,104.62,44.0
Danny Woodhead,FA,RB,0.0,7.43,27.43,4.59,113.14,23.57,4.52,5.86,1.19,16.14,10.43,0.71,0.29,0.43,0.03,32.0,3.93,39.71,4.88,232.14,26.03,6.48,11.29,1.27,1.14,0.2,59.43,8.52,67.14,9.46,17.14,2.47,0.0,0.0,0.0,0.77,43.96,6.3,6.01,4.71,7.09,5.71,0.29,0.14,0.43,0.86,0.4,0.33,4.85,59.96,8.26,7.98,5.37,9.44,4.43,1.29,0.43,0.43,0.86,0.4,0.33,7.52,75.96,10.22,10.04,6.16,11.69,3.14,2.43,0.43,0.43,1.0,0.43,0.35,7.74,3,3.83,65.12,70.0
Javorius Allen,FA,RB,0.0,13.71,109.57,7.01,420.86,26.91,3.82,26.29,1.68,29.43,9.04,0.14,0.01,2.43,0.15,33.57,2.16,44.29,2.84,197.57,12.61,5.65,11.86,0.78,1.43,0.09,143.14,9.16,153.86,9.85,38.14,2.46,0.29,0.02,0.0,0.97,84.41,5.36,4.01,4.13,5.81,7.71,2.57,0.57,0.86,2.0,0.24,0.15,5.39,101.2,6.44,4.99,4.69,6.88,7.14,3.0,0.71,0.86,2.0,0.24,0.15,7.44,117.99,7.52,5.62,5.41,8.0,7.14,2.43,1.29,0.14,2.71,0.24,0.22,6.98,3,5.0,84.95,57.0
Marlon Mack,FA,RB,0.0,14.0,93.0,6.64,358.0,25.57,3.85,21.0,1.5,35.0,14.57,5.0,0.36,3.0,0.21,21.0,1.5,33.0,2.36,225.0,16.07,10.71,10.0,0.71,1.0,0.07,114.0,8.14,126.0,9.0,31.0,2.21,0.0,0.0,0.0,1.0,82.3,5.88,4.9,4.47,6.53,7.0,3.0,1.0,2.0,1.0,0.27,0.08,5.93,92.8,6.63,5.65,4.69,7.37,8.0,1.0,3.0,2.0,0.0,0.17,0.0,7.44,103.3,7.38,6.4,4.98,8.32,9.0,0.0,3.0,2.0,0.0,0.17,0.0,7.01,1,3.78,64.21,71.0
Devontae Booker,FA,RB,0.0,14.0,110.67,7.68,403.33,28.08,3.69,17.33,1.19,23.33,9.07,0.67,0.05,2.0,0.14,30.33,2.19,40.33,2.88,271.67,19.62,8.96,11.33,0.83,0.33,0.02,141.0,9.86,151.0,10.56,28.67,2.03,1.67,0.12,0.01,1.0,78.17,5.47,4.0,4.12,6.21,9.33,0.67,2.33,1.33,0.33,0.13,0.02,5.35,93.33,6.57,5.3,4.57,7.35,8.33,1.67,1.67,2.0,0.33,0.2,0.02,7.42,108.5,7.66,6.6,5.11,8.59,8.33,0.33,3.0,2.0,0.33,0.2,0.02,7.42,2,6.06,102.98,49.0
Jeremy Hill,FA,RB,0.0,10.57,116.43,9.24,419.43,32.54,3.38,21.29,1.61,34.0,11.75,0.57,0.04,4.14,0.27,10.43,0.86,12.71,1.01,70.14,5.33,5.41,3.0,0.24,0.14,0.01,126.86,10.1,129.14,10.25,24.29,1.85,0.43,0.03,0.0,0.91,74.1,5.42,4.89,3.56,6.11,5.57,1.29,1.0,1.14,1.57,0.3,0.14,5.68,79.31,5.85,5.67,3.71,6.6,5.71,1.14,1.57,0.71,1.43,0.21,0.12,6.99,84.53,6.28,6.05,3.9,7.21,6.0,1.14,1.14,1.0,1.29,0.23,0.1,6.42,3,5.72,97.23,52.0
Darren Sproles,FA,RB,0.0,8.29,47.29,5.39,205.29,22.79,4.2,11.57,1.37,17.86,9.32,0.43,0.03,1.0,0.06,26.71,2.81,39.0,4.38,219.14,25.5,9.31,9.86,1.1,0.71,0.05,74.0,8.2,86.29,9.77,21.43,2.47,0.57,0.19,0.03,0.75,51.59,5.12,5.06,3.26,6.1,4.14,1.57,1.29,1.0,0.29,0.1,0.02,4.43,64.94,6.53,7.23,4.03,7.48,3.43,1.57,1.57,1.43,0.29,0.15,0.02,6.79,78.3,7.93,8.67,4.96,8.91,3.29,1.43,1.29,1.86,0.43,0.23,0.03,6.58,3,0.72,12.18,89.0
Orleans Darkwa,FA,RB,0.0,13.71,111.43,7.69,482.71,33.15,4.17,21.86,1.52,50.14,12.54,2.29,0.15,3.57,0.25,11.86,0.81,17.86,1.23,74.14,5.04,6.68,4.57,0.31,0.0,0.0,123.29,8.5,129.29,8.92,26.43,1.83,0.0,0.0,0.0,0.99,78.26,5.43,4.36,5.12,5.72,8.43,0.0,1.71,2.43,1.14,0.37,0.09,5.46,84.19,5.84,4.64,5.13,6.23,8.43,0.57,1.57,2.57,0.57,0.32,0.04,6.57,90.11,6.24,4.93,5.17,6.85,7.86,1.14,2.43,1.71,0.57,0.21,0.04,5.9,3,4.43,75.33,61.0
Robert Kelley,FA,RB,0.0,9.67,97.33,9.64,364.0,34.12,3.48,15.0,1.4,36.0,12.22,1.33,0.14,4.0,0.42,6.67,0.65,10.67,1.07,39.33,3.54,5.28,4.0,0.42,0.33,0.02,104.0,10.29,108.0,10.71,19.0,1.82,0.0,0.0,0.0,0.89,66.33,6.41,4.1,5.68,6.71,4.67,0.67,2.33,1.67,0.33,0.23,0.02,5.19,69.67,6.74,4.77,5.57,7.2,5.0,2.0,0.67,1.67,0.33,0.23,0.02,6.5,73.0,7.06,5.43,5.49,7.8,5.33,1.67,0.67,1.67,0.33,0.23,0.02,6.03,2,3.98,67.6,67.0
Matt Breida,SF,RB,2.0,16.0,105.0,6.56,465.0,29.06,4.43,22.0,1.38,33.0,11.56,0.0,0.0,2.0,0.12,21.0,1.31,36.0,2.25,180.0,11.25,8.57,9.0,0.56,1.0,0.06,126.0,7.88,141.0,8.81,31.0,1.94,0.0,0.0,0.0,1.0,82.5,5.16,3.25,4.42,5.74,11.0,1.0,0.0,4.0,0.0,0.33,0.0,4.89,93.0,5.81,4.35,4.67,6.47,11.0,1.0,1.0,3.0,0.0,0.23,0.0,6.48,103.5,6.47,5.2,4.98,7.3,11.0,0.0,3.0,2.0,0.0,0.14,0.0,6.07,1,6.62,112.54,41.0
Aaron Jones,MIN,RB,1.0,12.0,81.0,6.75,448.0,37.33,5.53,21.0,1.75,46.0,12.33,5.0,0.42,4.0,0.33,9.0,0.75,18.0,1.5,22.0,1.83,2.44,2.0,0.17,0.0,0.0,90.0,7.5,99.0,8.25,23.0,1.92,0.0,0.0,0.0,1.0,71.0,5.92,2.75,7.27,5.82,7.0,1.0,1.0,1.0,2.0,0.33,0.2,4.93,75.5,6.29,3.4,7.52,6.22,8.0,1.0,1.0,0.0,2.0,0.2,0.2,6.16,80.0,6.67,4.15,7.8,6.72,8.0,1.0,1.0,0.0,2.0,0.2,0.2,5.7,1,5.42,92.1,55.0
Eddie Lacy,FA,RB,0.0,8.71,86.43,10.22,313.43,39.16,3.51,13.86,1.67,23.86,13.43,1.43,0.21,0.43,0.03,7.43,0.8,9.43,1.05,61.71,6.37,7.82,2.43,0.25,0.29,0.02,93.86,11.02,95.86,11.26,16.29,1.92,0.29,0.02,0.0,0.88,41.23,4.8,5.07,2.94,6.01,5.29,1.43,1.14,0.43,0.43,0.1,0.04,4.87,44.94,5.2,5.66,3.24,6.45,5.86,1.14,1.14,0.14,0.43,0.05,0.04,6.15,48.66,5.6,6.16,3.57,6.98,5.86,1.43,0.86,0.29,0.29,0.05,0.02,5.53,3,2.18,37.12,81.0
Jamaal Charles,FA,RB,0.0,9.57,53.0,5.99,232.57,26.29,4.14,13.0,1.54,20.57,9.67,0.14,0.03,1.43,0.25,16.71,1.73,21.14,2.29,103.0,11.65,6.41,5.14,0.63,0.14,0.03,69.71,7.72,74.14,8.27,18.14,2.16,1.43,0.14,0.01,0.83,40.13,5.19,3.61,4.31,5.68,8.0,0.0,0.14,1.14,0.29,0.76,0.1,4.15,48.49,6.05,4.61,4.65,6.63,7.43,0.57,0.43,0.57,0.57,0.62,0.57,5.99,56.84,6.92,5.41,5.12,7.64,7.43,0.14,1.43,0.0,0.57,0.57,0.57,5.46,3,1.07,18.26,86.0
Terrance West,FA,RB,0.0,8.57,86.29,9.01,333.0,33.72,3.7,17.71,2.06,21.57,12.15,0.57,0.03,2.57,0.32,11.43,0.91,15.86,1.35,83.57,7.22,9.3,4.43,0.44,0.29,0.02,97.71,9.92,102.14,10.36,22.14,2.51,0.86,0.15,0.02,0.82,57.09,5.81,3.11,5.92,5.99,4.29,1.14,0.57,1.71,0.86,0.51,0.07,4.59,62.8,6.26,3.56,6.12,6.49,4.57,1.14,1.14,1.14,0.57,0.24,0.04,5.96,68.51,6.72,3.92,6.37,7.09,4.57,1.14,1.14,1.14,0.57,0.24,0.04,5.07,3,3.52,59.89,72.0
Kenyan Drake,FA,RB,0.0,16.0,99.67,6.23,489.0,30.56,5.03,19.0,1.19,59.0,15.17,0.67,0.04,2.67,0.17,24.33,1.52,35.33,2.21,174.67,10.92,6.68,5.33,0.33,0.67,0.04,124.0,7.75,135.0,8.44,24.33,1.52,1.33,0.08,0.01,1.0,85.03,5.31,2.95,6.11,5.35,10.0,0.67,2.33,0.33,2.67,0.24,0.22,4.75,97.2,6.07,2.98,6.73,6.04,10.67,0.0,2.0,0.67,2.67,0.3,0.22,5.85,109.37,6.83,3.43,7.4,6.83,10.67,0.0,2.0,1.33,2.0,0.3,0.15,5.51,2,9.63,163.64,20.0
Charles Sims,FA,RB,0.0,13.43,41.86,3.79,172.43,14.2,4.12,8.0,0.64,27.0,8.24,1.14,0.09,0.29,0.04,34.14,2.69,46.0,3.61,276.71,21.65,7.9,12.57,0.99,1.43,0.11,76.0,6.47,87.86,7.4,20.57,1.63,1.14,0.09,0.02,0.95,52.91,4.31,3.39,3.7,4.92,10.71,0.43,1.29,0.57,0.43,0.11,0.06,4.0,69.99,5.66,4.5,4.11,6.42,9.86,1.14,1.29,0.71,0.43,0.13,0.06,5.81,87.06,7.0,6.02,4.62,7.96,9.0,2.14,1.0,0.86,0.43,0.16,0.06,6.18,3,3.98,67.65,66.0
Corey Clement,FA,RB,0.0,16.0,74.0,4.62,321.0,20.06,4.34,19.0,1.19,28.0,9.81,1.0,0.06,4.0,0.25,10.0,0.62,15.0,0.94,123.0,7.69,12.3,6.0,0.38,2.0,0.12,84.0,5.25,89.0,5.56,25.0,1.56,0.0,0.0,0.0,1.0,82.4,5.15,3.8,6.27,5.26,11.0,1.0,2.0,1.0,1.0,0.14,0.07,4.46,87.4,5.46,4.4,6.33,5.64,12.0,2.0,0.0,1.0,1.0,0.14,0.07,5.64,92.4,5.78,4.9,6.41,6.12,12.0,2.0,1.0,0.0,1.0,0.07,0.07,5.15,1,5.59,95.05,54.0
Kapri Bibbs,FA,RB,0.0,5.29,20.29,4.69,82.0,18.12,3.42,4.29,0.93,16.0,8.38,0.29,0.02,0.0,0.0,8.57,2.72,10.86,3.33,94.57,26.17,15.94,2.57,0.78,0.86,0.21,28.86,7.41,31.14,8.03,6.86,1.72,0.0,0.0,0.0,0.65,22.8,5.71,5.9,2.91,6.91,3.29,0.57,0.57,0.86,0.0,0.31,0.0,3.72,27.09,7.07,7.86,3.57,8.09,3.29,0.57,0.0,1.43,0.0,1.17,0.0,5.62,31.37,8.43,9.04,4.36,9.32,3.86,0.0,0.0,1.43,0.0,1.17,0.0,5.31,3,0.0,0.0,134.0
D'Onta Foreman,CLE,RB,1.0,10.0,78.0,7.8,327.0,32.7,4.19,13.0,1.3,39.0,14.6,1.0,0.1,2.0,0.2,6.0,0.6,8.0,0.8,83.0,8.3,13.83,4.0,0.4,0.0,0.0,84.0,8.4,86.0,8.6,17.0,1.7,1.0,0.1,0.01,0.96,51.0,5.1,3.85,5.89,5.29,7.0,1.0,1.0,0.0,1.0,0.11,0.11,4.65,54.0,5.4,3.85,6.36,5.57,8.0,0.0,1.0,0.0,1.0,0.11,0.11,5.61,57.0,5.7,3.85,6.84,5.94,8.0,0.0,1.0,0.0,1.0,0.11,0.11,4.9,1,5.95,101.07,51.0
Charcandrick West,FA,RB,0.0,13.86,58.29,3.99,215.43,14.78,3.8,11.29,0.78,25.43,6.57,1.29,0.09,2.0,0.14,26.29,1.91,34.0,2.47,170.0,12.21,6.62,7.14,0.51,1.86,0.13,84.57,5.9,92.29,6.46,18.43,1.29,0.14,0.01,0.0,1.0,61.4,4.36,2.66,5.2,4.63,9.71,1.57,1.14,0.71,0.71,0.12,0.06,3.79,74.54,5.32,4.46,5.45,5.69,9.86,1.71,0.86,0.71,0.71,0.12,0.06,5.58,87.69,6.27,5.46,5.84,6.83,8.57,3.57,0.29,0.71,0.71,0.12,0.06,5.79,3,3.4,57.74,74.0
Austin Ekeler,WAS,RB,1.0,16.0,47.0,2.94,260.0,16.25,5.53,12.0,0.75,35.0,9.25,1.0,0.06,2.0,0.12,27.0,1.69,35.0,2.19,279.0,17.44,10.33,12.0,0.75,3.0,0.19,74.0,4.62,82.0,5.12,24.0,1.5,2.0,0.12,0.03,1.0,79.9,4.99,2.45,6.18,5.12,11.0,1.0,1.0,2.0,1.0,0.23,0.07,3.93,93.4,5.84,3.55,6.78,5.92,11.0,1.0,0.0,3.0,1.0,0.33,0.07,5.56,106.9,6.68,4.35,7.4,6.82,11.0,0.0,1.0,3.0,1.0,0.33,0.07,5.49,1,9.0,153.0,23.0
Alfred Morris,FA,RB,0.0,14.29,114.29,7.9,489.29,33.99,4.26,23.14,1.61,51.71,12.41,2.0,0.14,1.29,0.09,6.29,0.43,8.71,0.6,36.71,2.55,5.51,1.14,0.08,0.0,0.0,120.57,8.34,123.0,8.51,24.29,1.69,0.0,0.0,0.0,1.0,60.31,4.2,3.39,4.31,4.69,8.86,2.0,2.57,0.29,0.57,0.07,0.05,4.23,63.46,4.42,3.86,4.42,4.97,9.71,2.29,1.43,0.29,0.57,0.07,0.05,5.38,66.6,4.64,4.21,4.55,5.33,10.0,2.57,1.0,0.14,0.57,0.06,0.05,4.8,3,3.46,58.83,73.0
Jalen Richard,FA,RB,0.0,16.0,65.0,4.06,347.0,21.69,5.25,11.33,0.71,59.67,12.62,1.33,0.08,1.0,0.06,27.67,1.73,37.0,2.31,235.33,14.71,8.55,11.33,0.71,1.33,0.08,92.67,5.79,102.0,6.37,22.67,1.42,2.0,0.13,0.03,1.0,68.23,4.26,3.07,4.45,4.73,12.0,0.67,1.67,1.0,0.67,0.12,0.05,3.98,82.07,5.13,3.72,4.78,5.67,12.0,0.67,1.33,1.33,0.67,0.16,0.05,5.36,95.9,5.99,4.23,5.2,6.67,11.33,1.33,1.33,1.33,0.67,0.16,0.05,5.26,2,7.45,126.57,36.0
Shane Vereen,FA,RB,0.0,12.86,43.86,4.04,176.0,17.21,4.06,5.86,0.68,22.43,7.83,0.29,0.06,0.29,0.06,36.71,2.73,47.29,3.7,242.0,18.82,6.92,8.43,0.69,0.57,0.04,80.57,6.76,91.14,7.74,14.29,1.36,0.57,0.11,0.01,0.92,44.66,3.86,3.36,3.16,4.62,10.57,1.14,0.43,0.57,0.14,0.1,0.01,3.67,63.01,5.23,4.39,3.87,6.05,9.43,1.71,0.71,0.71,0.29,0.14,0.02,5.3,81.37,6.59,5.6,4.69,7.51,7.43,3.57,0.14,1.29,0.43,0.2,0.03,5.68,3,0.97,16.53,87.0
Thomas Rawls,FA,RB,0.0,11.29,85.29,7.84,308.0,27.68,3.27,14.71,1.36,35.86,10.39,1.29,0.1,1.43,0.14,10.14,0.94,13.86,1.28,92.0,8.36,9.28,3.71,0.34,0.14,0.01,95.43,8.78,99.14,9.12,18.43,1.7,0.71,0.06,0.01,0.98,48.0,4.38,2.97,4.84,4.58,8.57,1.43,0.43,0.14,0.71,0.1,0.08,4.02,53.07,4.86,3.5,5.13,5.1,8.57,1.43,0.43,0.14,0.71,0.1,0.08,5.27,58.14,5.33,3.61,5.45,5.7,8.57,1.43,0.43,0.14,0.71,0.1,0.08,4.69,3,4.03,68.59,65.0
DeAndre Washington,FA,RB,0.0,14.67,67.0,4.6,257.67,17.92,3.58,12.33,0.85,17.33,8.7,2.0,0.14,2.0,0.13,28.33,1.92,37.67,2.55,169.67,11.49,6.11,10.67,0.72,0.67,0.05,95.33,6.52,104.67,7.15,23.0,1.57,1.0,0.07,0.01,1.0,56.73,3.89,2.42,4.47,4.31,11.0,1.33,1.33,0.67,0.33,0.07,0.03,3.54,70.9,4.85,3.28,4.98,5.31,11.33,1.67,0.67,0.0,1.0,0.07,0.07,5.14,85.07,5.81,4.17,5.58,6.36,11.0,1.67,1.0,0.0,1.0,0.07,0.07,5.13,2,4.4,74.76,62.0
Tion Green,FA,RB,0.0,5.0,42.0,8.4,165.0,33.0,3.93,9.0,1.8,33.0,13.6,0.0,0.0,2.0,0.4,2.0,0.4,2.0,0.4,14.0,2.8,7.0,1.0,0.2,0.0,0.0,44.0,8.8,44.0,8.8,10.0,2.0,0.0,0.0,0.0,0.72,29.9,5.98,3.5,4.39,6.67,3.0,0.0,1.0,1.0,0.0,0.25,0.0,3.8,30.9,6.18,4.5,4.27,7.04,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.96,31.9,6.38,5.5,4.2,7.51,3.0,0.0,2.0,0.0,0.0,0.0,0.0,4.39,1,0.0,0.0,134.0
Andre Ellington,FA,RB,0.0,12.86,27.57,2.2,100.14,8.46,3.29,4.43,0.37,20.71,5.16,0.0,0.0,1.0,0.09,27.86,2.29,42.57,3.49,256.29,21.2,8.84,11.43,0.95,0.0,0.0,55.43,4.49,70.14,5.69,15.86,1.32,0.14,0.01,0.0,0.99,41.36,3.48,2.62,3.13,4.13,9.43,1.29,1.71,0.43,0.0,0.06,0.0,3.31,55.29,4.63,3.75,4.0,5.24,9.29,0.86,1.71,1.0,0.0,0.11,0.0,4.93,69.21,5.76,4.73,4.96,6.38,9.14,0.43,1.43,1.29,0.57,0.2,0.05,5.31,3,1.72,29.18,83.0
Damien Williams,FA,RB,0.0,12.86,38.57,3.2,144.71,12.12,3.71,6.57,0.53,48.71,8.49,0.29,0.02,0.86,0.06,21.0,1.66,29.14,2.32,180.0,14.06,8.49,9.43,0.77,1.57,0.12,59.57,4.86,67.71,5.52,16.0,1.3,0.43,0.03,0.01,1.0,46.19,3.61,2.82,3.79,4.15,9.86,0.57,1.57,0.86,0.0,0.08,0.0,3.44,56.69,4.45,3.79,4.25,5.05,9.14,1.57,1.29,0.86,0.0,0.08,0.0,4.84,67.19,5.28,4.58,4.77,6.02,9.14,1.57,1.29,0.86,0.0,0.08,0.0,4.89,3,2.32,39.46,80.0
