Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Ezekiel Elliott,LAC,RB,1.0,15,244,16.27,979,65.27,4.01,62.0,4.13,31,14.93,3,0.2,6,0.4,52,3.47,71,4.73,338,22.53,6.5,20.0,1.33,2,0.13,296,19.73,315,21.0,82.0,5.47,5,0.33,0.02,1.0,171.7,11.45,11.8,6.67,11.5,3,3,1,4,4,1.14,0.36,12.97,197.7,13.18,13.6,6.82,13.35,2,4,1,4,4,1.14,0.36,17.16,223.7,14.91,15.1,7.17,15.35,2,3,2,3,5,1.14,0.5,15.97
Josh Jacobs,GB,RB,1.0,15,273,18.2,1065,71.0,3.9,61.0,4.07,28,15.53,3,0.2,12,0.8,33,2.2,45,3.0,238,15.87,7.21,9.0,0.6,0,0.0,306,20.4,318,21.2,70.0,4.67,2,0.13,0.01,1.0,198.3,13.22,12.4,8.52,12.5,2,4,1,3,5,1.14,0.5,13.76,214.8,14.32,12.9,8.65,13.67,2,2,3,3,5,1.14,0.5,16.77,231.3,15.42,13.4,8.83,15.07,3,1,5,1,5,0.67,0.5,14.83
Austin Ekeler,WAS,RB,1.0,10,116,11.6,530,53.0,4.57,26.0,2.6,27,14.1,2,0.2,1,0.1,54,5.4,65,6.5,403,40.3,7.46,20.0,2.0,2,0.2,170,17.0,181,18.1,46.0,4.6,0,0.0,0.0,0.96,111.3,11.13,11.95,5.22,11.89,1,1,3,4,1,1.0,0.11,12.06,138.3,13.83,14.2,6.71,14.07,1,0,3,3,3,1.5,0.43,16.73,165.3,16.53,16.45,8.36,16.38,1,1,2,3,3,1.5,0.43,16.19
David Johnson,FA,RB,0.0,12,147,12.25,691,57.58,4.7,38.0,3.17,48,18.33,4,0.33,6,0.5,33,2.75,46,3.83,314,26.17,9.52,16.0,1.33,2,0.17,180,15.0,193,16.08,54.0,4.5,1,0.08,0.01,1.0,146.5,12.21,11.5,6.24,12.48,2,0,4,3,3,1.0,0.33,12.61,163.0,13.58,12.5,6.8,13.77,2,0,4,2,4,1.0,0.5,15.95,179.5,14.96,13.25,7.6,15.18,2,0,4,2,4,1.0,0.5,14.57
Myles Gaskin,JAC,RB,1.0,10,142,14.2,584,58.4,4.11,27.0,2.7,26,14.9,3,0.3,3,0.3,41,4.1,47,4.7,388,38.8,9.46,12.0,1.2,2,0.2,183,18.3,189,18.9,39.0,3.9,2,0.2,0.01,0.96,123.2,12.32,11.2,6.53,12.45,0,2,3,4,1,1.0,0.11,12.06,143.7,14.37,12.55,6.7,14.62,0,2,3,3,2,1.0,0.25,15.54,164.2,16.42,14.35,6.92,17.06,0,1,2,5,2,2.33,0.25,15.94
Miles Sanders,CAR,RB,1.0,12,164,13.67,867,72.25,5.29,39.0,3.25,82,27.58,4,0.33,6,0.5,28,2.33,52,4.33,197,16.42,7.04,8.0,0.67,0,0.0,192,16.0,216,18.0,47.0,3.92,2,0.17,0.01,1.0,142.4,11.87,10.95,6.88,11.83,2,2,2,3,3,1.0,0.33,12.33,156.4,13.03,12.1,7.23,13.01,2,2,2,3,3,1.0,0.33,15.22,170.4,14.2,12.85,7.63,14.4,2,2,3,2,3,0.71,0.33,13.89
D'Andre Swift,CHI,RB,1.0,13,114,8.77,521,40.08,4.57,31.0,2.38,54,12.85,1,0.08,8,0.62,46,3.54,57,4.38,357,27.46,7.76,15.0,1.15,2,0.15,160,12.31,171,13.15,46.0,3.54,2,0.15,0.01,1.0,143.8,11.06,10.8,6.76,11.08,3,1,4,2,3,0.62,0.3,11.15,166.8,12.83,12.8,6.97,12.93,2,1,3,4,3,1.17,0.3,14.87,189.8,14.6,14.8,7.21,15.01,2,1,3,4,3,1.17,0.3,14.73
Kenyan Drake,FA,RB,0.0,15,239,15.93,955,63.67,4.0,59.0,3.93,69,18.53,6,0.4,10,0.67,25,1.67,31,2.07,137,9.13,5.48,5.0,0.33,0,0.0,264,17.6,270,18.0,64.0,4.27,1,0.07,0.0,1.0,167.2,11.15,11.0,6.73,11.18,4,0,4,5,2,0.88,0.15,11.78,179.7,11.98,12.0,6.72,12.18,3,2,3,5,2,0.88,0.15,14.72,192.2,12.81,13.0,6.76,13.39,3,3,3,4,2,0.67,0.15,13.3
James Conner,ARI,RB,1.0,13,169,13.0,721,55.46,4.27,42.0,3.23,59,18.54,5,0.38,6,0.46,35,2.69,43,3.31,215,16.54,6.14,10.0,0.77,0,0.0,204,15.69,212,16.31,52.0,4.0,0,0.0,0.0,1.0,129.6,9.97,11.1,6.34,10.15,4,1,1,4,3,1.17,0.3,11.62,147.1,11.32,12.6,6.59,11.56,4,0,2,5,2,1.17,0.18,14.65,164.6,12.66,14.1,6.92,13.15,4,0,2,5,2,1.17,0.18,13.89
Kareem Hunt,KC,RB,1.0,16,198,12.38,841,52.56,4.25,44.0,2.75,33,14.69,3,0.19,6,0.38,38,2.38,51,3.19,304,19.0,8.0,19.0,1.19,5,0.31,236,14.75,249,15.56,63.0,3.94,0,0.0,0.0,1.0,180.5,11.28,9.65,6.37,11.47,2,4,2,4,4,1.0,0.33,11.42,199.5,12.47,11.4,6.63,12.72,3,4,1,4,4,1.0,0.33,14.59,218.5,13.66,13.15,6.96,14.17,3,4,1,4,4,1.0,0.33,13.9
Clyde Edwards-Helaire,NO,RB,2.0,13,181,13.92,803,61.77,4.44,39.0,3.0,31,15.62,3,0.23,4,0.31,36,2.77,54,4.15,297,22.85,8.25,12.0,0.92,1,0.08,217,16.69,235,18.08,51.0,3.92,0,0.0,0.0,1.0,140.0,10.77,9.1,5.4,11.41,2,1,5,2,3,0.62,0.3,11.09,158.0,12.15,10.9,5.22,13.16,2,0,6,2,3,0.62,0.3,14.47,176.0,13.54,13.0,5.22,15.09,2,1,5,2,3,0.62,0.3,14.12
Ronald Jones II,FA,RB,0.0,14,192,13.71,978,69.86,5.09,48.0,3.43,98,22.93,6,0.43,7,0.5,28,2.0,42,3.0,165,11.79,5.89,2.0,0.14,1,0.07,220,15.71,234,16.71,50.0,3.57,2,0.14,0.01,1.0,158.3,11.31,11.05,7.04,11.21,3,1,3,4,3,1.0,0.27,11.92,172.3,12.31,11.95,6.95,12.41,3,1,3,5,2,1.0,0.17,14.42,186.3,13.31,12.25,6.95,13.81,3,1,3,5,2,1.0,0.17,13.32
Melvin Gordon III,FA,RB,0.0,15,215,14.33,986,65.73,4.59,46.0,3.07,65,19.8,5,0.33,9,0.6,32,2.13,44,2.93,158,10.53,4.94,7.0,0.47,1,0.07,247,16.47,259,17.27,53.0,3.53,4,0.27,0.02,1.0,166.4,11.09,10.0,6.76,11.11,5,0,3,3,4,0.88,0.36,11.53,182.4,12.16,11.0,6.9,12.28,4,2,2,3,4,0.88,0.36,14.16,198.4,13.23,12.1,7.16,13.62,3,2,3,4,3,0.88,0.25,13.25
Antonio Gibson,NE,RB,1.0,14,170,12.14,795,56.79,4.68,40.0,2.86,40,16.79,5,0.36,11,0.79,36,2.57,44,3.14,247,17.64,6.86,9.0,0.64,0,0.0,206,14.71,214,15.29,49.0,3.5,2,0.14,0.01,1.0,166.2,11.87,9.75,8.09,11.37,3,2,3,1,5,0.75,0.56,11.42,184.2,13.16,11.25,8.37,12.66,2,4,3,1,4,0.56,0.4,13.97,202.2,14.44,12.35,8.73,14.16,2,2,5,2,3,0.56,0.27,13.12
J.K. Dobbins,LAC,RB,2.0,15,134,8.93,805,53.67,6.01,38.0,2.53,72,21.87,8,0.53,9,0.6,18,1.2,24,1.6,120,8.0,6.67,4.0,0.27,0,0.0,152,10.13,158,10.53,42.0,2.8,0,0.0,0.0,1.0,150.5,10.03,12.1,7.28,9.87,5,2,0,6,2,1.14,0.15,11.15,159.5,10.63,12.6,6.98,10.71,4,3,0,7,1,1.14,0.07,12.98,168.5,11.23,13.1,6.72,11.76,5,2,3,4,1,0.5,0.07,11.68
Mike Davis,FA,RB,0.0,15,165,11.0,642,42.8,3.89,38.0,2.53,25,10.4,2,0.13,6,0.4,59,3.93,70,4.67,373,24.87,6.32,17.0,1.13,2,0.13,224,14.93,235,15.67,55.0,3.67,1,0.07,0.0,1.0,147.5,9.83,7.9,6.45,9.96,4,2,4,2,3,0.5,0.25,9.62,177.0,11.8,9.4,7.25,11.77,3,3,4,1,4,0.5,0.36,12.9,206.5,13.77,10.9,8.23,13.7,1,6,2,2,4,0.67,0.36,12.59
Joe Mixon,HOU,RB,1.0,6,119,19.83,428,71.33,3.6,20.0,3.33,34,14.0,3,0.5,3,0.5,21,3.5,26,4.33,138,23.0,6.57,5.0,0.83,1,0.17,140,23.33,145,24.17,25.0,4.17,1,0.17,0.01,0.78,78.6,13.1,9.0,11.58,11.47,1,1,2,1,1,0.5,0.2,8.97,89.1,14.85,11.5,12.27,12.99,1,1,2,1,1,0.5,0.2,12.31,99.6,16.6,13.75,13.01,14.73,1,1,1,2,1,1.0,0.2,11.8
Todd Gurley II,FA,RB,0.0,15,195,13.0,678,45.2,3.48,45.0,3.0,35,11.47,2,0.13,9,0.6,25,1.67,35,2.33,164,10.93,6.56,7.0,0.47,0,0.0,220,14.67,230,15.33,52.0,3.47,0,0.0,0.0,1.0,138.2,9.21,6.7,6.75,9.23,6,2,1,3,3,0.67,0.25,8.97,150.7,10.05,8.2,6.9,10.15,6,2,1,3,3,0.67,0.25,11.66,163.2,10.88,9.7,7.1,11.23,6,2,2,2,3,0.5,0.25,10.81
Raheem Mostert,MIA,RB,1.0,8,104,13.0,521,65.12,5.01,22.0,2.75,80,25.38,2,0.25,2,0.25,16,2.0,19,2.38,156,19.5,9.75,5.0,0.62,1,0.12,120,15.0,123,15.38,27.0,3.38,1,0.12,0.01,0.88,83.7,10.46,7.95,5.74,10.92,1,3,1,1,2,0.6,0.33,9.0,91.7,11.46,8.95,6.2,11.89,1,3,1,1,2,0.6,0.33,11.38,99.7,12.46,9.95,6.68,13.06,2,2,1,2,1,0.6,0.14,10.27
Jeff Wilson Jr.,MIA,RB,2.0,12,126,10.5,600,50.0,4.76,31.0,2.58,34,11.5,3,0.25,7,0.58,13,1.08,28,2.33,133,11.08,10.23,8.0,0.67,3,0.25,139,11.58,154,12.83,39.0,3.25,2,0.17,0.01,1.0,129.3,10.78,7.15,10.69,9.62,5,1,1,1,4,0.71,0.5,9.36,135.8,11.32,7.9,11.08,10.16,5,1,2,0,4,0.5,0.5,11.3,142.3,11.86,8.65,11.47,10.86,5,2,1,0,4,0.5,0.5,10.26
J.D. McKissic,FA,RB,0.0,16,85,5.31,365,22.81,4.29,25.0,1.56,17,8.62,0,0.0,1,0.06,80,5.0,110,6.88,589,36.81,7.36,32.0,2.0,2,0.12,165,10.31,195,12.19,57.0,3.56,1,0.06,0.01,1.0,111.4,6.96,6.1,4.48,7.73,7,2,5,1,1,0.14,0.07,7.04,151.4,9.46,8.15,5.56,10.09,6,3,2,3,2,0.45,0.14,11.03,191.4,11.96,10.25,6.85,12.46,4,3,3,4,2,0.6,0.14,11.17
Damien Harris,FA,RB,0.0,10,137,13.7,691,69.1,5.04,30.0,3.0,41,17.8,4,0.4,2,0.2,5,0.5,7,0.7,52,5.2,10.4,4.0,0.4,0,0.0,142,14.2,144,14.4,34.0,3.4,0,0.0,0.0,0.96,86.3,8.63,8.3,3.97,9.88,3,2,2,2,1,0.43,0.11,9.05,88.8,8.88,8.75,3.88,10.36,3,2,4,1,0,0.11,0.0,10.61,91.3,9.13,9.0,3.8,11.02,4,1,4,1,0,0.11,0.0,9.26
Nyheim Hines,CLE,RB,2.0,16,89,5.56,380,23.75,4.27,24.0,1.5,31,11.12,3,0.19,3,0.19,63,3.94,76,4.75,482,30.12,7.65,24.0,1.5,4,0.25,152,9.5,165,10.31,48.0,3.0,0,0.0,0.0,1.0,130.2,8.14,6.25,6.58,8.21,5,6,2,0,3,0.23,0.23,7.41,161.7,10.11,8.25,7.15,10.12,5,4,3,1,3,0.33,0.23,10.59,193.2,12.08,10.25,7.81,12.17,4,3,5,1,3,0.33,0.23,10.71
Salvon Ahmed,IND,RB,2.0,6,75,12.5,319,53.17,4.25,18.0,3.0,31,17.17,1,0.17,3,0.5,11,1.83,14,2.33,61,10.17,5.55,2.0,0.33,0,0.0,86,14.33,89,14.83,20.0,3.33,0,0.0,0.0,0.78,58.0,9.67,9.1,7.47,9.44,2,1,1,1,1,0.5,0.2,7.63,63.5,10.58,11.1,7.51,10.47,2,0,2,1,1,0.5,0.2,10.25,69.0,11.5,13.1,7.66,11.65,2,0,1,2,1,1.0,0.2,9.9
Chase Edmonds,TB,RB,1.0,16,97,6.06,448,28.0,4.62,22.0,1.38,32,12.69,4,0.25,1,0.06,53,3.31,67,4.19,402,25.12,7.58,21.0,1.31,4,0.25,150,9.38,164,10.25,43.0,2.69,0,0.0,0.0,1.0,115.0,7.19,6.5,4.71,7.88,7,1,5,3,0,0.23,0.0,7.08,141.5,8.84,8.25,5.28,9.55,7,1,3,3,2,0.45,0.14,10.22,168.0,10.5,10.0,5.88,11.36,6,2,3,3,2,0.45,0.14,10.3
Wayne Gallman Jr.,FA,RB,0.0,15,147,9.8,682,45.47,4.64,36.0,2.4,60,15.27,3,0.2,6,0.4,21,1.4,27,1.8,114,7.6,5.43,6.0,0.4,0,0.0,168,11.2,174,11.6,42.0,2.8,0,0.0,0.0,1.0,115.6,7.71,6.5,5.81,8.02,7,2,0,5,1,0.67,0.07,7.8,126.1,8.41,6.5,6.01,8.79,6,2,1,5,1,0.67,0.07,9.51,136.6,9.11,7.3,6.29,9.69,7,1,3,3,1,0.36,0.07,8.5
Gus Edwards,LAC,RB,3.0,16,144,9.0,723,45.19,5.02,45.0,2.81,36,15.0,8,0.5,6,0.38,9,0.56,13,0.81,129,8.06,14.33,4.0,0.25,0,0.0,153,9.56,157,9.81,49.0,3.06,1,0.06,0.01,1.0,119.2,7.45,7.3,4.56,8.23,5,5,3,2,1,0.23,0.07,7.59,123.7,7.73,7.65,4.71,8.59,5,6,2,2,1,0.23,0.07,9.4,128.2,8.01,8.15,4.9,9.07,6,6,1,3,0,0.23,0.0,8.17
Devin Singletary,NYG,RB,1.0,16,156,9.75,687,42.94,4.4,40.0,2.5,51,14.94,3,0.19,2,0.12,38,2.38,50,3.12,269,16.81,7.08,8.0,0.5,0,0.0,194,12.12,206,12.88,48.0,3.0,1,0.06,0.01,1.0,105.6,6.6,5.25,4.14,7.47,8,2,3,3,0,0.23,0.0,6.68,124.6,7.79,7.0,4.6,8.7,8,2,3,3,0,0.23,0.0,9.37,143.6,8.98,8.4,5.12,10.05,7,2,4,3,0,0.23,0.0,8.97
Leonard Fournette,FA,RB,0.0,13,97,7.46,367,28.23,3.78,21.0,1.62,46,11.69,3,0.23,6,0.46,36,2.77,47,3.62,233,17.92,6.47,9.0,0.69,0,0.0,133,10.23,144,11.08,30.0,2.31,0,0.0,0.0,1.0,96.0,7.38,4.1,7.15,7.29,7,1,2,1,2,0.3,0.18,6.28,114.0,8.77,7.1,7.53,8.67,6,2,1,2,2,0.44,0.18,9.34,132.0,10.15,9.6,8.0,10.17,6,1,2,2,2,0.44,0.18,9.79
Darrell Henderson Jr.,FA,RB,0.0,15,138,9.2,624,41.6,4.52,40.0,2.67,40,13.6,3,0.2,5,0.33,16,1.07,24,1.6,159,10.6,9.94,8.0,0.53,1,0.07,154,10.27,162,10.8,48.0,3.2,0,0.0,0.0,1.0,114.3,7.62,6.2,6.73,7.64,6,3,2,1,3,0.36,0.25,7.39,122.3,8.15,6.3,7.01,8.2,8,1,2,1,3,0.36,0.25,9.25,130.3,8.69,6.8,7.32,8.9,8,2,1,1,3,0.36,0.25,8.13
Jamaal Williams,NO,RB,3.0,14,119,8.5,505,36.07,4.24,29.0,2.07,25,11.21,1,0.07,2,0.14,31,2.21,35,2.5,236,16.86,7.61,11.0,0.79,1,0.07,150,10.71,154,11.0,40.0,2.86,0,0.0,0.0,1.0,96.1,6.86,4.85,4.85,7.47,7,2,2,2,1,0.27,0.08,6.48,111.6,7.97,6.6,5.51,8.52,7,3,0,3,1,0.4,0.08,9.17,127.1,9.08,8.25,6.35,9.64,6,4,1,2,1,0.27,0.08,8.71
Cam Akers,MIN,RB,2.0,12,145,12.08,625,52.08,4.31,26.0,2.17,61,18.67,4,0.33,2,0.17,11,0.92,14,1.17,123,10.25,11.18,4.0,0.33,1,0.08,156,13.0,159,13.25,30.0,2.5,1,0.08,0.01,1.0,90.8,7.57,6.15,5.87,7.85,4,4,1,2,1,0.33,0.09,7.47,96.3,8.02,6.4,6.06,8.37,6,3,0,2,1,0.33,0.09,9.02,101.8,8.48,6.8,6.3,9.02,6,2,1,2,1,0.33,0.09,8.19
Giovani Bernard,FA,RB,0.0,16,124,7.75,416,26.0,3.35,23.0,1.44,15,7.69,0,0.0,3,0.19,47,2.94,59,3.69,355,22.19,7.55,15.0,0.94,3,0.19,171,10.69,183,11.44,38.0,2.38,1,0.06,0.01,1.0,111.1,6.94,4.8,6.92,6.92,9,2,1,2,2,0.33,0.14,6.44,134.6,8.41,6.3,7.21,8.4,8,3,1,1,3,0.33,0.23,8.93,158.1,9.88,8.0,7.61,10.02,7,4,1,0,4,0.33,0.33,9.18
Kalen Ballage,FA,RB,0.0,11,91,8.27,303,27.55,3.33,25.0,2.27,17,7.91,0,0.0,3,0.27,29,2.64,37,3.36,166,15.09,5.72,5.0,0.45,0,0.0,120,10.91,128,11.64,30.0,2.73,0,0.0,0.0,1.0,64.9,5.9,5.2,4.23,6.65,6,2,2,1,0,0.1,0.0,6.04,79.4,7.22,7.1,4.47,8.13,5,2,2,2,0,0.22,0.0,8.91,93.9,8.54,7.1,4.95,9.64,6,1,1,3,0,0.38,0.0,8.32
Rex Burkhead,FA,RB,0.0,10,67,6.7,274,27.4,4.09,18.0,1.8,18,9.8,0,0.0,3,0.3,25,2.5,33,3.3,192,19.2,7.68,11.0,1.1,3,0.3,92,9.2,100,10.0,29.0,2.9,0,0.0,0.0,0.96,82.6,8.26,4.8,8.77,7.75,7,0,0,1,2,0.43,0.25,6.62,95.1,9.51,5.85,9.7,8.82,6,1,0,1,2,0.43,0.25,8.88,107.6,10.76,6.85,10.67,10.03,5,2,0,1,2,0.43,0.25,8.29
Latavius Murray,FA,RB,0.0,15,146,9.73,656,43.73,4.49,36.0,2.4,36,12.87,3,0.2,4,0.27,23,1.53,26,1.73,176,11.73,7.65,8.0,0.53,1,0.07,169,11.27,172,11.47,44.0,2.93,0,0.0,0.0,1.0,113.2,7.55,5.7,6.6,7.6,6,4,3,0,2,0.15,0.15,6.88,124.7,8.31,6.1,6.54,8.51,8,2,3,0,2,0.15,0.15,8.87,136.2,9.08,6.6,6.52,9.57,8,2,3,0,2,0.15,0.15,8.03
Zack Moss,CIN,RB,1.0,13,112,8.62,481,37.0,4.29,30.0,2.31,31,14.31,4,0.31,4,0.31,14,1.08,18,1.38,95,7.31,6.79,5.0,0.38,1,0.08,126,9.69,130,10.0,35.0,2.69,0,0.0,0.0,1.0,87.6,6.74,6.8,5.39,7.14,6,2,3,1,1,0.18,0.08,6.93,94.6,7.28,7.8,5.46,7.79,6,3,3,0,1,0.08,0.08,8.81,101.6,7.82,8.1,5.59,8.56,6,2,4,0,1,0.08,0.08,7.9
Sony Michel,FA,RB,0.0,9,79,8.78,449,49.89,5.68,19.0,2.11,48,15.22,4,0.44,1,0.11,7,0.78,9,1.0,114,12.67,16.29,5.0,0.56,1,0.11,86,9.56,88,9.78,24.0,2.67,0,0.0,0.0,0.93,68.3,7.59,6.9,6.25,7.75,3,2,2,1,1,0.29,0.12,6.83,71.8,7.98,6.9,6.74,8.11,3,2,2,1,1,0.29,0.12,8.3,75.3,8.37,6.9,7.23,8.6,5,2,0,1,1,0.29,0.12,7.14
Carlos Hyde,FA,RB,0.0,10,81,8.1,356,35.6,4.4,20.0,2.0,50,14.6,2,0.2,4,0.4,16,1.6,20,2.0,93,9.3,5.81,4.0,0.4,0,0.0,97,9.7,101,10.1,24.0,2.4,0,0.0,0.0,0.96,68.9,6.89,5.15,5.27,7.35,5,1,1,3,0,0.43,0.0,6.29,76.9,7.69,5.65,5.37,8.27,5,2,0,3,0,0.43,0.0,8.04,84.9,8.49,6.15,5.53,9.33,6,1,0,3,0,0.43,0.0,7.45
