Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
De'Von Achane,MIA,RB,1.0,17,203,11.94,907,53.35,4.47,37.0,2.18,61,19.47,5,0.29,6,0.35,78,4.59,87,5.12,592,34.82,7.59,30.0,1.76,6,0.35,281,16.53,290,17.06,67.0,3.94,0,0.0,0.0,1.0,221.9,13.05,13.0,7.75,12.63,3,2,2,2,8,1.43,0.89,14.16,260.9,15.35,17.0,8.43,14.74,3,2,2,2,8,1.43,0.89,18.57,299.9,17.64,18.9,9.23,17.05,3,1,2,2,9,1.83,1.12,18.68
Chuba Hubbard,CAR,RB,1.0,15,250,16.67,1195,79.67,4.78,62.0,4.13,38,18.8,8,0.53,10,0.67,43,2.87,54,3.6,171,11.4,3.98,10.0,0.67,1,0.07,293,19.53,304,20.27,72.0,4.8,3,0.2,0.01,1.0,198.6,13.24,13.5,7.88,12.76,2,2,2,3,6,1.5,0.67,14.59,220.1,14.67,14.5,8.39,14.12,2,2,2,3,6,1.5,0.67,17.93,241.6,16.11,15.3,8.96,15.69,2,2,2,3,6,1.5,0.67,16.48
James Cook,BUF,RB,1.0,16,207,12.94,1009,63.06,4.87,48.0,3.0,65,21.25,6,0.38,16,1.0,32,2.0,38,2.38,258,16.12,8.06,14.0,0.88,2,0.12,239,14.94,245,15.31,62.0,3.88,0,0.0,0.0,1.0,234.7,14.67,14.6,7.72,14.21,1,2,3,5,5,1.67,0.45,15.01,250.7,15.67,15.85,7.79,15.36,2,0,5,3,6,1.29,0.6,17.82,266.7,16.67,16.7,7.94,16.73,2,2,2,4,6,1.67,0.6,17.0
Chase Brown,CIN,RB,1.0,16,229,14.31,990,61.88,4.32,49.0,3.06,40,17.38,8,0.5,7,0.44,54,3.38,65,4.06,360,22.5,6.67,23.0,1.44,4,0.25,283,17.69,294,18.38,72.0,4.5,1,0.06,0.0,1.0,201.0,12.56,12.9,6.47,12.72,2,2,2,5,5,1.67,0.45,14.04,228.0,14.25,14.15,6.93,14.38,2,2,2,4,6,1.67,0.6,17.59,255.0,15.94,15.4,7.51,16.22,2,2,2,3,7,1.67,0.78,16.73
J.K. Dobbins,LAC,RB,1.0,13,195,15.0,905,69.62,4.64,47.0,3.62,61,22.15,6,0.46,9,0.69,32,2.46,38,2.92,153,11.77,4.78,6.0,0.46,0,0.0,227,17.46,233,17.92,53.0,4.08,0,0.0,0.0,1.0,159.8,12.29,12.8,6.37,12.5,0,5,1,2,5,1.17,0.62,13.73,175.8,13.52,14.8,6.1,14.09,0,5,1,3,4,1.17,0.44,17.03,191.8,14.75,15.3,5.86,15.98,0,5,1,3,4,1.17,0.44,15.95
Kenneth Walker III,SEA,RB,1.0,11,153,13.91,573,52.09,3.75,28.0,2.55,28,13.45,5,0.45,7,0.64,46,4.18,53,4.82,299,27.18,6.5,19.0,1.73,1,0.09,199,18.09,206,18.73,47.0,4.27,0,0.0,0.0,1.0,135.2,12.29,10.7,7.72,11.91,2,1,3,2,3,0.83,0.38,12.25,158.2,14.38,12.2,7.51,14.22,1,1,3,3,3,1.2,0.38,16.17,181.2,16.47,13.9,7.49,16.78,0,2,1,4,4,2.67,0.57,16.67
Bucky Irving,TB,RB,1.0,17,207,12.18,1122,66.0,5.42,52.0,3.06,56,23.71,8,0.47,8,0.47,47,2.76,52,3.06,392,23.06,8.34,16.0,0.94,0,0.0,254,14.94,259,15.24,68.0,4.0,1,0.06,0.0,1.0,197.4,11.61,11.5,6.73,11.64,4,0,3,6,4,1.43,0.31,12.45,220.9,12.99,12.3,7.12,13.02,4,0,4,5,4,1.12,0.31,15.13,244.4,14.38,15.4,7.6,14.59,4,1,3,6,3,1.12,0.21,14.89
Aaron Jones Sr.,MIN,RB,1.0,17,255,15.0,1138,66.94,4.46,49.0,2.88,41,16.47,3,0.18,5,0.29,51,3.0,62,3.65,408,24.0,8.0,20.0,1.18,2,0.12,306,18.0,317,18.65,69.0,4.06,3,0.18,0.01,1.0,190.6,11.21,9.5,5.19,12.0,1,3,6,2,5,0.7,0.42,11.73,216.1,12.71,10.8,5.28,13.73,1,3,6,2,5,0.7,0.42,14.97,241.6,14.21,12.3,5.46,15.67,2,0,8,3,4,0.7,0.31,14.2
Breece Hall,NYJ,RB,1.0,16,209,13.06,876,54.75,4.19,40.0,2.5,42,16.19,3,0.19,5,0.31,57,3.56,76,4.75,483,30.19,8.47,15.0,0.94,3,0.19,266,16.62,285,17.81,55.0,3.44,2,0.12,0.01,1.0,183.9,11.49,10.05,6.2,11.76,2,2,4,4,4,1.0,0.33,11.92,212.4,13.28,11.8,7.08,13.32,2,2,4,4,4,1.0,0.33,14.96,240.9,15.06,13.55,8.0,15.09,3,1,4,4,4,1.0,0.33,14.65
Tony Pollard,TEN,RB,1.0,16,260,16.25,1079,67.44,4.15,53.0,3.31,41,18.06,6,0.38,5,0.31,41,2.56,57,3.56,238,14.88,5.8,9.0,0.56,0,0.0,301,18.81,317,19.81,62.0,3.88,2,0.12,0.01,1.0,159.7,9.98,9.35,5.18,10.69,3,4,2,5,2,0.78,0.14,11.02,180.2,11.26,10.6,5.3,12.15,2,6,0,6,2,1.0,0.14,14.21,200.7,12.54,12.35,5.5,13.8,3,4,1,7,1,1.0,0.07,13.54
Kareem Hunt,KC,RB,1.0,13,200,15.38,728,56.0,3.64,42.0,3.23,20,10.92,1,0.08,7,0.54,23,1.77,32,2.46,176,13.54,7.65,10.0,0.77,0,0.0,223,17.15,232,17.85,52.0,4.0,0,0.0,0.0,1.0,132.4,10.18,8.7,5.9,10.55,2,2,4,2,3,0.62,0.3,10.57,143.9,11.07,10.2,6.0,11.58,3,2,2,3,3,0.86,0.3,13.77,155.4,11.95,11.7,6.24,12.74,4,1,2,5,1,0.86,0.08,12.57
Brian Robinson Jr.,WAS,RB,1.0,14,187,13.36,799,57.07,4.27,47.0,3.36,40,15.79,4,0.29,8,0.57,20,1.43,25,1.79,159,11.36,7.95,4.0,0.29,0,0.0,207,14.79,212,15.14,51.0,3.64,2,0.14,0.01,1.0,139.8,9.99,11.4,5.65,10.46,3,1,3,5,2,1.0,0.17,11.48,149.8,10.7,11.65,5.69,11.34,3,2,2,5,2,1.0,0.17,13.75,159.8,11.41,12.4,5.77,12.41,3,2,3,5,1,0.75,0.08,12.35
Najee Harris,PIT,RB,1.0,17,263,15.47,1043,61.35,3.97,50.0,2.94,36,16.65,9,0.53,6,0.35,36,2.12,48,2.82,283,16.65,7.86,13.0,0.76,0,0.0,299,17.59,311,18.29,63.0,3.71,0,0.0,0.0,1.0,168.6,9.92,8.6,4.66,10.9,2,3,5,4,3,0.7,0.21,10.68,186.6,10.98,11.1,5.01,12.01,2,3,7,3,2,0.42,0.13,13.61,204.6,12.04,11.3,5.49,13.25,2,3,5,5,2,0.7,0.13,12.6
Rico Dowdle,DAL,RB,1.0,16,235,14.69,1079,67.44,4.59,53.0,3.31,27,12.69,2,0.12,2,0.12,39,2.44,49,3.06,249,15.56,6.38,13.0,0.81,3,0.19,274,17.12,284,17.75,66.0,4.12,2,0.12,0.01,1.0,158.8,9.93,8.3,5.35,10.54,2,5,2,4,3,0.78,0.23,10.44,178.3,11.14,9.3,5.29,12.03,2,5,2,4,3,0.78,0.23,13.5,197.8,12.36,10.65,5.34,13.7,2,3,5,3,3,0.6,0.23,12.49
D'Andre Swift,CHI,RB,1.0,17,253,14.88,959,56.41,3.79,43.0,2.53,56,17.59,5,0.29,6,0.35,42,2.47,52,3.06,386,22.71,9.19,12.0,0.71,0,0.0,295,17.35,305,17.94,55.0,3.24,0,0.0,0.0,1.0,172.5,10.15,8.1,6.0,10.47,3,5,3,2,4,0.55,0.31,10.24,193.5,11.38,9.4,6.31,11.76,3,5,3,2,4,0.55,0.31,12.89,214.5,12.62,9.9,6.76,13.19,3,5,3,2,4,0.55,0.31,12.04
Rhamondre Stevenson,NE,RB,1.0,15,207,13.8,801,53.4,3.87,40.0,2.67,33,14.33,2,0.13,7,0.47,33,2.2,41,2.73,168,11.2,5.09,8.0,0.53,1,0.07,240,16.0,248,16.53,48.0,3.2,3,0.2,0.01,1.0,142.9,9.53,8.9,6.68,9.57,5,0,4,3,3,0.67,0.25,10.1,159.4,10.63,10.9,7.21,10.61,4,2,4,2,3,0.5,0.25,12.77,175.9,11.73,12.3,7.8,11.82,4,3,3,1,4,0.5,0.36,12.34
Rachaad White,TB,RB,2.0,16,144,9.0,613,38.31,4.26,35.0,2.19,56,14.12,2,0.12,3,0.19,51,3.19,57,3.56,393,24.56,7.71,18.0,1.12,6,0.38,195,12.19,201,12.56,53.0,3.31,3,0.19,0.02,1.0,148.6,9.29,8.95,6.56,9.37,5,1,6,2,2,0.33,0.14,9.19,174.1,10.88,10.2,6.97,10.96,3,4,3,4,2,0.6,0.14,12.25,199.6,12.48,11.35,7.54,12.68,3,3,4,3,3,0.6,0.23,11.85
Austin Ekeler,WAS,RB,2.0,12,77,6.42,367,30.58,4.77,19.0,1.58,50,15.0,4,0.33,4,0.33,35,2.92,41,3.42,366,30.5,10.46,14.0,1.17,0,0.0,112,9.33,118,9.83,33.0,2.75,0,0.0,0.0,1.0,97.3,8.11,7.65,4.69,8.9,3,3,3,2,1,0.33,0.09,8.14,114.8,9.57,9.4,4.78,10.59,3,2,3,3,1,0.5,0.09,11.07,132.3,11.02,11.15,5.03,12.4,3,1,4,4,0,0.5,0.0,10.99
Tyrone Tracy Jr.,NYG,RB,1.0,17,192,11.29,839,49.35,4.37,39.0,2.29,45,14.53,6,0.35,5,0.29,38,2.24,53,3.12,284,16.71,7.47,13.0,0.76,1,0.06,230,13.53,245,14.41,52.0,3.06,2,0.12,0.01,1.0,144.3,8.49,6.9,6.18,8.69,6,4,0,5,2,0.7,0.13,8.62,163.3,9.61,7.6,6.6,9.81,6,4,0,5,2,0.7,0.13,10.88,182.3,10.72,9.0,7.08,11.08,6,4,0,4,3,0.7,0.21,10.52
Jordan Mason,SF,RB,2.0,12,153,12.75,789,65.75,5.16,37.0,3.08,38,20.83,9,0.75,3,0.25,11,0.92,14,1.17,91,7.58,8.27,5.0,0.42,0,0.0,164,13.67,167,13.92,42.0,3.5,1,0.08,0.01,1.0,104.0,8.67,7.8,7.52,8.45,4,1,4,0,3,0.33,0.33,8.72,109.5,9.12,8.1,7.74,8.96,4,3,2,1,2,0.33,0.2,10.64,115.0,9.58,8.85,7.97,9.61,4,4,1,1,2,0.33,0.2,9.45
Zach Charbonnet,SEA,RB,2.0,17,135,7.94,569,33.47,4.21,32.0,1.88,51,11.59,3,0.18,8,0.47,42,2.47,52,3.06,340,20.0,8.1,6.0,0.35,1,0.06,177,10.41,187,11.0,38.0,2.24,0,0.0,0.0,1.0,144.9,8.52,7.6,8.17,8.14,7,1,5,2,2,0.31,0.13,7.96,165.9,9.76,9.1,8.76,9.29,7,1,5,2,2,0.31,0.13,10.14,186.9,10.99,10.4,9.4,10.58,7,1,5,2,2,0.31,0.13,10.06
Alexander Mattison,LV,RB,1.0,14,132,9.43,420,30.0,3.18,25.0,1.79,24,8.71,1,0.07,4,0.29,36,2.57,48,3.43,294,21.0,8.17,13.0,0.93,1,0.07,168,12.0,180,12.86,38.0,2.71,1,0.07,0.01,1.0,101.4,7.24,6.5,4.0,8.27,5,3,2,4,0,0.4,0.0,7.68,119.4,8.53,7.65,4.46,9.61,4,4,2,4,0,0.4,0.0,10.03,137.4,9.81,9.65,5.05,11.03,5,2,2,5,0,0.56,0.0,10.2
Christian McCaffrey,SF,RB,1.0,4,50,12.5,202,50.5,4.04,12.0,3.0,19,13.0,0,0.0,0,0.0,15,3.75,19,4.75,146,36.5,9.73,6.0,1.5,0,0.0,65,16.25,69,17.25,18.0,4.5,1,0.25,0.02,0.65,32.8,8.2,8.65,2.93,10.12,0,2,2,0,0,0.0,0.0,5.98,40.3,10.07,10.15,3.62,11.95,0,2,0,2,0,1.0,0.0,9.74,47.8,11.95,11.65,4.37,13.92,0,2,0,2,0,1.0,0.0,8.39
Travis Etienne Jr.,JAC,RB,1.0,15,150,10.0,558,37.2,3.72,31.0,2.07,22,12.13,2,0.13,2,0.13,39,2.6,52,3.47,254,16.93,6.51,13.0,0.87,0,0.0,189,12.6,202,13.47,44.0,2.93,1,0.07,0.01,1.0,91.2,6.08,6.0,3.0,7.46,5,5,4,1,0,0.07,0.0,6.83,110.7,7.38,7.5,3.39,8.9,5,4,5,1,0,0.07,0.0,9.47,130.2,8.68,8.8,3.9,10.41,5,4,5,1,0,0.07,0.0,9.13
Jerome Ford,CLE,RB,2.0,14,104,7.43,565,40.36,5.43,25.0,1.79,66,22.57,5,0.36,3,0.21,37,2.64,43,3.07,225,16.07,6.08,10.0,0.71,0,0.0,141,10.07,147,10.5,35.0,2.5,0,0.0,0.0,1.0,97.0,6.93,5.55,5.58,7.28,6,4,1,1,2,0.27,0.17,6.75,115.5,8.25,6.55,6.27,8.54,4,5,1,2,2,0.4,0.17,9.04,134.0,9.57,7.8,7.06,9.89,4,5,1,2,2,0.4,0.17,8.84
Javonte Williams,DEN,RB,1.0,17,139,8.18,513,30.18,3.69,30.0,1.76,20,9.06,1,0.06,4,0.24,52,3.06,70,4.12,346,20.35,6.65,14.0,0.82,0,0.0,191,11.24,209,12.29,44.0,2.59,2,0.12,0.01,1.0,105.9,6.23,5.3,5.94,6.44,7,4,3,2,1,0.21,0.06,6.29,131.9,7.76,7.2,6.18,8.06,7,2,5,2,1,0.21,0.06,8.99,157.9,9.29,9.2,6.5,9.8,7,2,5,2,1,0.21,0.06,9.2
Jaylen Warren,PIT,RB,2.0,15,120,8.0,511,34.07,4.26,28.0,1.87,22,10.73,1,0.07,1,0.07,38,2.53,48,3.2,310,20.67,8.16,16.0,1.07,0,0.0,158,10.53,168,11.2,44.0,2.93,1,0.07,0.01,1.0,86.1,5.74,6.1,3.64,6.71,5,6,2,2,0,0.15,0.0,6.45,105.1,7.01,7.1,4.17,8.03,5,5,3,2,0,0.15,0.0,8.84,124.1,8.27,8.1,4.75,9.44,5,5,2,3,0,0.25,0.0,8.46
Tyjae Spears,TEN,RB,2.0,12,84,7.0,312,26.0,3.71,19.0,1.58,23,9.75,1,0.08,4,0.33,30,2.5,35,2.92,224,18.67,7.47,9.0,0.75,1,0.08,114,9.5,119,9.92,28.0,2.33,0,0.0,0.0,1.0,83.6,6.97,4.15,6.83,6.96,6,2,2,0,2,0.2,0.2,5.96,98.6,8.22,5.9,7.44,8.14,6,2,2,0,2,0.2,0.2,8.3,113.6,9.47,7.65,8.1,9.46,5,2,2,1,2,0.33,0.2,8.51
Tank Bigsby,JAC,RB,2.0,16,168,10.5,766,47.88,4.56,39.0,2.44,65,17.44,4,0.25,7,0.44,7,0.44,12,0.75,54,3.38,7.71,1.0,0.06,0,0.0,175,10.94,180,11.25,40.0,2.5,1,0.06,0.01,1.0,122.0,7.62,5.75,7.54,7.43,8,1,4,1,2,0.23,0.14,6.89,125.5,7.84,5.75,7.65,7.72,8,1,4,1,2,0.23,0.14,8.26,129.0,8.06,5.9,7.77,8.14,8,2,4,0,2,0.14,0.14,7.12
Zack Moss,CIN,RB,2.0,9,74,8.22,242,26.89,3.27,13.0,1.44,16,8.22,0,0.0,2,0.22,23,2.56,27,3.0,187,20.78,8.13,11.0,1.22,1,0.11,97,10.78,101,11.22,24.0,2.67,1,0.11,0.01,0.93,58.9,6.54,4.7,5.9,6.78,5,1,0,3,0,0.5,0.0,5.84,70.4,7.82,5.9,6.51,8.02,4,2,0,2,1,0.5,0.12,8.23,81.9,9.1,7.9,7.16,9.37,3,3,0,2,1,0.5,0.12,8.14
Justice Hill,BAL,RB,2.0,15,47,3.13,228,15.2,4.85,14.0,0.93,51,10.93,2,0.13,1,0.07,42,2.8,51,3.4,383,25.53,9.12,17.0,1.13,3,0.2,89,5.93,98,6.53,31.0,2.07,0,0.0,0.0,1.0,85.1,5.67,4.1,4.88,6.16,8,3,1,3,0,0.25,0.0,5.08,106.1,7.07,6.1,5.47,7.57,7,4,0,3,1,0.36,0.07,7.7,127.1,8.47,7.4,6.14,9.07,7,3,1,3,1,0.36,0.07,7.79
Nick Chubb,CLE,RB,1.0,8,102,12.75,332,41.5,3.25,17.0,2.12,19,11.12,0,0.0,3,0.38,5,0.62,11,1.38,31,3.88,6.2,3.0,0.38,1,0.12,107,13.38,113,14.12,20.0,2.5,1,0.12,0.01,0.88,58.3,7.29,5.1,5.15,7.81,2,3,2,0,1,0.14,0.14,6.16,60.8,7.6,5.1,5.37,8.17,5,0,2,0,1,0.14,0.14,7.53,63.3,7.91,5.1,5.61,8.66,5,0,2,0,1,0.14,0.14,6.46
Isiah Pacheco,KC,RB,2.0,7,83,11.86,310,44.29,3.73,14.0,2.0,34,12.0,1,0.14,1,0.14,12,1.71,16,2.29,79,11.29,6.58,4.0,0.57,0,0.0,95,13.57,99,14.14,18.0,2.57,0,0.0,0.0,0.84,44.9,6.41,4.9,4.44,7.14,3,2,0,2,0,0.4,0.0,5.62,50.9,7.27,5.4,5.05,7.94,4,1,0,2,0,0.4,0.0,7.34,56.9,8.13,5.9,5.7,8.87,4,1,0,2,0,0.4,0.0,6.53
Tyler Allgeier,ATL,RB,2.0,17,137,8.06,644,37.88,4.7,43.0,2.53,25,13.59,4,0.24,3,0.18,13,0.76,13,0.76,88,5.18,6.77,2.0,0.12,0,0.0,150,8.82,150,8.82,45.0,2.65,0,0.0,0.0,1.0,93.2,5.48,4.3,4.55,6.06,10,3,2,1,1,0.13,0.06,5.29,99.7,5.86,4.3,4.58,6.56,10,4,1,1,1,0.13,0.06,6.82,106.2,6.25,5.5,4.66,7.17,11,3,2,0,1,0.06,0.06,6.12
Antonio Gibson,NE,RB,2.0,17,120,7.06,538,31.65,4.48,24.0,1.41,45,13.06,4,0.24,1,0.06,23,1.35,29,1.71,206,12.12,8.96,11.0,0.65,0,0.0,143,8.41,149,8.76,35.0,2.06,0,0.0,0.0,1.0,80.4,4.73,4.3,3.25,5.69,10,4,2,1,0,0.06,0.0,4.96,91.9,5.41,5.2,3.39,6.52,9,5,2,1,0,0.06,0.0,6.68,103.4,6.08,6.3,3.63,7.42,9,4,4,0,0,0.0,0.0,6.37
Michael Carter,ARI,RB,2.0,4,35,8.75,131,32.75,3.74,9.0,2.25,13,7.0,0,0.0,1,0.25,11,2.75,11,2.75,57,14.25,5.18,2.0,0.5,0,0.0,46,11.5,46,11.5,11.0,2.75,0,0.0,0.0,0.65,24.8,6.2,6.45,5.05,6.68,2,0,1,1,0,0.33,0.0,4.42,30.3,7.58,8.2,5.77,8.0,1,1,1,1,0,0.33,0.0,6.59,35.8,8.95,9.95,6.59,9.41,1,0,2,1,0,0.33,0.0,6.03
Ameer Abdullah,LV,RB,4.0,16,66,4.12,311,19.44,4.71,14.0,0.88,40,6.94,1,0.06,2,0.12,40,2.5,47,2.94,261,16.31,6.52,16.0,1.0,3,0.19,106,6.62,113,7.06,30.0,1.88,1,0.06,0.01,1.0,85.2,5.32,2.2,5.84,5.53,9,1,1,5,0,0.45,0.0,4.34,105.2,6.58,3.7,6.65,6.7,9,1,1,5,0,0.45,0.0,6.34,125.2,7.82,5.2,7.51,7.96,9,1,1,3,2,0.45,0.14,6.71
Jaleel McLaughlin,DEN,RB,2.0,16,113,7.06,496,31.0,4.39,25.0,1.56,21,11.06,1,0.06,1,0.06,24,1.5,27,1.69,76,4.75,3.17,3.0,0.19,2,0.12,137,8.56,140,8.75,28.0,1.75,1,0.06,0.01,1.0,73.2,4.58,3.95,3.25,5.5,10,2,3,1,0,0.07,0.0,4.75,85.2,5.32,4.65,3.31,6.46,10,2,3,1,0,0.07,0.0,6.29,97.2,6.08,5.7,3.52,7.47,10,4,2,0,0,0.0,0.0,6.14
