Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
LeSean McCoy,FA,RB,0.0,16,312,19.5,1319,82.44,4.23,67.0,4.19,53,19.94,6,0.38,5,0.31,28,1.75,37,2.31,155,9.69,5.54,10.0,0.62,0,0.0,340,21.25,349,21.81,77.0,4.81,3,0.19,0.01,1.0,171.4,10.71,11.0,5.86,11.12,3,2,2,4,5,1.29,0.45,12.76,185.4,11.59,11.55,6.15,12.04,3,2,3,4,4,1.0,0.33,15.44,199.4,12.46,12.55,6.55,13.13,3,2,4,3,4,0.78,0.33,13.7
Ahmad Bradshaw,FA,RB,0.0,10,90,9.0,425,42.5,4.72,18.0,1.8,29,15.4,3,0.3,2,0.2,38,3.8,47,4.7,300,30.0,7.89,20.0,2.0,6,0.6,128,12.8,137,13.7,38.0,3.8,2,0.2,0.02,0.96,116.5,11.65,11.55,6.04,12.0,1,1,2,4,2,1.5,0.25,12.0,135.5,13.55,12.8,6.16,14.08,1,0,3,3,3,1.5,0.43,15.37,154.5,15.45,14.2,6.38,16.38,1,0,2,4,3,2.33,0.43,15.3
Andre Ellington,FA,RB,0.0,12,201,16.75,660,55.0,3.28,27.0,2.25,22,14.5,4,0.33,3,0.25,46,3.83,64,5.33,395,32.92,8.59,19.0,1.58,2,0.17,247,20.58,265,22.08,46.0,3.83,2,0.17,0.01,1.0,131.5,10.96,9.7,6.84,10.95,1,3,4,1,3,0.5,0.33,11.47,154.5,12.88,11.45,7.16,12.89,1,0,5,3,3,1.0,0.33,15.27,177.5,14.79,13.25,7.58,15.02,1,0,5,3,3,1.0,0.33,14.93
Giovani Bernard,FA,RB,0.0,13,168,12.92,680,52.31,4.05,32.0,2.46,89,18.31,1,0.08,5,0.38,43,3.31,59,4.54,349,26.85,8.12,13.0,1.0,2,0.15,211,16.23,227,17.46,45.0,3.46,0,0.0,0.0,1.0,144.9,11.15,10.7,6.57,11.24,2,2,1,5,3,1.6,0.3,12.28,166.4,12.8,11.8,7.02,12.87,3,2,0,4,4,1.6,0.44,15.26,187.9,14.45,13.3,7.56,14.69,3,2,1,2,5,1.17,0.62,14.76
Joique Bell,FA,RB,0.0,15,223,14.87,860,57.33,3.86,43.0,2.87,57,17.73,3,0.2,7,0.47,34,2.27,53,3.53,322,21.47,9.47,14.0,0.93,1,0.07,257,17.13,276,18.4,57.0,3.8,1,0.07,0.0,1.0,164.2,10.95,10.3,6.55,11.05,3,2,3,4,3,0.88,0.25,11.61,181.2,12.08,12.1,6.92,12.19,4,1,2,5,3,1.14,0.25,14.88,198.2,13.21,13.7,7.37,13.52,4,1,2,6,2,1.14,0.15,14.03
Jeremy Hill,FA,RB,0.0,16,222,13.88,1124,70.25,5.06,61.0,3.81,85,23.69,4,0.25,9,0.56,27,1.69,32,2.0,215,13.44,7.96,7.0,0.44,0,0.0,249,15.56,254,15.88,68.0,4.25,2,0.12,0.01,1.0,183.9,11.49,9.7,8.23,10.96,4,3,2,1,6,0.78,0.6,11.36,197.4,12.34,10.7,8.08,11.98,3,3,2,3,5,1.0,0.45,14.32,210.9,13.18,11.45,8.0,13.21,3,2,3,5,3,1.0,0.23,12.75
Fred Jackson,FA,RB,0.0,14,141,10.07,525,37.5,3.72,24.0,1.71,38,11.93,0,0.0,2,0.14,66,4.71,90,6.43,501,35.79,7.59,25.0,1.79,1,0.07,207,14.79,231,16.5,49.0,3.5,0,0.0,0.0,1.0,122.6,8.76,9.1,3.63,10.25,3,1,7,2,1,0.27,0.08,9.84,155.6,11.11,11.4,4.46,12.52,1,3,3,6,1,1.0,0.08,14.08,188.6,13.47,13.15,5.52,14.81,1,3,3,4,3,1.0,0.27,14.18
C.J. Anderson,FA,RB,0.0,15,179,11.93,849,56.6,4.74,47.0,3.13,27,12.13,7,0.47,8,0.53,34,2.27,44,2.93,324,21.6,9.53,13.0,0.87,2,0.13,213,14.2,223,14.87,60.0,4.0,0,0.0,0.0,1.0,177.3,11.82,9.6,11.03,10.48,7,0,1,1,6,0.88,0.67,11.16,194.3,12.95,10.6,11.68,11.47,6,1,1,1,6,0.88,0.67,13.96,211.3,14.09,11.6,12.44,12.64,6,1,1,0,7,0.88,0.88,13.0
Alfred Morris,FA,RB,0.0,16,265,16.56,1074,67.12,4.05,48.0,3.0,30,18.69,8,0.5,8,0.5,17,1.06,26,1.62,155,9.69,9.12,8.0,0.5,0,0.0,282,17.62,291,18.19,56.0,3.5,0,0.0,0.0,1.0,170.9,10.68,8.7,6.52,10.8,3,3,3,4,3,0.78,0.23,10.75,179.4,11.21,9.45,6.62,11.44,5,2,2,3,4,0.78,0.33,13.17,187.9,11.74,10.2,6.77,12.27,5,3,1,3,4,0.78,0.33,12.05
Rashad Jennings,FA,RB,0.0,11,167,15.18,639,58.09,3.83,38.0,3.45,18,12.91,0,0.0,4,0.36,30,2.73,41,3.73,226,20.55,7.53,8.0,0.73,0,0.0,197,17.91,208,18.91,46.0,4.18,1,0.09,0.01,1.0,108.5,9.86,7.2,7.54,9.61,3,2,2,1,3,0.57,0.38,9.73,123.5,11.23,8.7,7.81,10.99,3,2,2,1,3,0.57,0.38,12.97,138.5,12.59,10.7,8.23,12.53,3,2,1,1,4,0.83,0.57,12.71
Jonathan Stewart,FA,RB,0.0,13,175,13.46,809,62.23,4.62,42.0,3.23,69,20.46,2,0.15,3,0.23,25,1.92,31,2.38,181,13.92,7.24,7.0,0.54,1,0.08,200,15.38,206,15.85,49.0,3.77,1,0.08,0.0,1.0,121.0,9.31,6.9,5.66,9.75,4,3,1,3,2,0.62,0.18,9.18,133.5,10.27,7.9,5.53,10.96,3,4,1,3,2,0.62,0.18,11.95,146.0,11.23,8.9,5.48,12.37,3,4,1,3,2,0.62,0.18,11.03
Ronnie Hillman,FA,RB,0.0,8,106,13.25,434,54.25,4.09,20.0,2.5,37,17.62,1,0.12,3,0.38,21,2.62,34,4.25,139,17.38,6.62,6.0,0.75,1,0.12,127,15.88,140,17.5,26.0,3.25,0,0.0,0.0,0.88,81.3,10.16,9.0,7.66,9.86,2,2,0,2,2,1.0,0.33,9.47,91.8,11.48,9.75,8.54,10.99,2,2,0,2,2,1.0,0.33,11.76,102.3,12.79,10.7,9.47,12.28,4,0,0,2,2,1.0,0.33,10.93
Matt Asiata,FA,RB,0.0,15,164,10.93,570,38.0,3.48,33.0,2.2,19,8.13,0,0.0,9,0.6,44,2.93,63,4.2,312,20.8,7.09,7.0,0.47,1,0.07,208,13.87,227,15.13,40.0,2.67,1,0.07,0.0,1.0,150.2,10.01,6.4,8.97,9.34,6,3,0,3,3,0.67,0.25,8.87,172.2,11.48,7.9,9.37,10.74,6,2,1,1,5,0.67,0.5,11.62,194.2,12.95,9.7,9.84,12.32,6,1,2,1,5,0.67,0.5,11.64
Tre Mason,FA,RB,0.0,12,179,14.92,765,63.75,4.27,37.0,3.08,89,24.5,5,0.42,4,0.33,16,1.33,26,2.17,148,12.33,9.25,8.0,0.67,1,0.08,195,16.25,205,17.08,45.0,3.75,1,0.08,0.01,1.0,119.3,9.94,7.35,8.7,9.35,3,3,2,3,1,0.5,0.09,9.1,127.3,10.61,8.25,8.95,10.04,3,3,2,3,1,0.5,0.09,11.61,135.3,11.28,9.25,9.23,10.9,5,1,3,2,1,0.33,0.09,10.31
Frank Gore,FA,RB,0.0,16,255,15.94,1106,69.12,4.34,53.0,3.31,52,16.06,4,0.25,4,0.25,11,0.69,19,1.19,111,6.94,10.09,2.0,0.12,1,0.06,266,16.62,274,17.12,55.0,3.44,2,0.12,0.01,1.0,147.7,9.23,7.75,6.85,9.21,5,3,2,4,2,0.6,0.14,9.37,153.2,9.57,7.75,7.02,9.63,5,3,3,3,2,0.45,0.14,11.12,158.7,9.92,7.85,7.2,10.2,8,1,2,3,2,0.45,0.14,9.67
Steven Jackson,FA,RB,0.0,15,190,12.67,707,47.13,3.72,37.0,2.47,55,14.47,1,0.07,6,0.4,20,1.33,27,1.8,148,9.87,7.4,6.0,0.4,0,0.0,210,14.0,217,14.47,43.0,2.87,0,0.0,0.0,1.0,121.5,8.1,6.2,4.52,8.97,5,3,1,5,1,0.67,0.07,8.35,131.5,8.77,7.2,4.78,9.71,6,2,2,4,1,0.5,0.07,10.33,141.5,9.43,8.2,5.11,10.57,7,1,3,3,1,0.36,0.07,9.5
Chris Ivory,FA,RB,0.0,16,198,12.38,821,51.31,4.15,42.0,2.62,71,15.81,0,0.0,6,0.38,18,1.12,27,1.69,123,7.69,6.83,4.0,0.25,1,0.06,216,13.5,225,14.06,46.0,2.88,1,0.06,0.0,1.0,134.4,8.4,7.4,5.06,9.04,5,3,4,1,3,0.33,0.23,8.7,143.4,8.96,7.65,5.3,9.67,6,2,4,3,1,0.33,0.07,10.28,152.4,9.52,8.2,5.61,10.43,8,0,4,3,1,0.33,0.07,9.37
Branden Oliver,FA,RB,0.0,14,160,11.43,582,41.57,3.64,30.0,2.14,52,14.36,2,0.14,3,0.21,36,2.57,45,3.21,271,19.36,7.53,11.0,0.79,1,0.07,196,14.0,205,14.64,41.0,2.93,0,0.0,0.0,1.0,109.3,7.81,5.95,8.16,7.46,6,3,2,1,2,0.27,0.17,7.4,127.3,9.09,8.2,8.67,8.67,6,1,4,1,2,0.27,0.17,10.25,145.3,10.38,9.7,9.26,10.02,5,2,3,2,2,0.4,0.17,10.06
Andre Williams,FA,RB,0.0,16,217,13.56,721,45.06,3.32,30.0,1.88,50,15.5,2,0.12,7,0.44,18,1.12,37,2.31,130,8.12,7.22,6.0,0.38,0,0.0,235,14.69,254,15.88,36.0,2.25,0,0.0,0.0,1.0,127.1,7.94,7.85,5.69,8.31,6,2,1,6,1,0.78,0.07,8.97,136.1,8.51,8.35,5.96,8.91,8,0,4,3,1,0.33,0.07,10.13,145.1,9.07,8.65,6.26,9.66,8,0,5,2,1,0.23,0.07,9.3
Ryan Mathews,FA,RB,0.0,6,74,12.33,330,55.0,4.46,17.0,2.83,32,18.17,2,0.33,3,0.5,9,1.5,10,1.67,69,11.5,7.67,4.0,0.67,0,0.0,83,13.83,84,14.0,21.0,3.5,0,0.0,0.0,0.78,57.9,9.65,9.05,4.66,10.61,1,1,1,2,1,1.0,0.2,8.24,62.4,10.4,9.55,4.8,11.5,1,2,1,1,1,0.5,0.2,10.1,66.9,11.15,10.05,4.95,12.6,1,2,1,1,1,0.5,0.2,8.85
Pierre Thomas,FA,RB,0.0,11,45,4.09,222,20.18,4.93,13.0,1.18,27,11.0,1,0.09,2,0.18,45,4.09,55,5.0,378,34.36,8.4,19.0,1.73,1,0.09,90,8.18,100,9.09,32.0,2.91,0,0.0,0.0,1.0,78.0,7.09,5.2,6.15,7.27,6,1,2,1,1,0.22,0.1,6.32,100.5,9.14,7.2,6.94,9.22,5,1,1,3,1,0.57,0.1,9.72,123.0,11.18,9.2,7.77,11.29,5,1,1,3,1,0.57,0.1,9.89
Shane Vereen,FA,RB,0.0,16,96,6.0,391,24.44,4.07,15.0,0.94,19,9.44,0,0.0,2,0.12,52,3.25,77,4.81,447,27.94,8.6,24.0,1.5,3,0.19,148,9.25,173,10.81,39.0,2.44,0,0.0,0.0,1.0,113.8,7.11,5.5,5.68,7.44,8,2,2,3,1,0.33,0.07,6.77,139.8,8.74,7.1,6.22,9.06,8,1,3,3,1,0.33,0.07,9.27,165.8,10.36,8.2,6.88,10.78,6,3,2,3,2,0.45,0.14,9.41
Jerick McKinnon,FA,RB,0.0,11,113,10.27,538,48.91,4.76,21.0,1.91,55,16.82,3,0.27,0,0.0,27,2.45,41,3.73,135,12.27,5.0,7.0,0.64,0,0.0,140,12.73,154,14.0,28.0,2.55,0,0.0,0.0,1.0,67.3,6.12,6.3,4.46,6.8,4,3,3,0,1,0.1,0.1,6.92,80.8,7.35,7.8,4.62,8.2,4,3,3,1,0,0.1,0.0,9.21,94.3,8.57,9.3,4.91,9.7,3,3,3,2,0,0.22,0.0,9.29
Darren Sproles,FA,RB,0.0,15,57,3.8,329,21.93,5.77,18.0,1.2,49,14.0,1,0.07,6,0.4,40,2.67,62,4.13,387,25.8,9.68,17.0,1.13,0,0.0,97,6.47,119,7.93,35.0,2.33,1,0.07,0.01,1.0,105.6,7.04,6.3,6.01,7.26,7,2,4,1,1,0.15,0.07,6.52,125.6,8.37,8.3,6.65,8.54,7,2,4,0,2,0.15,0.15,9.11,145.6,9.71,9.1,7.37,9.93,7,2,3,1,2,0.25,0.15,8.93
Terrance West,FA,RB,0.0,14,171,12.21,673,48.07,3.94,30.0,2.14,36,14.07,3,0.21,4,0.29,11,0.79,13,0.93,64,4.57,5.82,3.0,0.21,1,0.07,182,13.0,184,13.14,33.0,2.36,1,0.07,0.01,1.0,101.7,7.26,6.25,5.72,7.59,6,2,2,2,2,0.4,0.17,7.56,107.2,7.66,6.5,5.91,8.04,7,1,2,3,1,0.4,0.08,8.9,112.7,8.05,6.75,6.11,8.63,7,1,3,2,1,0.27,0.08,7.92
Denard Robinson,FA,RB,0.0,13,135,10.38,582,44.77,4.31,23.0,1.77,41,16.31,1,0.08,4,0.31,23,1.77,31,2.38,124,9.54,5.39,6.0,0.46,0,0.0,158,12.15,166,12.77,29.0,2.23,2,0.15,0.01,1.0,90.6,6.97,3.6,6.57,7.03,7,2,0,1,3,0.44,0.3,6.44,102.1,7.85,5.1,6.48,8.06,7,2,0,1,3,0.44,0.3,8.56,113.6,8.74,6.6,6.45,9.24,7,2,0,1,3,0.44,0.3,8.52
Trent Richardson,FA,RB,0.0,15,159,10.6,519,34.6,3.26,25.0,1.67,27,9.53,1,0.07,3,0.2,27,1.8,34,2.27,229,15.27,8.48,9.0,0.6,0,0.0,186,12.4,193,12.87,34.0,2.27,1,0.07,0.01,1.0,90.8,6.05,4.7,4.4,6.75,9,0,4,1,1,0.15,0.07,6.17,104.3,6.95,6.6,4.74,7.71,7,3,3,1,1,0.15,0.07,8.45,117.8,7.85,8.1,5.17,8.78,7,3,3,1,1,0.15,0.07,8.34
Reggie Bush,FA,RB,0.0,11,76,6.91,297,27.0,3.91,9.0,0.82,26,11.0,1,0.09,2,0.18,40,3.64,56,5.09,253,23.0,6.32,13.0,1.18,0,0.0,116,10.55,132,12.0,22.0,2.0,0,0.0,0.0,1.0,67.0,6.09,4.1,5.04,6.57,7,2,0,0,2,0.22,0.22,6.05,87.0,7.91,5.6,5.79,8.34,7,0,2,0,2,0.22,0.22,8.36,107.0,9.73,7.4,6.61,10.22,4,3,2,0,2,0.22,0.22,8.83
Roy Helu,FA,RB,0.0,14,40,2.86,216,15.43,5.4,10.0,0.71,18,7.86,0,0.0,1,0.07,42,3.0,47,3.36,477,34.07,11.36,16.0,1.14,2,0.14,82,5.86,87,6.21,26.0,1.86,1,0.07,0.01,1.0,85.3,6.09,5.95,3.81,7.05,6,3,3,2,0,0.17,0.0,6.04,106.3,7.59,7.4,4.27,8.65,5,4,2,3,0,0.27,0.0,8.32,127.3,9.09,8.9,4.84,10.33,5,3,3,3,0,0.27,0.0,8.66
Isaiah Crowell,FA,RB,0.0,16,148,9.25,607,37.94,4.1,34.0,2.12,35,14.38,4,0.25,8,0.5,9,0.56,14,0.88,87,5.44,9.67,4.0,0.25,0,0.0,157,9.81,162,10.12,38.0,2.38,2,0.12,0.01,1.0,113.4,7.09,5.6,5.86,7.36,7,3,1,3,2,0.45,0.14,6.93,117.9,7.37,5.85,5.71,7.8,8,2,2,3,1,0.33,0.07,8.17,122.4,7.65,6.1,5.57,8.39,9,1,4,1,1,0.14,0.07,7.09
Doug Martin,FA,RB,0.0,11,134,12.18,494,44.91,3.69,23.0,2.09,63,17.82,0,0.0,2,0.18,13,1.18,20,1.82,64,5.82,4.92,3.0,0.27,0,0.0,147,13.36,154,14.0,26.0,2.36,0,0.0,0.0,1.0,67.8,6.16,4.8,4.27,6.93,6,0,2,3,0,0.38,0.0,6.55,74.3,6.75,5.3,4.34,7.66,6,0,3,2,0,0.22,0.0,8.06,80.8,7.35,5.8,4.45,8.52,6,0,3,2,0,0.22,0.0,7.42
Stevan Ridley,FA,RB,0.0,6,94,15.67,340,56.67,3.62,16.0,2.67,43,16.17,0,0.0,2,0.33,4,0.67,5,0.83,20,3.33,5.0,1.0,0.17,0,0.0,98,16.33,99,16.5,17.0,2.83,0,0.0,0.0,0.78,48.0,8.0,4.5,6.87,7.98,3,1,0,0,2,0.5,0.5,6.12,50.0,8.33,5.2,6.62,8.5,3,1,0,1,1,0.5,0.2,7.67,52.0,8.67,5.95,6.39,9.18,4,0,0,2,0,0.5,0.0,6.49
Darren McFadden,FA,RB,0.0,16,155,9.69,534,33.38,3.45,20.0,1.25,25,9.94,1,0.06,2,0.12,36,2.25,56,3.5,212,13.25,5.89,8.0,0.5,0,0.0,191,11.94,211,13.19,28.0,1.75,1,0.06,0.01,1.0,84.6,5.29,4.95,3.58,6.21,8,4,2,2,0,0.14,0.0,5.97,102.6,6.41,5.75,4.07,7.39,9,0,5,2,0,0.14,0.0,7.64,120.6,7.54,7.05,4.65,8.65,8,1,5,2,0,0.14,0.0,7.79
Bobby Rainey,FA,RB,0.0,15,94,6.27,406,27.07,4.32,20.0,1.33,31,9.07,3,0.2,1,0.07,33,2.2,45,3.0,315,21.0,9.55,12.0,0.8,1,0.07,127,8.47,139,9.27,32.0,2.13,3,0.2,0.02,1.0,78.1,5.21,5.2,5.02,5.62,8,4,1,1,1,0.15,0.07,5.56,94.6,6.31,6.2,5.56,6.72,7,3,2,2,1,0.25,0.07,7.58,111.1,7.41,7.2,6.27,7.89,7,2,2,3,1,0.36,0.07,7.51
Jonas Gray,FA,RB,0.0,8,89,11.12,412,51.5,4.63,26.0,3.25,20,10.75,1,0.12,5,0.62,1,0.12,3,0.38,7,0.88,7.0,0.0,0.0,0,0.0,90,11.25,92,11.5,26.0,3.25,0,0.0,0.0,0.88,71.9,8.99,4.9,14.52,7.44,4,2,1,0,1,0.14,0.14,5.72,72.4,9.05,4.9,14.51,7.59,4,2,1,0,1,0.14,0.14,7.4,72.9,9.11,4.9,14.5,7.87,5,2,0,0,1,0.14,0.14,5.87
Benny Cunningham Jr.,FA,RB,0.0,16,66,4.12,246,15.38,3.73,12.0,0.75,20,8.06,1,0.06,3,0.19,45,2.81,53,3.31,352,22.0,7.82,21.0,1.31,1,0.06,111,6.94,119,7.44,33.0,2.06,2,0.12,0.02,1.0,79.8,4.99,4.25,3.73,5.8,12,0,2,2,0,0.14,0.0,4.96,102.3,6.39,6.05,4.13,7.34,8,4,2,2,0,0.14,0.0,7.32,124.8,7.8,7.8,4.68,8.94,7,3,4,2,0,0.14,0.0,7.63
Chris Johnson,FA,RB,0.0,16,155,9.69,663,41.44,4.28,21.0,1.31,47,15.38,1,0.06,1,0.06,24,1.5,34,2.12,151,9.44,6.29,9.0,0.56,1,0.06,179,11.19,189,11.81,30.0,1.88,1,0.06,0.01,1.0,91.4,5.71,4.5,4.38,6.38,8,3,2,2,1,0.23,0.07,5.92,103.4,6.46,4.75,4.76,7.16,9,2,3,1,1,0.14,0.07,7.17,115.4,7.21,5.0,5.2,8.05,9,2,3,1,1,0.14,0.07,6.69
C.J. Spiller,FA,RB,0.0,9,78,8.67,300,33.33,3.85,12.0,1.33,53,18.44,1,0.11,0,0.0,19,2.11,22,2.44,125,13.89,6.58,6.0,0.67,1,0.11,97,10.78,100,11.11,18.0,2.0,1,0.11,0.01,0.93,46.5,5.17,5.6,4.03,5.89,4,2,2,1,0,0.12,0.0,5.44,56.0,6.22,6.1,4.27,7.09,5,1,2,1,0,0.12,0.0,7.07,65.5,7.28,6.6,4.6,8.37,5,2,1,1,0,0.12,0.0,6.74
Ben Tate,FA,RB,0.0,11,119,10.82,371,33.73,3.12,18.0,1.64,25,9.91,1,0.09,4,0.36,9,0.82,12,1.09,60,5.45,6.67,3.0,0.27,0,0.0,128,11.64,131,11.91,21.0,1.91,0,0.0,0.0,1.0,67.1,6.1,3.4,6.41,6.19,7,0,1,2,1,0.38,0.1,5.62,71.6,6.51,4.1,6.5,6.67,7,0,1,2,1,0.38,0.1,7.05,76.1,6.92,4.4,6.64,7.26,6,1,1,2,1,0.38,0.1,6.45
