Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
De'Von Achane,MIA,RB,1.0,15.0,169.67,11.08,871.33,59.81,5.57,34.67,2.36,66.0,22.77,6.0,0.44,6.67,0.48,61.0,3.88,70.33,4.53,460.33,29.18,7.49,23.33,1.48,5.0,0.32,230.67,14.96,240.0,15.62,58.0,3.84,0.33,0.03,0.0,1.0,202.5,13.66,12.7,9.8,12.57,3.0,1.67,1.67,1.67,7.0,1.35,0.87,13.81,233.0,15.6,15.53,10.37,14.35,3.0,1.67,1.67,1.67,7.0,1.35,0.87,17.57,263.5,17.54,16.97,11.03,16.34,3.0,0.67,2.0,1.67,7.67,1.62,1.02,17.29,2,14.53,247.02,7.0
David Montgomery,DET,RB,2.0,14.29,197.0,13.81,847.29,59.5,4.29,51.29,3.61,37.43,14.41,2.0,0.14,11.29,0.8,30.0,2.1,34.29,2.39,273.43,19.13,8.83,12.57,0.88,0.14,0.01,227.0,15.92,231.29,16.21,63.86,4.49,1.14,0.08,0.0,1.0,181.27,12.76,12.43,5.61,13.44,1.57,1.0,1.29,7.29,3.14,3.26,0.29,14.35,196.27,13.81,13.28,5.6,14.78,1.57,1.0,1.57,7.0,3.14,2.92,0.29,17.36,211.27,14.87,14.14,5.66,16.37,1.0,1.57,3.14,5.43,3.14,1.8,0.3,15.61,6,8.12,138.11,27.0
Christian McCaffrey,SF,RB,1.0,9.29,141.14,14.05,695.0,64.48,4.51,39.0,3.69,38.43,18.1,3.86,0.24,5.14,0.32,39.86,4.05,50.0,5.1,350.43,37.16,9.21,17.43,1.71,2.71,0.17,181.0,18.1,191.14,19.16,56.43,5.4,1.14,0.18,0.01,0.8,150.17,12.76,12.41,5.21,13.47,0.14,1.29,1.57,1.71,4.57,4.95,0.98,12.61,170.1,14.78,14.01,5.81,15.42,0.0,1.43,0.29,3.0,4.57,5.93,0.98,16.92,190.03,16.81,15.63,6.49,17.58,0.0,1.43,0.0,3.29,4.57,6.21,0.98,15.47,8,14.83,252.14,6.0
Breece Hall,NYJ,RB,1.0,15.0,194.57,12.84,850.71,57.44,4.5,37.14,2.51,56.57,19.86,4.14,0.29,4.86,0.34,57.0,3.7,75.0,4.94,476.0,31.63,8.7,17.71,1.17,3.0,0.2,251.57,16.54,269.57,17.79,54.86,3.68,1.29,0.09,0.01,0.98,180.1,12.13,11.43,7.17,12.01,2.14,2.0,3.0,3.29,4.57,1.25,0.45,12.48,208.6,13.99,12.97,7.85,13.73,2.0,1.57,3.43,3.43,4.57,1.75,0.45,15.72,237.1,15.84,14.4,8.63,15.66,2.57,0.57,4.0,3.0,4.86,1.25,0.5,15.11,3,10.74,182.54,14.0
Kenneth Walker III,SEA,RB,1.0,12.71,182.57,14.29,736.0,57.0,3.98,36.43,2.82,39.43,17.34,6.29,0.49,7.57,0.6,38.43,3.2,45.86,3.79,268.43,22.04,7.14,14.29,1.22,0.86,0.07,221.0,17.49,228.43,18.08,50.71,4.03,0.0,0.0,0.0,1.0,151.01,11.94,10.89,7.6,11.62,2.29,1.29,2.86,2.86,3.43,0.96,0.37,12.23,170.23,13.54,12.1,7.49,13.39,1.71,1.43,2.86,3.43,3.29,1.14,0.36,15.55,189.44,15.14,13.57,7.53,15.4,1.14,2.0,1.57,4.14,3.86,2.01,0.46,15.49,3,10.72,182.21,15.0
James Cook,BUF,RB,1.0,16.43,199.0,12.14,972.14,59.3,4.96,45.86,2.8,53.86,18.96,6.0,0.37,10.0,0.62,33.86,2.06,41.71,2.54,300.29,18.2,8.72,13.29,0.81,2.43,0.15,232.86,14.2,240.71,14.67,59.14,3.61,0.71,0.04,0.0,1.0,200.39,12.28,11.77,7.35,11.97,2.71,2.29,3.0,4.0,4.43,1.28,0.39,12.56,217.31,13.31,12.96,7.48,13.11,3.43,1.43,3.86,2.71,5.0,1.01,0.47,15.21,234.24,14.34,13.73,7.7,14.43,3.29,3.0,1.86,3.43,4.86,1.23,0.46,14.36,3,12.67,215.47,9.0
Bucky Irving,TB,RB,1.0,17.0,207.0,12.18,1122.0,66.0,5.42,52.0,3.06,56.0,23.71,8.0,0.47,8.0,0.47,47.0,2.76,52.0,3.06,392.0,23.06,8.34,16.0,0.94,0.0,0.0,254.0,14.94,259.0,15.24,68.0,4.0,1.0,0.06,0.0,1.0,197.4,11.61,11.5,6.73,11.64,4.0,0.0,3.0,6.0,4.0,1.43,0.31,12.45,220.9,12.99,12.3,7.12,13.02,4.0,0.0,4.0,5.0,4.0,1.12,0.31,15.13,244.4,14.38,15.4,7.6,14.59,4.0,1.0,3.0,6.0,3.0,1.12,0.21,14.89,1,16.69,283.7,4.0
Tony Pollard,TEN,RB,1.0,16.29,248.14,15.24,1047.57,64.42,4.26,52.86,3.24,40.43,18.26,6.43,0.4,5.86,0.36,44.71,2.74,59.57,3.65,277.86,17.04,6.29,11.14,0.68,0.43,0.03,292.86,17.98,307.71,18.89,64.0,3.93,1.43,0.09,0.01,1.0,169.11,10.39,9.62,5.76,10.87,2.71,4.29,1.86,4.86,2.57,0.84,0.2,11.23,191.47,11.76,11.55,6.02,12.34,2.14,5.43,0.29,5.86,2.57,1.08,0.2,14.72,213.83,13.13,13.41,6.38,13.98,3.0,3.71,1.14,6.14,2.29,1.08,0.19,14.13,6,7.39,125.62,31.0
Chuba Hubbard,CAR,RB,1.0,15.43,224.43,14.5,1007.14,65.44,4.52,55.57,3.59,33.0,15.75,6.14,0.4,7.43,0.49,37.71,2.44,45.86,2.97,188.71,12.18,5.72,9.0,0.59,0.57,0.04,262.14,16.93,270.29,17.47,64.57,4.17,1.86,0.12,0.01,1.0,165.01,10.73,10.33,6.8,10.65,3.0,2.86,2.57,3.14,3.86,1.02,0.41,11.55,183.87,11.95,11.49,7.11,11.91,3.0,2.86,2.57,2.86,4.14,1.02,0.43,14.63,202.73,13.17,12.59,7.48,13.35,3.29,2.57,3.29,2.14,4.14,0.94,0.43,13.48,4,10.31,175.23,18.0
Aaron Jones Sr.,MIN,RB,1.0,15.29,216.71,14.05,997.86,64.71,4.62,45.43,2.98,39.71,16.25,3.43,0.23,3.71,0.23,46.14,2.99,58.0,3.81,356.14,23.09,7.75,17.86,1.17,2.14,0.14,262.86,17.04,274.71,17.86,63.29,4.15,2.43,0.15,0.01,1.0,165.97,10.72,8.54,6.04,11.12,2.0,2.57,4.14,2.57,4.0,0.76,0.35,10.88,189.04,12.22,10.29,6.14,12.78,1.71,2.86,4.14,2.57,4.0,0.76,0.35,14.32,212.11,13.71,12.04,6.34,14.64,2.14,0.86,5.57,3.0,3.71,0.8,0.32,13.69,6,11.15,189.58,13.0
Brian Robinson Jr.,WAS,RB,1.0,14.0,187.0,13.47,779.86,56.06,4.17,47.29,3.4,34.57,15.3,3.71,0.27,6.29,0.44,23.0,1.61,28.29,1.99,204.57,14.21,8.42,7.0,0.49,1.29,0.09,210.0,15.08,215.29,15.44,54.29,3.88,1.71,0.12,0.01,1.0,141.01,10.03,10.12,5.71,10.47,2.43,1.43,3.43,4.86,1.86,0.92,0.15,10.93,152.51,10.83,10.71,5.87,11.39,2.71,2.0,2.71,4.43,2.14,0.89,0.18,13.47,164.01,11.64,11.78,6.1,12.47,2.71,2.43,3.29,4.0,1.57,0.67,0.13,12.15,3,8.41,142.99,26.0
Rhamondre Stevenson,NE,RB,1.0,14.43,192.86,13.36,783.14,53.99,4.05,40.14,2.79,44.14,15.19,2.43,0.16,5.86,0.4,39.57,2.74,50.57,3.51,224.14,15.6,5.57,8.71,0.6,0.71,0.05,232.43,16.11,243.43,16.88,48.86,3.4,2.14,0.15,0.01,1.0,138.16,9.52,8.84,6.32,9.7,4.14,0.86,3.43,3.0,3.0,0.71,0.26,10.21,157.94,10.89,11.14,6.89,11.01,3.71,1.86,2.86,2.86,3.14,0.81,0.28,13.43,177.73,12.26,13.01,7.53,12.48,3.71,2.43,1.86,2.57,3.86,0.95,0.36,13.24,4,9.34,158.72,20.0
Najee Harris,PIT,RB,1.0,17.0,262.0,15.41,1039.43,61.14,3.97,49.57,2.92,32.86,16.15,7.57,0.45,6.71,0.39,34.71,2.04,45.86,2.7,243.0,14.3,6.96,12.29,0.72,0.43,0.03,296.71,17.46,307.86,18.11,61.86,3.64,0.57,0.03,0.0,1.0,169.99,10.0,8.53,5.2,10.74,2.71,2.71,4.43,4.0,3.14,0.73,0.23,10.61,187.34,11.02,10.46,5.43,11.86,2.71,2.43,6.0,3.57,2.29,0.54,0.15,13.38,204.7,12.04,11.3,5.79,13.12,2.71,2.43,4.86,4.71,2.29,0.7,0.15,12.56,4,6.27,106.61,39.0
Rachaad White,TB,RB,2.0,16.43,178.43,10.8,701.86,42.57,4.01,37.0,2.25,47.86,13.76,2.29,0.14,3.57,0.22,54.57,3.32,60.86,3.7,422.86,25.7,7.69,18.71,1.13,4.57,0.29,233.0,14.12,239.29,14.5,55.71,3.39,2.71,0.17,0.02,1.0,155.9,9.48,8.87,6.03,9.75,5.0,1.29,4.29,3.0,2.86,0.74,0.24,9.89,183.19,11.14,10.76,6.4,11.46,3.43,3.43,2.14,4.29,3.14,1.07,0.28,13.31,210.47,12.8,12.6,6.92,13.32,2.86,3.14,3.0,3.86,3.57,1.07,0.3,13.13,3,9.24,157.09,21.0
Austin Ekeler,WAS,RB,2.0,13.29,124.29,9.04,519.86,37.98,4.37,27.14,1.98,54.57,15.11,3.71,0.28,5.57,0.4,49.86,3.61,62.71,4.53,436.86,32.39,9.38,18.86,1.38,1.0,0.06,174.14,12.64,187.0,13.56,46.0,3.36,1.57,0.11,0.01,1.0,131.96,9.61,8.01,5.9,9.92,3.0,3.29,2.29,1.57,3.14,0.61,0.34,9.55,156.89,11.41,10.5,6.06,11.86,2.57,2.14,3.14,2.14,3.29,0.79,0.37,13.16,181.81,13.21,12.9,6.37,13.95,2.57,1.29,3.57,3.0,2.86,1.52,0.36,13.42,8,7.16,121.71,33.0
D'Andre Swift,CHI,RB,1.0,16.29,224.14,13.6,925.14,56.5,4.26,41.86,2.55,51.43,17.39,5.0,0.3,5.57,0.34,42.0,2.6,53.71,3.34,337.29,20.77,7.98,11.57,0.72,0.71,0.05,266.14,16.2,277.86,16.94,53.43,3.27,0.29,0.02,0.0,1.0,164.81,10.12,8.38,6.12,10.39,3.14,3.43,3.71,2.71,3.29,0.59,0.26,10.2,185.81,11.42,10.05,6.41,11.75,2.86,3.71,3.29,3.14,3.29,0.68,0.26,13.11,206.81,12.72,10.98,6.84,13.26,2.86,3.57,3.29,3.29,3.29,0.71,0.26,12.47,5,7.8,132.58,29.0
Chase Brown,CIN,RB,1.0,14.67,167.33,10.76,719.67,46.23,4.24,34.67,2.21,37.0,14.03,6.0,0.39,4.67,0.29,40.67,2.64,48.33,3.12,292.0,19.33,8.16,16.67,1.07,3.0,0.19,208.0,13.4,215.67,13.89,51.33,3.28,0.67,0.04,0.0,1.0,147.17,9.47,9.2,5.9,9.68,4.0,2.33,1.33,3.33,3.67,1.14,0.33,10.33,167.5,10.79,10.28,6.32,10.99,4.0,2.33,1.33,2.67,4.33,1.14,0.43,13.02,187.83,12.11,11.37,6.84,12.45,4.67,1.67,1.33,2.0,5.0,1.14,0.55,12.49,2,9.23,156.95,22.0
Travis Etienne Jr.,JAC,RB,1.0,15.86,193.43,12.05,767.57,47.65,3.94,40.29,2.51,39.14,15.3,4.0,0.24,5.0,0.3,43.86,2.75,57.0,3.59,326.29,20.33,7.36,16.29,1.02,0.29,0.02,237.29,14.81,250.43,15.64,56.57,3.52,1.0,0.07,0.01,1.0,140.53,8.68,8.27,5.14,9.25,4.43,3.86,3.43,1.86,2.29,0.46,0.2,9.28,162.46,10.05,9.91,5.41,10.74,4.29,3.0,4.29,2.0,2.29,0.53,0.2,12.33,184.39,11.43,11.44,5.77,12.37,4.29,3.0,4.0,2.29,2.29,0.64,0.2,11.9,3,7.99,135.75,28.0
Kareem Hunt,KC,RB,2.0,14.14,170.43,12.39,600.29,43.76,3.49,39.14,2.82,19.43,10.14,0.86,0.06,7.0,0.51,22.43,1.59,30.57,2.18,154.57,11.1,6.83,8.71,0.63,0.14,0.01,192.86,13.98,201.0,14.57,47.86,3.45,0.0,0.0,0.0,1.0,118.34,8.56,7.91,5.38,9.04,4.0,2.29,3.57,2.43,1.86,0.48,0.18,9.03,129.56,9.36,9.2,5.5,9.97,4.86,2.0,2.71,2.71,1.86,0.58,0.18,11.71,140.77,10.15,10.34,5.72,11.02,5.14,2.0,2.43,3.86,0.71,0.58,0.05,10.71,6,3.74,63.59,55.0
J.K. Dobbins,LAC,RB,1.0,8.86,126.86,12.5,597.71,55.35,4.24,30.86,2.82,42.29,16.67,4.0,0.33,5.71,0.72,19.86,2.1,23.71,2.67,97.71,11.76,5.73,4.14,0.6,0.14,0.02,146.71,14.6,150.57,15.17,35.0,3.42,0.0,0.0,0.0,0.78,104.69,11.12,11.17,4.56,8.48,0.43,3.0,1.0,1.29,3.14,0.75,0.4,9.0,114.61,12.17,12.6,4.46,9.46,0.57,2.86,1.0,1.86,2.57,0.75,0.3,11.45,124.54,13.22,13.18,4.38,10.62,0.57,3.0,0.86,2.0,2.43,0.75,0.27,10.3,5,4.94,83.95,45.0
Tyrone Tracy Jr.,NYG,RB,1.0,17.0,192.0,11.29,839.0,49.35,4.37,39.0,2.29,45.0,14.53,6.0,0.35,5.0,0.29,38.0,2.24,53.0,3.12,284.0,16.71,7.47,13.0,0.76,1.0,0.06,230.0,13.53,245.0,14.41,52.0,3.06,2.0,0.12,0.01,1.0,144.3,8.49,6.9,6.18,8.69,6.0,4.0,0.0,5.0,2.0,0.7,0.13,8.62,163.3,9.61,7.6,6.6,9.81,6.0,4.0,0.0,5.0,2.0,0.7,0.13,10.88,182.3,10.72,9.0,7.08,11.08,6.0,4.0,0.0,4.0,3.0,0.7,0.21,10.52,1,10.57,179.75,17.0
Isiah Pacheco,KC,RB,1.0,10.43,130.29,12.39,562.86,51.37,4.13,28.43,2.54,37.57,14.11,2.71,0.23,3.29,0.26,21.29,1.98,25.14,2.43,133.43,12.52,6.77,6.71,0.63,0.57,0.04,151.57,14.37,155.43,14.81,35.14,3.16,0.57,0.04,0.0,0.91,91.63,8.16,7.01,5.09,8.7,2.86,2.29,1.29,2.86,1.14,0.59,0.11,7.93,102.27,9.15,7.93,5.6,9.66,3.43,1.86,1.0,3.0,1.14,0.67,0.11,10.26,112.91,10.15,8.79,6.17,10.77,3.43,1.57,1.71,2.57,1.14,0.63,0.11,9.36,3,8.84,150.22,24.0
Raheem Mostert,MIA,RB,2.0,14.0,134.14,9.33,575.28,39.45,3.95,30.57,2.09,35.57,13.84,3.43,0.23,6.71,0.46,22.43,1.59,28.29,1.99,170.86,12.21,7.77,9.0,0.65,1.14,0.07,156.57,10.92,162.43,11.33,39.57,2.74,1.57,0.11,0.01,1.0,118.61,8.13,6.7,6.06,8.07,6.86,1.14,1.29,2.57,2.14,1.25,0.22,8.1,129.83,8.92,7.33,6.36,8.9,6.86,1.14,1.57,2.29,2.14,0.9,0.22,9.94,141.04,9.72,8.25,6.71,9.88,6.57,1.57,2.0,1.86,2.0,0.54,0.19,9.14,8,5.55,94.42,41.0
AJ Dillon,GB,RB,2.0,15.67,180.67,11.56,665.33,42.34,3.67,37.0,2.34,35.67,12.07,1.67,0.11,3.67,0.22,24.0,1.53,33.0,2.09,217.33,13.95,9.21,9.67,0.62,0.0,0.0,204.67,13.08,213.67,13.64,46.67,2.96,0.0,0.0,0.0,1.0,110.27,6.98,6.37,3.96,8.03,5.33,3.33,4.67,1.67,0.67,0.19,0.04,7.42,122.27,7.75,7.53,4.22,8.9,5.33,3.33,5.0,1.0,1.0,0.15,0.07,9.71,134.27,8.51,8.63,4.6,9.85,5.67,3.33,4.67,1.0,1.0,0.15,0.07,9.05,5,3.77,64.15,53.0
Javonte Williams,DEN,RB,1.0,14.86,148.14,10.23,543.43,38.35,3.75,30.14,2.06,19.86,11.18,1.14,0.07,3.14,0.19,45.43,3.16,59.71,4.17,273.71,18.41,5.86,11.43,0.79,0.57,0.03,193.57,13.39,207.86,14.4,41.57,2.86,1.57,0.12,0.01,0.95,102.0,6.85,6.08,5.15,7.42,4.71,3.86,3.43,1.71,1.14,0.21,0.07,6.82,124.71,8.43,7.61,5.64,8.99,4.71,3.0,4.14,1.57,1.43,0.26,0.1,9.51,147.43,10.01,9.39,6.25,10.69,4.71,2.86,4.29,1.43,1.57,0.26,0.15,9.47,4,6.35,107.94,38.0
Rico Dowdle,DAL,RB,1.0,14.0,159.71,9.98,719.71,44.98,3.78,35.14,2.19,21.43,9.93,1.71,0.1,1.71,0.1,27.14,1.7,34.29,2.14,183.43,11.46,6.07,9.14,0.57,2.29,0.14,186.86,11.67,194.0,12.13,44.29,2.77,1.14,0.07,0.01,0.92,112.03,7.01,5.4,4.35,7.5,4.57,2.86,1.43,3.43,1.71,0.54,0.13,7.13,125.6,7.85,6.13,4.37,8.52,4.57,2.86,1.43,3.43,1.71,0.54,0.13,9.22,139.17,8.7,7.11,4.47,9.67,4.57,1.71,3.43,2.57,1.71,0.41,0.13,8.57,5,6.85,116.49,34.0
Nick Chubb,CLE,RB,1.0,7.57,109.43,13.82,456.14,60.82,4.31,21.86,2.93,22.43,15.06,2.14,0.25,3.43,0.32,7.86,1.15,12.71,1.67,57.86,7.23,6.31,3.71,0.46,0.71,0.08,117.29,14.98,122.14,15.49,25.57,3.39,0.71,0.08,0.01,0.77,75.11,9.03,7.69,5.22,9.62,1.14,2.43,1.57,0.71,1.71,0.63,0.21,7.16,79.04,9.61,8.04,5.76,10.1,2.86,0.86,1.43,0.71,1.71,0.63,0.21,9.09,82.97,10.18,8.4,6.32,10.76,3.14,0.57,1.57,0.71,1.57,0.57,0.18,7.63,7,3.72,63.22,56.0
Jaylen Warren,PIT,RB,2.0,15.71,122.14,7.76,570.14,36.03,4.64,29.14,1.85,38.14,12.58,2.71,0.17,1.86,0.12,43.14,2.72,53.29,3.37,313.43,19.94,7.49,16.57,1.06,0.0,0.0,165.29,10.48,175.43,11.13,45.71,2.9,1.14,0.07,0.01,1.0,97.21,6.14,5.46,4.07,6.95,5.86,4.71,2.71,1.57,0.86,0.18,0.06,6.4,118.79,7.5,7.0,4.37,8.46,4.71,4.71,4.0,1.43,0.86,0.17,0.06,9.06,140.36,8.86,8.22,4.73,10.1,4.29,5.0,3.57,2.0,0.86,0.23,0.06,8.82,3,7.2,122.39,32.0
Zach Charbonnet,SEA,RB,2.0,16.67,126.0,7.54,533.33,31.94,4.23,32.0,1.92,41.67,11.27,3.33,0.2,5.67,0.33,39.0,2.33,48.0,2.87,296.33,17.69,7.51,6.33,0.38,0.67,0.04,165.0,9.88,174.0,10.42,38.33,2.31,0.0,0.0,0.0,1.0,120.97,7.2,6.5,6.69,7.2,7.33,2.67,3.67,1.33,1.67,0.23,0.11,6.96,140.47,8.37,7.78,7.19,8.35,7.67,2.0,4.0,1.67,1.33,0.23,0.09,9.05,159.97,9.54,8.82,7.77,9.61,7.67,1.67,4.0,2.0,1.33,0.25,0.09,8.86,2,8.7,147.9,25.0
