Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Derrick Henry,BAL,RB,1.0,13.71,316.0,23.66,1436.14,106.49,4.51,65.14,4.94,67.14,25.22,8.86,0.61,12.71,0.97,26.71,1.99,33.57,2.45,287.71,20.73,10.19,8.86,0.68,0.0,0.0,342.71,25.65,349.57,26.12,74.0,5.63,2.0,0.13,0.01,0.97,249.13,18.7,18.01,9.92,17.03,0.71,1.29,1.57,2.29,7.86,2.89,1.4,19.11,262.49,19.7,19.11,10.14,18.09,1.0,2.29,0.29,2.71,7.43,2.89,1.17,22.62,275.84,20.69,20.22,10.42,19.44,1.14,2.0,0.43,2.71,7.43,2.89,1.17,20.76,3,18.42,313.06,1.0
Austin Ekeler,WAS,RB,1.0,15.71,192.0,12.19,858.86,54.59,4.48,45.14,2.87,53.0,16.28,3.43,0.22,11.0,0.66,88.86,5.62,108.71,6.88,655.0,41.58,7.56,32.29,2.05,5.43,0.34,280.86,17.81,300.71,19.07,77.43,4.91,2.57,0.16,0.01,0.99,245.96,15.41,14.21,7.89,14.84,1.0,1.86,1.86,4.29,6.71,3.19,0.75,16.11,290.39,18.22,18.3,8.24,17.59,0.14,0.86,3.29,3.29,8.14,2.82,1.07,21.57,334.81,21.03,22.02,8.79,20.57,0.14,1.0,1.43,4.43,8.71,5.74,1.25,22.64,3,17.14,291.31,4.0
Christian McCaffrey,SF,RB,1.0,12.14,176.14,15.05,809.29,67.04,4.49,41.43,3.47,35.29,17.77,5.14,0.3,5.57,0.55,61.57,5.18,76.14,6.21,542.71,46.0,8.88,27.71,2.45,3.29,0.25,237.71,20.23,252.29,21.26,69.14,5.92,0.0,0.0,0.0,0.89,191.43,16.31,16.19,6.59,16.85,1.14,0.57,0.86,3.71,5.86,3.48,1.15,15.92,222.21,18.9,18.86,7.56,18.94,0.57,1.14,0.29,4.0,6.14,5.09,1.32,21.01,253.0,21.48,21.24,8.68,21.3,0.57,1.14,0.29,4.0,6.14,5.09,1.32,19.76,3,14.42,245.2,8.0
Josh Jacobs,GB,RB,1.0,16.14,295.29,18.16,1345.86,82.32,4.48,74.71,4.56,61.14,18.62,5.0,0.3,11.14,0.69,50.43,3.13,61.29,3.8,362.0,22.34,7.18,14.43,0.89,0.0,0.0,345.71,21.29,356.57,21.96,89.14,5.45,1.43,0.09,0.0,1.0,234.79,14.42,14.26,8.83,13.57,2.29,2.0,2.71,2.71,6.43,1.31,0.75,15.29,260.0,15.98,15.93,9.09,15.22,1.71,2.29,2.43,3.0,6.71,1.53,0.78,19.51,285.21,17.54,17.11,9.44,17.1,1.0,3.0,3.29,2.43,6.43,1.24,0.75,17.8,3,17.92,304.6,2.0
Nick Chubb,CLE,RB,1.0,15.43,264.86,17.06,1383.57,89.66,5.27,64.71,4.22,51.86,25.5,12.57,0.82,10.86,0.71,23.43,1.51,30.86,1.97,207.71,13.37,8.88,10.29,0.66,0.86,0.05,288.29,18.57,295.71,19.03,75.0,4.87,1.0,0.07,0.0,1.0,228.56,14.82,14.24,7.36,14.54,0.57,2.86,2.29,2.71,7.0,2.05,0.87,15.82,240.27,15.57,14.71,7.47,15.44,1.14,3.14,1.57,2.86,6.71,1.76,0.77,18.65,251.99,16.32,15.23,7.63,16.57,1.14,3.14,2.14,3.0,6.0,1.53,0.63,16.63,3,14.45,245.6,7.0
Dalvin Cook,DAL,RB,1.0,15.43,266.57,17.53,1223.86,80.79,4.58,57.86,3.86,75.14,21.72,6.29,0.42,8.57,0.56,38.29,2.51,53.71,3.51,284.14,18.52,7.37,14.14,0.91,1.29,0.08,304.86,20.04,320.29,21.04,72.0,4.77,3.29,0.21,0.01,1.0,204.8,13.46,12.36,7.88,12.93,2.29,1.57,2.57,4.29,4.71,2.83,0.56,14.29,223.94,14.72,13.96,7.95,14.3,2.29,2.43,1.71,4.29,4.71,2.83,0.56,17.86,243.09,15.98,15.38,8.09,15.91,2.0,2.57,1.86,3.86,5.14,2.83,0.71,16.78,3,14.37,244.3,9.0
Alvin Kamara,NO,RB,1.0,14.43,222.71,15.55,902.29,62.78,4.08,43.14,3.0,31.0,15.59,3.57,0.25,4.57,0.32,57.86,4.0,78.43,5.42,513.43,35.52,8.88,20.43,1.42,3.29,0.23,280.57,19.55,301.14,20.98,63.57,4.42,2.29,0.15,0.01,1.0,184.14,12.82,11.9,8.25,12.21,3.0,1.43,2.57,3.29,4.14,1.81,0.45,13.53,213.07,14.82,13.84,8.96,14.0,2.71,2.29,2.14,2.57,4.71,1.86,0.6,17.31,242.0,16.82,15.26,9.78,16.0,1.57,3.43,2.14,2.43,4.86,1.86,0.67,16.5,3,14.13,240.19,11.0
Jonathan Taylor,IND,RB,1.0,13.86,237.71,16.93,1176.43,82.57,4.84,62.71,4.31,70.29,23.37,7.86,0.54,9.0,0.6,32.57,2.35,43.14,3.14,227.29,15.71,6.68,7.43,0.51,0.71,0.04,270.29,19.28,280.86,20.07,70.14,4.82,2.43,0.19,0.01,1.0,193.8,13.3,11.74,8.85,12.35,2.29,1.57,2.57,2.14,5.29,1.5,0.67,13.49,210.09,14.47,13.73,9.12,13.55,2.86,1.14,1.86,3.0,5.0,1.62,0.58,17.23,226.37,15.65,15.29,9.48,14.95,2.86,1.14,1.29,3.14,5.43,1.79,0.69,16.21,3,17.63,299.68,3.0
James Conner,ARI,RB,1.0,13.57,186.43,13.75,764.71,56.62,4.11,48.57,3.58,31.57,14.75,3.29,0.24,9.14,0.66,41.86,3.11,50.43,3.76,309.29,22.69,7.5,14.0,1.02,1.43,0.1,228.29,16.86,236.86,17.52,62.57,4.6,0.57,0.05,0.0,1.0,169.69,12.4,12.16,6.41,12.61,1.14,3.0,1.0,4.0,4.43,1.65,0.49,13.63,190.61,13.96,13.0,6.96,14.11,1.14,2.29,2.0,3.86,4.29,1.51,0.47,16.77,211.54,15.52,14.41,7.6,15.82,1.14,2.29,2.29,3.86,4.0,1.41,0.42,15.61,3,10.9,185.29,17.0
Najee Harris,PIT,RB,1.0,17.0,283.67,16.69,1089.33,64.08,3.84,50.67,2.98,36.33,14.31,2.67,0.16,7.0,0.41,52.0,3.06,66.67,3.92,308.33,18.14,5.83,18.0,1.06,3.0,0.18,335.67,19.74,350.33,20.61,68.67,4.04,1.33,0.08,0.01,1.0,197.23,11.61,11.2,5.34,12.33,2.0,0.67,6.67,4.67,3.0,0.98,0.23,12.68,223.23,13.13,12.7,5.45,14.07,1.67,1.0,5.33,5.33,3.67,1.55,0.32,16.37,249.23,14.66,14.37,5.77,15.93,1.67,1.0,5.33,5.33,3.67,1.55,0.32,15.76,2,9.36,159.09,27.0
