Player,TEAM,POS,DPCHT,G,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_LG,rush_LG_mean,rush_20,rush_20_mean,rush_TD,rush_TD_mean,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_TD,rec_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Melvin Gordon III,FA,RB,0.0,13.71,194.14,14.13,864.71,62.67,4.43,44.14,3.24,48.86,18.36,4.71,0.34,8.86,0.65,37.43,2.81,50.29,3.77,244.86,18.9,6.24,10.14,0.78,1.43,0.11,231.57,16.95,244.43,17.9,54.29,4.02,3.14,0.23,0.01,1.0,166.96,12.33,11.26,6.74,12.35,3.71,0.43,2.29,2.71,4.57,2.36,0.63,13.2,185.67,13.74,12.33,6.89,13.87,3.14,1.57,2.0,2.29,4.71,2.28,0.78,16.24,204.39,15.15,13.6,7.16,15.58,1.71,2.43,2.57,2.71,4.29,2.28,0.63,15.35,3,11.05,187.84,17.0
Todd Gurley II,FA,RB,0.0,14.86,211.71,14.29,811.0,54.92,3.78,50.29,3.4,32.29,13.64,4.14,0.28,11.0,0.74,31.57,2.15,45.57,3.09,235.71,16.11,7.06,10.0,0.69,1.14,0.08,243.29,16.43,257.29,17.38,60.29,4.09,0.71,0.05,0.0,1.0,177.53,12.05,10.77,6.54,12.14,4.0,1.57,1.57,2.43,5.29,1.67,0.92,12.87,193.31,13.12,12.47,6.78,13.27,4.0,1.57,1.86,2.43,5.0,1.57,0.86,15.92,209.1,14.19,14.04,7.1,14.6,4.29,1.29,2.43,2.29,4.57,1.47,1.1,14.95,3,8.06,136.97,31.0
James Conner,ARI,RB,1.0,12.14,160.43,13.11,683.14,55.61,4.23,39.43,3.2,45.14,17.22,4.71,0.37,6.29,0.51,37.57,3.11,45.57,3.76,265.57,22.08,6.91,12.57,1.06,1.0,0.1,198.0,16.22,206.0,16.86,52.0,4.26,0.57,0.05,0.0,0.99,138.01,11.35,11.5,7.26,11.13,3.29,1.14,1.14,3.14,3.43,1.18,0.42,12.23,156.8,12.91,12.99,7.68,12.66,3.14,0.57,1.86,3.71,2.86,1.18,0.35,15.48,175.59,14.47,14.41,8.19,14.38,2.86,0.43,2.14,3.86,2.86,1.28,0.35,14.65,3,10.82,183.86,18.0
D'Andre Swift,CHI,RB,1.0,13.0,114.0,8.77,521.0,40.08,4.57,31.0,2.38,54.0,12.85,1.0,0.08,8.0,0.62,46.0,3.54,57.0,4.38,357.0,27.46,7.76,15.0,1.15,2.0,0.15,160.0,12.31,171.0,13.15,46.0,3.54,2.0,0.15,0.01,1.0,143.8,11.06,10.8,6.76,11.08,3.0,1.0,4.0,2.0,3.0,0.62,0.3,11.15,166.8,12.83,12.8,6.97,12.93,2.0,1.0,3.0,4.0,3.0,1.17,0.3,14.87,189.8,14.6,14.8,7.21,15.01,2.0,1.0,3.0,4.0,3.0,1.17,0.3,14.73,1,11.62,197.53,16.0
Clyde Edwards-Helaire,NO,RB,2.0,13.0,181.0,13.92,803.0,61.77,4.44,39.0,3.0,31.0,15.62,3.0,0.23,4.0,0.31,36.0,2.77,54.0,4.15,297.0,22.85,8.25,12.0,0.92,1.0,0.08,217.0,16.69,235.0,18.08,51.0,3.92,0.0,0.0,0.0,1.0,140.0,10.77,9.1,5.4,11.41,2.0,1.0,5.0,2.0,3.0,0.62,0.3,11.09,158.0,12.15,10.9,5.22,13.16,2.0,0.0,6.0,2.0,3.0,0.62,0.3,14.47,176.0,13.54,13.0,5.22,15.09,2.0,1.0,5.0,2.0,3.0,0.62,0.3,14.12,1,9.94,168.96,22.0
David Johnson,FA,RB,0.0,12.86,147.71,11.37,627.71,48.88,4.25,34.71,2.71,40.14,15.13,2.57,0.21,5.0,0.39,36.29,2.81,50.57,3.9,348.86,27.07,9.65,17.14,1.33,2.71,0.21,184.0,14.18,198.29,15.27,51.86,4.04,1.14,0.09,0.01,1.0,141.94,11.05,10.33,6.8,11.14,3.0,0.71,2.86,3.71,2.57,0.96,0.26,11.41,160.09,12.45,11.2,7.52,12.42,3.0,0.71,2.86,2.86,3.43,0.96,0.39,14.43,178.23,13.86,11.98,8.4,13.85,3.0,0.71,3.29,2.43,3.43,0.86,0.39,13.22,3,9.39,159.57,26.0
Joe Mixon,HOU,RB,1.0,10.0,181.29,18.72,736.29,72.98,3.93,36.0,3.52,38.43,16.32,5.0,0.51,4.29,0.46,28.14,3.06,35.57,3.84,203.14,21.29,7.08,8.86,0.87,1.57,0.16,209.43,21.78,216.86,22.56,44.86,4.39,0.57,0.1,0.01,0.87,127.94,12.93,10.39,9.76,11.91,1.57,1.57,2.0,2.43,2.43,0.84,0.29,10.96,142.01,14.46,12.42,10.21,13.35,1.43,2.0,2.0,2.57,2.0,0.76,0.26,14.25,156.09,16.0,14.31,10.7,15.02,1.43,2.0,1.43,3.14,2.0,1.05,0.26,13.47,3,13.95,237.17,11.0
Miles Sanders,CAR,RB,1.0,13.33,169.0,12.84,850.67,65.21,5.05,36.0,2.79,76.33,25.07,4.33,0.32,5.0,0.4,35.33,2.59,55.67,4.2,301.0,21.55,8.09,11.67,0.84,1.0,0.06,204.33,15.44,224.67,17.04,47.67,3.63,1.67,0.13,0.01,1.0,151.17,11.43,9.72,7.16,11.29,3.0,2.67,2.0,2.33,3.33,0.82,0.33,11.37,168.83,12.72,11.02,7.57,12.57,2.67,2.67,2.33,2.33,3.33,0.82,0.33,14.22,186.5,14.02,12.12,8.01,14.06,3.0,1.67,3.67,1.67,3.33,0.62,0.33,13.29,2,10.64,180.93,20.0
Antonio Gibson,NE,RB,1.0,14.0,170.0,12.14,795.0,56.79,4.68,40.0,2.86,40.0,16.79,5.0,0.36,11.0,0.79,36.0,2.57,44.0,3.14,247.0,17.64,6.86,9.0,0.64,0.0,0.0,206.0,14.71,214.0,15.29,49.0,3.5,2.0,0.14,0.01,1.0,166.2,11.87,9.75,8.09,11.37,3.0,2.0,3.0,1.0,5.0,0.75,0.56,11.42,184.2,13.16,11.25,8.37,12.66,2.0,4.0,3.0,1.0,4.0,0.56,0.4,13.97,202.2,14.44,12.35,8.73,14.16,2.0,2.0,5.0,2.0,3.0,0.56,0.27,13.12,1,13.02,221.39,13.0
Kenyan Drake,FA,RB,0.0,14.86,202.29,13.64,855.57,57.83,4.3,50.71,3.43,70.0,18.02,5.14,0.35,8.57,0.58,36.14,2.45,47.57,3.22,245.0,16.52,6.39,10.43,0.7,0.71,0.04,238.43,16.09,249.86,16.87,61.14,4.14,1.0,0.07,0.0,1.0,164.34,11.09,9.39,8.01,10.72,4.14,1.86,2.86,3.57,2.43,0.7,0.2,10.74,182.41,12.31,10.68,7.97,12.05,3.0,3.29,2.57,3.57,2.43,0.7,0.2,13.86,200.49,13.53,11.93,7.99,13.6,2.86,3.71,2.43,3.43,2.43,0.65,0.2,12.88,3,9.92,168.72,23.0
Kareem Hunt,KC,RB,1.0,13.67,146.33,9.85,620.33,41.67,4.22,32.0,2.13,27.33,12.2,2.0,0.13,4.67,0.33,37.67,2.96,48.67,3.76,297.67,23.22,7.9,18.33,1.42,3.67,0.24,184.0,12.8,195.0,13.6,50.33,3.55,0.0,0.0,0.0,0.98,141.8,9.91,8.9,5.68,10.32,2.33,3.0,2.33,3.33,2.67,0.76,0.22,9.93,160.63,11.38,11.23,6.0,11.88,3.0,2.67,2.0,3.33,2.67,0.76,0.22,13.21,179.47,12.86,12.97,6.47,13.58,2.67,3.0,1.33,4.0,2.67,0.93,0.22,12.92,2,8.79,149.5,29.0
J.K. Dobbins,LAC,RB,2.0,15.0,134.0,8.93,805.0,53.67,6.01,38.0,2.53,72.0,21.87,8.0,0.53,9.0,0.6,18.0,1.2,24.0,1.6,120.0,8.0,6.67,4.0,0.27,0.0,0.0,152.0,10.13,158.0,10.53,42.0,2.8,0.0,0.0,0.0,1.0,150.5,10.03,12.1,7.28,9.87,5.0,2.0,0.0,6.0,2.0,1.14,0.15,11.15,159.5,10.63,12.6,6.98,10.71,4.0,3.0,0.0,7.0,1.0,1.14,0.07,12.98,168.5,11.23,13.1,6.72,11.76,5.0,2.0,3.0,4.0,1.0,0.5,0.07,11.68,1,9.73,165.48,24.0
Leonard Fournette,FA,RB,0.0,12.86,150.14,11.69,601.57,45.91,3.87,31.0,2.39,53.0,16.72,4.0,0.3,5.0,0.41,45.43,3.42,59.14,4.44,308.71,23.49,6.86,13.14,1.01,0.14,0.02,195.57,15.11,209.29,16.12,44.14,3.39,0.29,0.02,0.0,0.98,121.31,9.47,6.36,7.24,9.32,4.29,2.29,2.29,1.57,2.43,0.51,0.26,8.58,144.03,11.18,9.15,7.55,11.06,3.71,1.71,2.0,3.0,2.43,0.82,0.26,12.32,166.74,12.89,11.65,7.96,12.97,3.71,1.14,2.57,2.71,2.71,0.82,0.29,12.41,3,9.71,165.01,25.0
Ronald Jones II,FA,RB,0.0,13.86,162.14,11.27,772.0,53.55,4.38,37.43,2.6,71.29,18.17,5.14,0.35,5.86,0.41,25.86,1.81,36.71,2.57,187.29,12.78,6.89,4.86,0.33,0.57,0.04,188.0,13.08,198.86,13.84,42.29,2.93,1.71,0.11,0.01,0.99,131.07,9.1,8.66,5.94,9.25,4.29,1.43,2.43,3.71,2.0,0.74,0.17,9.52,144.0,10.0,9.41,6.07,10.27,4.29,1.43,2.43,4.0,1.71,0.74,0.14,11.65,156.93,10.9,10.01,6.29,11.44,4.57,1.29,2.57,3.71,1.71,0.7,0.14,10.86,3,9.39,159.55,27.0
Myles Gaskin,JAC,RB,1.0,9.0,106.67,11.18,433.67,45.27,3.97,20.33,2.13,26.33,12.93,2.33,0.25,2.33,0.25,29.67,3.07,35.33,3.7,275.67,28.3,8.74,8.67,0.9,1.33,0.13,136.33,14.25,142.0,14.89,29.0,3.03,1.33,0.13,0.01,0.92,90.27,9.38,8.03,5.82,9.59,1.67,1.67,2.0,3.0,0.67,0.72,0.07,8.92,105.1,10.91,9.1,5.99,11.24,1.67,1.67,2.0,2.33,1.33,0.72,0.17,11.57,119.93,12.44,10.47,6.18,13.08,1.67,1.0,1.67,3.33,1.33,1.55,0.17,11.69,2,10.21,173.65,21.0
Saquon Barkley,PHI,RB,1.0,7.14,110.14,12.53,492.71,43.43,3.06,20.57,1.72,40.86,19.12,4.57,0.32,3.29,0.23,31.29,3.67,43.29,5.26,262.43,33.21,9.25,10.0,1.43,1.14,0.08,141.43,16.2,153.43,17.79,30.57,3.15,0.0,0.0,0.0,0.68,102.37,9.54,9.16,5.56,9.75,1.14,1.29,0.57,1.43,2.71,1.08,0.36,8.65,118.01,11.38,10.83,6.78,11.29,1.14,0.71,0.71,1.71,2.86,1.64,0.42,11.41,133.66,13.21,12.61,8.07,13.08,0.57,1.29,0.71,1.43,3.14,1.64,0.61,11.0,3,13.99,237.82,9.0
Devin Singletary,NYG,RB,1.0,14.67,154.33,10.69,716.33,50.15,4.64,39.0,2.69,46.67,16.04,4.33,0.32,2.0,0.14,35.0,2.39,47.0,3.22,244.0,16.6,6.95,7.0,0.47,0.67,0.06,189.33,13.08,201.33,13.92,46.0,3.17,1.0,0.07,0.01,1.0,110.03,7.7,6.95,4.4,8.56,6.33,1.67,2.67,3.33,0.67,0.49,0.07,8.22,127.53,8.9,8.6,4.85,9.79,6.0,2.33,2.67,3.0,0.67,0.39,0.07,10.88,145.03,10.09,9.62,5.38,11.14,5.33,2.33,3.33,3.0,0.67,0.39,0.07,10.24,2,7.64,129.95,32.0
Salvon Ahmed,IND,RB,2.0,6.0,75.0,12.5,319.0,53.17,4.25,18.0,3.0,31.0,17.17,1.0,0.17,3.0,0.5,11.0,1.83,14.0,2.33,61.0,10.17,5.55,2.0,0.33,0.0,0.0,86.0,14.33,89.0,14.83,20.0,3.33,0.0,0.0,0.0,0.78,58.0,9.67,9.1,7.47,9.44,2.0,1.0,1.0,1.0,1.0,0.5,0.2,7.63,63.5,10.58,11.1,7.51,10.47,2.0,0.0,2.0,1.0,1.0,0.5,0.2,10.25,69.0,11.5,13.1,7.66,11.65,2.0,0.0,1.0,2.0,1.0,1.0,0.2,9.9,1,6.23,105.96,44.0
Le'Veon Bell,FA,RB,0.0,12.33,136.33,10.41,481.67,37.41,3.74,26.67,2.13,17.0,10.69,0.0,0.0,2.33,0.19,32.67,2.43,39.33,2.95,245.67,18.61,8.07,11.33,0.87,0.33,0.02,169.0,12.85,175.67,13.36,38.0,3.0,0.33,0.02,0.0,1.0,88.73,6.86,5.7,3.57,8.07,5.0,2.0,2.67,2.33,0.33,0.29,0.02,7.22,105.07,8.08,7.47,3.68,9.5,5.0,2.33,2.0,2.67,0.33,0.36,0.02,10.06,121.4,9.3,8.83,3.93,11.02,5.0,1.67,2.67,2.0,1.0,0.36,0.08,9.77,2,5.39,91.62,57.0
Raheem Mostert,MIA,RB,1.0,10.43,103.43,10.41,555.57,55.14,5.57,23.29,2.33,64.86,20.75,2.29,0.23,3.57,0.3,14.0,1.49,18.14,1.87,144.14,14.75,9.84,4.71,0.48,1.14,0.1,117.43,11.9,121.57,12.28,28.0,2.81,1.29,0.12,0.01,0.92,95.69,9.19,6.91,6.37,9.37,3.43,2.0,1.14,1.57,2.29,0.58,0.28,8.05,102.69,9.94,7.63,6.75,10.11,3.71,1.86,1.29,1.29,2.29,0.53,0.28,9.93,109.69,10.68,8.34,7.15,11.02,4.29,1.29,1.57,1.57,1.71,0.49,0.17,8.97,3,8.95,152.12,28.0
Sony Michel,FA,RB,0.0,11.57,145.57,11.73,650.14,55.03,4.94,34.29,2.78,39.71,15.04,3.71,0.35,3.43,0.25,8.43,0.74,12.43,1.05,99.14,9.47,12.57,5.29,0.48,0.57,0.06,154.0,12.46,158.0,12.77,39.57,3.26,0.43,0.03,0.0,0.96,98.07,8.3,7.06,6.28,8.46,3.86,2.43,2.0,1.43,1.86,0.38,0.2,7.89,102.29,8.67,7.06,6.61,8.85,4.43,2.14,1.71,1.86,1.43,0.38,0.13,9.61,106.5,9.04,7.06,6.96,9.39,5.86,1.86,1.43,1.0,1.43,0.29,0.13,8.08,3,5.51,93.63,56.0
James White,FA,RB,0.0,14.57,52.57,3.55,205.0,13.74,3.75,10.86,0.73,18.71,6.59,1.0,0.06,2.14,0.14,61.0,4.15,80.14,5.44,505.86,34.3,8.16,25.71,1.75,3.0,0.2,113.57,7.69,132.71,8.98,36.57,2.48,0.29,0.02,0.0,1.0,102.34,6.9,6.3,5.07,7.34,5.86,2.86,3.0,2.14,0.71,0.36,0.05,6.78,132.84,8.97,8.1,5.55,9.47,5.0,1.57,5.29,1.71,1.0,0.3,0.08,9.6,163.34,11.04,10.16,6.22,11.69,4.71,1.86,3.57,3.43,1.0,0.48,0.08,10.28,3,6.71,114.07,41.0
Phillip Lindsay,FA,RB,0.0,13.0,158.86,11.96,723.86,54.01,4.49,28.71,2.14,52.14,17.23,6.57,0.52,3.86,0.26,19.0,1.32,28.43,2.03,106.43,7.25,4.87,4.86,0.33,0.14,0.01,177.86,13.28,187.29,13.99,33.57,2.46,0.0,0.0,0.0,1.0,107.03,7.76,5.63,5.34,8.14,4.86,2.0,2.71,2.0,1.43,0.39,0.12,7.49,116.53,8.42,6.67,5.43,8.91,5.0,3.14,1.43,2.14,1.29,0.39,0.1,9.42,126.03,9.08,8.1,5.6,9.81,4.71,3.0,1.86,2.14,1.29,0.39,0.1,9.12,3,6.25,106.17,43.0
Mark Ingram II,FA,RB,0.0,12.29,118.57,9.23,553.86,42.6,4.48,28.0,2.14,37.71,14.32,3.29,0.25,4.86,0.37,13.86,1.06,16.71,1.29,123.43,9.33,8.63,6.43,0.47,1.57,0.11,132.43,10.29,135.29,10.52,34.43,2.61,0.71,0.05,0.0,1.0,106.01,8.0,6.39,5.67,8.15,5.14,1.71,1.71,1.86,1.86,0.56,0.19,7.63,112.94,8.54,7.14,5.85,8.74,6.0,1.14,1.86,1.43,1.86,0.43,0.19,9.39,119.87,9.07,7.82,6.06,9.48,6.0,1.43,1.57,1.43,1.86,0.43,0.19,8.65,3,6.85,116.49,39.0
Nyheim Hines,CLE,RB,2.0,16.0,77.86,4.86,318.86,19.93,4.06,20.71,1.29,25.43,9.51,1.71,0.11,2.57,0.16,57.57,3.6,71.57,4.47,427.57,26.72,7.41,22.14,1.38,2.57,0.16,135.43,8.46,149.43,9.34,42.86,2.68,0.29,0.02,0.0,1.0,109.5,6.85,5.57,5.37,7.23,7.29,4.43,2.14,0.29,1.86,0.16,0.14,6.45,138.29,8.64,7.49,5.81,9.1,6.14,4.29,2.86,0.86,1.86,0.22,0.14,9.37,167.07,10.45,9.3,6.37,11.07,5.29,3.71,3.86,1.29,1.86,0.26,0.14,9.59,3,6.06,103.05,48.0
Adrian Peterson,FA,RB,0.0,16.0,185.29,11.58,750.57,46.91,4.02,37.86,2.36,43.71,15.51,4.71,0.3,6.43,0.4,14.57,0.91,20.57,1.28,128.0,8.0,8.68,5.57,0.35,0.14,0.01,199.86,12.49,205.86,12.87,43.43,2.72,0.86,0.05,0.0,1.0,125.57,7.85,5.79,5.9,8.13,7.71,0.86,2.0,3.43,2.0,0.51,0.15,7.65,132.86,8.31,6.46,5.92,8.7,8.14,0.43,3.14,3.29,1.0,0.39,0.07,9.27,140.14,8.76,7.17,5.98,9.42,7.57,2.29,2.0,3.71,0.43,0.37,0.03,8.41,3,6.29,106.88,42.0
