Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Travis Kelce,KC,TE,1.0,16,85,5.31,117,7.31,1125,70.31,13.24,55.0,3.44,80,25.94,9,0.56,4,0.25,1,0.06,-5,-0.31,-5.0,-0.0,-0.0,0,0.0,86,5.38,118,7.38,55.0,3.44,0,0.0,0.0,1.0,138.0,8.62,7.85,5.83,7.94,5,2,1,4,4,1.0,0.33,8.47,180.5,11.28,10.6,7.0,10.26,5,1,1,3,6,1.29,0.6,12.67,223.0,13.94,13.35,8.21,12.58,4,2,1,3,6,1.29,0.6,12.98
Kyle Rudolph,FA,TE,0.0,16,83,5.19,132,8.25,840,52.5,10.12,50.0,3.12,44,18.75,10,0.62,7,0.44,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,83,5.19,132,8.25,50.0,3.12,0,0.0,0.0,1.0,126.0,7.88,6.45,4.63,7.68,3,3,3,2,5,0.78,0.45,7.85,167.5,10.47,9.55,5.49,10.11,3,2,3,2,6,1.0,0.6,11.93,209.0,13.06,11.7,6.51,12.49,3,1,5,1,6,0.78,0.6,12.01
Greg Olsen,FA,TE,0.0,16,80,5.0,129,8.06,1073,67.06,13.41,54.0,3.38,78,23.75,9,0.56,3,0.19,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,80,5.0,129,8.06,54.0,3.38,0,0.0,0.0,1.0,127.3,7.96,6.85,5.43,7.45,5,2,2,3,4,0.78,0.33,7.77,167.3,10.46,10.05,6.09,9.84,4,2,2,4,4,1.0,0.33,11.87,207.3,12.96,12.55,6.81,12.25,4,2,1,5,4,1.29,0.33,12.34
Jordan Reed,FA,TE,0.0,12,66,5.5,89,7.42,686,57.17,10.39,41.0,3.42,33,20.92,8,0.67,6,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,66,5.5,89,7.42,41.0,3.42,1,0.08,0.02,1.0,102.6,8.55,6.7,6.77,7.58,3,2,3,1,3,0.5,0.33,7.45,135.6,11.3,9.7,8.16,9.89,3,1,3,2,3,0.71,0.33,11.48,168.6,14.05,12.95,9.61,12.19,3,1,1,4,3,1.4,0.33,12.48
Delanie Walker,FA,TE,0.0,15,65,4.33,102,6.8,800,53.33,12.31,35.0,2.33,47,25.73,8,0.53,7,0.47,2,0.13,11,0.73,5.5,1.0,0.07,0,0.0,67,4.47,104,6.93,36.0,2.4,0,0.0,0.0,1.0,123.1,8.21,7.8,5.05,7.83,6,1,1,2,5,0.88,0.5,8.44,155.6,10.37,9.8,5.91,9.84,6,0,3,2,4,0.67,0.36,10.93,188.1,12.54,11.5,6.83,11.85,5,1,3,2,4,0.67,0.36,11.22
Zach Ertz,WAS,TE,1.0,14,78,5.57,106,7.57,816,58.29,10.46,42.0,3.0,30,19.29,8,0.57,4,0.29,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,78,5.57,106,7.57,42.0,3.0,0,0.0,0.0,1.0,105.6,7.54,5.65,6.52,6.75,6,2,1,2,3,0.56,0.27,6.7,144.6,10.33,8.65,8.18,9.03,6,0,2,2,4,0.75,0.4,10.62,183.6,13.11,11.65,9.87,11.3,6,0,2,2,4,0.75,0.4,11.23
Tyler Eifert,FA,TE,0.0,8,29,3.62,47,5.88,394,49.25,13.59,23.0,2.88,71,23.0,5,0.62,5,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,29,3.62,47,5.88,23.0,2.88,0,0.0,0.0,0.88,69.4,8.68,9.05,6.39,7.8,3,0,0,2,3,1.67,0.6,8.33,83.9,10.49,10.3,7.56,9.36,3,0,1,1,3,1.0,0.6,10.39,98.4,12.3,11.55,8.77,10.92,3,0,1,1,3,1.0,0.6,9.95
Eric Ebron,FA,TE,0.0,13,61,4.69,85,6.54,711,54.69,11.66,37.0,2.85,61,21.62,7,0.54,1,0.08,1,0.08,1,0.08,1.0,1.0,0.08,1,0.08,62,4.77,86,6.62,38.0,2.92,0,0.0,0.0,1.0,83.2,6.4,6.1,3.57,6.66,5,2,2,3,1,0.44,0.08,6.41,113.7,8.75,9.1,4.22,9.03,4,2,2,4,1,0.62,0.08,10.19,144.2,11.09,11.9,4.99,11.34,4,2,2,2,3,0.62,0.3,11.04
Jimmy Graham,FA,TE,0.0,16,65,4.06,95,5.94,923,57.69,14.2,45.0,2.81,42,24.12,5,0.31,6,0.38,1,0.06,0,0.0,0.0,0.0,0.0,0,0.0,66,4.12,96,6.0,45.0,2.81,2,0.12,0.03,1.0,124.3,7.77,5.85,5.54,7.24,5,3,1,3,4,0.78,0.33,7.08,156.8,9.8,8.1,6.39,9.12,5,3,1,3,4,0.78,0.33,10.14,189.3,11.83,10.55,7.29,11.0,5,1,3,3,4,0.78,0.33,10.47
Zach Miller,FA,TE,0.0,10,47,4.7,64,6.4,486,48.6,10.34,28.0,2.8,34,18.7,4,0.4,4,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,47,4.7,64,6.4,28.0,2.8,0,0.0,0.0,0.96,72.6,7.26,5.65,5.55,6.76,5,0,1,2,2,0.67,0.25,6.43,96.1,9.61,8.6,6.15,9.03,4,1,0,3,2,1.0,0.25,10.1,119.6,11.96,10.85,6.86,11.29,4,1,1,3,1,0.67,0.11,10.02
