Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Travis Kelce,KC,TE,1.0,16,92,5.75,134,8.38,1125,70.31,12.23,63.0,3.94,69,23.56,13,0.81,9,0.56,2,0.12,3,0.19,1.5,1.0,0.06,1,0.06,94,5.88,136,8.5,64.0,4.0,1,0.06,0.01,1.0,170.8,10.68,10.15,7.63,9.18,4,0,1,4,7,2.2,0.78,11.09,216.8,13.55,13.9,8.4,11.77,4,0,0,3,9,3.0,1.29,16.31,262.8,16.42,17.55,9.2,14.41,4,0,0,3,9,3.0,1.29,16.83
Mark Andrews,BAL,TE,1.0,17,107,6.29,153,9.0,1361,80.06,12.72,75.0,4.41,43,26.12,20,1.18,9,0.53,1,0.06,0,0.0,0.0,0.0,0.0,0,0.0,108,6.35,154,9.06,75.0,4.41,0,0.0,0.0,1.0,194.1,11.42,8.9,7.8,9.77,1,4,2,2,8,1.43,0.89,10.57,247.6,14.56,12.5,8.87,12.48,2,2,2,3,8,1.83,0.89,15.52,301.1,17.71,15.9,10.0,15.22,2,2,1,3,9,2.4,1.12,16.21
Rob Gronkowski,FA,TE,0.0,12,55,4.58,88,7.33,802,66.83,14.58,34.0,2.83,42,23.83,16,1.33,6,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,55,4.58,88,7.33,34.0,2.83,0,0.0,0.0,1.0,116.2,9.68,9.3,6.67,8.62,3,1,2,0,6,1.0,1.0,9.9,143.7,11.98,12.55,7.65,10.65,3,1,1,1,6,1.4,1.0,13.69,171.2,14.27,15.8,8.71,12.69,3,1,1,1,6,1.4,1.0,14.39
George Kittle,SF,TE,1.0,14,71,5.07,94,6.71,910,65.0,12.82,42.0,3.0,48,22.93,13,0.93,6,0.43,3,0.21,20,1.43,6.67,1.0,0.07,0,0.0,74,5.29,97,6.93,43.0,3.07,1,0.07,0.01,1.0,127.0,9.07,8.55,8.44,7.61,6,0,1,3,4,1.0,0.4,8.64,162.5,11.61,10.6,9.75,9.72,6,0,0,3,5,1.33,0.56,12.21,198.0,14.14,12.6,11.13,11.83,6,0,0,3,5,1.33,0.56,12.33
T.J. Hockenson,MIN,TE,1.0,12,61,5.08,84,7.0,583,48.58,9.56,32.0,2.67,33,18.5,8,0.67,4,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,61,5.08,84,7.0,32.0,2.67,0,0.0,0.0,1.0,84.3,7.02,6.25,5.18,6.66,4,2,1,3,2,0.71,0.2,6.9,114.8,9.57,9.55,6.31,8.93,4,1,1,3,3,1.0,0.33,10.84,145.3,12.11,11.8,7.58,11.15,3,1,2,3,3,1.0,0.33,11.3
Dalton Schultz,HOU,TE,1.0,17,78,4.59,104,6.12,808,47.53,10.36,43.0,2.53,32,16.65,6,0.35,8,0.47,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,78,4.59,104,6.12,43.0,2.53,0,0.0,0.0,1.0,130.8,7.69,5.4,5.65,7.14,5,4,2,0,6,0.55,0.55,6.88,169.8,9.99,8.4,6.35,9.31,4,3,2,2,6,0.89,0.55,10.5,208.8,12.28,11.4,7.16,11.47,4,2,3,3,5,0.89,0.42,11.18
Darren Waller,FA,TE,0.0,11,55,5.0,93,8.45,665,60.45,12.09,31.0,2.82,33,23.64,13,1.18,2,0.18,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,55,5.0,93,8.45,31.0,2.82,0,0.0,0.0,1.0,78.5,7.14,5.9,4.47,7.02,3,3,1,1,3,0.57,0.38,7.12,106.0,9.64,8.4,5.51,9.3,4,1,2,2,2,0.57,0.22,10.28,133.5,12.14,10.9,6.58,11.58,3,1,3,1,3,0.57,0.38,10.95
Dallas Goedert,PHI,TE,1.0,15,56,3.73,76,5.07,830,55.33,14.82,42.0,2.8,45,21.73,14,0.93,4,0.27,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,56,3.73,76,5.07,42.0,2.8,0,0.0,0.0,1.0,109.0,7.27,6.6,5.66,6.74,6,0,4,2,3,0.5,0.25,6.75,137.0,9.13,8.7,6.4,8.49,6,1,1,4,3,0.88,0.25,10.01,165.0,11.0,11.2,7.2,10.26,6,1,1,4,3,0.88,0.25,10.32
Dawson Knox,BUF,TE,1.0,15,49,3.27,71,4.73,587,39.13,11.98,31.0,2.07,53,19.0,8,0.53,9,0.6,0,0.0,4,0.27,0.0,0.0,0.0,0,0.0,49,3.27,71,4.73,31.0,2.07,0,0.0,0.0,1.0,115.1,7.67,7.1,5.53,7.15,5,2,2,1,5,0.67,0.5,7.5,139.6,9.31,8.1,6.05,8.78,6,1,2,2,4,0.67,0.36,9.44,164.1,10.94,9.1,6.65,10.41,5,3,1,2,4,0.67,0.36,9.46
Zach Ertz,WAS,TE,1.0,17,74,4.35,112,6.59,763,44.88,10.31,40.0,2.35,47,18.59,7,0.41,5,0.29,1,0.06,4,0.24,4.0,0.0,0.0,0,0.0,75,4.41,113,6.65,40.0,2.35,0,0.0,0.0,1.0,106.7,6.28,4.6,5.14,5.96,8,3,1,2,3,0.42,0.21,5.67,143.7,8.45,7.6,5.87,8.03,6,3,2,4,2,0.55,0.13,8.9,180.7,10.63,11.1,6.73,10.08,5,3,1,6,2,0.89,0.13,10.24
