Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Zach Ertz,WAS,TE,1.0,17,66,3.88,91,5.35,654,38.47,9.91,38.0,2.24,37,15.94,7,0.41,7,0.41,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,66,3.88,91,5.35,38.0,2.24,0,0.0,0.0,1.0,111.4,6.55,6.2,4.98,6.27,7,1,2,5,2,0.7,0.13,6.47,144.4,8.49,8.2,5.67,8.14,7,1,2,5,2,0.7,0.13,9.14,177.4,10.44,10.2,6.42,10.02,7,1,2,5,2,0.7,0.13,9.57
Pat Freiermuth,PIT,TE,1.0,17,65,3.82,78,4.59,653,38.41,10.05,32.0,1.88,30,16.12,7,0.41,7,0.41,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,65,3.82,78,4.59,32.0,1.88,2,0.12,0.03,1.0,103.3,6.08,5.1,4.23,6.06,8,1,2,2,4,0.55,0.31,5.94,135.8,7.99,7.5,4.81,7.98,6,3,3,2,3,0.42,0.21,8.37,168.3,9.9,9.2,5.47,9.89,7,2,4,1,3,0.31,0.21,8.76
Dallas Goedert,PHI,TE,1.0,10,42,4.2,52,5.2,496,49.6,11.81,20.0,2.0,61,20.3,7,0.7,2,0.2,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,42,4.2,52,5.2,20.0,2.0,0,0.0,0.0,0.96,61.6,6.16,5.8,4.78,5.96,4,1,2,2,1,0.43,0.11,5.68,82.6,8.26,8.05,5.84,7.86,4,1,2,2,1,0.43,0.11,8.29,103.6,10.36,10.0,7.0,9.73,4,0,3,2,1,0.43,0.11,8.76
Hunter Henry,NE,TE,1.0,16,66,4.12,97,6.06,674,42.12,10.21,40.0,2.5,35,15.94,4,0.25,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,66,4.12,97,6.06,40.0,2.5,0,0.0,0.0,1.0,79.4,4.96,4.45,3.65,5.13,7,3,1,4,1,0.45,0.07,5.07,112.4,7.02,6.95,4.67,7.07,7,2,2,4,1,0.45,0.07,8.1,145.4,9.09,9.45,5.79,8.95,7,1,1,5,2,0.78,0.14,8.99
Tucker Kraft,GB,TE,1.0,17,50,2.94,70,4.12,707,41.59,14.14,30.0,1.76,67,24.71,11,0.65,7,0.41,3,0.18,6,0.35,2.0,3.0,0.18,0,0.0,53,3.12,73,4.29,33.0,1.94,1,0.06,0.02,1.0,113.3,6.66,5.3,5.31,6.28,8,1,1,4,3,0.7,0.21,6.11,138.3,8.14,6.3,5.73,7.78,8,1,2,3,3,0.55,0.21,7.94,163.3,9.61,7.6,6.22,9.29,8,1,2,3,3,0.55,0.21,8.1
Cade Otton,TB,TE,1.0,14,59,4.21,87,6.21,600,42.86,10.17,31.0,2.21,44,17.71,7,0.5,4,0.29,1,0.07,-4,-0.29,-4.0,0.0,0.0,0,0.0,60,4.29,88,6.29,31.0,2.21,1,0.07,0.02,1.0,81.6,5.83,3.95,5.59,5.42,7,2,2,1,2,0.27,0.17,4.95,111.1,7.94,6.1,6.76,7.28,5,3,3,0,3,0.27,0.27,7.78,140.6,10.04,9.0,8.04,9.11,6,1,4,0,3,0.27,0.27,8.57
Evan Engram,JAC,TE,1.0,9,47,5.22,64,7.11,365,40.56,7.77,17.0,1.89,24,14.56,2,0.22,1,0.11,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,47,5.22,64,7.11,17.0,1.89,1,0.11,0.02,0.93,42.5,4.72,4.0,2.85,5.2,4,2,1,2,0,0.29,0.0,4.4,66.0,7.33,7.0,3.64,7.85,3,2,2,2,0,0.29,0.0,7.45,89.5,9.94,10.0,4.61,10.37,2,2,3,1,1,0.29,0.12,8.7
T.J. Hockenson,MIN,TE,1.0,10,41,4.1,62,6.2,455,45.5,11.1,30.0,3.0,34,18.9,5,0.5,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,41,4.1,62,6.2,30.0,3.0,0,0.0,0.0,0.96,45.5,4.55,3.65,3.22,4.86,5,2,2,0,1,0.11,0.11,4.18,66.0,6.6,5.4,4.2,6.82,5,1,2,1,1,0.25,0.11,7.27,86.5,8.65,7.15,5.21,8.75,5,1,2,1,1,0.25,0.11,7.19
Mike Gesicki,CIN,TE,1.0,17,65,3.82,83,4.88,665,39.12,10.23,38.0,2.24,47,14.88,5,0.29,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,65,3.82,83,4.88,38.0,2.24,1,0.06,0.02,1.0,76.5,4.5,3.1,5.39,4.22,10,3,1,2,1,0.21,0.06,3.78,109.0,6.41,5.0,6.36,5.97,10,1,2,2,2,0.31,0.13,6.56,141.5,8.32,6.7,7.47,7.69,10,1,1,2,3,0.42,0.21,7.03
Dalton Kincaid,BUF,TE,1.0,13,44,3.38,75,5.77,448,34.46,10.18,23.0,1.77,29,17.46,5,0.38,2,0.15,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,44,3.38,75,5.77,23.0,1.77,0,0.0,0.0,1.0,56.8,4.37,3.4,2.7,4.87,7,4,0,2,0,0.18,0.0,4.13,78.8,6.06,5.3,3.0,6.81,7,3,1,2,0,0.18,0.0,6.55,100.8,7.75,7.3,3.42,8.71,7,2,2,2,0,0.18,0.0,7.22
Juwan Johnson,NO,TE,2.0,17,50,2.94,66,3.88,548,32.24,10.96,27.0,1.59,30,16.76,8,0.47,3,0.18,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,50,2.94,66,3.88,27.0,1.59,0,0.0,0.0,1.0,72.8,4.28,3.6,3.31,4.54,9,3,1,3,1,0.31,0.06,4.12,97.8,5.75,5.6,3.88,6.06,9,3,2,3,0,0.21,0.0,6.13,122.8,7.22,7.8,4.55,7.56,8,4,1,4,0,0.31,0.0,6.92
Isaiah Likely,BAL,TE,2.0,16,42,2.62,58,3.62,477,29.81,11.36,26.0,1.62,49,16.5,4,0.25,6,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,42,2.62,58,3.62,26.0,1.62,1,0.06,0.02,1.0,81.7,5.11,3.25,4.96,4.89,9,2,1,2,2,0.33,0.14,4.23,102.7,6.42,4.5,5.9,6.09,9,3,0,2,2,0.33,0.14,6.02,123.7,7.73,5.75,6.89,7.29,9,2,2,1,2,0.23,0.14,6.07
Tyler Conklin,NYJ,TE,1.0,16,51,3.19,72,4.5,449,28.06,8.8,24.0,1.5,27,12.62,7,0.44,4,0.25,1,0.06,0,0.0,0.0,0.0,0.0,0,0.0,52,3.25,73,4.56,24.0,1.5,0,0.0,0.0,1.0,70.9,4.43,3.25,4.16,4.44,9,1,2,3,1,0.33,0.07,4.04,96.4,6.02,5.0,5.0,5.96,9,0,4,2,1,0.23,0.07,5.98,121.9,7.62,6.75,5.91,7.46,9,0,4,2,1,0.23,0.07,6.53
Kyle Pitts,ATL,TE,1.0,17,47,2.76,74,4.35,602,35.41,12.81,21.0,1.24,52,19.18,7,0.41,4,0.24,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,47,2.76,74,4.35,21.0,1.24,0,0.0,0.0,1.0,84.2,4.95,2.8,5.38,4.65,9,1,3,3,1,0.31,0.06,3.89,107.7,6.34,4.8,6.05,5.97,9,2,1,4,1,0.42,0.06,5.95,131.2,7.72,6.8,6.82,7.3,9,1,3,3,1,0.31,0.06,6.55
Will Dissly,LAC,TE,1.0,15,50,3.33,64,4.27,481,32.07,9.62,24.0,1.6,29,14.93,5,0.33,2,0.13,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,50,3.33,64,4.27,24.0,1.6,0,0.0,0.0,1.0,60.1,4.01,2.6,3.85,4.09,10,2,0,2,1,0.25,0.07,3.52,85.1,5.67,4.4,4.54,5.75,10,2,0,2,1,0.25,0.07,5.71,110.1,7.34,5.9,5.32,7.39,9,3,0,1,2,0.25,0.15,6.27
Noah Fant,SEA,TE,1.0,14,48,3.43,64,4.57,500,35.71,10.42,25.0,1.79,32,14.93,3,0.21,1,0.07,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,48,3.43,64,4.57,25.0,1.79,0,0.0,0.0,1.0,56.0,4.0,2.6,3.06,4.33,8,2,3,0,1,0.08,0.08,3.44,80.0,5.71,4.0,3.62,6.13,8,2,3,0,1,0.08,0.08,5.62,104.0,7.43,5.5,4.23,7.92,8,2,1,2,1,0.27,0.08,6.28
Dalton Schultz,HOU,TE,1.0,17,53,3.12,85,5.0,532,31.29,10.04,26.0,1.53,32,16.47,5,0.29,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,53,3.12,85,5.0,26.0,1.53,0,0.0,0.0,1.0,65.2,3.84,2.8,3.14,4.12,13,1,1,0,2,0.13,0.13,3.63,91.7,5.39,4.4,3.58,5.8,13,1,1,1,1,0.13,0.06,5.61,118.2,6.95,5.9,4.06,7.48,12,2,1,1,1,0.13,0.06,6.12
Jake Ferguson,DAL,TE,1.0,14,59,4.21,86,6.14,494,35.29,8.37,18.0,1.29,27,15.64,6,0.43,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,59,4.21,86,6.14,18.0,1.29,2,0.14,0.03,1.0,45.4,3.24,2.3,2.9,3.55,10,1,2,1,0,0.08,0.0,3.06,74.9,5.35,4.0,3.71,5.7,9,1,1,3,0,0.27,0.0,5.49,104.4,7.46,5.35,4.61,7.78,8,1,1,4,0,0.4,0.0,6.35
Austin Hooper,NE,TE,2.0,17,45,2.65,59,3.47,476,28.0,10.58,25.0,1.47,38,15.47,5,0.29,3,0.18,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,45,2.65,59,3.47,25.0,1.47,1,0.06,0.02,1.0,63.6,3.74,3.1,3.53,3.9,12,1,2,1,1,0.13,0.06,3.42,86.1,5.06,4.7,3.95,5.31,12,1,2,1,1,0.13,0.06,5.36,108.6,6.39,6.7,4.42,6.73,12,2,1,1,1,0.13,0.06,5.99
Cole Kmet,CHI,TE,1.0,17,47,2.76,55,3.24,474,27.88,10.09,25.0,1.47,31,13.12,7,0.41,4,0.24,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,47,2.76,55,3.24,25.0,1.47,0,0.0,0.0,1.0,73.4,4.32,2.7,5.42,4.05,11,2,2,0,2,0.13,0.13,3.38,96.9,5.7,4.1,6.48,5.28,12,1,1,1,2,0.21,0.13,5.27,120.4,7.08,5.6,7.63,6.51,12,2,0,1,2,0.21,0.13,5.63
Foster Moreau,NO,TE,3.0,17,32,1.88,43,2.53,413,24.29,12.91,21.0,1.24,41,15.29,7,0.41,5,0.29,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,32,1.88,43,2.53,21.0,1.24,0,0.0,0.0,1.0,71.3,4.19,3.8,3.85,4.28,9,3,1,3,1,0.31,0.06,3.96,87.3,5.14,5.0,4.39,5.25,10,2,2,3,0,0.21,0.0,5.25,103.3,6.08,6.0,4.97,6.22,11,3,0,3,0,0.21,0.0,5.42
Noah Gray,KC,TE,2.0,17,40,2.35,49,2.88,437,25.71,10.92,25.0,1.47,35,13.76,6,0.35,5,0.29,1,0.06,-4,-0.24,-4.0,0.0,0.0,0,0.0,41,2.41,50,2.94,25.0,1.47,0,0.0,0.0,1.0,73.3,4.31,2.6,5.21,4.08,12,0,2,1,2,0.21,0.13,3.43,93.3,5.49,3.9,5.72,5.25,11,1,3,0,2,0.13,0.13,5.05,113.3,6.66,5.3,6.29,6.43,11,1,3,0,2,0.13,0.13,5.35
Theo Johnson,NYG,TE,1.0,12,29,2.42,43,3.58,331,27.58,11.41,16.0,1.33,35,15.42,4,0.33,1,0.08,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,29,2.42,43,3.58,16.0,1.33,0,0.0,0.0,1.0,39.1,3.26,3.25,3.07,3.52,9,2,0,0,1,0.09,0.09,3.32,53.6,4.47,4.75,3.71,4.76,9,1,1,1,0,0.09,0.0,4.95,68.1,5.68,6.25,4.45,5.97,8,1,2,1,0,0.09,0.0,5.37
Chig Okonkwo,TEN,TE,1.0,17,52,3.06,70,4.12,479,28.18,9.21,19.0,1.12,70,16.47,4,0.24,2,0.12,1,0.06,17,1.0,17.0,1.0,0.06,0,0.0,53,3.12,71,4.18,20.0,1.18,1,0.06,0.02,1.0,61.6,3.62,1.9,3.81,3.71,11,1,3,1,1,0.13,0.06,2.93,87.6,5.15,3.1,4.46,5.24,11,1,2,1,2,0.21,0.13,4.8,113.6,6.68,4.6,5.3,6.73,11,1,2,2,1,0.21,0.06,5.32
Tyler Higbee,LAR,TE,1.0,3,8,2.67,12,4.0,66,22.0,8.25,5.0,1.67,17,11.67,0,0.0,2,0.67,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,8,2.67,12,4.0,5.0,1.67,0,0.0,0.0,0.56,18.6,6.2,7.1,4.91,5.96,1,0,1,0,1,0.5,0.5,3.79,22.6,7.53,7.6,5.6,7.24,1,0,1,1,0,0.5,0.0,4.7,26.6,8.87,8.1,6.38,8.52,1,1,0,1,0,0.5,0.0,4.26
Jordan Akins,CLE,TE,2.0,17,40,2.35,58,3.41,390,22.94,9.75,20.0,1.18,21,11.88,3,0.18,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,40,2.35,58,3.41,20.0,1.18,0,0.0,0.0,1.0,51.0,3.0,2.7,3.14,3.22,13,2,0,1,1,0.13,0.06,2.98,71.0,4.18,4.2,3.96,4.38,13,1,2,0,1,0.06,0.06,4.54,91.0,5.35,5.7,4.84,5.51,13,1,2,0,1,0.06,0.06,5.0
Brenton Strange,JAC,TE,2.0,17,40,2.35,53,3.12,411,24.18,10.28,21.0,1.24,30,11.94,7,0.41,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,40,2.35,53,3.12,21.0,1.24,1,0.06,0.02,1.0,51.1,3.01,1.9,3.09,3.24,11,0,5,1,0,0.06,0.0,2.46,71.1,4.18,2.6,4.18,4.33,11,0,4,2,0,0.13,0.0,3.88,91.1,5.36,3.1,5.39,5.37,11,1,3,1,1,0.13,0.06,3.97
Tommy Tremble,CAR,TE,2.0,12,23,1.92,32,2.67,234,19.5,10.17,12.0,1.0,38,11.17,2,0.17,2,0.17,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,23,1.92,32,2.67,12.0,1.0,1,0.08,0.04,1.0,33.4,2.78,1.9,3.26,2.96,9,0,1,2,0,0.2,0.0,2.47,44.9,3.74,3.15,3.71,3.99,9,1,0,2,0,0.2,0.0,3.88,56.4,4.7,4.4,4.24,5.01,10,0,1,1,0,0.09,0.0,4.15
AJ Barner,SEA,TE,2.0,17,30,1.76,38,2.24,245,14.41,8.17,18.0,1.06,20,9.18,1,0.06,4,0.24,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,30,1.76,38,2.24,18.0,1.06,0,0.0,0.0,1.0,48.5,2.85,1.3,3.22,3.05,13,0,2,2,0,0.13,0.0,2.14,63.5,3.74,2.5,3.68,3.99,13,0,2,2,0,0.13,0.0,3.53,78.5,4.62,3.5,4.21,4.93,13,2,1,1,0,0.06,0.0,3.68
Josh Oliver,MIN,TE,2.0,15,22,1.47,28,1.87,258,17.2,11.73,14.0,0.93,28,10.8,5,0.33,3,0.2,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,22,1.47,28,1.87,14.0,0.93,0,0.0,0.0,1.0,43.8,2.92,1.6,3.75,3.0,11,1,1,1,1,0.15,0.07,2.33,54.8,3.65,2.6,4.43,3.72,11,1,1,1,1,0.15,0.07,3.49,65.8,4.39,3.6,5.15,4.45,11,2,1,0,1,0.07,0.07,3.61
Erick All Jr.,CIN,TE,2.0,9,20,2.22,22,2.44,158,17.56,7.9,8.0,0.89,28,10.89,1,0.11,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20,2.22,22,2.44,8.0,0.89,0,0.0,0.0,0.93,15.8,1.76,2.2,1.28,2.36,9,0,0,0,0,0.0,0.0,1.92,25.8,2.87,3.4,1.97,3.58,9,0,0,0,0,0.0,0.0,3.26,35.8,3.98,4.4,2.7,4.74,9,0,0,0,0,0.0,0.0,3.61
Ja'Tavion Sanders,CAR,TE,1.0,16,33,2.06,43,2.69,342,21.38,10.36,13.0,0.81,46,12.5,6,0.38,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,33,2.06,43,2.69,13.0,0.81,0,0.0,0.0,1.0,40.2,2.51,1.05,2.88,2.76,11,2,2,1,0,0.07,0.0,1.89,56.7,3.54,2.2,3.64,3.79,11,2,2,1,0,0.07,0.0,3.17,73.2,4.58,3.2,4.47,4.81,11,2,1,2,0,0.14,0.0,3.66
Colby Parkinson,LAR,TE,2.0,17,30,1.76,49,2.88,294,17.29,9.8,15.0,0.88,23,9.76,2,0.12,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,30,1.76,49,2.88,15.0,0.88,0,0.0,0.0,1.0,35.4,2.08,1.3,2.18,2.45,14,2,0,1,0,0.06,0.0,1.88,50.4,2.96,1.8,2.84,3.38,14,1,2,0,0,0.0,0.0,2.8,65.4,3.85,2.3,3.62,4.26,14,2,0,1,0,0.06,0.0,3.0
Dawson Knox,BUF,TE,2.0,16,22,1.38,33,2.06,311,19.44,14.14,12.0,0.75,39,13.81,7,0.44,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,22,1.38,33,2.06,12.0,0.75,0,0.0,0.0,1.0,37.1,2.32,1.45,2.36,2.68,11,4,1,0,0,0.0,0.0,1.86,48.1,3.01,2.0,2.66,3.48,12,3,1,0,0,0.0,0.0,2.77,59.1,3.69,2.5,3.0,4.29,13,3,0,0,0,0.0,0.0,2.92
Tanner Hudson,CIN,TE,3.0,11,19,1.73,23,2.09,154,14.0,8.11,9.0,0.82,19,8.36,0,0.0,1,0.09,1,0.09,1,0.09,1.0,1.0,0.09,0,0.0,20,1.82,24,2.18,10.0,0.91,1,0.09,0.05,1.0,19.5,1.77,1.1,2.98,1.93,10,0,0,1,0,0.1,0.0,1.57,29.0,2.64,1.6,3.81,2.79,10,0,0,0,1,0.1,0.1,2.7,38.5,3.5,2.1,4.68,3.64,10,0,0,0,1,0.1,0.1,2.79
Grant Calcaterra,PHI,TE,2.0,17,24,1.41,30,1.76,298,17.53,12.42,15.0,0.88,34,11.71,6,0.35,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,24,1.41,30,1.76,15.0,0.88,0,0.0,0.0,1.0,35.8,2.11,1.1,2.49,2.4,14,0,2,1,0,0.06,0.0,1.66,47.8,2.81,2.0,3.12,3.13,14,1,2,0,0,0.0,0.0,2.67,59.8,3.52,3.0,3.8,3.85,13,2,2,0,0,0.0,0.0,2.92
Michael Mayer,LV,TE,2.0,11,21,1.91,32,2.91,156,14.18,7.43,8.0,0.73,29,9.55,1,0.09,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,21,1.91,32,2.91,8.0,0.73,0,0.0,0.0,1.0,15.6,1.42,1.1,1.88,1.73,10,0,1,0,0,0.0,0.0,1.42,26.1,2.37,1.6,2.81,2.71,10,0,0,1,0,0.1,0.0,2.52,36.6,3.33,2.1,3.78,3.65,10,0,0,1,0,0.1,0.0,2.73
Elijah Higgins,ARI,TE,2.0,17,20,1.18,24,1.41,172,10.12,8.6,10.0,0.59,23,7.82,1,0.06,2,0.12,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,20,1.18,24,1.41,10.0,0.59,0,0.0,0.0,1.0,29.2,1.72,1.2,2.23,2.01,15,0,1,1,0,0.06,0.0,1.51,39.2,2.31,2.2,2.37,2.75,15,1,1,0,0,0.0,0.0,2.41,49.2,2.89,3.2,2.57,3.49,16,1,0,0,0,0.0,0.0,2.82
Josh Whyle,TEN,TE,2.0,17,28,1.65,37,2.18,248,14.59,8.86,14.0,0.82,33,9.0,3,0.18,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,28,1.65,37,2.18,14.0,0.82,0,0.0,0.0,1.0,32.8,1.93,0.6,2.61,2.17,14,2,0,1,0,0.06,0.0,1.41,46.8,2.75,1.1,3.4,3.0,14,2,0,1,0,0.06,0.0,2.36,60.8,3.58,1.6,4.22,3.81,14,1,1,1,0,0.06,0.0,2.47
