Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Eric Ebron,FA,TE,0.0,15.15,54.38,3.63,84.54,5.62,602.77,40.41,11.07,31.38,2.11,48.77,18.91,4.62,0.31,3.38,0.22,0.23,0.02,0.23,0.02,0.23,0.23,0.02,0.23,0.02,54.62,3.65,84.77,5.64,31.62,2.12,0.69,0.04,0.01,1.0,80.61,5.37,4.36,4.04,5.44,7.85,2.0,1.38,2.92,1.0,0.35,0.07,5.01,107.8,7.19,6.55,4.74,7.23,6.92,2.77,0.54,3.92,1.0,0.49,0.07,7.81,134.99,9.01,8.69,5.57,8.98,6.23,3.38,0.62,2.77,2.15,0.49,0.17,8.43,3,5.42,92.1,18.0
Jordan Reed,FA,TE,0.0,8.0,40.62,4.86,53.54,6.37,377.62,42.77,8.65,20.54,2.24,23.92,15.47,3.54,0.34,3.62,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.62,4.86,53.54,6.37,20.54,2.24,0.38,0.03,0.01,0.85,58.68,6.66,4.82,6.62,5.92,3.77,1.15,0.85,0.38,1.85,0.36,0.27,5.0,78.99,9.09,7.34,7.73,8.04,2.31,1.69,1.46,0.69,1.85,0.44,0.27,7.79,99.3,11.52,9.92,8.9,10.17,2.23,1.77,1.0,1.08,1.92,0.6,0.29,8.43,3,5.78,98.28,13.0
Jason Witten,FA,TE,0.0,16.0,65.46,4.09,90.15,5.64,597.85,37.36,9.12,28.38,1.77,30.15,14.06,3.46,0.22,4.38,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.46,4.09,90.15,5.64,28.38,1.77,1.0,0.06,0.02,1.0,84.09,5.26,4.27,4.5,5.16,6.62,4.08,2.62,0.23,2.46,0.2,0.19,4.84,116.82,7.3,6.88,5.47,7.07,6.38,2.77,3.92,0.46,2.46,0.22,0.19,7.56,149.55,9.35,8.78,6.63,8.91,5.92,4.08,1.62,2.62,1.77,0.38,0.12,8.28,3,6.45,109.61,10.0
Benjamin Watson,FA,TE,0.0,16.0,62.3,3.89,82.1,5.13,552.3,34.51,8.82,31.2,1.95,34.3,14.58,3.9,0.25,4.2,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3,3.89,82.1,5.13,31.2,1.95,0.1,0.01,0.0,1.0,80.23,5.01,4.24,3.85,5.11,6.9,3.0,2.8,2.1,1.2,0.27,0.09,4.7,111.38,6.96,6.8,4.58,7.03,5.1,3.8,3.8,2.1,1.2,0.27,0.09,7.48,142.53,8.9,9.06,5.49,8.89,5.1,3.8,3.8,1.2,2.1,0.27,0.15,8.23,3,5.83,99.08,12.0
Charles Clay,FA,TE,0.0,13.46,51.0,3.79,77.23,5.73,554.31,41.33,10.92,27.15,2.04,42.77,19.08,3.15,0.24,2.54,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,3.79,77.23,5.73,27.15,2.04,0.0,0.0,0.0,1.0,70.66,5.25,3.56,4.22,5.26,7.46,0.62,2.38,0.77,2.23,0.29,0.2,4.73,96.16,7.14,5.58,4.88,7.14,6.77,1.23,2.46,0.92,2.08,0.29,0.18,7.29,121.66,9.03,7.65,5.6,9.02,6.62,1.08,1.08,3.38,1.31,0.55,0.1,8.02,3,5.63,95.7,15.0
Vernon Davis,FA,TE,0.0,15.92,42.85,2.69,65.85,4.13,613.54,38.47,14.29,22.62,1.42,61.23,21.52,5.08,0.32,2.54,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85,2.69,65.85,4.13,22.62,1.42,1.38,0.08,0.03,1.0,73.82,4.62,4.83,3.93,4.69,7.46,1.62,3.38,2.31,1.15,0.28,0.08,4.69,95.24,5.97,6.32,4.63,6.02,7.77,1.23,2.46,3.54,0.92,0.39,0.06,6.62,116.66,7.31,7.78,5.42,7.32,7.69,1.0,3.46,3.08,0.69,0.31,0.05,6.91,3,5.09,86.61,20.0
Jared Cook,FA,TE,0.0,14.62,47.31,3.22,77.08,5.26,600.31,40.78,12.67,30.08,2.05,38.85,18.92,7.54,0.5,1.62,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.31,3.22,77.08,5.26,30.08,2.05,1.0,0.07,0.02,0.99,67.88,4.6,3.2,4.31,4.56,8.69,2.54,0.15,1.62,1.62,0.29,0.12,4.13,91.53,6.21,4.59,5.16,6.09,8.69,1.08,1.54,1.0,2.31,0.29,0.18,6.39,115.18,7.82,6.24,6.04,7.62,8.69,1.15,1.46,1.0,2.31,0.29,0.18,6.63,3,5.54,94.14,17.0
Zach Miller,FA,TE,0.0,9.0,27.31,2.99,42.54,4.75,309.31,33.89,11.55,14.69,1.6,34.62,17.24,4.08,0.46,2.69,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.31,2.99,42.54,4.75,14.69,1.6,0.0,0.0,0.0,0.91,47.08,5.14,4.27,4.06,5.17,3.85,2.23,0.46,1.85,0.62,0.39,0.07,4.41,60.74,6.63,6.13,4.57,6.7,4.38,1.69,0.92,1.38,0.62,0.34,0.07,6.37,74.39,8.12,7.75,5.21,8.21,4.38,1.0,1.77,1.46,0.38,0.27,0.04,6.63,3,3.42,58.06,36.0
Greg Olsen,FA,TE,0.0,9.77,36.15,3.21,65.62,6.22,464.77,39.68,11.98,25.46,2.32,42.77,16.22,3.85,0.29,1.92,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15,3.21,65.62,6.22,25.46,2.32,0.08,0.0,0.0,0.89,58.32,5.05,2.85,6.08,4.61,5.62,0.54,0.77,0.85,2.0,0.36,0.23,4.0,76.4,6.65,4.2,7.34,6.03,5.38,0.62,0.62,1.08,2.08,0.43,0.24,6.26,94.48,8.24,5.33,8.62,7.46,5.31,0.69,0.38,1.38,2.0,0.49,0.23,6.1,3,6.03,102.46,11.0
Martellus Bennett,FA,TE,0.0,10.77,37.54,3.47,53.46,5.0,393.54,35.18,10.18,16.62,1.46,38.08,19.13,3.62,0.33,1.85,0.12,0.46,0.03,2.31,0.14,1.15,0.23,0.01,0.0,0.0,38.0,3.5,53.92,5.03,16.85,1.47,0.0,0.0,0.0,0.95,50.66,4.27,3.83,3.02,4.69,6.46,2.46,0.23,0.77,0.85,0.17,0.07,4.01,69.43,6.0,5.55,3.54,6.6,5.77,3.08,0.31,0.31,1.31,0.17,0.12,6.18,88.2,7.74,7.26,4.15,8.44,6.46,1.0,1.69,0.54,1.08,0.17,0.09,6.77,3,4.74,80.64,23.0
Julius Thomas,FA,TE,0.0,12.69,38.85,3.09,60.85,4.89,368.46,29.31,9.47,17.85,1.44,26.85,13.36,3.69,0.3,3.38,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.85,3.09,60.85,4.89,17.85,1.44,0.0,0.0,0.0,0.98,57.15,4.63,3.92,3.98,4.67,7.62,1.38,2.0,0.62,1.08,0.21,0.1,4.2,76.58,6.17,5.32,4.54,6.25,7.62,0.69,2.62,0.69,1.08,0.23,0.1,6.1,96.0,7.72,6.81,5.13,7.83,7.62,1.46,2.08,0.46,1.08,0.18,0.1,6.54,3,4.49,76.27,25.0
Antonio Gates,FA,TE,0.0,15.15,37.31,2.57,64.0,4.38,393.69,27.11,10.54,21.46,1.48,28.0,11.81,3.38,0.23,4.08,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.31,2.57,64.0,4.38,21.46,1.48,0.23,0.02,0.0,1.0,63.37,4.36,3.52,4.19,4.3,9.85,0.85,2.23,0.46,1.77,0.24,0.16,4.04,82.02,5.64,5.13,4.89,5.54,9.62,1.08,2.23,0.46,1.77,0.24,0.16,5.93,100.68,6.92,6.52,5.63,6.78,9.62,2.38,0.92,0.38,1.85,0.24,0.17,6.25,3,4.87,82.72,21.0
Austin Seferian-Jenkins,FA,TE,0.0,11.62,39.23,3.23,58.85,4.88,308.69,26.67,8.92,15.92,1.38,29.62,13.81,1.69,0.15,2.62,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.23,3.23,58.85,4.88,15.92,1.38,0.69,0.06,0.01,0.97,45.18,3.94,2.7,3.34,4.13,7.62,0.77,0.69,2.38,0.15,0.29,0.03,3.5,64.79,5.55,4.71,3.97,5.77,7.69,0.69,1.0,2.15,0.08,0.24,0.01,5.55,84.41,7.16,6.78,4.67,7.39,6.31,2.08,1.0,1.46,0.77,0.24,0.07,6.39,3,2.56,43.56,45.0
George Kittle,SF,TE,1.0,15.0,43.0,2.87,63.0,4.2,515.0,34.33,11.98,22.0,1.47,44.0,19.2,5.0,0.33,2.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.87,63.0,4.2,22.0,1.47,0.0,0.0,0.0,1.0,63.5,4.23,2.7,4.07,4.26,10.0,2.0,0.0,2.0,1.0,0.25,0.07,3.63,85.0,5.67,4.2,4.74,5.68,10.0,2.0,0.0,2.0,1.0,0.25,0.07,5.53,106.5,7.1,5.5,5.46,7.1,9.0,2.0,1.0,2.0,1.0,0.25,0.07,5.88,1,5.6,95.26,16.0
Coby Fleener,FA,TE,0.0,12.54,30.92,2.36,45.92,3.46,387.62,30.03,12.9,17.23,1.33,38.77,16.4,5.77,0.48,2.31,0.18,0.23,0.01,0.46,0.03,0.46,0.23,0.01,0.23,0.01,31.15,2.38,46.15,3.48,17.46,1.35,0.0,0.0,0.0,1.0,54.19,4.2,2.49,4.55,4.1,7.77,1.54,0.23,1.69,1.31,0.33,0.11,3.55,69.65,5.38,3.7,5.39,5.21,9.0,0.31,0.23,1.69,1.31,0.33,0.11,5.15,85.12,6.57,4.81,6.24,6.34,9.0,0.08,0.46,1.62,1.38,0.33,0.12,5.38,3,3.54,60.22,35.0
Austin Hooper,NE,TE,2.0,15.5,41.5,2.64,55.5,3.53,462.25,29.5,11.61,17.5,1.13,77.0,15.93,2.5,0.16,3.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,2.64,55.5,3.53,17.5,1.13,0.0,0.0,0.0,1.0,64.23,4.11,2.45,4.78,3.97,10.75,1.5,0.25,2.25,0.75,0.24,0.05,3.3,84.98,5.43,3.69,5.14,5.33,10.5,0.5,1.5,1.5,1.5,0.24,0.11,4.98,105.72,6.76,4.95,5.59,6.69,10.75,0.25,1.25,1.75,1.5,0.27,0.11,5.5,2,5.39,91.61,19.0
O.J. Howard,FA,TE,0.0,14.0,26.0,1.86,39.0,2.79,432.0,30.86,16.62,19.0,1.36,58.0,19.43,6.0,0.43,6.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.86,39.0,2.79,19.0,1.36,2.0,0.14,0.08,1.0,75.2,5.37,1.7,6.55,4.8,8.0,1.0,0.0,2.0,3.0,0.56,0.27,3.86,88.2,6.3,2.4,7.27,5.67,8.0,1.0,1.0,2.0,2.0,0.4,0.17,4.89,101.2,7.23,3.15,8.0,6.57,8.0,1.0,1.0,3.0,1.0,0.4,0.08,4.76,1,4.62,78.52,24.0
Tyler Eifert,FA,TE,0.0,4.23,13.46,2.53,20.0,3.53,170.08,30.93,12.01,9.62,1.58,34.0,15.79,2.31,0.52,2.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,2.53,20.0,3.53,9.62,1.58,0.0,0.0,0.0,0.58,29.93,4.42,4.45,3.92,4.29,1.69,0.69,0.08,0.77,1.0,0.51,0.17,3.38,36.66,5.68,5.55,4.76,5.5,1.69,0.69,0.31,0.54,1.0,0.35,0.17,4.66,43.39,6.95,6.64,5.61,6.7,2.38,0.08,0.23,0.54,1.0,0.35,0.17,4.45,3,3.01,51.23,41.0
David Njoku,CLE,TE,1.0,16.0,32.0,2.0,60.0,3.75,386.0,24.12,12.06,17.0,1.06,34.0,15.44,5.0,0.31,4.0,0.25,1.0,0.06,1.0,0.06,1.0,0.0,0.0,0.0,0.0,33.0,2.06,61.0,3.81,17.0,1.06,0.0,0.0,0.0,1.0,62.7,3.92,1.95,4.19,3.92,10.0,2.0,1.0,1.0,2.0,0.23,0.14,3.22,78.7,4.92,2.95,4.62,4.96,10.0,2.0,1.0,2.0,1.0,0.23,0.07,4.47,94.7,5.92,3.95,5.07,6.03,10.0,2.0,2.0,1.0,1.0,0.14,0.07,4.66,1,4.84,82.29,22.0
Tyler Kroft,FA,TE,0.0,15.54,32.23,2.03,46.85,2.96,310.85,19.62,9.69,17.08,1.07,47.38,10.56,2.46,0.16,4.92,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.23,2.03,46.85,2.96,17.08,1.07,0.0,0.0,0.0,1.0,60.62,3.81,2.35,4.54,3.59,10.54,0.77,2.08,0.77,1.38,0.16,0.1,3.02,76.74,4.82,3.5,5.28,4.54,9.85,1.46,2.15,0.69,1.38,0.16,0.1,4.38,92.85,5.85,4.71,6.04,5.52,9.85,0.77,2.85,0.69,1.38,0.16,0.1,4.73,3,3.89,66.11,31.0
Jesse James,FA,TE,0.0,15.38,39.38,2.5,58.31,3.7,339.85,21.51,8.53,18.62,1.17,29.23,10.56,0.54,0.04,2.85,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38,2.5,58.31,3.7,18.62,1.17,0.0,0.0,0.0,0.99,51.22,3.27,1.9,4.01,3.3,10.69,1.85,0.31,1.85,0.69,0.19,0.05,2.76,70.91,4.51,3.03,4.98,4.47,12.08,0.46,0.31,1.15,1.38,0.19,0.1,4.33,90.6,5.77,4.17,6.0,5.62,11.85,0.77,0.46,0.69,1.62,0.18,0.11,4.65,3,3.81,64.8,32.0
Jermaine Gresham,FA,TE,0.0,14.54,32.77,2.26,48.38,3.32,330.31,22.71,10.15,17.15,1.18,24.08,13.11,3.0,0.2,1.92,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.77,2.26,48.38,3.32,17.15,1.18,0.0,0.0,0.0,1.0,44.57,3.07,2.08,3.2,3.27,11.38,1.23,0.08,1.15,0.69,0.15,0.06,2.75,60.95,4.2,3.19,3.72,4.46,11.38,1.15,0.85,0.46,0.69,0.09,0.06,4.18,77.34,5.32,4.38,4.29,5.65,11.15,0.46,2.0,0.23,0.69,0.07,0.06,4.52,3,3.62,61.48,34.0
C.J. Fiedorowicz,FA,TE,0.0,8.15,23.46,2.85,37.62,4.53,229.77,26.99,9.42,12.38,1.47,18.31,10.88,1.23,0.08,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.46,2.85,37.62,4.53,12.38,1.47,0.08,0.0,0.0,0.81,28.82,3.09,2.28,2.16,3.61,5.54,1.38,0.31,0.69,0.23,0.08,0.02,2.46,40.55,4.51,3.47,2.73,5.17,4.85,1.85,0.54,0.69,0.23,0.08,0.02,4.09,52.28,5.94,4.73,3.31,6.7,4.38,2.38,0.46,0.69,0.23,0.08,0.02,4.28,3,2.54,43.1,46.0
Vance McDonald,FA,TE,0.0,10.54,17.54,1.64,30.54,2.86,245.46,23.01,13.89,11.08,1.05,39.46,14.48,2.85,0.27,1.85,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54,1.64,30.54,2.86,11.08,1.05,0.0,0.0,0.0,0.97,35.62,3.32,2.32,3.52,3.42,6.85,1.85,0.92,0.23,0.69,0.11,0.07,2.76,44.39,4.14,3.18,4.1,4.25,6.85,1.62,1.15,0.23,0.69,0.11,0.07,3.95,53.16,4.96,4.04,4.73,5.1,6.85,1.85,0.92,0.62,0.31,0.11,0.03,4.04,3,2.09,35.48,56.0
Ryan Griffin,FA,TE,0.0,9.23,22.08,2.18,37.69,3.93,230.69,24.14,11.42,10.92,1.17,37.46,13.09,1.62,0.17,1.31,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08,2.18,37.69,3.93,10.92,1.17,0.23,0.01,0.0,0.88,31.84,3.45,1.83,4.08,3.5,6.54,0.46,1.15,0.31,0.77,0.16,0.13,2.57,42.88,4.54,2.97,4.91,4.55,6.54,0.23,1.46,0.23,0.77,0.14,0.13,3.93,53.92,5.63,4.09,5.76,5.59,6.54,0.46,1.0,0.23,1.0,0.16,0.14,4.16,3,1.68,28.61,60.0
Garrett Celek,FA,TE,0.0,15.62,22.69,1.46,36.54,2.34,327.69,20.89,14.62,15.77,1.01,51.92,15.59,2.85,0.18,3.69,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.69,1.46,36.54,2.34,15.77,1.01,0.23,0.01,0.01,1.0,54.46,3.48,1.56,4.31,3.47,11.54,0.23,1.38,0.31,2.15,0.19,0.17,2.71,65.81,4.22,2.25,4.78,4.22,11.54,1.15,0.54,0.31,2.08,0.18,0.16,3.78,77.15,4.94,3.08,5.28,5.0,12.69,0.0,0.54,1.69,0.69,0.18,0.05,3.77,3,3.78,64.22,33.0
Seth DeValve,FA,TE,0.0,15.0,27.25,1.75,46.5,2.96,328.0,21.16,12.15,15.75,1.02,43.0,14.46,4.5,0.3,1.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,1.75,46.5,2.96,15.75,1.02,0.75,0.05,0.02,1.0,38.8,2.56,2.28,2.32,2.98,11.5,1.5,1.75,0.25,0.0,0.02,0.0,2.43,52.42,3.43,3.22,2.62,4.01,11.5,2.5,1.0,0.0,0.0,0.0,0.0,3.7,66.05,4.31,4.21,2.98,5.04,11.5,3.5,0.0,0.0,0.0,0.0,0.0,3.99,2,3.95,67.15,29.0
Marcedes Lewis,CHI,TE,1.0,14.62,22.46,1.58,43.0,2.95,276.54,18.75,12.21,15.15,1.02,37.62,12.88,2.31,0.15,3.69,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.46,1.58,43.0,2.95,15.15,1.02,0.0,0.0,0.0,0.99,51.19,3.4,1.61,4.93,3.26,10.62,1.0,0.92,1.38,0.69,0.16,0.05,2.5,62.42,4.19,2.53,5.36,4.09,10.85,0.77,1.62,0.69,0.69,0.1,0.05,3.63,73.65,4.98,3.32,5.85,4.93,10.85,1.0,2.08,0.0,0.69,0.05,0.05,3.69,3,3.99,67.89,28.0
Kelvin Benjamin,FA,TE,0.0,14.5,51.75,3.56,88.0,6.02,754.25,51.78,14.55,35.0,2.39,44.75,23.32,5.5,0.38,4.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.75,3.56,88.0,6.02,35.0,2.39,0.25,0.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.61,25.88,1.78,1.56,1.1,2.56,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.45,51.75,3.56,3.12,2.21,4.46,13.75,0.75,0.0,0.0,0.0,0.0,0.0,3.64,2,4.08,69.34,27.0
