Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Travis Kelce,KC,TE,1.0,17,110,6.47,152,8.94,1338,78.71,12.16,78.0,4.59,52,27.06,19,1.12,12,0.71,2,0.12,5,0.29,2.5,1.0,0.06,0,0.0,112,6.59,154,9.06,79.0,4.65,1,0.06,0.01,1.0,206.3,12.14,11.2,7.29,10.56,2,2,1,1,11,2.4,1.83,12.88,261.3,15.37,15.2,7.55,13.72,1,1,3,0,12,2.4,2.4,18.33,316.3,18.61,17.9,7.92,16.95,0,1,3,1,12,3.25,2.4,18.7
George Kittle,SF,TE,1.0,15,60,4.0,86,5.73,765,51.0,12.75,36.0,2.4,54,23.13,12,0.8,11,0.73,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,60,4.0,86,5.73,36.0,2.4,1,0.07,0.02,1.0,140.5,9.37,8.3,7.94,7.98,7,0,0,3,5,1.14,0.5,8.77,170.5,11.37,10.3,8.37,9.88,7,0,0,2,6,1.14,0.67,11.68,200.5,13.37,12.3,8.87,11.84,6,1,0,2,6,1.14,0.67,12.06
Zach Ertz,WAS,TE,1.0,10,47,4.7,69,6.9,406,40.6,8.64,24.0,2.4,32,15.6,2,0.2,4,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,47,4.7,69,6.9,24.0,2.4,0,0.0,0.0,0.96,68.6,6.86,7.25,3.12,7.38,1,3,1,4,1,1.0,0.11,7.43,92.1,9.21,10.45,3.69,9.83,2,0,2,4,2,1.5,0.25,11.28,115.6,11.56,12.4,4.5,12.13,2,0,2,3,3,1.5,0.43,11.91
Dallas Goedert,PHI,TE,1.0,12,55,4.58,69,5.75,702,58.5,12.76,40.0,3.33,31,21.25,11,0.92,3,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,55,4.58,69,5.75,40.0,3.33,1,0.08,0.02,1.0,86.2,7.18,6.55,3.41,7.56,1,2,5,3,1,0.5,0.09,6.93,113.7,9.48,8.8,4.18,9.8,1,1,4,4,2,1.0,0.2,10.94,141.2,11.77,11.1,5.05,12.0,1,1,4,4,2,1.0,0.2,11.08
Mark Andrews,BAL,TE,1.0,15,73,4.87,113,7.53,847,56.47,11.6,48.0,3.2,36,18.87,7,0.47,5,0.33,3,0.2,8,0.53,2.67,3.0,0.2,0,0.0,76,5.07,116,7.73,51.0,3.4,0,0.0,0.0,1.0,117.5,7.83,5.4,6.46,7.03,5,3,2,1,4,0.5,0.36,6.78,154.0,10.27,7.7,7.72,9.11,5,1,4,0,5,0.5,0.5,10.37,190.5,12.7,10.2,9.03,11.19,5,1,3,1,5,0.67,0.5,10.65
Pat Freiermuth,PIT,TE,1.0,15,63,4.2,98,6.53,732,48.8,11.62,37.0,2.47,57,20.2,9,0.6,2,0.13,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,63,4.2,98,6.53,37.0,2.47,0,0.0,0.0,1.0,85.2,5.68,6.6,2.8,6.28,5,1,2,7,0,0.88,0.0,6.71,116.7,7.78,9.1,3.7,8.29,6,0,2,7,0,0.88,0.0,9.75,148.2,9.88,10.6,4.73,10.24,5,1,2,4,3,0.88,0.25,10.22
T.J. Hockenson,MIN,TE,1.0,17,86,5.06,129,7.59,914,53.76,10.63,44.0,2.59,81,20.88,5,0.29,6,0.35,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,86,5.06,129,7.59,44.0,2.59,1,0.06,0.01,1.0,129.4,7.61,5.3,7.99,6.47,6,3,3,2,3,0.42,0.21,6.25,172.4,10.14,8.0,9.07,8.64,4,4,4,2,3,0.42,0.21,9.49,215.4,12.67,10.8,10.27,10.82,3,5,2,3,4,0.7,0.31,10.56
Taysom Hill,NO,TE,1.0,16,9,0.56,13,0.81,77,4.81,8.56,5.0,0.31,30,4.5,1,0.06,2,0.12,96,6.0,575,35.94,5.99,34.0,2.12,7,0.44,105,6.56,109,6.81,39.0,2.44,0,0.0,0.0,1.0,136.8,8.55,7.7,8.17,7.23,5,1,2,2,6,1.0,0.6,8.33,141.3,8.83,7.95,8.18,7.72,6,1,2,3,4,0.78,0.33,9.41,145.8,9.11,8.2,8.2,8.23,6,3,2,3,2,0.45,0.14,7.99
David Njoku,CLE,TE,1.0,14,58,4.14,80,5.71,628,44.86,10.83,36.0,2.57,38,19.0,8,0.57,4,0.29,2,0.14,-8,-0.57,-4.0,0.0,0.0,0,0.0,60,4.29,82,5.86,36.0,2.57,1,0.07,0.02,1.0,84.0,6.0,5.25,4.38,5.93,6,1,2,2,3,0.56,0.27,6.04,113.0,8.07,7.25,5.5,7.8,6,0,2,3,3,0.75,0.27,9.05,142.0,10.14,9.25,6.65,9.65,6,1,1,3,3,0.75,0.27,9.3
Darren Waller,FA,TE,0.0,9,28,3.11,43,4.78,388,43.11,13.86,18.0,2.0,34,20.78,9,1.0,3,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,28,3.11,43,4.78,18.0,2.0,0,0.0,0.0,0.93,56.8,6.31,5.8,4.64,6.15,4,0,1,1,3,0.8,0.5,6.2,70.8,7.87,7.8,5.18,7.71,4,0,1,1,3,0.8,0.5,8.52,84.8,9.42,9.8,5.78,9.29,4,0,1,2,2,0.8,0.29,8.64
