Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
George Kittle,SF,TE,1.0,14,85,6.07,107,7.64,1053,75.21,12.39,53.0,3.79,61,28.93,16,1.14,5,0.36,5,0.36,22,1.57,4.4,1.0,0.07,0,0.0,90,6.43,112,8.0,54.0,3.86,0,0.0,0.0,1.0,137.5,9.82,9.8,5.01,9.39,2,3,0,3,6,1.8,0.75,10.77,180.0,12.86,13.55,5.74,12.29,2,1,2,2,7,1.8,1.0,15.55,222.5,15.89,17.3,6.65,15.12,2,1,1,3,7,2.5,1.0,16.58
Travis Kelce,KC,TE,1.0,16,97,6.06,136,8.5,1229,76.81,12.67,66.0,4.12,47,23.5,13,0.81,5,0.31,1,0.06,4,0.25,4.0,1.0,0.06,1,0.06,98,6.12,137,8.56,67.0,4.19,1,0.06,0.01,1.0,157.3,9.83,8.95,4.13,9.86,1,2,2,5,6,2.2,0.6,10.74,205.8,12.86,12.2,4.81,12.84,1,1,3,4,7,2.2,0.78,15.48,254.3,15.89,15.7,5.61,15.78,1,0,4,5,6,2.2,0.6,15.8
Austin Hooper,NE,TE,1.0,13,75,5.77,97,7.46,787,60.54,10.49,41.0,3.15,35,19.92,8,0.62,6,0.46,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,75,5.77,97,7.46,41.0,3.15,0,0.0,0.0,1.0,116.7,8.98,7.7,5.31,8.45,3,1,4,1,4,0.62,0.44,8.44,154.2,11.86,11.7,5.98,11.22,3,0,2,4,4,1.6,0.44,13.4,191.7,14.75,14.6,6.76,13.97,2,1,2,4,4,1.6,0.44,14.08
Mark Andrews,BAL,TE,1.0,15,64,4.27,98,6.53,852,56.8,13.31,44.0,2.93,51,27.6,16,1.07,10,0.67,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,64,4.27,98,6.53,44.0,2.93,1,0.07,0.02,1.0,143.2,9.55,9.1,6.56,8.53,4,2,1,2,6,1.14,0.67,9.54,175.2,11.68,11.1,7.45,10.46,5,1,0,4,5,1.5,0.5,12.65,207.2,13.81,13.9,8.39,12.4,5,0,1,4,5,1.5,0.5,13.08
Zach Ertz,WAS,TE,1.0,15,88,5.87,135,9.0,916,61.07,10.41,50.0,3.33,30,20.2,12,0.8,6,0.4,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,88,5.87,135,9.0,50.0,3.33,1,0.07,0.01,1.0,127.6,8.51,6.5,5.77,7.85,5,1,2,2,5,0.88,0.5,8.13,171.6,11.44,10.0,6.99,10.4,5,0,3,3,4,0.88,0.36,12.08,215.6,14.37,13.5,8.31,12.94,4,1,2,1,7,1.14,0.88,13.48
Hunter Henry,NE,TE,2.0,12,55,4.58,76,6.33,652,54.33,11.85,36.0,3.0,30,19.08,8,0.67,5,0.42,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,55,4.58,76,6.33,36.0,3.0,1,0.08,0.02,1.0,95.2,7.93,8.65,5.53,7.4,2,2,1,6,1,1.4,0.09,8.44,122.7,10.22,10.95,6.27,9.56,2,2,1,6,1,1.4,0.09,11.72,150.2,12.52,12.45,7.08,11.73,2,1,3,5,1,1.0,0.09,11.43
Jared Cook,FA,TE,0.0,14,43,3.07,65,4.64,705,50.36,16.4,32.0,2.29,61,25.43,15,1.07,9,0.64,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,43,3.07,65,4.64,32.0,2.29,0,0.0,0.0,1.0,124.5,8.89,8.9,6.03,8.12,4,1,1,5,3,1.33,0.27,8.84,146.0,10.43,10.35,6.26,9.75,4,1,1,5,3,1.33,0.27,11.22,167.5,11.96,11.95,6.58,11.41,4,0,3,4,3,1.0,0.27,11.16
Darren Waller,FA,TE,0.0,16,90,5.62,117,7.31,1145,71.56,12.72,53.0,3.31,75,27.88,14,0.88,3,0.19,2,0.12,5,0.31,2.5,1.0,0.06,0,0.0,92,5.75,119,7.44,54.0,3.38,1,0.06,0.01,1.0,131.0,8.19,6.65,5.39,7.68,3,4,4,2,3,0.45,0.23,7.32,176.0,11.0,9.05,6.25,10.29,2,3,5,3,3,0.6,0.23,11.14,221.0,13.81,12.3,7.28,12.85,3,3,1,5,4,1.29,0.33,12.41
Will Dissly,LAC,TE,1.0,6,23,3.83,27,4.5,262,43.67,11.39,14.0,2.33,38,17.67,3,0.5,4,0.67,1,0.17,7,1.17,7.0,0.0,0.0,0,0.0,24,4.0,28,4.67,14.0,2.33,0,0.0,0.0,0.78,50.9,8.48,10.25,6.66,7.55,2,0,0,1,3,2.0,1.0,7.97,62.4,10.4,13.0,7.91,9.17,2,0,0,1,3,2.0,1.0,10.5,73.9,12.32,15.5,9.2,10.81,2,0,0,1,3,2.0,1.0,10.63
Evan Engram,JAC,TE,1.0,8,44,5.5,68,8.5,467,58.38,10.61,23.0,2.88,75,26.75,4,0.5,3,0.38,3,0.38,7,0.88,2.33,1.0,0.12,0,0.0,47,5.88,71,8.88,24.0,3.0,0,0.0,0.0,0.88,65.4,8.18,5.2,6.26,7.39,1,4,0,1,2,0.6,0.33,6.2,87.4,10.92,7.9,7.32,9.82,1,2,2,1,2,0.6,0.33,9.52,109.4,13.68,10.9,8.48,12.24,1,0,4,1,2,0.6,0.33,9.94
Tyler Higbee,LAR,TE,1.0,15,69,4.6,89,5.93,734,48.93,10.64,36.0,2.4,33,15.2,11,0.73,3,0.2,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,69,4.6,89,5.93,36.0,2.4,0,0.0,0.0,1.0,91.4,6.09,4.1,5.47,5.7,7,2,1,2,3,0.5,0.25,5.42,125.9,8.39,6.1,6.92,7.65,7,2,1,0,5,0.5,0.5,8.46,160.4,10.69,7.7,8.46,9.58,7,2,1,0,5,0.5,0.5,8.68
Dallas Goedert,PHI,TE,1.0,15,58,3.87,87,5.8,607,40.47,10.47,33.0,2.2,28,17.13,8,0.53,5,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,58,3.87,87,5.8,33.0,2.2,2,0.13,0.03,1.0,86.7,5.78,5.5,4.13,5.8,5,3,4,2,1,0.25,0.07,5.52,115.7,7.71,8.0,4.85,7.69,5,2,5,2,1,0.25,0.07,8.38,144.7,9.65,9.8,5.71,9.54,4,2,5,3,1,0.36,0.07,8.86
Greg Olsen,FA,TE,0.0,14,52,3.71,82,5.86,597,42.64,11.48,34.0,2.43,41,16.57,6,0.43,2,0.14,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,52,3.71,82,5.86,34.0,2.43,0,0.0,0.0,1.0,71.7,5.12,3.8,5.24,4.84,8,3,0,2,1,0.27,0.08,4.5,97.7,6.98,5.55,6.1,6.57,7,3,1,2,1,0.27,0.08,7.1,123.7,8.84,7.3,7.02,8.3,7,2,2,0,3,0.27,0.27,7.52
