Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Rob Gronkowski,FA,TE,0.0,14.38,71.77,5.01,118.38,8.28,1119.08,78.07,15.64,52.23,3.67,67.08,31.48,12.0,0.83,10.69,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.77,5.01,118.38,8.28,52.23,3.67,0.0,0.0,0.0,0.99,176.06,12.22,11.12,6.75,10.85,1.77,0.69,1.15,4.23,6.54,3.02,0.87,12.33,211.95,14.73,13.78,7.47,13.18,1.77,0.69,1.62,3.77,6.54,3.08,0.87,16.05,247.83,17.24,16.63,8.29,15.53,1.77,0.69,1.62,3.54,6.77,3.08,0.91,16.31,3,12.15,206.56,1.0
Greg Olsen,FA,TE,0.0,16.0,78.31,4.89,122.77,7.67,1059.69,66.23,13.56,52.31,3.27,47.15,24.49,11.85,0.74,6.69,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.31,4.89,122.77,7.67,52.31,3.27,0.69,0.04,0.01,1.0,144.74,9.05,7.85,6.07,8.25,4.31,1.08,3.46,2.15,5.0,0.82,0.46,8.61,183.89,11.5,11.23,6.99,10.46,4.15,1.62,2.08,2.0,6.15,1.05,0.66,12.83,223.05,13.94,14.03,7.99,12.68,3.46,2.23,2.08,2.85,5.38,1.07,0.55,13.11,3,10.11,171.9,2.0
Jordan Reed,FA,TE,0.0,12.92,75.23,5.73,98.54,7.51,804.77,61.1,10.57,45.0,3.41,32.0,19.45,9.85,0.72,7.85,0.57,0.08,0.01,1.38,0.15,1.38,0.08,0.01,0.0,0.0,75.31,5.74,98.62,7.52,45.08,3.42,1.62,0.12,0.02,0.99,124.46,9.3,7.74,6.35,8.28,4.54,0.69,1.46,1.69,4.54,1.01,0.56,8.7,162.08,12.17,10.66,7.34,10.84,3.62,1.15,1.23,2.38,4.54,1.34,0.56,12.77,199.69,15.04,13.6,8.44,13.4,2.85,1.62,1.31,1.62,5.54,1.37,0.78,13.48,3,10.09,171.48,3.0
Delanie Walker,FA,TE,0.0,15.0,84.23,5.62,123.15,8.21,1002.54,66.83,12.0,46.15,3.08,60.46,25.94,8.85,0.59,5.54,0.37,0.69,0.05,24.92,1.66,24.92,0.69,0.05,0.0,0.0,84.92,5.66,123.85,8.25,46.85,3.12,0.0,0.0,0.0,1.0,137.36,9.16,7.9,5.44,8.57,2.23,4.0,1.54,3.62,3.62,0.97,0.32,8.78,179.48,11.96,10.42,5.78,11.43,2.15,1.85,3.77,2.92,4.31,0.97,0.42,12.59,221.59,14.77,13.12,6.3,14.3,2.15,1.31,2.23,4.31,5.0,2.09,0.53,13.92,3,9.86,167.64,4.0
Antonio Gates,FA,TE,0.0,12.54,60.62,4.89,90.15,7.31,692.69,55.68,11.41,36.77,2.95,39.85,20.05,4.38,0.31,6.54,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.62,4.89,90.15,7.31,36.77,2.95,0.15,0.01,0.0,1.0,108.19,8.59,7.55,6.46,7.71,3.23,1.69,1.69,3.31,2.62,0.91,0.26,8.09,138.5,11.04,10.38,7.26,9.95,3.08,1.69,1.77,3.38,2.62,0.92,0.26,11.6,168.81,13.48,12.65,8.16,12.2,3.0,1.08,2.69,2.38,3.38,0.85,0.38,12.01,3,8.31,141.22,6.0
Gary Barnidge,FA,TE,0.0,15.31,58.69,3.71,93.69,5.94,767.85,48.51,12.66,38.54,2.44,37.23,18.88,8.54,0.54,6.38,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.69,3.71,93.69,5.94,38.54,2.44,0.0,0.0,0.0,1.0,115.09,7.24,6.8,4.27,6.93,5.69,1.92,0.69,2.85,4.15,1.16,0.42,7.54,144.44,9.1,9.21,4.9,8.73,6.62,0.31,2.08,1.46,4.85,0.9,0.54,10.4,173.78,10.96,11.61,5.6,10.53,6.69,0.23,1.38,2.15,4.85,1.16,0.54,11.01,3,8.75,148.71,5.0
Jimmy Graham,FA,TE,0.0,12.54,59.46,4.66,90.85,7.14,717.46,56.74,12.22,37.23,2.9,42.15,22.75,7.54,0.61,4.92,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.46,4.66,90.85,7.14,37.23,2.9,0.46,0.03,0.0,1.0,100.36,7.7,5.82,5.46,7.17,5.54,0.54,1.38,1.54,3.54,0.79,0.42,7.12,130.09,10.03,7.85,6.58,9.23,5.46,0.08,1.23,2.23,3.54,0.92,0.42,10.34,159.82,12.36,9.68,7.75,11.29,5.46,0.0,1.31,2.23,3.54,0.92,0.42,10.45,3,7.62,129.5,8.0
Tyler Eifert,FA,TE,0.0,10.38,39.69,3.66,56.46,4.93,468.54,43.57,11.91,28.23,2.58,30.77,19.46,4.54,0.56,9.15,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.69,3.66,56.46,4.93,28.23,2.58,0.0,0.0,0.0,0.83,101.78,8.57,7.95,5.53,6.7,3.77,0.15,0.77,2.92,2.77,1.12,0.3,7.28,121.62,10.4,9.43,6.25,8.02,3.69,0.23,0.77,2.92,2.77,1.12,0.3,9.55,141.47,12.23,10.93,7.0,9.37,3.69,0.92,0.15,2.85,2.77,1.11,0.3,9.25,3,7.4,125.87,10.0
Travis Kelce,KC,TE,1.0,14.85,65.31,4.08,91.38,5.71,804.69,50.3,11.38,38.08,2.38,36.92,21.17,7.15,0.45,4.62,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.31,4.08,91.38,5.71,38.08,2.38,2.08,0.13,0.03,0.94,106.78,6.67,6.17,4.63,6.39,5.38,1.85,1.85,3.92,1.85,0.6,0.13,6.43,139.43,8.71,8.08,5.1,8.42,5.38,1.85,1.85,3.92,1.85,0.6,0.13,9.2,172.08,10.75,9.98,5.64,10.46,4.46,2.77,1.15,5.31,1.15,0.72,0.08,9.63,3,8.18,139.02,7.0
Julius Thomas,FA,TE,0.0,12.38,46.77,3.77,76.62,6.21,488.46,39.26,10.4,27.38,2.2,37.31,16.93,3.38,0.27,7.15,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.77,3.77,76.62,6.21,27.38,2.2,0.0,0.0,0.0,1.0,91.77,7.33,5.93,6.53,6.54,5.77,0.08,1.69,2.23,2.62,0.68,0.27,6.68,115.15,9.22,7.12,7.6,8.21,5.77,0.08,1.0,2.92,2.62,0.83,0.27,9.05,138.54,11.1,8.35,8.69,9.89,5.62,0.92,0.62,2.62,2.62,0.74,0.27,9.05,3,6.38,108.38,13.0
Zach Ertz,WAS,TE,1.0,15.31,68.08,4.47,102.38,6.72,788.62,51.75,11.67,38.62,2.52,52.54,20.2,8.54,0.56,2.38,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.08,4.47,102.38,6.72,38.62,2.52,0.92,0.06,0.01,1.0,91.32,5.98,5.4,4.35,5.93,6.92,2.85,1.38,2.23,1.92,0.37,0.14,5.86,125.36,8.22,7.26,5.54,7.93,6.23,2.85,2.08,1.46,2.69,0.37,0.22,8.74,159.4,10.45,8.79,6.87,9.86,6.31,2.08,2.08,2.15,2.69,0.47,0.22,8.97,3,7.6,129.17,9.0
Martellus Bennett,FA,TE,0.0,12.54,62.46,4.95,92.15,7.33,573.69,44.49,8.98,29.62,2.32,28.46,16.9,6.0,0.47,3.85,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.46,4.95,92.15,7.33,29.62,2.32,0.08,0.0,0.0,1.0,81.22,6.29,4.14,4.83,6.06,5.62,2.46,0.46,1.31,2.69,0.47,0.27,5.7,112.45,8.77,6.39,5.96,8.29,5.77,0.92,1.54,1.46,2.85,0.53,0.3,8.72,143.68,11.24,8.65,7.14,10.5,5.62,1.0,1.54,1.23,3.15,0.54,0.34,9.4,3,7.06,120.08,12.0
Jason Witten,FA,TE,0.0,16.0,73.69,4.6,101.31,6.33,721.31,45.08,9.84,39.38,2.46,34.69,17.45,4.38,0.28,3.85,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.69,4.6,101.31,6.33,39.38,2.46,0.69,0.04,0.01,1.0,93.82,5.87,4.93,4.35,5.81,7.23,4.23,1.54,0.69,2.31,0.25,0.18,5.47,130.67,8.17,7.44,5.08,8.05,5.0,4.92,3.08,0.69,2.31,0.25,0.18,8.6,167.52,10.47,9.72,5.87,10.28,5.0,4.23,2.85,1.62,2.31,0.34,0.18,9.28,3,7.21,122.5,11.0
Charles Clay,FA,TE,0.0,13.46,54.0,4.0,80.54,5.97,563.54,41.74,10.42,27.92,2.07,42.31,18.61,7.62,0.57,3.23,0.24,0.54,0.03,1.15,0.07,0.16,0.15,0.01,0.08,0.0,54.54,4.03,81.08,6.01,28.08,2.08,0.0,0.0,0.0,1.0,76.32,5.64,4.23,4.66,5.49,7.31,1.92,0.85,1.31,2.08,0.33,0.18,5.14,103.32,7.64,6.29,5.47,7.39,7.08,1.08,1.85,0.69,2.77,0.35,0.26,7.87,130.32,9.64,8.5,6.43,9.27,5.38,1.77,1.92,2.31,2.08,0.48,0.18,8.52,3,6.23,105.9,14.0
