Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Travis Kelce,KC,TE,1.0,15.77,97.0,6.14,141.0,8.93,1251.0,79.19,12.88,64.0,4.05,46.08,24.19,16.15,1.02,9.08,0.57,0.54,0.03,1.23,0.08,0.42,0.46,0.03,0.0,0.0,97.54,6.18,141.54,8.97,64.46,4.08,0.69,0.04,0.01,1.0,177.99,11.27,10.16,7.07,9.87,1.77,2.0,2.38,2.62,7.0,1.58,0.83,11.13,226.49,14.34,13.4,7.98,12.61,1.54,0.54,3.77,2.54,7.38,1.72,0.89,15.7,274.99,17.41,16.33,8.94,15.38,1.46,0.38,3.31,3.0,7.62,2.08,0.94,16.15,3,12.61,214.32,1.0
Zach Ertz,WAS,TE,1.0,15.38,103.38,6.67,141.54,9.15,1058.08,68.39,10.32,59.54,3.84,38.08,20.19,10.54,0.67,7.69,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.38,6.67,141.54,9.15,59.54,3.84,0.23,0.02,0.0,1.0,151.5,9.81,8.85,6.68,8.75,3.92,0.85,0.77,4.31,5.54,2.05,0.57,10.13,203.19,13.14,12.86,8.12,11.54,3.23,1.38,0.15,3.15,7.46,2.43,0.95,15.29,254.88,16.47,16.67,9.64,14.31,3.23,0.69,0.85,2.46,8.15,2.43,1.15,16.14,3,11.79,200.35,2.0
George Kittle,SF,TE,1.0,15.75,76.75,4.84,117.75,7.42,1161.5,73.13,14.73,50.5,3.18,74.75,32.26,16.25,1.02,4.25,0.26,0.75,0.05,7.5,0.46,7.5,0.75,0.05,0.0,0.0,77.5,4.89,118.5,7.47,51.25,3.22,0.0,0.0,0.0,1.0,143.9,9.06,6.9,6.3,8.08,4.0,1.25,3.0,3.5,4.0,1.03,0.36,8.15,182.28,11.48,9.45,6.84,10.4,4.0,1.25,1.5,5.0,4.0,1.71,0.36,12.07,220.65,13.9,12.02,7.45,12.76,3.75,1.25,1.0,5.0,4.75,2.31,0.47,12.77,2,9.93,168.86,3.0
Eric Ebron,FA,TE,0.0,15.77,62.62,3.98,102.54,6.51,706.38,44.94,11.26,36.77,2.34,51.54,18.57,6.31,0.4,10.0,0.62,2.15,0.14,-5.46,-0.34,-1.77,0.77,0.05,0.77,0.05,64.77,4.11,104.69,6.64,37.54,2.39,0.92,0.06,0.01,1.0,132.86,8.39,8.13,6.29,7.54,5.92,1.31,0.38,3.0,5.15,1.27,0.56,8.65,164.17,10.38,10.2,6.9,9.45,4.92,1.54,0.15,4.0,5.15,1.67,0.56,11.66,195.48,12.38,13.09,7.65,11.34,4.69,1.77,0.85,3.62,4.85,1.31,0.47,12.14,3,8.23,139.85,5.0
Evan Engram,JAC,TE,1.0,12.0,49.75,4.14,76.75,6.28,613.25,51.37,12.44,25.75,2.12,49.25,25.33,8.25,0.7,3.75,0.3,2.5,0.22,30.5,2.68,12.5,2.5,0.22,0.0,0.0,52.25,4.35,79.25,6.5,28.25,2.34,0.0,0.0,0.0,1.0,88.38,7.37,7.18,4.77,7.14,3.25,1.5,2.5,1.25,3.5,0.65,0.41,7.58,113.25,9.44,9.2,5.64,9.06,3.25,1.5,1.75,2.0,3.5,0.84,0.41,10.5,138.12,11.5,11.07,6.58,10.98,3.25,1.75,1.25,1.5,4.25,0.91,0.55,11.04,2,9.29,157.96,4.0
Rob Gronkowski,FA,TE,0.0,12.85,50.38,3.88,77.0,5.93,763.85,59.38,15.33,38.15,2.94,45.38,21.1,8.77,0.67,4.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.38,3.88,77.0,5.93,38.15,2.94,0.69,0.06,0.01,0.99,100.38,7.79,6.5,6.05,7.07,4.38,2.38,1.15,0.69,4.23,0.69,0.59,7.29,125.58,9.72,8.61,7.06,8.8,4.38,2.38,0.23,1.69,4.15,0.92,0.56,10.44,150.77,11.67,10.73,8.11,10.54,4.38,1.69,0.92,2.38,3.46,0.92,0.48,10.4,3,7.88,133.92,6.0
O.J. Howard,FA,TE,0.0,11.0,32.0,3.02,45.75,4.3,531.75,50.09,16.62,25.75,2.44,70.75,24.81,9.75,0.93,5.25,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.02,45.75,4.3,25.75,2.44,0.5,0.04,0.02,0.97,83.68,7.83,6.05,5.94,7.19,3.5,1.0,1.5,1.25,3.75,0.89,0.57,7.06,99.68,9.34,8.29,6.52,8.67,3.5,1.0,1.0,2.0,3.5,1.22,0.55,9.88,115.68,10.84,10.54,7.18,10.16,3.5,1.0,0.25,3.0,3.25,1.85,0.52,10.38,2,6.38,108.51,11.0
Hunter Henry,NE,TE,2.0,14.25,42.75,3.01,59.75,4.2,553.75,38.99,12.97,31.5,2.22,40.25,16.96,5.75,0.4,5.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75,3.01,59.75,4.2,31.5,2.22,0.25,0.02,0.01,1.0,84.88,5.95,7.36,4.65,5.79,6.0,0.25,3.0,2.75,2.25,0.55,0.19,6.55,106.25,7.46,8.74,5.5,7.2,6.0,0.25,2.25,4.25,1.5,0.69,0.12,8.82,127.63,8.96,10.16,6.41,8.6,6.0,0.5,2.0,4.25,1.5,0.69,0.12,8.84,3,6.8,115.62,8.0
Jared Cook,FA,TE,0.0,15.54,61.85,3.95,93.69,6.0,808.08,51.59,13.03,41.38,2.65,42.85,20.11,12.77,0.81,4.69,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.85,3.95,93.69,6.0,41.38,2.65,0.31,0.02,0.01,1.0,108.35,6.89,4.51,6.07,6.25,7.46,2.15,0.0,1.92,4.0,0.64,0.35,6.02,139.27,8.87,6.32,7.0,8.03,6.77,2.38,0.46,1.69,4.23,0.64,0.37,8.8,170.19,10.84,8.21,7.99,9.82,6.77,1.69,1.85,1.0,4.23,0.51,0.37,8.85,3,7.38,125.53,7.0
Kyle Rudolph,FA,TE,0.0,16.0,63.85,3.99,85.62,5.35,626.31,39.14,9.79,33.38,2.09,41.69,17.67,5.62,0.35,5.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.85,3.99,85.62,5.35,33.38,2.09,0.0,0.0,0.0,1.0,93.55,5.84,4.37,5.35,5.51,7.62,1.85,3.23,2.0,1.31,0.3,0.1,4.97,125.48,7.84,6.54,6.14,7.39,6.0,3.15,2.08,2.46,2.31,0.44,0.18,7.9,157.4,9.84,8.54,6.99,9.27,6.0,2.62,2.92,2.15,2.31,0.39,0.18,8.37,3,6.1,103.78,12.0
