Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Travis Kelce,KC,TE,1.0,15.54,96.85,6.23,129.15,8.29,1076.54,68.99,11.07,58.15,3.72,54.0,22.69,13.69,0.87,6.92,0.44,0.62,0.04,1.38,0.08,0.69,0.31,0.02,0.08,0.0,97.46,6.27,129.77,8.33,58.46,3.73,1.0,0.07,0.01,1.0,148.25,9.46,9.11,6.19,8.55,2.85,1.15,1.69,4.0,5.85,1.76,0.73,10.07,196.68,12.57,11.92,7.11,11.38,2.62,0.92,2.08,3.69,6.23,1.82,0.9,14.3,245.1,15.69,14.2,8.07,14.22,1.69,0.92,1.38,4.62,6.92,2.88,1.0,15.06,3,11.22,190.75,1.0
Mark Andrews,BAL,TE,1.0,11.69,56.23,4.72,80.08,6.65,676.77,56.85,12.03,35.54,2.95,37.92,22.36,8.69,0.75,6.0,0.53,1.46,0.12,1.85,0.12,0.62,0.69,0.05,0.0,0.0,57.69,4.84,81.54,6.77,36.23,2.99,0.0,0.0,0.0,0.97,104.63,8.94,7.09,6.21,8.11,2.62,1.69,2.0,1.77,3.62,0.92,0.45,8.01,132.75,11.31,10.18,6.8,10.37,3.38,0.38,1.77,2.31,3.85,1.29,0.48,11.85,160.86,13.67,12.75,7.5,12.66,3.38,0.38,1.46,1.85,4.62,1.38,0.67,12.47,3,9.1,154.75,5.0
George Kittle,SF,TE,1.0,15.62,64.31,4.12,89.38,5.73,952.69,60.9,14.79,40.62,2.6,61.85,26.57,16.23,1.03,7.15,0.46,0.92,0.06,2.92,0.19,1.9,0.77,0.05,0.0,0.0,65.23,4.18,90.31,5.79,41.38,2.65,0.31,0.02,0.01,1.0,137.87,8.84,7.7,7.41,7.66,6.23,0.0,1.46,2.31,5.62,1.03,0.56,8.39,170.02,10.9,9.87,8.05,9.58,6.23,0.69,0.69,1.38,6.62,1.06,0.74,11.52,202.18,12.97,12.05,8.79,11.51,6.69,0.23,0.69,1.38,6.62,1.06,0.74,11.83,3,9.92,168.56,2.0
T.J. Hockenson,MIN,TE,1.0,15.23,90.31,5.94,124.15,8.15,920.38,60.45,10.19,45.85,3.02,41.31,21.42,10.77,0.72,5.15,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.31,5.94,124.15,8.15,45.85,3.02,0.92,0.06,0.01,1.0,122.19,8.02,5.72,5.91,7.4,3.08,2.92,4.23,1.38,3.62,0.5,0.31,7.04,167.35,10.99,9.02,6.73,10.16,1.92,1.0,5.15,2.77,4.38,0.96,0.42,11.45,212.5,13.96,11.92,7.7,12.9,1.62,1.23,4.08,3.69,4.62,1.28,0.44,12.44,3,9.28,157.78,4.0
Sam LaPorta,DET,TE,1.0,17.0,86.0,5.06,120.0,7.06,889.0,52.29,10.34,48.0,2.82,48.0,22.18,8.0,0.47,10.0,0.59,1.0,0.06,4.0,0.24,4.0,0.0,0.0,0.0,0.0,87.0,5.12,121.0,7.12,48.0,2.82,0.0,0.0,0.0,1.0,153.3,9.02,6.3,6.5,8.08,5.0,2.0,2.0,2.0,6.0,0.89,0.55,8.01,196.3,11.55,8.8,7.06,10.48,4.0,2.0,3.0,2.0,6.0,0.89,0.55,11.38,239.3,14.08,11.3,7.7,12.91,3.0,3.0,1.0,3.0,7.0,1.43,0.7,12.44,1,9.56,162.58,3.0
David Njoku,CLE,TE,1.0,15.46,72.23,4.64,107.69,6.91,792.08,50.95,11.05,33.85,2.2,44.0,21.24,10.77,0.69,5.38,0.35,0.54,0.04,-1.77,-0.13,-0.85,0.0,0.0,0.0,0.0,72.77,4.68,108.23,6.95,33.85,2.2,1.62,0.1,0.02,1.0,108.11,6.95,5.32,5.38,6.52,5.62,0.92,3.38,1.31,4.23,0.56,0.38,6.54,144.22,9.27,8.04,6.14,8.71,5.62,0.0,3.38,2.23,4.23,0.73,0.38,9.74,180.34,11.6,10.65,6.96,10.9,5.62,0.31,1.69,3.62,4.23,1.09,0.38,10.82,3,8.07,137.12,6.0
Evan Engram,JAC,TE,1.0,16.85,99.31,5.87,127.23,7.53,874.85,51.71,8.95,41.77,2.47,34.15,17.77,8.69,0.51,3.92,0.24,0.54,0.03,2.77,0.16,1.27,0.23,0.01,0.0,0.0,99.85,5.9,127.77,7.56,42.0,2.48,1.46,0.09,0.02,1.0,108.84,6.44,5.12,5.32,6.07,5.62,3.08,4.38,1.0,2.77,0.29,0.19,5.86,158.49,9.37,7.92,6.35,8.75,5.31,1.08,4.15,2.85,3.46,0.62,0.26,9.68,208.15,12.31,10.74,7.43,11.41,5.31,0.0,3.54,3.85,4.15,0.95,0.34,10.97,3,7.66,130.16,7.0
Dalton Schultz,HOU,TE,1.0,15.15,60.0,3.95,89.46,5.9,634.92,41.84,10.58,33.77,2.22,30.85,16.05,6.46,0.43,5.23,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,3.95,89.46,5.9,33.77,2.22,0.92,0.06,0.02,1.0,93.18,6.13,5.42,5.29,5.78,6.15,1.46,2.0,2.31,3.23,0.59,0.27,6.08,123.18,8.11,7.38,6.25,7.58,6.31,0.92,1.08,3.62,3.23,0.83,0.27,8.91,153.18,10.08,9.35,7.31,9.37,5.85,1.31,1.85,3.0,3.15,0.69,0.26,9.17,3,6.87,116.73,12.0
Dallas Goedert,PHI,TE,1.0,13.62,57.85,4.26,79.23,5.82,635.69,47.03,11.03,35.31,2.62,44.54,18.84,7.77,0.58,3.08,0.22,0.69,0.05,0.69,0.05,0.69,0.0,0.0,0.0,0.0,58.54,4.31,79.92,5.87,35.31,2.62,0.23,0.02,0.0,1.0,81.79,6.04,4.68,4.77,5.9,5.54,2.54,2.15,0.85,2.54,0.34,0.23,5.53,110.72,8.17,6.89,5.57,7.92,5.54,2.38,1.0,1.92,2.77,0.58,0.25,8.78,139.64,10.31,9.03,6.45,9.93,4.15,3.77,1.0,1.92,2.77,0.58,0.25,9.13,3,6.9,117.34,10.0
Taysom Hill,NO,TE,1.0,15.69,25.23,1.58,31.15,1.96,223.23,14.04,9.08,9.08,0.57,33.0,8.61,1.62,0.1,1.85,0.11,83.62,5.34,439.08,28.04,5.22,27.85,1.78,4.77,0.31,108.85,6.92,114.77,7.29,36.92,2.35,0.69,0.04,0.01,1.0,108.07,6.76,5.72,6.32,5.97,6.92,0.92,1.15,2.54,4.15,0.77,0.37,6.66,120.68,7.55,7.13,6.59,6.85,7.15,0.92,1.85,2.08,3.69,0.6,0.3,8.54,133.3,8.34,7.71,6.93,7.73,7.15,2.08,0.46,2.77,3.23,0.64,0.26,7.94,3,6.09,103.57,14.0
