Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Travis Kelce,KC,TE,1.0,16,103,6.44,150,9.38,1336,83.5,12.97,68.0,4.25,43,24.12,18,1.12,10,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,103,6.44,150,9.38,68.0,4.25,1,0.06,0.01,1.0,191.6,11.98,10.7,7.45,10.36,1,2,3,2,8,1.67,1.0,11.78,243.1,15.19,13.95,8.44,13.19,1,0,5,2,8,1.67,1.0,16.33,294.6,18.41,17.2,9.47,16.04,1,0,4,3,8,2.2,1.0,16.91
Zach Ertz,WAS,TE,1.0,16,116,7.25,156,9.75,1163,72.69,10.03,66.0,4.12,34,19.5,13,0.81,8,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,116,7.25,156,9.75,66.0,4.12,0,0.0,0.0,1.0,164.3,10.27,9.0,7.37,8.91,4,1,1,4,6,1.67,0.6,10.23,222.3,13.89,13.3,8.98,11.87,3,2,0,3,8,2.2,1.0,15.78,280.3,17.52,17.3,10.64,14.82,3,1,1,2,9,2.2,1.29,16.69
George Kittle,SF,TE,1.0,16,88,5.5,136,8.5,1377,86.06,15.65,60.0,3.75,85,36.62,20,1.25,5,0.31,1,0.06,10,0.62,10.0,1.0,0.06,0,0.0,89,5.56,137,8.56,61.0,3.81,0,0.0,0.0,1.0,170.7,10.67,8.3,7.05,9.36,2,1,4,4,5,1.29,0.45,9.65,214.7,13.42,11.2,7.54,11.97,2,1,2,6,5,2.2,0.45,14.25,258.7,16.17,14.2,8.12,14.64,2,1,1,6,6,3.0,0.6,15.07
Eric Ebron,FA,TE,0.0,16,66,4.12,110,6.88,750,46.88,11.36,39.0,2.44,53,18.44,7,0.44,13,0.81,3,0.19,-8,-0.5,-2.67,1.0,0.06,1,0.06,69,4.31,113,7.06,40.0,2.5,1,0.06,0.01,1.0,156.2,9.76,9.85,7.3,8.49,5,1,0,3,7,1.67,0.78,10.29,189.2,11.82,11.85,7.86,10.45,4,1,0,4,7,2.2,0.78,13.38,222.2,13.89,15.05,8.56,12.41,4,1,1,4,6,1.67,0.6,13.78
O.J. Howard,FA,TE,0.0,10,34,3.4,48,4.8,565,56.5,16.62,28.0,2.8,75,26.6,11,1.1,5,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,34,3.4,48,4.8,28.0,2.8,0,0.0,0.0,0.96,86.5,8.65,7.5,5.74,7.99,2,1,2,1,4,1.0,0.67,8.12,103.5,10.35,10.25,6.27,9.67,2,1,1,2,4,1.5,0.67,11.54,120.5,12.05,13.0,6.9,11.36,2,1,0,3,4,2.33,0.67,12.25
Evan Engram,JAC,TE,1.0,11,45,4.09,64,5.82,577,52.45,12.82,22.0,2.0,54,27.18,8,0.73,3,0.27,3,0.27,36,3.27,12.0,3.0,0.27,0,0.0,48,4.36,67,6.09,25.0,2.27,0,0.0,0.0,1.0,81.3,7.39,7.5,4.62,7.21,3,1,3,1,3,0.57,0.38,7.6,103.8,9.44,9.2,5.47,9.13,3,1,2,2,3,0.83,0.38,10.41,126.3,11.48,10.7,6.41,11.02,3,2,1,1,4,0.83,0.57,10.83
Jared Cook,FA,TE,0.0,16,68,4.25,101,6.31,896,56.0,13.18,46.0,2.88,45,20.56,15,0.94,6,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,68,4.25,101,6.31,46.0,2.88,0,0.0,0.0,1.0,125.6,7.85,5.05,6.79,6.95,7,2,0,2,5,0.78,0.45,6.8,159.6,9.98,7.05,7.76,8.84,6,3,0,2,5,0.78,0.45,9.8,193.6,12.1,9.05,8.78,10.74,6,2,2,1,5,0.6,0.45,9.77
Rob Gronkowski,FA,TE,0.0,13,47,3.62,72,5.54,682,52.46,14.51,34.0,2.62,42,19.08,8,0.62,3,0.23,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,47,3.62,72,5.54,34.0,2.62,1,0.08,0.02,1.0,84.2,6.48,4.4,5.53,6.04,5,3,1,1,3,0.44,0.3,5.64,107.7,8.28,6.4,6.49,7.68,5,3,0,2,3,0.62,0.3,8.57,131.2,10.09,8.4,7.48,9.32,5,2,1,3,2,0.62,0.18,8.58
Trey Burton,FA,TE,0.0,16,54,3.38,76,4.75,569,35.56,10.54,29.0,1.81,47,16.5,7,0.44,6,0.38,1,0.06,2,0.12,2.0,1.0,0.06,0,0.0,55,3.44,77,4.81,30.0,1.88,1,0.06,0.02,1.0,93.1,5.82,4.4,5.3,5.48,8,1,1,4,2,0.6,0.14,5.31,120.1,7.51,6.65,5.97,7.1,7,1,2,4,2,0.6,0.14,7.79,147.1,9.19,8.9,6.75,8.72,6,2,3,3,2,0.45,0.14,8.26
Austin Hooper,NE,TE,1.0,16,71,4.44,88,5.5,660,41.25,9.3,30.0,1.88,36,17.69,7,0.44,4,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,71,4.44,88,5.5,30.0,1.88,0,0.0,0.0,1.0,92.0,5.75,4.2,4.02,5.81,7,3,1,2,3,0.45,0.23,5.39,127.5,7.97,5.75,5.22,7.8,6,4,1,2,3,0.45,0.23,7.75,163.0,10.19,7.75,6.51,9.74,6,4,0,1,5,0.6,0.45,8.77
