Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Travis Kelce,KC,TE,1.0,16.62,105.46,6.34,147.31,8.87,1294.85,77.98,12.28,74.62,4.49,55.38,26.18,17.92,1.08,11.23,0.68,1.85,0.11,4.15,0.24,2.08,0.92,0.06,0.23,0.01,107.31,6.46,149.15,8.98,75.54,4.55,1.0,0.06,0.01,1.0,198.22,11.93,11.31,7.2,10.45,2.38,1.38,1.08,1.69,10.08,2.48,1.66,12.77,250.95,15.1,15.22,7.61,13.49,1.69,0.69,2.15,0.85,11.23,2.85,2.17,18.2,303.68,18.28,18.2,8.12,16.59,1.0,0.69,2.15,1.46,11.31,3.44,2.27,18.62,3,14.37,244.21,1.0
George Kittle,SF,TE,1.0,14.23,61.62,4.4,86.08,6.12,788.38,56.4,12.8,37.08,2.66,51.85,23.38,11.92,0.85,9.15,0.62,0.85,0.07,5.92,0.49,2.19,0.31,0.03,0.0,0.0,62.46,4.47,86.92,6.19,37.38,2.69,0.92,0.06,0.02,0.99,132.51,9.32,8.19,8.02,7.92,6.38,0.15,0.31,2.85,4.54,1.07,0.46,8.59,163.32,11.52,10.28,8.77,9.9,6.38,0.15,0.08,2.15,5.46,1.14,0.62,11.73,194.12,13.72,12.33,9.58,11.93,5.62,0.85,0.08,2.23,5.46,1.17,0.62,12.02,3,9.51,161.75,3.0
Mark Andrews,BAL,TE,1.0,15.38,79.69,5.14,120.31,7.77,954.38,61.42,11.9,53.38,3.44,37.85,20.67,10.23,0.65,6.08,0.39,2.31,0.15,5.54,0.37,1.85,2.08,0.14,0.0,0.0,82.0,5.29,122.62,7.93,55.46,3.57,0.0,0.0,0.0,1.0,134.76,8.67,6.32,6.73,7.68,4.15,3.08,2.0,1.15,5.0,0.72,0.5,7.72,174.61,11.25,8.98,7.88,9.91,4.38,1.15,3.31,0.85,5.69,0.85,0.59,11.63,214.45,13.81,11.73,9.09,12.14,4.38,1.15,2.31,1.62,5.92,1.12,0.65,12.06,3,10.21,173.59,2.0
Dallas Goedert,PHI,TE,1.0,12.62,54.54,4.35,70.31,5.61,717.85,56.93,13.13,39.54,3.15,35.0,21.38,11.38,0.9,3.23,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54,4.35,70.31,5.61,39.54,3.15,0.69,0.06,0.01,1.0,90.25,7.14,6.36,4.08,7.25,2.62,1.38,4.46,2.54,1.62,0.49,0.15,6.78,117.52,9.32,8.55,4.86,9.35,2.62,0.92,3.08,3.69,2.31,0.92,0.23,10.52,144.78,11.5,10.88,5.72,11.43,2.46,1.08,3.08,3.69,2.31,0.92,0.23,10.71,3,7.87,133.82,5.0
Zach Ertz,WAS,TE,1.0,11.69,52.38,4.51,79.15,6.8,482.92,40.81,9.08,27.08,2.32,36.23,16.25,3.31,0.26,4.0,0.35,0.23,0.01,0.92,0.06,0.92,0.0,0.0,0.0,0.0,52.62,4.52,79.38,6.82,27.08,2.32,0.0,0.0,0.0,0.97,75.31,6.49,6.33,3.54,6.82,3.15,2.77,1.15,3.23,1.38,0.79,0.12,6.74,101.5,8.74,9.37,4.14,9.13,3.31,0.85,1.92,3.77,1.85,1.17,0.2,10.32,127.69,11.0,11.68,4.94,11.33,3.08,0.85,1.69,3.54,2.54,1.25,0.33,11.12,3,7.26,123.41,6.0
T.J. Hockenson,MIN,TE,1.0,15.77,78.77,5.0,116.46,7.36,822.92,51.91,10.4,40.92,2.6,67.62,20.23,5.77,0.38,5.54,0.35,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.85,5.0,116.54,7.36,40.92,2.6,0.77,0.05,0.01,1.0,117.37,7.41,5.67,7.01,6.55,5.38,2.69,2.54,2.46,2.69,0.51,0.2,6.48,156.75,9.91,8.46,8.06,8.75,4.0,3.08,3.38,2.31,3.0,0.57,0.24,9.86,196.14,12.41,11.03,9.23,10.93,3.08,3.77,2.15,3.08,3.69,0.78,0.31,10.74,3,8.35,141.89,4.0
Darren Waller,FA,TE,0.0,10.0,40.31,3.82,62.38,5.96,514.08,49.55,13.25,24.92,2.37,34.08,21.44,10.46,1.04,3.23,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.31,3.82,62.38,5.96,24.92,2.37,0.15,0.01,0.0,0.95,70.64,6.84,6.11,4.87,6.57,3.85,0.69,1.15,1.0,3.31,0.76,0.49,6.72,90.79,8.76,8.28,5.59,8.4,4.0,0.31,1.15,1.38,3.15,0.85,0.47,9.46,110.95,10.66,10.52,6.36,10.23,3.77,0.23,1.46,1.77,2.77,0.85,0.39,9.74,3,5.99,101.84,18.0
Pat Freiermuth,PIT,TE,1.0,15.25,62.25,4.09,93.25,6.13,673.25,44.36,10.78,36.25,2.38,48.75,18.57,7.25,0.48,3.25,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.25,4.09,93.25,6.13,36.25,2.38,0.25,0.02,0.0,1.0,86.82,5.69,6.19,3.17,6.14,5.5,1.5,1.75,6.25,0.25,0.77,0.02,6.38,117.95,7.74,8.62,3.92,8.14,6.5,0.0,2.5,6.0,0.25,0.74,0.02,9.32,149.07,9.78,10.3,4.79,10.1,5.75,0.75,2.5,3.75,2.5,0.74,0.2,9.83,2,6.73,114.34,9.0
Dalton Schultz,HOU,TE,1.0,15.54,62.31,3.99,92.46,5.95,633.23,40.56,10.15,31.15,1.99,30.31,14.7,5.08,0.32,5.62,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31,3.99,92.46,5.95,31.15,1.99,0.77,0.05,0.02,1.0,95.94,6.13,4.58,5.38,5.76,6.62,2.54,2.0,0.77,3.62,0.39,0.31,5.59,127.09,8.13,6.46,6.23,7.61,7.08,0.85,1.31,2.69,3.62,0.69,0.31,8.36,158.25,10.12,8.35,7.16,9.46,5.62,2.15,1.46,2.92,3.38,0.69,0.28,8.83,3,6.81,115.84,8.0
Dawson Knox,BUF,TE,1.0,14.77,46.38,3.12,64.77,4.37,515.54,34.74,11.14,25.54,1.72,46.15,17.39,7.62,0.51,6.46,0.43,0.0,0.0,0.92,0.06,0.0,0.0,0.0,0.0,0.0,46.38,3.12,64.77,4.37,25.54,1.72,0.15,0.01,0.01,1.0,90.57,6.09,5.75,4.51,5.96,5.23,2.0,3.23,1.77,2.54,0.42,0.22,5.9,113.76,7.66,7.47,5.05,7.53,6.15,1.08,2.54,3.38,1.62,0.52,0.13,8.06,136.95,9.22,8.7,5.67,9.1,6.0,1.46,2.38,3.31,1.62,0.51,0.13,8.32,3,6.23,105.91,14.0
Tyler Higbee,LAR,TE,1.0,15.69,67.31,4.28,99.0,6.29,598.54,38.11,8.99,31.85,2.03,29.92,14.23,4.15,0.27,3.62,0.23,0.08,0.01,0.08,0.01,0.08,0.0,0.0,0.0,0.0,67.38,4.29,99.08,6.29,31.85,2.03,0.0,0.0,0.0,1.0,81.71,5.22,4.32,5.0,5.0,7.62,2.31,3.46,1.23,1.08,0.17,0.08,4.7,115.36,7.36,6.57,5.95,6.99,6.69,2.54,2.08,2.62,1.77,0.39,0.12,7.71,149.02,9.5,8.78,7.0,8.95,5.77,2.31,2.31,2.85,2.46,0.52,0.19,8.57,3,6.26,106.45,12.0
David Njoku,CLE,TE,1.0,14.15,49.92,3.53,69.85,4.94,560.77,39.63,11.4,29.85,2.12,44.85,18.25,7.69,0.54,3.85,0.27,1.62,0.11,-5.31,-0.38,-2.54,0.0,0.0,0.0,0.0,51.54,3.65,71.46,5.06,29.85,2.12,0.69,0.05,0.01,1.0,77.24,5.45,4.22,4.56,5.34,7.31,0.69,1.92,1.85,2.38,0.45,0.21,5.13,102.2,7.22,5.91,5.53,6.96,7.31,0.0,1.92,2.62,2.31,0.58,0.2,7.62,127.16,8.98,7.57,6.54,8.57,7.31,0.92,1.0,2.62,2.31,0.58,0.2,7.87,3,6.03,102.59,17.0
Greg Dulcich,NYG,TE,1.0,10.0,33.0,3.3,55.0,5.5,411.0,41.1,12.45,18.0,1.8,39.0,20.3,6.0,0.6,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.3,55.0,5.5,18.0,1.8,0.0,0.0,0.0,0.96,53.1,5.31,4.65,3.78,5.45,4.0,2.0,0.0,3.0,1.0,0.67,0.11,5.29,69.6,6.96,6.9,4.3,7.15,5.0,0.0,1.0,4.0,0.0,0.67,0.0,7.56,86.1,8.61,9.15,4.94,8.82,5.0,0.0,1.0,4.0,0.0,0.67,0.0,8.18,1,4.65,79.01,32.0
Evan Engram,JAC,TE,1.0,16.46,66.0,3.98,93.08,5.64,674.77,40.62,10.11,30.15,1.82,35.92,15.38,7.85,0.47,3.54,0.22,2.08,0.13,10.31,0.6,4.14,0.77,0.05,0.08,0.0,68.08,4.11,95.15,5.76,30.92,1.87,0.31,0.02,0.01,1.0,90.97,5.48,3.84,5.54,5.11,9.23,1.0,3.0,1.08,2.15,0.25,0.15,4.67,123.97,7.47,6.2,6.5,6.94,8.23,1.31,2.31,2.38,2.23,0.41,0.16,7.46,156.97,9.46,8.61,7.55,8.76,8.15,0.23,2.46,3.38,2.23,0.54,0.16,8.34,3,6.3,107.04,11.0
