Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
George Kittle,SF,TE,1.0,15.23,73.62,4.84,92.46,6.08,1059.92,69.68,14.42,47.08,3.09,49.15,26.82,19.62,1.29,7.77,0.51,0.23,0.01,0.46,0.03,0.46,0.23,0.01,0.0,0.0,73.85,4.86,92.69,6.09,47.31,3.11,0.08,0.01,0.0,1.0,152.5,10.03,10.1,5.92,9.26,4.0,0.0,1.15,1.38,8.69,2.22,1.56,11.29,189.31,12.45,13.13,6.61,11.55,3.31,0.92,0.92,2.46,7.62,2.22,1.02,14.68,226.12,14.88,16.57,7.4,13.84,3.46,0.77,0.92,2.46,7.62,2.22,1.02,15.42,8,10.07,171.16,4.0
Brock Bowers,LV,TE,1.0,17.0,112.0,6.59,153.0,9.0,1194.0,70.24,10.66,61.0,3.59,57.0,24.35,15.0,0.88,5.0,0.29,5.0,0.29,13.0,0.76,2.6,2.0,0.12,0.0,0.0,117.0,6.88,158.0,9.29,63.0,3.71,0.0,0.0,0.0,1.0,150.7,8.86,7.6,5.13,8.42,3.0,3.0,2.0,4.0,5.0,1.12,0.42,8.93,206.7,12.16,11.6,6.45,11.29,4.0,1.0,2.0,4.0,6.0,1.43,0.55,13.84,262.7,15.45,15.0,7.89,14.09,3.0,2.0,2.0,3.0,7.0,1.43,0.7,14.61,1,10.91,185.39,2.0
Trey McBride,ARI,TE,1.0,15.92,97.77,6.09,129.23,8.05,1004.15,62.48,10.2,54.23,3.37,36.62,19.17,9.23,0.57,2.15,0.13,0.69,0.04,1.38,0.08,1.38,0.69,0.04,0.69,0.04,98.46,6.13,129.92,8.09,54.92,3.42,0.0,0.0,0.0,1.0,121.78,7.58,7.45,4.57,7.41,4.62,2.0,1.85,3.23,4.23,1.0,0.37,8.15,170.67,10.62,10.27,5.8,10.11,4.46,0.46,2.62,2.54,5.85,1.29,0.62,12.48,219.55,13.67,13.47,7.15,12.75,3.77,0.92,2.85,1.85,6.54,1.29,0.77,13.23,3,10.1,171.67,3.0
Mark Andrews,BAL,TE,1.0,15.23,54.08,3.66,70.54,4.8,656.62,44.31,12.16,36.92,2.45,57.92,20.46,6.54,0.46,9.38,0.61,3.23,0.2,4.08,0.24,1.07,2.31,0.14,0.0,0.0,57.31,3.85,73.77,5.0,39.23,2.59,0.0,0.0,0.0,0.99,122.53,8.14,8.78,5.46,7.62,4.31,1.85,0.62,2.62,5.85,1.26,0.61,8.84,149.57,9.97,11.24,6.1,9.38,4.54,1.46,1.23,2.77,5.23,1.16,0.52,11.66,176.61,11.79,13.4,6.81,11.16,4.54,0.77,1.85,4.69,3.38,1.17,0.34,11.74,7,7.57,128.77,7.0
David Njoku,CLE,TE,1.0,12.38,67.46,5.52,101.69,8.32,601.46,47.95,8.81,26.77,2.15,32.92,18.57,6.15,0.47,5.15,0.42,0.15,0.01,-0.62,-0.04,-0.31,0.0,0.0,0.0,0.0,67.62,5.53,101.85,8.33,26.77,2.15,0.54,0.03,0.01,1.0,92.7,7.51,6.29,5.29,7.09,4.38,1.0,1.77,1.77,3.46,0.76,0.39,7.46,126.43,10.27,9.94,6.41,9.54,4.38,0.69,1.08,1.38,4.85,1.07,0.7,11.5,160.16,13.03,13.55,7.61,11.98,3.0,2.15,0.54,1.85,4.85,1.19,0.7,12.93,8,7.68,130.63,6.0
Travis Kelce,KC,TE,1.0,15.85,97.08,6.12,131.69,8.3,899.77,56.81,9.25,50.31,3.17,42.54,19.5,10.46,0.66,4.15,0.26,0.85,0.05,1.08,0.06,0.88,0.08,0.0,0.0,0.0,97.92,6.17,132.54,8.36,50.38,3.18,1.0,0.06,0.01,1.0,113.16,7.14,6.48,5.06,6.77,5.69,1.08,2.62,2.62,3.85,0.84,0.38,7.38,161.7,10.2,9.22,6.27,9.51,5.62,1.0,1.38,3.23,4.62,1.07,0.5,11.46,210.24,13.26,11.8,7.58,12.21,4.62,1.0,1.15,3.54,5.54,1.58,0.61,12.37,8,7.22,122.72,8.0
Sam LaPorta,DET,TE,1.0,16.25,66.5,4.08,92.25,5.66,766.75,47.11,11.66,41.25,2.54,51.0,22.38,10.25,0.63,7.75,0.48,0.25,0.02,1.0,0.06,1.0,0.0,0.0,0.0,0.0,66.75,4.09,92.5,5.67,41.25,2.54,0.0,0.0,0.0,1.0,124.28,7.62,5.96,4.81,7.37,5.0,2.75,1.25,1.25,6.0,0.81,0.59,7.42,157.52,9.67,8.84,5.31,9.42,4.75,2.0,1.5,2.75,5.25,0.97,0.48,10.68,190.78,11.7,11.3,5.93,11.46,4.5,2.25,1.0,4.5,4.0,1.11,0.35,11.15,2,8.73,148.48,5.0
Jonnu Smith,MIA,TE,1.0,16.77,80.05,4.74,102.09,6.05,813.77,48.14,10.22,48.95,2.89,57.23,17.25,3.95,0.24,6.95,0.41,1.82,0.11,-0.59,-0.03,-0.18,0.45,0.03,0.0,0.0,81.86,4.84,103.91,6.16,49.41,2.92,0.95,0.06,0.01,1.0,121.14,7.15,5.6,5.53,6.63,5.09,2.77,1.82,2.86,4.23,0.77,0.35,6.73,161.16,9.52,8.4,6.51,8.77,4.95,2.14,2.59,2.05,5.05,0.77,0.46,10.27,201.18,11.9,10.69,7.62,10.88,5.77,0.5,3.41,1.91,5.18,0.77,0.47,10.58,8,6.72,114.23,10.0
Taysom Hill,NO,TE,1.0,10.46,24.23,2.51,31.69,3.33,202.54,20.75,8.32,8.46,0.88,34.15,11.44,1.92,0.21,0.62,0.04,53.08,5.01,329.23,32.61,6.54,21.08,2.09,5.62,0.61,77.31,7.51,84.77,8.33,29.54,2.97,0.92,0.1,0.02,0.92,91.62,9.2,5.27,9.58,7.47,3.38,2.38,0.38,0.85,3.46,0.67,0.54,6.7,103.73,10.46,6.95,10.34,8.62,4.15,1.69,0.62,0.69,3.31,0.61,0.52,9.14,115.85,11.71,8.35,11.16,9.78,4.85,0.69,0.85,1.62,2.46,0.63,0.32,8.43,8,23.35,396.89,1.0
T.J. Hockenson,MIN,TE,1.0,11.69,56.92,4.69,82.15,6.83,606.85,50.4,10.84,35.23,3.01,36.46,19.75,6.85,0.57,1.62,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.92,4.69,82.15,6.83,35.23,3.01,0.31,0.02,0.0,0.97,70.07,5.64,4.27,4.07,5.66,4.38,2.31,2.77,0.38,1.85,0.22,0.18,5.06,98.53,7.99,6.5,4.99,7.88,4.0,1.0,3.08,1.54,2.08,0.47,0.21,8.57,126.99,10.33,8.62,5.98,10.07,3.92,1.08,2.69,1.85,2.15,0.57,0.22,8.83,6,5.76,97.94,15.0
