Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Rob Gronkowski,FA,TE,0.0,12.85,70.0,5.46,112.08,8.78,975.54,76.92,14.1,52.15,4.11,46.54,26.39,11.77,0.91,10.08,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,5.46,112.08,8.78,52.15,4.11,0.08,0.01,0.0,0.96,157.86,12.25,10.59,6.95,10.8,1.31,0.0,1.46,4.54,5.54,3.55,0.86,11.99,192.86,14.98,13.64,7.74,13.29,1.31,0.0,0.77,5.23,5.54,5.28,0.86,16.58,227.86,17.71,17.22,8.62,15.81,1.31,0.0,0.77,4.54,6.23,5.28,1.01,16.99,3,11.37,193.37,1.0
Jimmy Graham,FA,TE,0.0,15.92,85.23,5.35,129.23,8.12,971.38,61.03,11.39,56.0,3.52,36.54,19.23,8.92,0.56,11.31,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.23,5.35,129.23,8.12,56.0,3.52,1.38,0.08,0.01,1.0,162.22,10.19,9.62,7.15,8.89,4.31,1.77,0.23,2.69,6.92,1.67,0.85,10.44,204.83,12.86,12.82,8.4,11.17,4.08,0.31,1.85,2.77,6.92,1.7,0.85,14.41,247.45,15.54,15.45,9.7,13.46,4.08,0.0,2.15,2.77,6.92,1.7,0.85,14.62,3,10.75,182.79,2.0
Greg Olsen,FA,TE,0.0,16.0,80.31,5.02,118.77,7.43,951.0,59.44,11.83,52.15,3.26,37.08,20.34,7.08,0.44,5.92,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.31,5.02,118.77,7.43,52.15,3.26,0.0,0.0,0.0,1.0,130.64,8.16,8.37,4.96,7.83,5.08,1.54,2.08,2.46,4.85,0.87,0.47,8.65,170.79,10.68,11.45,5.94,10.13,4.62,0.85,2.31,2.08,6.15,1.11,0.74,12.82,210.95,13.18,14.42,7.01,12.41,4.54,0.69,2.38,2.38,6.0,1.15,0.73,13.3,3,9.93,168.81,3.0
Antonio Gates,FA,TE,0.0,15.92,69.31,4.35,100.08,6.28,811.0,50.86,11.7,44.08,2.76,39.08,19.82,9.15,0.57,9.77,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31,4.35,100.08,6.28,44.08,2.76,0.46,0.03,0.01,1.0,138.79,8.7,7.24,6.93,7.66,6.08,1.08,1.0,3.92,3.85,1.04,0.34,8.0,173.45,10.88,9.7,7.6,9.69,5.54,1.15,1.23,4.15,3.85,1.07,0.34,11.2,208.1,13.05,11.84,8.32,11.74,5.31,1.38,1.92,3.31,4.0,0.87,0.35,11.38,3,8.04,136.62,7.0
Martellus Bennett,FA,TE,0.0,16.0,81.54,5.09,117.23,7.33,857.46,53.59,10.62,41.69,2.61,38.08,19.22,7.92,0.49,5.69,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54,5.09,117.23,7.33,41.69,2.61,0.23,0.01,0.0,1.0,122.21,7.63,6.07,5.17,7.24,5.15,3.23,1.46,2.0,4.15,0.65,0.36,7.21,162.98,10.19,8.81,6.12,9.56,5.62,0.69,2.54,2.54,4.62,0.84,0.45,10.76,203.75,12.73,11.54,7.18,11.87,5.15,0.92,2.54,1.85,5.54,0.88,0.59,11.64,3,8.23,139.88,5.0
Julius Thomas,FA,TE,0.0,12.54,44.77,3.36,63.69,4.79,520.38,39.03,10.67,30.23,2.28,41.31,18.25,3.92,0.29,11.08,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.77,3.36,63.69,4.79,30.23,2.28,0.0,0.0,0.0,0.97,118.5,8.92,7.62,7.62,7.56,5.15,0.23,0.92,2.54,3.69,1.01,0.4,7.99,140.88,10.6,9.12,8.38,9.09,5.15,0.23,0.92,2.54,3.69,1.01,0.4,10.34,163.27,12.29,10.62,9.18,10.64,4.69,0.69,1.85,1.62,3.69,0.74,0.4,10.23,3,8.13,138.14,6.0
Jason Witten,FA,TE,0.0,16.0,69.62,4.35,99.38,6.21,763.0,47.69,11.02,47.69,2.98,34.15,18.53,7.38,0.47,5.54,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.62,4.35,99.38,6.21,47.69,2.98,0.0,0.0,0.0,1.0,109.53,6.85,6.01,4.61,6.69,5.31,2.69,2.69,2.31,3.0,0.5,0.25,6.6,144.34,9.02,8.04,5.45,8.74,4.77,2.46,3.38,2.31,3.08,0.51,0.26,9.74,179.15,11.2,10.07,6.38,10.78,4.77,2.38,2.62,3.08,3.15,0.65,0.27,10.01,3,7.56,128.55,8.0
Delanie Walker,FA,TE,0.0,15.08,59.08,3.93,96.23,6.4,774.38,51.51,13.24,31.54,2.1,58.15,22.44,6.31,0.42,4.38,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.08,3.93,96.23,6.4,31.54,2.1,0.08,0.0,0.0,1.0,103.59,6.89,4.91,5.14,6.52,5.46,3.77,0.62,2.62,2.62,0.56,0.21,6.12,133.13,8.85,6.91,5.93,8.37,5.31,3.54,1.08,2.62,2.54,0.55,0.21,8.69,162.67,10.82,8.61,6.79,10.21,5.31,2.0,2.62,2.62,2.54,0.55,0.21,9.06,3,6.85,116.51,10.0
Coby Fleener,FA,TE,0.0,15.69,49.31,3.13,87.46,5.54,697.77,44.06,14.04,36.15,2.28,62.69,21.76,8.69,0.55,6.62,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.31,3.13,87.46,5.54,36.15,2.28,0.0,0.0,0.0,1.0,110.39,6.97,5.26,6.05,6.32,7.38,1.15,1.69,2.23,3.23,0.53,0.26,6.13,135.05,8.53,7.24,6.66,7.82,7.54,0.38,3.08,1.23,3.46,0.42,0.28,8.59,159.7,10.08,8.92,7.33,9.34,6.62,2.08,2.31,1.23,3.46,0.42,0.28,8.72,3,7.29,123.99,9.0
Heath Miller,FA,TE,0.0,15.46,64.54,4.17,88.77,5.74,726.46,46.89,11.22,39.38,2.53,44.38,19.32,6.15,0.4,2.92,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.54,4.17,88.77,5.74,39.38,2.53,0.92,0.06,0.02,1.0,89.88,5.79,4.84,4.15,5.8,6.92,2.0,3.31,1.54,1.69,0.28,0.12,5.34,122.15,7.87,6.78,5.15,7.75,6.69,2.23,2.85,2.0,1.69,0.32,0.12,8.22,154.42,9.97,8.57,6.23,9.65,6.62,3.0,0.85,3.31,1.69,0.49,0.12,8.61,3,6.68,113.49,11.0
