Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Rob Gronkowski,FA,TE,0.0,15,82,5.47,131,8.73,1124,74.93,13.71,60.0,4.0,46,25.2,14,0.93,12,0.8,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,82,5.47,131,8.73,60.0,4.0,0,0.0,0.0,1.0,184.4,12.29,10.0,6.82,10.88,1,0,2,6,6,4.0,0.67,12.28,225.4,15.03,12.9,7.47,13.44,1,0,1,7,6,6.5,0.67,17.05,266.4,17.76,16.4,8.22,16.03,1,0,1,6,7,6.5,0.88,17.66
Greg Olsen,FA,TE,0.0,16,84,5.25,123,7.69,1008,63.0,12.0,56.0,3.5,38,20.25,6,0.38,6,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,84,5.25,123,7.69,56.0,3.5,0,0.0,0.0,1.0,136.8,8.55,8.85,5.3,8.06,5,1,2,2,6,1.0,0.6,9.21,178.8,11.18,12.35,6.47,10.36,5,0,2,1,8,1.29,1.0,13.8,220.8,13.8,15.55,7.72,12.65,5,0,2,1,8,1.29,1.0,14.24
Jimmy Graham,FA,TE,0.0,16,85,5.31,124,7.75,889,55.56,10.46,54.0,3.38,29,15.69,8,0.5,10,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,85,5.31,124,7.75,54.0,3.38,2,0.12,0.02,1.0,144.9,9.06,8.45,7.01,7.96,5,2,0,3,6,1.29,0.6,9.21,187.4,11.71,11.7,8.37,10.18,5,0,2,3,6,1.29,0.6,13.09,229.9,14.37,14.5,9.78,12.42,5,0,2,3,6,1.29,0.6,13.41
Antonio Gates,FA,TE,0.0,16,69,4.31,98,6.12,821,51.31,11.9,44.0,2.75,34,19.75,10,0.62,12,0.75,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,69,4.31,98,6.12,44.0,2.75,0,0.0,0.0,1.0,154.1,9.63,8.2,7.86,8.23,6,0,1,4,5,1.29,0.45,8.92,188.6,11.79,10.65,8.52,10.21,5,1,1,4,5,1.29,0.45,12.06,223.1,13.94,12.9,9.22,12.23,5,1,2,3,5,1.0,0.45,12.2
Martellus Bennett,FA,TE,0.0,16,90,5.62,128,8.0,916,57.25,10.18,43.0,2.69,37,18.62,9,0.56,6,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,90,5.62,128,8.0,43.0,2.69,0,0.0,0.0,1.0,131.6,8.22,6.55,5.33,7.74,4,4,1,2,5,0.78,0.45,7.89,176.6,11.04,9.55,6.42,10.26,5,0,3,2,6,1.0,0.6,11.74,221.6,13.85,12.55,7.62,12.74,4,1,3,1,7,1.0,0.78,12.75
Julius Thomas,FA,TE,0.0,13,43,3.31,62,4.77,489,37.62,11.37,30.0,2.31,35,18.62,3,0.23,12,0.92,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,43,3.31,62,4.77,30.0,2.31,0,0.0,0.0,1.0,120.9,9.3,7.7,8.81,7.72,6,0,1,2,4,0.86,0.44,8.07,142.4,10.95,9.2,9.75,9.17,6,0,1,2,4,0.86,0.44,10.4,163.9,12.61,10.7,10.71,10.65,6,0,2,1,4,0.62,0.44,10.25
Travis Kelce,KC,TE,1.0,16,67,4.19,87,5.44,862,53.88,12.87,45.0,2.81,34,22.0,13,0.81,5,0.31,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,67,4.19,87,5.44,45.0,2.81,3,0.19,0.04,1.0,110.2,6.89,7.1,3.91,7.01,5,2,2,5,2,0.78,0.14,7.21,143.7,8.98,8.6,4.51,9.12,5,2,2,5,2,0.78,0.14,10.06,177.2,11.08,10.1,5.19,11.21,4,3,2,5,2,0.78,0.14,10.09
Delanie Walker,FA,TE,0.0,15,63,4.2,106,7.07,890,59.33,14.13,34.0,2.27,68,25.6,7,0.47,4,0.27,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,63,4.2,106,7.07,34.0,2.27,0,0.0,0.0,1.0,113.0,7.53,5.4,5.57,7.01,4,5,0,3,3,0.67,0.25,6.73,144.5,9.63,7.4,6.37,8.97,4,4,1,3,3,0.67,0.25,9.45,176.0,11.73,9.4,7.23,10.93,4,2,3,3,3,0.67,0.25,9.9
Jason Witten,FA,TE,0.0,16,64,4.0,90,5.62,703,43.94,10.98,48.0,3.0,34,18.31,6,0.38,5,0.31,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,64,4.0,90,5.62,48.0,3.0,0,0.0,0.0,1.0,100.3,6.27,6.0,3.97,6.35,5,3,3,3,2,0.45,0.14,6.24,132.3,8.27,8.25,4.64,8.33,5,2,4,3,2,0.45,0.14,9.43,164.3,10.27,10.15,5.38,10.3,5,2,3,4,2,0.6,0.14,9.61
Coby Fleener,FA,TE,0.0,16,51,3.19,92,5.75,774,48.38,15.18,40.0,2.5,73,23.75,11,0.69,8,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,51,3.19,92,5.75,40.0,2.5,0,0.0,0.0,1.0,125.4,7.84,6.0,6.8,6.94,7,1,2,2,4,0.6,0.33,6.84,150.9,9.43,8.1,7.37,8.47,7,0,4,1,4,0.45,0.33,9.41,176.4,11.02,9.75,7.98,10.02,6,2,3,1,4,0.45,0.33,9.44
Dwayne Allen,FA,TE,0.0,13,29,2.23,50,3.85,395,30.38,13.62,24.0,1.85,41,17.85,3,0.23,8,0.62,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,29,2.23,50,3.85,24.0,1.85,0,0.0,0.0,1.0,87.5,6.73,8.1,4.99,6.44,4,1,2,4,2,0.86,0.18,7.34,102.0,7.85,8.6,5.73,7.5,4,1,2,5,1,0.86,0.08,8.76,116.5,8.96,9.6,6.5,8.58,4,2,1,6,0,0.86,0.0,8.55
Heath Miller,FA,TE,0.0,16,66,4.12,91,5.69,761,47.56,11.53,42.0,2.62,49,19.69,6,0.38,3,0.19,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,66,4.12,91,5.69,42.0,2.62,1,0.06,0.02,1.0,94.1,5.88,4.85,4.6,5.74,7,2,3,2,2,0.33,0.14,5.41,127.1,7.94,6.6,5.66,7.62,7,2,3,2,2,0.33,0.14,8.18,160.1,10.01,8.35,6.81,9.46,7,3,1,3,2,0.45,0.14,8.43
Charles Clay,FA,TE,0.0,14,58,4.14,84,6.0,605,43.21,10.43,31.0,2.21,41,18.79,7,0.5,3,0.21,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,58,4.14,84,6.0,31.0,2.21,0,0.0,0.0,1.0,78.5,5.61,3.8,4.12,5.63,8,2,0,2,2,0.4,0.17,5.08,107.5,7.68,6.1,4.64,7.74,7,1,2,2,2,0.4,0.17,7.95,136.5,9.75,9.1,5.3,9.82,6,1,2,3,2,0.56,0.17,9.03
Zach Ertz,WAS,TE,1.0,16,58,3.62,89,5.56,702,43.88,12.1,42.0,2.62,35,17.0,8,0.5,3,0.19,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,58,3.62,89,5.56,42.0,2.62,1,0.06,0.02,1.0,86.2,5.39,4.35,4.25,5.36,8,3,0,3,2,0.45,0.14,5.18,115.2,7.2,6.35,5.27,7.03,8,3,0,3,2,0.45,0.14,7.95,144.2,9.01,8.25,6.55,8.61,8,0,3,3,2,0.45,0.14,8.03
Larry Donnell,FA,TE,0.0,16,63,3.94,92,5.75,623,38.94,9.89,36.0,2.25,32,16.0,3,0.19,6,0.38,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,63,3.94,92,5.75,36.0,2.25,4,0.25,0.06,1.0,90.3,5.64,3.15,5.94,5.17,9,2,1,2,2,0.33,0.14,4.51,121.8,7.61,5.75,6.62,7.02,8,2,1,3,2,0.45,0.14,7.54,153.3,9.58,8.35,7.4,8.88,7,3,0,4,2,0.6,0.14,8.34
Jermaine Gresham,FA,TE,0.0,15,62,4.13,79,5.27,460,30.67,7.42,24.0,1.6,23,14.07,2,0.13,5,0.33,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,62,4.13,79,5.27,24.0,1.6,0,0.0,0.0,1.0,76.0,5.07,3.4,3.86,5.17,9,1,2,1,2,0.25,0.15,4.48,107.0,7.13,5.8,4.44,7.27,8,1,3,1,2,0.25,0.15,7.08,138.0,9.2,8.3,5.27,9.28,5,4,2,3,1,0.36,0.07,8.1
Jared Cook,FA,TE,0.0,16,52,3.25,99,6.19,634,39.62,12.19,32.0,2.0,59,19.0,4,0.25,3,0.19,1,0.06,0,0.0,0.0,0.0,0.0,0,0.0,53,3.31,100,6.25,32.0,2.0,0,0.0,0.0,1.0,81.4,5.09,3.9,4.89,4.89,8,4,2,0,2,0.14,0.14,4.53,107.4,6.71,5.8,5.22,6.57,8,4,1,1,2,0.23,0.14,7.06,133.4,8.34,7.55,5.65,8.26,8,3,2,2,1,0.23,0.07,7.34
Owen Daniels,FA,TE,0.0,15,48,3.2,79,5.27,527,35.13,10.98,32.0,2.13,39,17.13,3,0.2,4,0.27,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,48,3.2,79,5.27,32.0,2.13,0,0.0,0.0,1.0,76.7,5.11,3.4,4.45,5.04,8,3,1,0,3,0.25,0.25,4.54,100.7,6.71,5.4,5.12,6.6,9,1,2,0,3,0.25,0.25,7.04,124.7,8.31,6.6,5.85,8.17,8,2,1,2,2,0.36,0.15,7.09
Jordan Cameron,FA,TE,0.0,10,24,2.4,48,4.8,424,42.4,17.67,13.0,1.3,81,30.1,3,0.3,2,0.2,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,24,2.4,48,4.8,13.0,1.3,0,0.0,0.0,0.96,54.4,5.44,4.05,5.52,5.08,7,1,0,0,2,0.25,0.25,4.61,66.4,6.64,5.55,5.79,6.33,7,1,0,0,2,0.25,0.25,6.32,78.4,7.84,6.85,6.11,7.62,7,1,0,0,2,0.25,0.25,6.67
Jordan Reed,FA,TE,0.0,11,50,4.55,65,5.91,465,42.27,9.3,23.0,2.09,30,14.45,3,0.27,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,50,4.55,65,5.91,23.0,2.09,1,0.09,0.02,1.0,44.5,4.05,2.5,3.77,4.15,7,2,0,1,1,0.22,0.1,3.68,69.5,6.32,4.0,5.18,6.19,6,1,2,1,1,0.22,0.1,6.14,94.5,8.59,5.5,6.67,8.17,6,0,2,1,2,0.38,0.22,6.81
Mychal Rivera,FA,TE,0.0,16,58,3.62,99,6.19,534,33.38,9.21,29.0,1.81,33,14.0,5,0.31,4,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,58,3.62,99,6.19,29.0,1.81,1,0.06,0.02,1.0,75.4,4.71,2.35,5.55,4.39,12,0,0,1,3,0.33,0.23,4.03,104.4,6.52,3.6,6.66,6.01,11,1,0,1,3,0.33,0.23,6.08,133.4,8.34,5.6,7.83,7.62,11,0,1,1,3,0.33,0.23,6.62
Scott Chandler,FA,TE,0.0,16,47,2.94,70,4.38,497,31.06,10.57,28.0,1.75,37,16.56,8,0.5,3,0.19,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,47,2.94,70,4.38,28.0,1.75,0,0.0,0.0,1.0,67.7,4.23,2.45,3.71,4.36,10,0,2,4,0,0.33,0.0,3.58,91.2,5.7,3.9,4.48,5.79,10,0,1,5,0,0.45,0.0,5.73,114.7,7.17,5.4,5.36,7.2,10,1,0,4,1,0.45,0.07,6.11
Kyle Rudolph,FA,TE,0.0,9,24,2.67,34,3.78,231,25.67,9.62,13.0,1.44,23,10.0,2,0.22,2,0.22,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,24,2.67,34,3.78,13.0,1.44,0,0.0,0.0,0.93,35.1,3.9,5.0,3.05,4.22,4,2,3,0,0,0.0,0.0,3.77,47.1,5.23,6.5,3.86,5.52,4,1,3,1,0,0.12,0.0,5.69,59.1,6.57,8.0,4.8,6.78,4,2,2,1,0,0.12,0.0,5.99
Marcedes Lewis,CHI,TE,1.0,8,18,2.25,31,3.88,206,25.75,11.44,10.0,1.25,63,16.88,1,0.12,2,0.25,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,18,2.25,31,3.88,10.0,1.25,0,0.0,0.0,0.88,32.6,4.08,2.85,4.6,3.98,5,0,2,0,1,0.14,0.14,3.1,41.6,5.2,4.85,4.88,5.18,4,2,1,0,1,0.14,0.14,4.85,50.6,6.32,6.4,5.29,6.37,4,1,2,1,0,0.14,0.0,5.03
Kelvin Benjamin,FA,TE,0.0,16,73,4.56,145,9.06,1008,63.0,13.81,51.0,3.19,51,24.62,9,0.56,9,0.56,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,73,4.56,145,9.06,51.0,3.19,1,0.06,0.01,1.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0.0,0.0,0.91,36.5,2.28,2.25,1.24,3.2,16,0,0,0,0,0.0,0.0,4.68,73.0,4.56,4.5,2.48,5.56,13,3,0,0,0,0.0,0.0,4.93
Jace Amaro,FA,TE,0.0,14,38,2.71,53,3.79,345,24.64,9.08,20.0,1.43,43,12.29,3,0.21,2,0.14,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,38,2.71,53,3.79,20.0,1.43,0,0.0,0.0,1.0,46.5,3.32,2.1,3.58,3.45,9,3,1,0,1,0.08,0.08,2.81,65.5,4.68,3.55,4.82,4.67,9,3,1,0,1,0.08,0.08,4.59,84.5,6.04,5.05,6.1,5.87,9,2,2,0,1,0.08,0.08,4.96
Dennis Pitta,FA,TE,0.0,3,16,5.33,21,7.0,125,41.67,7.81,7.0,2.33,24,18.67,2,0.67,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,16,5.33,21,7.0,7.0,2.33,0,0.0,0.0,0.56,12.5,4.17,3.0,3.69,4.3,2,0,0,1,0,0.5,0.0,2.35,20.5,6.83,4.5,5.67,6.55,2,0,0,1,0,0.5,0.0,4.35,28.5,9.5,6.0,7.67,8.72,2,0,0,0,1,0.5,0.5,4.33
Austin Seferian-Jenkins,FA,TE,0.0,9,21,2.33,38,4.22,221,24.56,10.52,12.0,1.33,30,14.67,2,0.22,2,0.22,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,21,2.33,38,4.22,12.0,1.33,1,0.11,0.05,0.93,32.1,3.57,2.6,3.05,3.86,5,2,1,1,0,0.12,0.0,2.94,42.6,4.73,3.1,3.76,5.03,5,1,2,1,0,0.12,0.0,4.23,53.1,5.9,3.6,4.48,6.2,5,1,2,1,0,0.12,0.0,4.18
Niles Paul,FA,TE,0.0,16,39,2.44,52,3.25,507,31.69,13.0,20.0,1.25,50,18.75,4,0.25,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,39,2.44,52,3.25,20.0,1.25,1,0.06,0.03,1.0,54.7,3.42,1.75,4.07,3.44,11,2,2,0,1,0.07,0.07,2.59,74.2,4.64,2.85,5.04,4.58,11,2,1,1,1,0.14,0.07,4.21,93.7,5.86,3.85,6.04,5.71,11,2,1,1,1,0.14,0.07,4.43
John Carlson,FA,TE,0.0,16,33,2.06,55,3.44,350,21.88,10.61,17.0,1.06,32,15.5,3,0.19,1,0.06,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,33,2.06,55,3.44,17.0,1.06,0,0.0,0.0,1.0,43.0,2.69,2.05,1.75,3.34,14,1,1,0,0,0.0,0.0,2.5,59.5,3.72,3.2,1.87,4.7,15,0,1,0,0,0.0,0.0,4.04,76.0,4.75,4.65,2.07,6.05,15,0,1,0,0,0.0,0.0,4.62
Anthony Fasano,FA,TE,0.0,15,25,1.67,36,2.4,226,15.07,9.04,15.0,1.0,22,8.93,2,0.13,4,0.27,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,25,1.67,36,2.4,15.0,1.0,0,0.0,0.0,1.0,46.6,3.11,1.9,3.63,3.22,11,0,1,3,0,0.25,0.0,2.61,59.1,3.94,3.3,4.05,4.11,11,0,1,3,0,0.25,0.0,4.02,71.6,4.77,4.3,4.55,4.99,11,1,2,1,0,0.07,0.0,4.06
