Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Jimmy Graham,FA,TE,0.0,15.77,86.77,5.51,141.62,8.98,1168.54,73.98,13.47,61.54,3.9,53.92,27.2,10.15,0.65,14.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.77,5.51,141.62,8.98,61.54,3.9,0.08,0.0,0.0,1.0,200.7,12.69,12.23,7.27,11.06,2.62,1.23,0.85,2.15,8.92,2.57,1.39,13.24,244.08,15.44,15.34,8.2,13.52,1.92,1.0,1.38,2.54,8.92,2.96,1.39,17.54,287.47,18.2,17.68,9.22,15.99,1.92,0.0,2.38,2.46,9.0,2.96,1.41,17.53,3,13.38,227.47,1.0
Rob Gronkowski,FA,TE,0.0,8.62,46.62,5.44,73.69,8.8,694.23,81.5,14.96,37.15,4.34,48.08,28.93,6.23,0.78,6.62,0.71,0.08,0.0,0.15,0.01,0.15,0.08,0.0,0.08,0.0,46.69,5.45,73.77,8.81,37.23,4.35,0.23,0.02,0.0,0.89,109.13,12.39,12.19,7.35,10.76,2.0,0.08,0.38,1.31,4.85,2.52,1.3,11.62,132.44,15.11,15.57,8.41,13.12,2.0,0.08,0.23,1.46,4.85,2.68,1.3,15.87,155.75,17.83,19.3,9.51,15.51,2.0,0.08,0.23,1.46,4.85,2.68,1.3,15.87,3,9.8,166.59,2.0
Tony Gonzalez,FA,TE,0.0,16.0,85.08,5.32,121.31,7.58,876.62,54.79,10.31,57.85,3.61,25.38,16.09,4.15,0.26,7.92,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08,5.32,121.31,7.58,57.85,3.61,0.0,0.0,0.0,1.0,136.58,8.53,7.81,6.22,7.73,5.85,1.31,1.92,2.54,4.38,0.77,0.38,8.26,179.12,11.2,10.28,7.4,10.04,5.54,1.23,1.23,2.62,5.38,1.0,0.52,12.3,221.66,13.85,12.25,8.65,12.35,4.62,2.0,2.08,2.15,5.15,0.85,0.48,12.05,3,9.26,157.4,3.0
Vernon Davis,FA,TE,0.0,15.31,50.62,3.32,79.54,5.21,775.85,50.94,15.31,32.77,2.15,59.92,25.13,8.54,0.56,10.62,0.7,0.15,0.01,-0.38,-0.02,-0.19,0.0,0.0,0.0,0.0,50.77,3.32,79.69,5.22,32.77,2.15,0.77,0.05,0.01,1.0,139.7,9.19,8.33,7.22,7.98,5.15,0.85,1.38,3.54,4.38,1.2,0.42,8.65,165.01,10.85,9.82,8.06,9.49,5.15,0.15,2.08,3.38,4.54,1.2,0.43,10.94,190.32,12.51,11.26,8.94,11.02,5.08,0.23,2.08,3.38,4.54,1.2,0.43,11.05,3,8.08,137.32,6.0
Jason Witten,FA,TE,0.0,16.0,82.0,5.12,120.23,7.52,901.38,56.34,11.17,47.0,2.94,36.77,19.59,9.69,0.61,6.62,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,5.12,120.23,7.52,47.0,2.94,0.0,0.0,0.0,1.0,129.83,8.12,6.12,5.92,7.46,5.92,2.0,2.0,1.0,5.08,0.61,0.49,7.43,170.83,10.68,7.77,7.09,9.7,4.31,3.31,2.08,1.0,5.31,0.66,0.51,10.52,211.83,13.24,10.12,8.36,11.92,4.15,3.23,1.77,1.23,5.62,0.79,0.54,11.02,3,8.6,146.2,5.0
Greg Olsen,FA,TE,0.0,16.0,69.92,4.37,107.69,6.73,801.0,50.06,11.48,42.23,2.64,35.69,20.39,8.77,0.54,5.69,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.92,4.37,107.69,6.73,42.23,2.64,0.08,0.0,0.0,1.0,114.25,7.14,6.95,4.24,7.15,5.62,2.54,2.23,3.38,2.23,0.54,0.16,7.16,149.22,9.33,9.02,4.82,9.37,4.15,2.62,2.92,4.31,2.0,0.67,0.14,10.27,184.18,11.51,11.43,5.49,11.56,3.92,2.15,3.15,5.23,1.54,0.79,0.11,10.84,3,7.36,125.14,9.0
Jordan Reed,FA,TE,0.0,9.0,45.0,5.0,60.0,6.67,499.0,55.44,11.09,30.0,3.33,38.0,17.89,2.0,0.22,3.0,0.33,1.0,0.11,18.0,2.0,18.0,1.0,0.11,0.0,0.0,46.0,5.11,61.0,6.78,31.0,3.44,0.0,0.0,0.0,0.93,69.7,7.74,5.8,5.39,7.27,2.0,3.0,1.0,1.0,2.0,0.5,0.29,6.35,92.2,10.24,7.8,6.41,9.52,2.0,3.0,1.0,1.0,2.0,0.5,0.29,9.65,114.7,12.74,10.0,7.5,11.77,1.0,3.0,2.0,0.0,3.0,0.5,0.5,9.78,1,7.53,127.93,8.0
Antonio Gates,FA,TE,0.0,15.54,69.54,4.46,103.46,6.64,787.69,50.61,11.31,44.31,2.85,49.54,19.98,6.69,0.42,4.92,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.54,4.46,103.46,6.64,44.31,2.85,1.38,0.08,0.02,1.0,105.54,6.82,5.27,4.91,6.55,6.0,3.31,1.15,3.62,1.46,0.49,0.12,6.12,140.31,9.06,7.85,5.61,8.7,6.46,1.46,1.77,4.46,1.38,0.62,0.11,9.53,175.08,11.28,9.92,6.39,10.84,5.77,2.08,1.77,4.08,1.85,0.65,0.14,9.86,3,6.84,116.36,10.0
Julius Thomas,FA,TE,0.0,11.0,45.08,3.23,62.85,4.56,545.92,39.05,8.78,28.38,2.03,51.62,16.15,5.54,0.39,8.31,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.08,3.23,62.85,4.56,28.38,2.03,0.0,0.0,0.0,0.9,104.44,7.46,6.85,4.57,6.68,3.38,0.69,0.69,3.46,2.77,1.25,0.28,7.23,126.98,9.08,8.24,4.94,8.25,3.38,0.69,0.69,3.46,2.77,1.25,0.28,9.42,149.52,10.69,9.62,5.34,9.85,2.0,2.08,1.38,2.77,2.77,0.92,0.28,9.42,3,8.62,146.49,4.0
Owen Daniels,FA,TE,0.0,8.08,35.08,4.55,58.92,7.71,391.77,49.38,10.9,24.15,3.27,31.0,19.09,3.23,0.49,3.69,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.08,4.55,58.92,7.71,24.15,3.27,0.0,0.0,0.0,0.81,61.33,8.08,6.57,5.4,7.58,2.46,1.46,1.77,0.62,1.77,0.36,0.27,5.75,78.87,10.35,8.91,5.55,9.98,2.69,0.31,2.46,0.85,1.77,0.4,0.27,8.95,96.41,12.63,11.53,5.79,12.44,2.46,0.23,2.54,1.08,1.77,0.61,0.27,9.08,3,5.84,99.28,17.0
