Player,TEAM,POS,DPCHT,G,rec_REC,rec_REC_mean,rec_TGT,rec_TGT_mean,rec_YDS,rec_YDS_mean,rec_Y/R,rec_FD,rec_FD_mean,rec_LG,rec_LG_mean,rec_20,rec_20_mean,rec_TD,rec_TD_mean,rush_ATT,rush_ATT_mean,rush_YDS,rush_YDS_mean,rush_Y/A,rush_FD,rush_FD_mean,rush_TD,rush_TD_mean,TOU,TOU_mean,OPP,OPP_mean,FD,FD_mean,FL,FL_mean,FL/T,INJCOR,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Travis Kelce,KC,TE,1.0,15.77,95.38,6.06,136.69,8.69,1200.15,76.37,12.55,66.92,4.26,61.77,24.13,15.31,0.98,9.15,0.58,1.46,0.09,2.38,0.15,1.35,0.77,0.05,0.77,0.05,96.85,6.16,138.15,8.77,67.69,4.31,1.0,0.06,0.01,1.0,178.3,11.35,11.36,6.76,10.16,3.08,0.15,1.31,3.38,7.85,2.62,1.22,12.38,225.99,14.37,15.02,7.52,12.95,3.08,0.08,0.46,2.85,9.31,3.75,1.59,17.73,273.68,17.4,18.62,8.33,15.78,3.08,0.0,0.54,2.69,9.46,3.75,1.86,18.23,3,13.63,231.63,1.0
Mark Andrews,BAL,TE,1.0,16.15,92.38,5.64,133.77,8.18,1169.54,71.35,12.62,63.85,3.89,42.69,24.95,17.38,1.06,8.62,0.53,0.69,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.08,5.68,134.46,8.23,63.85,3.89,0.08,0.01,0.0,1.0,171.26,10.49,8.44,7.28,9.11,2.38,3.15,1.92,1.54,7.15,1.21,0.8,9.8,217.45,13.3,11.8,8.19,11.61,3.15,1.46,1.62,2.85,7.08,1.61,0.78,14.33,263.65,16.13,15.07,9.16,14.14,3.15,1.38,0.77,3.08,7.77,2.08,0.94,15.06,3,11.57,196.61,2.0
George Kittle,SF,TE,1.0,12.62,66.77,5.36,87.85,7.05,857.31,69.07,12.88,40.54,3.29,48.08,24.33,12.08,0.96,5.0,0.38,2.92,0.23,19.46,1.6,6.92,1.0,0.08,0.0,0.0,69.69,5.6,90.77,7.29,41.54,3.37,0.69,0.05,0.01,0.97,116.29,9.26,8.09,7.96,7.91,4.77,0.69,0.92,2.54,3.69,0.97,0.41,8.38,149.68,11.94,10.49,9.35,10.14,4.77,0.54,0.38,2.46,4.46,1.2,0.54,12.13,183.06,14.62,12.79,10.82,12.36,4.54,0.54,0.31,2.77,4.46,1.34,0.54,12.3,3,9.96,169.4,4.0
Darren Waller,FA,TE,0.0,12.54,69.69,5.44,106.85,8.5,824.46,64.6,11.93,41.46,3.2,37.38,23.3,13.77,1.12,3.69,0.27,0.15,0.01,0.38,0.02,0.19,0.08,0.0,0.0,0.0,69.85,5.45,107.0,8.51,41.54,3.21,0.54,0.03,0.01,1.0,104.02,8.05,6.79,5.4,7.54,3.46,2.38,1.69,1.08,3.92,0.66,0.46,7.84,138.87,10.77,9.35,6.49,9.96,3.85,1.15,1.77,2.31,3.46,0.95,0.4,11.53,173.72,13.48,12.14,7.62,12.39,3.23,0.92,2.38,1.54,4.46,1.0,0.59,12.22,3,8.74,148.66,6.0
Rob Gronkowski,FA,TE,0.0,12.08,48.46,3.82,78.69,6.18,699.0,55.25,13.29,30.23,2.38,40.15,21.2,13.38,1.06,5.77,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.46,3.82,78.69,6.18,30.23,2.38,0.0,0.0,0.0,0.94,104.52,8.21,7.59,5.86,7.38,3.77,1.38,1.38,0.46,5.08,0.83,0.77,8.24,128.75,10.12,10.23,6.66,9.11,3.77,1.38,0.69,1.15,5.08,1.11,0.77,11.36,152.98,12.03,12.72,7.53,10.85,4.0,0.92,0.92,1.15,5.08,1.11,0.77,11.86,3,9.16,155.79,5.0
T.J. Hockenson,MIN,TE,1.0,12.92,60.15,4.69,86.0,6.68,598.69,46.41,9.99,32.85,2.55,37.62,18.34,7.38,0.59,4.31,0.33,0.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.38,4.7,86.23,6.7,32.85,2.55,0.23,0.01,0.0,1.0,87.1,6.73,6.16,4.85,6.52,4.31,2.0,1.38,3.31,1.92,0.69,0.18,6.72,117.18,9.08,9.11,5.8,8.69,4.31,1.08,1.92,2.77,2.85,0.84,0.29,10.28,147.25,11.43,11.15,6.88,10.82,3.54,1.15,2.38,3.0,2.85,0.88,0.29,10.72,3,7.77,132.02,9.0
Dallas Goedert,PHI,TE,1.0,14.08,53.85,3.84,74.31,5.32,742.23,52.41,13.69,38.08,2.7,42.77,21.33,11.92,0.83,3.85,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.85,3.84,74.31,5.32,38.08,2.7,0.15,0.01,0.0,1.0,98.38,6.95,5.89,5.48,6.5,6.15,0.23,3.31,1.54,2.85,0.45,0.27,6.36,125.3,8.87,8.0,6.27,8.29,6.15,0.85,1.31,2.92,2.85,0.72,0.27,9.49,152.22,10.8,10.33,7.12,10.1,5.62,1.31,1.31,3.0,2.85,0.72,0.27,9.81,3,7.94,134.95,8.0
Hunter Henry,NE,TE,1.0,15.23,52.69,3.5,79.23,5.27,609.08,40.38,11.62,34.38,2.28,34.15,18.55,7.31,0.48,7.54,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.69,3.5,79.23,5.27,34.38,2.28,0.08,0.01,0.0,1.0,106.14,6.96,6.2,4.96,6.68,7.08,0.38,1.23,4.15,2.38,0.78,0.18,6.74,132.48,8.72,8.03,5.53,8.43,6.85,0.62,2.62,2.77,2.38,0.55,0.18,9.11,158.83,10.47,9.95,6.18,10.19,6.15,0.77,3.0,2.92,2.38,0.56,0.18,9.46,3,7.25,123.27,12.0
Dalton Schultz,HOU,TE,1.0,16.69,68.62,4.09,92.69,5.53,701.77,41.81,9.89,37.38,2.23,29.08,15.05,4.85,0.29,6.46,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.62,4.09,92.69,5.53,37.38,2.23,0.23,0.01,0.0,1.0,109.87,6.53,4.8,4.79,6.19,6.54,3.46,1.85,0.23,4.62,0.43,0.41,5.93,144.18,8.58,7.34,5.45,8.14,5.85,2.54,1.85,1.85,4.62,0.69,0.41,9.07,178.48,10.62,9.88,6.22,10.08,5.62,2.31,2.31,2.54,3.92,0.69,0.32,9.66,3,7.56,128.6,10.0
Kyle Pitts,ATL,TE,1.0,17.0,68.0,4.0,110.0,6.47,1026.0,60.35,15.09,43.0,2.53,61.0,27.47,16.0,0.94,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.0,110.0,6.47,43.0,2.53,0.0,0.0,0.0,1.0,108.6,6.39,6.0,4.71,6.2,6.0,4.0,4.0,1.0,2.0,0.21,0.13,5.99,142.6,8.39,7.7,5.61,8.06,6.0,4.0,3.0,2.0,2.0,0.31,0.13,8.78,176.6,10.39,9.0,6.54,9.93,6.0,4.0,2.0,2.0,3.0,0.42,0.21,9.0,1,8.48,144.16,7.0
Zach Ertz,WAS,TE,1.0,15.46,66.31,4.22,104.54,6.77,676.0,42.8,10.09,35.23,2.22,44.54,17.91,6.69,0.43,4.15,0.25,0.69,0.04,2.77,0.17,2.77,0.0,0.0,0.0,0.0,67.0,4.26,105.23,6.81,35.23,2.22,0.08,0.01,0.0,1.0,93.26,5.87,4.45,4.58,5.72,7.77,2.15,1.54,1.54,2.46,0.36,0.18,5.4,126.42,7.98,7.16,5.29,7.76,6.15,2.54,1.85,3.23,1.69,0.47,0.12,8.46,159.57,10.09,10.32,6.13,9.78,5.38,2.62,1.08,4.46,1.92,0.73,0.16,9.67,3,6.94,118.06,14.0
Mike Gesicki,CIN,TE,1.0,16.46,66.69,4.03,104.0,6.3,746.08,45.32,11.31,37.23,2.26,46.46,19.45,11.15,0.68,3.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.69,4.03,104.0,6.3,37.23,2.26,0.08,0.0,0.0,1.0,94.76,5.79,4.55,4.68,5.64,7.77,3.46,0.92,1.38,2.92,0.36,0.21,5.43,128.11,7.81,6.97,5.71,7.48,7.08,3.69,1.38,0.69,3.62,0.36,0.28,8.34,161.45,9.83,8.93,6.82,9.3,6.15,3.92,2.38,0.38,3.62,0.32,0.28,8.68,3,7.4,125.84,11.0
