Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Cincinnati Bengals,CIN,DST,17,42,2.47,13,0.76,8,0.47,14,0.82,0,0.0,2,0.12,0,0.0,108.0,6.35,6.0,5.05,6.59,5,4,3,4,1,0.42,0.06,5.62,108.0,6.35,6.0,5.05,6.59,4,6,2,4,1,0.42,0.06,5.62,108.0,6.35,6.0,5.05,6.59,5,5,2,4,1,0.42,0.06,5.62
Philadelphia Eagles,PHI,DST,17,29,1.71,12,0.71,4,0.24,11,0.65,0,0.0,5,0.29,0,0.0,111.0,6.53,5.0,6.77,6.29,7,3,1,3,3,0.55,0.21,5.42,111.0,6.53,5.0,6.77,6.29,7,2,2,3,3,0.55,0.21,5.42,111.0,6.53,5.0,6.77,6.29,7,3,1,3,3,0.55,0.21,5.42
Tennessee Titans,TEN,DST,17,43,2.53,16,0.94,6,0.35,10,0.59,0,0.0,4,0.24,0,0.0,123.0,7.24,4.0,6.99,6.92,9,1,1,2,4,0.55,0.31,5.38,123.0,7.24,4.0,6.99,6.92,9,1,1,2,4,0.55,0.31,5.38,123.0,7.24,4.0,6.99,6.92,8,2,1,2,4,0.55,0.31,5.38
Denver Broncos,DEN,DST,17,36,2.12,13,0.76,6,0.35,6,0.35,0,0.0,1,0.06,0,0.0,119.0,7.0,4.0,5.95,6.97,8,1,2,3,3,0.55,0.21,5.29,119.0,7.0,4.0,5.95,6.97,9,0,2,3,3,0.55,0.21,5.29,119.0,7.0,4.0,5.95,6.97,8,1,2,3,3,0.55,0.21,5.29
Seattle Seahawks,SEA,DST,17,34,2.0,11,0.65,7,0.41,8,0.47,1,0.06,0,0.0,1,0.06,95.0,5.59,6.0,3.04,6.58,5,5,5,1,1,0.13,0.06,5.3,95.0,5.59,6.0,3.04,6.58,7,3,5,2,0,0.13,0.0,5.21,95.0,5.59,6.0,3.04,6.58,7,4,4,2,0,0.13,0.0,5.21
Chicago Bears,CHI,DST,17,49,2.88,8,0.47,8,0.47,12,0.71,1,0.06,2,0.12,1,0.06,105.0,6.18,5.0,6.61,5.99,8,2,1,4,2,0.55,0.13,5.2,105.0,6.18,5.0,6.61,5.99,8,2,1,4,2,0.55,0.13,5.2,105.0,6.18,5.0,6.61,5.99,8,2,2,3,2,0.42,0.13,5.08
Cleveland Browns,CLE,DST,17,43,2.53,13,0.76,6,0.35,12,0.71,0,0.0,2,0.12,0,0.0,104.0,6.12,5.0,6.05,6.06,7,2,4,1,3,0.31,0.21,5.09,104.0,6.12,5.0,6.05,6.06,7,2,4,1,3,0.31,0.21,5.09,104.0,6.12,5.0,6.05,6.06,7,2,4,1,3,0.31,0.21,5.09
Houston Texans,HOU,DST,17,32,1.88,17,1.0,8,0.47,15,0.88,1,0.06,1,0.06,1,0.06,87.0,5.12,5.0,5.58,5.17,8,3,2,2,2,0.31,0.13,4.64,87.0,5.12,5.0,5.58,5.17,8,3,2,2,2,0.31,0.13,4.64,87.0,5.12,5.0,5.58,5.17,8,3,2,2,2,0.31,0.13,4.64
Washington Commanders,WAS,DST,17,38,2.24,11,0.65,7,0.41,9,0.53,0,0.0,2,0.12,1,0.06,92.0,5.41,5.0,5.28,5.55,6,4,5,0,2,0.13,0.13,4.58,92.0,5.41,5.0,5.28,5.55,6,5,4,0,2,0.13,0.13,4.58,92.0,5.41,5.0,5.28,5.55,6,4,5,0,2,0.13,0.13,4.58
Carolina Panthers,CAR,DST,17,39,2.29,9,0.53,7,0.41,11,0.65,1,0.06,0,0.0,1,0.06,89.0,5.24,5.0,4.94,5.46,7,2,3,5,0,0.42,0.0,4.68,89.0,5.24,5.0,4.94,5.46,7,2,4,4,0,0.31,0.0,4.57,89.0,5.24,5.0,4.94,5.46,7,2,3,5,0,0.42,0.0,4.68
Baltimore Ravens,BAL,DST,17,34,2.0,9,0.53,6,0.35,8,0.47,0,0.0,2,0.12,0,0.0,85.0,5.0,4.0,4.65,5.29,10,2,0,4,1,0.42,0.06,4.31,85.0,5.0,4.0,4.65,5.29,10,2,0,4,1,0.42,0.06,4.31,85.0,5.0,4.0,4.65,5.29,10,2,0,4,1,0.42,0.06,4.31
New York Giants,NYG,DST,17,34,2.0,15,0.88,7,0.41,10,0.59,1,0.06,1,0.06,0,0.0,86.0,5.06,4.0,5.12,5.23,10,3,1,1,2,0.21,0.13,4.15,86.0,5.06,4.0,5.12,5.23,10,2,2,1,2,0.21,0.13,4.15,86.0,5.06,4.0,5.12,5.23,10,3,1,0,3,0.21,0.21,4.25
Los Angeles Chargers,LAC,DST,17,35,2.06,11,0.65,10,0.59,18,1.06,0,0.0,1,0.06,1,0.06,78.0,4.59,4.0,5.83,4.59,10,3,1,1,2,0.21,0.13,3.9,78.0,4.59,4.0,5.83,4.59,10,2,2,2,1,0.21,0.06,3.8,78.0,4.59,4.0,5.83,4.59,9,4,1,1,2,0.21,0.13,3.9
Las Vegas Raiders,LV,DST,17,35,2.06,6,0.35,9,0.53,9,0.53,1,0.06,0,0.0,0,0.0,65.0,3.82,4.0,3.59,4.32,10,4,2,0,1,0.06,0.06,3.5,65.0,3.82,4.0,3.59,4.32,10,5,1,0,1,0.06,0.06,3.5,65.0,3.82,4.0,3.59,4.32,10,3,3,0,1,0.06,0.06,3.5
Detroit Lions,DET,DST,17,30,1.76,11,0.65,8,0.47,11,0.65,0,0.0,0,0.0,0,0.0,58.0,3.41,4.0,4.37,3.67,9,2,4,2,0,0.13,0.0,3.25,58.0,3.41,4.0,4.37,3.67,9,2,4,2,0,0.13,0.0,3.25,58.0,3.41,4.0,4.37,3.67,9,2,4,2,0,0.13,0.0,3.25
Atlanta Falcons,ATL,DST,17,18,1.06,12,0.71,8,0.47,10,0.59,1,0.06,2,0.12,0,0.0,65.0,3.82,3.0,3.75,4.27,9,4,3,0,1,0.06,0.06,3.08,65.0,3.82,3.0,3.75,4.27,9,5,2,0,1,0.06,0.06,3.08,65.0,3.82,3.0,3.75,4.27,9,4,3,0,1,0.06,0.06,3.08
New York Jets,NYJ,DST,17,33,1.94,7,0.41,7,0.41,12,0.71,0,0.0,1,0.06,1,0.06,58.0,3.41,3.0,3.94,3.76,13,0,2,2,0,0.13,0.0,2.89,58.0,3.41,3.0,3.94,3.76,12,1,2,2,0,0.13,0.0,2.89,58.0,3.41,3.0,3.94,3.76,13,0,2,2,0,0.13,0.0,2.89
Jacksonville Jaguars,JAC,DST,17,32,1.88,7,0.41,2,0.12,6,0.35,0,0.0,1,0.06,1,0.06,64.0,3.76,2.0,5.48,3.82,12,1,1,1,2,0.21,0.13,2.79,64.0,3.76,2.0,5.48,3.82,12,1,1,1,2,0.21,0.13,2.79,64.0,3.76,2.0,5.48,3.82,12,1,1,1,2,0.21,0.13,2.79
