Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score
Philadelphia Eagles,PHI,DST,16,49,3.06,8,0.5,11,0.69,12,0.75,1,0.06,3,0.19,1,0.06,103.0,6.44,6.5,5.93,6.41,7,0,2,5,2,0.78,0.14,6.19,103.0,6.44,6.5,5.93,6.41,7,0,2,5,2,0.78,0.14,6.19,103.0,6.44,6.5,5.93,6.41,7,0,2,5,2,0.78,0.14,6.19
Washington Commanders,WAS,DST,16,47,2.94,16,1.0,7,0.44,13,0.81,1,0.06,3,0.19,0,0.0,127.0,7.94,4.5,6.74,7.66,5,4,0,2,5,0.78,0.45,6.23,127.0,7.94,4.5,6.74,7.66,5,3,1,3,4,0.78,0.33,6.11,127.0,7.94,4.5,6.74,7.66,5,4,0,2,5,0.78,0.45,6.23
New York Giants,NYG,DST,16,40,2.5,11,0.69,11,0.69,13,0.81,0,0.0,2,0.12,0,0.0,103.0,6.44,5.0,4.8,6.76,5,4,0,4,3,0.78,0.23,5.83,103.0,6.44,5.0,4.8,6.76,5,3,1,4,3,0.78,0.23,5.83,103.0,6.44,5.0,4.8,6.76,4,4,1,4,3,0.78,0.23,5.83
Green Bay Packers,GB,DST,16,41,2.56,11,0.69,7,0.44,11,0.69,1,0.06,2,0.12,0,0.0,94.0,5.88,6.0,3.98,6.46,3,4,6,1,2,0.23,0.14,5.48,94.0,5.88,6.0,3.98,6.46,3,3,7,1,2,0.23,0.14,5.48,94.0,5.88,6.0,3.98,6.46,4,3,6,1,2,0.23,0.14,5.48
Kansas City Chiefs,KC,DST,16,32,2.0,16,1.0,6,0.38,11,0.69,1,0.06,2,0.12,2,0.12,108.0,6.75,5.0,7.13,6.42,6,1,4,2,3,0.45,0.23,5.41,108.0,6.75,5.0,7.13,6.42,6,2,3,2,3,0.45,0.23,5.41,108.0,6.75,5.0,7.13,6.42,6,3,2,2,3,0.45,0.23,5.41
Cleveland Browns,CLE,DST,16,38,2.38,11,0.69,10,0.62,16,1.0,2,0.12,2,0.12,0,0.0,97.0,6.06,5.0,5.48,6.16,6,3,3,1,3,0.33,0.23,5.18,97.0,6.06,5.0,5.48,6.16,6,1,5,1,3,0.33,0.23,5.18,97.0,6.06,5.0,5.48,6.16,6,3,3,1,3,0.33,0.23,5.18
New England Patriots,NE,DST,16,24,1.5,18,1.12,4,0.25,5,0.31,0,0.0,2,0.12,2,0.12,108.0,6.75,5.0,7.72,6.29,4,4,4,2,2,0.33,0.14,5.12,108.0,6.75,5.0,7.72,6.29,4,5,3,2,2,0.33,0.14,5.12,108.0,6.75,5.0,7.72,6.29,5,3,4,2,2,0.33,0.14,5.12
San Francisco 49ers,SF,DST,16,30,1.88,12,0.75,8,0.5,11,0.69,0,0.0,1,0.06,0,0.0,90.0,5.62,5.0,6.17,5.55,7,1,3,3,2,0.45,0.14,4.95,90.0,5.62,5.0,6.17,5.55,6,2,3,2,3,0.45,0.23,5.06,90.0,5.62,5.0,6.17,5.55,6,3,2,3,2,0.45,0.14,4.95
Chicago Bears,CHI,DST,16,35,2.19,10,0.62,8,0.5,13,0.81,1,0.06,1,0.06,1,0.06,92.0,5.75,4.5,5.53,5.83,6,2,3,3,2,0.45,0.14,4.86,92.0,5.75,4.5,5.53,5.83,6,3,2,3,2,0.45,0.14,4.86,92.0,5.75,4.5,5.53,5.83,6,3,2,3,2,0.45,0.14,4.86
New York Jets,NYJ,DST,16,31,1.94,10,0.62,9,0.56,17,1.06,1,0.06,1,0.06,0,0.0,67.0,4.19,5.0,4.09,4.58,6,3,2,5,0,0.45,0.0,4.37,67.0,4.19,5.0,4.09,4.58,6,1,4,5,0,0.45,0.0,4.37,67.0,4.19,5.0,4.09,4.58,6,2,3,5,0,0.45,0.0,4.37
Carolina Panthers,CAR,DST,16,29,1.81,7,0.44,15,0.94,13,0.81,0,0.0,3,0.19,0,0.0,99.0,6.19,3.0,6.89,5.93,9,2,1,1,3,0.33,0.23,4.29,99.0,6.19,3.0,6.89,5.93,9,1,2,1,3,0.33,0.23,4.29,99.0,6.19,3.0,6.89,5.93,9,3,0,1,3,0.33,0.23,4.29
Denver Broncos,DEN,DST,16,42,2.62,10,0.62,6,0.38,11,0.69,0,0.0,0,0.0,1,0.06,77.0,4.81,4.0,4.74,5.07,8,2,2,2,2,0.33,0.14,4.24,77.0,4.81,4.0,4.74,5.07,7,4,1,2,2,0.33,0.14,4.24,77.0,4.81,4.0,4.74,5.07,7,3,2,2,2,0.33,0.14,4.24
Los Angeles Chargers,LAC,DST,16,27,1.69,12,0.75,7,0.44,5,0.31,1,0.06,2,0.12,0,0.0,76.0,4.75,4.0,3.57,5.37,7,3,2,4,0,0.33,0.0,4.16,76.0,4.75,4.0,3.57,5.37,7,3,2,4,0,0.33,0.0,4.16,76.0,4.75,4.0,3.57,5.37,7,2,3,4,0,0.33,0.0,4.16
Dallas Cowboys,DAL,DST,16,31,1.94,10,0.62,12,0.75,13,0.81,0,0.0,2,0.12,1,0.06,78.0,4.88,3.0,6.47,4.75,9,1,1,2,3,0.45,0.23,3.94,78.0,4.88,3.0,6.47,4.75,8,2,1,2,3,0.45,0.23,3.94,78.0,4.88,3.0,6.47,4.75,8,1,2,2,3,0.45,0.23,3.94
Tennessee Titans,TEN,DST,17,19,1.12,15,0.88,8,0.47,11,0.65,0,0.0,2,0.12,1,0.06,66.0,3.88,3.0,4.65,4.11,9,0,3,4,1,0.42,0.06,3.43,66.0,3.88,3.0,4.65,4.11,9,1,2,4,1,0.42,0.06,3.43,66.0,3.88,3.0,4.65,4.11,9,1,2,4,1,0.42,0.06,3.43
Atlanta Falcons,ATL,DST,16,29,1.81,12,0.75,9,0.56,17,1.06,0,0.0,1,0.06,0,0.0,72.0,4.5,3.5,6.73,4.34,8,4,3,0,1,0.07,0.07,3.32,72.0,4.5,3.5,6.73,4.34,8,5,2,0,1,0.07,0.07,3.32,72.0,4.5,3.5,6.73,4.34,8,3,4,0,1,0.07,0.07,3.32
Minnesota Vikings,MIN,DST,16,23,1.44,15,0.94,7,0.44,8,0.5,1,0.06,0,0.0,0,0.0,60.0,3.75,3.0,4.28,4.05,9,2,2,2,1,0.23,0.07,3.21,60.0,3.75,3.0,4.28,4.05,9,3,1,2,1,0.23,0.07,3.21,60.0,3.75,3.0,4.28,4.05,9,2,2,2,1,0.23,0.07,3.21
Cincinnati Bengals,CIN,DST,16,17,1.06,11,0.69,6,0.38,10,0.62,0,0.0,0,0.0,1,0.06,45.0,2.81,3.0,3.76,3.14,9,4,1,2,0,0.14,0.0,2.65,45.0,2.81,3.0,3.76,3.14,10,3,1,2,0,0.14,0.0,2.65,45.0,2.81,3.0,3.76,3.14,9,3,2,2,0,0.14,0.0,2.65
Jacksonville Jaguars,JAC,DST,16,18,1.12,12,0.75,5,0.31,8,0.5,0,0.0,1,0.06,2,0.12,54.0,3.38,2.0,4.16,3.67,9,4,1,1,1,0.14,0.07,2.55,54.0,3.38,2.0,4.16,3.67,9,3,2,1,1,0.14,0.07,2.55,54.0,3.38,2.0,4.16,3.67,10,3,1,1,1,0.14,0.07,2.55
Las Vegas Raiders,LV,DST,16,21,1.31,10,0.62,5,0.31,8,0.5,0,0.0,0,0.0,0,0.0,43.0,2.69,2.5,5.17,2.77,10,3,0,2,1,0.23,0.07,2.5,43.0,2.69,2.5,5.17,2.77,10,3,0,2,1,0.23,0.07,2.5,43.0,2.69,2.5,5.17,2.77,10,2,1,2,1,0.23,0.07,2.5
Houston Texans,HOU,DST,16,34,2.12,3,0.19,6,0.38,9,0.56,0,0.0,1,0.06,0,0.0,45.0,2.81,2.5,4.68,2.97,10,3,1,1,1,0.14,0.07,2.47,45.0,2.81,2.5,4.68,2.97,11,3,0,1,1,0.14,0.07,2.47,45.0,2.81,2.5,4.68,2.97,11,3,0,1,1,0.14,0.07,2.47
Detroit Lions,DET,DST,16,24,1.5,7,0.44,5,0.31,15,0.94,1,0.06,0,0.0,1,0.06,35.0,2.19,2.5,3.12,2.56,8,5,3,0,0,0.0,0.0,2.02,35.0,2.19,2.5,3.12,2.56,8,5,3,0,0,0.0,0.0,2.02,35.0,2.19,2.5,3.12,2.56,8,5,3,0,0,0.0,0.0,2.02
