Player,TEAM,POS,G,SACK,SACK_mean,INT,INT_mean,FR,FR_mean,FF,FF_mean,SFTY,SFTY_mean,D_TD,D_TD_mean,ST_TD,ST_TD_mean,FPTS,FPTS_mean,FPTS_median,FPTS_std,FPTS_adj,FPTS_bad,FPTS_poor,FPTS_okay,FPTS_good,FPTS_great,FPTS_QSRat,FPTS_GSRat,FPTS_Score,HALF,HALF_mean,HALF_median,HALF_std,HALF_adj,HALF_bad,HALF_poor,HALF_okay,HALF_good,HALF_great,HALF_QSRat,HALF_GSRat,HALF_Score,PPR,PPR_mean,PPR_median,PPR_std,PPR_adj,PPR_bad,PPR_poor,PPR_okay,PPR_good,PPR_great,PPR_QSRat,PPR_GSRat,PPR_Score,YOE,proj_HALF_mean,proj_HALF,proj_RANK
Seattle Seahawks,SEA,DST,16.0,31.38,1.96,15.14,0.95,15.29,0.96,17.24,1.07,0.1,0.01,2.86,0.18,0.05,0.0,124.14,7.76,6.48,5.68,7.81,6.52,1.33,2.86,2.1,3.19,0.49,0.25,6.62,124.14,7.76,6.48,5.68,7.81,5.57,2.29,2.14,2.76,3.24,0.6,0.25,6.72,124.14,7.76,6.48,5.68,7.81,6.52,1.33,2.9,2.05,3.19,0.49,0.25,6.61,3,7.4,125.77,13.0
Indianapolis Colts,IND,DST,16.0,39.67,2.48,14.9,0.93,8.52,0.53,13.1,0.82,1.62,0.1,0.81,0.05,1.52,0.09,123.33,7.71,7.19,6.39,7.54,4.43,2.14,4.24,3.86,1.33,0.49,0.1,6.6,123.33,7.71,7.19,6.39,7.54,5.19,1.38,4.19,3.9,1.33,0.5,0.1,6.6,123.33,7.71,7.19,6.39,7.54,3.67,2.9,4.24,4.05,1.14,0.49,0.08,6.57,3,8.41,142.93,4.0
Tampa Bay Buccaneers,TB,DST,16.0,44.1,2.76,11.48,0.72,14.33,0.9,18.05,1.13,0.0,0.0,5.14,0.32,0.0,0.0,120.1,7.51,6.36,6.43,7.29,5.62,2.86,1.62,1.95,3.95,0.64,0.35,6.57,120.1,7.51,6.36,6.43,7.29,5.62,2.86,1.62,1.95,3.95,0.64,0.35,6.57,120.1,7.51,6.36,6.43,7.29,5.62,2.86,1.62,1.95,3.95,0.64,0.35,6.57,3,7.15,121.47,16.0
New York Jets,NYJ,DST,16.0,35.43,2.22,12.14,0.76,8.62,0.54,8.76,0.55,1.52,0.09,4.38,0.27,1.14,0.07,122.62,7.66,5.52,6.25,7.53,6.38,2.62,1.38,1.38,4.24,0.55,0.37,6.3,122.62,7.66,5.52,6.25,7.53,5.43,3.57,1.19,1.57,4.24,0.58,0.37,6.33,122.62,7.66,5.52,6.25,7.53,6.38,2.62,1.38,1.19,4.43,0.55,0.39,6.32,3,7.33,124.69,14.0
Green Bay Packers,GB,DST,16.0,41.19,2.57,14.81,0.92,7.33,0.46,10.57,0.66,0.0,0.0,0.29,0.02,0.0,0.0,105.71,6.61,6.67,5.31,6.78,6.57,1.24,2.71,4.1,1.38,0.53,0.1,6.12,105.71,6.61,6.67,5.31,6.78,7.33,0.43,1.95,4.9,1.38,0.67,0.1,6.24,105.71,6.61,6.67,5.31,6.78,6.33,1.67,2.48,2.81,2.71,0.54,0.21,6.26,3,7.69,130.66,12.0
Chicago Bears,CHI,DST,16.0,35.9,2.24,13.14,0.82,9.24,0.58,12.9,0.81,1.0,0.06,2.05,0.13,0.86,0.05,119.86,7.5,6.12,5.78,7.49,5.57,3.95,3.0,0.48,3.0,0.37,0.27,6.16,119.86,7.5,6.12,5.78,7.49,5.57,3.95,3.05,0.43,3.0,0.37,0.27,6.16,119.86,7.5,6.12,5.78,7.49,5.57,3.95,3.0,0.48,3.0,0.37,0.27,6.16,3,6.42,109.22,26.0
Jacksonville Jaguars,JAC,DST,16.0,45.48,2.84,10.71,0.67,8.57,0.53,11.86,0.74,0.38,0.02,2.24,0.14,0.24,0.01,108.71,6.8,5.88,6.19,6.68,5.05,4.33,1.95,0.95,3.71,0.45,0.31,5.93,108.71,6.8,5.88,6.19,6.68,4.1,5.29,1.95,0.81,3.86,0.45,0.32,5.94,108.71,6.8,5.88,6.19,6.68,4.86,4.52,1.95,0.81,3.86,0.45,0.32,5.94,3,6.54,111.18,20.0
Philadelphia Eagles,PHI,DST,16.0,42.95,2.69,11.19,0.7,8.71,0.54,14.29,0.89,0.0,0.0,2.57,0.16,0.0,0.0,112.48,7.03,5.62,7.54,6.63,6.67,2.19,3.76,2.24,1.14,0.28,0.08,5.35,112.48,7.03,5.62,7.54,6.63,6.24,2.62,2.81,3.14,1.19,0.37,0.09,5.47,112.48,7.03,5.62,7.54,6.63,6.67,2.14,3.81,2.24,1.14,0.28,0.08,5.35,3,6.52,110.9,21.0
Houston Texans,HOU,DST,16.0,33.33,2.09,12.52,0.78,10.52,0.65,14.86,0.93,0.05,0.0,2.48,0.15,0.0,0.0,103.52,6.47,5.38,6.86,6.26,6.38,2.9,1.38,2.76,2.57,0.51,0.2,5.5,103.52,6.47,5.38,6.86,6.26,6.19,3.29,1.95,1.81,2.76,0.42,0.23,5.44,103.52,6.47,5.38,6.86,6.26,6.38,3.1,1.95,1.81,2.76,0.42,0.23,5.44,3,6.51,110.75,23.0
Denver Broncos,DEN,DST,16.0,40.43,2.53,11.33,0.7,6.81,0.43,8.95,0.56,0.0,0.0,1.33,0.08,0.0,0.0,106.0,6.62,5.29,6.23,6.51,5.86,3.81,2.9,1.43,2.0,0.28,0.14,5.26,106.0,6.62,5.29,6.23,6.51,5.86,3.81,2.86,1.52,1.95,0.28,0.14,5.27,106.0,6.62,5.29,6.23,6.51,5.86,3.81,2.86,1.43,2.05,0.28,0.14,5.28,3,6.07,103.19,27.0
Washington Commanders,WAS,DST,16.0,45.81,2.87,13.52,0.84,9.29,0.58,15.43,0.97,0.0,0.0,0.29,0.02,0.76,0.05,99.67,6.23,5.26,5.44,6.34,5.81,3.71,2.76,2.1,1.62,0.32,0.12,5.19,99.67,6.23,5.26,5.44,6.34,6.0,3.52,2.81,1.81,1.86,0.31,0.15,5.21,99.67,6.23,5.26,5.44,6.34,5.81,3.71,2.76,1.9,1.81,0.32,0.15,5.21,3,6.61,112.34,19.0
Dallas Cowboys,DAL,DST,16.0,38.95,2.44,7.52,0.47,10.19,0.63,13.19,0.82,0.0,0.0,1.0,0.06,0.05,0.0,99.14,6.2,4.81,5.04,6.44,6.62,3.71,1.62,2.19,1.86,0.34,0.13,5.1,99.14,6.2,4.81,5.04,6.44,6.81,3.71,1.43,2.19,1.86,0.34,0.13,5.1,99.14,6.2,4.81,5.04,6.44,6.62,3.71,1.62,2.14,1.9,0.34,0.14,5.11,3,5.88,99.99,29.0
Detroit Lions,DET,DST,16.0,31.19,1.95,7.57,0.48,10.33,0.65,12.24,0.76,0.0,0.0,1.38,0.08,1.62,0.1,85.33,5.34,5.76,4.59,5.65,6.62,3.0,2.86,2.95,0.57,0.32,0.04,5.0,85.33,5.34,5.76,4.59,5.65,6.62,3.19,3.67,1.95,0.57,0.21,0.04,4.88,85.33,5.34,5.76,4.59,5.65,6.43,3.38,3.43,2.24,0.52,0.25,0.04,4.91,3,6.75,114.71,17.0
Carolina Panthers,CAR,DST,16.0,49.43,3.09,13.62,0.85,7.57,0.47,9.19,0.57,1.52,0.09,1.0,0.06,0.1,0.01,95.48,5.97,4.14,6.27,5.89,8.1,2.52,0.43,2.52,2.43,0.45,0.19,4.79,95.48,5.97,4.14,6.27,5.89,8.1,1.76,1.19,2.57,2.38,0.45,0.18,4.79,95.48,5.97,4.14,6.27,5.89,8.1,2.52,0.24,2.71,2.43,0.48,0.19,4.82,3,6.67,113.34,18.0
Cleveland Browns,CLE,DST,16.0,37.62,2.35,14.24,0.89,7.52,0.48,12.86,0.8,0.19,0.01,0.81,0.05,0.0,0.0,91.9,5.75,4.69,4.83,6.03,7.43,2.14,2.62,2.67,1.14,0.31,0.08,4.79,91.9,5.75,4.69,4.83,6.03,7.62,1.95,2.57,2.71,1.14,0.32,0.08,4.79,91.9,5.75,4.69,4.83,6.03,7.43,2.14,1.81,3.48,1.14,0.41,0.08,4.89,3,6.46,109.75,25.0
Atlanta Falcons,ATL,DST,16.0,30.24,1.89,12.38,0.77,7.24,0.45,11.95,0.75,0.0,0.0,2.05,0.12,0.76,0.05,94.62,5.91,3.55,7.24,5.61,8.19,1.48,1.0,2.62,2.71,0.52,0.21,4.53,94.62,5.91,3.55,7.24,5.61,8.0,1.71,0.95,2.57,2.76,0.52,0.21,4.53,94.62,5.91,3.55,7.24,5.61,8.19,1.33,1.14,2.62,2.71,0.52,0.21,4.53,3,7.16,121.72,15.0
Los Angeles Chargers,LAC,DST,16.0,32.14,2.01,11.71,0.73,4.05,0.26,5.38,0.33,0.0,0.0,0.57,0.03,1.0,0.06,89.67,5.6,4.12,4.38,6.01,8.19,1.43,2.57,2.67,1.14,0.34,0.08,4.57,89.67,5.6,4.12,4.38,6.01,8.95,1.43,2.62,1.9,1.1,0.26,0.08,4.47,89.67,5.6,4.12,4.38,6.01,8.19,2.19,2.62,1.86,1.14,0.26,0.08,4.47,3,6.47,109.98,24.0
New York Giants,NYG,DST,16.0,34.43,2.15,11.29,0.7,5.81,0.37,8.33,0.52,0.81,0.05,2.19,0.13,0.0,0.0,85.71,5.36,4.26,6.49,5.22,8.43,1.24,3.29,1.81,1.24,0.23,0.09,4.22,85.71,5.36,4.26,6.49,5.22,8.24,1.43,3.29,1.05,2.0,0.23,0.14,4.29,85.71,5.36,4.26,6.49,5.22,8.43,1.24,3.29,1.81,1.24,0.23,0.09,4.22,3,6.52,110.83,22.0
Arizona Cardinals,ARI,DST,16.0,41.57,2.6,7.38,0.46,9.62,0.6,17.71,1.11,0.0,0.0,0.48,0.03,0.0,0.0,76.33,4.77,3.4,4.81,4.99,8.52,2.38,2.76,0.9,1.43,0.17,0.1,3.73,76.33,4.77,3.4,4.81,4.99,8.71,2.24,2.71,0.95,1.38,0.17,0.1,3.72,76.33,4.77,3.4,4.81,4.99,8.71,2.24,2.71,0.9,1.43,0.17,0.1,3.73,3,5.78,98.22,31.0
Cincinnati Bengals,CIN,DST,16.0,32.05,2.0,11.19,0.7,5.05,0.31,8.76,0.55,0.76,0.05,1.1,0.07,0.76,0.05,71.86,4.49,3.5,5.18,4.65,8.05,3.38,1.71,2.43,0.43,0.24,0.03,3.59,71.86,4.49,3.5,5.18,4.65,7.9,3.52,1.71,2.38,0.48,0.24,0.03,3.6,71.86,4.49,3.5,5.18,4.65,8.1,3.33,1.0,3.14,0.43,0.3,0.03,3.67,3,5.81,98.76,30.0
Miami Dolphins,MIA,DST,16.0,24.86,1.56,14.33,0.89,3.9,0.25,9.1,0.57,0.86,0.05,1.48,0.09,1.14,0.07,62.57,3.91,3.36,4.58,4.11,11.05,0.76,1.81,1.9,0.48,0.18,0.03,3.27,62.57,3.91,3.36,4.58,4.11,10.48,1.33,1.81,2.1,0.29,0.18,0.02,3.25,62.57,3.91,3.36,4.58,4.11,11.24,0.52,1.86,1.9,0.48,0.18,0.03,3.27,3,6.05,102.88,28.0
Las Vegas Raiders,LV,DST,16.0,28.33,1.77,9.76,0.61,5.57,0.35,7.62,0.48,0.0,0.0,1.71,0.1,0.19,0.01,64.19,4.02,2.98,4.99,4.16,10.29,2.05,1.1,1.81,0.76,0.2,0.05,3.18,64.19,4.02,2.98,4.99,4.16,9.71,2.62,1.14,1.0,1.52,0.19,0.11,3.25,64.19,4.02,2.98,4.99,4.16,10.29,2.24,0.9,1.81,0.76,0.2,0.05,3.18,3,5.4,91.85,32.0
